date,NO2_mean,NOX_mean,NO_mean,SPM_mean,CH4_mean,NMHC_mean,PM25_mean,THC_mean
2011-03-20,14.25,15.833,1.583,14.98,189.625,8.208,12.167,197.833
2011-03-21,16.792,19.396,2.604,17.02,188.727,6.0,14.542,194.727
2011-03-22,25.229,33.646,8.416,17.917,189.792,12.0,15.833,201.792
2011-03-23,16.771,22.562,5.792,20.416,185.75,6.208,10.5,191.958
2011-03-24,5.854,6.25,0.396,32.312,189.409,3.545,29.417,192.955
2011-03-25,4.375,4.584,0.208,12.98,189.5,1.625,10.25,191.125
2011-03-26,9.848,10.826,0.978,10.188,189.958,3.0,9.958,192.958
2011-03-27,18.938,20.562,1.625,20.188,190.591,6.682,17.417,197.273
2011-03-28,16.708,18.166,1.458,38.312,190.042,8.5,32.083,198.542
2011-03-29,21.708,24.417,2.708,30.854,189.875,9.0,25.792,198.875
2011-03-30,9.604,9.854,0.25,30.625,186.0,5.364,24.708,191.364
2011-03-31,6.646,6.875,0.229,20.542,187.833,2.958,15.75,190.792
2011-04-01,30.047,38.34,8.294,39.438,191.75,11.125,36.417,202.875
2011-04-02,16.896,19.354,2.458,35.271,187.542,8.625,28.625,196.167
2011-04-03,5.708,5.792,0.083,21.542,187.591,6.136,16.333,193.727
2011-04-04,7.597,7.895,0.298,11.52,187.708,5.083,8.583,192.792
2011-04-05,15.61,16.652,1.042,13.208,188.417,7.708,10.565,196.125
2011-04-06,22.73,27.146,4.416,17.458,188.833,10.333,15.333,199.167
2011-04-07,10.938,11.438,0.5,15.541,186.208,7.0,12.217,193.208
2011-04-08,10.797,11.428,0.631,38.98,185.667,7.25,19.917,192.917
2011-04-09,10.958,11.562,0.604,45.167,185.545,6.773,31.417,192.318
2011-04-10,14.354,14.896,0.542,35.479,189.583,8.0,27.25,197.583
2011-04-11,19.07,20.28,1.21,35.979,189.208,10.167,28.958,199.375
2011-04-12,15.938,21.146,5.208,28.208,187.792,7.208,21.833,195.0
2011-04-13,18.916,20.021,1.104,35.0,187.5,6.458,28.875,193.958
2011-04-14,21.916,25.604,3.688,34.938,186.375,7.875,27.125,194.25
2011-04-15,11.81,12.588,0.777,37.438,186.864,11.227,28.083,198.091
2011-04-16,7.646,7.729,0.084,49.479,188.583,8.417,36.0,197.0
2011-04-17,14.584,15.188,0.604,24.646,188.542,9.792,20.792,198.333
2011-04-18,9.701,10.396,0.696,26.23,187.0,4.417,18.833,191.417
2011-04-19,5.375,5.708,0.334,13.208,186.792,3.458,10.75,190.25
2011-04-20,10.917,13.875,2.958,18.188,186.583,5.458,14.826,192.042
2011-04-21,22.396,28.25,5.854,28.812,188.636,8.955,23.292,197.591
2011-04-22,12.212,12.769,0.557,28.246,184.667,8.0,21.167,192.667
2011-04-23,8.729,9.146,0.416,28.396,186.417,4.167,22.667,190.583
2011-04-24,6.396,6.416,0.021,31.646,187.292,4.125,28.25,191.417
2011-04-25,12.508,13.226,0.718,30.542,187.083,4.542,25.792,191.625
2011-04-26,9.979,10.584,0.604,27.834,185.125,6.208,22.375,191.333
2011-04-27,12.166,12.584,0.417,31.98,185.636,6.682,25.708,192.318
2011-04-28,10.102,10.706,0.604,23.562,186.957,2.913,18.125,189.87
2011-04-29,13.834,14.708,0.875,20.562,188.042,8.0,17.167,196.042
2011-04-30,7.458,7.812,0.354,32.75,184.792,5.792,26.583,190.583
2011-05-01,6.25,6.646,0.396,98.896,184.5,3.917,54.833,188.417
2011-05-02,12.587,14.804,2.218,177.708,187.625,8.0,94.75,195.625
2011-05-03,13.625,14.416,0.792,146.625,187.958,9.0,78.042,196.958
2011-05-04,13.188,14.23,1.042,81.354,187.727,9.682,44.625,197.409
2011-05-05,13.584,14.666,1.083,52.208,187.0,11.25,32.625,198.25
2011-05-06,15.416,17.167,1.75,28.832,185.083,9.792,19.652,194.875
2011-05-07,17.104,19.98,2.875,23.792,184.25,11.917,15.292,196.167
2011-05-08,6.729,7.416,0.688,31.52,182.292,6.583,16.542,188.875
2011-05-09,8.636,10.913,2.276,36.557,179.708,9.0,14.75,188.708
2011-05-10,14.5,25.229,10.729,14.834,177.864,12.091,7.708,189.955
2011-05-11,12.167,22.375,10.208,28.688,177.458,12.583,7.792,190.042
2011-05-12,12.5,17.334,4.834,29.994,181.958,7.375,9.875,189.333
2011-05-13,10.48,11.792,1.312,54.188,186.045,3.773,27.913,189.818
2011-05-14,12.396,13.0,0.604,38.584,188.167,4.292,30.125,192.458
2011-05-15,10.229,10.75,0.521,30.02,188.708,6.75,24.917,195.458
2011-05-16,10.5,11.37,0.869,35.354,188.292,7.5,32.083,195.792
2011-05-17,13.604,14.666,1.062,38.625,188.542,7.167,36.167,195.708
2011-05-18,16.458,17.812,1.354,32.875,187.917,9.375,30.783,197.292
2011-05-19,12.396,13.438,1.042,33.229,186.409,9.273,33.292,195.682
2011-05-20,15.666,17.479,1.812,25.062,183.083,11.542,24.542,194.625
2011-05-21,11.0,13.208,2.208,21.23,178.75,9.917,15.625,188.667
2011-05-22,4.042,4.604,0.562,14.646,182.5,7.208,13.0,189.708
2011-05-23,8.565,9.0,0.434,10.458,184.667,7.625,9.25,192.292
2011-05-24,5.416,5.771,0.354,10.208,183.125,7.458,7.708,190.583
2011-05-25,7.146,7.77,0.625,15.708,182.909,5.682,13.458,188.591
2011-05-26,8.229,8.542,0.312,12.772,183.042,4.833,10.208,187.875
2011-05-27,22.375,25.604,3.229,24.271,185.833,17.458,19.375,203.292
2011-05-28,20.229,24.542,4.312,28.188,186.875,23.417,20.0,210.292
2011-05-29,3.688,3.75,0.062,13.312,182.583,3.125,7.833,185.708
2011-05-30,4.522,4.76,0.239,21.52,182.75,4.0,16.833,186.75
2011-05-31,13.354,14.938,1.584,13.042,183.864,8.682,12.083,192.545
2011-06-01,16.625,18.583,1.958,24.725,185.208,10.792,22.261,196.0
2011-06-02,9.208,10.188,0.98,31.729,183.625,7.667,30.75,191.292
2011-06-03,9.396,10.396,1.0,43.084,184.0,5.75,39.333,189.75
2011-06-04,11.042,12.438,1.396,30.708,182.042,6.25,27.917,188.292
2011-06-05,11.688,12.771,1.083,39.854,184.25,11.0,36.5,195.25
2011-06-06,17.935,21.087,3.152,36.958,186.409,17.955,34.667,204.364
2011-06-07,14.166,15.0,0.833,20.834,184.417,11.5,18.667,195.917
2011-06-08,11.208,12.354,1.146,24.875,184.0,9.958,22.417,193.958
2011-06-09,12.458,13.688,1.229,40.188,187.0,11.042,36.083,198.042
2011-06-10,12.312,14.021,1.708,22.25,181.826,9.261,18.042,191.087
2011-06-11,10.708,12.271,1.562,11.979,181.542,8.708,10.435,190.25
2011-06-12,10.458,10.812,0.354,13.521,183.25,10.208,11.25,193.458
2011-06-13,12.739,14.282,1.544,30.604,185.625,7.292,27.417,192.917
2011-06-14,10.958,11.896,0.938,51.98,186.75,8.625,47.708,195.375
2011-06-15,16.5,17.979,1.479,53.208,188.083,12.208,44.409,200.292
2011-06-16,12.375,13.146,0.77,6.729,184.682,10.682,6.833,195.364
2011-06-17,16.604,18.542,1.938,14.271,186.083,13.542,10.458,199.625
2011-06-18,15.0,16.125,1.125,21.312,184.208,10.458,15.833,194.667
2011-06-19,13.5,14.417,0.916,14.75,183.667,11.25,9.667,194.917
2011-06-20,13.022,14.5,1.478,9.667,178.75,9.333,6.917,188.083
2011-06-21,10.666,12.979,2.312,15.166,179.167,7.958,9.875,187.125
2011-06-22,8.458,11.916,3.458,15.077,176.273,8.818,11.333,185.091
2011-06-23,6.044,9.289,3.246,21.556,175.292,8.208,10.458,183.5
2011-06-24,6.604,9.479,2.875,20.136,174.478,8.261,13.455,182.739
2011-06-25,7.73,9.625,1.896,21.416,175.375,10.833,14.958,186.208
2011-06-26,4.229,5.416,1.188,18.196,175.125,6.708,11.542,181.833
2011-06-27,13.022,14.5,1.478,14.334,181.125,9.667,8.875,190.792
2011-06-28,9.667,13.5,3.834,21.0,175.042,10.042,13.375,185.083
2011-06-29,7.396,10.458,3.062,22.626,175.75,11.042,15.417,186.792
2011-06-30,10.25,13.875,3.625,18.858,176.318,9.273,13.435,185.591
2011-07-01,10.375,13.604,3.229,23.646,174.792,5.25,18.042,180.042
2011-07-02,11.812,13.688,1.875,31.375,176.625,8.542,23.542,185.167
2011-07-03,4.271,5.062,0.792,32.48,174.125,6.0,24.375,180.125
2011-07-04,10.056,11.538,1.481,37.688,174.875,4.708,19.417,179.583
2011-07-05,11.604,12.792,1.188,37.354,185.292,7.208,27.25,192.5
2011-07-06,15.52,18.854,3.333,14.771,181.455,10.727,9.708,192.182
2011-07-07,7.979,12.208,4.23,13.583,173.0,5.375,8.917,178.375
2011-07-08,6.584,9.438,2.854,17.375,174.292,6.042,11.417,180.333
2011-07-09,7.229,9.48,2.25,19.208,175.542,8.667,13.167,184.208
2011-07-10,7.958,9.062,1.104,20.083,176.375,7.75,15.167,184.125
2011-07-11,13.304,15.826,2.522,20.125,177.75,10.417,16.583,188.167
2011-07-12,11.938,14.916,2.979,18.917,178.0,11.455,15.083,189.455
2011-07-13,9.396,15.708,6.312,13.605,177.375,10.417,10.75,187.792
2011-07-14,9.25,13.334,4.084,18.604,178.042,11.167,14.091,189.208
2011-07-15,11.792,14.688,2.896,24.062,178.5,11.083,21.333,189.583
2011-07-16,12.625,15.708,3.084,29.208,178.542,13.833,23.958,192.375
2011-07-17,7.166,7.958,0.792,21.834,176.083,11.125,15.917,187.208
2011-07-18,5.326,6.174,0.848,11.438,174.955,6.091,8.667,181.045
2011-07-19,2.625,3.646,1.021,29.458,173.833,4.292,14.625,178.125
2011-07-20,2.52,3.166,0.646,35.312,177.167,2.167,16.125,179.333
2011-07-21,3.792,4.292,0.5,18.354,180.333,3.458,11.25,183.792
2011-07-22,4.812,5.625,0.812,23.354,181.083,7.708,16.5,188.792
2011-07-23,8.375,10.625,2.25,21.25,182.583,8.542,17.333,191.125
2011-07-24,12.625,14.958,2.334,20.438,184.136,11.091,19.25,195.227
2011-07-25,15.13,18.174,3.044,43.77,185.25,19.625,36.042,204.875
2011-07-26,10.416,13.105,2.688,31.688,182.083,11.083,23.0,193.167
2011-07-27,8.062,11.416,3.354,14.416,180.833,9.708,11.833,190.542
2011-07-28,7.75,11.042,3.292,16.98,179.833,10.458,12.875,190.292
2011-07-29,7.146,11.75,4.604,16.608,177.043,9.87,11.364,186.913
2011-07-30,6.98,10.688,3.708,17.0,175.542,7.875,12.542,183.417
2011-07-31,5.854,7.646,1.792,20.854,174.458,9.667,15.0,184.125
2011-08-01,20.566,25.935,5.37,30.521,179.542,15.75,24.917,195.292
2011-08-02,16.23,18.229,2.0,33.958,178.667,12.833,28.583,191.5
2011-08-03,11.667,15.083,3.417,22.854,175.917,10.25,15.958,186.167
2011-08-04,5.417,6.75,1.333,12.604,174.682,7.045,10.5,181.727
2011-08-05,5.938,6.875,0.938,16.896,174.833,6.583,14.083,181.417
2011-08-06,5.834,7.896,2.062,11.104,173.917,7.333,7.958,181.25
2011-08-07,3.792,4.875,1.084,13.458,174.0,9.25,9.167,183.25
2011-08-08,7.696,10.63,2.935,20.104,176.333,8.292,14.792,184.625
2011-08-09,9.083,12.208,3.125,19.979,176.625,8.792,15.25,185.417
2011-08-10,7.375,11.688,4.312,16.521,174.636,7.091,12.333,181.727
2011-08-11,6.292,10.375,4.084,14.604,174.25,6.667,10.652,180.917
2011-08-12,6.833,11.083,4.25,14.5,175.25,6.625,10.958,181.875
2011-08-13,5.917,7.438,1.52,14.542,176.208,7.125,10.375,183.333
2011-08-14,4.354,5.208,0.854,9.396,177.583,6.042,7.667,183.625
2011-08-15,7.044,7.826,0.782,17.75,180.375,7.0,13.375,187.375
2011-08-16,7.792,9.084,1.292,22.784,175.714,7.143,16.292,182.857
2011-08-17,8.458,9.916,1.458,24.333,174.087,8.087,18.625,182.174
2011-08-18,9.812,10.646,0.833,21.542,182.125,6.375,17.875,188.5
2011-08-19,7.104,7.896,0.792,20.604,187.083,6.667,16.417,193.75
2011-08-20,8.688,9.25,0.562,20.938,186.375,7.583,15.958,193.958
2011-08-21,6.77,7.166,0.396,14.312,181.083,7.0,9.042,188.083
2011-08-22,16.392,18.739,2.348,13.854,185.045,13.864,9.833,198.909
2011-08-23,11.776,16.038,4.262,13.056,178.208,9.292,9.792,187.5
2011-08-24,10.166,13.312,3.146,20.5,178.25,10.458,16.208,188.708
2011-08-25,11.438,17.104,5.666,29.125,179.667,15.25,22.125,194.917
2011-08-26,13.771,17.812,4.042,18.317,176.5,12.208,15.364,188.708
2011-08-27,10.5,16.104,5.604,20.98,178.125,15.208,16.75,193.333
2011-08-28,8.916,10.354,1.438,23.542,176.773,9.955,19.917,186.727
2011-08-29,11.544,15.0,3.456,27.02,177.167,10.458,21.5,187.625
2011-08-30,11.875,16.375,4.5,26.979,177.833,11.458,23.042,189.292
2011-08-31,9.771,11.812,2.042,31.584,180.292,12.583,23.167,192.875
2011-09-01,9.73,11.042,1.312,29.5,179.167,11.792,21.833,190.958
2011-09-02,2.604,3.584,0.98,18.354,172.708,4.833,11.292,177.542
2011-09-03,0.938,1.208,0.271,26.292,175.909,3.409,10.167,179.318
2011-09-04,1.27,1.416,0.146,20.708,177.25,3.208,9.042,180.458
2011-09-05,4.413,4.782,0.37,15.145,181.208,7.375,10.042,188.583
2011-09-06,11.354,14.875,3.52,13.667,187.125,8.5,10.708,195.625
2011-09-07,13.746,16.69,2.944,18.07,187.583,8.042,16.364,195.625
2011-09-08,14.854,16.271,1.416,29.27,187.208,11.083,25.958,198.292
2011-09-09,19.021,23.062,4.042,34.458,185.455,19.318,32.75,204.773
2011-09-10,11.792,14.708,2.917,28.312,181.958,16.458,22.75,198.417
2011-09-11,8.104,10.375,2.271,19.584,178.625,10.792,14.125,189.417
2011-09-12,10.913,14.782,3.87,19.875,179.667,10.458,14.792,190.125
2011-09-13,12.354,16.666,4.312,23.084,181.708,12.083,20.042,193.792
2011-09-14,14.75,18.583,3.834,23.892,181.167,12.375,20.261,193.542
2011-09-15,11.166,14.355,3.188,17.771,179.182,5.955,14.708,185.136
2011-09-16,7.625,10.292,2.666,11.667,176.833,4.125,9.958,180.958
2011-09-17,6.729,8.5,1.77,11.104,175.375,4.792,10.125,180.167
2011-09-18,4.812,6.25,1.438,11.562,176.5,3.25,7.417,179.75
2011-09-19,3.174,3.434,0.261,9.48,182.708,3.5,4.708,186.208
2011-09-20,3.75,4.042,0.292,6.75,181.542,2.708,3.417,184.25
2011-09-21,2.312,2.458,0.146,12.542,183.273,1.864,9.083,185.136
2011-09-22,7.416,9.208,1.792,9.044,184.348,4.435,5.522,188.783
2011-09-23,14.604,18.375,3.771,14.25,188.333,7.417,11.125,195.75
2011-09-24,17.354,20.0,2.646,18.396,188.583,7.292,14.708,195.875
2011-09-25,13.458,14.52,1.062,16.25,186.708,10.75,12.917,197.458
2011-09-26,16.652,19.413,2.761,24.312,185.125,14.708,21.75,199.833
2011-09-27,16.625,18.854,2.23,26.479,185.667,18.958,23.042,204.625
2011-09-28,19.042,23.354,4.312,26.854,185.409,16.909,24.375,202.318
2011-09-29,15.875,17.771,1.896,24.875,184.0,10.5,22.208,194.5
2011-09-30,7.979,8.646,0.666,21.166,184.125,5.958,16.208,190.083
2011-10-01,9.708,14.333,4.625,15.5,184.5,7.5,11.833,192.0
2011-10-02,7.562,8.23,0.666,12.584,187.167,7.417,8.083,194.583
2011-10-03,7.282,7.761,0.478,10.584,185.042,4.083,7.75,189.125
2011-10-04,11.562,12.75,1.188,13.104,185.364,10.136,10.542,195.5
2011-10-05,14.938,17.125,2.188,11.104,184.333,10.792,9.13,195.125
2011-10-06,15.979,22.084,6.104,24.438,187.708,9.833,22.5,197.542
2011-10-07,17.73,20.688,2.958,47.834,190.333,9.25,44.25,199.583
2011-10-08,18.73,24.125,5.396,26.229,189.083,8.417,22.042,197.5
2011-10-09,16.0,18.271,2.27,45.312,190.083,10.583,42.5,200.667
2011-10-10,13.261,14.022,0.761,38.979,186.091,10.227,36.667,196.318
2011-10-11,21.5,26.479,4.979,38.542,187.792,13.667,36.875,201.458
2011-10-12,19.958,25.354,5.396,48.084,191.458,15.125,42.625,206.583
2011-10-13,24.417,27.604,3.188,48.875,187.625,12.25,45.625,199.875
2011-10-14,19.062,25.916,6.854,32.021,183.364,11.773,26.75,195.136
2011-10-15,13.625,16.562,2.938,20.896,185.333,8.583,18.292,193.917
2011-10-16,7.312,7.625,0.312,30.73,187.0,3.917,26.5,190.917
2011-10-17,11.848,12.434,0.587,20.688,185.583,4.542,16.083,190.125
2011-10-18,15.145,20.542,5.396,16.417,187.375,7.875,12.667,195.25
2011-10-19,17.688,23.625,5.938,17.23,188.042,9.917,13.75,197.958
2011-10-20,17.729,23.416,5.688,23.624,186.091,12.545,21.5,198.636
2011-10-21,18.479,20.542,2.062,23.0,185.0,12.417,18.348,197.417
2011-10-22,8.5,9.708,1.208,10.292,181.083,2.542,5.208,183.625
2011-10-23,5.917,7.146,1.229,11.354,180.458,5.167,6.875,185.625
2011-10-24,15.63,22.13,6.5,13.458,183.083,7.375,10.667,190.458
2011-10-25,6.166,6.562,0.396,13.208,183.708,1.75,10.708,185.458
2011-10-26,8.979,9.521,0.542,11.0,185.727,3.727,7.917,189.455
2011-10-27,16.875,21.625,4.75,15.125,186.833,8.125,13.75,194.958
2011-10-28,24.75,29.724,4.973,24.016,187.875,11.583,21.708,199.458
2011-10-29,22.5,30.125,7.625,26.771,185.75,12.292,20.0,198.042
2011-10-30,17.042,19.23,2.188,12.667,185.25,13.167,9.208,198.417
2011-10-31,7.717,8.261,0.544,14.416,184.75,5.542,11.625,190.292
2011-11-01,18.292,25.188,6.896,18.771,184.773,11.045,14.958,195.818
2011-11-02,22.417,31.167,8.75,19.354,184.917,12.792,16.458,197.708
2011-11-03,15.542,21.938,6.396,22.25,185.208,17.667,19.417,202.875
2011-11-04,14.521,17.938,3.416,25.104,185.042,14.917,21.5,199.958
2011-11-05,16.104,19.146,3.042,16.729,183.25,13.083,11.917,196.333
2011-11-06,8.312,9.688,1.375,12.25,183.125,11.875,9.125,195.0
2011-11-07,8.696,9.522,0.826,14.812,185.773,11.273,12.0,197.045
2011-11-08,21.021,29.292,8.271,13.396,188.917,13.208,10.542,202.125
2011-11-09,11.271,11.875,0.604,11.562,185.458,8.333,8.5,193.792
2011-11-10,10.833,11.146,0.312,11.125,185.5,7.458,8.833,192.958
2011-11-11,23.042,31.646,8.604,18.312,187.696,16.043,14.958,203.739
2011-11-12,16.896,30.042,13.146,19.25,188.75,12.708,16.958,201.458
2011-11-13,15.645,16.375,0.729,40.396,191.167,8.625,42.083,199.792
2011-11-14,20.196,24.674,4.478,41.542,192.208,10.292,39.417,202.5
2011-11-15,20.438,29.938,9.5,19.479,190.625,9.25,16.25,199.875
2011-11-16,22.334,36.604,14.27,11.834,188.25,10.542,9.833,198.792
2011-11-17,21.583,28.23,6.646,21.02,187.864,10.773,18.083,198.636
2011-11-18,17.833,19.27,1.438,23.114,183.957,6.348,11.417,190.304
2011-11-19,10.562,12.479,1.917,16.917,184.042,5.25,10.292,189.292
2011-11-20,3.792,3.792,0.0,13.833,186.667,1.417,10.261,188.083
2011-11-21,11.174,13.696,2.522,5.708,186.875,3.583,3.417,190.458
2011-11-22,22.992,31.984,8.992,9.125,189.0,8.4,6.708,197.4
2011-11-23,11.334,12.542,1.208,21.604,187.458,3.083,20.042,190.542
2011-11-24,8.137,9.136,0.998,7.312,186.458,2.375,5.667,188.833
2011-11-25,19.764,23.326,3.562,11.75,188.364,5.591,11.417,193.955
2011-11-26,26.208,38.312,12.104,18.75,189.875,13.042,19.208,202.917
2011-11-27,20.458,26.084,5.625,33.292,188.417,10.333,29.333,198.75
2011-11-28,24.0,41.956,17.956,29.0,194.143,22.857,23.167,217.0
2011-11-29,23.438,41.042,17.604,30.396,,,26.958,
2011-11-30,23.062,50.979,27.916,32.562,185.6,12.6,26.708,198.2
2011-12-01,5.146,5.48,0.333,3.0,185.75,8.125,1.958,193.875
2011-12-02,10.646,11.666,1.021,4.854,186.167,7.75,4.583,193.917
2011-12-03,9.833,13.562,3.73,5.583,186.545,6.682,4.417,193.227
2011-12-04,8.917,10.375,1.458,8.979,187.417,6.375,9.375,193.792
2011-12-05,19.022,29.956,10.934,17.0,189.875,10.792,16.667,200.667
2011-12-06,30.562,52.208,21.646,17.812,189.955,17.591,18.375,207.545
2011-12-07,27.229,51.375,24.146,19.792,190.208,19.458,20.708,209.667
2011-12-08,12.271,13.396,1.125,20.438,190.087,10.043,22.833,200.13
2011-12-09,8.334,9.75,1.416,10.5,186.708,3.75,10.292,190.458
2011-12-10,5.854,6.688,0.834,9.438,186.583,2.833,11.542,189.417
2011-12-11,10.438,11.604,1.166,17.834,187.455,6.909,17.958,194.364
2011-12-12,26.718,45.652,18.934,25.875,189.042,19.875,28.958,208.917
2011-12-13,24.688,42.062,17.375,27.696,190.542,16.583,28.125,207.125
2011-12-14,27.875,51.666,23.792,24.312,190.818,14.0,25.0,204.818
2011-12-15,13.582,18.82,5.238,27.419,190.083,5.917,25.913,196.0
2011-12-16,6.208,6.979,0.771,5.438,187.958,2.042,4.333,190.0
2011-12-17,12.5,17.604,5.104,5.667,188.591,5.273,6.625,193.864
2011-12-18,13.75,16.062,2.312,16.167,189.708,8.375,17.042,198.083
2011-12-19,13.87,18.108,4.239,6.688,188.75,5.042,9.188,193.792
2011-12-20,27.583,44.98,17.396,11.062,191.455,16.636,10.167,208.091
2011-12-21,30.875,51.938,21.062,24.25,192.792,16.333,19.25,209.125
2011-12-22,11.562,12.792,1.229,24.375,188.667,6.708,19.083,195.375
