date,NO2_mean,NOX_mean,NO_mean,SO2_mean,PM25_mean,CO_mean
2014-09-06,16.873,26.253,9.379,2.531,21.771,3.833
2014-09-07,9.427,11.388,1.96,1.1,11.23,3.542
2014-09-08,14.733,20.959,6.225,0.745,11.834,2.125
2014-09-09,17.275,27.258,9.983,1.146,11.674,2.458
2014-09-10,22.896,34.942,12.046,1.806,13.138,3.522
2014-09-11,19.192,30.55,11.358,1.281,10.688,2.958
2014-09-12,15.733,23.992,8.258,0.692,4.354,2.174
2014-09-13,11.108,16.288,5.18,1.229,4.312,2.5
2014-09-14,6.754,8.48,1.727,1.28,4.354,2.417
2014-09-15,13.558,17.375,3.817,1.502,8.0,2.833
2014-09-16,18.468,29.273,10.805,1.119,11.604,2.5
2014-09-17,15.15,24.272,9.122,0.688,9.062,2.333
2014-09-18,12.073,19.347,7.273,1.14,7.396,2.0
2014-09-19,18.475,31.225,12.75,1.07,7.166,2.217
2014-09-20,11.784,16.915,5.132,0.864,6.307,2.083
2014-09-21,12.192,14.62,2.428,1.205,10.688,3.167
2014-09-22,13.474,20.559,7.086,1.024,9.208,2.167
2014-09-23,14.667,17.967,3.3,2.052,12.812,3.167
2014-09-24,23.726,36.381,12.654,1.46,12.73,2.905
2014-09-25,16.408,29.967,13.558,0.969,4.208,2.875
2014-09-26,13.708,20.15,6.442,0.532,6.604,2.261
2014-09-27,12.32,16.21,3.891,0.646,8.02,2.417
2014-09-28,6.607,7.933,1.326,0.838,10.854,2.042
2014-09-29,18.609,26.754,8.145,1.364,21.55,3.217
2014-09-30,16.976,25.375,8.399,1.136,21.896,2.542
2014-10-01,16.206,25.934,9.728,0.667,10.625,2.167
2014-10-02,23.383,34.65,11.267,2.031,15.979,3.292
2014-10-03,21.967,38.183,16.217,2.027,14.666,3.217
2014-10-04,6.412,8.976,2.564,0.542,9.646,2.667
2014-10-05,4.868,6.08,1.212,0.51,4.792,1.792
2014-10-06,6.825,10.683,3.858,0.5,1.125,1.75
2014-10-07,10.86,17.539,6.679,0.552,6.104,1.833
2014-10-08,15.583,23.044,7.461,0.958,8.909,2.125
2014-10-09,14.261,21.403,7.142,1.156,7.988,1.739
2014-10-10,12.142,19.708,7.567,0.827,9.938,2.174
2014-10-11,8.624,12.225,3.601,0.875,16.438,2.125
2014-10-12,6.034,7.046,1.012,1.194,15.916,2.083
2014-10-13,5.067,6.267,1.2,0.565,3.458,1.75
2014-10-14,7.763,12.193,4.429,0.5,2.674,1.917
2014-10-15,14.12,22.643,8.522,0.552,6.979,2.087
2014-10-16,22.316,34.377,12.061,1.656,11.188,3.25
2014-10-17,15.275,22.875,7.6,1.005,12.188,2.565
2014-10-18,22.279,31.396,9.118,1.802,9.834,3.708
2014-10-19,13.413,16.136,2.723,1.574,10.688,3.417
2014-10-20,20.409,31.067,10.658,1.041,8.958,2.583
2014-10-21,23.125,39.408,16.283,1.885,9.292,3.87
2014-10-22,11.007,16.708,5.701,0.719,4.146,2.458
2014-10-23,10.15,15.667,5.517,0.5,5.979,1.792
2014-10-24,33.008,52.242,19.233,2.079,11.0,4.0
2014-10-25,25.383,36.818,11.435,1.552,14.188,4.542
2014-10-26,18.729,23.585,4.856,2.076,13.729,4.375
2014-10-27,15.058,23.566,8.508,1.322,12.229,3.292
2014-10-28,15.75,25.032,9.282,0.625,10.792,2.75
2014-10-29,23.552,38.615,15.063,1.729,13.062,3.542
2014-10-30,25.091,38.008,12.917,1.784,11.352,3.435
2014-10-31,21.025,31.542,10.516,1.408,13.042,2.739
2014-11-01,11.474,14.541,3.067,0.0,3.062,2.708
2014-11-02,12.78,19.428,6.648,1.396,7.854,4.417
2014-11-03,5.354,7.667,2.312,0.391,7.584,2.625
2014-11-04,10.062,16.562,6.5,0.125,7.396,2.375
2014-11-05,15.583,21.416,5.834,0.458,7.208,2.833
2014-11-06,11.833,23.146,11.312,0.542,5.154,2.708
2014-11-07,7.458,11.146,3.688,0.938,17.146,2.636
2014-11-08,15.092,23.572,8.479,0.875,10.958,3.667
2014-11-09,14.487,19.373,4.886,0.479,11.958,4.125
2014-11-10,3.271,4.708,1.438,0.565,9.167,2.0
2014-11-11,26.5,47.084,20.584,1.834,11.958,4.125
2014-11-12,17.98,29.833,11.855,1.967,19.189,4.227
2014-11-13,7.584,13.25,5.666,0.604,6.104,2.375
2014-11-14,11.062,19.75,8.688,1.312,8.208,3.0
2014-11-15,11.88,19.984,8.104,1.77,10.334,3.708
2014-11-16,17.095,22.448,5.352,1.729,9.292,4.625
2014-11-17,23.688,42.958,19.271,2.761,16.145,5.333
2014-11-18,13.605,21.0,7.396,1.167,11.646,3.75
2014-11-19,16.875,25.812,8.938,0.146,11.625,3.833
2014-11-20,28.48,42.604,14.125,0.916,9.458,4.609
2014-11-21,29.296,50.604,21.308,1.084,10.052,5.261
2014-11-22,32.441,47.964,15.522,3.104,16.333,6.292
2014-11-23,12.498,16.43,3.932,1.458,15.021,4.333
2014-11-24,20.958,28.02,7.062,1.717,15.042,4.917
2014-11-25,8.062,11.75,3.688,0.333,7.562,2.958
2014-11-26,11.438,19.562,8.125,0.0,6.271,3.083
2014-11-27,10.895,21.542,10.646,0.021,5.646,3.208
2014-11-28,24.042,39.5,15.458,1.062,9.427,4.455
2014-11-29,16.71,28.267,11.557,0.229,7.646,4.25
2014-11-30,12.804,16.666,3.862,0.646,6.188,4.083
2014-12-01,17.683,32.733,15.05,0.845,6.625,3.75
2014-12-02,12.811,22.464,9.654,1.177,5.542,2.583
2014-12-03,18.291,31.931,13.64,1.781,6.792,3.458
2014-12-04,25.183,48.008,22.825,1.365,5.354,4.739
2014-12-05,15.192,29.1,13.908,1.048,5.208,4.0
2014-12-06,12.595,21.024,8.43,1.188,5.75,3.792
2014-12-07,14.242,19.494,5.251,0.967,7.0,4.542
2014-12-08,30.767,57.508,26.742,2.387,11.188,5.208
2014-12-09,23.254,44.45,21.196,1.417,8.117,4.0
2014-12-10,32.933,54.078,21.145,1.906,11.792,4.833
2014-12-11,25.867,54.325,28.458,1.046,13.095,4.739
2014-12-12,19.1,35.083,15.983,1.544,12.312,4.261
2014-12-13,12.588,20.298,7.71,1.854,8.604,3.792
2014-12-14,10.27,13.921,3.652,1.366,7.104,3.417
2014-12-15,27.833,53.925,26.092,1.934,10.438,5.083
2014-12-16,26.217,52.641,26.425,1.188,9.896,4.542
2014-12-17,12.955,23.617,10.661,1.136,5.208,2.667
2014-12-18,15.673,29.357,13.683,0.861,4.188,3.174
2014-12-19,36.171,72.945,36.774,1.161,10.331,5.478
2014-12-20,25.58,40.519,14.939,0.843,9.188,4.583
2014-12-21,13.415,20.659,7.244,0.882,12.354,4.458
2014-12-22,19.075,36.217,17.142,1.688,7.292,4.167
2014-12-23,19.117,29.025,9.908,1.166,10.396,4.583
2014-12-24,34.864,79.687,44.824,4.031,23.69,7.261
2014-12-25,21.345,38.43,17.085,1.354,10.292,4.5
2014-12-26,19.225,36.933,17.708,1.028,4.125,3.87
2014-12-27,17.19,29.129,11.938,0.667,4.438,3.667
2014-12-28,19.067,25.888,6.821,0.69,8.458,4.042
2014-12-29,24.008,39.45,15.442,2.372,13.666,5.792
2014-12-30,22.983,31.017,8.033,4.563,30.416,7.25
2014-12-31,17.1,21.654,4.553,3.417,19.708,5.667
2015-01-01,13.158,15.342,2.183,1.448,10.812,5.458
2015-01-02,21.018,26.174,5.156,1.542,18.166,6.333
2015-01-03,23.983,31.083,7.1,2.427,22.792,7.0
2015-01-04,22.354,33.593,11.239,2.364,27.102,7.25
2015-01-05,31.237,45.075,13.838,2.006,35.292,6.0
2015-01-06,34.292,55.041,20.749,2.524,20.052,5.364
2015-01-07,23.383,40.141,16.758,1.206,9.604,4.522
2015-01-08,24.775,46.675,21.9,1.771,12.083,4.5
2015-01-09,15.566,22.819,7.254,1.073,7.312,3.708
2015-01-10,12.667,15.9,3.233,1.438,10.562,4.333
2015-01-11,19.524,25.776,6.252,1.894,18.854,5.375
2015-01-12,15.57,26.382,10.812,0.697,2.917,2.75
2015-01-13,25.274,43.412,18.138,1.378,6.812,4.0
2015-01-14,18.119,36.938,18.82,1.151,7.958,4.136
2015-01-15,23.554,39.742,16.188,1.302,11.458,4.292
2015-01-16,22.647,33.511,10.864,1.208,11.208,5.0
2015-01-17,15.128,20.069,4.942,0.771,8.583,3.458
2015-01-18,15.643,30.642,14.999,0.864,3.812,3.708
2015-01-19,11.542,20.527,8.986,0.869,4.426,2.667
2015-01-20,14.32,26.205,11.886,0.536,4.724,3.174
2015-01-21,20.897,43.123,22.226,0.689,4.896,4.2
2015-01-22,14.622,24.6,9.978,0.313,3.771,2.875
2015-01-23,18.629,28.14,9.511,1.911,12.688,4.75
2015-01-24,6.25,8.65,2.4,1.438,10.562,3.292
2015-01-25,19.325,37.992,18.667,1.458,10.042,4.458
2015-01-26,30.512,56.159,25.647,1.41,14.208,5.478
2015-01-27,30.45,52.683,22.233,2.19,22.188,5.583
2015-01-28,45.515,87.986,42.47,2.919,27.604,6.174
2015-01-29,26.777,42.728,15.951,0.51,8.979,4.625
2015-01-30,9.211,13.764,4.553,0.021,3.708,3.0
2015-01-31,13.825,17.4,3.575,0.875,10.854,4.458
2015-02-01,25.741,43.54,17.8,1.706,21.614,5.125
2015-02-02,12.842,24.7,11.858,1.244,4.938,2.792
2015-02-03,17.326,28.409,11.083,0.803,6.371,3.391
2015-02-04,32.021,57.069,25.048,1.349,14.688,4.957
2015-02-05,35.425,64.117,28.692,1.771,20.354,6.333
2015-02-06,23.461,37.27,13.809,1.001,16.271,5.5
2015-02-07,6.467,8.783,2.317,0.25,2.854,2.917
2015-02-08,22.596,40.708,18.113,0.979,8.0,4.458
2015-02-09,19.191,31.825,12.633,1.095,15.354,4.125
2015-02-10,18.353,33.17,14.817,0.802,7.479,3.348
2015-02-11,23.855,32.727,8.872,1.001,10.062,4.696
2015-02-12,21.892,33.167,11.275,0.99,10.854,3.583
2015-02-13,23.492,34.081,10.589,0.354,8.75,3.667
2015-02-14,10.192,12.35,2.158,0.958,8.979,4.458
2015-02-15,12.333,21.833,9.5,0.398,5.084,3.583
2015-02-16,17.709,29.667,11.958,0.998,8.588,4.087
2015-02-17,17.82,29.71,11.89,0.968,8.223,4.208
2015-02-18,30.663,56.388,25.725,1.356,11.271,5.391
2015-02-19,39.458,74.267,34.808,2.885,16.583,6.458
2015-02-20,23.312,30.984,7.672,0.917,8.771,4.167
2015-02-21,5.733,7.191,1.458,0.442,9.5,3.042
2015-02-22,26.517,43.3,16.783,0.867,10.584,4.292
2015-02-23,35.967,61.425,25.458,2.394,15.292,6.0
2015-02-24,9.295,16.262,6.967,0.436,9.792,3.0
2015-02-25,17.335,28.998,11.662,0.78,6.292,3.348
2015-02-26,24.583,38.55,13.967,1.646,20.708,4.917
2015-02-27,26.683,37.018,10.335,2.396,31.896,6.0
2015-02-28,20.617,24.175,3.558,1.958,33.646,5.958
2015-03-01,16.317,28.225,11.908,0.7,11.24,3.375
2015-03-02,26.2,41.042,14.841,1.756,16.75,4.682
2015-03-03,41.104,73.618,32.514,2.69,23.458,6.087
2015-03-04,43.617,68.333,24.717,3.198,23.771,5.917
2015-03-05,32.869,44.449,11.58,3.604,24.417,5.667
2015-03-06,19.433,24.033,4.6,1.333,15.27,4.375
2015-03-07,17.325,28.525,11.2,0.469,9.396,3.208
2015-03-08,25.658,49.033,23.375,1.498,17.208,4.75
2015-03-09,10.75,16.542,5.792,0.387,7.334,2.826
2015-03-10,10.435,17.86,7.424,0.26,8.062,2.783
2015-03-11,11.683,19.7,8.017,0.26,6.438,2.833
2015-03-12,12.929,18.197,5.268,0.718,5.062,3.625
2015-03-13,18.333,21.642,3.308,1.573,8.396,3.667
2015-03-14,14.183,22.45,8.267,0.438,10.75,3.25
2015-03-15,12.975,20.867,7.892,0.577,13.292,3.333
2015-03-16,33.925,60.742,26.817,1.932,9.848,4.696
2015-03-17,39.338,67.451,28.113,3.912,14.708,5.696
2015-03-18,37.058,57.317,20.259,2.375,11.875,4.958
2015-03-19,20.788,32.452,11.663,1.448,13.188,4.333
2015-03-20,4.317,5.192,0.875,0.25,15.188,3.333
2015-03-21,5.175,7.55,2.375,0.25,3.729,2.125
2015-03-22,25.958,42.458,16.5,1.814,7.625,4.043
2015-03-23,25.05,37.825,12.775,1.371,11.646,3.917
2015-03-24,8.757,14.519,5.761,0.292,7.083,2.304
2015-03-25,11.409,19.383,7.975,0.312,4.229,2.375
2015-03-26,16.418,23.834,7.416,1.042,5.812,3.417
2015-03-27,11.742,13.9,2.158,1.198,9.833,3.625
2015-03-28,25.592,36.7,11.108,2.333,13.792,4.542
2015-03-29,32.031,43.587,11.557,3.382,23.572,5.042
2015-03-30,36.552,49.454,12.903,6.37,27.686,5.696
2015-03-31,27.346,36.677,9.331,3.322,27.938,4.957
2015-04-01,25.765,37.074,11.31,2.844,15.875,4.083
2015-04-02,19.711,26.482,6.771,1.51,9.782,4.304
2015-04-03,21.941,36.691,14.75,1.333,8.354,3.87
2015-04-04,20.543,27.177,6.634,3.073,6.188,4.708
2015-04-05,15.058,18.263,3.205,0.281,3.5,3.542
2015-04-06,18.183,28.842,10.658,0.271,4.0,3.708
2015-04-07,9.6,14.8,5.2,0.239,7.625,2.696
2015-04-08,10.456,16.467,6.01,0.24,7.729,2.458
2015-04-09,29.498,52.287,22.789,3.29,11.125,4.167
2015-04-10,21.2,31.625,10.425,0.49,8.688,3.435
2015-04-11,17.53,26.431,8.901,1.042,11.521,3.875
2015-04-12,8.77,10.37,1.6,0.583,9.354,3.167
2015-04-13,12.833,17.433,4.6,0.409,3.562,2.083
2015-04-14,27.781,44.876,17.095,0.992,5.485,4.391
2015-04-15,24.529,34.763,10.235,2.402,12.048,5.375
2015-04-16,35.271,47.558,12.287,6.755,33.334,6.333
2015-04-17,23.825,32.717,8.892,1.812,18.229,4.13
2015-04-18,21.433,29.676,8.243,2.583,16.916,4.083
2015-04-19,17.117,19.804,2.688,2.198,18.625,4.208
2015-04-20,23.167,38.992,15.825,1.376,12.021,4.375
2015-04-21,12.069,17.711,5.642,0.261,3.708,2.913
2015-04-22,31.804,49.815,18.011,3.719,11.25,4.625
2015-04-23,35.454,47.104,11.649,3.19,15.604,4.875
2015-04-24,34.475,50.3,15.825,3.416,17.77,5.0
2015-04-25,16.212,19.911,3.7,1.76,21.834,4.167
2015-04-26,16.401,18.472,2.072,3.125,20.438,4.167
2015-04-27,26.55,35.292,8.742,5.123,30.688,4.625
2015-04-28,24.066,35.808,11.742,3.634,23.166,4.667
2015-04-29,24.409,30.525,6.116,4.167,13.0,4.167
2015-04-30,22.445,30.243,7.798,2.47,8.626,3.391
2015-05-01,24.192,32.475,8.283,2.292,11.062,3.739
2015-05-02,19.8,25.044,5.244,3.302,14.625,3.875
2015-05-03,10.923,12.745,1.822,1.917,7.875,3.125
2015-05-04,11.592,15.1,3.509,1.029,7.458,3.458
2015-05-05,9.375,11.133,1.758,0.953,12.104,3.25
2015-05-06,12.966,15.243,2.277,1.969,13.667,3.208
2015-05-07,22.328,30.078,7.75,3.492,11.25,3.583
2015-05-08,25.175,33.867,8.692,3.344,15.98,4.636
2015-05-09,28.124,35.572,7.447,2.771,16.167,5.25
2015-05-10,6.039,7.037,0.998,0.76,14.75,2.75
2015-05-11,19.283,27.667,8.383,1.599,10.667,3.125
2015-05-12,24.325,35.492,11.167,0.827,9.352,3.739
2015-05-13,25.453,33.932,8.479,4.802,20.688,4.625
2015-05-14,34.458,45.64,11.182,4.462,21.674,5.0
2015-05-15,24.259,36.975,12.717,2.49,17.73,3.783
2015-05-16,16.511,22.984,6.473,1.208,17.188,5.375
2015-05-17,14.046,16.275,2.229,1.573,16.02,4.167
2015-05-18,24.139,34.749,10.61,1.607,15.77,3.87
2015-05-19,26.158,42.733,16.575,2.908,11.958,4.875
2015-05-20,23.355,33.238,9.883,2.385,16.021,4.083
2015-05-21,19.852,28.132,8.281,2.148,9.146,3.833
2015-05-22,25.108,36.949,11.841,3.296,11.542,3.783
2015-05-23,22.711,29.06,6.349,3.667,14.042,4.5
2015-05-24,12.865,14.708,1.843,2.76,11.125,3.583
2015-05-25,32.683,41.983,9.3,5.183,19.958,4.375
2015-05-26,29.739,39.44,9.702,6.059,19.486,4.304
2015-05-27,40.124,50.804,10.68,7.176,24.106,5.0
2015-05-28,25.353,30.59,5.237,2.995,22.613,3.458
2015-05-29,17.1,21.525,4.425,2.167,16.23,2.783
2015-05-30,25.953,31.442,5.489,5.74,24.334,4.25
2015-05-31,6.401,7.441,1.04,1.031,18.729,2.708
2015-06-01,21.133,27.6,6.467,2.268,12.665,2.957
2015-06-02,19.842,27.225,7.383,2.466,15.395,3.125
2015-06-03,24.765,34.917,10.152,1.916,8.875,4.167
2015-06-04,13.335,19.395,6.06,0.313,5.75,2.458
2015-06-05,18.725,29.134,10.408,0.479,3.958,2.348
2015-06-06,11.279,16.203,4.924,0.583,3.062,3.0
2015-06-07,8.802,10.308,1.505,1.062,7.229,3.042
2015-06-08,12.883,18.433,5.55,0.292,5.878,1.957
2015-06-09,26.71,54.057,27.347,2.113,4.938,3.2
2015-06-10,28.873,37.737,8.864,4.014,8.609,
2015-06-11,27.464,40.618,13.154,2.123,12.417,
2015-06-12,23.854,31.875,8.021,2.736,16.375,
2015-06-13,18.088,20.774,2.687,3.361,30.458,
2015-06-14,13.771,15.052,1.281,4.5,12.083,
2015-06-15,19.323,24.24,4.917,3.528,14.708,
2015-06-16,34.188,45.5,11.312,5.268,20.875,
2015-06-17,20.806,25.764,4.957,3.194,21.375,
2015-06-18,13.916,18.499,4.584,0.573,6.708,
2015-06-19,13.185,18.52,5.335,0.446,4.667,
2015-06-20,19.185,23.558,4.373,3.111,9.458,
2015-06-21,9.792,10.99,1.198,2.056,7.875,
2015-06-22,15.532,20.823,5.292,2.153,12.75,
2015-06-23,21.815,28.942,7.126,3.926,22.25,
2015-06-24,19.863,25.919,6.056,2.305,18.87,
2015-06-25,20.032,26.116,6.083,3.744,14.542,
2015-06-26,21.177,31.166,9.99,0.486,2.792,
2015-06-27,13.355,16.557,3.202,1.931,5.583,
2015-06-28,4.0,5.094,1.094,0.347,3.792,
2015-06-29,13.958,18.344,4.386,1.861,4.125,
2015-06-30,18.906,27.906,9.0,1.544,6.75,
2015-07-01,21.785,30.664,8.878,2.611,4.833,
2015-07-02,22.118,29.196,7.078,5.361,16.875,
2015-07-03,30.0,37.719,7.719,3.805,14.333,
2015-07-04,20.101,22.534,2.433,3.75,13.125,
2015-07-05,11.052,12.375,1.323,1.25,16.083,
2015-07-06,19.604,30.281,10.677,0.583,10.083,
2015-07-07,22.693,38.436,15.742,0.476,4.364,
2015-07-08,22.836,36.341,13.505,1.186,7.875,
2015-07-09,29.34,45.16,15.819,3.739,8.75,
2015-07-10,22.604,34.448,11.844,3.253,8.833,
2015-07-11,13.908,19.664,5.757,3.269,7.292,
2015-07-12,7.406,12.979,5.573,2.633,5.75,
2015-07-13,8.418,16.742,8.323,2.195,5.292,
2015-07-14,9.156,21.89,12.734,2.466,4.125,
2015-07-15,13.228,32.84,19.612,1.042,4.833,
2015-07-16,7.334,13.896,6.562,0.389,3.542,
2015-07-17,10.438,15.802,5.364,0.583,3.542,
2015-07-18,15.291,25.178,9.887,1.694,8.542,
2015-07-19,10.5,18.052,7.552,3.889,8.5,
2015-07-20,8.062,12.448,4.386,3.097,5.0,
2015-07-21,10.209,18.784,8.575,3.049,2.792,
2015-07-22,16.594,29.024,12.43,2.278,4.167,
2015-07-23,17.886,35.382,17.495,2.962,3.833,3.0
2015-07-24,13.283,30.3,17.017,2.708,6.458,2.667
2015-07-25,8.62,20.681,12.061,2.406,5.583,2.833
2015-07-26,7.667,13.675,6.008,2.667,7.333,2.583
2015-07-27,15.454,26.677,11.223,2.656,10.261,3.5
2015-07-28,23.967,38.742,14.775,4.158,23.066,4.522
2015-07-29,20.665,28.789,8.124,2.078,20.458,3.917
2015-07-30,27.681,37.991,10.31,4.609,30.604,4.826
2015-07-31,23.608,29.883,6.275,3.229,36.667,4.5
2015-08-01,21.752,26.225,4.474,5.0,34.354,5.375
2015-08-02,14.342,16.133,1.792,4.292,36.375,4.208
2015-08-03,20.592,28.535,7.944,3.75,30.458,3.792
2015-08-04,21.292,30.025,8.733,4.859,30.478,3.783
2015-08-05,24.375,31.291,6.916,5.333,32.52,3.583
2015-08-06,17.222,28.209,10.986,2.524,9.188,2.522
2015-08-07,17.325,30.6,13.275,4.375,9.02,3.292
2015-08-08,15.105,18.781,3.676,1.979,16.667,3.125
2015-08-09,13.958,15.575,1.617,2.458,24.438,3.708
2015-08-10,18.075,23.192,5.117,2.664,24.792,3.458
2015-08-11,18.867,28.242,9.375,2.94,17.875,3.261
2015-08-12,19.878,26.125,6.247,3.864,22.75,4.333
2015-08-13,11.539,14.833,3.293,1.644,11.812,3.087
2015-08-14,9.375,11.542,2.167,1.667,6.334,3.083
2015-08-15,9.916,11.712,1.796,2.25,13.438,3.458
2015-08-16,10.333,11.875,1.542,1.76,15.02,3.208
2015-08-17,16.15,27.233,11.083,1.636,4.479,2.875
2015-08-18,22.283,30.492,8.208,2.389,7.536,3.391
2015-08-19,21.593,36.46,14.866,2.178,7.104,3.458
2015-08-20,24.56,43.539,18.979,3.494,8.604,4.0
2015-08-21,16.173,31.88,15.707,2.094,8.093,3.167
2015-08-22,10.402,18.758,8.356,2.635,8.021,3.042
2015-08-23,4.033,4.958,0.925,0.614,5.688,1.833
2015-08-24,11.913,16.387,4.473,1.071,7.584,2.391
2015-08-25,12.225,17.442,5.217,0.544,3.354,2.0
2015-08-26,20.283,30.236,9.953,2.059,5.333,3.75
2015-08-27,19.24,26.588,7.348,2.709,9.604,3.478
2015-08-28,26.106,34.06,7.954,3.456,14.146,4.417
2015-08-29,16.869,21.402,4.533,2.583,17.208,4.083
2015-08-30,11.083,14.617,3.534,2.229,6.312,3.375
2015-08-31,16.125,24.733,8.608,0.562,4.688,2.5
2015-09-01,22.692,40.583,17.892,1.079,6.562,3.583
2015-09-02,24.813,41.207,16.394,1.911,7.498,3.917
2015-09-03,26.929,45.083,18.154,1.256,8.938,3.727
2015-09-04,22.158,37.092,14.933,1.927,14.146,4.208
2015-09-05,15.85,19.705,3.855,1.604,11.021,3.958
2015-09-06,9.942,11.7,1.758,0.636,10.333,2.75
2015-09-07,12.225,18.9,6.675,0.583,2.688,2.292
2015-09-08,15.092,24.467,9.375,0.452,3.083,2.565
2015-09-09,18.809,29.167,10.358,1.187,2.958,3.333
2015-09-10,17.065,32.521,15.455,0.874,3.042,2.87
2015-09-11,19.6,32.592,12.992,1.823,7.708,3.5
2015-09-12,18.259,24.952,6.693,2.26,16.479,4.0
2015-09-13,9.6,11.583,1.983,1.406,8.438,3.542
2015-09-14,10.734,16.398,5.664,0.75,3.104,2.048
2015-09-15,16.961,23.836,6.875,1.229,9.478,2.304
2015-09-16,16.934,24.233,7.3,1.208,12.542,2.208
2015-09-17,12.543,19.496,6.953,0.565,4.792,2.261
2015-09-18,16.559,25.483,8.925,1.146,7.479,3.0
2015-09-19,10.182,14.699,4.518,0.51,5.75,2.375
2015-09-20,4.108,5.6,1.492,0.51,5.958,1.667
2015-09-21,7.692,9.983,2.292,0.76,6.916,2.083
2015-09-22,13.658,16.342,2.683,1.992,11.021,3.292
2015-09-23,12.825,15.41,2.585,1.646,16.583,3.208
2015-09-24,12.313,16.4,4.087,0.556,7.458,1.955
2015-09-25,14.41,22.34,7.93,0.564,1.833,2.556
2015-09-26,9.258,13.234,3.976,0.552,4.854,2.167
2015-09-27,4.967,6.142,1.175,0.5,8.458,1.917
2015-09-28,14.758,22.458,7.7,1.229,10.4,2.625
2015-09-29,12.6,19.342,6.742,0.862,8.062,2.333
2015-09-30,13.681,24.145,10.464,0.69,3.958,2.208
2015-10-01,25.835,39.924,14.09,1.239,9.676,3.636
2015-10-02,15.883,23.342,7.458,1.167,7.333,3.792
2015-10-03,18.498,25.919,7.421,2.156,9.042,4.167
2015-10-04,12.375,14.842,2.467,1.875,12.584,3.792
2015-10-05,10.78,15.807,5.028,0.608,3.842,1.833
2015-10-06,10.992,17.158,6.167,0.865,5.521,1.833
2015-10-07,8.953,13.838,4.885,0.76,4.125,1.826
2015-10-08,13.477,20.005,6.528,0.974,10.0,2.261
2015-10-09,29.718,39.405,9.687,2.731,26.208,5.0
2015-10-10,27.039,34.733,7.694,1.75,26.084,5.042
2015-10-11,11.875,13.717,1.842,2.198,18.562,4.125
2015-10-12,15.133,19.5,4.367,1.896,9.646,4.042
2015-10-13,13.767,20.967,7.2,0.81,7.167,2.75
2015-10-14,23.053,35.71,12.658,2.01,8.991,3.5
2015-10-15,22.826,34.096,11.27,1.096,8.729,3.13
2015-10-16,23.042,34.042,11.0,1.438,10.07,3.043
2015-10-17,20.639,29.599,8.961,2.552,10.688,3.125
2015-10-18,12.225,14.975,2.75,1.417,10.812,3.125
2015-10-19,27.75,41.5,13.75,2.219,14.584,4.042
2015-10-20,22.4,33.142,10.742,1.968,23.208,3.583
2015-10-21,21.275,28.201,6.926,1.684,29.125,4.043
2015-10-22,16.099,22.848,6.749,0.631,17.708,3.261
2015-10-23,30.275,43.333,13.058,1.844,12.021,4.417
2015-10-24,24.198,32.737,8.54,2.875,28.208,5.625
2015-10-25,4.267,5.383,1.117,0.271,7.75,2.167
2015-10-26,26.233,39.258,13.025,1.135,8.896,3.667
2015-10-27,24.817,37.808,12.991,2.53,10.768,3.542
2015-10-28,14.568,22.605,8.036,0.638,7.479,3.292
2015-10-29,19.997,30.508,10.511,1.522,10.37,3.455
2015-10-30,24.083,36.833,12.75,2.062,19.542,4.083
2015-10-31,7.268,10.507,3.238,0.292,5.834,2.042
2015-11-01,11.075,14.183,3.108,0.281,7.52,2.917
2015-11-02,23.567,38.825,15.258,0.729,9.666,4.583
2015-11-03,16.05,25.8,9.75,0.614,6.084,4.042
2015-11-04,25.524,39.108,13.584,1.218,7.166,3.5
2015-11-05,29.888,41.85,11.962,2.812,9.528,3.826
2015-11-06,32.967,49.962,16.995,2.823,12.625,4.522
2015-11-07,19.831,25.758,5.927,2.125,13.854,3.75
2015-11-08,13.317,16.283,2.967,0.364,5.938,2.833
2015-11-09,31.108,67.942,36.833,2.167,12.125,6.583
2015-11-10,11.033,18.608,7.575,0.467,0.438,2.625
2015-11-11,11.383,17.652,6.269,0.474,2.057,2.208
2015-11-12,12.548,19.214,6.667,0.406,4.201,2.238
2015-11-13,16.55,25.325,8.775,1.083,9.854,2.583
2015-11-14,9.828,13.095,3.267,0.323,1.084,1.875
2015-11-15,11.192,15.708,4.517,0.51,2.667,3.667
2015-11-16,26.542,41.108,14.567,1.281,5.312,4.333
2015-11-17,40.208,70.608,30.4,1.629,11.896,5.208
2015-11-18,19.329,32.649,13.321,0.51,2.167,3.652
2015-11-19,10.563,16.767,6.204,0.396,3.042,2.261
2015-11-20,26.343,43.626,17.283,2.586,6.771,4.417
2015-11-21,10.463,15.161,4.698,0.5,9.792,3.333
2015-11-22,15.1,18.358,3.258,1.26,12.771,4.75
2015-11-23,15.1,20.175,5.075,1.01,14.104,3.833
2015-11-24,13.367,26.0,12.633,0.592,5.167,3.5
2015-11-25,20.709,33.282,12.573,0.387,4.646,3.167
2015-11-26,20.906,36.03,15.124,0.954,4.602,4.227
2015-11-27,13.094,22.076,8.983,0.75,3.734,3.042
2015-11-28,14.927,22.688,7.761,0.875,7.396,3.75
2015-11-29,19.417,25.242,5.825,1.375,9.729,5.167
2015-11-30,31.858,58.05,26.192,1.823,16.646,6.042
2015-12-01,18.868,33.601,14.732,0.699,9.688,3.625
2015-12-02,28.666,48.362,19.696,0.976,9.229,4.0
2015-12-03,19.136,33.565,14.429,1.098,7.896,3.826
