date,NO2_mean,NOX_mean,NO_mean,SO2_mean,PM25_mean,SPM_mean
2011-08-19,13.604,16.552,2.948,1.02,,25.292
2011-08-20,14.729,16.052,1.323,0.0,,18.958
2011-08-21,15.927,19.24,3.312,0.0,,25.542
2011-08-22,11.717,13.403,1.686,0.438,,23.542
2011-08-23,7.144,8.863,1.719,0.104,,37.208
2011-08-24,8.706,17.225,8.519,0.042,,18.25
2011-08-25,7.69,12.432,4.742,0.021,,12.333
2011-08-26,9.646,16.688,7.042,0.438,,17.25
2011-08-27,7.229,13.396,6.167,0.0,,22.417
2011-08-28,9.5,11.292,1.792,0.312,,36.5
2011-08-29,13.85,17.56,3.71,0.625,,33.792
2011-08-30,13.96,15.964,2.005,1.646,,40.25
2011-08-31,14.29,19.187,4.896,0.708,,22.333
2011-09-01,7.406,13.927,6.521,0.125,,17.542
2011-09-02,3.229,5.236,2.006,0.0,,35.217
2011-09-03,1.083,1.854,0.771,0.0,,54.583
2011-09-04,2.531,3.614,1.084,0.0,,29.292
2011-09-05,12.59,15.589,2.998,0.5,,15.875
2011-09-06,11.144,12.674,1.53,0.292,,13.417
2011-09-07,23.548,33.977,10.429,0.958,,19.667
2011-09-08,15.698,19.729,4.031,0.333,,23.458
2011-09-09,14.208,17.448,3.24,0.333,,30.292
2011-09-10,11.01,16.104,5.094,0.583,,26.542
2011-09-11,7.417,12.458,5.042,0.5,,12.917
2011-09-12,9.393,16.392,6.999,0.542,,19.333
2011-09-13,12.433,22.084,9.65,1.174,,20.625
2011-09-14,15.938,28.604,12.666,0.625,,29.417
2011-09-15,11.479,22.833,11.354,0.25,,19.75
2011-09-16,8.031,17.156,9.125,0.333,,18.417
2011-09-17,3.396,5.521,2.125,0.0,,22.5
2011-09-18,5.708,9.521,3.812,0.0,,21.833
2011-09-19,11.906,21.016,9.109,0.667,,23.667
2011-09-20,8.914,17.075,8.161,0.042,,21.667
2011-09-21,5.547,6.736,1.188,0.0,,17.5
2011-09-22,8.812,9.844,1.031,0.375,,10.917
2011-09-23,10.01,11.823,1.812,0.0,,10.792
2011-09-24,17.344,20.594,3.25,0.167,,13.542
2011-09-25,14.646,16.052,1.406,0.042,,20.792
2011-09-26,26.438,38.708,12.271,0.0,,30.042
2011-09-27,23.156,42.792,19.636,0.625,,32.792
2011-09-28,21.486,29.607,8.121,0.478,,30.458
2011-09-29,19.595,25.45,5.855,0.583,,30.542
2011-09-30,22.021,24.719,2.698,0.25,,36.458
2011-10-01,6.938,7.219,0.282,0.042,,13.667
2011-10-02,9.323,10.562,1.24,0.125,,7.75
2011-10-03,9.859,10.462,0.603,0.0,,6.667
2011-10-04,18.576,23.643,5.068,0.188,,12.696
2011-10-05,29.596,36.189,6.594,0.022,,26.792
2011-10-06,14.5,16.802,2.302,0.125,,11.708
2011-10-07,16.636,19.406,2.771,0.479,,37.375
2011-10-08,19.51,24.104,4.594,0.333,,24.5
2011-10-09,11.51,12.365,0.854,0.52,,33.167
2011-10-10,20.525,25.231,4.706,1.084,,46.708
2011-10-11,31.537,45.251,13.715,0.75,,57.917
2011-10-12,28.443,43.584,15.141,0.826,,50.958
2011-10-13,41.222,62.972,21.75,0.87,,55.75
2011-10-14,22.74,39.625,16.885,0.104,,42.042
2011-10-15,12.042,14.615,2.573,0.0,,17.5
2011-10-16,10.688,12.51,1.823,0.916,,23.542
2011-10-17,18.593,27.469,8.876,0.854,,24.875
2011-10-18,20.571,26.994,6.423,0.084,,14.167
2011-10-19,23.776,34.702,10.927,0.217,,22.875
2011-10-20,29.292,41.562,12.271,0.958,,39.25
2011-10-21,30.396,43.74,13.344,1.208,,48.583
2011-10-22,15.25,21.479,6.229,0.042,,25.292
2011-10-23,10.896,13.729,2.834,0.146,,13.583
2011-10-24,20.949,33.285,12.336,0.229,,11.833
2011-10-25,17.434,34.679,17.245,0.375,,12.667
2011-10-26,10.187,10.903,0.716,0.0,,10.042
2011-10-27,22.139,29.385,7.246,0.146,,20.913
2011-10-28,26.708,38.761,12.052,0.646,,26.167
2011-10-29,25.667,35.844,10.177,0.5,,32.792
2011-10-30,18.073,21.76,3.688,0.084,,40.125
2011-10-31,16.9,20.415,3.515,0.0,,9.958
2011-11-01,25.925,40.916,14.991,0.188,,10.042
2011-11-02,30.088,47.263,17.175,0.913,,29.304
2011-11-03,30.729,55.677,24.948,1.458,,38.958
2011-11-04,23.292,39.906,16.615,0.333,,32.708
2011-11-05,30.281,40.583,10.302,0.188,,42.958
2011-11-06,15.854,20.042,4.188,0.146,,21.042
2011-11-07,11.54,14.189,2.649,0.0,,6.875
2011-11-08,13.674,14.897,1.224,0.0,,8.917
2011-11-09,22.717,36.039,13.322,0.022,,7.875
2011-11-10,27.062,42.108,15.046,0.022,,19.208
2011-11-11,24.948,40.208,15.26,0.042,,15.958
2011-11-12,20.218,36.677,16.458,0.5,,13.417
2011-11-13,11.635,17.125,5.49,0.084,,13.125
2011-11-14,22.42,32.664,10.243,1.334,,36.167
2011-11-15,14.778,16.858,2.081,0.312,,14.125
2011-11-16,18.996,23.994,4.997,0.587,,8.042
2011-11-17,26.219,36.24,10.021,0.604,,11.375
2011-11-18,40.094,93.667,53.573,1.042,,38.75
2011-11-19,24.948,53.729,28.781,0.125,,29.833
2011-11-20,10.302,15.812,5.51,0.0,,11.833
2011-11-21,10.195,10.856,0.661,0.021,,5.042
2011-11-22,24.569,41.581,17.012,0.0,,10.875
2011-11-23,29.055,61.019,31.964,0.217,,18.542
2011-11-24,15.744,31.968,16.224,0.458,,17.25
2011-11-25,14.76,16.938,2.177,0.042,,4.458
2011-11-26,21.458,33.833,12.375,0.104,,8.583
2011-11-27,21.864,33.542,11.677,0.125,,15.167
2011-11-28,36.316,104.516,68.201,0.73,,36.125
2011-11-29,41.854,122.764,80.911,1.458,,50.583
2011-11-30,33.274,87.204,53.929,1.739,,
2011-12-01,19.542,24.864,5.323,0.292,,5.25
2011-12-02,24.271,38.677,14.406,0.25,,10.708
2011-12-03,19.396,36.719,17.323,0.125,,8.667
2011-12-04,5.146,5.292,0.146,0.062,,3.917
2011-12-05,17.625,24.094,6.469,0.021,,9.227
2011-12-06,30.534,55.948,25.413,0.958,,15.565
2011-12-07,29.395,66.751,37.356,0.608,,21.333
2011-12-08,32.418,105.414,72.996,0.652,,28.042
2011-12-09,13.854,28.344,14.49,0.062,,8.167
2011-12-10,24.636,35.812,11.177,0.688,,11.792
2011-12-11,11.615,14.354,2.74,0.208,,12.542
2011-12-12,24.272,51.339,27.066,0.688,,20.0
2011-12-13,26.206,53.854,27.648,0.542,,11.833
2011-12-14,29.807,62.686,32.879,0.696,,16.5
2011-12-15,24.073,53.969,29.896,1.416,,22.167
2011-12-16,12.458,14.625,2.166,0.125,,6.5
2011-12-17,13.875,17.219,3.344,0.146,,5.167
2011-12-18,15.198,24.062,8.864,0.083,,4.667
2011-12-19,18.604,22.782,4.177,0.0,,5.292
2011-12-20,22.856,36.146,13.29,0.084,,10.833
2011-12-21,30.933,59.056,28.123,0.413,,16.458
2011-12-22,27.552,54.292,26.74,1.312,,30.208
2011-12-23,12.135,14.25,2.115,0.0,,4.75
2011-12-24,19.885,28.719,8.834,0.833,,7.708
2011-12-25,8.24,8.698,0.458,0.188,,5.958
2011-12-26,16.756,20.52,3.764,0.062,,7.25
2011-12-27,24.938,42.685,17.747,0.0,,9.333
2011-12-28,26.045,36.94,10.895,0.108,,10.25
2011-12-29,23.167,35.125,11.958,1.042,,17.25
2011-12-30,7.469,7.833,0.364,0.188,,4.917
2011-12-31,10.771,11.625,0.854,0.062,,10.5
2012-01-01,11.422,12.737,1.315,0.042,,11.562
2012-01-02,11.095,13.014,1.92,0.435,,15.708
2012-01-03,4.222,4.25,0.028,0.0,,4.729
2012-01-04,7.333,7.625,0.292,0.0,,2.0
2012-01-05,19.181,22.625,3.444,0.0,,5.875
2012-01-06,17.125,21.722,4.597,0.0,,10.042
2012-01-07,27.485,44.203,16.719,0.167,,11.568
2012-01-08,27.076,61.813,34.738,0.0,,15.375
2012-01-09,21.32,44.168,22.848,0.0,,9.792
2012-01-10,17.917,23.986,6.069,0.125,,5.438
2012-01-11,21.819,30.194,8.375,0.0,,5.75
2012-01-12,33.639,59.875,26.236,0.25,,17.625
2012-01-13,25.764,32.597,6.833,1.0,,26.146
2012-01-14,18.812,20.747,1.935,0.0,,13.729
2012-01-15,12.21,13.279,1.07,0.375,,5.104
2012-01-16,34.008,61.16,27.153,0.304,,11.521
2012-01-17,24.653,52.431,27.778,0.125,,13.146
2012-01-18,12.57,13.875,1.305,0.0,,3.084
2012-01-19,20.528,27.528,7.0,0.208,,10.604
2012-01-20,10.167,10.75,0.583,0.375,,15.395
2012-01-21,38.723,61.432,22.708,0.333,,21.146
2012-01-22,25.13,33.958,8.827,0.0,,11.208
2012-01-23,28.826,37.095,8.269,0.0,,7.458
2012-01-24,26.958,52.806,25.847,0.75,,17.583
2012-01-25,16.917,22.607,5.69,0.792,,13.03
2012-01-26,10.014,11.921,1.907,0.708,,3.834
2012-01-27,13.986,17.153,3.167,0.125,,5.542
2012-01-28,14.893,18.033,3.139,0.0,,5.52
2012-01-29,19.448,25.478,6.029,0.0,,9.443
2012-01-30,22.79,33.579,10.789,0.714,,21.979
2012-01-31,34.875,60.528,25.653,0.667,,22.125
2012-02-01,41.903,79.333,37.431,1.167,,35.229
2012-02-02,30.681,50.125,19.444,0.0,,38.375
2012-02-03,8.986,10.194,1.208,0.208,,9.188
2012-02-04,31.439,48.572,17.133,0.0,,14.888
2012-02-05,21.413,23.298,1.885,0.056,,12.424
2012-02-06,33.042,47.194,14.153,0.083,,15.458
2012-02-07,24.375,44.347,19.972,0.25,,15.0
2012-02-08,10.903,11.514,0.611,0.0,,5.354
2012-02-09,14.069,15.111,1.042,0.0,,7.208
2012-02-10,15.806,17.375,1.569,0.333,,15.167
2012-02-11,9.925,10.098,0.173,0.708,,15.25
2012-02-12,23.184,26.497,3.312,0.087,,16.708
2012-02-13,18.744,21.395,2.651,0.0,,12.708
2012-02-14,29.042,41.597,12.556,0.0,,10.812
2012-02-15,25.639,36.445,10.805,0.0,,11.062
2012-02-16,5.972,6.236,0.264,0.0,,5.5
2012-02-17,13.264,14.819,1.556,0.083,,7.23
2012-02-18,33.707,48.336,14.629,0.0,,15.021
2012-02-19,13.124,13.867,0.743,0.0,,9.584
2012-02-20,17.678,21.283,3.605,0.0,,7.5
2012-02-21,13.986,15.847,1.861,0.0,,9.125
2012-02-22,18.75,20.625,1.875,0.042,,14.292
2012-02-23,12.611,13.625,1.014,0.0,,12.75
2012-02-24,9.875,11.361,1.486,0.0,,8.125
2012-02-25,13.303,14.638,1.335,0.0,,6.146
2012-02-26,26.979,32.907,5.928,0.792,,17.27
2012-02-27,22.667,28.217,5.55,0.0,,24.104
2012-02-28,26.0,34.042,8.042,0.125,,18.479
2012-02-29,,,,,,
2012-03-01,30.292,51.639,21.347,0.0,,21.584
2012-03-02,6.292,6.778,0.486,0.0,,17.062
2012-03-03,5.389,5.569,0.181,0.0,,8.792
2012-03-04,20.293,24.909,4.616,0.0,,8.756
2012-03-05,20.176,25.33,5.154,0.333,,16.688
2012-03-06,28.551,47.445,18.894,0.435,,24.979
2012-03-07,35.903,52.222,16.319,0.792,,39.646
2012-03-08,33.292,47.431,14.139,1.333,,33.334
2012-03-09,23.708,29.764,6.056,1.542,,49.77
2012-03-10,15.944,18.444,2.5,0.042,,24.104
2012-03-11,15.103,17.743,2.64,0.25,,8.646
2012-03-12,32.562,54.403,21.841,0.25,,17.312
2012-03-13,27.49,49.116,21.627,0.13,,22.186
2012-03-14,8.307,9.077,0.77,0.0,,8.688
2012-03-15,25.028,31.028,6.0,0.333,,17.021
2012-03-16,19.278,27.417,8.139,0.75,,28.52
2012-03-17,12.389,13.556,1.166,0.75,,33.125
2012-03-18,8.214,9.659,1.446,0.0,,44.52
2012-03-19,23.986,32.363,8.378,0.0,,26.0
2012-03-20,35.057,50.253,15.196,0.652,,36.438
2012-03-21,8.819,9.056,0.236,0.0,,6.208
2012-03-22,32.459,46.213,13.754,0.667,,18.125
2012-03-23,12.625,13.292,0.667,0.0,,18.02
2012-03-24,18.75,20.722,1.972,0.292,,24.834
2012-03-25,11.266,11.509,0.243,0.0,,14.98
2012-03-26,16.275,19.164,2.889,0.083,,11.334
2012-03-27,37.568,54.193,16.625,0.304,,24.917
2012-03-28,28.819,35.875,7.056,0.0,,24.021
2012-03-29,20.653,39.68,19.028,0.0,,23.166
2012-03-30,13.153,14.319,1.167,0.458,,15.958
2012-03-31,21.056,24.375,3.32,0.083,,21.875
2012-04-01,8.104,9.802,1.698,0.125,,7.604
2012-04-02,15.659,19.96,4.301,0.334,,14.395
2012-04-03,9.178,11.878,2.7,0.021,,14.273
2012-04-04,11.999,15.562,3.564,0.108,,8.104
2012-04-05,16.636,24.364,7.729,0.812,,19.25
2012-04-06,12.718,15.416,2.698,0.0,,13.792
2012-04-07,8.75,10.042,1.292,0.042,,10.583
2012-04-08,8.375,8.76,0.385,0.083,,11.083
2012-04-09,17.644,21.364,3.72,1.438,,24.042
2012-04-10,18.661,23.394,4.733,0.604,,32.354
2012-04-11,17.315,20.805,3.49,0.044,,23.104
2012-04-12,10.614,12.323,1.708,0.239,,16.479
2012-04-13,18.823,23.104,4.281,1.104,,22.979
2012-04-14,10.125,11.323,1.198,0.0,,16.73
2012-04-15,8.01,9.781,1.771,0.166,,15.562
2012-04-16,13.186,15.631,2.446,0.146,,17.666
2012-04-17,18.132,26.265,8.133,1.479,,29.104
2012-04-18,16.383,19.452,3.069,1.108,,26.458
2012-04-19,13.917,16.552,2.636,0.25,,21.958
2012-04-20,16.334,19.302,2.969,0.0,,18.77
2012-04-21,8.166,9.958,1.792,0.0,,16.916
2012-04-22,4.271,4.469,0.198,0.0,,9.375
2012-04-23,15.484,18.638,3.155,0.0,,10.458
2012-04-24,13.431,15.939,2.508,1.02,,54.354
2012-04-25,14.168,20.866,6.697,0.304,,49.062
2012-04-26,7.854,8.438,0.583,0.0,,27.25
2012-04-27,9.958,10.896,0.938,0.166,,9.542
2012-04-28,18.703,26.732,8.029,0.271,,18.73
2012-04-29,8.653,9.917,1.264,0.208,,25.896
2012-04-30,8.409,9.773,1.364,0.146,,16.062
2012-05-01,7.112,8.489,1.377,0.0,,14.585
2012-05-02,9.653,10.181,0.528,0.0,,7.75
2012-05-03,10.333,12.569,2.236,0.0,,11.75
2012-05-04,4.542,4.611,0.07,0.062,,4.521
2012-05-05,6.0,6.083,0.083,0.188,,10.708
2012-05-06,11.653,12.014,0.361,0.666,,29.054
2012-05-07,15.329,19.141,3.813,0.333,,18.458
2012-05-08,26.958,33.502,6.543,1.292,,39.458
2012-05-09,34.697,45.339,10.642,0.348,,60.667
2012-05-10,15.792,19.778,3.986,0.021,,30.896
2012-05-11,8.014,8.833,0.819,0.0,,5.48
