date,NO2_mean,NOX_mean,NO_mean,SO2_mean,PM25_mean,SPM_mean,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2014-11-06,15.935333333333332,19.015,3.0796666666666668,3.174,9.5415,9.875,187.913,,,,14.609,,,,202.522
2014-11-07,12.203333333333333,13.078000000000001,0.875,4.0,18.8885,20.182000000000002,191.952,,,,9.619,,,,201.571
2014-11-08,19.833333333333332,27.027666666666665,7.194333333333333,3.917,17.646,16.375,193.0,,,,16.783,,,,209.783
2014-11-09,18.819333333333333,23.083333333333332,4.2636666666666665,3.417,16.542,22.5,194.348,,,,19.13,,,,213.478
2014-11-10,12.434666666666667,13.753666666666666,1.319,3.375,10.8335,11.5835,189.652,,,,11.174,,,,200.826
2014-11-11,19.791666666666668,27.916666666666668,8.125,3.625,13.6155,13.1345,191.348,,,,15.217,,,,206.565
2014-11-12,20.95866666666667,27.472333333333335,6.514,4.792,21.25,24.625,193.522,,,,18.435,,,,211.957
2014-11-13,7.097333333333334,7.777666666666666,0.6806666666666666,3.318,8.3015,7.9925,192.19,,,,5.857,,,,198.048
2014-11-14,14.541666666666666,19.319666666666667,4.778,3.375,8.771,10.146,191.391,,,,11.043,,,,202.435
2014-11-15,18.166666666666668,22.430333333333333,4.264,3.667,11.8125,10.9585,191.739,,,,13.739,,,,205.478
2014-11-16,18.5,23.430666666666667,4.930666666666666,3.5,12.0835,12.646,193.696,,,,15.174,,,,208.87
2014-11-17,26.435000000000002,42.145,15.71,4.917,17.5,19.5415,196.0,,,,24.13,,,,220.13
2014-11-18,14.083,15.583666666666668,1.4996666666666665,3.792,13.502500000000001,12.1325,194.261,,,,9.652,,,,203.913
2014-11-19,20.375,27.722333333333335,7.347333333333334,3.455,15.0,13.521,194.435,,,,16.435,,,,210.87
2014-11-20,29.346999999999998,47.18066666666667,17.833333333333332,4.208,13.9375,13.0,195.565,,,,23.739,,,,219.304
2014-11-21,30.903000000000002,58.75,27.846999999999998,4.708,14.6595,12.377500000000001,197.087,,,,28.087,,,,225.174
2014-11-22,28.25,47.666666666666664,19.416666666666668,5.583,18.2705,17.271,196.304,,,,27.783,,,,224.087
2014-11-23,16.583,22.513666666666666,5.930666666666667,4.083,17.6875,16.0205,194.85,,,,18.2,,,,213.05
2014-11-24,22.405666666666665,27.34766666666667,4.942333333333333,4.708,19.9585,19.3335,194.957,,,,17.783,,,,212.739
2014-11-25,23.319666666666667,30.20866666666667,6.889,3.833,14.5,13.3955,193.739,,,,18.13,,,,211.87
2014-11-26,22.722333333333335,29.375,6.652666666666666,3.125,8.979,9.145,191.13,,,,13.087,,,,204.217
2014-11-27,20.278000000000002,34.861333333333334,14.583333333333334,3.333,11.5625,10.8545,193.043,,,,16.174,,,,209.217
2014-11-28,27.902666666666665,50.875,22.972333333333335,3.87,13.8985,14.001999999999999,194.136,,,,23.409,,,,217.545
2014-11-29,18.305666666666667,31.152666666666665,12.847333333333333,3.083,11.3335,11.146,194.609,,,,18.652,,,,213.261
2014-11-30,11.847,14.291666666666666,2.4443333333333332,3.083,9.6455,8.625,190.174,,,,11.087,,,,201.261
2014-12-01,18.394666666666666,25.568,7.173333333333333,3.042,10.6455,11.9055,191.783,,,,16.391,,,,208.174
2014-12-02,7.097,7.986,0.8889999999999999,3.208,6.9585,4.8335,192.826,,,,3.87,,,,196.696
2014-12-03,16.861333333333334,20.916666666666668,4.0553333333333335,3.864,9.0205,6.9585,192.739,,,,10.13,,,,202.87
2014-12-04,23.972333333333335,30.590666666666664,6.618666666666666,3.5,8.25,8.375499999999999,195.381,,,,16.857,,,,212.238
2014-12-05,12.763666666666666,15.0,2.236,3.292,7.2915,7.1875,192.913,,,,7.043,,,,199.957
2014-12-06,12.013666666666666,13.778,1.764,3.083,7.333,9.917,192.957,,,,7.826,,,,200.783
2014-12-07,11.416666666666666,13.388666666666666,1.9720000000000002,3.042,6.396,7.646,193.652,,,,8.696,,,,202.348
2014-12-08,27.087,52.202666666666666,25.116333333333333,4.167,13.375,14.875,197.565,,,,21.043,,,,218.609
2014-12-09,18.597333333333335,35.84733333333333,17.250333333333334,3.667,11.396,13.3545,195.522,,,,16.435,,,,211.957
2014-12-10,26.721,39.492,12.771333333333333,3.478,13.0815,12.282499999999999,194.348,,,,17.261,,,,211.609
2014-12-11,26.875,45.791333333333334,18.916666666666668,3.833,15.8125,17.854,197.739,,,,26.217,,,,223.957
2014-12-12,13.430666666666667,16.125,2.6946666666666665,3.583,12.008,12.24,194.048,,,,9.524,,,,203.571
2014-12-13,9.444666666666667,10.680666666666667,1.2363333333333333,3.458,8.8955,6.979,192.739,,,,4.391,,,,197.13
2014-12-14,6.3196666666666665,6.902666666666666,0.5833333333333334,3.0,8.125,8.7705,192.652,,,,2.609,,,,195.261
2014-12-15,21.941999999999997,30.231666666666666,8.290000000000001,3.5,8.7085,9.7085,194.087,,,,13.478,,,,207.565
2014-12-16,22.569333333333333,34.72233333333333,12.152666666666667,3.625,10.021,11.104,193.826,,,,16.609,,,,210.435
2014-12-17,6.000333333333333,6.708333333333333,0.7083333333333334,3.0,5.01,3.4815,192.652,,,,3.609,,,,196.261
2014-12-18,9.485999999999999,10.555333333333333,1.0693333333333335,2.708,5.395,4.0649999999999995,193.435,,,,5.478,,,,198.913
2014-12-19,27.333333333333332,38.611333333333334,11.277666666666667,3.542,10.2915,10.125,196.391,,,,19.652,,,,216.043
2014-12-20,24.25,32.236,7.986,3.542,10.125,8.6665,193.174,,,,17.391,,,,210.565
2014-12-21,11.972333333333333,14.014000000000001,2.0416666666666665,3.208,12.604,12.208,194.783,,,,10.609,,,,205.391
2014-12-22,12.376666666666667,13.912999999999998,1.5360000000000003,3.167,6.7915,5.021,194.043,,,,8.0,,,,202.043
2014-12-23,14.847,17.764,2.917,3.208,10.0625,9.2705,193.609,,,,9.696,,,,203.304
2014-12-24,29.868666666666666,53.050333333333334,23.18166666666667,5.435,22.0625,22.6515,197.652,,,,25.435,,,,223.087
2014-12-25,11.833333333333334,13.833333333333334,2.0,4.083,10.729,9.9165,193.913,,,,4.609,,,,198.522
2014-12-26,8.111333333333333,8.875,0.7636666666666666,2.375,3.9815,4.109500000000001,192.636,,,,6.409,,,,199.045
2014-12-27,16.194333333333333,21.416666666666668,5.222333333333333,2.875,6.8335,5.896,194.13,,,,12.391,,,,206.522
2014-12-28,15.930666666666667,21.180666666666667,5.250333333333333,3.375,9.625,9.0625,193.174,,,,10.913,,,,204.087
2014-12-29,17.261,19.869333333333334,2.6086666666666667,3.958,13.354,13.8125,194.739,,,,12.609,,,,207.348
2014-12-30,20.180666666666667,25.069666666666667,4.8886666666666665,5.667,32.0,32.0,200.522,,,,18.0,,,,218.522
2014-12-31,16.708,23.333333333333332,6.625,5.208,24.604,23.875,197.217,,,,14.174,,,,211.391
2015-01-01,10.263666666666667,11.555333333333332,1.2916666666666667,2.875,7.979,,196.652,,,,9.174,,,,205.826
2015-01-02,18.292,22.139,3.847,3.75,17.2295,,200.696,,,,15.783,,,,216.478
2015-01-03,19.514,24.930333333333333,5.416666666666667,4.042,21.2705,,201.174,,,,19.13,,,,220.304
2015-01-04,17.37666666666667,32.202666666666666,14.826,4.708,28.8485,,204.304,,,,22.043,,,,226.348
2015-01-05,24.855,33.79533333333333,8.940666666666667,4.417,35.994,,203.522,,,,19.174,,,,222.696
2015-01-06,28.819333333333333,44.666666666666664,15.847333333333333,4.875,17.5,,199.783,,,,23.87,,,,223.652
2015-01-07,13.278,16.528000000000002,3.25,3.208,8.8335,,196.348,,,,10.739,,,,207.087
2015-01-08,22.886666666666667,35.90266666666667,13.016,3.696,12.684000000000001,,196.667,,,,19.286,,,,215.952
2015-01-09,17.680666666666667,20.625,2.9446666666666665,3.542,6.667,,193.652,,,,13.826,,,,207.478
2015-01-10,16.194666666666667,19.639,3.4446666666666665,3.417,10.9375,,194.391,,,,15.174,,,,209.565
2015-01-11,19.637666666666664,23.0,3.3623333333333334,4.208,19.042,,197.609,,,,17.87,,,,215.478
2015-01-12,9.041666666666666,10.041666666666666,1.0,2.917,3.25,,193.304,,,,7.435,,,,200.739
2015-01-13,25.666666666666668,39.333,13.666666666666666,3.833,9.4815,,197.0,,,,18.696,,,,215.696
2015-01-14,21.153000000000002,29.75,8.597333333333333,3.25,8.875,,195.304,,,,15.609,,,,210.913
2015-01-15,23.361333333333334,32.166666666666664,8.805333333333333,3.565,9.866,,193.952,,,,12.238,,,,206.19
2015-01-16,22.222333333333335,32.986,10.764000000000001,3.417,10.9375,,196.565,,,,17.391,,,,213.957
2015-01-17,17.333,23.930333333333333,6.597333333333334,3.167,9.2705,,195.304,,,,10.087,,,,205.391
2015-01-18,10.565333333333333,11.652333333333333,1.087,2.75,4.5835,,190.826,,,,8.304,,,,199.13
2015-01-19,5.777666666666666,6.472333333333334,0.6946666666666667,2.458,5.1365,,193.696,,,,3.0,,,,196.696
2015-01-20,8.666666666666666,9.958666666666666,1.2916666666666667,2.182,2.8545,,194.174,,,,5.87,,,,200.043
2015-01-21,13.610999999999999,16.75,3.139,2.083,3.8045,,193.619,,,,10.667,,,,204.286
2015-01-22,12.444333333333333,17.180666666666667,4.736,2.125,3.6875,,193.13,,,,5.435,,,,198.565
2015-01-23,18.986,25.638666666666666,6.652666666666666,3.542,11.7915,,195.0,,,,11.87,,,,206.87
2015-01-24,3.986,4.153,0.16666666666666666,3.208,9.375,,193.174,,,,3.043,,,,196.217
2015-01-25,17.710333333333335,20.695666666666668,2.985666666666667,3.333,9.4375,,196.174,,,,11.043,,,,207.217
2015-01-26,31.889,47.916666666666664,16.027666666666665,4.417,16.415,,198.696,,,,20.826,,,,219.522
2015-01-27,25.319333333333333,34.52766666666667,9.208333333333334,4.522,22.667,,196.391,,,,18.391,,,,214.783
2015-01-28,40.77766666666667,64.014,23.236333333333334,5.708,30.871,,201.696,,,,31.261,,,,232.957
2015-01-29,21.277666666666665,24.236333333333334,2.9583333333333335,3.375,11.6875,,195.217,,,,12.0,,,,207.217
2015-01-30,9.249666666666668,9.833,0.5833333333333334,2.958,4.4795,,194.435,,,,7.043,,,,201.478
2015-01-31,13.208333333333334,14.0,0.7916666666666666,3.458,11.1665,,196.391,,,,10.957,,,,207.348
2015-02-01,17.391333333333336,23.608666666666664,6.217666666666666,3.45,12.8335,,198.609,,,,13.522,,,,212.13
2015-02-02,13.569333333333333,18.221999999999998,4.653,2.833,6.458,,196.696,,,,13.087,,,,209.783
2015-02-03,21.319333333333333,27.430333333333333,6.111,3.083,7.8934999999999995,,195.391,,,,11.652,,,,207.043
2015-02-04,32.45466666666667,51.87866666666667,19.424,4.217,14.0,,197.783,,,,23.957,,,,221.739
2015-02-05,35.79533333333333,58.45466666666667,22.659000000000002,5.458,21.983,,201.227,,,,27.5,,,,228.727
2015-02-06,18.055333333333333,31.028000000000002,12.972333333333333,4.0,13.042,,198.609,,,,16.913,,,,215.522
2015-02-07,7.916666666666667,8.583333333333334,0.6670000000000001,3.0,3.25,,196.174,,,,5.261,,,,201.435
2015-02-08,26.117666666666665,38.243,12.125,3.75,9.026499999999999,,198.522,,,,14.174,,,,212.696
2015-02-09,18.764,24.416666666666668,5.652666666666666,3.913,14.7085,,196.478,,,,12.217,,,,208.696
2015-02-10,12.055333333333332,13.222333333333333,1.167,3.083,7.4165,,194.957,,,,4.391,,,,199.348
2015-02-11,19.944333333333333,28.875,8.930666666666667,3.167,10.271,,197.522,,,,14.087,,,,211.609
2015-02-12,24.986,36.708666666666666,11.722,4.042,12.972,,198.19,,,,18.381,,,,216.571
2015-02-13,19.971999999999998,22.805666666666667,2.833,3.708,11.5205,,191.652,,,,14.826,,,,206.478
2015-02-14,10.291666666666666,11.903,1.6113333333333333,3.083,5.042,,191.696,,,,10.391,,,,202.087
2015-02-15,5.739333333333334,6.130333333333333,0.3913333333333333,2.833,4.1434999999999995,,195.522,,,,3.087,,,,198.609
2015-02-16,11.388666666666666,12.416666666666666,1.028,3.0,7.6455,,194.609,,,,5.391,,,,200.0
2015-02-17,11.625,12.458333333333334,0.8333333333333334,3.083,9.986,,194.913,,,,6.043,,,,200.957
2015-02-18,26.708333333333332,39.74966666666666,13.041666666666666,4.042,10.043,,197.773,,,,17.091,,,,214.864
2015-02-19,33.0,53.19433333333333,20.194333333333333,4.955,16.0815,,199.348,,,,24.522,,,,223.87
2015-02-20,24.791666666666668,28.722333333333335,3.9306666666666668,3.792,10.5205,,193.565,,,,14.304,,,,207.87
2015-02-21,5.833333333333333,5.861,0.02766666666666667,2.917,9.7915,,193.043,,,,3.217,,,,196.261
2015-02-22,20.145,23.855333333333334,3.7100000000000004,3.125,9.6875,,193.739,,,,10.652,,,,204.391
2015-02-23,32.486333333333334,43.986,11.499666666666668,5.5,16.5625,,197.478,,,,20.348,,,,217.826
2015-02-24,6.944333333333333,7.597333333333334,0.653,3.083,10.5,,193.739,,,,3.435,,,,197.174
2015-02-25,13.916666666666666,17.125,3.2086666666666663,3.042,6.2915,,193.13,,,,6.652,,,,199.783
2015-02-26,16.833333333333332,20.5,3.6666666666666665,3.913,17.3545,,194.609,,,,8.87,,,,203.478
2015-02-27,23.402666666666665,29.236,5.833333333333333,5.625,32.8125,,198.087,,,,13.174,,,,211.261
2015-02-28,18.889,20.125,1.236,5.25,30.9375,,197.652,,,,13.696,,,,211.348
2015-03-01,8.090666666666666,8.712,0.6213333333333333,3.0,10.1555,,195.087,,,,3.696,,,,198.783
2015-03-02,30.142,42.02533333333333,11.883333333333333,4.217,18.3755,,198.273,,,,14.727,,,,213.0
2015-03-03,32.50033333333334,51.264,18.763666666666666,5.833,22.354,,200.261,,,,21.391,,,,221.652
2015-03-04,29.180666666666667,39.97233333333333,10.792,5.958,22.021,,197.783,,,,19.739,,,,217.522
2015-03-05,20.680666666666667,23.041666666666668,2.361,6.5,25.521,,193.609,,,,14.913,,,,208.522
2015-03-06,16.819666666666667,18.208333333333332,1.389,4.542,17.2915,,191.565,,,,13.739,,,,205.304
2015-03-07,14.877,17.188666666666666,2.3116666666666665,3.208,12.7295,,188.783,,,,11.826,,,,200.609
2015-03-08,15.115666666666668,22.639,7.523,3.652,14.2685,,191.913,,,,15.13,,,,207.043
2015-03-09,10.172333333333333,10.847,0.6753333333333332,3.125,8.5,,191.826,,,,7.217,,,,199.043
2015-03-10,6.039000000000001,6.346,0.3066666666666667,3.0,9.097,,193.261,,,,3.826,,,,197.087
2015-03-11,9.680666666666667,10.944666666666668,1.264,3.0,6.8125,,194.0,,,,6.13,,,,200.13
2015-03-12,11.764000000000001,13.722333333333333,1.9586666666666666,3.0,6.083,,194.652,,,,7.826,,,,202.478
2015-03-13,10.166666666666666,10.75,0.5833333333333334,3.292,6.271,,193.739,,,,7.043,,,,200.783
2015-03-14,10.116333333333333,10.692,0.5756666666666667,3.167,11.375,,192.0,,,,5.261,,,,197.261
2015-03-15,9.333333333333334,9.875,0.5413333333333333,3.333,15.042,,195.087,,,,5.348,,,,200.435
2015-03-16,28.855,37.291666666666664,8.436666666666667,3.87,10.3545,,196.957,,,,16.435,,,,213.391
2015-03-17,29.849999999999998,43.94266666666667,14.092333333333334,5.458,14.4505,,196.217,,,,24.391,,,,220.609
2015-03-18,33.19466666666667,52.333333333333336,19.139,5.25,17.396,,198.1,,,,29.45,,,,227.55
2015-03-19,11.833333333333334,13.055333333333332,1.2223333333333333,3.167,11.9795,,190.348,,,,8.783,,,,199.13
2015-03-20,3.5696666666666665,3.611333333333333,0.041666666666666664,3.5,17.6665,,193.565,,,,3.957,,,,197.522
2015-03-21,3.5509999999999997,3.6813333333333333,0.13033333333333333,3.0,4.417,,191.087,,,,1.478,,,,192.565
2015-03-22,21.041666666666668,25.291666666666668,4.25,4.125,8.021,,196.0,,,,9.875,,,,205.875
2015-03-23,20.08366666666667,29.194666666666667,9.110999999999999,4.625,16.021,,192.556,,,,10.0,,,,202.556
2015-03-24,5.375333333333333,5.666666666666667,0.2916666666666667,3.125,7.0,,191.913,,,,5.565,,,,197.478
2015-03-25,8.25,8.833333333333334,0.5833333333333334,3.0,3.3695000000000004,,191.304,,,,3.826,,,,195.13
2015-03-26,11.930333333333332,14.014000000000001,2.0833333333333335,3.0,4.5415,,192.826,,,,8.826,,,,201.652
2015-03-27,9.555666666666667,10.347333333333333,0.7916666666666666,3.708,9.125,,192.957,,,,8.783,,,,201.739
2015-03-28,16.536666666666665,19.50733333333333,2.971,3.583,12.146,,193.609,,,,10.478,,,,204.087
2015-03-29,24.0,28.639,4.639,5.5,22.292,,195.957,,,,15.478,,,,211.435
2015-03-30,26.58366666666667,31.555666666666667,4.972,6.917,29.4375,,194.217,,,,19.261,,,,213.478
2015-03-31,20.847333333333335,23.069333333333333,2.2223333333333333,5.348,27.271,,194.304,,,,17.348,,,,211.652
2015-04-01,14.125,15.194333333333333,1.0693333333333335,3.75,17.167,,191.304,,,,10.391,,,,201.696
2015-04-02,9.017666666666665,10.399000000000001,1.3813333333333333,3.375,8.753499999999999,,190.609,,,,5.435,,,,196.043
2015-04-03,18.291666666666668,22.145333333333337,3.853666666666667,2.875,8.75,,189.762,,,,13.333,,,,203.095
2015-04-04,8.0,8.777666666666667,0.778,2.625,5.4795,,190.348,,,,8.217,,,,198.565
2015-04-05,7.666666666666667,8.097,0.4306666666666667,2.0,3.6875,,190.043,,,,6.957,,,,197.0
2015-04-06,13.261000000000001,14.478333333333333,1.2173333333333334,2.208,3.2085,,190.957,,,,9.174,,,,200.13
2015-04-07,6.611,6.722,0.111,2.75,8.229,,191.261,,,,3.261,,,,194.522
2015-04-08,7.7940000000000005,8.146666666666667,0.35233333333333333,3.0,9.655000000000001,,191.609,,,,3.609,,,,195.217
2015-04-09,15.041333333333332,16.458333333333332,1.4166666666666667,3.25,11.8545,,190.957,,,,8.087,,,,199.043
2015-04-10,17.472333333333335,18.763666666666666,1.2913333333333332,3.333,14.167,,192.174,,,,11.13,,,,203.304
2015-04-11,13.860999999999999,15.083333333333334,1.2223333333333333,3.125,12.771,,191.609,,,,9.217,,,,200.826
2015-04-12,8.639000000000001,9.139000000000001,0.5,3.333,13.3545,,189.913,,,,5.609,,,,195.522
2015-04-13,14.507333333333335,15.739333333333335,1.232,3.083,6.4795,,187.217,,,,4.174,,,,191.391
2015-04-14,21.527666666666665,27.222333333333335,5.694333333333333,2.5,6.146,,189.043,,,,11.957,,,,201.0
2015-04-15,16.944333333333333,19.277666666666665,2.3336666666666663,3.87,13.375,,193.783,,,,10.87,,,,204.652
2015-04-16,26.861333333333334,32.917,6.055666666666667,6.708,29.979,,196.913,,,,18.174,,,,215.087
2015-04-17,17.194666666666667,18.430666666666667,1.236,4.083,21.5415,,193.955,,,,11.182,,,,205.136
2015-04-18,16.402666666666665,18.653000000000002,2.2496666666666667,4.542,18.396,,192.0,,,,10.609,,,,202.609
2015-04-19,13.75,14.347333333333333,0.5973333333333334,4.083,21.875,,191.826,,,,10.478,,,,202.304
2015-04-20,20.593999999999998,26.753666666666664,6.159666666666666,3.045,14.0,,189.304,,,,16.13,,,,205.435
2015-04-21,6.0,6.375,0.375,3.0,5.9645,,190.652,,,,4.043,,,,194.696
2015-04-22,14.333333333333334,15.305333333333332,0.9723333333333333,3.875,12.4885,,190.0,,,,7.952,,,,197.952
2015-04-23,19.125,20.805666666666667,1.6806666666666665,4.833,19.2705,,192.696,,,,13.565,,,,206.261
2015-04-24,24.152666666666665,28.597333333333335,4.444333333333334,5.917,23.0,,193.913,,,,14.435,,,,208.348
2015-04-25,12.402666666666667,12.861333333333334,0.4583333333333333,5.208,22.979,,192.217,,,,7.87,,,,200.087
2015-04-26,11.124666666666668,11.485999999999999,0.361,5.958,22.9165,,192.174,,,,10.13,,,,202.304
2015-04-27,18.333666666666666,20.536333333333335,2.203,7.417,35.146,,191.609,,,,13.13,,,,204.739
2015-04-28,18.694666666666667,22.152666666666665,3.4586666666666663,6.174,30.439500000000002,,189.957,,,,12.913,,,,202.87
2015-04-29,7.222333333333334,8.027666666666667,0.8056666666666666,4.375,14.146,,186.174,,,,5.261,,,,191.435
2015-04-30,11.791666666666666,12.805666666666667,1.014,5.0,10.708,,185.913,,,,8.043,,,,193.957
2015-05-01,16.32466666666667,18.077333333333332,1.7526666666666666,5.75,13.674,,186.619,,,,10.429,,,,197.048
2015-05-02,14.472333333333333,15.985999999999999,1.514,6.542,16.2085,,187.391,,,,11.391,,,,198.783
2015-05-03,5.625,6.222333333333334,0.5973333333333334,4.542,10.375,,184.913,,,,5.0,,,,189.913
2015-05-04,5.913,6.681333333333334,0.7683333333333332,3.167,8.5415,,184.783,,,,6.609,,,,191.391
2015-05-05,4.208333333333333,4.4303333333333335,0.22233333333333336,4.0,13.271,,189.174,,,,5.087,,,,194.261
2015-05-06,8.458333333333334,8.680666666666667,0.22233333333333336,4.583,16.5835,,189.13,,,,7.739,,,,196.87
2015-05-07,12.083333333333334,12.708333333333334,0.625,5.375,13.521,,188.739,,,,9.043,,,,197.783
2015-05-08,10.847333333333333,11.361333333333334,0.514,5.125,14.6665,,188.609,,,,7.783,,,,196.391
2015-05-09,18.541666666666668,19.583,1.0416666666666667,5.208,17.042,,190.826,,,,13.87,,,,204.696
2015-05-10,4.653,4.708333333333333,0.05566666666666667,4.042,14.521,,190.217,,,,4.826,,,,195.043
2015-05-11,11.180666666666667,12.444,1.263,4.0,11.1875,,189.391,,,,5.609,,,,195.0
2015-05-12,11.375,12.444333333333333,1.0693333333333332,2.833,11.917,,186.13,,,,4.87,,,,191.0
2015-05-13,14.293999999999999,15.488999999999999,1.1946666666666665,6.125,22.5265,,192.087,,,,9.696,,,,201.783
2015-05-14,22.138666666666666,24.264,2.1246666666666667,6.25,24.417,,193.0,,,,14.522,,,,207.522
2015-05-15,17.514,19.889,2.375,4.917,23.369500000000002,,186.182,,,,14.364,,,,200.545
2015-05-16,9.805666666666667,11.027666666666667,1.2223333333333333,3.542,20.7915,,189.957,,,,9.565,,,,199.522
2015-05-17,8.597,9.166666666666666,0.5693333333333334,4.5,17.125,,190.304,,,,7.826,,,,198.13
2015-05-18,15.289666666666667,17.68133333333333,2.3913333333333333,4.696,19.0625,,189.957,,,,9.087,,,,199.043
2015-05-19,14.653,16.833333333333332,2.1806666666666668,3.708,7.4165,,189.0,,,,9.826,,,,198.826
2015-05-20,13.236333333333334,16.278000000000002,3.0416666666666665,4.542,17.1875,,189.304,,,,9.304,,,,198.609
2015-05-21,8.180666666666667,8.889000000000001,0.7083333333333334,4.083,8.2295,,189.391,,,,4.652,,,,194.043
2015-05-22,19.625,22.388666666666666,2.764,5.958,12.8695,,191.905,,,,13.762,,,,205.667
2015-05-23,20.138666666666666,21.847333333333335,1.7083333333333333,6.833,17.5415,,191.522,,,,16.043,,,,207.565
2015-05-24,6.8053333333333335,7.333666666666666,0.5276666666666667,6.375,16.104,,189.261,,,,7.522,,,,196.783
2015-05-25,12.246333333333332,13.014333333333333,0.7680000000000001,5.913,17.182000000000002,,189.043,,,,7.957,,,,197.0
2015-05-26,15.597333333333333,16.972333333333335,1.375,6.042,13.928,,188.522,,,,13.565,,,,202.087
2015-05-27,23.472333333333335,25.0,1.5276666666666667,8.75,21.8335,,191.043,,,,16.739,,,,207.783
2015-05-28,15.889000000000001,16.694666666666667,0.8056666666666666,6.958,27.4665,,190.522,,,,13.435,,,,203.957
2015-05-29,7.805666666666667,8.388666666666667,0.5833333333333334,5.833,20.847,,186.6,,,,7.5,,,,194.1
2015-05-30,13.110999999999999,13.680666666666667,0.5693333333333334,8.875,27.5625,,189.565,,,,14.478,,,,204.043
2015-05-31,4.222333333333333,4.375,0.153,5.542,18.3545,,188.696,,,,5.565,,,,194.261
2015-06-01,12.356333333333334,13.260666666666665,0.9046666666666666,5.957,17.5415,,189.565,,,,11.957,,,,201.522
2015-06-02,13.791666666666666,14.777666666666667,0.9860000000000001,5.292,20.25,,187.522,,,,9.783,,,,197.304
2015-06-03,14.680666666666667,16.305666666666667,1.625,4.25,10.8955,,188.87,,,,11.696,,,,200.565
2015-06-04,8.635333333333334,9.776666666666666,1.1413333333333333,4.625,7.2844999999999995,,188.087,,,,5.913,,,,194.0
2015-06-05,15.933666666666667,18.174666666666667,2.241,3.875,5.875,,190.095,,,,10.333,,,,200.429
2015-06-06,4.944333333333334,5.403,0.4583333333333333,3.333,5.0625,,188.696,,,,5.261,,,,193.957
2015-06-07,4.902666666666667,5.166666666666667,0.264,3.667,11.5,,187.696,,,,6.957,,,,194.652
2015-06-08,6.724666666666667,7.579666666666665,0.855,3.273,6.9585,,186.522,,,,3.609,,,,190.13
2015-06-09,10.722333333333333,12.499666666666668,1.7776666666666667,2.833,3.6875,,187.652,,,,9.957,,,,197.609
2015-06-10,9.694333333333333,11.749666666666668,2.0556666666666668,3.833,10.0815,,188.435,,,,13.261,,,,201.696
2015-06-11,12.75,13.986333333333334,1.2363333333333333,4.083,13.0435,,191.524,,,,12.857,,,,204.381
2015-06-12,11.611333333333334,13.305666666666667,1.6943333333333335,4.208,19.0835,,193.217,,,,14.0,,,,207.217
2015-06-13,10.944333333333333,11.764000000000001,0.8196666666666667,6.25,34.6875,,197.261,,,,14.087,,,,211.348
2015-06-14,8.180666666666667,8.639000000000001,0.4583333333333333,4.917,17.7085,,188.739,,,,10.087,,,,198.826
2015-06-15,13.637666666666666,14.681,1.0436666666666667,5.375,18.1665,,189.174,,,,13.913,,,,203.087
2015-06-16,16.569333333333333,17.527666666666665,0.9586666666666668,5.348,26.833,,196.522,,,,18.739,,,,215.261
2015-06-17,11.319333333333333,12.749666666666668,1.4306666666666665,4.375,24.521,,193.043,,,,12.913,,,,205.957
2015-06-18,5.541666666666667,6.069333333333333,0.5276666666666666,3.625,9.968,,187.087,,,,3.348,,,,190.435
2015-06-19,8.708333333333334,9.208,0.4996666666666667,3.708,7.125,,188.478,,,,7.391,,,,195.87
2015-06-20,11.416333333333334,13.708333333333334,2.2916666666666665,3.917,13.854,,191.87,,,,21.522,,,,213.391
2015-06-21,6.416666666666667,6.861,0.4443333333333333,3.042,8.8545,,190.348,,,,9.696,,,,200.043
2015-06-22,11.623333333333335,13.072666666666668,1.4493333333333334,3.875,14.0,,189.652,,,,10.435,,,,200.087
2015-06-23,13.5,14.569333333333333,1.0693333333333335,4.261,19.7915,,192.261,,,,11.478,,,,203.739
2015-06-24,13.722333333333333,14.916666666666666,1.1943333333333335,4.5,22.4585,,192.087,,,,14.696,,,,206.783
2015-06-25,7.291666666666667,8.194333333333333,0.9026666666666667,3.625,18.078000000000003,,187.435,,,,6.348,,,,193.783
2015-06-26,11.180666666666667,11.902666666666667,0.722,2.917,5.9375,,185.636,,,,5.591,,,,191.227
2015-06-27,9.208333333333334,9.847333333333333,0.639,3.167,6.1045,,191.217,,,,9.217,,,,200.435
2015-06-28,2.139,2.1666666666666665,0.028,3.0,4.875,,186.783,,,,3.609,,,,190.391
2015-06-29,5.478333333333334,6.1306666666666665,0.6523333333333333,3.583,6.771,,185.522,,,,4.696,,,,190.217
2015-06-30,9.639000000000001,10.917,1.2776666666666667,3.292,9.042,,186.13,,,,5.739,,,,191.87
2015-07-01,16.265,18.105999999999998,1.8406666666666667,3.087,6.0344999999999995,,187.783,,,,11.043,,,,198.826
2015-07-02,18.139,21.014,2.875,4.75,16.375,,193.043,,,,13.217,,,,206.261
2015-07-03,15.208333333333334,17.027666666666665,1.8196666666666665,4.25,17.2255,,193.696,,,,12.609,,,,206.304
2015-07-04,18.653000000000002,19.986333333333334,1.3333333333333333,5.417,18.6045,,196.435,,,,14.957,,,,211.391
2015-07-05,6.583333333333333,7.347,0.7636666666666666,3.708,17.25,,193.478,,,,8.13,,,,201.609
