date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,CO_mean,HUM_max,HUM_mean,HUM_min,TEMP_max,TEMP_mean,TEMP_min
2017-03-08,33.146,70.354,37.208,1.042,25.521,,99.0,84.833,62.0,16.4,10.129,7.8
2017-03-09,15.708,32.271,16.562,0.0,4.083,,99.0,67.75,46.0,13.6,10.283,5.1
2017-03-10,11.625,21.375,9.75,0.0,5.792,,62.0,49.375,33.0,11.1,6.692,3.8
2017-03-11,12.084,19.042,6.958,0.458,13.688,,87.0,52.208,29.0,13.6,7.542,1.4
2017-03-12,30.892,59.587,28.696,0.609,12.333,,64.0,41.042,22.0,15.2,9.433,4.1
2017-03-13,39.083,68.646,29.562,2.083,25.73,,80.0,52.208,24.0,19.8,12.067,5.0
2017-03-14,37.292,65.167,27.875,2.792,31.354,,72.0,55.792,38.0,22.4,15.396,8.4
2017-03-15,26.729,50.11,23.38,1.957,28.625,,93.0,65.583,40.0,22.2,16.417,10.4
2017-03-16,18.542,33.104,14.562,0.0,7.958,,99.0,79.125,52.0,15.3,11.254,6.1
2017-03-17,22.595,38.108,15.512,0.125,7.366,,74.0,48.208,23.0,14.7,8.604,2.8
2017-03-18,15.646,21.167,5.521,0.708,11.812,,81.0,63.625,46.0,17.0,11.779,5.1
2017-03-19,27.804,61.37,33.566,0.087,19.812,,99.0,88.167,70.0,14.4,13.254,12.5
2017-03-20,24.917,51.542,26.625,0.042,6.646,,99.0,92.75,75.0,13.2,10.221,6.9
2017-03-21,26.708,52.75,26.042,0.042,10.938,,99.0,98.583,95.0,9.4,7.888,6.4
2017-03-22,20.562,45.792,25.229,0.042,3.938,,99.0,78.583,52.0,14.2,10.458,8.0
2017-03-23,16.75,35.062,18.312,0.167,2.771,,82.0,60.958,42.0,14.8,9.842,6.2
2017-03-24,22.792,46.584,23.792,0.583,8.666,,85.0,50.292,20.0,17.2,11.188,4.1
2017-03-25,18.292,23.5,5.208,0.833,37.75,,74.0,50.083,30.0,19.8,13.783,7.3
2017-03-26,37.826,60.565,22.739,1.957,43.958,,75.0,55.042,24.0,22.7,15.158,8.2
2017-03-27,44.938,74.23,29.292,3.417,45.25,,78.0,54.125,28.0,22.4,16.179,10.2
2017-03-28,36.771,59.646,22.875,2.875,39.312,,73.0,53.292,24.0,24.8,17.525,10.4
2017-03-29,31.0,53.416,22.417,3.458,40.875,,77.0,54.333,25.0,24.8,17.704,11.9
2017-03-30,18.834,32.3,13.467,0.458,15.816,,55.0,34.417,16.0,19.9,14.45,9.6
2017-03-31,22.375,36.958,14.584,1.5,17.416,,78.0,55.042,35.0,19.7,14.042,7.7
2017-04-01,21.02,37.354,16.334,0.292,14.062,,97.0,75.458,59.0,11.9,9.292,6.6
2017-04-02,11.042,16.729,5.688,0.375,8.104,,70.0,46.167,21.0,16.6,10.704,5.8
2017-04-03,23.544,43.74,20.196,0.652,19.208,,70.0,44.958,26.0,17.9,11.638,4.5
2017-04-04,28.608,57.923,29.314,0.652,25.216,,71.0,45.583,21.0,21.1,13.867,6.8
2017-04-05,26.542,41.27,14.729,1.375,27.896,,71.0,58.875,44.0,19.4,14.708,8.5
2017-04-06,15.27,21.75,6.479,0.708,23.771,,96.0,76.75,49.0,20.1,16.042,13.6
2017-04-07,17.771,23.354,5.583,0.25,21.146,,99.0,92.375,79.0,19.9,17.638,15.6
2017-04-08,22.48,40.458,17.979,0.208,21.438,,99.0,96.208,92.0,19.8,18.292,16.6
2017-04-09,9.938,14.5,4.562,0.333,9.625,,99.0,75.583,53.0,19.8,16.979,12.9
2017-04-10,26.086,50.392,24.304,1.304,15.521,,68.0,52.792,41.0,15.5,13.4,11.1
2017-04-11,30.125,61.203,31.078,0.261,16.0,,98.0,88.375,47.0,13.0,11.458,9.5
2017-04-12,20.916,36.334,15.416,0.542,9.896,,97.0,53.667,30.0,18.0,14.221,10.2
2017-04-13,29.688,55.896,26.208,0.833,17.292,,63.0,39.708,24.0,18.6,13.104,7.0
2017-04-14,31.25,52.333,21.083,1.708,26.938,,65.0,47.458,29.0,22.7,15.679,7.7
2017-04-15,29.75,43.979,14.229,1.333,27.333,,91.0,66.458,49.0,19.6,16.262,12.5
2017-04-16,15.458,19.938,4.479,1.917,23.75,,84.0,62.042,30.0,26.5,19.033,12.3
2017-04-17,17.956,31.565,13.608,0.783,18.916,,98.0,80.25,50.0,22.6,17.583,15.4
2017-04-18,17.312,27.579,10.266,0.458,8.25,,99.0,63.208,45.0,20.6,18.325,13.8
2017-04-19,23.167,39.375,16.208,0.25,15.208,,95.0,54.833,31.0,19.1,15.158,12.1
2017-04-20,27.771,49.75,21.979,0.833,17.292,,65.0,44.5,30.0,21.4,16.25,9.9
2017-04-21,32.446,52.056,19.61,1.81,26.584,,64.0,53.708,38.0,20.1,16.858,14.0
2017-04-22,15.605,24.562,8.958,0.5,16.77,,59.0,41.208,21.0,21.2,16.396,11.8
2017-04-23,9.896,14.062,4.166,0.458,9.0,,70.0,41.542,20.0,21.4,15.562,8.8
2017-04-24,20.652,34.022,13.37,0.87,14.375,,71.0,58.083,39.0,21.8,16.679,11.6
2017-04-25,18.104,28.646,10.542,0.833,13.438,,73.0,54.958,39.0,22.0,17.996,14.5
2017-04-26,31.375,58.875,27.5,0.542,18.458,,98.0,83.5,60.0,16.6,15.604,14.5
2017-04-27,23.729,43.834,20.104,0.583,8.333,,95.0,46.417,21.0,21.2,15.888,12.5
2017-04-28,31.334,57.396,26.062,1.708,14.666,,62.0,42.75,22.0,21.6,16.0,8.9
2017-04-29,23.952,33.074,9.122,1.083,18.149,,89.0,64.042,32.0,21.9,14.679,10.9
2017-04-30,17.98,22.062,4.084,2.167,20.208,,90.0,56.0,27.0,25.9,17.762,9.0
2017-05-01,25.435,39.587,14.152,1.304,23.584,,71.0,54.083,31.0,23.1,18.383,13.9
2017-05-02,19.878,32.208,12.329,1.545,10.624,,66.0,45.542,21.0,23.8,17.433,10.8
2017-05-03,12.833,15.584,2.75,0.833,9.646,,71.0,53.5,35.0,22.9,19.05,15.0
2017-05-04,8.104,9.979,1.875,0.417,8.334,,72.0,57.208,39.0,24.2,19.742,15.0
2017-05-05,11.125,14.66,3.535,1.208,15.479,,83.0,58.875,39.0,27.5,21.967,15.7
2017-05-06,24.792,43.042,18.25,1.833,25.042,,85.0,72.083,60.0,23.4,20.442,17.7
2017-05-07,18.042,25.542,7.5,0.833,32.062,,88.0,38.958,14.0,25.0,20.85,16.3
2017-05-08,41.043,74.261,33.217,2.304,28.479,,52.0,32.25,16.0,28.7,21.7,14.1
2017-05-09,45.167,84.458,39.292,2.5,29.25,,90.0,50.875,31.0,24.3,20.404,16.8
2017-05-10,30.248,52.822,22.574,0.542,26.916,,97.0,86.833,77.0,18.9,17.154,15.1
2017-05-11,28.584,48.062,19.48,0.75,26.625,,98.0,66.5,40.0,25.6,20.967,16.4
2017-05-12,33.236,53.916,20.68,2.304,34.686,,82.0,56.917,33.0,28.6,23.417,16.8
2017-05-13,19.979,28.084,8.104,0.417,27.625,,97.0,88.417,63.0,22.2,18.333,16.3
2017-05-14,11.396,15.105,3.708,0.667,14.042,,96.0,73.708,46.0,26.7,20.867,15.6
2017-05-15,19.239,29.956,10.718,1.0,16.862,,84.0,61.042,40.0,26.2,21.583,17.7
2017-05-16,23.479,40.771,17.292,0.875,12.271,,64.0,51.125,38.0,22.5,19.158,15.3
2017-05-17,28.062,53.958,25.896,1.0,10.334,,74.0,49.667,26.0,24.4,19.933,15.8
2017-05-18,23.229,42.417,19.188,1.0,16.896,,81.0,55.208,26.0,27.1,21.396,16.0
2017-05-19,25.666,39.229,13.562,2.167,21.375,,78.0,53.083,24.0,28.9,22.738,16.0
2017-05-20,23.728,31.92,8.192,3.0,24.25,,68.0,46.0,29.0,32.3,24.979,17.4
2017-05-21,16.882,18.952,2.07,3.583,31.416,,70.0,48.792,28.0,32.1,25.829,20.0
2017-05-22,13.544,17.609,4.065,1.304,18.375,,73.0,57.375,32.0,30.8,24.604,20.9
2017-05-23,17.312,25.646,8.334,0.75,13.98,,78.0,58.917,34.0,29.5,23.792,18.9
2017-05-24,34.125,66.125,32.0,0.583,21.646,,87.0,69.0,57.0,25.2,22.6,20.1
2017-05-25,23.912,36.296,12.384,0.542,20.875,,98.0,85.958,68.0,22.9,20.671,18.6
2017-05-26,20.446,34.532,14.086,0.042,14.721,,98.0,85.458,73.0,23.8,20.667,17.3
2017-05-27,16.666,28.416,11.75,0.083,3.208,,83.0,58.708,37.0,24.1,19.342,14.7
2017-05-28,11.312,16.292,4.979,0.667,6.562,,80.0,53.625,38.0,25.5,20.792,14.3
2017-05-29,24.522,40.282,15.761,2.522,16.334,,79.0,50.708,30.0,30.6,23.321,15.8
2017-05-30,28.188,44.104,15.916,3.0,29.729,,68.0,51.667,35.0,33.3,26.229,18.9
2017-05-31,12.354,14.736,2.382,1.208,34.304,,78.0,69.4,57.0,28.5,24.9,22.0
2017-06-01,21.332,38.846,17.516,1.0,19.534,,96.0,66.667,38.0,30.0,24.721,19.6
2017-06-02,19.787,34.83,15.043,0.583,6.938,,95.0,59.292,31.0,24.3,20.725,17.9
2017-06-03,12.645,23.104,10.458,0.0,5.229,,69.0,48.167,34.0,24.5,20.025,15.6
2017-06-04,8.438,13.896,5.458,0.208,4.562,,62.0,44.458,28.0,26.3,20.933,15.5
2017-06-05,19.196,37.434,18.239,0.87,5.542,,62.0,44.625,28.0,27.0,21.462,16.2
2017-06-06,20.125,32.896,12.771,1.5,11.98,,74.0,59.208,43.0,26.2,21.883,16.2
2017-06-07,9.146,10.75,1.604,0.417,12.938,,99.0,79.833,69.0,22.5,20.517,17.7
2017-06-08,20.666,38.396,17.729,0.625,8.062,,99.0,85.5,61.0,25.6,20.162,17.2
2017-06-09,27.774,49.456,21.682,1.042,11.083,,87.0,56.708,28.0,29.7,23.658,17.3
2017-06-10,18.792,26.916,8.125,1.208,22.104,,85.0,57.583,34.0,29.5,23.692,18.4
2017-06-11,9.458,13.5,4.042,0.5,10.062,,67.0,42.292,19.0,28.0,22.371,18.6
2017-06-12,16.072,30.367,14.294,0.455,4.708,,66.0,47.458,35.0,25.9,21.271,17.9
2017-06-13,20.771,39.416,18.646,0.75,9.396,,75.0,52.458,32.0,26.6,21.0,15.7
2017-06-14,23.834,45.667,21.834,1.125,8.146,,79.0,43.75,20.0,28.6,22.488,16.3
2017-06-15,29.084,45.854,16.77,2.125,14.812,,66.0,44.625,26.0,29.7,23.975,16.4
2017-06-16,22.292,36.208,13.916,1.042,12.75,,67.0,52.25,38.0,27.8,23.296,19.2
2017-06-17,17.458,27.438,9.98,1.458,12.0,,72.0,56.958,41.0,28.2,23.075,17.2
2017-06-18,15.708,19.729,4.021,1.792,21.25,,79.0,65.625,53.0,25.4,23.288,21.3
2017-06-19,25.065,42.848,17.782,1.261,21.188,,85.0,52.083,30.0,32.2,26.171,19.0
2017-06-20,23.396,34.0,10.604,1.917,30.104,,76.0,59.167,40.0,30.8,25.762,20.9
2017-06-21,19.042,35.562,16.521,0.167,10.23,,99.0,90.792,71.0,24.1,21.525,18.3
2017-06-22,27.812,46.875,19.062,1.25,11.084,,78.0,60.292,36.0,29.4,24.704,20.4
2017-06-23,26.188,36.896,10.708,1.625,26.688,,87.0,61.667,41.0,32.6,26.133,19.8
2017-06-24,22.188,32.042,9.854,2.0,27.77,,85.0,71.5,57.0,29.0,25.425,22.7
2017-06-25,12.229,17.02,4.792,0.125,16.625,,99.0,92.0,79.0,24.3,22.971,21.6
2017-06-26,24.196,41.261,17.066,1.043,12.208,,85.0,60.0,39.0,31.0,26.233,21.1
2017-06-27,27.542,44.0,16.458,2.125,28.146,,86.0,71.333,55.0,29.6,26.042,23.6
2017-06-28,29.896,52.312,22.416,1.0,25.958,,97.0,81.917,63.0,29.2,25.367,23.2
2017-06-29,27.084,39.5,12.416,2.333,38.458,,91.0,74.292,55.0,29.4,26.192,23.1
2017-06-30,25.25,42.188,16.938,0.417,19.208,,99.0,93.167,81.0,26.4,23.792,21.7
2017-07-01,20.667,31.792,11.125,0.833,30.021,,97.0,82.583,62.0,31.7,27.512,24.0
2017-07-02,10.583,18.042,7.458,0.333,17.375,,93.0,76.375,53.0,33.5,28.621,25.3
2017-07-03,19.034,42.331,23.298,1.0,28.544,,95.0,68.583,49.0,34.6,30.288,24.7
2017-07-04,21.708,38.906,17.198,0.739,27.279,,99.0,83.375,63.0,31.6,27.6,24.6
2017-07-05,18.688,39.292,20.604,0.667,7.833,,99.0,75.417,59.0,30.0,27.154,24.4
2017-07-06,23.334,46.0,22.667,0.583,13.77,,87.0,60.625,39.0,32.4,27.779,22.4
2017-07-07,24.292,44.354,20.062,1.75,19.916,,84.0,54.875,32.0,35.2,29.033,22.9
2017-07-08,16.28,25.399,9.119,1.875,22.812,,80.0,59.25,45.0,35.8,29.829,23.4
2017-07-09,13.375,18.125,4.75,1.625,34.084,,91.0,74.75,64.0,31.2,28.804,26.6
2017-07-10,16.956,34.13,17.174,0.696,19.375,,98.0,83.875,67.0,30.6,27.804,25.6
2017-07-11,14.084,24.312,10.23,0.625,18.312,,93.0,74.25,54.0,33.5,29.296,25.7
2017-07-12,17.565,29.188,11.622,0.435,25.524,,99.0,80.375,54.0,35.0,28.938,26.3
2017-07-13,16.106,24.445,8.339,0.565,22.958,,99.0,79.583,58.0,33.1,29.321,25.8
2017-07-14,16.482,35.484,19.002,0.458,15.583,,99.0,84.958,50.0,31.9,27.825,25.2
2017-07-15,15.979,27.625,11.645,1.25,18.812,,91.0,68.792,44.0,35.1,29.979,25.3
2017-07-16,8.02,12.75,4.73,0.875,23.125,,87.0,63.75,38.0,36.3,30.683,26.0
2017-07-17,11.582,21.672,10.09,0.696,15.104,,99.0,74.75,46.0,34.5,28.888,24.2
2017-07-18,18.646,40.375,21.729,0.5,19.021,,81.0,64.333,45.0,34.3,30.108,26.8
2017-07-19,20.104,32.0,11.896,1.167,22.584,,80.0,66.333,48.0,34.6,29.921,26.1
2017-07-20,16.334,24.104,7.771,0.917,21.479,,84.0,69.417,53.0,33.9,29.917,26.8
2017-07-21,12.655,26.098,13.443,0.208,14.438,,84.0,69.25,52.0,33.8,29.958,26.3
2017-07-22,11.52,22.292,10.77,0.917,17.084,,88.0,69.417,51.0,34.7,30.338,26.5
2017-07-23,8.482,11.664,3.182,0.333,20.527,,97.0,85.042,76.0,29.8,27.875,26.9
2017-07-24,15.799,28.367,12.567,0.739,23.666,,96.0,77.75,60.0,33.7,29.8,26.8
2017-07-25,19.271,30.354,11.084,0.292,41.292,,99.0,92.083,75.0,30.8,28.275,26.4
2017-07-26,20.25,38.729,18.48,0.667,34.354,,99.0,79.042,54.0,35.4,30.338,27.3
2017-07-27,25.396,50.77,25.375,0.875,20.666,,99.0,83.5,69.0,29.1,27.458,25.3
2017-07-28,23.962,36.991,13.029,1.583,35.479,,91.0,74.5,60.0,34.0,29.829,26.2
2017-07-29,12.73,19.042,6.312,1.042,31.25,,86.0,70.417,52.0,34.7,30.712,27.5
2017-07-30,5.917,9.166,3.25,0.542,23.146,,95.0,81.375,74.0,29.9,28.3,26.9
2017-07-31,16.877,28.516,11.638,1.348,29.625,,89.0,71.083,52.0,36.0,30.742,27.0
2017-08-01,19.708,37.938,18.229,0.917,25.562,,87.0,67.583,50.0,35.3,30.85,27.6
2017-08-02,18.75,32.48,13.729,1.125,16.688,,88.0,66.5,47.0,34.9,29.454,25.8
2017-08-03,23.125,44.229,21.104,1.435,16.346,,95.0,75.292,59.0,32.0,28.467,24.7
2017-08-04,17.366,33.738,16.371,1.0,14.971,,83.0,72.625,59.0,33.7,30.4,27.5
2017-08-05,12.188,25.146,12.958,0.583,13.833,,98.0,79.667,63.0,33.3,30.217,27.0
2017-08-06,5.542,8.188,2.646,0.333,21.146,,92.0,71.5,48.0,35.8,31.296,27.6
2017-08-07,5.217,7.261,2.043,0.0,17.708,,99.0,85.542,70.0,30.8,28.45,26.5
2017-08-08,10.938,22.438,11.5,0.042,9.604,,99.0,77.958,59.0,31.3,28.133,25.6
2017-08-09,18.146,37.875,19.729,0.875,13.042,,82.0,60.667,45.0,35.4,30.817,26.1
2017-08-10,21.458,38.75,17.292,1.167,27.084,,99.0,72.917,56.0,34.3,30.296,26.3
2017-08-11,15.938,21.084,5.146,0.417,30.77,,99.0,93.875,70.0,32.1,28.238,26.8
2017-08-12,9.916,18.5,8.584,0.458,14.0,,99.0,76.0,53.0,33.3,29.067,26.2
2017-08-13,6.646,11.979,5.333,0.167,7.438,,81.0,66.083,49.0,34.0,28.938,24.9
2017-08-14,9.196,17.957,8.761,0.435,9.938,,84.0,70.75,58.0,31.2,28.238,25.4
2017-08-15,10.02,17.792,7.771,0.208,8.125,,99.0,92.875,72.0,27.4,25.104,23.1
2017-08-16,15.675,27.688,12.012,0.542,7.984,,99.0,90.375,73.0,29.8,26.625,24.3
2017-08-17,18.284,33.055,14.772,1.304,15.23,,95.0,76.542,58.0,33.3,29.129,25.6
2017-08-18,12.568,16.666,4.098,0.217,14.614,,99.0,91.417,69.0,31.6,27.204,23.7
2017-08-19,16.5,28.062,11.562,0.25,9.146,,99.0,75.625,49.0,33.9,28.85,24.1
2017-08-20,8.25,12.708,4.458,1.292,20.292,,91.0,74.75,54.0,33.7,29.304,25.0
2017-08-21,15.456,23.108,7.652,0.435,34.229,,88.0,72.875,54.0,34.3,30.171,26.8
2017-08-22,20.854,38.771,17.916,0.5,30.917,,94.0,77.958,59.0,33.7,29.412,25.4
2017-08-23,19.271,42.75,23.479,0.5,14.48,,99.0,84.375,68.0,31.7,28.179,24.9
2017-08-24,15.438,42.062,26.625,0.583,14.646,,96.0,66.958,42.0,36.6,31.708,26.1
2017-08-25,17.625,43.188,25.562,1.5,19.875,,86.0,72.625,54.0,34.9,30.638,27.4
2017-08-26,16.27,28.104,11.834,0.625,10.708,,88.0,62.208,41.0,31.5,28.292,25.0
2017-08-27,11.604,15.646,4.042,1.417,18.229,,87.0,64.208,45.0,32.9,27.808,21.6
2017-08-28,21.608,33.848,12.24,1.435,27.292,,90.0,73.25,56.0,32.1,28.592,25.2
2017-08-29,22.188,33.562,11.375,1.125,38.916,,99.0,75.625,49.0,34.8,30.125,25.5
2017-08-30,19.834,36.333,16.5,0.917,18.125,,91.0,65.75,48.0,34.5,29.908,26.0
2017-08-31,18.729,36.208,17.479,0.542,11.021,,74.0,54.292,38.0,33.8,28.167,23.8
2017-09-01,21.734,40.809,19.074,0.636,9.168,,64.0,49.292,35.0,32.5,27.058,22.5
2017-09-02,14.35,25.134,10.784,0.375,10.95,,75.0,55.083,42.0,31.3,26.779,22.5
2017-09-03,8.416,13.375,4.958,0.042,7.833,,67.0,49.083,34.0,31.2,26.254,21.4
2017-09-04,24.13,41.13,17.0,0.087,13.312,,68.0,58.083,47.0,29.7,25.525,22.0
2017-09-05,28.792,48.396,19.604,0.583,26.146,,99.0,72.167,44.0,31.5,25.617,21.2
2017-09-06,24.396,40.771,16.375,0.0,13.188,,99.0,92.833,80.0,26.0,23.508,21.0
2017-09-07,30.146,53.979,23.834,0.0,28.292,,99.0,94.833,81.0,27.3,25.196,23.5
2017-09-08,21.292,39.958,18.666,0.0,8.062,,99.0,65.625,41.0,32.3,27.021,23.0
2017-09-09,18.292,30.916,12.625,0.25,15.146,,82.0,68.208,51.0,30.8,26.271,21.8
2017-09-10,10.5,13.292,2.792,0.083,16.438,,91.0,71.5,47.0,32.0,27.412,23.5
2017-09-11,8.392,10.434,2.043,0.0,14.645,,99.0,77.125,61.0,29.6,26.496,23.0
2017-09-12,26.021,60.271,34.25,0.0,11.896,,99.0,90.375,72.0,27.7,24.996,23.1
2017-09-13,21.312,44.833,23.521,0.042,12.771,,99.0,68.25,42.0,31.7,26.238,21.5
2017-09-14,22.057,46.502,24.445,0.0,11.31,,82.0,59.75,39.0,30.2,24.817,20.9
2017-09-15,25.979,50.708,24.729,0.042,8.834,,78.0,55.708,38.0,28.1,23.688,19.7
2017-09-16,20.354,40.229,19.875,0.125,18.292,,99.0,95.75,80.0,21.6,19.917,19.3
2017-09-17,8.438,15.062,6.625,0.167,6.812,,99.0,89.125,66.0,28.7,22.817,19.3
2017-09-18,11.37,19.456,8.087,0.0,7.48,,88.0,65.375,48.0,29.1,25.608,21.9
2017-09-19,26.375,49.688,23.312,0.542,16.125,,88.0,66.5,44.0,29.1,24.512,19.1
2017-09-20,31.916,49.254,17.338,0.5,32.662,,95.0,71.917,56.0,27.5,23.933,21.2
2017-09-21,26.125,49.98,23.854,0.042,12.875,,88.0,62.333,38.0,29.1,23.646,18.5
2017-09-22,29.271,57.854,28.584,0.5,26.02,,99.0,81.5,62.0,24.7,21.562,18.6
2017-09-23,14.292,24.812,10.521,0.125,12.312,,99.0,76.083,48.0,29.6,24.167,20.3
2017-09-24,15.271,20.416,5.146,0.333,17.75,,90.0,64.292,33.0,28.6,24.088,20.2
2017-09-25,30.87,52.413,21.544,1.826,22.062,,87.0,61.667,29.0,30.1,24.183,18.3
2017-09-26,25.25,44.229,18.979,1.542,23.188,,87.0,68.833,44.0,29.9,24.746,19.4
2017-09-27,14.145,17.229,3.084,0.0,15.729,,99.0,78.75,56.0,28.7,24.354,19.4
2017-09-28,22.604,47.125,24.521,0.0,7.542,,99.0,80.25,54.0,25.0,21.054,17.9
2017-09-29,24.166,45.208,21.042,0.375,10.402,,86.0,58.208,39.0,26.4,20.758,13.8
2017-09-30,19.208,34.354,15.146,0.042,9.834,,73.0,52.75,28.0,26.8,21.658,17.6
2017-10-01,14.938,19.334,4.396,0.917,15.104,,78.0,59.583,41.0,26.4,21.479,14.9
2017-10-02,19.62,32.08,12.46,0.0,12.974,,99.0,86.708,66.0,25.3,21.833,19.1
2017-10-03,20.958,45.812,24.854,0.042,6.875,,99.0,79.042,54.0,28.9,22.583,19.7
2017-10-04,19.292,40.208,20.917,0.0,6.396,,56.0,47.5,35.0,24.2,20.083,16.0
2017-10-05,23.75,41.938,18.188,0.417,9.166,,79.0,56.696,44.0,22.7,18.658,13.9
2017-10-06,24.854,50.938,26.084,0.75,17.708,,99.0,88.167,71.0,20.2,17.421,15.5
2017-10-07,23.458,47.896,24.438,0.083,8.688,,99.0,91.458,73.0,24.6,20.192,15.9
2017-10-08,10.438,18.73,8.292,0.167,10.584,,99.0,79.458,57.0,28.4,23.467,18.1
2017-10-09,19.76,30.304,10.544,0.304,18.604,,99.0,82.25,63.0,27.7,23.771,20.5
2017-10-10,22.48,47.958,25.48,0.208,22.479,,97.0,73.25,49.0,30.3,24.521,20.0
2017-10-11,30.042,60.084,30.042,0.417,27.875,,94.0,71.208,51.0,30.6,25.392,20.1
2017-10-12,24.312,52.604,28.292,0.125,20.542,,90.0,75.625,62.0,25.6,22.912,20.7
2017-10-13,23.336,50.376,27.042,0.0,6.712,,99.0,80.708,67.0,20.3,19.417,17.8
2017-10-14,21.0,45.938,24.938,0.0,10.604,,99.0,90.042,75.0,22.9,20.004,17.7
2017-10-15,10.875,19.084,8.208,0.0,8.0,,99.0,93.5,85.0,19.4,18.296,16.3
2017-10-16,23.87,56.804,32.934,0.217,4.416,,99.0,98.833,95.0,17.4,15.95,14.8
2017-10-17,32.896,77.104,44.208,0.167,11.188,,99.0,93.667,78.0,18.8,16.275,15.0
2017-10-18,32.375,72.0,39.625,0.875,11.5,,97.0,69.583,47.0,20.8,17.167,12.6
2017-10-19,27.271,63.125,35.854,0.0,12.979,,99.0,97.458,94.0,16.6,15.575,13.8
2017-10-20,27.146,69.375,42.23,0.125,10.146,,99.0,93.833,78.0,20.0,17.904,15.3
2017-10-21,20.708,56.77,36.062,0.0,12.312,,99.0,97.875,93.0,19.3,18.688,17.9
2017-10-22,8.104,14.105,6.0,0.0,2.334,,99.0,98.417,93.0,18.9,18.15,17.6
2017-10-23,12.522,23.608,11.087,0.0,2.25,,99.0,61.083,45.0,19.5,17.512,14.7
2017-10-24,28.932,65.79,36.858,0.609,11.416,,96.0,63.667,52.0,19.2,16.075,13.7
2017-10-25,26.938,59.062,32.125,0.0,7.354,,99.0,86.792,67.0,18.7,15.738,13.3
2017-10-26,30.73,66.5,35.77,0.333,15.48,,96.0,71.208,41.0,22.2,16.279,10.9
2017-10-27,33.662,65.771,32.108,1.125,21.601,,90.0,70.917,45.0,22.8,17.208,11.7
2017-10-28,24.125,48.73,24.604,0.542,30.292,,99.0,93.583,81.0,16.9,15.717,15.0
2017-10-29,10.916,17.875,6.958,0.0,6.917,,99.0,95.792,83.0,18.9,16.838,14.8
2017-10-30,15.717,30.478,14.761,0.0,8.646,,80.0,53.25,36.0,18.6,14.658,10.5
2017-10-31,27.708,63.166,35.458,0.25,11.562,,81.0,57.667,34.0,18.7,13.254,8.3
2017-11-01,32.208,72.688,40.479,1.667,16.542,,86.0,65.458,36.0,21.4,15.346,10.3
2017-11-02,38.714,80.741,42.026,2.364,26.134,,88.0,64.708,27.0,23.1,15.925,10.2
2017-11-03,24.354,42.479,18.125,1.917,23.23,,82.0,67.458,45.0,23.0,17.158,11.6
2017-11-04,19.354,39.042,19.688,0.292,16.583,,93.0,70.167,44.0,18.9,15.375,11.3
2017-11-05,14.855,22.604,7.75,0.167,18.062,,77.0,56.083,35.0,18.3,13.562,10.1
2017-11-06,31.892,68.239,36.348,0.87,19.438,,82.0,64.875,40.0,21.7,15.471,10.4
2017-11-07,36.854,77.896,41.042,1.167,23.834,,85.0,67.083,49.0,22.3,16.9,11.3
2017-11-08,34.458,92.416,57.958,0.875,53.584,,99.0,95.458,83.0,17.9,16.6,15.6
2017-11-09,23.667,50.98,27.312,0.042,18.438,,99.0,55.167,33.0,19.0,15.317,11.3
2017-11-10,35.271,78.542,43.271,1.0,22.125,,83.0,65.5,48.0,19.2,13.654,8.3
2017-11-11,19.125,36.562,17.438,0.167,15.375,,99.0,67.0,39.0,17.6,13.792,11.4
2017-11-12,12.086,20.392,8.306,0.375,5.19,,80.0,54.875,33.0,17.4,12.092,8.1
2017-11-13,31.252,76.589,45.338,2.727,19.854,,89.0,72.917,55.0,18.0,12.946,7.5
2017-11-14,28.146,87.688,59.542,1.167,25.854,,99.0,96.708,91.0,14.6,12.792,10.5
2017-11-15,27.208,63.812,36.604,0.292,18.208,,99.0,75.5,40.0,17.7,12.35,8.9
2017-11-16,26.75,57.333,30.583,0.208,5.979,,84.0,74.208,59.0,11.1,9.158,7.3
2017-11-17,26.979,66.75,39.771,0.417,10.688,,89.0,69.208,46.0,14.6,9.988,5.8
2017-11-18,22.125,51.875,29.75,0.292,11.417,,99.0,89.417,62.0,10.8,9.638,8.4
2017-11-19,12.583,20.958,8.375,0.042,2.479,,92.0,74.667,56.0,9.7,7.333,5.5
2017-11-20,20.739,48.391,27.652,0.261,7.083,,92.0,75.333,54.0,10.4,7.45,4.9
2017-11-21,27.125,71.875,44.75,0.5,8.041,,89.0,64.833,37.0,12.5,7.925,4.1
2017-11-22,29.334,74.334,45.0,2.083,16.938,,99.0,71.167,54.0,13.5,10.054,6.2
2017-11-23,17.625,45.375,27.75,0.042,11.334,,99.0,75.333,47.0,15.0,10.779,6.6
2017-11-24,25.375,53.75,28.375,0.042,6.316,,83.0,63.667,35.0,11.9,8.2,5.9
2017-11-25,24.75,57.938,33.188,0.125,9.396,,85.0,69.542,48.0,12.1,8.162,4.8
2017-11-26,15.351,27.86,12.509,1.458,15.518,,90.0,74.875,52.0,13.4,8.717,3.6
2017-11-27,31.13,74.304,43.174,0.913,14.688,,91.0,64.5,35.0,15.7,11.442,7.5
2017-11-28,31.729,75.312,43.584,3.333,26.416,,88.0,67.792,44.0,18.2,12.142,6.9
2017-11-29,32.416,86.771,54.354,2.125,27.292,,92.0,80.208,63.0,14.6,11.554,8.1
