date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,NMHC_mean,THC_mean,PM25_mean
2011-03-01,90.5,74.792,56.5,16.0915,23.458333333333332,4.864,3.5666666666666664,25.41633333333333,141.0,102.05850000000001,67.0,193.565,16.304,209.87,
2011-03-02,96.0,89.25,77.0,16.5,29.971999999999998,10.736333333333334,1.875,27.611,122.0,93.833,70.5,194.826,27.609,222.435,
2011-03-03,77.0,60.3125,39.5,7.21875,9.235999999999999,1.0276666666666667,2.6943333333333332,13.666666666666666,145.5,94.9165,64.5,190.913,4.87,195.783,
2011-03-04,87.5,73.979,57.5,8.323,10.625,0.8613333333333334,2.1806666666666668,21.458333333333332,96.0,79.2705,66.0,190.783,6.261,197.043,
2011-03-05,96.0,90.4165,79.0,11.87,15.323333333333332,1.5403333333333336,1.3473333333333333,11.485333333333335,130.5,109.0,93.0,188.667,9.19,197.857,
2011-03-06,96.0,79.9165,61.5,16.198,27.583333333333332,8.610999999999999,2.3193333333333332,17.514,187.0,140.58350000000002,107.5,193.087,15.87,208.957,
2011-03-07,71.5,59.958,50.5,8.27075,10.375,1.014,3.222,27.097333333333335,126.5,110.0835,94.0,194.13,7.174,201.304,
2011-03-08,70.5,59.479,46.5,18.003999999999998,24.397333333333336,3.5163333333333333,4.680666666666666,32.75,139.0,108.25,79.5,196.087,13.826,209.913,
2011-03-09,94.5,85.8125,66.5,14.055333333333332,18.6875,1.7705000000000002,2.2083333333333335,25.472333333333335,101.5,82.708,72.0,193.478,14.0,207.478,
2011-03-10,93.0,72.25,54.0,6.486,8.125,0.9375,1.5833333333333333,11.944333333333333,121.0,83.0205,62.0,190.348,5.522,195.87,
2011-03-11,69.0,52.9375,39.0,2.6943333333333332,3.0205,0.2915,2.2916666666666665,11.944333333333333,116.5,68.1875,29.5,188.565,1.435,190.0,
2011-03-12,69.5,60.5835,50.0,3.231666666666667,4.087,0.652,1.5863333333333332,9.069333333333333,77.0,41.625,19.5,191.043,1.913,192.957,
2011-03-13,62.0,46.9375,39.0,4.389,5.8125,0.8125,1.9443333333333335,10.111333333333333,78.5,46.2085,23.0,190.087,2.217,192.304,
2011-03-14,73.0,48.75,34.5,8.985999999999999,12.875,2.0,2.514,11.735999999999999,106.0,54.6875,11.5,188.174,6.13,194.304,
2011-03-15,81.5,54.5415,31.5,10.138666666666667,13.854,2.5625,2.8056666666666668,17.70866666666667,110.0,61.0835,-0.5,191.217,8.478,199.696,
2011-03-16,90.0,58.5835,46.5,7.7363333333333335,9.9585,1.8125,2.5693333333333332,15.458666666666668,126.0,80.521,26.5,189.783,6.087,195.87,
2011-03-17,95.5,91.5835,84.5,8.819333333333333,11.3335,1.9169999999999998,1.4583333333333333,24.111,167.0,122.875,89.5,188.391,7.522,195.913,
2011-03-18,91.5,83.458,61.0,14.722333333333333,18.583,2.6455,2.5553333333333335,19.471999999999998,127.5,117.375,104.0,191.957,9.348,201.304,
2011-03-19,69.0,50.6045,36.5,3.174,3.826,0.9564999999999999,1.9053333333333333,8.375,103.5,80.4165,46.0,190.435,1.696,192.13,
2011-03-20,60.5,47.771,33.0,6.666333333333334,7.7705,1.3125,2.611,10.583333333333334,124.0,73.5,25.5,189.261,3.304,192.565,
2011-03-21,53.0,41.0,28.5,4.430666666666666,5.2295,0.8125,2.222,9.985999999999999,107.0,72.625,44.5,190.0,1.391,191.391,
2011-03-22,69.0,51.792,31.0,13.75,17.354,2.875,3.4586666666666663,17.708333333333332,153.0,96.271,26.0,189.609,9.435,199.043,
2011-03-23,96.0,83.8545,60.0,11.482,13.456499999999998,1.109,1.6123333333333332,16.319666666666667,112.0,97.2085,87.0,188.045,9.227,197.273,
2011-03-24,96.5,73.25,53.0,7.75,8.5625,0.9585,1.625,9.667,133.0,103.104,74.0,190.522,5.913,196.435,
2011-03-25,73.5,58.6045,42.5,2.764,2.8955,0.375,1.5973333333333333,10.847333333333333,99.5,69.3125,48.5,191.565,2.13,193.696,
2011-03-26,73.5,54.6455,37.0,5.681,6.608499999999999,0.8695,2.04,10.874666666666668,103.0,65.7085,35.0,192.652,3.174,195.826,
2011-03-27,75.5,56.8125,35.5,7.45425,8.299999999999999,0.875,2.528,12.916666666666666,139.0,83.6875,46.5,191.217,3.087,194.304,
2011-03-28,85.0,63.125,41.5,14.07275,16.863666666666667,3.3913333333333333,3.138666666666667,27.055666666666667,159.0,90.0625,22.5,192.826,13.217,206.043,
2011-03-29,74.5,51.1875,28.5,8.379999999999999,8.949333333333334,0.8733333333333334,2.722,16.389,151.5,104.5625,66.0,192.087,6.478,198.565,
2011-03-30,86.5,65.604,48.5,10.1665,11.860999999999999,2.222,2.625,17.416666666666668,190.5,129.72899999999998,44.5,189.87,8.304,198.174,
2011-03-31,89.5,68.973,50.5,2.37775,2.4486666666666665,0.15333333333333335,1.4723333333333333,14.541666666666666,178.0,125.2475,67.0,185.391,0.652,186.043,
2011-04-01,82.5,56.1665,35.0,11.47,12.6534,1.1834,2.86475,14.153,162.5,100.833,33.5,190.435,7.261,197.696,
2011-04-02,87.5,58.75,37.5,15.358600000000001,17.5834,2.2252,4.6875,24.263666666666666,190.5,118.583,57.0,190.391,8.783,199.174,
2011-04-03,55.0,39.354,27.5,6.5,6.9834000000000005,0.48339999999999994,3.375,11.402666666666667,118.5,88.2915,66.5,188.739,1.217,189.957,
2011-04-04,60.0,41.5205,23.0,8.2902,9.3834,1.0932,2.818,8.930666666666667,158.0,95.3125,47.5,188.783,3.739,192.522,
2011-04-05,84.0,51.5,29.5,11.0992,12.3552,1.2556,2.7075,13.086999999999998,150.5,98.333,52.5,190.905,6.667,197.571,
2011-04-06,91.5,67.292,30.0,13.0334,14.9416,1.9082000000000001,3.22925,22.513666666666666,187.0,112.0625,34.5,191.435,9.217,200.652,
2011-04-07,93.0,70.875,45.5,10.8636,12.905199999999999,2.0418,2.58325,22.861333333333334,197.5,141.04149999999998,72.5,192.043,12.696,204.739,
2011-04-08,90.0,73.375,58.0,3.6165999999999996,3.8950000000000005,0.2786,1.6145,16.361,193.5,167.02100000000002,148.0,186.045,3.136,189.182,
2011-04-09,96.0,83.4585,62.5,5.6666,6.6,0.9334,1.896,21.444333333333333,189.0,157.125,121.0,187.391,5.826,193.217,
2011-04-10,88.0,62.9375,31.5,7.70825,8.229,0.521,3.2605,28.930666666666667,197.5,138.5,103.0,191.348,6.609,197.957,
2011-04-11,96.5,63.0,25.5,9.84225,11.57175,1.72925,3.7995,25.777666666666665,208.0,126.604,63.5,192.304,8.957,201.261,
2011-04-12,51.5,31.6045,20.5,6.177,6.687749999999999,0.5105,3.2915,20.041666666666668,163.0,114.9165,73.0,189.217,3.13,192.348,
2011-04-13,82.5,54.5,29.0,11.7316,13.368,1.6364,3.38075,25.097333333333335,195.0,121.5415,42.5,190.652,8.0,198.652,
2011-04-14,90.0,58.7915,30.0,13.352799999999998,15.2026,1.8501999999999998,4.5625,30.305333333333333,217.5,149.5205,82.5,192.174,10.435,202.609,
2011-04-15,93.5,79.271,42.5,10.342400000000001,11.4786,1.1364,3.4337500000000003,40.18033333333333,216.0,157.8125,106.0,192.739,9.957,202.696,
2011-04-16,94.5,68.75,48.0,8.875,10.63525,1.76025,3.78125,36.19433333333333,202.5,148.6045,92.5,191.435,8.261,199.696,
2011-04-17,86.0,58.0,37.0,4.1875,4.64575,0.45825,3.09375,16.528000000000002,184.0,128.39600000000002,77.5,188.261,3.304,191.565,
2011-04-18,95.5,80.125,58.0,4.84725,5.60325,0.756,1.8315,18.125,186.0,141.35399999999998,95.5,186.478,4.478,190.957,
2011-04-19,95.0,71.25,44.0,6.16675,6.79175,0.62475,2.40625,10.444333333333333,161.5,121.479,95.0,188.957,4.652,193.609,
2011-04-20,74.5,62.625,52.0,4.418,4.896,0.47775,2.28125,6.041666666666667,153.5,117.3125,93.5,188.087,2.652,190.739,
2011-04-21,91.5,68.125,52.0,9.0835,10.59375,1.5105,3.32325,13.139000000000001,181.5,128.47899999999998,83.0,189.957,6.565,196.522,
2011-04-22,92.5,77.0415,62.5,7.47925,8.1355,0.65625,2.2395,22.569333333333333,189.5,151.14600000000002,102.5,189.435,11.087,200.522,
2011-04-23,95.5,90.6665,68.5,2.14575,2.229,0.08324999999999999,1.40625,20.319666666666667,165.5,150.64600000000002,114.0,185.174,2.478,187.652,
2011-04-24,91.0,66.0625,46.0,5.59375,6.104,0.51075,2.64575,16.819666666666667,175.0,125.7915,74.5,189.522,5.087,194.609,
2011-04-25,94.5,70.9375,45.0,10.07475,11.5425,1.468,1.94975,16.266666666666666,173.5,116.9375,60.5,190.13,7.087,197.217,
2011-04-26,91.0,75.25,50.5,11.97925,14.073,2.0935,2.875,29.6875,196.0,150.083,87.0,191.348,9.304,200.652,
2011-04-27,96.0,87.1875,75.5,2.1886,2.5856000000000003,0.3972,1.3003333333333333,38.8335,217.0,183.375,143.0,186.261,3.261,189.522,
2011-04-28,96.5,71.3125,56.5,5.239800000000001,6.0172,0.7771999999999999,1.861,16.2915,191.0,147.9375,117.5,188.391,6.043,194.435,
2011-04-29,80.0,58.833,44.0,6.7084,7.391800000000001,0.6834,2.2223333333333333,12.417,183.0,136.5625,95.5,189.957,4.739,194.696,
2011-04-30,90.0,78.646,53.5,7.4475999999999996,8.4286,0.9812000000000001,1.8546666666666667,22.75,193.5,148.0,73.0,193.652,7.087,200.739,
2011-05-01,95.5,93.1455,86.0,2.77075,3.19775,0.427,0.75,21.208,174.5,160.20850000000002,146.5,185.609,4.087,189.696,
2011-05-02,87.0,59.367000000000004,40.0,5.397399999999999,6.015,0.6172,2.1796666666666664,105.271,216.5,169.33350000000002,140.5,188.087,4.783,192.87,
2011-05-03,99.0,75.167,61.0,10.15625,11.2395,1.08325,2.5835,94.1875,175.0,150.833,116.0,190.826,9.0,199.826,
2011-05-04,88.0,55.667,36.0,8.10425,9.00025,0.89575,3.479,45.604,234.0,178.167,128.0,189.609,7.0,196.609,
2011-05-05,94.0,66.083,42.0,7.34375,7.9585,0.6145,2.9375,20.8955,211.0,165.833,131.0,191.304,6.174,197.478,
2011-05-06,92.0,82.75,74.0,5.34675,5.6035,0.257,3.0755,33.022999999999996,192.0,168.417,150.0,189.381,6.143,195.524,
2011-05-07,88.0,73.667,57.0,4.34375,4.88525,0.54175,3.3125,18.271,241.0,189.833,159.0,186.565,4.87,191.435,
2011-05-08,89.0,61.083,31.0,6.45825,7.281000000000001,0.82275,4.396,24.021,274.0,217.625,169.0,187.565,6.13,193.696,
2011-05-09,92.0,56.667,31.0,7.68475,8.402,0.7172499999999999,4.354,32.854,241.0,196.833,158.0,190.174,7.043,197.217,
2011-05-10,100.0,89.792,73.0,8.854,10.95825,2.10425,3.083,38.4165,249.0,216.625,183.0,184.652,10.783,195.435,
2011-05-11,100.0,99.958,99.0,6.6665,7.67725,1.01025,1.5625,12.979500000000002,202.0,170.875,156.0,187.174,9.261,196.435,
2011-05-12,100.0,100.0,100.0,6.48475,7.4505,0.966,1.2915,10.1875,198.0,175.292,160.0,184.478,9.043,193.522,
2011-05-13,100.0,62.0,33.0,7.7395,8.84375,1.1039999999999999,3.9375,51.9585,223.0,193.583,161.0,186.783,5.261,192.043,
2011-05-14,67.0,47.792,32.0,7.2915,7.9165,0.625,5.125,28.042,239.0,192.708,157.0,188.13,4.826,192.957,
2011-05-15,94.0,58.958,29.0,6.22925,6.896,0.66675,3.5,26.229,237.0,186.042,137.0,190.087,5.652,195.739,
2011-05-16,97.0,86.5,72.0,4.953250000000001,5.77375,0.8202499999999999,2.442,30.9795,221.0,190.333,155.0,190.87,5.826,196.696,
2011-05-17,97.0,76.042,54.0,7.698,9.00025,1.302,3.125,33.875,231.0,188.958,138.0,189.478,7.783,197.261,
2011-05-18,94.0,66.583,25.0,11.67725,13.15625,1.479,4.0,26.521,256.0,183.625,132.0,192.261,8.348,200.609,
2011-05-19,98.0,81.875,53.0,8.5935,9.81275,1.2185000000000001,3.5625,38.7295,236.0,185.167,123.0,194.348,10.261,204.609,
2011-05-20,100.0,84.875,61.0,6.144,7.45725,1.31325,3.3315,39.271,235.0,194.75,142.0,187.591,5.455,193.045,
2011-05-21,100.0,85.167,58.0,6.624750000000001,7.9585,1.3335,3.5205,29.2085,263.0,212.667,173.0,187.217,7.174,194.391,
2011-05-22,100.0,93.083,80.0,5.40625,6.84375,1.4375,2.417,11.8125,238.0,201.333,177.0,185.826,4.739,190.565,
2011-05-23,100.0,95.5,81.0,6.0325,6.603,0.5705,1.8695,12.4585,183.0,166.417,134.0,187.652,8.783,196.435,
2011-05-24,100.0,91.708,73.0,4.0165,4.402,0.3855,1.9375,10.271,190.0,151.917,124.0,188.652,6.435,195.087,
2011-05-25,99.0,81.417,66.0,6.215999999999999,7.1735,0.9575,3.3443333333333336,19.380666666666666,218.0,179.792,141.0,190.826,7.826,198.652,
2011-05-26,100.0,84.25,68.0,4.90625,5.36475,0.45825,2.8976666666666673,19.612,224.0,188.125,148.0,188.174,7.87,196.043,
2011-05-27,100.0,90.083,79.0,4.2515,4.5035,0.252,2.5166666666666666,16.155333333333335,195.0,175.708,164.0,185.048,6.048,191.095,
2011-05-28,100.0,100.0,100.0,9.229,10.8645,1.63525,2.111,13.277666666666667,201.0,186.708,166.0,187.696,9.391,197.087,
2011-05-29,100.0,100.0,100.0,4.09375,4.94775,0.854,1.6803333333333335,21.944333333333333,214.0,202.25,192.0,181.217,4.348,185.565,
2011-05-30,100.0,80.708,59.0,3.6414999999999997,4.30425,0.663,3.095333333333334,20.930666666666667,230.0,190.958,161.0,186.13,3.13,189.261,
2011-05-31,85.0,74.333,59.0,4.83325,5.448,0.61475,3.4583333333333335,13.042,219.0,185.875,158.0,186.174,3.87,190.043,
2011-06-01,96.5,91.9285,84.5,4.9708,5.1868,0.21600000000000003,1.78125,31.819333333333333,169.0,157.8985,148.0,187.13,6.391,193.522,
2011-06-02,97.5,96.7085,96.0,6.3666,6.85,0.48319999999999996,1.25,16.055666666666667,185.5,173.6455,154.5,186.348,8.13,194.478,
2011-06-03,97.0,88.2915,72.5,11.793800000000001,14.546600000000002,2.753,2.40125,29.146666666666665,241.0,195.1875,168.0,193.095,10.762,203.857,
2011-06-04,97.5,85.1665,61.5,7.191599999999999,8.416599999999999,1.225,3.2605,44.791333333333334,262.5,206.14600000000002,155.0,196.957,9.565,206.522,
2011-06-05,96.5,85.667,70.0,7.2416,8.1334,0.8916000000000001,2.708,42.25,241.5,203.7295,177.5,189.739,6.826,196.565,
2011-06-06,92.5,66.167,35.5,8.4974,9.1438,0.6468,3.1275,35.542,283.0,225.41649999999998,180.0,192.13,9.13,201.261,
2011-06-07,90.0,82.521,71.0,6.0836,6.441599999999999,0.3584,2.11425,36.30566666666667,224.5,204.70850000000002,188.5,190.478,7.478,197.957,
2011-06-08,95.0,82.0,62.0,7.5832,8.225,0.6418,2.4685,25.958333333333332,247.0,209.7295,187.0,190.261,9.0,199.261,
2011-06-09,94.5,83.9165,67.5,5.5512,5.913,0.3618,3.93725,27.833333333333332,251.5,220.708,193.0,198.217,8.783,207.0,
2011-06-10,95.5,90.333,81.5,7.816599999999999,8.4916,0.6752,2.60425,35.80533333333333,248.0,225.875,211.0,191.391,7.0,198.391,
2011-06-11,97.0,91.5625,83.0,5.8666,6.808199999999999,0.9416,2.1355,21.194666666666667,235.5,223.45850000000002,210.0,184.348,6.739,191.087,
2011-06-12,95.0,82.146,59.5,8.7834,9.666599999999999,0.8832000000000001,3.1665,26.527666666666665,250.5,218.64600000000002,188.5,194.609,8.522,203.13,
2011-06-13,96.5,79.9375,63.0,6.5764,7.1726,0.5964,2.23925,15.694333333333333,260.5,220.0205,178.0,187.348,8.957,196.304,
2011-06-14,86.5,67.9795,49.0,8.1082,8.7334,0.625,2.84375,19.652666666666665,270.5,229.52100000000002,204.5,189.043,8.783,197.826,
2011-06-15,91.0,75.7915,60.5,6.9166,7.6331999999999995,0.7166,2.8855,17.125,253.5,214.6455,192.5,190.87,7.826,198.696,
2011-06-16,96.5,92.167,83.0,5.3756,5.831,0.45519999999999994,1.7435,17.91633333333333,210.0,193.375,181.0,191.174,6.522,197.696,
2011-06-17,96.5,91.208,81.5,7.225,8.023,0.7982,1.8114999999999999,13.694333333333333,232.0,208.52100000000002,186.5,190.455,11.318,201.773,
2011-06-18,96.0,93.1875,87.0,4.6332,4.975,0.3416,2.573,17.111,225.0,210.22899999999998,198.5,189.435,8.13,197.565,
2011-06-19,96.5,93.2915,85.0,4.4332,5.0001999999999995,0.5666,1.6145,18.916666666666668,234.0,218.54149999999998,198.5,191.043,8.696,199.739,
2011-06-20,97.0,96.0,94.5,5.062200000000001,5.662000000000001,0.5997999999999999,1.4497499999999999,13.597333333333333,233.5,220.625,210.5,187.435,8.304,195.739,
2011-06-21,97.0,91.625,79.0,4.15,5.3915999999999995,1.2416,1.552,14.735999999999999,278.0,240.35399999999998,218.0,186.435,5.609,192.043,
2011-06-22,96.0,82.7085,67.0,9.1416,11.4334,2.2916,2.6145,30.569333333333333,302.5,258.79150000000004,211.5,192.043,10.739,202.783,
2011-06-23,93.5,81.875,70.0,3.9836,6.4166,2.4332000000000003,2.01025,26.263666666666666,306.0,268.8125,232.0,182.652,6.609,189.261,
2011-06-24,90.5,79.646,66.0,2.925,4.425,1.5002,1.7915,25.736,318.0,275.70849999999996,238.5,179.826,6.826,186.652,
2011-06-25,94.5,80.4795,62.0,4.425,7.45,3.025,2.03125,27.264,329.0,278.85400000000004,237.5,187.478,6.478,193.957,
2011-06-26,96.0,90.6665,78.5,2.5334,3.4751999999999996,0.9416,1.61475,25.694333333333333,293.5,262.0625,245.0,180.13,3.565,183.696,
2011-06-27,97.0,90.875,80.5,2.0176000000000003,2.9661999999999997,0.9486000000000001,1.59175,23.680333333333333,290.5,265.292,248.5,177.0,3.545,180.545,
2011-06-28,94.0,78.6875,56.5,4.9584,7.225,2.2666,2.302,22.221999999999998,333.5,284.3125,251.0,181.522,5.13,186.652,
2011-06-29,85.0,66.1665,44.0,9.075,11.0,1.925,3.55225,25.096999999999998,363.0,306.60400000000004,267.5,183.261,9.826,193.087,
2011-06-30,91.5,73.4165,50.0,9.9666,11.5,1.5332000000000001,3.62475,37.861,353.0,292.125,249.5,185.696,10.739,196.435,
