date,NO2_mean,NOX_mean,NO_mean,SPM_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-03-27,17.326,24.9565,7.6305,13.536,191.174,4.318,10.609,201.783
2011-03-28,21.049500000000002,30.6265,9.578,11.1665,189.292,5.458,12.167,201.458
2011-03-29,16.479,22.8335,6.354,12.25,189.125,3.917,9.042,198.167
2011-03-30,15.458,21.25,5.7915,9.7915,184.643,3.875,6.429,191.071
2011-03-31,16.4585,25.125,8.6665,7.1045,,4.75,,
2011-04-01,8.295,10.386500000000002,2.091,16.9165,187.125,2.208,16.833,203.958
2011-04-02,4.396,5.604,1.208,15.1875,187.792,1.958,15.458,203.25
2011-04-03,4.8125,6.1875,1.375,9.1875,189.0,1.708,14.875,203.875
2011-04-04,8.917,11.9375,3.021,8.7085,189.125,2.667,16.875,206.0
2011-04-05,12.5625,15.5835,3.021,17.083,190.0,3.375,19.875,209.875
2011-04-06,12.5625,15.75,3.1875,17.5835,188.917,3.375,19.833,208.75
2011-04-07,10.257000000000001,12.7965,2.5395,17.326,187.696,2.478,20.0,207.696
2011-04-08,9.8675,13.1365,3.269,16.8875,187.6,6.7,23.7,211.3
2011-04-09,16.0495,21.7785,5.729,29.625,188.708,8.458,27.667,216.375
2011-04-10,9.271,10.9585,1.6875,21.875,186.667,6.042,18.875,205.542
2011-04-11,8.3185,10.636,2.3185000000000002,27.8025,187.682,5.478,20.545,208.227
2011-04-12,5.8125,7.271,1.4580000000000002,18.104,189.583,3.333,16.5,206.083
2011-04-13,6.7085,7.5625,0.8545,29.5,189.042,4.125,17.375,206.417
2011-04-14,7.5,8.2915,0.7915,53.146,189.625,5.083,20.0,209.625
2011-04-15,9.396,10.6455,1.25,40.0415,188.5,4.917,20.375,208.875
2011-04-16,6.9165,8.604,1.6875,13.6665,188.13,3.458,20.783,208.913
2011-04-17,3.8335,4.4795,0.646,9.729,189.917,2.042,16.0,205.917
2011-04-18,7.833,10.25,2.417,16.1455,191.25,2.625,20.333,211.583
2011-04-19,8.0755,11.153500000000001,3.078,8.8545,190.0,2.292,19.417,209.417
2011-04-20,6.5415,9.6455,3.104,8.1045,190.542,2.208,18.708,209.25
2011-04-21,7.9585,10.979,3.0205,10.6875,189.917,2.042,19.875,209.792
2011-04-22,9.8125,13.0625,3.25,16.958,189.917,2.458,22.375,212.292
2011-04-23,11.646,16.2085,4.5625,22.833,188.708,3.333,25.958,214.667
2011-04-24,3.2915,3.5835,0.29200000000000004,9.229,187.565,1.583,17.435,205.0
2011-04-25,6.0415,6.9375,0.896,14.5,188.375,2.833,17.792,206.167
2011-04-26,5.083,5.8125,0.7295,22.9375,188.083,3.083,17.5,205.583
2011-04-27,15.487000000000002,21.212,5.7255,23.333,189.25,6.739,26.25,215.5
2011-04-28,4.513,5.521,1.0074999999999998,6.2295,187.208,5.333,18.0,205.208
2011-04-29,3.4165,4.0205,0.604,8.021,188.792,4.875,15.333,204.125
2011-04-30,5.3125,5.9375,0.625,16.771,188.875,5.167,17.292,206.167
2011-05-01,7.271,8.9375,1.6665,12.9585,187.375,5.708,21.125,208.5
2011-05-02,4.0,4.7085,0.7085,11.875,187.391,4.875,16.696,204.087
2011-05-03,8.396,10.5625,2.1665,17.125,189.0,5.542,23.583,212.583
2011-05-04,6.5835,8.6455,2.0625,19.583,188.917,5.375,22.542,211.458
2011-05-05,5.286,7.464,2.178,11.4585,188.625,4.75,19.083,207.708
2011-05-06,8.678,12.678,4.0,17.167,189.375,3.792,22.75,212.125
2011-05-07,6.7085,8.479,1.7705000000000002,15.729500000000002,187.167,1.958,21.417,208.583
2011-05-08,4.125,4.9375,0.8125,10.2915,187.583,2.375,18.958,206.542
2011-05-09,6.458,8.0,1.5415,16.5,188.583,2.958,21.125,209.708
2011-05-10,6.271,8.458,2.1875,12.4375,188.043,3.208,23.0,211.043
2011-05-11,7.396,10.208,2.8125,16.917,189.0,3.458,22.083,211.083
2011-05-12,6.75,9.646,2.896,17.958,188.125,3.375,21.917,210.042
2011-05-13,3.411,4.0095,0.5985,10.9165,185.083,2.125,18.375,203.458
2011-05-14,3.1405,3.9165,0.7765,29.3955,185.5,3.917,17.083,202.583
2011-05-15,4.4165,5.8335,1.4165,5.979,186.958,2.625,18.792,205.75
2011-05-16,5.6455,7.292,1.6455000000000002,24.083,187.75,2.667,21.125,208.875
2011-05-17,4.729,5.896,1.167,10.0835,187.0,2.458,18.083,205.083
2011-05-18,5.542,6.6665,1.125,10.021,186.043,2.542,20.391,206.435
2011-05-19,6.0625,6.8125,0.75,23.5,187.083,3.292,21.125,208.208
2011-05-20,6.7915,8.229,1.4375,30.271,185.167,3.208,22.292,207.458
2011-05-21,8.9165,11.3295,2.413,15.4585,184.417,3.583,23.208,207.625
2011-05-22,6.197,8.2255,2.0285,10.7085,185.333,3.083,20.583,205.917
2011-05-23,6.2295,9.021,2.7915,11.0415,185.583,4.0,21.125,206.708
2011-05-24,6.8125,9.396,2.5835,14.25,186.208,5.417,21.625,207.833
2011-05-25,6.6875,9.6875,3.0,12.2705,186.125,3.625,20.875,207.0
2011-05-26,7.0835,9.8545,2.771,11.2085,186.348,2.417,21.957,208.304
2011-05-27,9.0,12.25,3.25,17.8335,188.083,2.917,23.917,212.0
2011-05-28,8.8125,12.0,3.1875,15.818,186.833,3.773,24.0,210.833
2011-05-29,5.521,7.3580000000000005,1.8370000000000002,,186.375,3.542,20.292,206.667
2011-05-30,5.07,8.051,2.981,13.333,185.478,3.708,18.696,204.174
2011-05-31,4.8125,7.5,2.6875,19.167,186.375,3.542,17.5,203.875
2011-06-01,6.1875,9.8125,3.625,25.1595,186.875,3.917,20.667,207.542
2011-06-02,7.479,11.7915,4.3125,26.4165,186.875,4.125,21.708,208.583
2011-06-03,7.5415,10.625,3.083,15.0,187.087,4.542,23.043,210.13
2011-06-04,5.042,6.7295,1.6875,25.125,186.292,4.458,20.167,206.458
2011-06-05,3.875,4.5625,0.6875,19.1875,186.208,4.458,19.833,206.042
2011-06-06,4.4505,5.82,1.3695,20.3335,186.583,4.75,23.625,210.208
2011-06-07,6.5585,8.483,1.9244999999999999,21.625,186.875,4.783,23.375,210.25
2011-06-08,7.3125,9.4165,2.1045,23.208,188.292,4.958,24.417,212.708
2011-06-09,4.9295,5.8895,0.96,21.174,185.792,3.917,20.917,206.708
2011-06-10,3.9795,4.896,0.9165,31.8955,187.083,3.182,19.167,206.25
2011-06-11,5.604,8.0625,2.458,33.8335,191.435,4.458,21.522,212.957
2011-06-12,3.8335,5.521,1.6875,20.1665,189.125,4.25,19.917,209.042
2011-06-13,5.625,8.1665,2.5415,17.625,189.167,4.167,19.458,208.625
2011-06-14,5.129,8.4715,3.3425000000000002,6.1875,188.083,3.792,19.125,207.208
2011-06-15,4.4185,8.087,3.6685,4.771,187.667,3.208,18.292,205.958
2011-06-16,4.6875,7.25,2.5625,6.0625,188.333,2.333,18.583,206.917
2011-06-17,6.208,9.0835,2.875,12.7915,189.958,3.125,21.583,211.542
2011-06-18,5.9585,7.7915,1.8330000000000002,12.4165,189.083,3.208,20.708,209.792
2011-06-19,3.9375,4.75,0.8125,14.729,187.391,2.708,18.783,206.174
2011-06-20,5.2705,6.8125,1.5419999999999998,13.146,187.708,3.208,20.792,208.5
2011-06-21,5.917,7.6665,1.75,12.75,188.583,2.708,20.917,209.5
2011-06-22,2.784,2.9715,0.1875,20.271,187.083,3.125,17.083,204.167
2011-06-23,5.9845,8.1135,2.129,20.646,187.696,4.125,21.652,209.348
2011-06-24,5.979,10.542000000000002,4.5625,6.5835,187.542,3.591,21.333,208.875
2011-06-25,3.021,5.271,2.25,8.104,187.417,2.375,17.042,204.458
2011-06-26,3.4795,5.3955,1.9169999999999998,6.8125,191.583,2.75,16.708,208.292
2011-06-27,9.1045,19.4165,10.3125,13.4165,197.087,5.042,28.565,225.652
2011-06-28,3.479,4.417,0.9375,19.8955,187.292,3.208,19.708,207.0
2011-06-29,3.396,4.1875,0.7915,26.2085,188.042,3.708,18.792,206.833
2011-06-30,6.019,9.987,3.9675000000000002,10.4585,185.833,3.333,22.375,208.208
2011-07-01,6.4945,9.551,3.057,18.083,188.875,3.625,19.917,208.792
2011-07-02,4.8125,6.917,2.1045,16.5835,191.25,3.583,20.083,211.333
2011-07-03,4.4585,5.9375,1.479,17.4795,197.167,3.333,20.375,217.542
2011-07-04,5.2065,7.57,2.3635,9.708,190.542,2.913,18.958,209.5
2011-07-05,3.542,3.833,0.292,8.3335,187.043,1.833,16.826,203.87
2011-07-06,4.5,6.0,1.5,11.2915,191.375,2.75,18.625,210.0
2011-07-07,11.875,17.542,5.667,19.1045,198.958,4.042,23.917,222.875
2011-07-08,10.458,18.958,8.5,11.979,188.25,3.458,22.417,210.667
2011-07-09,5.545,9.455,3.909,16.479,183.208,2.625,19.125,202.333
2011-07-10,5.958,8.833,2.875,16.0625,186.792,2.583,18.875,205.667
2011-07-11,6.458,10.75,4.292,16.667,189.167,2.833,20.083,209.25
2011-07-12,8.167,13.167,5.0,17.5415,191.375,2.875,22.167,213.542
2011-07-13,8.0,12.583,4.583,19.6665,184.913,2.458,21.261,206.174
2011-07-14,4.583,7.417,2.833,13.708,178.958,1.875,18.458,197.417
2011-07-15,10.0,19.75,9.75,14.0625,184.375,3.667,22.083,206.458
2011-07-16,7.958,13.417,5.458,15.5625,186.708,2.875,21.042,207.75
2011-07-17,4.182,7.364,3.182,12.25,180.458,1.917,19.0,199.458
2011-07-18,6.083,10.958,4.875,11.542,186.083,2.542,18.5,204.583
2011-07-19,5.7295,9.0835,3.354,14.5215,187.458,2.826,22.083,209.542
2011-07-20,3.0949999999999998,5.311,2.216,19.729,185.708,2.167,16.875,202.583
2011-07-21,2.979,5.7085,2.729,11.021,183.522,2.0,16.957,200.478
2011-07-22,4.6875,8.3125,3.625,9.5625,184.542,2.333,19.167,203.708
2011-07-23,4.7705,7.6665,2.896,11.9795,185.083,2.208,18.917,204.0
2011-07-24,4.0835,6.167,2.0835,7.375,185.667,2.375,18.958,204.625
2011-07-25,5.0225,8.729,3.7065,14.270499999999998,186.083,2.958,20.583,206.667
2011-07-26,5.9375,8.854,2.9165,23.0625,185.917,3.667,20.917,206.833
2011-07-27,6.6875,9.7915,3.104,25.771,185.958,3.75,21.75,207.708
2011-07-28,6.3805,11.2255,4.845,21.1045,187.875,3.5,23.292,211.167
2011-07-29,7.0835,12.1875,5.104,14.5,185.957,3.875,22.609,208.565
2011-07-30,5.0415,7.896,2.854,15.604500000000002,185.667,3.0,19.5,205.167
2011-07-31,3.0415,5.0205,1.979,10.479,185.208,2.958,18.125,203.333
2011-08-01,4.271,8.125,3.8545,8.771,184.042,2.909,20.208,204.25
2011-08-02,5.7445,9.7445,4.0,10.708,186.75,2.958,19.958,206.708
2011-08-03,5.4165,9.3335,3.917,10.979,188.167,3.25,19.583,207.75
2011-08-04,5.229,8.396,3.167,18.9795,187.125,3.167,20.292,207.417
2011-08-05,5.8805,9.534,3.6535,17.271,184.833,3.125,21.75,206.583
2011-08-06,5.708,8.5625,2.854,23.042,183.957,2.667,21.565,205.522
2011-08-07,3.6455,5.0835,1.4375,16.3125,180.625,2.167,18.25,198.875
2011-08-08,5.1455,8.0625,2.917,18.104,180.5,2.958,20.208,200.708
2011-08-09,5.2705,8.896,3.625,17.3335,180.708,2.583,21.417,202.125
2011-08-10,4.324,6.6705,2.3465,12.979,179.417,2.75,18.792,198.208
2011-08-11,2.1875,2.8955,0.7085,14.854,184.708,2.5,16.25,200.958
2011-08-12,3.167,3.958,0.792,22.7915,187.875,3.125,17.917,205.792
2011-08-13,3.824,5.1685,1.345,27.792,186.458,2.375,19.208,205.667
2011-08-14,2.4375,3.1455,0.708,17.875,182.217,2.083,17.043,199.261
2011-08-15,4.0835,5.25,1.1665,19.3335,183.917,2.875,19.875,203.792
2011-08-16,4.375,5.771,1.396,28.7705,187.0,2.625,19.458,206.458
2011-08-17,7.746,10.135,2.389,20.625,192.417,4.333,23.667,216.083
2011-08-18,8.479,12.125,3.646,5.583,189.917,3.696,22.542,212.458
2011-08-19,5.6045,8.1455,2.542,8.0835,188.917,3.375,20.708,209.625
2011-08-20,4.25,5.6665,1.4165,10.8955,189.458,3.208,19.583,209.042
2011-08-21,2.9545000000000003,4.0225,1.068,11.5625,189.042,2.708,17.833,206.875
2011-08-22,4.667,7.021,2.354,5.1455,186.87,2.625,19.261,206.13
2011-08-23,8.854,13.625,4.771,4.979,189.25,3.667,23.583,212.833
2011-08-24,7.5625,11.082999999999998,3.521,6.7085,188.333,4.0,22.708,211.042
2011-08-25,7.1455,12.292000000000002,5.1455,8.354,192.375,4.208,22.958,215.333
2011-08-26,4.375,7.0415,2.6665,5.729,186.917,2.792,19.583,206.5
2011-08-27,4.2085,5.875,1.6665,9.2705,188.208,3.0,19.375,207.583
2011-08-28,3.1665,4.208,1.0415,12.1045,190.625,2.875,19.667,210.292
2011-08-29,5.591,8.6595,3.068,15.645499999999998,191.042,3.542,20.708,211.75
2011-08-30,5.3545,8.542,3.1875,19.0415,189.522,3.167,21.565,211.087
2011-08-31,5.167,8.7085,3.5415,20.271,186.375,3.0,23.292,209.667
2011-09-01,3.4375,6.646,3.2085,7.396,177.333,2.75,20.542,197.875
2011-09-02,5.146,13.979500000000002,8.8335,15.396,182.292,4.217,27.125,209.417
2011-09-03,3.354,6.0,2.646,7.146,180.167,2.167,18.458,198.625
2011-09-04,1.854,5.104,3.25,5.75,179.875,2.208,20.292,200.167
2011-09-05,3.375,8.5205,5.1455,8.5835,182.333,2.875,19.167,201.5
2011-09-06,2.932,6.2275,3.2955,6.8125,183.375,2.25,17.917,201.292
2011-09-07,3.4165,7.2705,3.854,7.5625,186.652,2.667,18.261,204.913
2011-09-08,2.521,6.1665,3.6455,11.9795,187.667,2.083,17.25,204.917
2011-09-09,3.75,7.521,3.771,19.083,188.0,2.958,22.375,210.375
2011-09-10,4.2915,8.521,4.2295,12.125,189.125,3.0,18.792,207.917
2011-09-11,3.896,6.3545,2.4585,9.396,191.417,3.375,20.042,211.458
2011-09-12,5.0,11.0625,6.0625,8.667,192.0,4.375,25.708,217.708
2011-09-13,6.896,12.020499999999998,5.125,5.4585,187.875,4.333,23.417,211.292
2011-09-14,4.0455,7.841,3.7955,7.8125,186.125,2.958,19.917,206.042
2011-09-15,4.021,7.479,3.4585,14.0625,187.435,3.958,22.391,209.826
2011-09-16,3.612,5.6485,2.036,15.522,183.292,2.87,22.167,205.458
2011-09-17,4.1665,7.771,3.604,11.5415,182.875,2.875,21.25,204.125
2011-09-18,3.604,6.4165,2.8125,4.5415,188.167,3.167,19.917,208.083
2011-09-19,3.9165,7.3125,3.396,6.375,188.875,2.958,18.042,206.917
2011-09-20,5.646,9.4585,3.8125,4.3335,187.458,3.583,20.042,207.5
2011-09-21,6.646,12.125,5.479,5.3125,189.292,3.958,22.792,212.083
2011-09-22,3.318,6.4094999999999995,3.091,4.4585,185.125,2.333,17.792,202.917
2011-09-23,2.8125,5.167,2.3545,5.1875,185.0,2.25,17.391,202.391
2011-09-24,3.104,5.625,2.5205,5.958,186.417,2.458,18.292,204.708
2011-09-25,2.5415,4.4375,1.896,8.5205,187.875,2.125,19.125,207.0
2011-09-26,4.125,7.4165,3.2915,9.75,188.292,3.5,21.125,209.417
2011-09-27,4.8335,8.25,3.4165,14.042,187.667,3.375,21.208,208.875
2011-09-28,4.25,7.146,2.896,20.646,187.708,3.375,21.292,209.0
2011-09-29,4.646,8.146,3.5,24.708,188.0,3.375,21.667,209.667
2011-09-30,10.2275,15.7955,5.5680000000000005,18.083,186.417,4.091,25.875,212.292
2011-10-01,1.6665,3.4619999999999997,1.7954999999999999,3.709,185.913,2.5,15.217,201.13
2011-10-02,2.1665,4.0835,1.9169999999999998,4.9165,186.583,1.958,16.25,202.833
2011-10-03,2.646,5.3545,2.7085,5.354,187.708,2.125,16.458,204.167
2011-10-04,3.75,6.5,2.75,9.292,188.542,2.917,19.167,207.708
2011-10-05,4.125,7.125,3.0,8.5625,187.667,3.458,20.125,207.792
2011-10-06,4.9375,8.604,3.6665,6.4795,187.5,3.292,21.5,209.0
2011-10-07,3.104,5.792,2.6875,12.6665,186.75,3.042,18.042,204.792
2011-10-08,4.2955,7.3635,3.068,32.0625,190.042,4.042,24.5,214.542
2011-10-09,3.4375,5.521,2.0835,23.4375,188.565,3.917,23.348,211.913
2011-10-10,4.0835,7.1455,3.0625,32.75,188.5,4.625,21.792,210.292
2011-10-11,3.6665,6.6875,3.021,15.646,187.583,3.333,19.792,207.375
2011-10-12,5.521,7.5,1.9794999999999998,14.729,187.167,3.565,20.583,207.75
2011-10-13,9.646,12.646,3.0,32.854,188.917,4.0,31.833,220.75
2011-10-14,12.9375,17.729,4.792,34.5625,189.167,4.833,27.542,216.708
2011-10-15,13.9375,20.0,6.0625,16.2085,187.833,5.375,27.917,215.75
2011-10-16,3.9545000000000003,4.5685,0.6135,15.6665,186.708,2.5,18.167,204.875
2011-10-17,6.0415,8.1045,2.0625,12.6665,187.0,3.083,17.826,204.826
2011-10-18,8.0625,11.0415,2.9795,7.4585,188.917,2.833,17.542,206.458
2011-10-19,9.646,13.9165,4.271,15.479,189.417,3.5,20.5,209.917
2011-10-20,11.4165,16.1875,4.7705,20.104,189.625,3.917,24.208,213.833
2011-10-21,12.6665,18.5,5.8335,23.9585,188.958,4.167,26.542,215.5
2011-10-22,12.375,21.771,9.396,18.021,186.875,4.833,29.208,216.083
2011-10-23,4.6665,6.604,1.9375,5.2915,186.208,2.75,18.417,204.625
2011-10-24,9.658999999999999,14.0,4.341,8.875,185.417,3.217,21.833,207.25
2011-10-25,7.2705,10.0205,2.75,7.7085,185.957,2.958,19.087,205.043
2011-10-26,6.75,9.396,2.646,7.3955,187.375,3.042,16.875,204.25
2011-10-27,9.854,13.6875,3.833,13.9375,189.167,3.5,21.292,210.458
2011-10-28,12.6875,19.6665,6.979,16.2085,189.875,4.667,24.5,214.375
2011-10-29,12.146,17.875,5.729,16.5625,188.208,4.0,24.75,212.958
2011-10-30,8.667,11.0625,2.396,15.1665,187.792,2.917,21.292,209.083
2011-10-31,9.9375,15.125,5.1875,12.917,187.667,2.0,22.0,209.667
2011-11-01,13.0455,19.591,6.5455000000000005,16.125,189.708,,24.208,213.917
2011-11-02,11.354,16.271,4.917,16.4375,187.261,,23.826,211.087
2011-11-03,7.4165,9.396,1.9794999999999998,17.8545,185.75,,18.625,204.375
2011-11-04,11.8335,17.3125,5.479,15.271,187.542,,24.417,211.958
2011-11-05,14.979,20.5,5.5205,18.229,186.458,,23.917,210.375
2011-11-06,10.6665,13.729,3.0625,14.979,188.125,,23.375,211.5
2011-11-07,6.9585,9.604,2.6455,5.4785,185.167,,19.125,204.292
2011-11-08,8.0205,11.1455,3.125,7.208,185.625,,17.792,203.417
2011-11-09,8.0455,11.318,3.2725,9.271,188.042,,17.708,205.75
2011-11-10,9.7705,12.2085,2.4375,8.646,185.826,,18.348,204.174
2011-11-11,16.5625,26.521,9.958,12.2705,186.333,6.429,25.75,212.083
2011-11-12,12.0205,17.854,5.8335,11.4375,184.958,3.583,23.542,208.5
2011-11-13,10.3335,12.5,2.1665,15.354,184.375,4.583,22.208,206.583
2011-11-14,8.292,11.0625,2.771,16.521,185.083,3.792,19.25,204.333
2011-11-15,5.7915,7.896,2.104,6.5415,186.292,3.0,15.875,202.167
2011-11-16,9.521,13.4165,3.8955,7.1875,186.708,3.125,16.042,202.75
2011-11-17,8.6815,11.3865,2.7045000000000003,8.2705,186.792,2.792,16.917,203.708
2011-11-18,18.9375,31.3125,12.375,9.167,186.217,4.625,23.565,209.783
2011-11-19,18.9375,32.125,13.1875,6.625,186.636,6.417,32.409,219.045
2011-11-20,3.8335,4.9375,1.104,4.5,183.583,3.667,17.042,200.625
2011-11-21,6.025,8.6375,2.6125,4.979,185.391,3.217,14.261,199.652
2011-11-22,19.792,30.458,10.667,5.75,184.708,3.833,17.333,202.042
2011-11-23,22.542,39.875,17.333,11.75,185.792,5.042,24.333,210.125
2011-11-24,15.417,23.5,8.083,6.771,184.875,3.375,18.75,203.625
2011-11-25,13.3825,20.447,7.064,6.1875,185.0,3.167,17.375,202.375
2011-11-26,20.4795,33.8335,13.354,8.1665,185.478,3.917,20.739,206.217
2011-11-27,25.6875,43.958,18.2705,6.104,184.292,5.708,29.083,213.375
2011-11-28,26.0625,55.521,29.458,19.458,187.417,8.375,39.5,226.917
2011-11-29,20.208,35.625,15.4165,20.292,185.75,5.833,28.792,214.542
2011-11-30,10.5415,17.4375,6.8955,6.208,186.25,3.667,18.417,204.667
