date,NO2_mean,NOX_mean,NO_mean,SPM_mean,PM25_mean,SO2_mean
2011-09-05,15.976,25.945,9.97,22.022,,6.0
2011-09-06,15.062,17.77,2.708,13.146,,4.625
2011-09-07,16.625,18.582,1.956,22.9,,5.348
2011-09-08,17.125,19.916,2.792,29.188,,5.833
2011-09-09,13.166,16.229,3.062,26.084,,5.083
2011-09-10,9.542,13.688,4.146,20.542,,4.625
2011-09-11,7.625,10.958,3.333,16.247,,5.542
2011-09-12,8.642,16.334,7.692,15.395,,4.583
2011-09-13,8.667,14.292,5.625,19.666,,6.792
2011-09-14,12.03,19.972,7.942,22.991,,7.773
2011-09-15,8.738,16.065,7.326,14.048,,5.474
2011-09-16,7.146,12.416,5.27,14.812,,4.708
2011-09-17,5.02,8.52,3.5,21.062,,5.208
2011-09-18,4.125,6.521,2.396,14.958,,4.958
2011-09-19,10.896,15.083,4.188,25.834,,7.0
2011-09-20,19.239,25.913,6.674,9.718,,4.0
2011-09-21,11.271,16.625,5.354,20.208,,2.875
2011-09-22,16.188,23.375,7.188,16.625,,4.917
2011-09-23,18.562,22.854,4.292,13.812,,5.042
2011-09-24,16.75,20.812,4.062,14.98,,6.667
2011-09-25,16.062,18.084,2.021,16.438,,6.792
2011-09-26,28.163,35.579,7.416,22.092,,5.0
2011-09-27,20.953,27.828,6.875,19.598,,4.708
2011-09-28,19.229,22.979,3.75,21.479,,5.417
2011-09-29,21.562,25.916,4.354,24.271,,6.792
2011-09-30,26.292,32.938,6.646,37.396,,7.042
2011-10-01,14.312,16.438,2.125,17.896,,7.917
2011-10-02,10.396,12.0,1.604,20.708,,6.792
2011-10-03,11.696,14.065,2.37,10.44,,5.522
2011-10-04,17.208,20.458,3.25,13.916,,7.708
2011-10-05,23.146,27.166,4.021,16.916,,5.125
2011-10-06,16.834,19.667,2.834,10.292,,5.542
2011-10-07,17.229,21.667,4.438,20.52,,6.375
2011-10-08,25.834,31.458,5.625,30.312,,7.208
2011-10-09,17.312,18.958,1.646,37.271,,7.458
2011-10-10,17.375,20.021,2.646,40.792,,6.292
2011-10-11,33.37,42.935,9.565,47.892,,9.391
2011-10-12,19.646,22.042,2.396,47.416,,8.458
2011-10-13,29.73,34.916,5.188,50.438,,9.375
2011-10-14,22.0,34.98,12.98,48.958,,10.25
2011-10-15,6.458,8.5,2.042,25.354,,4.917
2011-10-16,6.229,7.875,1.646,16.792,,6.042
2011-10-17,23.82,29.233,5.412,33.476,,7.375
2011-10-18,17.375,20.833,3.458,20.25,,7.25
2011-10-19,19.93,24.047,4.117,20.698,,5.348
2011-10-20,18.416,22.042,3.625,22.666,,5.542
2011-10-21,20.584,25.75,5.166,21.75,,5.167
2011-10-22,14.188,19.02,4.834,10.416,,4.5
2011-10-23,9.02,12.354,3.334,13.396,,4.167
2011-10-24,26.714,33.138,6.424,29.3,,6.348
2011-10-25,17.51,25.742,8.232,30.367,,7.417
2011-10-26,8.458,10.479,2.021,9.104,,5.625
2011-10-27,22.688,29.354,6.666,20.354,,6.75
2011-10-28,30.521,41.917,11.396,26.042,,6.917
2011-10-29,23.167,27.584,4.416,28.938,,6.792
2011-10-30,13.812,15.271,1.458,33.042,,6.292
2011-10-31,17.021,21.771,4.75,23.208,,6.0
2011-11-01,27.174,35.348,8.174,17.939,,6.739
2011-11-02,34.125,51.521,17.396,32.375,,7.875
2011-11-03,46.208,63.854,17.646,56.604,,8.417
2011-11-04,36.125,57.584,21.458,43.229,,8.167
2011-11-05,40.062,57.584,17.52,65.312,,8.75
2011-11-06,23.292,26.375,3.083,85.584,,5.167
2011-11-07,22.652,28.413,5.761,19.63,,6.957
2011-11-08,18.66,22.99,4.331,12.814,,5.833
2011-11-09,27.542,38.916,11.375,16.666,,5.792
2011-11-10,29.438,44.52,15.084,22.562,,6.375
2011-11-11,24.542,30.23,5.688,19.584,,3.667
2011-11-12,22.958,30.708,7.75,15.25,,5.083
2011-11-13,31.771,43.75,11.979,33.584,,7.458
2011-11-14,23.496,28.081,4.585,30.036,,6.087
2011-11-15,22.796,31.557,8.762,21.854,,5.25
2011-11-16,21.583,27.479,5.896,11.458,,5.083
2011-11-17,29.062,40.875,11.812,17.416,,5.292
2011-11-18,33.98,59.625,25.646,26.812,,5.958
2011-11-19,15.708,29.688,13.979,24.333,,2.75
2011-11-20,15.666,23.208,7.542,10.688,,3.667
2011-11-21,20.415,27.125,6.71,6.371,,4.217
2011-11-22,31.341,56.288,24.947,14.384,,5.208
2011-11-23,31.416,46.334,14.916,22.958,,6.333
2011-11-24,18.146,24.416,6.27,16.042,,4.333
2011-11-25,23.604,37.02,13.416,8.646,,4.333
2011-11-26,30.312,51.979,21.667,17.27,,6.042
2011-11-27,30.167,39.5,9.333,32.396,,5.542
2011-11-28,35.487,96.564,61.078,39.574,,5.565
2011-11-29,41.042,111.083,70.042,39.479,,6.833
2011-11-30,28.508,58.5,29.992,39.435,,7.625
2011-12-01,16.083,19.917,3.833,8.334,,3.583
2011-12-02,16.375,20.938,4.562,10.542,,3.333
2011-12-03,16.208,23.896,7.688,8.583,,2.875
2011-12-04,11.166,14.375,3.208,6.5,,4.167
2011-12-05,19.307,43.382,24.076,9.415,,4.5
2011-12-06,29.021,40.406,11.385,18.911,,3.957
2011-12-07,38.312,72.5,34.188,35.584,,6.833
2011-12-08,27.52,46.688,19.167,37.958,,5.542
2011-12-09,24.542,45.875,21.333,12.917,,4.25
2011-12-10,27.562,50.562,23.0,12.104,,4.75
2011-12-11,28.625,52.438,23.812,18.354,,5.75
2011-12-12,32.958,64.396,31.438,18.958,,6.042
2011-12-13,30.544,52.5,21.956,13.804,,5.478
2011-12-14,32.521,52.416,19.896,25.75,,5.294
2011-12-15,30.458,70.188,39.73,23.979,,6.875
2011-12-16,26.062,41.75,15.688,12.416,,5.625
2011-12-17,23.812,34.812,11.0,8.333,,4.292
2011-12-18,29.919,49.076,19.157,14.77,,4.556
2011-12-19,34.196,66.761,32.565,22.419,,6.571
2011-12-20,25.479,35.396,9.917,9.666,,4.208
2011-12-21,37.292,60.646,23.354,26.02,,5.958
2011-12-22,38.375,88.938,50.562,43.73,,6.5
2011-12-23,15.562,18.334,2.771,8.604,,3.833
2011-12-24,29.23,51.334,22.104,13.75,,6.0
2011-12-25,20.5,27.875,7.375,9.896,,4.833
2011-12-26,27.913,49.392,21.478,9.22,,3.75
2011-12-27,26.896,45.375,18.479,8.834,,4.083
2011-12-28,28.334,38.146,9.812,12.23,,4.625
2011-12-29,30.292,41.167,10.875,23.27,,5.792
2011-12-30,9.562,11.48,1.917,7.375,,4.208
2011-12-31,18.646,24.958,6.312,15.666,,4.917
2012-01-01,18.688,21.75,3.062,,,4.208
2012-01-02,5.458,6.375,0.916,,,4.708
2012-01-03,6.771,7.48,0.708,,,3.458
2012-01-04,10.521,11.646,1.125,,,3.083
2012-01-05,26.875,34.834,7.958,,,3.958
2012-01-06,20.833,26.084,5.25,,,3.625
2012-01-07,33.056,57.094,24.038,,,6.609
2012-01-08,36.754,60.258,23.504,,,6.333
2012-01-09,38.5,66.646,28.146,,,6.125
2012-01-10,20.5,24.646,4.146,,,4.708
2012-01-11,32.73,48.771,16.042,,,5.167
2012-01-12,36.583,46.438,9.854,,,5.667
2012-01-13,35.916,51.521,15.605,,,9.417
2012-01-14,14.854,16.125,1.271,,,3.958
2012-01-15,14.196,16.0,1.804,,,4.87
2012-01-16,37.625,67.792,30.167,,,4.5
2012-01-17,30.438,61.646,31.208,,,5.333
2012-01-18,23.73,29.646,5.916,,,3.958
2012-01-19,33.688,49.771,16.083,,,5.417
2012-01-20,17.188,20.104,2.917,,,4.667
2012-01-21,31.28,52.438,21.158,,,6.083
2012-01-22,29.847,41.748,11.902,,,4.87
2012-01-23,17.833,21.25,3.416,,,3.75
2012-01-24,25.438,31.875,6.438,,,4.958
2012-01-25,25.334,44.375,19.042,,,5.25
2012-01-26,13.02,14.979,1.958,,,3.667
2012-01-27,16.896,19.062,2.166,,,4.042
2012-01-28,16.438,20.271,3.833,,,4.333
2012-01-29,24.044,29.804,5.761,,,4.783
2012-01-30,23.458,31.521,8.062,,,5.667
2012-01-31,36.146,58.062,21.916,,,6.542
2012-02-01,33.23,56.625,23.396,,,7.417
2012-02-02,11.792,13.125,1.333,,,5.625
2012-02-03,10.083,10.938,0.854,,,5.792
2012-02-04,25.772,32.269,6.496,,,6.652
2012-02-05,19.083,21.812,2.73,,,6.875
2012-02-06,21.002,23.538,2.536,,,4.091
2012-02-07,33.334,46.625,13.292,,,5.75
2012-02-08,13.834,17.479,3.646,,,4.0
2012-02-09,14.23,15.458,1.229,,,4.25
2012-02-10,21.021,23.708,2.688,,,6.083
2012-02-11,16.604,19.292,2.688,,,5.708
2012-02-12,30.928,38.562,7.633,,,6.083
2012-02-13,17.87,21.436,3.566,,,5.043
2012-02-14,41.708,65.416,23.708,,,6.25
2012-02-15,33.188,43.146,9.958,,,4.917
2012-02-16,10.938,13.333,2.396,,,4.125
2012-02-17,12.0,13.084,1.083,,,4.625
2012-02-18,37.98,56.496,18.516,,,4.917
2012-02-19,18.542,23.77,5.229,,,3.375
2012-02-20,19.802,25.019,5.216,,,4.696
2012-02-21,20.375,23.542,3.166,,,4.625
2012-02-22,34.104,50.229,16.125,,,6.417
2012-02-23,19.084,22.854,3.771,,,5.75
2012-02-24,11.584,12.834,1.25,,,4.083
2012-02-25,12.25,13.734,1.484,,,3.609
2012-02-26,26.604,32.334,5.729,,,5.708
2012-02-27,38.334,64.166,25.833,,,6.25
2012-02-28,32.875,60.896,28.02,,,3.957
2012-02-29,,,,,,
2012-03-01,20.208,27.896,7.688,,,0.542
2012-03-02,8.396,9.292,0.896,,,0.583
2012-03-03,11.667,12.312,0.646,,,0.917
2012-03-04,18.302,21.337,3.035,,,0.955
2012-03-05,26.45,33.573,7.122,,,0.375
2012-03-06,31.875,39.084,7.208,,,1.458
2012-03-07,25.917,33.229,7.312,,,2.542
2012-03-08,14.0,15.312,1.312,,,1.792
2012-03-09,22.208,24.042,1.834,,,2.625
2012-03-10,8.02,8.708,0.688,,,0.583
2012-03-11,14.739,15.88,1.142,,,0.435
2012-03-12,17.75,21.0,3.25,,,0.5
2012-03-13,5.25,6.333,1.084,,,0.25
2012-03-14,10.292,11.042,0.75,,,0.0
2012-03-15,20.812,24.458,3.646,,,0.625
2012-03-16,23.979,30.75,6.77,,,0.708
2012-03-17,8.958,9.479,0.521,,,1.375
2012-03-18,4.882,5.665,0.782,,,0.25
2012-03-19,18.63,22.449,3.82,,,1.043
2012-03-20,10.375,11.042,0.666,,,0.542
2012-03-21,12.23,13.104,0.875,,,0.417
2012-03-22,17.416,19.354,1.938,,,0.458
2012-03-23,21.875,23.25,1.375,,,0.958
2012-03-24,12.667,13.334,0.666,,,1.25
2012-03-25,19.304,20.761,1.456,,,0.87
2012-03-26,13.792,14.75,0.958,,,0.875
2012-03-27,22.042,23.896,1.854,,,0.208
2012-03-28,26.084,31.604,5.521,,,1.458
2012-03-29,22.812,31.979,9.166,,,1.542
2012-03-30,13.542,14.292,0.75,,,0.083
2012-03-31,11.604,12.188,0.584,,,0.0
2012-04-01,7.125,8.312,1.188,,,5.0
2012-04-02,12.652,14.862,2.209,,,5.087
2012-04-03,12.984,15.352,2.368,,,5.042
2012-04-04,11.75,13.208,1.458,,,4.625
2012-04-05,12.062,13.73,1.666,,,7.083
2012-04-06,13.666,15.438,1.771,,,5.917
2012-04-07,16.084,18.083,2.0,,,4.833
2012-04-08,7.458,8.458,1.0,,,5.542
2012-04-09,17.666,20.25,2.584,,,7.75
2012-04-10,21.934,28.152,6.218,,,7.783
2012-04-11,14.334,15.479,1.146,,,5.792
2012-04-12,17.021,21.479,4.458,,,8.0
2012-04-13,21.596,23.342,1.747,,,8.304
2012-04-14,13.458,14.271,0.812,,,4.25
2012-04-15,11.542,12.458,0.916,,,5.333
2012-04-16,23.05,26.712,3.662,,,7.125
2012-04-17,26.228,29.204,2.976,,,6.478
2012-04-18,21.958,25.52,3.562,,,6.875
2012-04-19,15.542,17.312,1.77,,,5.583
2012-04-20,17.083,19.062,1.979,,,5.792
2012-04-21,13.104,15.167,2.062,,,5.583
2012-04-22,15.042,16.062,1.02,,,4.625
2012-04-23,27.956,37.2,9.243,,,3.043
2012-04-24,17.875,20.562,2.688,,,5.25
2012-04-25,22.354,26.708,4.354,,,7.292
2012-04-26,9.542,10.0,0.458,,,5.125
2012-04-27,19.458,21.666,2.208,,,4.083
2012-04-28,18.812,21.125,2.312,,,7.083
2012-04-29,13.27,14.833,1.562,,,8.583
2012-04-30,11.271,12.125,0.854,,,7.458
2012-05-01,12.984,13.989,1.005,,,7.167
2012-05-02,12.125,12.875,0.75,,,4.958
2012-05-03,11.354,12.167,0.812,,,3.958
2012-05-04,16.354,18.021,1.667,,,4.292
2012-05-05,9.146,10.521,1.375,,,5.167
2012-05-06,11.938,12.604,0.666,,,5.833
2012-05-07,14.68,16.091,1.411,,,6.958
2012-05-08,18.688,20.062,1.375,,,8.417
2012-05-09,22.375,24.438,2.062,,,8.583
2012-05-10,16.655,18.201,1.546,,,5.87
2012-05-11,12.021,13.75,1.729,,,5.125
2012-05-12,8.229,9.104,0.875,,,4.708
2012-05-13,8.27,8.916,0.646,,,6.042
2012-05-14,14.913,16.74,1.826,,,6.522
2012-05-15,12.354,13.5,1.146,,,4.583
2012-05-16,15.521,20.062,4.542,,,5.583
2012-05-17,17.584,19.479,1.896,,,5.583
2012-05-18,9.25,9.792,0.542,,,5.125
2012-05-19,13.167,14.458,1.292,,,7.75
2012-05-20,9.166,9.917,0.75,,,7.292
2012-05-21,15.934,17.304,1.37,,,6.174
2012-05-22,10.604,11.708,1.104,,,4.042
2012-05-23,9.625,10.708,1.084,,,4.958
2012-05-24,11.833,13.229,1.396,,,6.583
2012-05-25,15.292,16.042,0.75,,,7.333
2012-05-26,12.958,14.146,1.188,,,6.917
2012-05-27,6.896,7.52,0.625,,,6.375
