date,NO2_mean,NOX_mean,NO_mean,SPM_mean,CO_mean
2015-03-31,20.395,23.286,2.891,32.192,4.411
2015-04-01,19.389,22.833,3.444,32.111,4.52
2015-04-02,18.334,22.278,3.944,11.806,3.75
2015-04-03,25.764,45.597,19.833,29.305,5.646
2015-04-04,16.208,23.236,7.028,22.75,4.25
2015-04-05,12.319,13.76,1.442,11.07,3.562
2015-04-06,18.304,22.051,3.747,11.778,4.292
2015-04-07,6.914,7.986,1.072,7.645,2.75
2015-04-08,11.278,14.417,3.139,11.417,2.854
2015-04-09,19.944,26.972,7.028,17.208,3.25
2015-04-10,26.375,34.153,7.778,27.75,3.833
2015-04-11,9.25,10.889,1.639,16.93,2.916
2015-04-12,9.523,10.759,1.236,15.583,3.125
2015-04-13,14.5,17.316,2.816,14.375,3.334
2015-04-14,23.621,38.116,14.495,15.458,3.771
2015-04-15,24.75,39.597,14.847,19.958,3.958
2015-04-16,23.551,27.015,3.464,37.269,5.576
2015-04-17,12.056,14.125,2.069,29.916,3.396
2015-04-18,12.111,13.861,1.75,25.056,3.125
2015-04-19,14.512,16.268,1.756,27.292,4.292
2015-04-20,16.302,25.61,9.308,30.778,2.958
2015-04-21,4.889,5.791,0.903,6.736,2.5
2015-04-22,19.139,23.709,4.569,16.278,3.25
2015-04-23,22.764,26.944,4.181,25.208,3.562
2015-04-24,26.068,30.415,4.348,25.111,3.583
2015-04-25,8.333,9.222,0.889,28.583,3.417
2015-04-26,9.206,10.078,0.872,37.028,3.666
2015-04-27,20.339,22.74,2.402,38.278,4.02
2015-04-28,23.0,26.931,3.931,39.556,3.708
2015-04-29,11.889,13.305,1.417,19.139,2.542
2015-04-30,15.684,17.483,1.799,15.995,2.6
2015-05-01,14.778,16.583,1.806,17.208,3.188
2015-05-02,11.375,12.5,1.125,16.403,2.854
2015-05-03,5.27,5.964,0.694,12.889,2.396
2015-05-04,6.295,7.466,1.171,13.222,2.5
2015-05-05,5.111,5.875,0.764,19.875,2.729
2015-05-06,7.917,8.778,0.861,19.236,3.125
2015-05-07,16.966,19.535,2.569,19.591,3.042
2015-05-08,18.569,20.68,2.111,19.792,3.0
2015-05-09,26.208,30.556,4.347,32.139,4.125
2015-05-10,3.538,4.244,0.707,20.639,2.354
2015-05-11,15.959,19.375,3.417,15.542,2.5
2015-05-12,19.181,25.153,5.972,21.167,2.666
2015-05-13,24.569,30.208,5.639,23.514,3.896
2015-05-14,25.5,30.083,4.583,30.916,3.916
2015-05-15,23.324,29.729,6.404,38.342,3.739
2015-05-16,9.056,13.792,4.736,35.819,3.062
2015-05-17,6.569,7.345,0.777,23.708,2.938
2015-05-18,17.542,20.722,3.181,30.722,3.25
2015-05-19,15.639,18.556,2.917,11.584,3.25
2015-05-20,8.917,11.055,2.139,19.416,2.958
2015-05-21,5.042,5.903,0.861,9.688,2.084
2015-05-22,23.069,27.139,4.069,18.319,3.5
2015-05-23,18.667,20.041,1.375,24.459,3.938
2015-05-24,12.061,12.921,0.86,16.639,3.208
2015-05-25,21.279,24.682,3.403,19.486,3.208
2015-05-26,14.5,16.278,1.778,19.722,2.688
2015-05-27,24.18,26.042,1.861,29.944,3.666
2015-05-28,25.507,29.837,4.331,34.07,3.5
2015-05-29,27.47,30.488,3.018,33.418,3.997
2015-05-30,13.764,15.945,2.18,32.986,4.02
2015-05-31,4.528,5.194,0.666,22.819,2.375
2015-06-01,24.37,29.787,5.417,22.43,3.104
2015-06-02,19.195,22.556,3.361,24.611,2.979
2015-06-03,16.917,21.875,4.958,27.625,3.125
2015-06-04,4.125,4.944,0.82,11.028,1.938
2015-06-05,20.597,29.511,8.915,11.764,3.334
2015-06-06,4.931,5.75,0.819,7.153,2.125
2015-06-07,9.227,9.949,0.722,12.305,2.542
2015-06-08,15.61,21.4,5.79,10.208,2.396
2015-06-09,11.375,13.486,2.111,6.611,2.438
2015-06-10,18.458,20.917,2.458,15.708,3.646
2015-06-11,21.694,27.986,6.292,23.389,3.334
2015-06-12,14.57,16.32,1.75,28.347,3.916
2015-06-13,16.014,17.472,1.458,42.097,4.896
2015-06-14,9.653,10.292,0.639,24.528,2.854
2015-06-15,20.852,25.465,4.612,33.677,3.587
2015-06-16,28.584,38.806,10.222,48.861,3.854
2015-06-17,24.417,31.458,7.042,36.806,2.771
2015-06-18,21.499,29.814,8.315,18.528,2.25
2015-06-19,10.736,13.68,2.945,14.069,2.312
2015-06-20,15.375,21.319,5.944,17.694,2.896
2015-06-21,9.594,11.335,1.741,12.333,2.416
2015-06-22,22.01,29.896,7.886,18.139,3.146
2015-06-23,20.958,30.056,9.097,22.18,2.562
2015-06-24,22.444,31.028,8.583,29.153,3.02
2015-06-25,19.453,26.179,6.726,26.389,2.458
2015-06-26,21.319,35.792,14.472,18.07,2.625
2015-06-27,9.403,13.389,3.986,11.486,2.334
2015-06-28,1.8,3.368,1.568,6.736,1.042
2015-06-29,14.392,20.1,5.708,12.555,1.812
2015-06-30,20.213,30.309,10.096,17.504,1.997
2015-07-01,19.195,27.278,8.083,14.028,2.625
2015-07-02,25.056,34.764,9.708,23.903,3.812
2015-07-03,19.792,26.49,6.697,20.886,2.938
2015-07-04,24.82,38.639,13.819,39.097,4.75
2015-07-05,10.364,11.292,0.929,28.986,3.396
2015-07-06,25.732,32.761,7.029,24.125,3.646
2015-07-07,20.444,24.875,4.43,27.097,3.812
2015-07-08,28.653,41.125,12.472,37.25,4.375
2015-07-09,25.125,33.208,8.083,30.764,4.5
2015-07-10,25.056,31.097,6.042,35.056,3.792
2015-07-11,13.583,15.764,2.181,36.875,4.167
2015-07-12,6.821,9.109,2.288,29.792,2.167
2015-07-13,6.862,18.109,11.246,23.055,1.146
2015-07-14,8.446,23.947,15.501,17.111,1.375
2015-07-15,9.29,18.829,9.539,13.44,1.477
2015-07-16,7.708,15.208,7.5,30.083,1.584
2015-07-17,6.792,13.07,6.278,40.681,1.396
2015-07-18,7.403,14.139,6.736,28.597,1.854
2015-07-19,6.156,9.074,2.918,23.736,1.938
2015-07-20,6.465,11.295,4.83,20.542,1.958
2015-07-21,10.189,22.167,11.978,15.111,1.667
2015-07-22,11.097,26.042,14.944,16.084,1.729
2015-07-23,18.181,38.403,20.222,13.875,2.708
2015-07-24,17.097,25.305,8.208,29.944,3.208
2015-07-25,13.097,18.014,4.917,35.778,3.646
2015-07-26,7.85,9.805,1.955,24.167,2.375
2015-07-27,13.319,19.38,6.06,26.792,2.625
2015-07-28,4.847,6.292,1.444,23.597,1.792
2015-07-29,12.222,15.5,3.278,34.639,2.771
2015-07-30,11.522,13.886,2.363,45.819,3.021
2015-07-31,17.116,20.239,3.124,51.388,3.298
2015-08-01,17.278,19.708,2.431,74.903,4.354
2015-08-02,8.423,9.31,0.888,78.819,3.166
2015-08-03,16.866,19.64,2.774,67.208,2.75
2015-08-04,15.725,21.432,5.707,57.141,2.584
2015-08-05,12.194,22.431,10.236,26.555,2.042
2015-08-06,12.222,24.111,11.889,18.653,2.125
2015-08-07,13.764,20.222,6.458,23.111,2.333
2015-08-08,11.931,14.111,2.181,40.597,2.75
2015-08-09,8.458,9.335,0.877,38.82,2.75
2015-08-10,12.119,14.15,2.031,34.486,2.812
2015-08-11,9.569,11.736,2.167,23.986,2.0
2015-08-12,14.292,16.819,2.528,33.959,3.604
2015-08-13,9.198,11.308,2.109,28.147,2.741
2015-08-14,5.528,7.597,2.07,17.389,2.27
2015-08-15,6.472,7.528,1.056,19.75,2.604
2015-08-16,5.437,6.38,0.944,28.264,2.75
2015-08-17,13.562,20.99,7.428,21.208,2.208
2015-08-18,15.895,18.865,2.97,14.014,2.916
2015-08-19,22.942,34.502,11.561,17.236,3.375
2015-08-20,21.185,32.398,11.212,21.708,3.834
2015-08-21,18.511,30.017,11.507,28.181,2.958
2015-08-22,6.996,12.562,5.567,20.778,2.146
2015-08-23,4.975,5.766,0.791,14.5,2.292
2015-08-24,15.876,18.707,2.831,20.236,2.625
2015-08-25,13.313,21.776,8.463,19.361,2.208
2015-08-26,17.629,24.73,7.101,16.861,2.458
2015-08-27,17.997,20.827,2.83,18.278,2.834
2015-08-28,23.167,30.778,7.611,28.208,3.166
2015-08-29,12.264,15.778,3.514,18.805,2.521
2015-08-30,8.094,9.959,1.866,15.556,2.334
2015-08-31,15.006,19.881,4.875,15.02,3.016
2015-09-01,13.417,23.667,10.25,15.764,2.708
2015-09-02,12.403,22.639,10.236,14.875,2.416
2015-09-03,20.139,25.791,5.653,22.889,3.167
2015-09-04,12.01,16.548,4.538,24.81,3.104
2015-09-05,14.764,17.167,2.403,19.986,3.666
2015-09-06,8.64,9.593,0.952,24.056,3.042
2015-09-07,19.389,26.12,6.73,16.722,3.416
2015-09-08,18.139,25.153,7.014,13.639,3.354
2015-09-09,13.722,19.764,6.042,11.639,2.062
2015-09-10,9.75,13.208,3.458,9.722,1.854
2015-09-11,5.5,6.458,0.958,10.403,1.75
2015-09-12,14.653,16.986,2.333,19.944,3.666
2015-09-13,5.707,6.542,0.836,20.0,3.021
2015-09-14,13.315,15.23,1.915,9.972,2.688
2015-09-15,22.466,25.141,2.675,19.02,2.859
2015-09-16,25.972,36.597,10.625,29.375,2.896
2015-09-17,15.583,19.903,4.319,20.986,2.688
2015-09-18,11.0,14.028,3.028,10.208,1.812
2015-09-19,5.986,8.639,2.653,7.5,1.208
2015-09-20,6.177,7.495,1.319,11.167,1.666
2015-09-21,17.113,20.311,3.197,19.681,2.792
2015-09-22,14.708,16.778,2.069,25.958,2.75
2015-09-23,18.917,22.125,3.208,22.319,2.542
2015-09-24,17.153,21.194,4.042,20.069,2.542
2015-09-25,16.583,21.708,5.125,12.236,2.458
2015-09-26,18.403,24.014,5.611,15.306,2.812
2015-09-27,9.349,11.487,2.138,18.694,2.52
2015-09-28,11.345,15.0,3.656,16.028,1.958
2015-09-29,7.615,9.152,1.537,12.139,1.48
2015-09-30,19.248,25.397,6.15,12.977,2.398
2015-10-01,20.208,27.778,7.569,16.458,2.625
2015-10-02,8.125,9.541,1.417,12.625,2.375
2015-10-03,11.236,14.639,3.403,12.889,2.375
2015-10-04,7.397,8.614,1.216,18.639,2.25
2015-10-05,23.357,30.142,6.785,16.75,3.166
2015-10-06,18.334,22.611,4.278,19.556,3.062
2015-10-07,9.181,11.153,1.972,10.472,1.5
2015-10-08,6.5,7.458,0.958,12.764,1.396
2015-10-09,21.236,24.597,3.361,35.847,3.396
2015-10-10,20.333,23.25,2.917,43.153,4.0
2015-10-11,10.831,11.867,1.036,13.861,2.416
2015-10-12,10.202,12.176,1.974,14.708,2.792
2015-10-13,8.583,11.972,3.389,10.125,2.188
2015-10-14,11.292,13.57,2.278,10.347,1.896
2015-10-15,27.464,36.035,8.571,19.41,3.782
2015-10-16,23.264,28.097,4.833,19.347,3.5
2015-10-17,19.014,22.306,3.292,19.819,3.292
2015-10-18,14.366,16.135,1.769,20.32,4.104
2015-10-19,23.954,30.536,6.581,21.655,2.916
2015-10-20,17.327,19.77,2.442,29.8,3.104
2015-10-21,26.394,31.429,5.035,37.555,3.792
2015-10-22,15.75,18.195,2.444,33.764,3.688
2015-10-23,23.639,27.833,4.194,26.959,3.604
2015-10-24,12.708,14.68,1.972,37.528,3.875
2015-10-25,2.487,3.181,0.694,12.805,1.646
2015-10-26,19.819,24.653,4.834,15.319,2.708
2015-10-27,24.75,33.389,8.639,18.722,2.688
2015-10-28,9.044,10.318,1.274,13.111,2.084
2015-10-29,9.027,10.772,1.745,12.403,1.958
2015-10-30,12.495,14.845,2.35,19.163,2.518
2015-10-31,7.375,8.736,1.361,10.875,1.938
2015-11-01,10.194,11.474,1.28,14.028,3.166
2015-11-02,20.692,32.042,11.35,16.083,3.438
2015-11-03,10.93,15.68,4.75,9.945,2.271
2015-11-04,24.583,33.264,8.68,15.625,3.5
2015-11-05,27.155,40.266,13.111,22.405,4.125
2015-11-06,29.931,39.889,9.958,27.333,5.25
2015-11-07,20.889,25.708,4.82,26.514,3.875
2015-11-08,13.523,16.341,2.819,18.236,3.062
2015-11-09,25.451,57.824,32.373,19.861,5.396
2015-11-10,11.792,16.861,5.069,7.972,2.562
2015-11-11,11.764,13.986,2.222,5.764,2.25
2015-11-12,23.745,34.775,11.029,16.361,4.27
2015-11-13,27.208,38.583,11.375,29.458,4.771
2015-11-14,14.153,17.403,3.25,10.861,2.125
2015-11-15,6.721,8.17,1.45,6.722,2.021
2015-11-16,25.355,39.716,14.362,10.56,3.61
2015-11-17,29.639,50.389,20.75,26.611,4.479
2015-11-18,24.417,47.764,23.347,22.194,4.354
2015-11-19,11.75,13.708,1.958,6.597,2.438
2015-11-20,16.167,21.361,5.194,11.778,3.062
2015-11-21,12.681,14.209,1.528,12.931,3.104
2015-11-22,16.4,22.419,6.02,20.681,5.104
2015-11-23,21.712,35.526,13.814,30.972,5.729
2015-11-24,12.972,20.695,7.722,20.278,3.77
2015-11-25,15.305,17.667,2.361,6.833,2.438
2015-11-26,18.695,29.389,10.694,9.291,3.479
2015-11-27,15.972,21.072,5.1,5.583,2.958
2015-11-28,14.709,26.181,11.472,8.528,3.166
2015-11-29,10.276,11.891,1.615,9.0,2.875
2015-11-30,22.464,39.101,16.637,18.266,4.568
2015-12-01,15.222,34.167,18.944,12.834,3.604
2015-12-02,34.5,59.792,25.292,27.445,5.812
2015-12-03,20.065,28.711,8.645,15.809,4.729
2015-12-04,17.153,23.056,5.903,9.972,3.917
2015-12-05,14.153,20.111,5.958,10.736,3.084
2015-12-06,8.486,9.71,1.224,7.903,2.646
2015-12-07,19.055,31.426,12.371,8.625,3.812
2015-12-08,13.611,19.917,6.305,7.111,2.958
2015-12-09,25.875,43.278,17.403,13.333,4.5
2015-12-10,34.708,59.639,24.931,26.597,5.834
2015-12-11,11.431,15.917,4.486,10.055,2.208
2015-12-12,16.986,20.347,3.361,12.125,4.854
2015-12-13,10.665,13.197,2.531,13.708,3.958
2015-12-14,20.594,30.719,10.125,15.083,4.812
2015-12-15,30.832,59.206,28.374,24.525,6.818
2015-12-16,16.82,25.681,8.861,20.208,4.75
2015-12-17,6.569,9.819,3.25,3.819,2.875
2015-12-18,10.305,14.139,3.833,5.653,3.375
2015-12-19,11.944,17.806,5.861,8.264,3.167
2015-12-20,15.873,22.405,6.531,14.847,4.771
2015-12-21,25.223,38.136,12.913,19.43,5.0
2015-12-22,20.124,30.587,10.463,9.0,4.333
2015-12-23,24.792,41.569,16.778,19.708,5.334
2015-12-24,20.444,30.389,9.944,12.139,4.416
2015-12-25,12.681,18.236,5.555,12.722,3.562
2015-12-26,13.361,19.375,6.014,14.18,4.354
2015-12-27,6.275,9.386,3.111,12.236,3.542
2015-12-28,14.826,21.101,6.275,5.958,4.269
2015-12-29,6.958,10.097,3.139,4.403,3.021
2015-12-30,11.903,16.458,4.555,5.5,3.896
2015-12-31,8.444,12.125,3.681,8.5,3.854
2016-01-01,9.438,12.361,2.924,17.653,3.583
2016-01-02,10.784,13.304,2.519,15.597,3.583
2016-01-03,9.764,12.334,2.569,21.611,4.083
2016-01-04,11.111,14.959,3.847,20.056,4.292
2016-01-05,5.333,7.625,2.292,10.069,2.958
2016-01-06,14.764,21.903,7.139,9.014,3.208
2016-01-07,27.139,44.583,17.445,16.472,4.583
2016-01-08,18.051,26.839,8.788,16.0,4.083
2016-01-09,7.452,9.735,2.283,5.708,2.458
2016-01-10,13.278,19.667,6.389,8.375,3.292
2016-01-11,7.097,9.875,2.778,4.722,2.375
2016-01-12,12.872,16.765,3.893,9.113,3.0
2016-01-13,14.014,19.889,5.875,11.347,3.417
2016-01-14,6.681,9.472,2.792,4.319,2.833
2016-01-15,7.922,10.782,2.861,3.014,3.083
2016-01-16,18.192,27.962,9.77,5.054,3.364
2016-01-17,15.833,20.722,4.889,7.569,3.625
2016-01-18,24.597,34.611,10.014,9.778,4.333
2016-01-19,16.194,18.805,2.611,14.889,4.25
2016-01-20,31.986,43.709,11.722,27.278,6.25
2016-01-21,8.375,9.236,0.861,10.958,3.833
2016-01-22,11.826,13.934,2.108,14.042,4.542
2016-01-23,10.458,12.483,2.025,6.569,3.542
2016-01-24,16.25,21.444,5.194,6.569,3.458
2016-01-25,15.75,21.0,5.25,7.653,3.833
2016-01-26,21.986,28.639,6.653,8.819,4.25
2016-01-27,36.368,58.842,22.473,21.336,6.333
2016-01-28,17.722,21.681,3.958,16.5,4.292
2016-01-29,19.205,23.371,4.166,18.542,5.0
2016-01-30,14.716,25.657,10.942,17.319,4.625
2016-01-31,5.033,5.807,0.774,6.915,3.348
2016-02-01,17.125,27.347,10.222,11.25,4.375
2016-02-02,5.18,5.972,0.792,5.389,3.458
2016-02-03,8.695,10.139,1.444,6.889,3.542
2016-02-04,15.25,20.375,5.125,11.181,4.208
2016-02-05,18.149,20.687,2.538,15.028,4.583
2016-02-06,10.811,13.245,2.434,13.667,4.667
2016-02-07,6.685,7.536,0.851,8.27,3.708
2016-02-08,9.903,11.681,1.778,6.861,3.583
2016-02-09,24.264,35.861,11.597,15.056,4.583
2016-02-10,12.389,15.917,3.528,7.861,3.708
2016-02-11,7.611,8.972,1.361,5.528,3.792
2016-02-12,5.053,5.543,0.49,5.833,3.458
2016-02-13,13.173,16.749,3.576,7.653,4.042
2016-02-14,14.805,17.736,2.931,8.528,4.25
2016-02-15,13.526,15.602,2.076,10.086,3.304
2016-02-16,29.333,38.181,8.847,22.539,4.583
2016-02-17,35.542,52.847,17.306,34.366,5.125
2016-02-18,9.736,10.694,0.958,12.111,2.375
2016-02-19,5.999,6.701,0.702,6.056,2.208
2016-02-20,21.629,28.538,6.909,13.183,3.375
2016-02-21,3.917,4.764,0.847,7.389,2.167
2016-02-22,22.889,30.514,7.625,12.363,3.167
2016-02-23,17.514,24.305,6.792,10.542,2.542
2016-02-24,4.333,5.139,0.806,8.179,2.0
2016-02-25,11.736,14.028,2.292,9.445,2.542
2016-02-26,9.726,11.568,1.842,14.528,2.75
2016-02-27,11.75,13.329,1.58,9.258,2.625
2016-02-28,19.246,22.182,2.936,12.684,3.091
2016-02-29,,,,,
2016-03-01,23.305,29.945,6.639,16.653,3.292
2016-03-02,22.305,29.708,7.403,18.93,3.625
2016-03-03,6.792,7.542,0.75,8.639,2.167
2016-03-04,19.458,22.625,3.167,14.264,3.25
2016-03-05,18.211,19.998,1.786,20.986,4.333
2016-03-06,21.24,26.824,5.583,23.181,4.042
2016-03-07,8.486,9.819,1.333,7.555,2.292
2016-03-08,8.792,10.125,1.333,10.736,2.417
2016-03-09,21.167,40.727,19.56,17.465,3.417
2016-03-10,14.611,19.861,5.25,14.209,2.792
2016-03-11,7.417,8.18,0.764,12.056,2.208
2016-03-12,12.769,13.743,0.974,15.542,3.125
2016-03-13,23.372,29.747,6.374,19.222,4.0
2016-03-14,7.986,8.722,0.736,19.111,2.5
2016-03-15,5.972,6.961,0.989,4.363,2.609
2016-03-16,6.069,7.028,0.958,7.528,2.708
2016-03-17,9.055,10.903,1.847,8.361,2.833
2016-03-18,9.653,11.25,1.597,15.792,3.375
2016-03-19,10.504,11.32,0.817,32.444,4.125
2016-03-20,18.814,20.401,1.587,37.236,4.958
2016-03-21,14.028,15.097,1.069,13.305,3.375
2016-03-22,5.806,6.667,0.861,17.954,2.875
2016-03-23,14.111,15.945,1.833,16.5,3.333
2016-03-24,5.945,6.764,0.819,8.292,2.875
2016-03-25,12.305,13.556,1.25,13.646,3.792
2016-03-26,6.274,6.978,0.704,9.708,3.042
2016-03-27,6.436,7.489,1.053,8.73,2.833
2016-03-28,9.222,10.653,1.431,14.083,3.125
2016-03-29,18.056,19.986,1.931,27.02,3.958
2016-03-30,15.556,18.083,2.528,31.875,4.583
2016-03-31,12.482,13.203,0.721,20.888,3.227
2016-04-01,30.278,36.25,5.972,41.319,5.958
2016-04-02,20.222,23.236,3.014,35.403,6.25
2016-04-03,9.992,11.125,1.133,18.889,4.333
2016-04-04,14.915,20.402,5.486,10.931,4.458
2016-04-05,9.028,10.653,1.625,7.236,3.417
2016-04-06,21.847,24.597,2.75,20.666,5.375
2016-04-07,20.322,23.304,2.983,15.939,4.708
2016-04-08,6.736,7.569,0.833,13.541,3.583
2016-04-09,17.722,22.333,4.611,28.0,5.708
2016-04-10,12.341,13.739,1.397,31.0,5.542
2016-04-11,3.869,4.553,0.684,20.694,3.625
2016-04-12,14.667,17.167,2.5,19.889,4.042
2016-04-13,13.806,16.792,2.986,17.792,4.25
2016-04-14,8.106,9.748,1.643,9.417,3.583
2016-04-15,6.204,6.894,0.69,15.538,3.391
2016-04-16,17.556,24.764,7.208,16.194,4.0
2016-04-17,9.794,10.629,0.835,21.07,3.5
2016-04-18,8.534,9.736,1.202,17.292,2.958
2016-04-19,7.153,8.292,1.139,20.305,2.958
2016-04-20,17.264,19.68,2.417,17.5,3.333
2016-04-21,17.556,21.222,3.667,19.569,3.25
2016-04-22,14.306,16.361,2.056,9.556,3.5
2016-04-23,18.611,24.389,5.778,20.805,4.417
2016-04-24,11.227,11.979,0.752,39.847,4.25
2016-04-25,22.835,26.657,3.821,32.778,4.0
2016-04-26,21.278,25.069,3.791,28.667,3.875
2016-04-27,19.847,25.653,5.806,21.792,3.167
2016-04-28,13.219,15.234,2.015,8.824,2.739
2016-04-29,2.597,3.222,0.625,12.347,2.0
2016-04-30,10.042,10.819,0.778,15.486,3.167
2016-05-01,7.204,8.565,1.361,22.889,3.333
2016-05-02,14.125,16.846,2.722,33.264,4.708
2016-05-03,5.666,6.43,0.764,29.431,3.208
2016-05-04,7.111,8.056,0.944,21.194,3.25
2016-05-05,5.43,6.153,0.722,18.486,2.667
2016-05-06,22.791,28.847,6.055,19.181,3.625
2016-05-07,7.5,8.458,0.958,24.736,2.792
2016-05-08,6.257,7.02,0.763,51.528,3.333
2016-05-09,15.372,17.821,2.449,31.431,3.25
2016-05-10,19.27,23.388,4.118,19.817,3.792
2016-05-11,12.569,21.514,8.944,21.403,2.667
2016-05-12,16.459,19.181,2.722,10.945,3.0
2016-05-13,22.083,26.68,4.597,21.319,3.375
2016-05-14,12.708,13.514,0.806,26.028,3.75
2016-05-15,9.367,9.99,0.624,26.042,3.667
2016-05-16,17.913,21.246,3.333,20.903,3.13
2016-05-17,9.014,10.514,1.5,9.875,3.042
2016-05-18,21.375,24.319,2.944,19.986,4.083
2016-05-19,24.264,26.292,2.028,25.125,4.625
2016-05-20,26.403,30.903,4.5,29.111,4.333
2016-05-21,14.792,15.764,0.972,28.403,4.292
2016-05-22,10.043,10.609,0.566,28.583,4.333
2016-05-23,20.125,21.604,1.479,32.361,4.292
2016-05-24,21.764,23.653,1.889,35.5,4.208
2016-05-25,22.917,26.917,4.0,33.25,3.833
2016-05-26,15.366,20.121,4.755,25.917,3.208
2016-05-27,9.778,10.806,1.028,21.389,3.125
2016-05-28,20.181,22.028,1.847,31.889,4.583
2016-05-29,6.665,7.33,0.665,33.819,3.917
2016-05-30,16.531,18.873,2.342,16.931,3.708
2016-05-31,20.42,24.499,4.078,21.041,3.696
2016-06-01,4.833,6.208,1.375,17.583,2.667
2016-06-02,4.347,5.597,1.25,9.611,2.083
2016-06-03,17.834,21.333,3.5,16.486,3.208
2016-06-04,11.722,13.722,2.0,17.958,3.375
2016-06-05,7.618,8.894,1.276,11.18,3.167
2016-06-06,17.25,22.975,5.725,15.583,3.333
2016-06-07,20.458,25.764,5.306,19.57,3.292
2016-06-08,15.403,18.583,3.18,20.25,3.125
2016-06-09,20.861,26.764,5.903,29.903,4.0
2016-06-10,16.344,19.532,3.188,14.536,3.458
2016-06-11,12.583,14.458,1.875,17.125,3.5
2016-06-12,5.702,6.976,1.274,16.416,3.125
2016-06-13,6.764,8.484,1.72,11.912,2.565
2016-06-14,15.75,19.903,4.153,15.389,3.333
2016-06-15,17.986,25.722,7.736,16.278,3.25
2016-06-16,16.264,25.972,9.708,12.958,3.125
2016-06-17,7.819,9.945,2.125,19.472,2.917
2016-06-18,10.361,11.958,1.597,24.667,4.0
2016-06-19,9.755,11.532,1.777,32.417,4.25
2016-06-20,20.98,24.637,3.657,36.389,6.0
2016-06-21,22.556,29.486,6.931,28.222,4.125
2016-06-22,19.75,25.681,5.931,32.097,3.792
2016-06-23,11.528,17.667,6.139,15.972,3.083
2016-06-24,20.304,26.877,6.573,23.206,3.458
2016-06-25,18.097,22.222,4.125,22.438,4.208
2016-06-26,5.845,7.593,1.748,21.229,3.458
2016-06-27,16.8,20.329,3.529,19.96,3.75
2016-06-28,12.528,15.0,2.472,18.583,3.167
2016-06-29,26.972,39.028,12.056,26.847,4.583
2016-06-30,38.864,48.469,9.605,46.903,6.636
2016-07-01,19.847,25.722,5.875,35.25,4.583
2016-07-02,14.403,18.875,4.472,30.375,3.375
2016-07-03,5.87,7.989,2.118,23.833,3.0
2016-07-04,6.936,8.443,1.507,17.556,2.458
2016-07-05,12.82,14.57,1.75,22.403,2.875
2016-07-06,21.139,27.556,6.417,31.875,3.958
2016-07-07,9.167,12.028,2.861,22.666,2.25
2016-07-08,21.0,29.444,8.445,41.014,3.875
2016-07-09,12.222,17.417,5.195,14.056,2.875
2016-07-10,9.147,10.953,1.806,19.041,3.667
2016-07-11,9.317,12.196,2.879,18.805,2.792
2016-07-12,24.529,29.944,5.414,32.469,4.25
2016-07-13,21.611,32.986,11.375,39.056,4.25
2016-07-14,8.431,9.597,1.167,23.611,2.958
2016-07-15,3.997,5.011,1.014,9.772,2.13
2016-07-16,9.403,12.292,2.889,18.264,3.292
2016-07-17,5.889,6.332,0.443,35.569,3.458
2016-07-18,4.604,5.344,0.74,17.097,2.792
2016-07-19,12.555,14.055,1.5,19.014,3.458
2016-07-20,15.25,16.306,1.055,29.305,3.833
2016-07-21,20.736,23.819,3.083,37.222,4.208
2016-07-22,18.458,25.403,6.945,17.875,3.292
2016-07-23,14.056,19.778,5.722,17.861,3.333
2016-07-24,8.287,8.743,0.456,25.597,3.333
2016-07-25,18.69,20.75,2.059,24.653,3.25
2016-07-26,20.75,31.695,10.944,22.944,3.667
2016-07-27,19.125,27.736,8.611,29.861,3.75
2016-07-28,16.054,28.499,12.445,18.514,4.292
2016-07-29,13.356,22.248,8.892,14.555,2.739
2016-07-30,11.625,17.722,6.097,15.611,3.25
2016-07-31,9.913,10.8,0.887,21.444,3.875
2016-08-01,12.084,13.375,1.291,33.57,3.417
2016-08-02,11.361,12.889,1.528,23.625,3.0
2016-08-03,12.93,16.305,3.375,21.528,3.083
2016-08-04,15.167,18.958,3.792,23.389,3.083
2016-08-05,14.361,17.042,2.68,25.82,2.917
2016-08-06,10.875,12.639,1.764,26.375,3.333
2016-08-07,6.864,8.328,1.464,20.903,2.625
2016-08-08,6.766,7.661,0.894,27.153,2.417
2016-08-09,3.958,4.611,0.653,22.0,2.167
2016-08-10,8.681,10.347,1.667,16.43,2.292
2016-08-11,13.486,14.709,1.222,30.861,3.667
2016-08-12,17.1,20.089,2.989,30.158,3.833
2016-08-13,7.403,8.0,0.597,23.611,3.25
2016-08-14,4.889,5.276,0.387,25.806,3.5
2016-08-15,9.221,9.878,0.658,31.18,4.333
2016-08-16,8.966,11.903,2.937,20.948,3.174
2016-08-17,13.125,18.375,5.25,28.736,4.167
2016-08-18,14.181,22.445,8.264,49.569,3.958
2016-08-19,8.916,16.069,7.153,26.319,2.917
2016-08-20,8.889,13.375,4.486,23.111,3.25
2016-08-21,3.238,7.148,3.909,13.333,2.375
2016-08-22,5.635,9.537,3.902,18.68,2.042
2016-08-23,12.431,18.917,6.486,20.125,2.667
2016-08-24,13.417,23.375,9.958,18.417,2.792
2016-08-25,13.158,27.456,14.298,16.0,2.667
2016-08-26,13.545,23.914,10.369,19.0,2.833
2016-08-27,7.163,11.46,4.297,13.875,2.833
2016-08-28,7.807,11.359,3.552,13.75,3.042
