date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean
2015-03-04,194.54,89.0,64.896,38.0,18.913,17.017,24.691,7.674,1.46,23.705,15.0,10.254,4.4,213.452,3.958
2015-03-05,195.198,90.0,72.146,42.0,16.0,14.644,20.746,6.102,1.403,27.774,17.3,11.915,7.95,211.198,4.486
2015-03-06,195.708,98.5,84.0,60.5,15.927,12.704,16.587,3.883,1.66,29.562,16.8,12.975,7.55,211.636,4.556
2015-03-07,189.185,99.0,98.625,98.5,15.49,14.934,22.459,7.525,1.152,11.632,14.6,13.379,12.05,204.675,3.852
2015-03-08,190.573,98.5,87.938,70.0,19.333,15.33,24.608,9.278,1.465,15.601,18.95,14.36,9.85,209.906,4.0
2015-03-09,196.86,99.0,95.938,77.5,24.302,21.685,33.823,12.138,1.215,23.593,14.85,11.008,7.0,221.162,4.366
2015-03-10,195.521,99.0,93.646,86.5,16.479,18.443,26.962,8.519,1.049,11.656,7.55,6.256,5.1,212.0,3.708
2015-03-11,196.672,98.5,92.188,81.0,16.355,17.553,27.617,10.064,1.104,12.268,6.65,5.167,3.65,213.028,4.194
2015-03-12,197.344,97.5,73.688,49.5,16.031,13.189,19.807,6.617,1.278,17.229,11.5,6.669,2.95,213.375,4.056
2015-03-13,198.51,95.5,71.938,39.0,14.146,11.106,14.898,3.792,1.104,15.864,12.8,7.169,2.1,212.656,4.153
2015-03-14,195.41,99.0,95.896,81.5,13.932,17.696,25.655,7.959,1.046,13.837,7.4,5.825,4.25,209.342,3.697
2015-03-15,194.416,98.5,69.729,35.5,16.062,14.589,21.044,6.455,1.159,10.938,13.1,8.638,3.85,210.479,3.556
2015-03-16,194.822,93.5,76.146,47.5,20.088,18.338,29.489,11.151,1.25,14.645,13.35,8.896,3.35,214.91,3.574
2015-03-17,192.962,89.0,64.562,28.0,28.836,16.871,25.424,8.553,1.403,13.636,18.95,11.452,5.25,221.798,3.222
2015-03-18,192.311,98.5,77.062,52.0,18.016,16.603,26.345,9.742,1.458,15.944,17.5,12.665,6.8,210.327,3.347
2015-03-19,188.021,99.0,95.208,76.5,15.531,12.216,17.795,5.58,1.18,11.18,18.95,14.542,12.3,203.552,3.264
2015-03-20,191.25,98.5,82.583,59.0,11.417,7.913,10.405,2.492,1.236,20.316,14.4,11.89,8.4,202.666,3.667
2015-03-21,194.368,98.0,78.417,54.0,9.822,9.293,13.674,4.38,1.174,12.274,12.6,9.012,6.4,204.19,3.777
2015-03-22,194.466,89.0,70.542,51.0,17.003,15.247,23.44,8.192,1.448,13.394,14.0,9.746,6.1,211.469,3.43
2015-03-23,194.451,87.0,68.271,49.0,18.279,17.39,26.542,9.152,1.524,20.998,16.35,11.106,5.3,212.73,3.829
2015-03-24,194.792,98.0,82.688,72.5,14.302,17.86,26.348,8.489,1.18,17.451,9.35,7.431,4.9,209.094,3.625
2015-03-25,194.448,98.5,72.521,46.0,13.427,15.03,24.47,9.439,1.139,12.476,11.3,7.156,2.85,207.875,3.445
2015-03-26,193.49,85.5,65.812,42.0,9.573,10.557,15.504,4.947,1.188,9.958,13.8,8.444,4.6,203.063,3.153
2015-03-27,193.938,88.5,65.23,37.0,10.094,9.78,12.771,2.991,1.132,12.219,15.35,10.2,4.7,204.031,3.375
2015-03-28,193.135,86.5,71.646,49.0,12.222,13.195,19.237,6.042,1.18,13.989,14.75,10.26,7.35,205.356,3.294
2015-03-29,193.44,92.0,66.792,42.0,17.451,15.963,23.445,7.482,1.301,14.464,15.55,11.14,5.7,210.892,3.575
2015-03-30,193.809,75.0,61.167,44.0,21.112,18.905,25.492,6.587,2.285,27.84,18.05,13.133,8.55,214.922,3.735
2015-03-31,194.614,82.0,61.417,35.5,19.386,18.198,25.374,7.176,1.542,25.333,17.35,13.66,8.75,214.0,3.861
2015-04-01,191.16,97.0,89.666,77.0,21.876,18.41,25.557,7.147,1.514,34.875,17.2,14.488,11.65,213.036,4.0
2015-04-02,192.759,98.5,81.562,61.0,18.699,13.307,20.145,6.837,1.297,16.622,14.35,11.377,8.95,211.458,4.264
2015-04-03,188.719,99.0,94.666,75.5,20.542,18.244,28.853,10.609,1.111,19.625,17.05,14.277,10.85,209.26,3.847
2015-04-04,189.542,99.0,80.75,55.5,16.227,10.861,16.174,5.312,1.083,19.771,19.25,15.548,11.3,205.768,3.931
2015-04-05,193.354,99.0,94.084,72.5,20.532,16.021,21.771,5.75,1.014,19.722,13.85,12.167,9.8,213.885,4.319
2015-04-06,190.662,99.0,91.0,73.5,21.69,17.396,28.522,11.126,1.436,22.069,20.05,16.304,13.15,212.352,4.834
2015-04-07,192.181,99.0,98.166,93.5,15.99,17.917,25.535,7.618,1.194,13.861,16.15,11.898,9.25,208.171,3.271
2015-04-08,194.276,99.0,96.25,88.5,15.251,16.708,23.823,7.115,1.007,7.542,8.95,5.988,4.35,209.527,2.615
2015-04-09,194.013,93.5,69.688,47.0,16.206,17.474,27.858,10.384,1.076,16.458,12.5,8.123,4.1,210.219,2.583
2015-04-10,194.656,98.5,86.062,65.5,22.125,21.356,34.099,12.742,1.111,19.663,11.35,8.488,5.05,216.781,3.084
2015-04-11,190.604,99.0,96.562,84.0,13.01,13.023,17.102,4.08,1.0,9.267,14.4,11.283,9.0,203.614,3.014
2015-04-12,193.229,99.0,71.958,38.0,13.99,10.049,12.704,2.655,1.438,16.632,16.65,12.683,9.05,207.218,3.319
2015-04-13,191.276,99.0,87.458,56.0,10.278,13.563,16.667,3.104,1.132,10.201,12.05,10.267,8.6,201.554,2.452
2015-04-14,188.548,99.0,98.562,95.5,20.281,19.081,25.743,6.662,1.036,8.937,13.95,12.25,10.0,208.83,4.009
2015-04-15,189.762,99.0,86.188,54.0,20.174,17.366,25.928,8.563,1.099,15.796,16.1,12.548,8.75,209.936,3.925
2015-04-16,194.365,94.5,77.021,52.5,20.24,18.019,24.433,6.414,1.618,35.242,18.25,13.108,6.85,214.604,4.881
2015-04-17,192.5,96.0,74.042,49.5,23.719,18.513,26.035,7.522,1.465,33.625,21.55,14.996,9.9,216.219,4.222
2015-04-18,192.125,89.5,75.521,57.5,22.229,13.74,18.847,5.108,1.153,22.99,14.7,11.698,7.25,214.354,3.709
2015-04-19,192.26,88.0,71.125,53.5,17.073,12.982,15.729,2.746,1.417,25.524,16.9,13.356,8.0,209.333,3.944
2015-04-20,188.096,99.0,95.188,83.5,22.121,17.945,29.176,11.231,1.229,31.024,17.85,16.169,13.35,210.218,4.315
2015-04-21,188.594,99.0,86.562,63.5,17.956,14.893,24.073,9.18,1.525,19.682,20.5,16.975,14.35,206.55,3.837
2015-04-22,192.447,97.5,76.188,46.0,15.208,16.517,25.392,8.875,1.611,19.627,20.25,15.3,11.75,207.656,3.632
2015-04-23,193.187,98.5,75.708,52.0,21.895,18.657,30.141,11.484,1.215,23.99,20.8,15.585,10.05,215.081,3.297
2015-04-24,193.636,96.5,78.75,53.0,24.0,17.936,24.91,6.974,1.528,27.823,19.65,16.056,11.45,217.636,3.597
2015-04-25,193.636,98.5,69.438,41.0,18.99,12.235,15.144,2.909,1.792,33.858,22.0,16.925,12.8,212.625,3.555
2015-04-26,194.229,96.5,73.417,47.0,13.261,8.818,11.243,2.424,1.521,35.656,20.15,15.998,11.2,207.49,3.75
2015-04-27,191.27,98.5,82.73,62.0,15.093,11.411,16.599,5.188,1.521,44.683,20.7,17.281,13.2,206.362,3.36
2015-04-28,189.92,93.0,83.708,70.5,21.714,13.74,20.01,6.271,1.701,38.948,20.4,17.933,15.1,211.634,3.218
2015-04-29,188.155,98.5,77.896,52.5,16.428,11.865,16.663,4.798,1.59,22.611,21.85,17.575,14.05,204.583,2.806
2015-04-30,190.522,89.0,69.312,46.5,16.42,16.601,23.066,6.464,1.618,18.671,23.25,17.7,13.0,206.942,3.07
2015-05-01,188.296,86.0,68.521,40.5,18.519,15.157,20.751,5.594,1.556,16.292,23.75,17.765,12.45,206.814,3.153
2015-05-02,189.775,89.5,69.562,36.5,26.234,12.802,16.733,3.93,1.465,15.622,23.95,18.669,12.65,216.009,2.944
2015-05-03,188.092,93.5,74.792,50.5,12.62,6.875,8.809,1.934,1.41,15.177,22.6,18.554,14.0,200.712,2.681
2015-05-04,184.417,98.5,90.23,74.5,12.0,7.065,9.929,2.864,1.237,17.32,19.65,18.033,16.6,196.417,2.723
2015-05-05,189.688,98.5,73.979,40.5,12.26,7.222,9.51,2.288,1.264,16.581,22.05,17.806,13.25,201.948,2.807
2015-05-06,192.2,89.0,71.416,44.5,12.248,9.09,12.226,3.136,1.444,20.351,20.65,16.529,12.05,204.449,2.681
2015-05-07,191.062,96.0,79.854,57.0,15.198,14.285,20.633,6.348,1.456,26.669,21.75,18.017,14.8,206.26,2.84
2015-05-08,190.886,90.5,76.688,58.5,16.736,15.362,21.502,6.139,1.468,22.734,22.3,18.529,15.15,207.621,2.833
2015-05-09,190.52,98.5,87.125,74.5,18.868,14.594,19.754,5.16,1.32,26.299,19.25,17.26,15.5,209.388,3.319
2015-05-10,191.323,95.5,70.729,42.5,14.156,8.302,10.601,2.299,1.333,27.646,21.8,18.365,13.7,205.479,3.18
2015-05-11,191.93,75.5,55.625,32.5,15.456,14.078,20.789,6.712,1.34,16.006,20.05,15.829,11.0,207.385,2.626
2015-05-12,188.638,98.5,83.292,64.5,17.703,14.837,21.099,6.261,1.243,20.338,20.15,17.856,14.15,206.34,3.147
2015-05-13,189.86,98.5,67.396,39.0,22.871,13.708,17.048,3.34,1.41,28.311,24.7,19.779,15.8,212.731,3.389
2015-05-14,194.188,86.5,69.896,52.0,22.542,16.98,21.793,4.812,1.702,36.09,23.5,18.642,13.6,216.729,3.597
2015-05-15,190.195,99.0,81.312,48.5,19.925,13.911,19.966,6.055,1.542,32.914,23.75,20.069,16.95,210.12,3.583
2015-05-16,185.823,99.0,96.875,91.5,22.917,13.062,19.17,6.108,1.201,27.999,21.45,19.346,17.6,208.74,4.111
2015-05-17,191.989,98.5,82.292,57.5,20.868,8.969,12.052,3.083,1.306,32.214,24.05,19.848,16.8,212.857,4.389
2015-05-18,190.919,98.5,69.917,46.5,19.523,12.219,18.687,6.468,1.246,23.968,25.9,20.285,15.6,210.441,2.976
2015-05-19,188.307,99.0,98.312,95.0,23.04,15.528,24.507,8.979,1.083,23.457,20.5,18.3,15.4,211.346,3.489
2015-05-20,190.634,99.0,87.083,63.0,22.077,15.311,23.602,8.292,1.514,39.04,25.3,20.76,18.55,212.711,4.111
2015-05-21,189.75,98.5,76.854,58.5,15.625,12.81,18.022,5.212,1.479,21.906,21.05,17.729,14.0,205.375,3.083
2015-05-22,191.61,88.0,73.688,56.5,17.072,14.274,20.403,6.129,1.452,20.862,21.9,17.467,13.0,208.683,2.805
2015-05-23,190.674,92.5,73.125,44.5,21.097,12.837,16.583,3.747,1.743,21.981,23.2,18.483,13.3,211.771,3.042
2015-05-24,189.229,94.5,74.521,46.0,14.719,8.965,11.604,2.639,1.472,17.991,23.75,19.052,16.15,203.948,2.861
2015-05-25,191.896,88.0,69.416,47.0,17.458,14.704,20.692,5.988,1.728,18.613,26.15,20.46,14.8,209.354,3.191
2015-05-26,191.36,96.5,77.812,51.0,20.784,17.104,23.924,6.82,1.868,28.772,24.45,19.942,15.7,212.144,3.321
2015-05-27,191.898,95.0,71.625,48.5,23.567,19.951,26.788,6.837,1.983,34.542,26.35,21.15,15.95,215.466,3.547
2015-05-28,192.53,86.0,72.792,45.0,24.806,19.418,25.925,6.507,1.639,34.869,26.7,21.069,16.6,217.335,3.528
2015-05-29,187.585,82.0,66.28,48.0,22.607,16.082,22.154,6.072,1.354,23.308,26.75,22.165,18.9,210.192,3.222
2015-05-30,185.642,92.5,79.708,63.0,18.06,12.365,17.729,5.365,1.875,25.387,24.0,21.383,18.7,203.702,3.083
2015-05-31,186.49,98.5,77.292,58.0,14.229,9.465,11.948,2.483,1.764,34.544,27.1,22.779,19.45,200.719,3.208
2015-06-01,189.792,71.0,58.188,46.5,16.968,14.128,20.438,6.309,1.386,19.975,26.2,22.688,19.15,206.76,3.016
2015-06-02,190.511,98.5,75.604,48.0,19.534,16.434,24.545,8.111,1.396,23.325,24.2,20.842,16.85,210.045,2.683
2015-06-03,187.282,99.0,98.125,93.5,21.204,13.392,21.447,8.055,1.062,21.858,21.6,20.017,19.05,208.485,3.572
2015-06-04,190.25,99.0,70.458,48.5,19.708,14.391,19.886,5.495,1.243,22.328,24.2,20.812,17.25,209.958,3.083
2015-06-05,191.751,98.5,76.083,46.5,18.981,16.008,24.202,8.194,1.202,13.721,21.6,17.492,12.5,210.732,2.861
2015-06-06,189.114,98.5,84.354,64.5,12.562,9.333,13.358,4.024,1.076,9.617,21.45,17.354,12.9,201.677,2.75
2015-06-07,190.354,92.0,67.708,40.5,11.719,7.465,9.608,2.142,1.076,13.185,23.95,19.602,15.8,202.073,2.75
2015-06-08,192.031,98.5,77.438,58.5,17.386,11.745,17.673,5.928,1.211,13.698,22.55,18.515,14.45,209.416,2.788
2015-06-09,188.016,98.5,96.334,86.0,19.119,13.865,21.483,7.618,1.09,14.683,20.85,18.358,16.05,207.135,3.329
2015-06-10,188.746,98.5,78.084,55.0,20.246,11.948,23.323,11.375,1.236,14.881,26.95,21.731,17.25,208.992,3.288
2015-06-11,189.711,98.5,84.562,65.5,22.314,17.942,30.646,12.704,1.986,22.858,23.3,20.583,18.05,212.026,3.555
2015-06-12,188.69,99.0,97.354,89.5,25.562,17.222,28.42,11.198,1.125,27.688,21.95,19.598,18.1,214.252,4.167
2015-06-13,191.0,98.5,89.625,75.5,21.344,11.736,17.538,5.802,1.43,37.076,25.5,21.675,18.55,212.344,4.431
2015-06-14,189.438,99.0,91.062,68.5,14.656,8.097,10.649,2.552,1.319,32.823,24.3,20.669,19.3,204.094,3.736
2015-06-15,190.667,98.5,83.792,65.5,17.927,13.255,20.298,7.043,1.32,38.554,25.45,21.927,18.1,208.594,3.612
2015-06-16,194.154,97.5,86.48,71.5,24.12,19.77,27.766,7.996,2.031,44.074,24.1,21.492,19.65,218.273,4.519
2015-06-17,189.073,98.5,81.583,62.0,15.936,16.09,25.542,9.451,1.243,24.028,25.4,21.692,18.85,205.008,3.104
2015-06-18,188.521,98.5,85.416,69.5,13.468,14.601,21.905,7.304,1.271,18.818,23.2,20.194,17.55,201.988,2.403
2015-06-19,188.344,95.5,79.312,64.0,13.208,12.768,19.546,6.778,1.09,10.366,23.25,20.296,17.95,201.552,2.236
2015-06-20,188.566,92.5,83.5,64.5,12.83,11.049,16.754,5.705,1.194,13.455,23.4,19.817,17.6,201.396,2.334
2015-06-21,189.875,98.5,92.688,87.0,12.01,11.01,14.865,3.854,1.111,19.957,20.2,18.908,16.5,201.886,2.667
2015-06-22,189.459,98.5,82.146,60.5,14.038,14.216,26.963,12.747,1.27,15.272,24.05,20.406,16.0,203.497,2.8
2015-06-23,188.794,97.5,81.688,56.0,14.952,14.826,27.858,13.031,1.264,19.1,26.35,21.577,18.6,203.746,2.848
2015-06-24,189.436,94.0,77.458,45.5,13.76,14.41,20.635,6.226,1.486,21.413,27.0,21.854,17.2,203.195,2.907
2015-06-25,191.186,90.5,71.896,49.5,14.312,13.82,22.214,8.394,1.229,23.561,28.7,23.6,19.55,205.498,3.056
2015-06-26,188.406,98.5,89.375,67.5,22.312,15.953,25.412,9.459,1.306,19.877,24.1,20.706,18.85,210.719,3.292
2015-06-27,185.864,98.5,90.938,73.0,12.886,11.01,15.41,4.399,1.07,14.25,26.15,21.569,19.2,198.75,2.722
2015-06-28,187.906,94.5,74.98,49.0,9.792,7.563,10.59,3.028,1.222,13.705,27.1,22.575,17.8,197.698,2.736
2015-06-29,189.416,95.0,82.792,66.0,13.052,12.29,20.923,8.634,1.684,21.413,22.65,20.179,18.05,202.469,3.075
2015-06-30,188.92,98.5,81.354,57.5,14.859,15.524,27.097,11.573,1.258,17.436,25.15,20.948,17.55,203.779,2.538
2015-07-01,187.962,99.5,98.75,98.5,21.843,15.032,24.039,9.007,1.094,22.996,22.55,20.119,17.95,209.805,3.075
2015-07-02,191.503,99.5,97.812,92.0,18.269,15.318,24.168,8.849,1.153,24.821,21.05,20.123,19.55,209.772,3.528
2015-07-03,187.886,99.0,98.938,98.5,19.062,16.815,28.945,12.13,1.076,16.65,21.7,20.508,19.4,206.948,3.569
2015-07-04,187.579,99.0,99.0,99.0,18.055,13.246,20.434,7.188,1.188,23.104,21.0,20.094,18.7,205.634,3.347
2015-07-05,193.417,99.0,98.875,98.5,13.927,11.236,13.83,2.594,1.014,15.655,19.95,19.012,18.1,207.344,3.042
2015-07-06,196.396,99.0,99.0,99.0,21.385,24.279,35.455,11.176,1.204,18.348,19.5,19.098,18.7,217.781,4.881
2015-07-07,196.099,99.0,95.979,84.0,31.918,24.927,43.36,18.433,1.479,29.804,22.5,20.473,18.75,228.017,4.858
2015-07-08,192.552,99.0,94.854,81.0,25.087,22.022,36.962,14.94,1.333,27.318,25.0,21.806,19.75,217.639,3.941
2015-07-09,193.083,99.0,97.771,92.0,18.573,17.669,29.425,11.755,1.306,14.78,21.85,20.419,19.35,211.656,3.722
2015-07-10,193.02,99.0,87.458,70.0,26.353,18.628,34.82,16.191,1.389,24.939,26.55,22.45,19.35,219.373,4.194
2015-07-11,188.729,97.5,86.5,65.0,17.614,11.174,16.932,5.757,1.507,34.508,27.8,24.077,21.25,206.344,3.736
2015-07-12,184.614,98.5,88.334,68.5,12.865,6.017,9.875,3.858,1.153,32.413,28.6,24.798,22.35,197.48,2.931
2015-07-13,178.333,98.5,92.604,77.5,17.261,7.313,20.537,13.224,1.387,32.553,28.65,25.729,23.25,195.594,2.402
2015-07-14,176.941,98.5,89.792,72.0,15.157,6.622,17.031,10.41,1.271,28.621,29.25,26.052,23.8,192.098,2.125
2015-07-15,180.25,98.5,79.542,48.5,15.879,8.181,21.443,13.261,1.215,18.447,31.65,26.023,22.45,196.13,2.385
2015-07-16,178.301,99.0,96.666,87.5,15.061,8.271,17.233,8.962,1.138,20.913,27.1,24.35,22.0,193.362,2.365
2015-07-17,178.35,99.0,94.938,81.0,13.042,7.656,18.876,11.22,1.208,33.811,27.4,24.848,23.25,191.392,2.486
2015-07-18,178.375,99.0,96.48,87.0,11.51,6.257,13.01,6.753,1.458,34.667,27.25,24.681,23.65,189.886,2.181
2015-07-19,179.771,98.5,91.333,75.5,14.792,5.566,10.302,4.736,1.306,28.538,28.5,25.46,22.5,194.562,2.542
2015-07-20,180.979,97.5,86.083,69.5,13.042,5.749,11.752,6.003,1.158,27.129,30.05,26.375,23.95,194.021,2.449
2015-07-21,180.38,96.5,87.625,69.0,15.133,7.273,17.044,9.771,1.167,22.089,29.25,25.521,22.45,195.513,2.342
2015-07-22,178.824,99.0,89.042,64.0,16.897,7.438,19.667,12.229,1.236,20.966,27.75,25.083,22.7,195.721,2.259
2015-07-23,177.383,99.0,94.792,83.5,17.937,9.28,18.05,8.77,1.458,22.875,26.3,24.644,23.75,195.32,2.375
2015-07-24,179.708,98.5,86.604,65.0,13.854,11.738,20.947,9.208,1.361,31.356,31.25,26.392,23.9,193.562,2.931
2015-07-25,179.195,97.5,91.729,85.0,11.739,7.812,14.156,6.344,1.271,37.269,27.25,25.783,24.65,190.934,2.694
2015-07-26,178.573,97.5,83.438,67.0,10.24,6.153,10.351,4.198,1.236,34.242,31.15,27.156,23.9,188.812,2.667
2015-07-27,178.615,96.5,88.896,74.0,10.984,7.199,15.316,8.117,1.083,38.68,29.8,26.258,23.4,189.599,2.516
2015-07-28,179.486,96.5,84.625,66.0,14.726,11.781,19.765,7.984,1.257,47.485,31.35,27.567,25.05,194.212,3.029
2015-07-29,182.293,93.5,82.916,58.5,17.108,14.257,20.219,5.962,1.993,66.413,31.5,28.038,26.15,199.401,3.735
2015-07-30,182.615,96.5,85.375,68.0,14.902,12.933,19.7,6.767,1.625,69.984,30.75,27.783,25.5,197.516,3.5
2015-07-31,186.496,95.0,83.188,64.5,15.046,11.429,17.554,6.125,1.486,74.231,32.25,28.171,24.8,201.542,3.681
2015-08-01,188.823,96.0,86.312,69.0,13.74,8.764,12.813,4.049,1.576,96.067,31.9,28.296,26.05,202.562,3.806
2015-08-02,184.531,95.0,85.375,68.5,11.354,5.101,7.92,2.819,1.493,78.092,30.85,28.017,25.85,195.886,3.181
2015-08-03,186.136,96.0,87.25,72.5,13.012,7.76,15.114,7.353,1.177,72.999,30.9,27.79,25.55,199.15,3.082
2015-08-04,185.805,98.0,84.25,68.0,17.585,9.108,18.591,9.483,1.182,53.352,31.35,28.012,25.25,203.39,3.031
2015-08-05,180.745,94.0,81.146,59.5,16.357,8.188,18.736,10.549,1.174,27.431,31.6,27.933,24.3,197.102,2.495
2015-08-06,179.867,94.5,84.77,70.5,15.886,6.867,19.861,12.994,1.139,19.385,30.15,27.59,24.65,195.753,2.5
2015-08-07,180.656,93.5,84.5,65.0,21.504,11.494,22.116,10.622,1.25,28.754,31.9,27.671,24.95,202.16,2.847
2015-08-08,189.615,90.5,76.646,57.0,17.844,11.646,16.434,4.788,1.646,49.972,32.55,28.096,25.15,207.458,3.847
2015-08-09,187.427,87.0,69.542,49.5,11.99,8.174,11.129,2.955,1.174,28.604,32.65,28.092,24.65,199.417,3.069
2015-08-10,184.429,86.0,67.312,48.5,15.064,11.279,17.755,6.476,1.468,24.889,32.85,28.504,24.0,199.492,2.943
2015-08-11,183.287,90.5,73.896,50.0,16.074,11.903,19.658,7.754,1.31,26.39,33.25,28.206,24.25,199.361,3.148
2015-08-12,185.549,94.0,81.396,61.0,15.008,10.927,15.84,4.913,1.403,42.347,30.6,27.392,24.3,200.557,3.676
2015-08-13,184.336,98.5,90.604,74.5,12.86,8.827,12.705,3.878,1.111,30.99,28.05,25.579,23.25,197.197,3.167
2015-08-14,184.604,98.5,89.75,76.5,13.521,7.408,10.862,3.454,1.187,28.882,29.65,26.802,24.6,198.125,3.514
2015-08-15,185.562,92.0,80.604,66.5,10.573,5.905,8.583,2.678,1.278,23.819,29.95,26.994,24.4,196.136,3.125
2015-08-16,189.458,90.5,77.208,53.5,9.542,6.886,9.432,2.545,1.521,30.746,31.6,26.825,22.75,199.0,3.347
2015-08-17,184.229,99.0,97.396,86.0,12.385,10.528,16.618,6.09,1.038,22.749,26.1,23.756,20.7,196.615,2.742
2015-08-18,184.984,99.0,93.958,88.5,15.637,12.639,21.05,8.411,1.21,18.288,26.5,25.415,24.3,200.622,3.435
2015-08-19,187.792,96.5,88.062,76.5,19.052,15.225,23.618,8.393,1.194,26.642,28.7,25.994,24.5,206.844,3.833
2015-08-20,188.328,98.5,93.292,84.0,22.403,17.019,29.149,12.13,1.194,21.33,26.05,24.494,23.05,210.731,3.709
2015-08-21,183.368,98.5,89.625,69.0,22.972,12.698,25.841,13.142,1.208,24.904,28.45,25.454,23.2,206.34,3.444
2015-08-22,178.294,97.5,87.854,71.0,16.396,8.979,17.681,8.701,1.167,32.93,29.0,26.671,24.1,194.689,3.0
2015-08-23,183.583,98.5,81.584,61.0,14.229,7.823,12.052,4.229,1.188,26.81,30.7,27.031,22.95,197.813,2.944
2015-08-24,186.667,99.0,82.667,64.5,12.424,12.296,20.233,7.937,1.321,14.025,27.8,24.144,21.25,199.091,2.822
2015-08-25,189.394,98.5,84.375,71.5,15.607,13.737,22.61,8.873,1.43,13.916,23.1,20.879,18.8,205.001,2.76
2015-08-26,188.385,99.0,87.833,67.5,12.51,12.298,18.952,6.654,1.076,10.558,28.3,22.571,18.1,200.896,3.031
2015-08-27,189.289,98.0,83.834,65.0,16.538,15.013,26.001,10.988,1.312,17.115,28.95,24.688,21.75,205.826,3.625
2015-08-28,189.708,91.5,80.771,62.5,14.114,12.726,20.295,7.57,1.18,14.92,28.85,24.438,22.15,203.823,3.18
2015-08-29,189.5,94.0,86.562,72.0,17.062,11.097,18.361,7.264,1.202,14.132,25.5,22.869,21.3,206.562,3.236
2015-08-30,187.333,99.0,96.958,93.0,14.302,9.472,13.246,3.774,1.056,11.562,24.0,22.021,20.4,201.636,3.264
2015-08-31,190.454,99.0,92.917,79.5,22.81,16.538,29.02,12.482,1.166,18.229,26.05,23.796,22.3,213.263,4.183
2015-09-01,191.849,99.0,95.75,82.0,30.478,20.819,40.196,19.377,1.229,27.723,25.9,23.352,22.0,222.326,5.087
2015-09-02,186.416,99.0,94.5,84.5,19.149,12.038,20.731,8.693,1.194,20.343,28.0,25.052,22.35,205.566,3.647
2015-09-03,193.152,99.0,88.458,64.0,22.16,15.759,23.783,8.024,1.292,21.139,27.25,23.504,21.1,215.312,4.056
2015-09-04,188.125,99.0,84.167,58.0,17.74,13.899,22.67,8.771,1.215,19.663,29.6,24.596,21.1,205.864,3.75
2015-09-05,194.542,94.5,79.771,55.5,18.75,11.288,15.549,4.26,1.722,30.18,28.5,24.2,20.35,213.292,4.611
2015-09-06,195.458,98.5,90.396,76.0,14.781,9.538,12.097,2.559,1.215,26.844,24.3,21.869,19.75,210.24,4.264
2015-09-07,190.551,99.0,96.875,88.0,21.849,17.667,26.921,9.253,1.181,16.603,24.8,22.677,21.5,212.4,4.217
2015-09-08,193.258,99.0,98.062,90.5,20.193,19.925,30.263,10.338,1.18,9.902,21.9,20.854,20.25,213.452,3.908
2015-09-09,187.117,99.0,91.584,74.5,13.827,9.552,16.813,7.261,1.118,13.169,26.3,22.771,20.2,200.944,2.937
2015-09-10,189.026,96.5,86.021,69.0,18.323,13.544,26.07,12.526,1.354,11.698,26.1,23.104,20.15,207.35,3.18
2015-09-11,190.958,98.5,85.438,66.0,22.01,14.007,28.097,14.09,1.368,19.048,27.1,23.098,18.85,212.969,3.542
2015-09-12,193.042,95.0,81.146,59.0,23.802,11.26,17.483,6.222,1.306,20.635,27.2,23.51,19.8,216.844,3.472
2015-09-13,193.062,98.5,90.75,76.0,16.156,8.601,11.42,2.82,1.208,23.552,24.65,22.085,19.95,209.219,3.569
2015-09-14,195.458,94.5,73.708,53.5,14.552,13.994,20.89,6.896,1.536,19.274,27.5,22.779,18.5,210.01,3.196
2015-09-15,195.162,90.5,71.021,53.0,21.732,19.456,28.856,9.4,1.461,18.461,26.7,22.354,17.95,216.894,3.295
2015-09-16,194.213,98.5,81.562,59.5,20.398,21.404,32.077,10.673,1.61,24.304,24.05,20.617,17.45,214.61,3.971
2015-09-17,190.699,99.0,98.792,98.5,17.215,18.307,26.398,8.091,1.049,10.042,19.25,18.271,16.95,207.914,3.333
2015-09-18,188.052,99.0,95.688,83.5,21.584,20.087,32.562,12.476,1.125,11.701,24.5,20.796,18.4,209.636,3.792
2015-09-19,190.238,98.5,85.584,61.5,20.377,11.812,21.017,9.205,1.382,15.625,27.6,22.36,18.45,210.615,3.611
2015-09-20,189.083,97.0,78.646,46.0,14.177,8.094,10.924,2.83,1.285,18.347,28.0,22.592,19.3,203.26,3.43
2015-09-21,192.32,92.0,77.208,52.5,19.059,11.155,16.51,5.355,1.704,17.058,26.55,22.277,19.45,211.378,4.042
2015-09-22,191.114,91.5,76.854,57.0,20.349,10.804,14.896,4.092,2.125,24.59,26.95,22.688,19.6,211.462,4.154
2015-09-23,191.61,85.5,62.98,39.5,12.566,10.747,14.993,4.247,1.417,14.903,26.6,22.121,18.0,204.176,3.369
2015-09-24,189.25,98.5,79.521,57.0,12.092,13.992,19.375,5.383,1.271,18.323,22.85,19.521,17.35,201.342,3.375
2015-09-25,187.042,99.0,97.5,85.0,11.323,13.979,20.129,6.149,1.07,9.082,19.9,18.588,17.35,198.364,3.291
2015-09-26,187.594,99.0,92.562,75.5,17.01,13.938,23.17,9.233,1.18,10.177,24.25,20.817,18.2,204.604,3.583
