date,NO2_mean,NOX_mean,NO_mean,SPM_mean,HUM_max,HUM_mean,HUM_min,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2011-02-18,8.969,11.073,2.104,14.677,60.0,42.708,28.0,1.812,5.8,2.354,-0.55
2011-02-19,10.042,12.083,2.042,14.916,67.5,46.521,29.5,1.292,7.35,2.298,-2.85
2011-02-20,21.954,29.156,7.202,17.896,76.0,51.708,31.0,1.896,10.2,4.344,-1.0
2011-02-21,25.29,41.856,16.566,25.979,72.0,51.312,33.5,3.288,10.9,6.288,0.0
2011-02-22,19.177,25.219,6.042,39.136,91.0,61.916,38.0,2.104,12.2,8.652,3.7
2011-02-23,23.715,32.945,9.231,46.965,92.0,75.854,46.0,2.435,13.4,9.688,7.5
2011-02-24,21.25,24.927,3.677,42.573,69.5,48.375,33.0,4.334,14.2,10.194,7.0
2011-02-25,24.698,30.594,5.896,47.844,90.5,71.812,51.0,2.417,10.4,8.435,6.15
2011-02-26,7.844,9.156,1.312,14.011,65.5,46.646,33.0,1.334,8.45,5.252,2.2
2011-02-27,10.222,12.562,2.34,15.479,39.5,32.583,23.0,1.104,8.4,3.898,0.95
2011-02-28,19.281,22.969,3.688,22.552,83.5,41.604,22.0,1.375,8.9,4.629,-1.1
2011-03-01,28.819,38.97,10.15,38.516,81.5,65.938,47.5,2.604,15.1,10.202,5.4
2011-03-02,29.135,70.76,41.625,51.052,91.5,84.646,69.5,1.625,9.9,9.031,8.1
2011-03-03,11.208,13.292,2.084,21.312,73.0,49.354,29.0,1.604,15.85,9.892,6.4
2011-03-04,18.136,21.615,3.479,37.719,91.0,68.562,48.0,1.646,9.75,7.431,5.75
2011-03-05,31.095,48.798,17.703,31.167,93.0,89.834,78.0,1.0,11.15,10.292,8.55
2011-03-06,25.284,48.521,23.238,33.533,93.0,73.938,57.0,1.39,19.05,14.667,10.75
2011-03-07,16.198,18.594,2.396,39.5,66.0,50.25,39.5,2.646,13.25,11.133,8.95
2011-03-08,25.604,30.938,5.333,41.573,61.5,47.875,36.5,3.166,15.4,11.377,6.55
2011-03-09,23.823,27.698,3.875,36.219,89.0,78.584,50.0,1.729,10.25,8.254,7.25
2011-03-10,11.698,13.74,2.042,19.729,89.5,61.208,36.0,1.146,13.65,8.633,5.5
2011-03-11,6.136,7.364,1.229,16.917,56.0,45.125,32.0,1.75,11.95,6.79,2.7
2011-03-12,8.513,10.42,1.907,14.427,85.0,63.938,47.5,1.062,7.75,3.762,0.95
2011-03-13,10.088,12.008,1.92,16.05,60.0,43.438,29.0,1.5,8.25,4.458,1.3
2011-03-14,21.656,26.063,4.406,22.177,61.0,41.584,27.0,1.896,11.55,5.927,-0.35
2011-03-15,21.271,35.458,14.188,28.094,68.5,44.875,20.0,2.0,11.85,6.188,0.8
2011-03-16,14.968,18.609,3.641,25.937,77.5,51.146,33.0,2.104,12.85,7.611,0.65
2011-03-17,16.0,20.906,4.906,37.542,92.0,88.521,76.5,0.771,14.3,11.5,9.5
2011-03-18,19.438,24.875,5.438,36.823,92.0,79.708,60.0,1.979,13.6,11.367,9.1
2011-03-19,7.959,9.868,1.909,15.542,61.5,43.438,26.5,1.354,11.2,7.75,2.8
2011-03-20,11.729,13.823,2.094,18.396,60.0,42.083,22.5,1.688,13.7,7.217,0.5
2011-03-21,9.799,11.411,1.612,16.842,50.5,35.042,21.0,1.081,11.6,7.046,3.7
2011-03-22,22.562,29.635,7.073,27.219,61.5,44.104,19.5,2.5,16.5,9.492,1.1
2011-03-23,24.062,29.01,4.948,30.896,92.0,78.27,56.5,1.166,9.9,9.008,8.2
2011-03-24,14.666,17.146,2.479,19.115,92.0,67.75,39.0,1.042,13.5,9.821,6.3
2011-03-25,5.844,6.864,1.021,17.51,71.5,54.375,37.5,1.084,9.2,6.254,3.5
2011-03-26,11.062,13.313,2.25,17.188,74.0,51.166,28.5,1.229,10.8,6.217,2.3
2011-03-27,17.885,21.135,3.25,26.073,74.0,49.729,25.5,2.125,14.5,8.675,2.3
2011-03-28,23.125,32.562,9.438,35.677,71.0,53.771,34.0,2.438,16.0,8.821,3.1
2011-03-29,16.698,19.886,3.187,27.386,68.5,44.562,17.0,1.958,16.2,10.021,3.2
2011-03-30,20.51,27.344,6.833,28.792,72.0,58.458,36.5,2.084,18.8,12.325,4.4
2011-03-31,5.542,6.76,1.219,23.438,88.5,68.479,49.0,0.812,16.1,10.958,5.8
2011-04-01,19.052,22.906,3.854,25.594,58.5,40.375,11.5,2.084,16.85,10.283,2.95
2011-04-02,18.458,22.542,4.083,35.479,62.0,42.875,25.5,2.542,20.2,12.119,5.9
2011-04-03,8.834,10.094,1.26,16.584,45.0,29.479,17.0,1.75,12.85,8.806,5.35
2011-04-04,11.463,13.742,2.278,16.767,48.0,28.938,12.5,1.416,16.95,9.304,3.45
2011-04-05,13.648,15.942,2.294,24.33,66.5,35.188,13.5,1.892,16.95,10.723,5.05
2011-04-06,20.552,24.521,3.968,34.719,75.0,52.354,20.5,2.084,19.65,12.233,4.9
2011-04-07,15.49,18.219,2.729,32.562,72.0,55.688,36.0,2.0,20.1,14.502,9.05
2011-04-08,6.823,7.542,0.719,28.198,86.5,67.396,48.0,1.208,18.6,16.069,13.75
2011-04-09,9.948,12.104,2.156,32.136,90.5,72.084,45.0,1.375,20.1,15.525,11.2
2011-04-10,9.406,10.531,1.125,39.646,74.0,44.854,16.0,2.166,20.85,14.769,8.6
2011-04-11,15.193,18.339,3.146,38.688,79.0,48.875,19.0,2.75,21.3,13.248,7.85
2011-04-12,10.724,12.269,1.546,32.698,35.5,21.98,13.0,1.792,17.4,11.596,7.05
2011-04-13,23.364,27.448,4.083,38.75,71.5,41.312,19.5,2.562,21.45,12.912,5.0
2011-04-14,22.979,27.98,5.0,44.479,69.0,46.708,13.5,2.834,23.45,15.198,7.1
2011-04-15,19.052,22.302,3.25,45.094,76.0,55.667,24.0,2.521,21.95,16.138,10.55
2011-04-16,12.365,15.542,3.177,49.271,80.0,53.312,35.0,2.729,21.8,15.198,8.6
2011-04-17,6.812,7.802,0.99,26.677,77.5,48.396,21.5,1.458,19.1,13.077,6.15
2011-04-18,8.998,11.013,2.015,30.906,88.0,67.542,46.5,1.188,19.1,14.433,9.35
2011-04-19,10.552,12.367,1.815,17.896,88.5,67.584,41.0,1.206,16.15,11.54,9.1
2011-04-20,7.906,9.614,1.708,11.166,68.0,53.562,39.5,1.125,16.65,11.962,7.9
2011-04-21,16.542,22.562,6.021,24.646,79.5,59.021,32.5,1.896,19.3,12.929,5.65
2011-04-22,14.156,16.75,2.594,33.271,78.0,64.146,53.0,1.5,18.2,15.085,10.7
2011-04-23,4.864,5.385,0.521,30.614,90.0,83.812,68.0,0.625,16.2,14.367,9.9
2011-04-24,9.125,10.271,1.146,24.417,76.5,59.334,33.0,1.312,17.95,12.208,8.3
2011-04-25,17.152,21.602,4.449,27.448,86.0,65.958,37.0,1.25,18.4,11.438,6.7
2011-04-26,13.698,17.771,4.073,39.021,84.0,65.604,40.0,1.666,18.85,14.681,7.9
2011-04-27,3.698,4.219,0.521,53.469,90.0,81.146,65.0,0.896,21.85,18.058,13.9
2011-04-28,9.5,10.958,1.458,27.25,91.0,63.062,46.0,1.25,18.8,14.367,10.7
2011-04-29,11.74,13.323,1.583,22.052,70.0,50.104,34.5,1.208,19.05,13.66,8.0
2011-04-30,9.979,11.583,1.604,33.844,82.0,66.021,47.0,1.27,19.9,15.133,8.8
2011-05-01,6.167,6.958,0.792,33.719,90.0,85.708,74.0,0.375,17.55,15.885,13.95
2011-05-02,9.197,10.833,1.636,122.928,74.0,45.5,25.0,1.46,23.4,17.746,13.15
2011-05-03,14.458,16.604,2.146,111.438,74.5,61.354,48.0,1.5,18.05,15.015,10.75
2011-05-04,11.906,13.979,2.073,54.875,85.5,45.896,24.0,1.771,24.7,17.756,10.35
2011-05-05,11.042,12.479,1.438,34.375,78.5,46.542,20.5,1.771,22.65,17.027,11.7
2011-05-06,8.031,8.919,0.888,46.877,78.0,64.396,52.5,2.042,21.2,17.535,13.7
2011-05-07,5.958,6.812,0.854,28.479,74.0,60.375,48.0,2.125,23.25,19.319,17.0
2011-05-08,9.844,11.219,1.375,45.24,79.0,46.625,21.5,2.75,27.85,21.883,16.65
2011-05-09,11.976,13.462,1.486,50.479,78.5,50.458,23.5,2.854,25.4,19.75,14.5
2011-05-10,16.021,21.177,5.156,58.427,92.0,81.812,64.5,2.062,25.35,21.717,18.6
2011-05-11,12.334,13.75,1.416,22.312,92.5,89.542,80.5,0.354,19.6,17.708,16.8
2011-05-12,12.719,15.136,2.417,20.781,92.5,91.042,85.5,0.229,19.65,18.262,16.9
2011-05-13,10.438,12.208,1.771,80.073,92.0,52.104,25.5,1.604,23.0,19.446,14.7
2011-05-14,11.792,13.729,1.938,43.354,70.5,42.188,25.0,1.834,24.4,18.648,12.4
2011-05-15,10.0,11.646,1.646,41.896,65.0,48.688,27.0,2.375,24.25,18.844,12.15
2011-05-16,7.142,8.403,1.261,42.875,81.5,66.25,42.0,1.521,23.4,19.385,14.85
2011-05-17,13.996,15.899,1.904,44.119,84.5,60.396,33.5,1.474,24.95,19.29,14.75
2011-05-18,16.333,18.98,2.647,35.656,77.0,48.75,18.0,1.958,25.9,19.44,12.6
2011-05-19,13.458,14.938,1.479,45.302,81.5,58.604,29.5,2.125,25.8,19.638,13.1
2011-05-20,13.823,16.083,2.26,51.583,82.0,63.646,43.0,2.708,26.3,20.738,15.35
2011-05-21,12.177,14.187,2.01,44.073,85.5,67.875,42.0,1.916,29.25,22.577,16.85
2011-05-22,7.896,9.26,1.365,25.646,90.0,78.104,65.5,0.98,24.65,20.454,16.7
2011-05-23,19.3,23.112,3.812,27.062,92.0,81.125,67.0,1.23,17.5,16.312,14.2
2011-05-24,10.094,11.636,1.542,17.406,91.0,78.854,59.0,1.125,19.45,15.688,12.65
2011-05-25,12.03,13.624,1.593,30.942,85.0,60.958,38.0,2.125,23.65,19.235,14.95
2011-05-26,9.323,10.469,1.146,28.021,85.5,64.542,50.5,0.896,22.6,19.256,15.75
2011-05-27,9.094,9.969,0.875,31.437,92.0,74.688,57.5,0.542,20.1,18.102,16.55
2011-05-28,23.719,28.094,4.375,44.531,93.5,92.02,90.0,0.542,19.35,18.227,16.6
2011-05-29,8.406,10.104,1.698,29.875,94.5,92.083,88.0,0.021,22.8,20.629,18.95
2011-05-30,6.151,7.791,1.64,32.698,92.5,69.792,47.5,0.75,24.1,19.467,16.65
2011-05-31,7.062,8.5,1.438,18.614,78.0,62.5,46.0,1.104,23.95,19.267,15.45
2011-06-01,6.828,8.12,1.292,40.209,87.5,83.25,76.0,0.699,16.75,15.773,15.15
2011-06-02,8.124,9.489,1.365,25.138,93.0,89.938,85.0,0.438,18.9,17.4,15.95
2011-06-03,18.432,25.468,7.036,51.086,93.5,77.333,50.0,2.067,24.75,20.277,16.9
2011-06-04,13.073,16.458,3.386,62.542,92.0,74.729,49.5,2.104,27.35,21.362,16.2
2011-06-05,11.938,13.656,1.719,53.062,89.5,74.354,57.0,2.75,25.0,21.04,18.0
2011-06-06,13.443,15.511,2.067,40.198,87.0,55.75,29.0,2.166,28.8,23.04,16.35
2011-06-07,10.833,12.5,1.666,39.997,81.0,69.98,60.5,1.417,22.75,20.59,18.95
2011-06-08,10.27,12.312,2.042,33.5,87.0,71.896,51.0,2.0,25.45,21.433,18.6
2011-06-09,7.01,7.833,0.823,30.844,85.0,70.188,53.5,3.604,26.15,22.61,19.6
2011-06-10,10.302,11.687,1.386,41.156,91.5,78.792,65.0,1.708,25.1,22.827,20.85
2011-06-11,9.76,11.812,2.052,30.136,93.0,82.52,67.0,1.5,24.25,22.231,20.0
2011-06-12,13.313,14.864,1.552,38.646,91.0,73.542,53.5,2.48,25.35,21.34,17.15
2011-06-13,12.816,14.808,1.992,26.781,93.0,70.084,51.0,1.812,26.5,22.385,17.5
2011-06-14,12.843,14.462,1.619,27.076,82.0,54.02,36.5,1.992,28.3,23.892,19.8
2011-06-15,11.51,13.708,2.198,27.573,81.5,62.416,36.0,2.021,25.8,21.846,18.55
2011-06-16,12.498,14.149,1.652,31.0,93.5,85.333,69.5,0.875,21.9,19.477,18.25
2011-06-17,12.245,14.125,1.88,26.548,94.5,83.896,69.5,1.125,23.15,20.779,18.3
2011-06-18,8.729,9.614,0.886,30.375,93.5,87.625,77.0,0.625,22.4,21.002,20.1
2011-06-19,9.531,10.969,1.438,44.114,94.5,87.833,78.0,1.708,23.3,21.762,20.25
2011-06-20,7.196,8.254,1.058,25.834,93.5,90.021,82.0,0.354,23.7,22.208,21.2
2011-06-21,7.896,9.667,1.771,23.958,94.0,78.73,63.0,1.396,28.75,24.848,21.55
2011-06-22,17.417,24.708,7.292,45.052,90.0,73.146,59.0,2.292,29.9,26.333,21.65
2011-06-23,9.471,13.38,3.909,42.875,88.5,72.458,52.0,1.458,32.65,27.76,23.9
2011-06-24,5.312,7.802,2.49,36.781,85.5,67.25,45.0,1.229,33.85,28.654,23.9
2011-06-25,6.708,9.24,2.531,36.448,85.5,67.792,49.5,1.333,34.1,29.204,24.75
2011-06-26,1.948,3.094,1.146,34.26,91.0,78.188,61.5,0.188,29.6,27.012,25.25
2011-06-27,2.698,4.005,1.307,32.74,93.0,82.375,68.0,0.229,30.1,27.152,25.0
2011-06-28,8.488,11.604,3.116,37.173,91.0,69.708,49.5,1.301,33.85,29.208,25.25
2011-06-29,14.271,18.417,4.146,36.29,74.5,55.417,37.0,3.328,36.1,31.321,26.6
2011-06-30,16.812,24.573,7.761,52.334,77.5,59.834,42.5,3.728,35.4,30.427,25.95
2011-07-01,10.438,14.02,3.584,31.02,85.5,67.812,55.0,2.688,30.55,27.579,24.45
2011-07-02,10.104,13.094,2.99,35.667,87.0,68.854,44.0,2.062,33.35,28.221,24.15
2011-07-03,7.667,9.011,1.344,52.177,86.5,72.354,50.0,2.312,32.2,28.392,25.2
2011-07-04,5.831,7.143,1.312,51.87,90.0,72.996,50.0,1.958,33.45,28.119,23.55
2011-07-05,8.989,10.701,1.712,29.938,91.5,63.666,39.0,1.938,33.0,27.585,23.55
2011-07-06,11.417,13.507,2.09,36.771,91.5,68.5,41.5,1.667,31.45,25.915,22.3
2011-07-07,7.896,12.75,4.854,26.75,94.0,91.958,90.0,0.5,24.75,24.227,23.45
2011-07-08,7.084,13.51,6.427,37.792,94.5,80.125,62.5,0.958,31.7,27.515,23.55
2011-07-09,7.031,10.719,3.688,37.292,89.0,75.146,56.5,1.396,33.25,28.842,25.95
2011-07-10,3.656,6.292,2.635,26.094,86.0,73.666,54.5,0.917,33.1,28.358,25.7
2011-07-11,3.581,7.526,3.946,20.625,85.5,72.83,54.0,0.604,31.85,28.139,24.9
2011-07-12,4.96,10.445,5.486,20.309,85.5,72.25,56.5,0.818,32.05,27.971,25.2
2011-07-13,4.437,7.625,3.188,23.646,86.0,70.271,49.5,0.875,32.1,28.033,24.85
2011-07-14,4.865,7.76,2.896,19.74,84.5,65.854,40.0,1.146,32.55,27.983,24.75
2011-07-15,7.188,9.927,2.74,28.344,83.0,68.188,40.0,1.521,33.85,28.358,24.4
2011-07-16,4.021,5.771,1.75,23.99,85.5,68.646,48.0,1.02,33.0,28.706,25.9
2011-07-17,4.708,6.344,1.636,26.198,81.5,68.708,52.0,0.52,32.95,28.679,25.15
2011-07-18,3.054,4.173,1.12,33.708,79.5,69.646,59.0,0.416,31.6,29.071,26.9
2011-07-19,1.358,2.124,0.767,38.594,90.5,85.104,76.0,0.104,28.05,26.406,25.0
2011-07-20,4.167,5.24,1.073,25.76,92.5,87.104,75.0,0.416,28.25,25.94,24.8
2011-07-21,7.542,10.771,3.229,28.271,93.0,79.833,65.5,1.271,29.8,25.569,20.3
2011-07-22,5.584,6.375,0.792,29.76,92.0,77.375,63.0,0.875,24.75,22.333,19.85
2011-07-23,11.104,12.708,1.604,43.802,84.5,70.75,44.5,2.188,31.7,26.125,22.2
2011-07-24,5.594,6.271,0.677,51.24,88.5,77.375,63.5,1.208,29.2,26.156,23.75
2011-07-25,3.643,4.216,0.573,32.115,88.0,76.208,59.0,0.771,29.8,26.658,24.15
2011-07-26,5.929,6.798,0.869,26.894,87.5,78.396,62.5,0.688,29.45,26.21,24.45
2011-07-27,5.688,7.458,1.771,24.729,90.0,78.333,63.0,0.958,30.3,27.165,25.0
2011-07-28,11.427,18.438,7.01,28.802,89.0,67.312,47.5,2.0,33.1,28.712,25.1
2011-07-29,10.125,16.604,6.479,25.729,78.0,62.896,50.5,2.792,32.05,28.338,24.95
2011-07-30,8.542,10.875,2.333,34.698,79.0,63.52,42.5,1.979,34.75,28.908,25.55
2011-07-31,4.438,4.979,0.542,28.51,81.5,69.416,55.0,0.812,30.15,26.81,24.7
2011-08-01,4.782,5.654,0.871,33.104,73.5,60.271,50.0,0.75,30.25,27.142,24.55
2011-08-02,6.92,8.149,1.229,35.702,92.0,76.938,62.5,0.667,28.5,25.298,22.3
2011-08-03,7.333,12.166,4.834,36.958,90.5,72.896,55.0,2.625,30.7,26.888,22.9
2011-08-04,8.583,12.083,3.5,27.938,87.0,66.438,48.5,1.229,32.35,28.398,23.85
2011-08-05,3.833,4.646,0.812,19.469,84.5,69.167,57.5,0.542,31.55,28.273,26.55
2011-08-06,5.073,6.448,1.375,26.614,89.5,71.666,53.0,1.25,33.35,29.271,25.85
2011-08-07,9.364,11.084,1.719,37.688,83.5,67.208,47.5,1.812,34.25,29.881,26.25
2011-08-08,10.341,11.949,1.608,40.604,85.5,69.416,48.5,1.958,35.0,29.65,26.2
2011-08-09,11.454,13.476,2.023,50.754,81.0,69.083,50.5,2.375,34.95,30.008,26.6
2011-08-10,10.198,11.584,1.385,57.958,86.5,66.334,40.0,1.708,36.65,30.946,26.6
2011-08-11,9.469,11.698,2.229,31.979,66.5,53.188,41.5,1.875,35.9,31.529,28.5
2011-08-12,9.25,10.75,1.5,42.094,70.5,53.729,36.5,1.25,36.15,31.192,26.05
2011-08-13,7.771,9.104,1.334,40.646,74.0,58.854,37.0,1.167,36.7,30.869,26.55
2011-08-14,3.646,4.281,0.636,63.125,80.5,68.312,51.5,1.229,34.65,29.977,27.05
2011-08-15,5.641,6.611,0.97,48.5,81.5,68.646,50.5,1.271,33.6,29.535,26.95
2011-08-16,9.23,10.532,1.302,44.438,88.5,73.375,49.5,0.917,34.1,28.404,25.25
2011-08-17,10.927,13.469,2.542,57.708,90.5,70.396,46.5,1.458,35.35,29.721,25.3
2011-08-18,9.979,12.192,2.212,49.902,88.5,64.438,44.0,1.396,35.1,31.138,27.15
2011-08-19,9.636,10.854,1.219,30.219,86.5,66.854,51.0,1.521,32.3,28.81,25.4
2011-08-20,9.542,10.719,1.177,27.802,93.0,86.271,76.5,0.229,25.25,23.762,21.6
2011-08-21,7.667,8.427,0.76,31.406,92.5,88.583,80.5,0.042,25.5,24.052,22.55
2011-08-22,7.903,9.46,1.557,33.917,91.5,78.396,59.5,1.292,29.4,26.027,22.65
2011-08-23,4.127,4.88,0.753,46.354,85.5,77.824,61.5,1.087,31.05,27.467,25.15
2011-08-24,5.438,8.547,3.11,26.271,88.0,75.854,56.5,0.166,31.05,27.427,24.6
2011-08-25,4.894,6.348,1.454,17.257,91.5,84.604,74.5,0.239,27.2,25.844,25.0
2011-08-26,8.792,14.167,5.375,29.062,89.5,77.48,58.5,1.062,31.4,27.6,25.05
2011-08-27,4.052,6.229,2.177,29.51,89.0,75.896,61.0,0.438,30.1,27.269,25.0
2011-08-28,5.969,7.073,1.104,40.688,87.5,73.084,56.0,1.062,30.0,26.973,24.65
2011-08-29,9.794,12.347,2.553,39.77,87.0,69.25,49.5,1.012,31.75,27.529,23.5
2011-08-30,10.604,12.416,1.812,43.476,84.0,65.23,50.0,2.188,32.85,28.827,25.45
2011-08-31,9.271,11.104,1.834,30.083,75.5,60.542,46.5,0.688,32.95,29.192,26.55
2011-09-01,2.694,4.154,1.46,24.27,74.0,64.792,56.0,0.562,32.3,29.712,27.5
2011-09-02,1.229,2.114,0.886,46.188,85.0,73.125,57.0,0.229,30.6,28.308,26.7
2011-09-03,0.656,1.312,0.656,60.896,83.0,77.667,74.0,0.0,28.8,27.792,27.0
2011-09-04,1.031,1.677,0.646,39.896,90.0,84.458,78.0,0.0,27.2,25.638,24.2
2011-09-05,10.368,14.021,3.653,23.0,92.0,81.625,69.0,0.812,27.2,24.496,22.5
2011-09-06,10.823,12.823,2.0,21.448,72.0,55.625,37.0,1.896,29.3,24.425,20.5
2011-09-07,16.912,20.682,3.771,26.616,79.0,58.0,32.0,1.909,30.2,24.062,17.0
2011-09-08,12.042,15.167,3.125,36.386,81.0,71.208,55.0,1.146,29.0,24.65,19.4
2011-09-09,9.667,11.438,1.771,36.562,84.0,73.0,60.0,1.146,30.5,26.767,23.7
2011-09-10,7.406,10.875,3.469,35.021,85.0,76.042,60.0,1.688,31.6,27.55,24.6
2011-09-11,4.25,5.542,1.292,23.552,86.0,73.125,56.0,1.0,30.9,27.658,24.8
2011-09-12,5.553,8.599,3.046,25.979,84.0,70.208,53.0,1.25,31.4,27.608,23.7
2011-09-13,8.75,14.792,6.042,30.635,84.0,72.375,56.0,1.875,31.5,27.717,24.6
2011-09-14,10.708,16.24,5.531,31.49,84.0,71.083,49.0,1.52,32.1,27.5,23.8
2011-09-15,7.219,12.021,4.802,26.146,83.0,70.333,52.0,0.938,31.2,27.333,23.4
2011-09-16,5.249,9.204,3.954,23.198,86.0,72.833,55.0,0.75,31.5,27.296,24.3
2011-09-17,1.324,2.448,1.124,29.802,87.0,79.875,71.0,0.0,29.6,27.729,26.4
2011-09-18,2.89,4.183,1.293,23.375,86.0,74.875,57.0,0.188,30.7,27.562,25.4
2011-09-19,8.742,14.54,5.798,31.5,94.0,77.333,55.0,1.458,31.3,27.071,23.4
2011-09-20,3.994,5.884,1.89,33.904,95.0,87.5,81.0,0.152,27.6,26.254,24.0
2011-09-21,3.603,4.888,1.285,25.5,91.0,81.25,74.0,0.25,27.2,24.621,22.1
2011-09-22,8.158,10.406,2.248,16.5,79.0,61.417,49.0,1.146,26.3,22.833,19.2
2011-09-23,9.506,11.517,2.011,19.958,68.0,49.083,31.0,1.646,25.7,20.942,17.3
2011-09-24,12.44,14.895,2.455,23.813,80.0,57.542,31.0,1.396,24.8,20.071,14.6
2011-09-25,9.485,11.011,1.527,27.281,78.0,57.375,44.0,0.833,25.4,21.808,18.2
2011-09-26,19.419,25.98,6.562,37.073,86.0,75.333,62.0,0.875,20.7,19.796,18.5
2011-09-27,15.851,32.418,16.567,34.661,89.0,70.458,50.0,1.542,25.7,21.404,17.8
2011-09-28,15.312,23.146,7.834,33.906,86.0,67.167,43.0,1.792,26.6,21.692,17.7
