date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,PM25_mean
2011-03-01,187.878,1.958,90.0,75.083,53.0,25.991,34.302,63.681,29.379,1.5,22.25,12.8,7.788,1.8,213.869,
2011-03-02,188.438,1.826,92.0,85.875,74.0,30.042,29.292,67.75,38.459,1.562,23.208,9.5,6.425,3.3,218.479,
2011-03-03,186.828,1.125,92.0,64.708,45.0,8.415,14.721,18.141,3.421,1.443,13.285,12.1,6.875,3.3,195.242,
2011-03-04,186.188,1.0,87.0,62.708,52.0,7.52,10.182,10.816,0.635,1.084,16.081,6.3,5.112,2.9,193.708,
2011-03-05,186.5,2.25,95.0,92.375,89.0,25.5,32.764,60.166,27.403,1.0,14.556,8.0,4.712,2.1,212.0,
2011-03-06,188.88,2.292,95.0,87.333,73.0,33.19,31.305,70.292,38.986,1.708,25.834,15.3,10.675,7.2,222.07,
2011-03-07,187.926,1.875,95.0,69.792,33.0,17.746,22.305,32.986,10.681,1.812,35.375,15.8,12.142,10.1,205.672,
2011-03-08,187.292,1.458,74.0,65.167,52.0,12.062,22.111,28.046,5.934,1.562,17.403,10.5,9.112,7.5,199.354,
2011-03-09,187.052,1.826,92.0,89.042,75.0,15.968,25.319,35.069,9.75,1.0,19.708,9.0,6.692,4.7,203.02,
2011-03-10,184.75,1.25,91.0,81.625,69.0,9.204,15.768,18.798,3.031,1.0,5.264,7.5,4.8,1.4,193.954,
2011-03-11,186.812,1.625,86.0,70.5,48.0,15.895,16.75,23.889,7.139,1.688,13.139,11.4,6.629,2.3,202.708,
2011-03-12,185.835,1.167,83.0,42.917,20.0,10.568,21.236,31.639,10.403,1.584,7.889,12.0,6.367,2.7,196.404,
2011-03-13,186.898,1.125,62.0,40.167,21.0,9.961,22.903,33.959,11.055,1.521,8.264,10.9,6.138,2.0,196.86,
2011-03-14,190.243,1.522,68.0,50.583,31.0,21.089,31.129,49.115,17.985,2.313,13.913,10.7,6.629,1.8,211.332,
2011-03-15,187.572,1.583,79.0,46.333,23.0,19.372,26.562,60.341,33.778,1.958,21.681,13.2,6.912,2.0,206.945,
2011-03-16,187.074,1.435,60.0,43.75,27.0,15.042,26.055,36.903,10.847,2.146,20.945,11.0,6.908,1.7,202.116,
2011-03-17,187.708,2.417,93.0,82.792,61.0,23.292,39.816,60.522,20.705,1.478,38.597,7.8,6.258,4.1,211.0,
2011-03-18,190.957,2.625,94.0,88.167,76.0,26.522,27.014,49.625,22.611,1.292,34.583,11.4,8.65,5.4,217.478,
2011-03-19,184.167,1.208,94.0,41.5,22.0,10.958,21.959,36.056,14.097,1.021,11.972,11.5,8.321,5.4,195.125,
2011-03-20,185.583,1.5,60.0,42.0,27.0,16.792,21.986,27.861,5.875,2.25,17.903,12.4,7.825,3.3,202.375,
2011-03-21,183.043,1.042,42.0,31.542,20.0,7.087,20.417,28.347,7.931,1.042,11.584,12.3,7.508,3.9,190.13,
2011-03-22,193.583,3.333,56.0,41.917,28.0,51.5,58.139,132.469,74.33,2.521,36.43,14.2,8.521,2.3,245.083,
2011-03-23,188.625,2.609,95.0,73.5,48.0,34.125,47.07,81.903,34.833,1.958,44.333,11.6,8.646,7.4,222.75,
2011-03-24,186.696,2.167,94.0,80.25,43.0,33.304,33.362,51.126,17.764,1.108,12.333,10.8,7.375,5.0,220.0,
2011-03-25,188.75,2.0,80.0,46.375,21.0,27.083,20.667,41.306,20.639,1.521,10.125,13.5,8.271,3.0,215.833,
2011-03-26,188.625,1.625,62.0,37.125,20.0,15.458,32.958,62.694,29.736,1.271,12.319,11.6,7.288,1.7,204.083,
2011-03-27,188.087,1.792,66.0,43.542,20.0,20.913,35.194,60.514,25.32,2.354,17.681,14.0,8.717,1.8,209.0,
2011-03-28,188.333,1.917,75.0,47.875,24.0,23.667,34.708,69.236,34.528,2.396,28.667,18.2,10.146,3.6,212.0,
2011-03-29,187.454,1.304,53.0,38.917,18.0,23.938,25.565,33.981,8.417,2.282,17.158,17.0,11.408,5.4,211.392,
2011-03-30,189.739,1.913,62.0,53.708,41.0,32.796,31.778,73.5,41.722,2.188,26.306,19.9,14.162,8.6,222.536,
2011-03-31,178.333,1.0,89.0,59.833,42.0,12.333,9.574,12.696,3.122,1.261,15.778,19.5,13.721,7.4,190.667,
2011-04-01,,2.125,72.0,50.167,25.0,,34.792,65.444,30.653,2.54,20.639,16.1,10.558,3.5,,
2011-04-02,,2.348,73.0,47.208,23.0,,30.673,45.73,15.056,2.43,27.959,19.0,12.671,7.4,,
2011-04-03,,1.375,67.0,45.708,30.0,,12.875,15.639,2.764,1.083,12.111,9.0,7.508,6.0,,
2011-04-04,,1.292,65.0,41.833,14.0,,21.389,29.166,7.778,1.021,11.875,15.1,8.762,4.8,,
2011-04-05,,1.625,54.0,33.5,18.0,,30.652,44.421,13.769,2.084,14.625,17.2,9.967,2.4,,
2011-04-06,,2.417,66.0,41.292,17.0,,42.111,74.028,31.917,3.48,26.403,20.1,13.154,5.3,,
2011-04-07,,1.667,64.0,49.583,32.0,,29.222,47.569,18.347,2.334,22.944,21.0,15.354,9.5,,
2011-04-08,,1.0,63.0,52.833,43.0,,11.361,17.306,5.945,1.229,15.222,19.1,17.388,15.4,,
2011-04-09,,1.391,94.0,79.833,59.0,,15.894,22.803,6.909,1.277,22.195,17.9,15.717,11.3,,
2011-04-10,,1.417,89.0,61.667,39.0,,9.389,11.208,1.819,1.604,17.167,18.0,13.696,9.9,,
2011-04-11,,2.0,87.0,66.958,36.0,,28.319,51.0,22.681,2.23,31.111,19.6,13.383,8.6,,
2011-04-12,,1.083,83.0,36.0,16.0,,17.353,23.632,6.278,0.75,14.681,16.3,11.033,6.8,,
2011-04-13,,2.25,69.0,46.25,29.0,,44.486,68.625,24.139,3.604,25.889,20.1,13.504,5.1,,
2011-04-14,,2.333,71.0,46.542,17.0,,42.597,60.681,18.083,4.875,35.972,23.5,16.217,8.7,,
2011-04-15,182.678,1.826,73.0,53.917,37.0,21.364,30.681,52.42,21.739,4.081,37.84,22.9,18.262,12.4,204.043,
2011-04-16,181.23,1.348,82.0,53.958,29.0,17.542,13.499,18.324,4.825,1.88,19.153,25.8,19.017,12.2,198.77,
2011-04-17,181.104,1.083,66.0,43.583,30.0,10.562,9.695,10.861,1.167,1.812,14.819,18.4,13.312,8.4,191.666,
2011-04-18,180.782,1.125,69.0,59.042,43.0,10.109,13.403,16.528,3.125,1.646,15.75,17.6,14.462,11.3,190.892,
2011-04-19,178.292,1.25,96.0,81.208,65.0,9.562,18.839,27.135,8.295,0.792,16.778,15.5,10.171,5.9,187.854,
2011-04-20,179.854,1.292,82.0,62.125,41.0,8.646,16.486,24.736,8.25,1.125,9.403,17.3,10.446,4.5,188.5,
2011-04-21,181.804,1.458,76.0,69.083,57.0,10.565,19.097,25.417,6.319,1.521,13.07,15.3,11.667,8.4,192.37,
2011-04-22,185.458,1.833,88.0,69.375,50.0,17.084,29.611,43.921,14.31,3.218,26.269,18.8,15.262,10.7,202.542,
2011-04-23,181.479,1.174,96.0,87.042,78.0,9.625,15.708,22.927,7.219,2.142,16.209,18.1,16.454,14.6,191.104,
2011-04-24,180.892,1.042,86.0,55.5,31.0,7.282,8.569,9.486,0.917,1.729,10.805,20.2,15.75,10.8,188.174,
2011-04-25,184.625,1.667,85.0,55.458,26.0,17.084,30.014,46.403,16.389,1.521,17.056,19.8,14.092,8.9,201.708,
2011-04-26,186.625,2.042,75.0,48.833,26.0,23.958,36.149,64.289,28.139,2.479,20.819,21.1,14.804,9.2,210.583,
2011-04-27,182.848,1.5,90.0,65.958,47.0,17.892,20.722,34.264,13.542,2.27,36.514,24.6,18.392,10.5,200.739,
2011-04-28,180.304,1.304,93.0,56.208,30.0,11.087,18.435,26.246,7.811,1.761,17.71,25.7,19.692,13.4,191.391,
2011-04-29,181.396,1.375,80.0,53.0,39.0,10.958,14.583,16.778,2.195,1.581,14.305,18.1,14.612,11.6,192.354,
2011-04-30,183.37,1.652,87.0,59.708,34.0,15.956,23.194,36.865,13.671,2.298,25.805,22.5,17.283,10.2,199.326,
2011-05-01,180.312,1.292,93.0,68.042,44.0,15.271,13.306,15.945,2.639,1.479,20.597,21.6,18.254,15.6,195.584,
2011-05-02,183.25,1.708,93.0,46.292,22.0,15.958,23.903,39.555,15.653,1.438,75.486,24.9,19.475,13.3,199.208,
2011-05-03,183.152,1.833,92.0,67.0,45.0,12.37,16.225,18.735,2.51,1.208,46.264,18.2,15.079,12.5,195.522,
2011-05-04,182.104,1.458,91.0,63.583,39.0,15.396,13.125,14.958,1.833,1.938,26.903,22.9,17.5,12.9,197.5,
2011-05-05,182.521,1.083,80.0,67.0,56.0,6.938,8.069,8.916,0.847,1.125,21.333,16.2,14.696,12.7,189.458,
2011-05-06,181.608,1.292,85.0,71.75,59.0,8.522,13.597,16.486,2.889,1.136,17.792,18.7,15.154,11.9,190.13,
2011-05-07,184.688,1.739,95.0,86.25,73.0,20.354,22.321,32.014,9.693,1.231,28.431,18.7,16.121,14.4,205.042,
2011-05-08,186.958,2.083,96.0,57.25,26.0,22.792,18.069,23.736,5.667,2.104,38.0,26.5,20.583,14.0,209.75,
2011-05-09,187.804,2.208,74.0,49.333,28.0,20.804,32.611,48.0,15.389,3.021,26.0,24.4,19.6,14.4,208.608,
2011-05-10,184.958,2.208,87.0,67.875,49.0,31.084,37.789,54.529,16.74,2.542,38.708,27.3,21.75,17.1,216.042,
2011-05-11,180.438,1.625,95.0,88.917,80.0,15.021,19.375,22.5,3.125,0.729,17.792,16.6,14.533,13.6,195.458,
2011-05-12,181.728,1.783,97.0,92.917,84.0,15.568,23.232,30.029,6.797,0.956,21.464,16.6,15.342,13.6,197.296,
2011-05-13,184.0,2.208,94.0,81.667,63.0,20.917,25.833,39.194,13.361,2.112,34.458,25.0,19.304,15.5,204.916,
2011-05-14,185.125,2.0,80.0,52.0,27.0,24.625,28.426,46.169,17.744,3.024,44.305,25.1,19.8,13.7,209.75,
2011-05-15,183.348,1.333,53.0,32.708,16.0,15.652,17.278,21.194,3.917,3.188,20.264,26.3,20.596,13.4,199.0,
2011-05-16,183.375,1.5,65.0,48.583,28.0,17.416,29.375,41.514,12.139,3.604,29.847,24.5,20.362,15.5,200.792,
2011-05-17,184.438,1.875,82.0,68.333,47.0,23.208,33.919,48.62,14.7,2.354,39.75,22.3,18.146,15.5,207.646,
2011-05-18,188.456,2.125,89.0,64.292,38.0,24.761,29.931,45.195,15.264,3.396,47.611,25.0,19.583,14.4,213.218,
2011-05-19,193.458,2.458,89.0,61.917,36.0,30.812,39.514,69.208,29.694,4.104,49.903,27.0,20.671,14.6,224.27,
2011-05-20,192.792,2.333,77.0,60.875,42.0,36.542,42.569,75.486,32.917,4.308,44.055,27.3,22.158,16.9,229.334,
2011-05-21,184.202,1.588,78.0,66.333,49.0,22.77,26.178,36.318,10.14,3.615,36.542,27.8,23.772,19.1,206.972,
2011-05-22,176.125,1.0,91.0,76.0,49.0,9.292,7.847,9.375,1.528,1.354,21.069,29.4,20.5,14.9,185.417,
2011-05-23,179.688,1.0,89.0,74.083,60.0,7.583,17.806,21.778,3.972,0.666,13.125,18.0,15.362,12.6,187.271,
2011-05-24,181.326,1.208,94.0,79.167,55.0,11.783,20.66,26.394,5.734,0.584,13.681,18.5,14.379,12.0,193.108,
2011-05-25,192.584,2.583,88.0,58.583,35.0,31.708,40.056,82.93,42.875,3.854,22.514,24.7,18.942,11.9,224.292,
2011-05-26,185.062,1.333,88.0,74.667,57.0,13.98,18.306,22.25,3.945,1.708,22.833,21.3,18.517,15.6,199.042,
2011-05-27,182.643,1.455,93.0,76.542,52.0,15.572,22.457,28.982,6.525,1.318,22.792,21.3,18.604,17.0,198.214,
2011-05-28,182.375,1.739,97.0,95.167,92.0,16.625,24.365,31.069,6.705,0.956,16.958,19.9,18.321,16.9,199.0,
2011-05-29,178.896,1.167,97.0,95.042,92.0,10.104,9.472,10.972,1.5,0.834,8.625,19.1,17.958,16.4,189.0,
2011-05-30,177.174,1.0,96.0,75.042,55.0,5.587,9.722,12.764,3.042,0.646,4.57,21.5,17.358,16.0,182.761,
2011-05-31,180.333,1.0,67.0,60.208,53.0,4.896,7.71,10.398,2.688,0.688,15.167,19.3,15.233,12.0,185.229,
2011-06-01,182.875,1.042,75.0,62.25,52.0,8.938,13.708,18.444,4.736,1.02,30.444,18.2,15.138,11.9,191.812,
2011-06-02,186.37,1.958,95.0,88.5,76.0,26.304,30.292,50.32,20.028,1.188,40.931,17.0,15.442,14.0,212.674,
2011-06-03,185.375,2.292,96.0,70.875,50.0,27.75,32.083,53.806,21.722,2.875,34.847,25.0,20.096,14.9,213.125,
2011-06-04,188.604,2.478,86.0,71.333,51.0,30.584,29.765,45.933,16.169,3.768,42.597,27.2,22.288,18.4,219.188,
2011-06-05,188.392,2.0,96.0,75.042,58.0,22.5,19.292,23.417,4.125,3.02,50.111,26.3,22.271,18.4,210.892,
2011-06-06,182.666,1.833,95.0,63.708,30.0,15.125,26.014,33.014,7.0,2.916,40.528,30.8,23.296,16.9,197.792,
2011-06-07,187.208,2.0,85.0,69.625,53.0,23.042,31.826,44.137,12.312,5.917,42.417,24.8,21.929,19.9,210.25,
2011-06-08,180.152,1.25,94.0,79.458,63.0,13.74,20.889,24.556,3.667,1.854,18.986,23.6,19.775,17.4,193.892,
2011-06-09,184.604,1.625,89.0,67.333,42.0,20.875,25.555,32.597,7.041,4.062,19.389,26.7,22.042,17.2,205.48,
2011-06-10,182.892,1.565,86.0,76.292,62.0,24.413,29.822,45.124,15.302,4.533,25.797,25.6,23.1,20.8,207.304,
2011-06-11,185.246,2.0,97.0,83.042,68.0,19.625,23.513,30.774,7.26,2.383,33.347,25.5,22.496,20.9,204.87,
2011-06-12,196.062,2.417,90.0,72.708,49.0,25.542,22.25,24.708,2.458,3.542,39.847,26.8,23.212,20.2,221.604,
2011-06-13,188.022,2.0,97.0,81.625,69.0,22.933,26.333,33.153,6.819,2.834,26.083,24.2,21.412,18.0,210.954,
2011-06-14,188.736,1.75,89.0,73.917,59.0,18.801,24.194,31.179,6.984,2.604,20.125,25.2,21.979,19.5,207.536,
2011-06-15,185.916,1.333,74.0,60.417,50.0,16.458,17.861,21.903,4.042,2.167,9.486,23.9,21.229,19.3,202.375,
2011-06-16,190.96,1.458,91.0,76.083,60.0,24.728,26.25,37.875,11.625,2.396,17.416,24.5,21.046,18.1,215.688,
2011-06-17,180.586,1.083,96.0,91.667,87.0,10.837,18.083,22.07,3.986,1.044,10.889,20.4,18.979,17.8,191.423,
2011-06-18,183.23,1.957,93.0,83.75,68.0,21.271,22.944,27.672,4.727,2.327,18.069,22.5,20.125,18.1,204.5,
2011-06-19,189.878,1.917,93.0,76.583,59.0,19.108,15.514,17.875,2.361,2.542,26.528,25.7,22.183,19.0,208.986,
2011-06-20,183.794,1.625,87.0,76.208,61.0,28.711,26.764,40.833,14.069,3.125,17.792,27.8,24.467,21.5,212.506,
2011-06-21,177.938,1.375,90.0,74.542,52.0,24.375,24.017,43.166,19.149,2.084,10.639,31.0,25.712,22.8,202.312,
2011-06-22,190.104,1.875,92.0,67.125,42.0,35.966,36.875,54.917,18.042,4.021,30.486,32.8,27.696,21.7,226.07,
2011-06-23,185.162,1.625,85.0,68.792,50.0,36.225,25.208,45.375,20.167,2.896,34.389,33.6,28.804,25.8,221.386,
2011-06-24,174.592,0.957,71.0,61.0,47.0,16.746,12.633,22.051,9.418,1.48,20.387,34.2,30.121,26.9,191.338,
2011-06-25,176.996,1.043,85.0,76.917,65.0,12.912,12.205,17.601,5.395,1.348,18.667,28.0,23.596,20.2,189.908,
2011-06-26,183.854,1.0,92.0,86.667,82.0,9.25,8.722,10.153,1.43,1.062,19.333,22.0,20.962,19.8,193.104,
2011-06-27,185.304,1.583,93.0,90.458,83.0,18.468,19.694,28.819,9.125,1.084,25.389,22.6,21.667,20.4,203.772,
2011-06-28,189.904,2.375,95.0,73.125,50.0,35.948,27.484,48.613,21.129,2.77,40.852,34.3,27.704,22.1,225.852,
2011-06-29,183.083,1.667,82.0,62.083,49.0,26.604,22.097,28.778,6.68,3.292,26.847,35.1,30.125,25.1,209.688,
2011-06-30,179.916,1.958,86.0,70.375,44.0,32.083,32.944,54.264,21.32,3.084,34.125,34.1,28.658,25.8,212.0,
2011-07-01,181.06,1.833,96.0,73.0,42.0,30.392,26.542,43.305,16.764,2.25,42.556,34.8,28.021,24.8,211.452,
2011-07-02,177.0,1.217,93.0,80.958,64.0,12.354,13.435,16.193,2.758,2.022,44.68,29.0,26.004,24.0,189.354,
2011-07-03,180.666,1.417,90.0,72.75,59.0,23.584,15.236,18.264,3.028,2.708,27.055,31.3,27.742,23.4,204.25,
2011-07-04,173.001,1.043,79.0,64.958,50.0,13.726,11.604,18.381,6.777,1.692,38.617,34.8,30.217,27.2,186.726,
2011-07-05,177.771,1.25,85.0,69.792,54.0,22.312,22.087,28.842,6.755,2.667,22.389,33.8,28.4,25.3,200.084,
2011-07-06,187.25,1.375,84.0,64.208,42.0,21.625,20.14,30.681,10.54,2.688,27.069,33.6,28.142,23.9,208.875,
2011-07-07,174.826,1.0,87.0,72.708,61.0,18.456,17.648,30.502,12.854,1.75,14.667,29.9,27.033,24.0,193.282,
2011-07-08,178.952,1.522,90.0,74.875,55.0,30.417,24.588,53.927,29.339,3.304,24.331,31.4,28.175,25.4,209.369,
2011-07-09,184.75,1.913,84.0,70.375,53.0,43.438,26.263,55.84,29.577,7.318,29.917,33.7,29.871,26.7,228.188,
2011-07-10,185.98,1.208,78.0,62.458,48.0,31.354,18.083,25.667,7.583,4.646,18.889,34.7,30.538,27.0,217.333,
2011-07-11,180.154,1.083,85.0,65.375,39.0,31.098,21.181,36.278,15.097,4.75,20.125,35.2,30.15,26.5,211.252,
2011-07-12,176.312,1.167,84.0,68.708,53.0,28.438,18.403,39.764,21.361,4.83,18.43,34.1,29.512,26.8,204.75,
2011-07-13,177.938,1.167,84.0,67.75,51.0,28.354,20.278,40.556,20.278,4.876,17.306,33.8,29.271,26.2,206.292,
2011-07-14,184.782,1.125,82.0,65.667,47.0,31.282,23.096,45.967,22.872,5.486,19.611,35.0,29.6,25.8,216.066,
2011-07-15,186.146,1.542,81.0,61.875,45.0,35.0,28.375,50.139,21.764,5.948,24.458,35.0,30.258,25.9,221.146,
2011-07-16,175.209,1.304,79.0,64.25,46.0,28.938,19.404,31.14,11.735,6.652,22.333,34.9,30.196,26.7,204.146,
2011-07-17,171.739,1.0,74.0,62.125,47.0,22.044,9.736,14.306,4.57,3.979,18.889,35.1,30.6,26.5,193.782,
2011-07-18,170.729,1.0,77.0,63.5,42.0,18.98,7.014,14.111,7.097,4.343,17.833,35.6,30.954,28.1,189.708,
2011-07-19,171.562,1.0,90.0,82.25,70.0,20.292,9.375,20.806,11.431,2.479,24.056,28.8,27.912,26.6,191.854,
2011-07-20,174.261,0.958,96.0,82.917,70.0,17.544,11.57,22.597,11.028,2.104,25.153,29.4,26.279,21.0,191.804,
2011-07-21,179.709,1.0,93.0,70.958,48.0,7.334,9.562,13.932,4.371,0.771,10.153,24.4,20.754,18.3,187.042,
2011-07-22,180.108,1.0,79.0,62.458,51.0,9.282,12.916,20.723,7.806,0.805,11.598,24.3,20.879,17.0,189.392,
2011-07-23,179.218,1.0,77.0,67.5,57.0,9.413,12.047,16.099,4.053,0.652,11.111,27.3,23.088,18.4,188.63,
