date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,CO_mean,PM25_mean
2011-03-01,38.958,61.646,22.6875,3.375,20.4585,5.042,19.0
2011-03-02,31.2915,65.729,34.4375,2.958,22.979,5.542,18.875
2011-03-03,9.854,14.167000000000002,4.3125,3.458,18.5625,2.958,17.208
2011-03-04,14.6665,18.5205,3.854,2.333,18.125,2.957,17.125
2011-03-05,29.159,58.022499999999994,28.8635,2.333,17.326,5.5,11.208
2011-03-06,34.271,79.854,45.583,4.417,22.4375,8.542,18.083
2011-03-07,19.396,27.458,8.0625,4.917,32.0,5.458,29.75
2011-03-08,24.4585,36.479,12.020499999999998,5.083,31.625,5.833,31.583
2011-03-09,26.7915,38.7915,12.0,3.083,22.125,5.458,21.833
2011-03-10,15.479500000000002,22.271,6.7915,2.583,17.021,3.917,15.292
2011-03-11,14.0,22.6665,8.667,3.542,16.417,4.652,16.125
2011-03-12,17.3915,35.173500000000004,17.782500000000002,2.609,13.609,4.87,14.261
2011-03-13,21.2915,42.6665,21.375,2.417,11.9165,4.917,12.958
2011-03-14,38.3335,67.9585,29.625,5.043,16.4795,6.542,19.5
2011-03-15,27.3125,60.75,33.4375,4.333,22.1665,5.208,23.417
2011-03-16,37.652,59.065,21.413,3.714,18.119,5.391,17.636
2011-03-17,34.125,60.6455,26.5205,2.25,28.458,6.375,18.375
2011-03-18,33.4375,72.396,38.9585,5.083,48.6875,10.087,30.042
2011-03-19,12.146,19.354,7.208,2.542,10.0835,2.958,7.917
2011-03-20,19.7085,31.6045,11.896,3.75,16.375,4.208,13.375
2011-03-21,22.0625,40.75,18.6875,3.667,16.771,4.542,13.875
2011-03-22,40.2085,69.3955,29.1875,6.042,24.875,5.625,24.542
2011-03-23,24.7295,32.2295,7.5,1.958,17.104,3.083,12.417
2011-03-24,21.5625,34.9585,13.395499999999998,4.208,21.4375,6.5,19.833
2011-03-25,11.5835,18.1875,6.604,3.542,16.521,3.87,15.75
2011-03-26,23.5415,44.125,20.5835,2.75,15.520499999999998,5.042,13.875
2011-03-27,37.9585,71.25,33.292,5.667,25.9585,7.583,26.667
2011-03-28,34.792,81.8955,47.1045,5.625,35.299,7.417,33.75
2011-03-29,36.3125,65.0625,28.75,5.667,24.167,6.75,24.042
2011-03-30,32.739000000000004,64.5655,31.826500000000003,4.652,22.912999999999997,5.652,19.083
2011-03-31,22.5625,36.604,14.042000000000002,2.375,13.4165,4.542,11.375
2011-04-01,42.354,62.6455,20.2915,6.917,29.2085,5.833,31.25
2011-04-02,33.75,58.0625,24.3125,7.25,38.708,6.042,37.208
2011-04-03,6.5,8.9585,2.4585,2.478,11.6665,6.0,9.667
2011-04-04,13.708,21.5,7.7915,3.0,12.125,5.2,11.333
2011-04-05,26.896,44.4375,17.5415,4.391,19.875,5.708,20.227
2011-04-06,32.6875,48.9375,16.25,5.842,23.932000000000002,6.625,22.292
2011-04-07,34.3955,55.7915,21.396,5.083,21.1875,6.583,20.167
2011-04-08,36.1045,56.583,20.4795,2.458,23.104,6.583,17.25
2011-04-09,17.5,26.146,8.646,2.5,17.4585,4.792,15.125
2011-04-10,23.875,32.771,8.8955,6.458,38.2295,7.75,33.5
2011-04-11,27.529,43.1395,15.610500000000002,5.478,34.3375,6.609,31.667
2011-04-12,26.7425,42.308499999999995,15.566500000000001,4.583,32.691500000000005,6.636,26.826
2011-04-13,39.1455,63.1665,24.021,6.957,33.125,7.458,31.208
2011-04-14,42.9375,68.5835,25.646,9.292,40.0415,8.292,38.75
2011-04-15,42.7085,68.75,26.0415,7.917,42.396,7.583,39.364
2011-04-16,20.7085,32.75,12.042000000000002,4.292,35.896,5.5,30.542
2011-04-17,13.0,17.1665,4.1665,3.792,17.458,3.833,14.958
2011-04-18,26.3335,40.167,13.8335,4.167,25.25,5.478,23.125
2011-04-19,21.854,37.8545,16.0,3.417,15.5625,5.958,14.833
2011-04-20,19.604,32.542,12.9375,2.75,10.521,4.958,9.0
2011-04-21,35.875,56.271,20.396,5.25,21.0,6.917,21.083
2011-04-22,44.058,63.131,19.0735,4.375,34.0045,6.833,27.083
2011-04-23,25.9585,39.833,13.875,2.125,22.3125,5.417,15.375
2011-04-24,19.354,27.958,8.604,4.5,24.3125,6.174,23.792
2011-04-25,27.4375,45.875,18.4375,4.417,22.458,6.0,22.5
2011-04-26,26.043,39.9565,13.913,4.875,31.961000000000002,6.043,30.182
2011-04-27,23.375,39.1875,15.8125,3.875,29.2705,5.542,26.261
2011-04-28,21.1515,34.4925,13.3415,4.609,22.6535,5.708,22.125
2011-04-29,26.458,38.9165,12.4585,5.708,21.2295,6.75,21.458
2011-04-30,28.354,38.875,10.521,5.708,29.4585,6.391,28.708
2011-05-01,23.7085,33.2705,9.5625,3.417,28.3125,6.565,24.375
2011-05-02,23.2085,40.0625,16.854,3.875,128.4675,6.5,71.125
2011-05-03,23.896,30.0,6.1045,4.208,130.708,5.708,72.208
2011-05-04,21.875,32.292,10.4165,5.458,85.3125,6.375,51.0
2011-05-05,17.3335,21.8955,4.5625,4.792,26.2915,4.708,21.0
2011-05-06,24.646,35.3545,10.7085,4.583,33.5,5.0,27.708
2011-05-07,14.5,20.8125,6.3125,3.458,16.3545,4.348,14.0
2011-05-08,14.8125,21.521,6.7085,4.958,27.1665,5.0,19.167
2011-05-09,27.167,41.396,14.229,6.0,41.229,6.667,
2011-05-10,23.979,55.6665,31.6875,4.875,36.542,6.833,
2011-05-11,26.854,48.2915,21.4375,3.208,15.396,5.292,
2011-05-12,22.125,31.396,9.271,2.917,12.3545,4.167,
2011-05-13,25.7395,42.0,16.2605,5.565,41.3695,6.304,41.5
2011-05-14,21.1045,31.167,10.0625,6.417,33.8545,5.625,28.25
2011-05-15,23.4375,31.104,7.6665,5.833,32.9795,5.783,27.833
2011-05-16,36.0,54.1665,18.167,5.958,35.75,6.958,31.708
2011-05-17,30.354,45.146,14.792000000000002,6.5,38.5835,6.333,34.833
2011-05-18,39.5,56.021,16.521,7.375,33.479,7.375,32.208
2011-05-19,36.3425,53.8515,17.509,7.458,37.896,7.0,38.833
2011-05-20,29.0415,52.1665,23.125,6.083,31.0205,6.542,29.458
2011-05-21,24.5415,42.458,17.9165,4.917,21.292,6.333,17.042
2011-05-22,11.7705,17.9585,6.1875,3.458,13.646,3.913,8.458
2011-05-23,18.875,25.271,6.3955,2.708,11.6875,3.176,10.174
2011-05-24,22.265500000000003,31.0855,8.82,3.696,9.16,,8.957
2011-05-25,32.083,44.146,12.0625,5.708,17.0835,,16.292
2011-05-26,19.229,25.125,5.8955,5.167,22.167,,19.042
2011-05-27,16.1875,20.6875,4.5,2.583,10.271,,9.125
2011-05-28,22.417,28.229,5.8125,2.167,12.2085,,8.5
2011-05-29,11.2085,14.792000000000002,3.5835,2.0,7.5625,,5.292
2011-05-30,11.6085,19.439999999999998,7.8315,2.25,8.708,,8.333
2011-05-31,21.5925,35.365500000000004,13.7725,3.708,10.896,7.286,9.958
2011-06-01,21.2915,30.3125,9.021,3.25,12.9795,4.25,11.25
2011-06-02,29.8125,45.8545,16.0415,4.0,19.396,7.042,16.792
2011-06-03,30.6875,48.479,17.792,6.667,33.0415,8.25,29.792
2011-06-04,28.1455,44.8125,16.6665,7.667,44.375,8.5,41.125
2011-06-05,19.9375,28.042,8.104,6.208,28.146,5.87,27.583
2011-06-06,37.5415,55.083,17.5415,8.792,34.0835,7.375,29.375
2011-06-07,30.6235,40.714,10.091000000000001,6.435,30.7635,5.375,30.167
2011-06-08,25.5625,34.979,9.4165,5.542,18.8125,4.833,16.75
2011-06-09,25.997999999999998,44.206,18.2075,6.042,21.0495,6.783,18.667
2011-06-10,36.9165,65.2085,28.2915,6.417,40.3125,8.542,31.25
2011-06-11,22.4585,37.125,14.6665,3.542,20.896,6.042,17.5
2011-06-12,22.1875,28.646,6.458,4.958,33.1875,6.435,27.208
2011-06-13,31.229,53.083,21.854,5.87,21.506,7.125,19.333
2011-06-14,20.771,30.896,10.125,7.25,23.25,5.042,18.458
2011-06-15,26.646,37.8335,11.1875,8.458,19.354,4.583,16.75
2011-06-16,24.109499999999997,33.4985,9.388,4.75,20.241,4.417,17.25
2011-06-17,30.5415,42.9585,12.417000000000002,5.542,15.042000000000002,5.917,12.625
2011-06-18,29.854,42.2915,12.4375,5.542,23.6875,6.792,16.542
2011-06-19,21.5415,29.3335,7.7915,4.917,21.0205,6.217,15.333
2011-06-20,31.5625,53.75,22.1875,4.042,17.6455,7.0,12.708
2011-06-21,31.5205,58.0625,26.5415,5.083,20.9795,6.833,15.167
2011-06-22,28.0,59.652,31.652,8.217,39.6175,7.913,27.667
2011-06-23,17.3335,46.0625,28.729,6.625,28.2915,5.917,18.292
2011-06-24,16.521,43.8955,27.375,5.917,28.7295,5.75,16.458
2011-06-25,14.604,38.1665,23.5625,6.0,25.521,6.0,14.542
2011-06-26,11.8335,23.8125,11.979,6.042,20.1875,4.875,11.667
2011-06-27,11.354,30.0625,18.7085,5.75,16.396,4.25,12.083
2011-06-28,17.083,40.792,23.708,7.375,22.5,5.458,16.333
2011-06-29,24.9165,48.1875,23.271,10.875,33.896,6.208,25.917
2011-06-30,30.0625,53.604,23.5415,11.292,36.604,6.875,28.625
2011-07-01,28.3955,60.375,31.9795,9.208,32.4375,6.667,24.083
2011-07-02,24.9165,42.917,18.0,8.375,28.0415,6.333,20.292
2011-07-03,19.229,27.9795,8.75,9.5,48.0625,6.458,33.167
2011-07-04,21.5625,43.6455,22.0835,7.083,41.625,5.833,27.167
2011-07-05,28.6595,45.977000000000004,17.318,7.348,35.8185,6.696,27.091
2011-07-06,27.5415,41.854,14.3125,7.333,37.167,6.333,27.417
2011-07-07,24.25,61.9165,37.667,4.708,28.7295,7.208,16.042
2011-07-08,21.3955,57.375,35.9795,7.958,27.4585,7.042,16.042
2011-07-09,15.9375,39.8125,23.875,7.833,16.0835,6.208,11.75
2011-07-10,14.354,26.9375,12.5835,9.375,17.7705,5.375,12.583
2011-07-11,17.4795,37.0,19.521,8.167,17.771,5.542,14.0
2011-07-12,20.3335,56.021,35.6875,6.458,17.542,6.318,13.125
2011-07-13,19.792,45.9375,26.146,7.25,18.125,5.13,13.042
2011-07-14,19.625,46.3125,26.6875,7.958,17.021,5.5,13.542
2011-07-15,27.7915,54.271,26.479,10.958,21.146,6.417,17.458
2011-07-16,27.0415,40.729,13.6875,13.417,30.0,5.083,23.833
2011-07-17,9.1045,14.9375,5.833,10.833,16.75,2.417,12.167
2011-07-18,7.875,14.3335,6.458,3.75,17.875,1.375,8.0
2011-07-19,8.1455,15.979,7.8335,3.167,10.625,1.583,5.708
2011-07-20,9.875,15.4375,5.5625,5.417,13.1665,1.87,8.667
2011-07-21,12.8125,25.5835,12.771,4.417,15.792000000000002,3.167,10.625
2011-07-22,24.1085,45.4565,21.348,6.217,22.0,4.87,16.75
2011-07-23,22.854,35.5625,12.7085,9.042,30.167,4.708,22.833
2011-07-24,15.1875,21.292,6.104,9.25,30.104,4.0,24.125
2011-07-25,24.396,41.3335,16.9375,9.542,28.0415,5.375,21.833
2011-07-26,20.125,35.917,15.792000000000002,8.208,19.75,4.208,14.083
2011-07-27,17.3955,43.646,26.25,8.75,17.229,5.208,12.5
2011-07-28,21.6455,42.6875,21.042,9.125,22.917,4.708,15.75
2011-07-29,31.271,54.125,22.854,10.917,28.7705,6.083,22.625
2011-07-30,22.6045,40.708,18.1045,10.583,28.6455,4.958,19.609
2011-07-31,12.9585,17.792,4.8335,9.917,29.1875,3.783,21.222
2011-08-01,14.8695,23.130499999999998,8.261,8.652,33.205,3.261,
2011-08-02,14.2085,21.167,6.9585,8.75,23.5625,2.833,
2011-08-03,16.0415,29.833,13.7915,9.833,19.896,3.583,
2011-08-04,12.021,23.0415,11.0205,10.542,15.9375,2.417,
2011-08-05,15.979,29.5415,13.5625,6.458,14.0625,2.708,9.538
2011-08-06,16.2295,40.0415,23.8125,8.458,15.072,5.375,13.739
2011-08-07,13.354,26.6045,13.25,9.875,15.9375,4.652,10.542
2011-08-08,21.6455,44.9585,23.3125,10.292,20.146,5.417,14.25
2011-08-09,30.96,53.2935,22.3335,14.208,33.318,6.333,22.0
2011-08-10,24.375,45.7085,21.3335,13.917,44.0415,6.042,25.958
2011-08-11,23.104,43.229,20.125,12.833,29.292,5.208,17.917
2011-08-12,22.271,34.4165,12.146,12.542,34.0415,4.625,21.75
2011-08-13,16.9585,24.625,7.667,13.792,32.1875,4.417,18.417
2011-08-14,12.395499999999998,20.104,7.7085,11.583,37.9165,4.174,20.583
2011-08-15,14.021,23.146,9.125,10.917,30.7085,4.0,17.042
2011-08-16,16.604,26.0625,9.457999999999998,11.5,35.729,4.375,19.333
2011-08-17,22.4585,41.3125,18.854,12.167,41.3955,5.625,21.696
2011-08-18,20.854,40.1045,19.25,11.542,42.479,5.083,21.792
2011-08-19,20.031,34.385,14.354000000000001,8.652,21.0175,4.609,13.083
2011-08-20,20.6455,27.625,6.9795,7.917,18.7085,3.667,12.708
2011-08-21,18.479,25.333,6.854,7.167,23.7295,4.696,15.625
2011-08-22,31.5625,51.875,20.3125,11.125,20.542,6.583,13.75
2011-08-23,22.4375,44.375,21.9375,10.958,29.2085,5.375,17.333
2011-08-24,20.8545,42.375,21.521,13.0,24.0835,4.708,16.0
2011-08-25,17.75,42.25,24.5,10.417,12.1045,4.875,9.8
2011-08-26,19.625,41.396,21.771,10.125,16.896,4.458,11.625
2011-08-27,22.083,32.6665,10.5835,10.625,22.8125,4.292,14.917
2011-08-28,12.5,17.7085,5.2085,13.833,31.9375,3.217,21.917
2011-08-29,15.3125,23.8125,8.5,13.208,27.4795,3.125,18.417
2011-08-30,16.7045,24.841,8.1365,12.087,21.067999999999998,3.043,15.333
2011-08-31,12.2295,19.9375,7.708,9.375,18.9495,2.5,12.458
2011-09-01,10.3335,21.1875,10.854,6.583,20.7085,1.833,10.958
2011-09-02,7.4375,13.6875,6.25,4.75,19.7295,1.5,10.417
2011-09-03,8.1875,12.479,4.2915,4.417,15.5625,2.042,8.708
2011-09-04,13.104,19.6665,6.5625,4.75,10.4375,3.261,6.316
2011-09-05,24.2085,46.7915,22.5835,6.042,13.542000000000002,5.5,9.333
2011-09-06,19.9375,35.125,15.1875,6.75,15.875,3.917,9.375
2011-09-07,36.5835,58.021,21.4375,10.667,21.125,6.167,15.458
2011-09-08,33.9545,48.841,14.8865,11.25,28.117,5.792,20.25
2011-09-09,22.104,41.542,19.4375,11.25,28.125,5.125,16.609
2011-09-10,18.896,34.5,15.604500000000002,10.875,28.271,5.167,16.792
2011-09-11,11.0205,19.396,8.375,10.542,18.021,3.652,10.917
2011-09-12,17.5,32.979,15.479,10.458,19.375,3.5,9.917
2011-09-13,21.25,36.7705,15.520499999999998,11.875,21.4795,4.333,13.125
2011-09-14,20.9375,36.375,15.4375,13.625,21.994,4.167,13.609
2011-09-15,13.587,25.081000000000003,11.494,10.696,17.666,2.958,10.045
2011-09-16,10.5535,22.3515,11.797999999999998,8.417,15.223,2.043,8.304
2011-09-17,18.104,36.0625,17.9585,8.792,15.2595,4.042,9.0
2011-09-18,12.5,25.2705,12.771,9.833,18.375,4.348,9.792
2011-09-19,11.625,22.0415,10.417000000000002,7.917,14.0625,3.542,10.625
2011-09-20,17.8955,27.25,9.3545,3.958,9.104,2.708,6.667
2011-09-21,14.25,25.3125,11.0625,3.792,7.6665,3.375,5.833
2011-09-22,15.021,31.5625,16.542,4.25,10.979,3.583,7.208
2011-09-23,13.4165,23.771,10.354,6.0,13.6875,3.292,9.208
2011-09-24,18.521,29.75,11.229,7.792,16.583,3.25,14.458
2011-09-25,12.8125,16.8955,4.0835,8.25,16.5,2.739,14.167
2011-09-26,21.1875,29.5835,8.396,6.875,18.208,3.333,16.208
2011-09-27,22.0205,34.5415,12.521,8.75,20.708,3.667,17.417
2011-09-28,27.9585,43.104,15.145499999999998,9.542,22.3125,4.833,21.167
2011-09-29,31.3125,48.167,16.854,9.75,28.0,5.375,24.375
2011-09-30,22.9595,41.263,18.3035,6.826,21.024,4.957,17.542
2011-10-01,8.271,13.6665,5.396,5.917,15.521,2.5,10.667
2011-10-02,13.979500000000002,22.6665,8.6875,6.083,13.75,3.913,9.25
2011-10-03,10.9375,18.5625,7.625,4.875,11.1875,2.5,7.917
2011-10-04,25.0,40.9585,15.9585,7.125,16.4585,4.083,13.043
2011-10-05,23.4735,30.741,7.2669999999999995,5.818,17.5455,2.783,12.696
2011-10-06,23.271,43.375,20.104,8.0,12.642,5.292,11.875
2011-10-07,20.8335,34.75,13.9165,8.125,30.1525,5.542,28.583
2011-10-08,25.646,36.771,11.125,9.5,37.167,5.5,34.125
2011-10-09,21.979,27.375,5.396,10.458,41.986000000000004,5.826,38.667
2011-10-10,25.4375,33.3955,7.9585,11.292,42.5835,6.042,40.792
2011-10-11,40.620999999999995,63.07,22.448999999999998,10.348,54.568,8.13,49.083
2011-10-12,35.875,59.3545,23.479,10.417,56.0235,7.583,51.375
2011-10-13,39.8125,54.3335,14.5205,8.042,50.0045,5.375,45.292
2011-10-14,33.0625,45.6455,12.5835,5.417,41.104,4.917,33.375
2011-10-15,31.354,59.0415,27.6875,7.25,15.0415,7.542,11.958
2011-10-16,21.293999999999997,30.393500000000003,9.0985,8.208,29.325499999999998,6.565,24.375
2011-10-17,27.875,46.2915,18.417,7.75,31.0625,6.0,24.696
2011-10-18,14.0415,21.479,7.4375,6.25,16.125,2.667,12.708
2011-10-19,22.042,30.8125,8.771,6.708,19.75,3.042,15.125
2011-10-20,20.9375,30.0835,9.146,7.625,20.2705,3.333,16.409
2011-10-21,16.396,23.4165,7.0205,6.042,15.2915,2.542,13.333
2011-10-22,21.8955,37.5415,15.646,7.125,10.646,4.875,9.333
2011-10-23,18.5835,29.2295,10.646,6.167,13.1875,4.826,10.333
2011-10-24,30.4165,55.5835,25.1665,7.042,13.5835,5.75,11.833
2011-10-25,22.136499999999998,40.9775,18.841,5.783,18.886000000000003,5.273,17.217
2011-10-26,14.7085,28.083,13.375,4.458,14.396,3.75,10.167
2011-10-27,25.708,44.667,18.958,5.917,18.646,4.0,17.583
2011-10-28,23.0835,31.417,8.3335,7.5,21.375,3.25,20.208
2011-10-29,29.7705,40.4795,10.708,8.708,26.75,4.917,24.708
2011-10-30,14.875,18.2085,3.3335,5.083,25.146,3.043,22.333
2011-10-31,21.2915,42.5,21.2085,5.708,15.0415,5.375,12.708
2011-11-01,26.5415,47.375,20.8335,7.208,19.375,4.958,17.583
2011-11-02,25.5625,36.8125,11.25,7.458,21.917,3.708,19.292
2011-11-03,31.8125,47.354,15.5415,9.25,33.0835,6.875,29.333
2011-11-04,33.167,56.146,22.979,9.208,33.271,6.5,29.391
2011-11-05,31.0,41.271,10.271,6.708,41.521,5.042,35.167
2011-11-06,22.729,36.8955,14.1665,7.333,26.646,6.217,20.0
2011-11-07,13.3125,24.354,11.042000000000002,4.0,9.625,4.125,8.792
2011-11-08,18.587,38.543499999999995,19.956500000000002,4.217,12.2605,5.0,12.435
2011-11-09,18.3335,32.979,14.646,4.083,13.777,3.625,10.667
2011-11-10,23.9375,44.479,20.5415,4.667,12.333,4.0,14.417
2011-11-11,26.9795,43.1665,16.1875,4.0,14.141,4.292,12.75
2011-11-12,32.021,77.146,45.125,6.458,19.875,9.5,17.583
2011-11-13,20.6875,36.2915,15.604500000000002,6.375,27.333,6.478,25.708
2011-11-14,32.1875,67.375,35.1875,7.625,43.375,8.708,42.25
2011-11-15,17.229,33.1875,15.9585,4.667,20.3125,4.708,17.917
2011-11-16,21.512999999999998,42.1875,20.6745,4.667,13.2925,5.667,12.917
2011-11-17,24.0415,51.4375,27.396,6.167,25.0,6.083,24.042
2011-11-18,31.11,47.586,16.476,5.25,23.625,4.875,24.25
2011-11-19,29.4165,68.4585,39.0415,4.125,23.604,8.208,20.875
2011-11-20,11.8125,18.9165,7.104,4.792,15.020499999999998,5.652,14.042
2011-11-21,16.2655,32.661,16.396,3.292,9.489,4.696,6.348
2011-11-22,29.9105,64.846,34.9355,3.955,15.9775,7.542,14.167
2011-11-23,26.0625,47.375,21.3125,3.292,25.0415,6.5,24.125
2011-11-24,15.125,32.021,16.896,3.292,14.4375,5.458,13.458
2011-11-25,16.854,35.9795,19.125,2.25,8.417,5.333,6.667
2011-11-26,27.5,68.646,41.146,2.625,14.4585,8.708,15.167
2011-11-27,24.8955,43.1875,18.2915,3.333,24.7915,7.043,22.625
2011-11-28,30.0625,66.0415,35.979,3.167,38.479,6.292,30.75
2011-11-29,41.9375,110.6665,68.7295,4.792,51.646,11.417,42.458
2011-11-30,30.7085,92.729,62.021,2.792,39.354,10.167,36.542
2011-12-01,8.9375,13.5,4.5625,2.0,5.9585,2.083,3.708
2011-12-02,18.3335,30.6665,12.333,1.958,9.1045,3.25,7.292
2011-12-03,14.458,26.5,12.0415,2.042,9.0415,4.583,8.625
2011-12-04,11.792,20.229,8.4375,2.25,8.479,4.957,5.167
2011-12-05,20.0625,46.917,26.854,2.125,12.1875,6.292,13.083
2011-12-06,32.036500000000004,64.1515,32.115,2.435,18.2835,7.0,17.917
2011-12-07,34.333,90.4165,56.0835,3.667,26.4375,9.25,25.5
2011-12-08,32.7915,65.6455,32.854,2.5,25.9795,8.5,24.0
2011-12-09,12.6875,18.854,6.1665,2.25,7.7915,3.375,5.583
2011-12-10,21.6455,41.5415,19.896,2.458,13.3545,6.042,13.333
2011-12-11,20.5,39.896,19.396,2.667,16.604,7.522,15.708
2011-12-12,29.3425,82.979,53.6365,3.652,28.7115,10.917,26.783
2011-12-13,26.484499999999997,89.953,63.4675,3.5,11.793,8.417,20.792
2011-12-14,41.771,96.083,54.3125,4.417,25.0835,8.75,25.042
2011-12-15,35.5205,103.8545,68.333,4.375,33.771,10.25,32.958
2011-12-16,20.362,46.672,26.31,2.542,10.0,5.958,9.958
2011-12-17,21.4375,48.0415,26.6045,2.083,8.9375,6.375,7.333
2011-12-18,18.7705,34.208,15.4375,2.667,9.271,6.348,11.875
2011-12-19,26.5865,57.652,31.0655,2.696,13.7725,7.174,15.826
2011-12-20,31.25,57.9165,26.6665,2.708,11.125,6.0,10.917
2011-12-21,38.646,87.5,48.8545,5.708,26.646,8.667,29.333
2011-12-22,34.7705,92.9795,58.208,5.625,36.3335,8.875,37.083
2011-12-23,14.979,30.0835,15.104500000000002,1.957,6.52,4.708,5.542
2011-12-24,25.771,62.125,36.3545,3.375,10.458,7.739,12.917
2011-12-25,12.75,23.854,11.104,2.167,8.208,4.826,8.792
2011-12-26,20.4585,42.9165,22.458,1.958,8.354,5.417,9.042
2011-12-27,24.354,57.542,33.1875,1.565,8.174,7.208,8.875
2011-12-28,40.271,112.8545,72.5835,2.875,18.3545,10.625,20.25
2011-12-29,27.9375,73.3125,45.375,4.333,25.6665,8.583,27.417
2011-12-30,10.4165,17.7085,7.2915,2.292,8.7705,4.042,8.833
2011-12-31,21.2705,38.0625,16.7915,2.708,10.375,6.167,10.5
2012-01-01,18.792,28.4795,9.6875,3.833,16.3125,6.417,18.708
2012-01-02,20.0,35.9165,15.9165,4.0,27.0625,6.958,25.875
2012-01-03,9.521,16.875,7.3545,2.833,10.6455,4.625,10.583
2012-01-04,13.104500000000002,21.8545,8.75,1.875,7.458,4.375,7.833
