date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,PM25_mean
2011-02-13,194.046,76.0,58.958,40.0,13.799,20.472,29.278,8.806,1.083,12.986,9.6,4.792,-0.9,207.846,
2011-02-14,191.042,92.0,86.125,66.0,12.438,22.972,26.153,3.181,0.625,28.125,6.3,5.204,4.0,203.479,
2011-02-15,194.566,91.0,73.625,45.0,20.239,27.363,38.47,11.106,1.152,34.501,10.4,6.875,4.5,214.804,
2011-02-16,189.292,90.0,70.667,48.0,4.625,9.57,10.445,0.875,0.556,10.18,4.2,2.129,1.0,193.916,
2011-02-17,189.896,92.0,77.792,48.0,7.562,13.542,15.861,2.32,1.125,13.667,7.5,2.917,0.4,197.458,
2011-02-18,190.604,86.0,52.375,20.0,4.292,8.028,9.264,1.236,0.792,6.833,6.2,1.562,-2.0,194.896,
2011-02-19,196.882,74.0,49.417,24.0,9.176,14.722,18.014,3.292,0.875,7.833,8.4,1.546,-4.0,206.058,
2011-02-20,202.084,73.0,52.708,23.0,12.98,22.167,33.556,11.389,1.097,16.097,11.0,3.571,-2.5,215.062,
2011-02-21,201.402,81.0,51.875,20.0,20.062,27.25,46.583,19.333,1.125,15.306,14.0,6.292,-1.0,221.464,
2011-02-22,190.584,73.0,62.0,54.0,6.854,11.917,12.986,1.069,2.681,24.292,8.9,6.862,3.3,197.438,
2011-02-23,199.229,93.0,87.625,64.0,25.75,29.986,51.736,21.75,1.542,31.583,8.9,6.296,4.7,224.98,
2011-02-24,193.188,68.0,50.083,31.0,7.458,10.25,10.792,0.542,2.931,22.083,14.6,10.396,8.0,200.646,
2011-02-25,190.843,92.0,86.25,73.0,8.082,11.181,12.014,0.833,0.431,11.667,8.6,5.867,4.1,198.926,
2011-02-26,190.146,73.0,57.542,37.0,6.25,7.764,8.264,0.5,0.333,5.458,9.0,5.942,3.8,196.396,
2011-02-27,191.721,46.0,35.708,23.0,5.301,7.819,8.694,0.875,0.764,4.583,9.3,4.604,1.4,197.022,
2011-02-28,192.858,63.0,51.333,40.0,4.517,7.82,8.726,0.905,0.754,6.125,6.3,3.154,-0.6,197.375,
2011-03-01,191.375,91.0,84.667,79.0,11.479,17.361,19.555,2.194,0.583,12.472,10.6,7.392,3.0,202.854,
2011-03-02,191.09,92.0,86.917,75.0,7.453,14.153,15.709,1.555,1.167,13.528,9.5,6.988,4.2,198.542,
2011-03-03,191.958,91.0,72.042,57.0,4.958,6.722,7.208,0.486,0.875,9.833,10.2,6.583,3.6,196.916,
2011-03-04,193.119,80.0,67.667,61.0,6.072,7.0,7.347,0.347,1.903,11.82,6.3,5.296,3.8,199.19,
2011-03-05,195.792,94.0,92.167,86.0,14.25,23.111,28.472,5.361,0.278,8.625,8.9,5.642,2.9,210.042,5.2
2011-03-06,196.875,94.0,90.583,80.0,15.688,20.139,27.736,7.597,0.653,17.514,15.7,10.883,8.6,212.562,6.958
2011-03-07,191.438,95.0,75.875,54.0,6.875,9.445,10.57,1.125,0.639,23.611,14.2,11.588,10.2,198.312,11.958
2011-03-08,190.807,89.0,77.167,62.0,5.815,7.292,7.681,0.389,0.806,12.083,10.1,8.638,7.0,196.622,8.833
2011-03-09,190.917,93.0,91.875,90.0,5.604,7.625,8.0,0.375,0.125,11.597,8.4,7.412,5.9,196.521,5.375
2011-03-10,190.572,92.0,86.667,77.0,3.276,5.722,6.042,0.32,0.167,4.667,6.4,5.021,3.5,193.848,0.125
2011-03-11,192.833,83.0,74.25,61.0,5.229,7.556,8.0,0.444,1.014,7.764,10.8,6.775,3.4,198.062,5.167
2011-03-12,191.854,85.0,51.375,26.0,5.896,11.542,13.736,2.195,1.028,6.25,12.0,6.554,1.2,197.75,4.333
2011-03-13,193.354,75.0,38.042,19.0,6.375,11.084,12.717,1.633,0.461,4.73,11.1,6.412,3.0,199.729,6.625
2011-03-14,193.913,76.0,60.042,29.0,8.782,13.874,15.173,1.299,1.057,6.93,11.7,6.062,1.6,202.696,8.545
2011-03-15,196.916,87.0,50.583,18.0,14.166,17.806,29.861,12.055,1.083,15.875,13.8,6.775,0.3,211.084,18.042
2011-03-16,194.378,73.0,55.125,33.0,10.593,16.181,21.625,5.444,1.097,17.0,11.3,5.862,-0.7,204.972,15.792
2011-03-17,195.667,94.0,86.292,67.0,18.562,23.82,36.736,12.917,0.695,20.792,11.9,8.829,7.7,214.229,15.417
2011-03-18,194.146,94.0,91.875,87.0,15.479,20.208,25.75,5.542,1.0,30.847,11.7,9.188,7.1,209.625,22.167
2011-03-19,188.938,93.0,51.917,27.0,8.125,12.32,13.403,1.083,0.625,9.541,12.8,9.104,6.7,197.062,5.958
2011-03-20,193.852,81.0,60.208,39.0,10.78,14.18,15.667,1.486,1.208,13.889,13.1,7.808,3.6,204.632,12.75
2011-03-21,191.584,82.0,40.625,20.0,8.875,14.181,15.361,1.18,0.5,10.292,12.2,7.533,3.3,200.458,10.0
2011-03-22,199.248,76.0,57.417,40.0,22.024,37.875,52.306,14.431,4.708,25.833,14.9,8.558,0.5,221.272,24.292
2011-03-23,201.312,93.0,81.958,60.0,22.438,26.722,46.611,19.889,0.847,40.847,11.4,9.15,6.5,223.75,33.5
2011-03-24,191.146,93.0,91.708,89.0,10.27,14.694,22.931,8.236,0.167,7.111,8.7,7.304,5.0,201.417,7.458
2011-03-25,193.312,93.0,56.0,28.0,10.916,12.403,16.903,4.5,0.847,5.528,14.1,8.388,2.0,204.229,7.833
2011-03-26,194.154,79.0,48.75,20.0,8.723,15.555,18.931,3.375,0.722,8.778,12.8,6.812,0.7,202.877,10.292
2011-03-27,198.5,75.0,49.333,18.0,11.166,19.472,25.819,6.347,1.931,13.875,14.3,8.183,1.2,209.666,12.5
2011-03-28,201.04,88.0,54.583,34.0,17.829,24.542,35.7,11.158,4.094,25.284,17.0,10.267,2.8,218.87,24.75
2011-03-29,193.354,69.0,43.667,12.0,8.812,11.597,13.556,1.958,2.208,12.847,17.0,10.579,3.5,202.166,13.25
2011-03-30,189.73,67.0,57.917,44.0,8.792,11.75,12.375,0.625,3.542,13.917,19.0,15.296,11.8,198.521,13.333
2011-03-31,186.729,88.0,62.833,41.0,6.688,5.472,5.528,0.056,0.528,19.833,19.6,14.629,8.4,193.417,9.208
2011-04-01,185.174,83.0,54.458,25.0,10.609,12.569,15.389,2.819,1.903,11.778,16.1,10.225,2.2,195.783,
2011-04-02,182.5,81.0,58.958,41.0,12.5,16.056,17.319,1.264,3.958,28.361,19.2,13.658,8.0,195.0,
2011-04-03,183.917,73.0,54.208,40.0,6.292,6.472,6.486,0.014,0.681,14.125,9.5,7.829,5.9,190.208,
2011-04-04,185.25,72.0,51.958,25.0,7.5,10.222,11.167,0.945,0.68,13.167,14.1,8.175,4.1,192.75,
2011-04-05,188.25,68.0,42.667,22.0,6.833,10.903,11.459,0.556,0.68,7.736,15.8,8.696,1.7,195.083,
2011-04-06,188.792,85.0,51.375,16.0,12.583,20.722,26.667,5.944,3.209,20.666,19.7,12.379,3.6,201.375,
2011-04-07,180.913,84.0,60.667,34.0,4.783,11.195,11.889,0.694,2.347,18.292,20.9,15.388,8.6,185.696,
2011-04-08,177.792,75.0,59.083,50.0,4.125,6.903,7.014,0.111,1.458,25.709,18.6,17.267,15.1,181.917,
2011-04-09,178.042,88.0,81.083,73.0,5.167,7.319,7.389,0.069,1.208,19.806,17.7,16.538,12.0,183.208,
2011-04-10,182.333,84.0,63.417,31.0,5.292,4.083,4.167,0.084,0.861,14.625,17.6,13.338,10.2,187.625,
2011-04-11,180.958,88.0,68.708,37.0,8.292,12.875,14.861,1.986,2.958,26.833,19.5,13.433,7.1,189.25,
2011-04-12,182.708,87.0,46.875,14.0,6.292,6.045,6.328,0.283,0.225,10.775,16.7,10.479,6.3,189.0,
2011-04-13,189.318,76.0,51.542,25.0,10.4,17.906,21.731,3.825,3.881,23.206,20.9,13.671,6.7,199.718,
2011-04-14,190.917,78.0,53.833,27.0,13.354,18.57,20.472,1.903,4.5,31.778,22.2,15.683,7.6,204.271,
2011-04-15,181.983,82.0,65.583,44.0,9.693,8.681,9.264,0.583,3.18,33.819,22.4,18.042,12.3,191.676,
2011-04-16,181.375,83.0,62.125,41.0,10.479,8.778,9.597,0.82,3.042,19.917,24.0,18.821,12.8,191.854,
2011-04-17,188.104,75.0,52.708,34.0,7.333,4.25,4.389,0.139,0.541,14.944,17.0,12.962,9.3,195.438,
2011-04-18,186.479,83.0,64.042,46.0,7.333,5.0,5.264,0.264,0.43,10.708,18.3,14.546,10.6,193.812,
2011-04-19,187.554,94.0,75.875,41.0,10.404,9.695,11.417,1.722,1.097,17.097,18.5,12.517,6.6,197.958,
2011-04-20,190.604,86.0,65.833,46.0,7.312,7.25,9.236,1.986,0.264,5.083,15.7,10.033,4.4,197.917,
2011-04-21,191.564,84.0,72.625,55.0,5.502,7.25,7.708,0.459,0.153,8.861,15.6,12.275,9.3,197.067,
2011-04-22,190.292,87.0,69.625,50.0,9.334,14.222,16.319,2.097,2.389,25.014,19.5,15.917,11.8,199.625,
2011-04-23,184.458,92.0,87.5,74.0,4.229,2.222,2.32,0.097,0.236,14.195,18.4,16.55,14.8,188.688,
2011-04-24,185.812,92.0,62.042,42.0,6.542,4.75,4.903,0.153,0.819,19.542,20.0,16.308,10.6,192.354,
2011-04-25,188.772,91.0,63.167,32.0,9.642,12.986,14.917,1.931,1.528,17.042,19.5,14.254,8.7,198.413,
2011-04-26,190.062,85.0,60.083,34.0,12.292,13.728,17.371,3.642,1.911,18.554,21.3,16.1,8.5,202.354,
2011-04-27,184.372,89.0,66.833,51.0,7.265,3.63,3.731,0.101,1.102,42.514,24.4,20.671,17.1,191.638,
2011-04-28,183.062,92.0,66.125,37.0,9.834,9.611,10.181,0.569,2.07,24.139,23.0,19.05,13.9,192.896,
2011-04-29,188.042,85.0,63.708,48.0,7.979,6.458,6.583,0.125,0.431,10.653,18.9,14.267,10.9,196.021,
2011-04-30,190.062,90.0,66.167,39.0,10.021,10.194,11.875,1.681,1.458,24.82,22.2,17.183,9.7,200.084,
2011-05-01,183.758,92.0,72.208,58.0,9.086,8.375,8.472,0.097,2.486,24.056,21.2,18.979,17.0,192.844,
2011-05-02,187.125,89.0,52.417,25.0,10.916,11.153,11.57,0.417,1.5,68.07,24.6,19.121,13.6,198.042,
2011-05-03,190.398,93.0,79.583,61.0,7.483,5.833,5.889,0.055,0.194,39.097,18.2,15.421,13.2,197.881,
2011-05-04,187.604,93.0,70.083,43.0,6.146,4.264,4.347,0.083,0.764,16.5,21.9,16.762,12.7,193.75,
2011-05-05,191.416,90.0,70.0,56.0,4.938,4.028,4.042,0.014,0.778,16.542,17.6,15.075,13.2,196.354,
2011-05-06,189.0,88.0,75.042,64.0,6.666,7.014,7.32,0.306,0.597,19.208,18.9,15.85,12.8,195.666,
2011-05-07,192.562,93.0,87.333,73.0,7.593,6.347,6.458,0.111,0.014,21.583,19.1,16.833,15.3,200.155,
2011-05-08,188.625,94.0,70.417,48.0,14.042,15.472,16.917,1.444,3.917,32.68,26.6,20.079,14.1,202.666,
2011-05-09,188.668,77.0,61.625,40.0,8.488,9.319,10.07,0.75,1.111,23.209,24.5,19.058,12.7,197.157,
2011-05-10,181.458,91.0,74.208,57.0,12.375,14.528,15.944,1.417,2.931,37.903,27.0,22.492,16.5,193.833,
2011-05-11,186.208,95.0,92.208,89.0,6.125,5.377,5.497,0.12,0.014,11.77,15.6,14.533,13.7,192.334,
2011-05-12,185.478,95.0,93.708,90.0,7.99,8.677,9.211,0.534,0.014,12.526,17.5,15.679,13.9,193.468,
2011-05-13,187.482,96.0,85.917,74.0,13.055,12.639,14.819,2.18,1.056,33.018,23.3,19.271,16.2,200.538,
2011-05-14,188.854,84.0,57.875,34.0,10.73,9.764,10.139,0.375,1.736,53.581,24.5,19.442,14.0,199.584,
2011-05-15,190.554,67.0,38.708,21.0,11.744,8.236,8.805,0.569,2.167,18.306,25.5,20.171,13.0,202.297,
2011-05-16,189.771,79.0,58.917,29.0,8.458,4.153,4.264,0.111,1.458,28.197,24.5,20.275,17.1,198.229,
2011-05-17,190.312,92.0,76.75,62.0,8.792,8.486,8.681,0.194,1.167,23.264,21.0,17.517,14.1,199.104,
2011-05-18,202.896,94.0,74.167,43.0,15.688,11.417,12.958,1.542,0.903,39.042,23.2,18.083,13.2,218.584,
2011-05-19,188.528,85.0,60.792,31.0,11.166,12.875,14.014,1.139,3.056,31.792,25.8,20.246,12.9,199.694,
2011-05-20,185.334,76.0,63.792,50.0,11.604,14.083,15.208,1.125,5.0,39.236,26.3,22.054,19.0,196.938,
2011-05-21,182.767,82.0,69.958,56.0,10.12,10.292,11.333,1.042,3.042,23.695,26.5,22.842,19.4,192.888,
2011-05-22,181.688,93.0,81.208,62.0,8.021,5.25,6.042,0.792,1.0,16.014,27.2,20.183,15.1,189.708,
2011-05-23,187.062,90.0,76.542,56.0,5.688,6.875,7.417,0.542,0.069,8.68,17.6,15.45,12.9,192.75,
2011-05-24,189.667,94.0,85.292,67.0,7.98,9.095,9.923,0.828,0.0,8.361,17.0,13.321,11.7,197.646,
2011-05-25,194.957,93.0,70.833,45.0,12.87,13.981,21.776,7.795,2.432,18.924,22.4,17.183,10.0,207.826,
2011-05-26,194.396,93.0,78.958,59.0,7.271,6.903,7.486,0.584,0.472,17.597,21.9,18.192,14.9,201.666,
2011-05-27,202.304,92.0,80.25,65.0,9.326,5.931,6.195,0.264,0.0,13.75,20.7,18.538,16.5,211.63,
2011-05-28,188.396,95.0,94.167,93.0,6.958,5.945,6.195,0.25,0.014,8.661,20.4,19.004,17.5,195.354,
2011-05-29,184.771,95.0,94.958,94.0,6.271,5.56,5.799,0.239,0.0,4.28,18.5,18.062,17.2,191.042,
2011-05-30,181.0,95.0,81.125,63.0,5.5,3.75,4.083,0.333,0.0,7.597,19.6,17.083,15.8,186.5,
2011-05-31,186.279,78.0,68.042,59.0,4.021,3.181,3.722,0.542,0.028,18.212,15.7,13.962,11.7,190.3,
2011-06-01,188.708,79.0,68.708,58.0,4.479,4.333,4.708,0.375,0.236,33.069,17.5,14.729,11.5,193.188,
2011-06-02,194.036,94.0,89.167,80.0,8.858,10.208,14.195,3.986,0.042,27.722,17.9,16.421,14.8,202.894,
2011-06-03,190.73,95.0,80.75,60.0,15.166,16.847,18.667,1.819,1.639,26.833,24.3,19.567,15.6,205.896,
2011-06-04,183.979,92.0,73.458,47.0,11.584,10.153,11.75,1.597,2.486,28.083,27.1,22.192,17.3,195.562,
2011-06-05,180.146,82.0,73.125,63.0,9.771,9.542,10.167,0.625,4.236,28.125,25.5,22.742,19.8,189.916,
2011-06-06,186.888,91.0,66.792,40.0,10.312,8.833,9.333,0.5,0.875,25.403,28.5,22.471,17.4,197.201,
2011-06-07,191.498,90.0,75.208,60.0,10.84,8.601,9.107,0.506,3.297,31.85,24.3,20.988,18.3,202.339,
2011-06-08,192.027,91.0,84.25,71.0,8.544,8.615,9.026,0.412,0.058,14.679,22.5,19.346,17.4,200.572,
2011-06-09,193.688,93.0,78.583,58.0,8.729,7.833,8.917,1.083,0.228,17.5,25.3,20.583,16.4,202.416,
2011-06-10,183.25,89.0,77.708,64.0,8.125,7.879,8.493,0.614,0.931,13.694,26.8,22.992,19.2,191.375,
2011-06-11,188.312,95.0,90.542,83.0,8.604,8.236,9.111,0.875,0.347,23.792,22.7,21.317,19.8,196.916,
2011-06-12,204.557,91.0,78.292,55.0,8.85,5.361,5.639,0.278,0.319,26.611,26.2,22.446,19.4,213.408,
2011-06-13,191.062,95.0,88.5,78.0,8.354,7.431,7.806,0.375,0.125,18.111,22.7,19.971,18.1,199.417,
2011-06-14,195.396,94.0,82.167,70.0,7.512,6.556,6.958,0.403,0.028,20.486,23.1,20.342,17.4,202.908,
2011-06-15,192.334,83.0,69.875,60.0,6.688,6.361,6.722,0.361,0.056,10.167,22.5,20.325,18.9,199.021,
2011-06-16,196.084,93.0,82.125,69.0,5.604,5.722,6.278,0.556,0.028,13.43,23.3,20.438,17.5,201.688,
2011-06-17,186.375,95.0,92.208,83.0,4.542,4.82,5.111,0.292,0.0,7.43,21.0,19.271,18.5,190.916,
2011-06-18,192.366,95.0,87.833,73.0,5.612,6.111,6.486,0.375,0.0,10.5,22.1,19.904,18.0,197.978,
2011-06-19,193.875,96.0,86.958,73.0,6.584,4.361,4.542,0.181,0.0,12.931,24.1,21.175,18.8,200.458,
2011-06-20,185.454,92.0,82.375,71.0,10.826,11.917,13.68,1.764,2.278,16.736,25.9,23.546,20.0,196.28,
2011-06-21,178.312,88.0,76.792,63.0,13.416,15.709,19.028,3.319,3.917,9.556,28.8,25.558,23.6,191.729,
2011-06-22,185.872,93.0,71.917,52.0,24.97,22.459,31.81,9.351,4.539,31.103,32.0,27.175,21.3,210.842,
2011-06-23,177.23,81.0,74.0,63.0,16.084,15.389,22.292,6.903,4.472,24.695,30.4,27.412,25.6,193.312,
2011-06-24,175.53,82.0,73.583,62.0,13.116,9.986,17.167,7.181,3.18,20.722,30.9,27.771,25.4,188.646,
2011-06-25,184.208,86.0,79.333,71.0,10.084,9.931,13.222,3.292,2.347,18.069,26.8,23.621,20.3,194.292,
2011-06-26,191.138,94.0,91.5,86.0,6.623,6.097,6.875,0.778,0.097,18.361,21.8,20.704,19.8,197.761,
2011-06-27,187.688,95.0,91.583,86.0,9.708,10.097,17.319,7.222,0.986,26.25,26.2,23.275,19.9,197.396,
2011-06-28,182.292,86.0,73.833,59.0,13.042,10.292,16.18,5.889,3.097,24.444,32.6,28.45,25.4,195.333,
2011-06-29,194.396,90.0,71.667,55.0,11.104,8.25,9.361,1.111,0.847,28.028,33.4,28.475,23.9,205.5,
2011-06-30,187.021,91.0,74.5,51.0,15.532,19.709,23.167,3.458,2.417,30.514,33.8,28.354,25.4,202.552,
2011-07-01,186.875,92.0,81.042,57.0,14.5,14.847,17.764,2.917,1.514,55.542,32.3,27.225,24.6,201.375,
2011-07-02,183.329,94.0,83.958,72.0,7.72,6.167,7.542,1.375,0.111,28.056,28.3,25.604,23.0,191.049,
2011-07-03,181.062,94.0,79.292,60.0,7.625,4.847,5.736,0.889,0.986,28.0,31.5,27.246,23.8,188.688,
2011-07-04,172.562,83.0,75.292,64.0,8.334,6.208,7.75,1.542,1.264,44.292,31.5,28.683,26.6,180.896,
2011-07-05,177.854,81.0,69.125,53.0,12.521,12.143,13.747,1.605,1.881,21.358,32.8,28.483,25.5,190.375,
2011-07-06,196.097,86.0,70.75,53.0,9.752,6.765,7.683,0.918,0.737,24.486,30.8,26.775,23.7,205.85,
2011-07-07,176.834,88.0,75.333,65.0,9.334,9.375,11.861,2.486,1.528,14.528,29.3,27.096,24.2,186.166,
2011-07-08,176.736,81.0,74.292,67.0,12.592,10.319,14.92,4.601,3.014,17.583,30.7,28.329,26.6,189.329,
2011-07-09,178.229,86.0,71.708,57.0,13.25,11.889,19.764,7.875,4.153,22.653,32.0,29.104,26.3,191.48,
2011-07-10,178.854,83.0,68.083,47.0,12.542,9.417,15.153,5.736,4.431,14.042,33.9,29.508,25.8,191.396,
2011-07-11,180.229,87.0,72.25,54.0,12.312,10.875,17.083,6.208,5.153,20.111,32.9,29.229,25.5,192.542,
2011-07-12,177.392,87.0,71.75,54.0,8.53,6.07,9.653,3.583,3.056,13.792,33.1,28.783,25.2,185.922,
2011-07-13,177.333,86.0,68.583,53.0,9.375,7.291,10.917,3.625,4.792,12.75,32.7,28.55,24.9,186.708,
2011-07-14,176.5,85.0,66.042,47.0,10.718,7.472,11.389,3.917,1.903,12.597,33.2,28.821,24.1,187.216,
2011-07-15,177.125,87.0,67.125,47.0,13.875,10.945,15.153,4.208,3.042,15.597,33.6,29.133,24.6,191.0,
2011-07-16,177.875,87.0,71.208,52.0,11.666,9.458,12.667,3.209,4.931,23.778,32.9,28.925,25.3,189.542,
2011-07-17,174.375,88.0,70.958,49.0,10.25,4.0,5.986,1.986,2.083,13.458,35.0,30.004,25.9,184.625,
2011-07-18,173.372,83.0,72.708,60.0,10.04,4.625,7.055,2.431,1.486,25.431,33.5,30.05,27.8,183.412,
2011-07-19,181.166,94.0,90.708,85.0,7.854,2.681,4.639,1.958,0.0,22.111,28.4,26.908,26.1,189.021,
2011-07-20,177.25,92.0,85.667,75.0,11.298,3.069,4.042,0.972,0.0,23.278,29.4,25.95,21.2,188.548,
2011-07-21,181.77,94.0,81.917,65.0,10.28,2.593,3.279,0.687,0.014,16.631,22.2,20.008,17.9,192.05,
2011-07-22,185.021,85.0,70.833,55.0,11.062,4.57,5.389,0.819,0.028,11.281,24.2,20.375,17.1,196.084,
2011-07-23,184.708,86.0,76.917,70.0,13.875,4.028,4.625,0.597,0.028,7.841,24.3,21.658,18.6,198.583,
2011-07-24,187.854,88.0,78.417,66.0,14.024,5.389,6.292,0.903,0.264,12.792,27.5,24.525,20.6,201.878,
2011-07-25,182.396,90.0,73.208,53.0,12.438,6.611,7.611,1.0,1.57,21.903,31.3,27.129,23.4,194.834,
2011-07-26,179.733,86.0,76.333,64.0,9.657,10.931,12.611,1.681,1.708,19.069,29.0,27.138,25.5,189.39,
2011-07-27,178.459,81.0,74.833,63.0,11.854,15.889,20.167,4.278,4.0,17.0,30.0,27.612,26.4,190.312,
2011-07-28,195.334,95.0,86.625,73.0,13.895,13.569,17.736,4.167,1.014,38.069,28.2,25.717,24.1,209.229,
2011-07-29,189.812,95.0,85.625,73.0,18.916,23.222,26.75,3.528,2.75,33.889,28.5,25.9,23.9,208.729,
2011-07-30,188.798,95.0,88.792,73.0,13.125,9.791,10.625,0.833,0.625,25.403,28.1,24.979,23.5,201.923,
2011-07-31,182.125,93.0,86.625,76.0,7.792,5.319,6.097,0.778,0.542,23.695,25.5,23.333,22.1,189.916,
2011-08-01,184.805,91.0,80.417,66.0,6.454,6.083,7.028,0.944,0.569,26.903,26.7,23.7,21.5,191.259,
