date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-02-22,188.826,4.208,97.69,86.112,58.74,6.217,7.746,10.557,2.816,,1.398,10.963,5.89,0.286,195.043
2011-02-23,193.957,3.479,97.67,79.82,60.122,5.522,4.858,6.007,1.081,,2.443,12.732,9.168,6.845,199.478
2011-02-24,187.652,3.604,84.201,65.903,47.375,3.391,5.123,6.639,1.567,,2.722,10.115,6.834,3.294,191.043
2011-02-25,192.87,3.058,96.074,85.371,66.831,4.087,4.452,5.335,0.86,,1.026,8.902,6.451,4.699,196.957
2011-02-26,186.391,2.521,91.392,71.272,53.635,2.348,2.905,3.857,0.975,,0.542,5.277,3.462,0.344,188.739
2011-02-27,187.739,3.688,95.871,80.858,59.499,3.957,4.882,7.18,2.339,,0.423,5.86,2.18,-0.822,191.696
2011-02-28,188.174,3.416,94.157,73.268,46.105,4.0,5.75,7.895,2.076,,0.561,7.195,2.717,-1.786,192.174
2011-03-01,186.0,3.312,94.093,82.761,62.654,5.35,6.852,9.652,2.823,,1.101,11.698,7.197,1.915,191.35
2011-03-02,185.696,2.688,94.799,86.424,74.432,3.348,5.485,6.784,1.331,,0.922,9.374,8.279,7.141,189.043
2011-03-03,185.957,3.167,85.855,70.432,49.633,3.435,4.14,5.342,1.146,,1.077,12.043,8.004,5.397,189.391
2011-03-04,190.522,2.774,94.824,82.565,66.648,5.0,4.016,4.987,0.974,,0.461,7.252,5.772,3.932,195.522
2011-03-05,197.391,3.959,94.773,91.946,84.421,6.522,7.983,10.188,2.219,,0.613,10.948,8.893,6.223,203.913
2011-03-06,191.696,3.75,94.513,82.761,67.212,5.739,5.162,6.211,1.053,,0.753,14.738,11.0,8.905,197.435
2011-03-07,193.174,8.125,87.556,69.212,54.185,8.522,8.446,10.28,1.859,,3.22,11.413,8.88,5.782,201.696
2011-03-08,191.522,7.25,92.062,71.159,46.786,7.217,7.871,10.321,2.488,,1.486,12.128,7.859,3.413,198.739
2011-03-09,189.609,5.438,85.037,71.375,60.062,4.783,6.08,7.435,1.34,,1.349,10.633,8.361,6.045,194.391
2011-03-10,187.348,3.424,93.258,81.498,54.529,3.957,4.395,5.576,1.07,,0.413,8.477,5.658,0.681,191.304
2011-03-11,189.0,3.146,92.528,68.679,41.73,4.478,2.771,3.469,0.557,,1.338,7.498,3.324,-0.116,193.478
2011-03-12,187.174,2.547,91.694,76.7,57.84,3.957,2.974,3.741,0.75,,1.46,4.622,2.398,0.651,191.13
2011-03-13,185.783,3.25,89.288,71.966,50.354,4.478,4.347,5.588,1.252,,0.667,7.172,3.388,0.212,190.261
2011-03-14,187.957,3.583,87.905,65.182,44.296,4.348,4.909,6.517,1.589,,2.291,11.62,6.1,-0.891,192.304
2011-03-15,187.13,4.188,85.416,66.415,49.57,5.609,6.212,7.587,1.441,,3.013,10.658,7.635,2.133,192.739
2011-03-16,192.783,3.666,92.558,70.283,47.503,6.174,7.72,10.092,2.407,,1.93,13.582,7.934,1.195,198.957
2011-03-17,189.043,3.583,95.945,82.898,67.701,4.783,3.574,4.033,0.439,,1.079,17.1,13.481,10.363,193.826
2011-03-18,192.826,3.458,95.49,90.478,82.037,4.783,4.582,5.219,0.644,,1.12,11.928,10.871,9.124,197.609
2011-03-19,188.826,2.958,85.468,65.446,47.053,4.087,3.902,5.31,1.437,,1.398,8.434,5.934,1.172,192.913
2011-03-20,187.652,2.652,88.015,70.572,50.54,4.696,3.848,4.825,0.982,,0.829,9.888,4.761,0.15,192.348
2011-03-21,186.348,3.083,91.841,68.764,40.14,4.435,3.99,4.961,0.919,,1.261,11.157,5.973,1.17,190.783
2011-03-22,187.739,3.75,93.739,76.826,52.406,5.957,7.188,8.823,1.618,,1.478,12.874,7.549,1.164,193.696
2011-03-23,189.0,3.166,95.746,91.847,79.36,5.391,7.338,9.088,1.771,,1.034,11.337,9.428,7.226,194.391
2011-03-24,192.435,3.229,89.751,67.916,45.935,5.13,3.179,3.512,0.317,,1.685,11.059,8.549,6.222,197.565
2011-03-25,188.261,2.271,82.071,53.906,40.568,4.174,2.679,2.971,0.285,,1.115,9.063,6.517,3.099,192.435
2011-03-26,188.13,2.875,93.403,72.086,49.26,4.391,3.766,4.525,0.741,,1.211,8.406,4.687,1.445,192.522
2011-03-27,188.565,4.438,81.427,62.427,42.234,5.696,6.278,7.525,1.247,,2.974,14.566,8.924,1.974,194.261
2011-03-28,186.261,3.205,89.079,67.099,47.938,4.609,5.112,5.698,0.499,,2.966,14.636,11.138,4.781,190.87
2011-03-29,188.261,3.377,90.961,55.017,28.654,4.783,5.133,6.314,1.159,,1.637,18.819,11.243,1.831,193.043
2011-03-30,189.0,2.622,68.039,54.031,45.964,3.304,2.954,3.382,0.335,,4.284,21.295,17.39,14.191,192.304
2011-03-31,188.522,2.5,93.815,67.647,41.377,4.783,2.686,3.094,0.394,,0.934,15.35,9.295,5.034,193.304
2011-04-01,192.632,4.062,86.678,60.342,35.833,6.632,6.848,8.054,1.236,,0.993,18.362,10.501,2.425,199.263
2011-04-02,186.739,4.771,87.871,74.256,58.768,4.609,4.906,6.407,1.522,,0.71,13.108,9.469,6.012,191.348
2011-04-03,185.87,2.0,81.545,60.12,45.097,3.261,2.25,3.165,0.911,,0.407,11.298,8.032,4.526,189.13
2011-04-04,186.87,2.0,84.761,63.423,45.776,3.391,3.787,5.181,1.39,,0.415,11.761,7.084,1.96,190.261
2011-04-05,186.217,2.167,91.504,70.216,44.002,4.652,6.243,8.164,1.951,,0.52,14.329,7.756,0.086,190.87
2011-04-06,187.609,2.542,92.311,66.579,39.796,6.13,7.492,9.454,1.94,,1.733,18.563,11.223,2.696,193.739
2011-04-07,189.652,1.875,80.671,61.97,47.014,5.391,3.74,4.502,0.782,,0.757,21.331,16.917,10.584,195.043
2011-04-08,187.522,3.387,98.147,91.981,67.811,4.739,5.572,6.745,1.179,,0.344,17.356,13.541,11.348,192.261
2011-04-09,187.435,2.854,97.072,78.252,58.498,5.174,3.483,3.94,0.492,,0.585,15.999,12.365,6.881,192.609
2011-04-10,191.043,3.292,85.08,60.381,36.491,5.391,4.658,5.238,0.563,,1.795,18.525,11.877,4.738,196.435
2011-04-11,186.348,3.89,97.45,82.08,56.477,4.957,5.728,6.75,0.969,,1.195,13.436,8.952,3.854,191.304
2011-04-12,186.478,2.875,96.596,74.733,47.6,4.609,4.088,5.051,0.961,,0.693,14.995,8.581,1.985,191.087
2011-04-13,185.87,3.062,81.91,62.92,41.641,4.0,4.452,4.972,0.469,,2.241,16.98,12.215,6.677,189.87
2011-04-14,190.739,3.833,83.272,64.581,45.359,5.435,6.143,7.066,0.922,,3.039,18.274,13.049,7.271,196.174
2011-04-15,189.739,4.18,93.734,76.941,61.766,6.304,5.722,7.266,1.517,,1.351,19.681,16.051,12.687,196.043
2011-04-16,186.087,3.104,92.749,72.03,56.771,4.826,3.393,4.078,0.67,,0.903,17.332,11.729,5.099,190.913
2011-04-17,186.609,2.5,94.191,73.01,48.892,4.087,2.916,3.751,0.856,,0.647,14.977,8.927,1.806,190.696
2011-04-18,191.957,2.958,95.433,80.814,61.017,6.13,4.186,5.386,1.146,,0.993,15.375,10.758,6.788,198.087
2011-04-19,187.13,2.146,97.639,87.414,73.337,3.391,1.543,2.045,0.36,,0.235,10.486,8.248,5.982,190.522
2011-04-20,184.087,2.479,93.892,72.468,57.171,3.609,2.867,3.736,0.86,,0.484,13.36,9.814,5.707,187.696
2011-04-21,187.478,3.062,95.309,71.305,45.407,5.652,4.821,6.045,1.269,,1.125,17.812,12.309,4.613,193.13
2011-04-22,188.364,3.75,85.707,73.485,59.572,6.045,5.804,7.278,1.498,,1.74,18.05,14.986,10.301,194.409
2011-04-23,188.348,2.938,97.843,77.552,55.573,5.087,3.244,3.745,0.521,,0.624,16.738,12.371,8.819,193.435
2011-04-24,186.826,2.958,82.772,64.209,45.026,4.696,3.2,3.582,0.383,,1.264,15.832,12.549,9.272,191.522
2011-04-25,185.174,2.946,77.734,61.017,43.623,4.13,3.613,4.028,0.385,,1.419,16.434,13.488,10.207,189.304
2011-04-26,189.783,4.042,88.985,68.29,48.706,8.0,7.728,9.149,1.427,,1.632,21.752,15.983,10.268,197.783
2011-04-27,189.696,2.696,97.542,75.757,55.106,4.913,3.779,4.299,0.46,,1.671,24.821,17.236,11.362,194.609
2011-04-28,185.417,2.583,96.593,85.267,65.14,4.5,3.296,3.78,0.424,,0.354,13.977,11.178,7.322,189.917
2011-04-29,,3.0,94.253,70.066,45.114,,4.512,5.244,0.702,,0.923,17.564,12.913,6.811,
2011-04-30,,2.604,92.759,62.71,47.036,,2.645,3.113,0.402,,2.161,25.483,20.234,13.189,
2011-05-01,,2.458,93.645,69.021,47.908,,1.843,2.047,0.201,,0.897,22.329,18.997,14.465,
2011-05-02,188.0,3.583,92.144,75.179,55.72,10.5,4.209,4.929,0.693,,0.921,18.401,14.675,10.542,198.5
2011-05-03,190.174,3.604,93.908,79.551,58.973,8.478,4.326,4.983,0.659,,0.78,19.441,14.174,10.013,198.652
2011-05-04,185.609,3.042,94.238,78.152,60.077,5.87,3.226,3.924,0.665,,0.735,18.789,14.164,9.378,191.478
2011-05-05,183.304,2.348,94.084,76.157,54.196,4.261,2.752,3.461,0.683,,0.407,18.791,14.045,9.944,187.565
2011-05-06,187.13,3.208,95.395,66.565,44.976,6.478,4.107,5.176,1.024,,0.79,24.531,18.236,9.796,193.609
2011-05-07,184.696,2.333,94.131,73.293,53.363,5.652,3.853,4.338,0.497,,1.239,26.539,20.689,16.658,190.348
2011-05-08,185.739,2.792,97.948,84.967,64.186,6.304,3.794,4.245,0.424,,0.645,21.03,18.153,13.942,192.043
2011-05-09,188.652,3.292,90.759,72.19,52.06,6.87,5.323,6.371,1.081,,1.091,28.144,20.919,13.047,195.522
2011-05-10,183.261,1.875,97.911,91.32,72.21,5.478,3.075,3.914,0.855,,0.255,25.934,21.836,18.829,188.739
2011-05-11,189.435,3.5,97.354,96.201,93.069,6.435,6.529,8.204,1.723,,0.15,20.047,17.817,16.131,195.87
2011-05-12,193.435,2.875,96.417,92.459,83.18,7.087,5.892,8.533,2.607,,0.792,21.773,17.693,15.014,200.522
2011-05-13,184.217,2.292,91.594,57.754,43.69,5.565,2.978,3.328,0.35,,1.112,20.036,17.901,15.45,189.783
2011-05-14,184.87,3.25,67.375,52.677,40.871,5.391,3.426,3.792,0.27,,1.837,21.462,18.373,14.05,190.261
2011-05-15,185.696,3.304,77.074,54.708,34.84,6.087,4.031,4.508,0.438,,1.287,23.114,18.065,11.935,191.783
2011-05-16,187.217,3.111,90.888,63.959,38.93,6.174,4.673,5.182,0.445,,2.81,23.961,18.571,13.635,193.391
2011-05-17,190.125,3.0,93.013,76.005,53.895,7.5,4.546,5.26,0.71,,1.085,20.644,16.531,11.422,197.625
2011-05-18,,3.188,82.079,63.297,42.042,,5.288,6.327,0.988,,1.315,23.296,16.972,9.519,
2011-05-19,,3.375,88.833,69.099,45.246,,4.956,5.769,0.793,,2.045,25.761,19.133,12.382,
2011-05-20,,2.729,92.486,71.895,50.514,,4.746,5.68,0.937,,1.436,27.73,22.043,14.64,
2011-05-21,,2.144,97.471,83.826,63.789,,4.103,5.19,1.084,,1.283,27.338,22.717,20.021,
2011-05-22,,2.166,97.27,86.974,65.627,,2.79,3.69,0.789,,0.396,20.725,17.352,15.117,
2011-05-23,,2.521,96.308,86.389,66.589,,4.352,5.897,1.592,,0.309,17.447,15.217,13.526,
2011-05-24,,2.584,94.672,76.253,56.124,,4.024,5.282,1.28,,0.387,21.477,17.256,13.165,
2011-05-25,183.0,2.803,93.87,77.668,55.721,3.5,5.414,7.045,1.629,,1.072,23.178,18.483,13.818,186.5
2011-05-26,184.522,2.938,96.328,86.155,60.342,4.609,6.823,8.487,1.678,,0.796,21.672,17.92,16.151,189.13
2011-05-27,185.957,2.958,96.345,85.118,62.53,4.348,5.988,7.789,1.835,,0.518,22.49,18.704,16.047,190.304
2011-05-28,187.217,3.104,97.117,95.465,92.478,4.217,5.181,6.894,1.675,,0.271,18.659,17.753,17.218,191.435
2011-05-29,184.522,2.229,96.786,94.386,87.791,2.696,2.233,2.894,0.706,,0.487,17.741,16.67,15.037,187.217
2011-05-30,183.174,2.0,96.145,91.566,85.27,2.043,2.219,2.905,0.63,,0.207,15.261,14.531,13.934,185.217
2011-05-31,184.739,2.542,96.244,86.79,70.719,2.652,4.097,5.709,1.593,,0.416,18.85,16.018,13.727,187.391
2011-06-01,188.609,3.375,96.939,84.748,58.529,4.783,5.817,7.687,1.886,,0.806,24.473,18.777,15.775,193.391
2011-06-02,190.609,2.729,96.609,86.184,66.903,4.174,3.975,5.104,1.107,,0.487,22.96,19.134,16.327,194.783
2011-06-03,188.826,3.125,95.66,83.439,67.175,4.348,3.986,5.22,1.197,,0.626,22.947,19.613,16.662,193.174
2011-06-04,189.609,2.428,94.781,75.003,56.616,4.087,3.367,3.949,0.597,,1.245,25.483,21.603,17.502,193.696
2011-06-05,197.261,2.479,95.111,80.032,61.618,5.261,3.37,3.965,0.551,,1.48,24.242,20.037,16.324,202.522
2011-06-06,197.478,3.185,95.302,72.64,46.237,5.478,4.806,5.876,1.056,,1.052,26.184,20.542,14.476,202.957
2011-06-07,200.217,2.958,87.173,71.96,53.931,6.13,5.454,6.608,1.113,,1.212,26.044,21.819,18.244,206.348
2011-06-08,196.478,2.438,95.638,80.481,66.183,5.957,3.796,4.453,0.594,,0.649,24.367,21.464,18.6,202.435
2011-06-09,198.174,3.062,96.121,80.452,59.925,5.565,3.796,4.634,0.818,,0.923,26.802,21.935,17.845,203.739
2011-06-10,192.652,3.458,97.998,91.812,79.393,5.652,6.418,8.406,1.891,,0.636,23.301,21.163,19.072,198.304
2011-06-11,192.087,2.584,97.386,87.287,68.834,3.913,3.677,4.635,0.935,,0.464,23.44,20.323,18.429,196.0
2011-06-12,205.87,2.73,96.608,93.197,85.195,5.957,3.593,4.945,1.352,,0.27,21.178,19.291,17.322,211.826
2011-06-13,188.522,2.188,97.546,87.62,68.376,3.87,2.963,3.898,0.92,,0.299,23.725,19.848,16.427,192.391
2011-06-14,185.522,2.522,94.786,81.03,62.179,3.435,3.993,5.055,1.04,,0.453,23.455,20.21,17.64,188.957
2011-06-15,197.087,2.854,95.057,81.807,64.215,5.043,4.77,6.556,1.821,,0.644,23.723,20.351,16.668,202.13
2011-06-16,193.435,3.0,93.578,80.833,66.894,5.0,6.002,7.84,1.925,,0.635,22.924,20.506,17.966,198.435
2011-06-17,199.87,2.708,96.839,81.226,64.464,4.609,3.906,5.365,1.533,,0.652,24.78,20.936,16.641,204.478
2011-06-18,193.957,2.604,97.11,89.524,75.147,3.87,3.677,4.872,1.216,,0.215,22.938,20.612,19.142,197.826
2011-06-19,189.913,2.416,95.829,85.515,69.89,4.261,3.176,4.081,0.919,,0.459,24.821,21.71,19.517,194.174
2011-06-20,198.696,3.042,96.245,86.796,67.07,6.261,5.04,6.979,1.865,,0.576,26.755,22.661,19.952,204.957
2011-06-21,184.652,1.688,95.696,80.515,63.198,3.696,3.45,4.224,0.8,,0.47,27.3,23.852,21.026,188.348
2011-06-22,206.348,2.246,93.341,82.351,69.469,5.913,4.453,6.052,1.623,,0.706,28.783,25.887,22.585,212.261
2011-06-23,182.957,1.416,86.99,72.412,58.531,3.87,2.565,3.574,0.988,,0.65,31.865,28.354,25.347,186.826
2011-06-24,181.043,1.087,96.211,76.052,61.76,3.304,2.392,3.292,0.887,,0.674,31.102,27.942,24.849,184.348
2011-06-25,193.087,1.584,96.772,86.367,70.886,3.478,3.08,4.318,1.365,,0.501,28.878,25.216,22.934,196.565
2011-06-26,183.87,2.271,96.433,78.021,61.362,5.13,2.049,3.377,1.357,,0.149,29.914,26.813,23.112,189.0
2011-06-27,186.261,2.584,96.969,85.389,67.485,4.522,3.726,4.667,0.919,,0.43,28.354,24.51,20.6,190.783
2011-06-28,182.565,1.48,95.668,82.88,62.763,3.913,2.843,3.807,1.003,,0.368,30.003,26.305,23.631,186.478
2011-06-29,192.857,1.252,95.431,76.575,59.628,4.0,2.369,3.423,1.1,,1.048,31.069,27.177,22.656,196.857
2011-06-30,180.273,1.063,95.021,78.057,55.888,4.091,2.199,3.361,1.148,,1.503,30.504,26.697,23.128,184.364
2011-07-01,201.043,2.125,97.643,93.375,86.913,5.174,2.901,4.31,1.398,,0.346,24.93,23.792,22.76,206.217
2011-07-02,187.087,2.084,96.36,89.862,77.048,3.957,2.734,3.265,0.484,,0.403,26.72,24.443,23.077,191.043
2011-07-03,210.217,2.521,93.297,76.993,62.766,6.435,2.122,2.876,0.681,,0.257,30.956,27.519,23.456,216.652
2011-07-04,180.261,1.723,97.243,85.152,69.671,3.652,2.772,3.141,0.37,,0.454,28.902,25.793,23.161,183.913
2011-07-05,199.957,2.958,92.639,77.998,64.069,5.174,3.152,3.626,0.444,,1.248,27.075,24.071,20.696,205.13
2011-07-06,221.261,4.125,97.147,84.847,61.228,7.87,5.599,6.835,1.245,,0.578,28.052,23.321,19.031,229.13
2011-07-07,202.348,3.146,96.583,87.727,75.237,5.826,3.704,5.546,1.805,,0.246,27.544,24.816,22.98,208.174
2011-07-08,186.833,1.764,86.863,70.114,54.03,5.056,2.26,3.69,1.458,,0.809,33.598,29.107,25.146,191.889
2011-07-09,181.87,1.292,95.197,72.799,52.335,4.304,1.672,2.62,0.896,,0.293,34.309,28.619,22.571,186.174
2011-07-10,203.522,1.458,93.934,76.343,56.061,5.087,2.045,3.192,1.206,,0.58,31.679,27.143,22.971,208.609
2011-07-11,211.739,2.104,95.843,80.028,53.527,6.348,3.25,4.789,1.483,,1.2,32.962,27.017,23.289,218.087
2011-07-12,214.957,2.479,95.373,77.417,55.837,6.87,3.365,5.32,2.01,,0.97,31.925,27.098,23.041,221.826
2011-07-13,194.348,2.188,92.901,75.778,56.064,6.304,3.525,5.286,1.741,,0.699,33.137,27.734,22.768,200.652
2011-07-14,215.217,1.838,93.838,73.139,54.036,5.696,2.798,4.47,1.724,,1.065,31.853,27.64,23.535,220.913
2011-07-15,223.478,1.896,94.663,75.738,57.029,5.913,3.241,4.672,1.494,,1.143,31.969,27.38,22.356,229.391
2011-07-16,216.217,1.908,95.554,77.982,58.083,5.87,2.822,3.788,0.959,,0.801,31.704,27.482,22.932,222.087
2011-07-17,201.0,2.188,94.666,77.706,58.293,5.913,3.127,4.079,0.879,,0.997,32.446,28.166,23.611,206.913
2011-07-18,183.13,1.688,88.793,74.527,61.832,5.348,2.429,3.855,1.366,,0.349,30.984,28.399,25.314,188.478
2011-07-19,173.609,1.25,92.782,81.667,67.573,4.174,1.836,3.052,1.265,,0.31,28.561,26.534,24.851,177.783
2011-07-20,177.522,1.292,97.709,92.376,83.654,3.13,1.767,2.626,0.88,,1.195,25.707,23.937,22.048,180.652
2011-07-21,183.261,1.312,97.081,92.379,81.947,3.391,2.548,3.531,0.939,,1.275,23.619,22.212,21.428,186.652
2011-07-22,191.913,1.666,94.711,81.611,62.941,3.391,2.714,4.027,1.273,,0.608,26.124,22.803,20.292,195.304
2011-07-23,189.87,1.584,94.551,79.201,61.931,3.696,2.396,3.473,1.119,,0.551,26.462,22.916,19.698,193.565
2011-07-24,187.783,1.674,94.919,76.977,56.243,4.087,2.372,3.392,0.981,,0.568,28.39,24.002,19.276,191.87
2011-07-25,191.826,3.354,97.117,86.496,62.374,6.565,4.712,6.623,1.923,,0.424,29.934,24.987,22.295,198.391
2011-07-26,197.739,3.396,93.356,77.951,57.279,7.13,4.105,5.846,1.724,,0.552,31.747,26.924,22.51,204.87
2011-07-27,201.087,2.375,95.047,83.999,65.624,5.652,3.619,4.9,1.349,,0.691,30.318,26.395,24.214,206.739
2011-07-28,189.913,1.354,95.243,77.789,61.004,4.696,2.713,4.009,1.325,,1.378,30.992,27.041,23.302,194.609
2011-07-29,175.1,1.062,90.849,79.19,66.321,3.45,2.106,3.093,0.978,,0.779,29.979,26.967,23.747,178.55
2011-07-30,180.913,1.458,94.685,87.306,76.041,3.609,2.184,2.914,0.69,,0.642,28.844,26.231,24.045,184.522
2011-07-31,200.739,1.834,95.807,84.166,68.069,3.87,1.731,2.24,0.479,,0.257,28.344,25.431,23.046,204.609
2011-08-01,196.478,2.69,96.148,81.265,62.103,5.261,3.366,4.796,1.444,,0.79,30.506,26.245,22.496,201.739
2011-08-02,199.0,2.938,95.73,79.689,57.54,6.13,3.825,5.146,1.31,,0.895,32.117,27.373,24.016,205.13
2011-08-03,193.826,2.376,94.854,77.518,57.144,5.565,3.631,5.164,1.504,,0.562,32.571,27.736,23.947,199.391
2011-08-04,188.826,1.938,92.357,73.704,52.596,4.783,3.835,5.518,1.755,,1.012,32.929,27.8,23.131,193.609
