date,CO_mean,PM25_mean,SPM_mean
2012-04-08,3.375,,12.958
2012-04-09,4.25,,26.083
2012-04-10,4.957,,30.417
2012-04-11,4.042,,24.833
2012-04-12,4.125,13.667,24.458
2012-04-13,4.25,20.667,29.833
2012-04-14,4.0,10.773,18.833
2012-04-15,4.125,8.478,12.5
2012-04-16,3.958,17.917,25.833
2012-04-17,3.773,15.75,21.591
2012-04-18,3.75,14.625,20.042
2012-04-19,3.542,17.542,25.542
2012-04-20,3.875,11.208,15.458
2012-04-21,3.417,13.375,20.542
2012-04-22,3.333,9.25,12.583
2012-04-23,4.25,7.5,14.458
2012-04-24,3.913,12.292,16.5
2012-04-25,4.125,25.042,31.0
2012-04-26,4.375,14.458,24.917
2012-04-27,3.957,8.522,13.0
2012-04-28,4.292,15.292,20.833
2012-04-29,4.042,22.125,32.208
2012-04-30,3.708,21.292,36.708
2012-05-01,3.478,10.75,16.083
2012-05-02,3.625,5.667,9.458
2012-05-03,3.875,5.292,7.708
2012-05-04,3.375,8.043,10.708
2012-05-05,2.958,10.143,9.958
2012-05-06,3.708,16.714,20.208
2012-05-07,3.792,15.542,19.75
2012-05-08,4.182,29.714,33.652
2012-05-09,4.833,35.25,46.333
2012-05-10,3.542,18.708,26.292
2012-05-11,2.542,7.0,6.375
2012-05-12,2.542,7.583,8.708
2012-05-13,2.875,11.043,12.5
2012-05-14,3.292,17.583,21.333
2012-05-15,4.0,13.5,21.292
2012-05-16,3.792,12.957,20.292
2012-05-17,4.652,44.304,52.042
2012-05-18,3.417,22.583,29.417
2012-05-19,4.083,22.708,25.208
2012-05-20,3.792,20.583,25.542
2012-05-21,3.333,16.458,17.917
2012-05-22,3.87,16.083,21.125
2012-05-23,3.75,16.083,24.875
2012-05-24,3.826,23.13,28.957
2012-05-25,4.333,24.667,30.167
2012-05-26,3.833,19.875,25.625
2012-05-27,3.208,17.875,19.583
2012-05-28,3.125,16.458,20.792
2012-05-29,3.348,18.292,25.042
2012-05-30,3.792,16.458,23.125
2012-05-31,4.0,21.417,26.458
2012-06-01,3.333,19.708,25.875
2012-06-02,3.875,17.833,21.167
2012-06-03,3.292,17.565,23.875
2012-06-04,3.625,14.542,19.125
2012-06-05,3.783,16.0,20.083
2012-06-06,3.412,10.409,17.944
2012-06-07,3.375,15.833,21.417
2012-06-08,3.625,25.083,34.208
2012-06-09,3.667,11.75,18.667
2012-06-10,3.5,7.909,9.208
2012-06-11,3.792,13.0,19.458
2012-06-12,3.304,8.458,13.083
2012-06-13,2.333,5.318,6.292
2012-06-14,3.391,14.409,17.739
2012-06-15,3.75,19.75,28.292
2012-06-16,3.542,11.458,15.542
2012-06-17,3.458,12.542,20.042
2012-06-18,4.417,22.042,30.5
2012-06-19,4.609,22.952,31.75
2012-06-20,3.042,10.455,12.625
2012-06-21,3.958,13.917,21.083
2012-06-22,3.667,7.292,9.5
2012-06-23,4.083,13.333,19.042
2012-06-24,3.5,13.667,16.417
2012-06-25,3.591,9.773,14.826
2012-06-26,3.478,15.625,21.125
2012-06-27,3.292,18.417,24.208
2012-06-28,3.833,22.208,28.375
2012-06-29,4.042,20.375,27.958
2012-06-30,3.792,21.5,30.917
2012-07-01,3.667,17.542,27.917
2012-07-02,3.542,9.083,12.792
2012-07-03,4.522,16.042,24.75
2012-07-04,4.167,16.875,27.958
2012-07-05,4.875,25.083,40.083
2012-07-06,4.217,18.783,29.043
2012-07-07,4.0,11.391,16.125
2012-07-08,3.708,6.952,9.458
2012-07-09,3.875,13.875,22.042
2012-07-10,4.043,18.833,28.75
2012-07-11,3.25,15.375,22.333
2012-07-12,2.917,5.167,8.292
2012-07-13,3.75,14.75,25.875
2012-07-14,3.417,16.792,33.042
2012-07-15,2.917,12.13,23.458
2012-07-16,2.625,8.13,13.25
2012-07-17,2.773,15.478,28.739
2012-07-18,2.75,21.083,37.542
2012-07-19,3.125,22.542,36.583
2012-07-20,4.792,18.667,29.25
2012-07-21,4.542,8.208,14.208
2012-07-22,3.5,7.957,15.333
2012-07-23,3.792,13.042,19.833
2012-07-24,4.217,24.333,39.417
2012-07-25,4.125,30.875,54.958
2012-07-26,3.875,28.542,48.083
2012-07-27,3.958,35.375,64.333
2012-07-28,3.375,25.75,50.792
2012-07-29,2.875,22.458,48.292
2012-07-30,3.043,17.174,35.609
2012-07-31,2.652,11.545,15.833
2012-08-01,2.875,11.043,18.25
2012-08-02,2.583,13.238,21.333
2012-08-03,3.208,14.875,24.0
2012-08-04,3.167,13.542,24.167
2012-08-05,2.833,13.143,20.292
2012-08-06,2.458,9.227,12.833
2012-08-07,3.045,15.174,24.609
2012-08-08,3.042,13.125,19.958
2012-08-09,3.792,18.333,29.708
2012-08-10,3.708,21.75,35.625
2012-08-11,3.5,18.435,30.625
2012-08-12,2.75,9.174,14.958
2012-08-13,2.667,8.435,17.0
2012-08-14,2.565,9.208,18.0
2012-08-15,2.625,10.429,17.583
2012-08-16,2.522,9.217,18.522
2012-08-17,3.375,14.682,22.5
2012-08-18,3.333,12.043,17.333
2012-08-19,2.417,9.435,17.625
2012-08-20,2.833,10.652,17.792
2012-08-21,3.217,11.792,18.583
2012-08-22,2.75,10.542,17.792
2012-08-23,2.75,10.609,18.708
2012-08-24,3.0,12.304,20.917
2012-08-25,2.833,15.826,23.333
2012-08-26,2.625,11.565,16.333
2012-08-27,3.174,12.174,21.087
2012-08-28,2.826,12.75,20.875
2012-08-29,2.875,11.042,18.875
2012-08-30,2.833,13.478,22.042
2012-08-31,3.208,13.696,19.667
2012-09-01,2.625,8.318,9.583
2012-09-02,2.375,5.083,7.75
2012-09-03,2.833,7.083,12.333
2012-09-04,3.304,10.917,17.542
2012-09-05,3.292,15.667,25.375
2012-09-06,3.125,17.909,27.083
2012-09-07,4.087,13.727,18.913
2012-09-08,3.583,12.708,18.542
2012-09-09,3.083,10.348,15.292
2012-09-10,3.042,9.875,14.625
2012-09-11,2.957,12.0,16.292
2012-09-12,3.0,11.957,17.583
2012-09-13,3.583,18.792,26.667
2012-09-14,3.458,17.125,27.458
2012-09-15,3.25,11.417,16.0
2012-09-16,3.125,11.429,13.417
2012-09-17,2.542,5.286,12.417
2012-09-18,2.909,6.5,10.0
2012-09-19,3.333,5.5,10.083
2012-09-20,3.458,14.958,24.625
2012-09-21,4.292,23.875,33.208
2012-09-22,3.708,16.522,21.5
2012-09-23,3.958,12.125,21.125
2012-09-24,3.833,6.565,8.125
2012-09-25,3.087,6.167,9.083
2012-09-26,2.875,7.565,10.0
2012-09-27,3.174,9.087,12.391
2012-09-28,3.625,10.318,11.333
2012-09-29,3.917,16.792,24.542
2012-09-30,3.292,19.0,22.667
2012-10-01,3.833,8.208,11.5
2012-10-02,3.391,9.917,15.25
2012-10-03,3.5,11.333,14.125
2012-10-04,3.417,8.565,10.667
2012-10-05,3.667,11.417,15.292
2012-10-06,3.75,14.208,17.375
2012-10-07,2.958,9.417,12.875
2012-10-08,2.833,8.625,10.583
2012-10-09,2.818,8.682,11.348
2012-10-10,3.125,11.542,13.5
2012-10-11,3.458,13.167,16.167
2012-10-12,3.042,11.0,12.792
2012-10-13,3.5,12.708,13.458
2012-10-14,4.583,21.708,25.333
2012-10-15,3.875,19.333,22.958
2012-10-16,3.913,21.917,27.125
2012-10-17,4.217,20.409,27.783
2012-10-18,5.792,12.25,27.458
2012-10-19,2.542,5.409,4.708
2012-10-20,4.125,11.583,12.542
2012-10-21,4.458,14.0,17.75
2012-10-22,4.875,19.083,23.208
2012-10-23,4.652,17.1,23.875
2012-10-24,3.583,6.739,5.25
2012-10-25,4.292,14.292,15.417
2012-10-26,4.458,15.333,18.958
2012-10-27,4.292,16.792,21.083
2012-10-28,5.292,16.0,24.75
2012-10-29,3.783,8.909,16.304
2012-10-30,5.261,14.125,18.458
2012-10-31,6.0,18.708,23.542
2012-11-01,5.042,16.167,20.25
2012-11-02,3.917,8.625,9.542
2012-11-03,3.708,12.75,11.958
2012-11-04,4.875,14.833,15.292
2012-11-05,6.583,22.208,28.125
2012-11-06,6.913,27.875,55.292
2012-11-07,4.609,10.609,13.304
2012-11-08,5.833,10.917,13.083
2012-11-09,5.042,13.417,16.125
2012-11-10,4.0,12.13,13.208
2012-11-11,5.667,19.375,24.625
2012-11-12,5.875,14.25,20.25
2012-11-13,5.87,18.833,22.0
2012-11-14,4.375,10.417,12.417
2012-11-15,5.083,8.261,8.583
2012-11-16,5.167,9.565,8.25
2012-11-17,7.333,19.625,32.167
2012-11-18,4.875,6.435,6.375
2012-11-19,5.625,12.208,12.783
2012-11-20,5.217,11.458,13.875
2012-11-21,4.917,11.917,12.208
2012-11-22,5.875,17.5,20.167
2012-11-23,5.375,17.625,22.0
2012-11-24,3.083,5.913,5.417
2012-11-25,4.0,11.292,10.958
2012-11-26,7.609,17.857,19.435
2012-11-27,2.696,4.5,3.667
2012-11-28,5.917,13.292,14.625
2012-11-29,7.417,22.609,28.833
2012-11-30,6.667,17.542,21.917
2012-12-01,5.167,12.739,15.083
2012-12-02,4.75,11.792,11.167
2012-12-03,6.125,15.333,17.917
2012-12-04,4.696,10.136,11.875
2012-12-05,5.625,11.0,11.167
2012-12-06,5.55,9.826,11.857
2012-12-07,5.917,11.565,11.375
2012-12-08,4.458,9.458,9.208
2012-12-09,4.708,10.792,9.375
2012-12-10,5.0,7.208,6.75
2012-12-11,7.913,11.75,12.0
2012-12-12,7.333,11.375,11.0
2012-12-13,9.333,17.167,20.083
2012-12-14,10.833,35.625,42.875
2012-12-15,11.292,44.292,58.208
2012-12-16,8.792,29.565,38.208
2012-12-17,8.292,22.167,27.5
2012-12-18,7.227,26.5,32.652
2012-12-19,3.125,4.478,1.25
2012-12-20,6.875,13.0,12.875
2012-12-21,10.792,27.917,32.667
2012-12-22,9.583,29.333,40.833
2012-12-23,6.792,14.958,18.208
2012-12-24,2.833,6.0,3.083
2012-12-25,5.609,12.625,12.167
2012-12-26,2.625,4.435,4.083
2012-12-27,6.609,19.522,16.913
2012-12-28,9.292,37.75,46.708
2012-12-29,9.417,30.5,41.417
2012-12-30,7.833,19.042,28.042
2012-12-31,5.042,5.609,6.333
2013-01-01,5.625,,21.583
2013-01-02,3.375,,8.583
2013-01-03,5.625,,15.958
2013-01-04,5.25,,15.208
2013-01-05,3.167,,8.708
2013-01-06,4.5,14.143,9.125
2013-01-07,6.174,20.435,17.417
2013-01-08,7.292,34.6,40.042
2013-01-09,4.833,37.8,27.542
2013-01-10,3.708,,3.167
2013-01-11,6.375,,11.609
2013-01-12,6.737,,18.579
2013-01-13,5.208,,15.583
2013-01-14,4.13,,12.542
2013-01-15,5.75,,20.917
2013-01-16,6.917,,21.708
2013-01-17,6.417,6.9,15.958
2013-01-18,5.792,11.667,20.708
2013-01-19,2.542,,4.833
2013-01-20,5.917,19.667,15.458
2013-01-21,5.565,15.957,20.958
2013-01-22,4.917,17.0,16.833
2013-01-23,5.208,14.042,12.167
2013-01-24,7.625,22.056,22.333
2013-01-25,10.042,35.478,41.25
2013-01-26,5.083,20.056,27.708
2013-01-27,4.478,10.364,8.667
2013-01-28,5.913,18.158,19.0
2013-01-29,4.125,10.708,11.583
2013-01-30,7.333,23.958,33.708
2013-01-31,5.25,17.667,25.5
2013-02-01,6.75,16.583,18.875
2013-02-02,8.292,31.583,40.5
2013-02-03,9.125,30.708,43.833
2013-02-04,4.391,12.667,15.667
2013-02-05,2.609,4.667,5.261
2013-02-06,2.5,,7.583
2013-02-07,3.625,,12.167
2013-02-08,3.792,,10.417
2013-02-09,4.292,,10.167
2013-02-10,4.375,19.2,12.652
2013-02-11,2.652,8.917,7.417
2013-02-12,3.875,10.125,10.708
2013-02-13,4.083,8.458,10.167
2013-02-14,4.333,8.25,13.167
2013-02-15,2.417,3.208,4.125
2013-02-16,2.0,8.5,7.292
2013-02-17,5.75,26.25,29.458
2013-02-18,4.043,14.667,16.875
2013-02-19,4.375,14.333,13.5
2013-02-20,5.958,20.458,25.833
2013-02-21,5.083,18.708,21.625
2013-02-22,4.292,13.042,14.792
2013-02-23,3.158,12.526,14.421
2013-02-24,5.208,17.375,24.292
2013-02-25,5.435,21.708,30.0
2013-02-26,6.833,30.375,36.792
2013-02-27,7.583,36.375,54.375
2013-02-28,6.591,25.364,35.5
2013-03-01,6.208,22.75,33.458
2013-03-02,5.375,10.333,19.25
2013-03-03,3.208,6.708,9.625
2013-03-04,3.652,12.75,14.833
2013-03-05,7.167,12.708,21.25
2013-03-06,2.292,6.667,3.917
2013-03-07,3.5,9.75,8.348
2013-03-08,3.5,9.167,8.958
2013-03-09,3.375,11.208,12.417
2013-03-10,2.667,7.208,5.25
2013-03-11,3.696,7.417,7.333
2013-03-12,5.565,27.739,32.304
