date,CO_mean,PM25_mean,SPM_mean
2015-04-08,3.0,3.0,
2015-04-09,3.458,9.583,
2015-04-10,4.833,14.667,
2015-04-11,3.625,9.333,
2015-04-12,3.417,11.708,
2015-04-13,5.042,11.917,
2015-04-14,5.783,8.417,
2015-04-15,5.167,9.583,
2015-04-16,5.125,21.5,
2015-04-17,4.375,27.125,
2015-04-18,3.792,16.167,
2015-04-19,4.25,16.958,
2015-04-20,4.417,15.167,
2015-04-21,3.217,5.458,
2015-04-22,3.542,12.667,
2015-04-23,3.667,15.5,
2015-04-24,4.042,20.458,
2015-04-25,4.5,27.042,
2015-04-26,4.083,26.75,
2015-04-27,3.917,29.292,
2015-04-28,3.913,32.792,
2015-04-29,3.083,20.458,
2015-04-30,3.5,16.667,
2015-05-01,3.5,13.083,
2015-05-02,3.958,15.417,
2015-05-03,3.292,10.958,
2015-05-04,2.583,8.958,
2015-05-05,2.696,11.083,
2015-05-06,3.292,15.5,
2015-05-07,3.542,16.625,
2015-05-08,3.292,17.75,
2015-05-09,4.083,21.0,
2015-05-10,2.625,15.25,
2015-05-11,3.083,12.583,
2015-05-12,3.174,12.583,
2015-05-13,3.125,14.292,
2015-05-14,3.792,24.292,
2015-05-15,3.75,27.25,
2015-05-16,3.583,15.917,
2015-05-17,2.75,18.542,
2015-05-18,3.333,20.542,
2015-05-19,3.522,10.0,
2015-05-20,3.583,17.75,
2015-05-21,2.75,9.25,
2015-05-22,3.375,14.208,
2015-05-23,3.875,18.25,
2015-05-24,3.042,20.208,
2015-05-25,3.25,16.542,
2015-05-26,3.217,19.167,
2015-05-27,3.5,25.125,
2015-05-28,3.792,28.625,
2015-05-29,3.917,23.25,
2015-05-30,3.542,17.417,
2015-05-31,2.792,21.917,
2015-06-01,2.917,16.458,
2015-06-02,3.087,17.083,
2015-06-03,3.917,17.125,
2015-06-04,2.458,7.0,
2015-06-05,3.75,7.167,
2015-06-06,2.917,7.417,
2015-06-07,2.708,9.042,
2015-06-08,3.125,9.75,
2015-06-09,4.348,7.75,
2015-06-10,3.542,13.167,
2015-06-11,3.417,14.833,
2015-06-12,4.053,10.188,
2015-06-13,4.292,23.125,
2015-06-14,3.917,23.625,
2015-06-15,3.833,23.292,
2015-06-16,4.435,27.833,
2015-06-17,4.542,25.875,
2015-06-18,3.875,11.292,
2015-06-19,3.625,7.5,
2015-06-20,3.292,8.833,
2015-06-21,3.083,8.417,
2015-06-22,3.167,12.25,
2015-06-23,3.565,13.875,
2015-06-24,3.833,16.375,
2015-06-25,3.792,20.875,
2015-06-26,4.333,18.958,
2015-06-27,3.75,11.167,
2015-06-28,2.792,6.458,
2015-06-29,3.083,10.667,
2015-06-30,3.348,14.75,
2015-07-01,3.75,8.875,
2015-07-02,4.417,13.833,
2015-07-03,5.208,11.625,
2015-07-04,4.5,11.25,
2015-07-05,3.958,11.542,
2015-07-06,5.348,11.125,
2015-07-07,5.0,11.875,
2015-07-08,5.292,14.167,
2015-07-09,5.417,13.625,
2015-07-10,4.167,19.917,
2015-07-11,3.708,27.708,
2015-07-12,3.667,30.125,
2015-07-13,2.917,13.125,
2015-07-14,2.826,11.5,
2015-07-15,2.542,9.5,
2015-07-16,3.25,3.042,
2015-07-17,2.583,8.125,
2015-07-18,3.125,6.542,
2015-07-19,3.417,13.917,
2015-07-20,2.833,14.583,
2015-07-21,3.087,13.0,
2015-07-22,2.75,8.25,
2015-07-23,3.542,6.583,
2015-07-24,3.792,16.792,
2015-07-25,3.667,25.292,
2015-07-26,3.417,24.5,
2015-07-27,3.375,21.708,
2015-07-28,3.348,20.0,
2015-07-29,3.958,29.833,
2015-07-30,3.958,30.913,
2015-07-31,4.292,33.708,
2015-08-01,3.917,36.458,
2015-08-02,3.5,31.375,
2015-08-03,3.5,35.125,
2015-08-04,3.696,36.133,
2015-08-05,3.292,23.292,
2015-08-06,2.87,11.318,
2015-08-07,3.958,22.542,
2015-08-08,4.083,32.167,
2015-08-09,2.625,18.542,
2015-08-10,2.792,13.875,
2015-08-11,3.174,12.625,
2015-08-12,3.583,19.0,
2015-08-13,3.583,13.5,
2015-08-14,3.208,13.417,
2015-08-15,3.458,11.25,
2015-08-16,3.792,20.208,
2015-08-17,4.333,8.292,
2015-08-18,4.0,14.75,
2015-08-19,3.708,15.458,
2015-08-20,4.208,12.75,
2015-08-21,3.542,14.625,
2015-08-22,3.542,18.083,
2015-08-23,2.625,8.458,
2015-08-24,3.292,7.708,
2015-08-25,3.609,3.833,
2015-08-26,3.208,6.792,
2015-08-27,3.708,12.5,
2015-08-28,2.833,9.958,
2015-08-29,4.0,7.375,
2015-08-30,4.0,5.417,
2015-08-31,4.333,10.542,
2015-09-01,4.091,6.478,
2015-09-02,4.0,13.875,
2015-09-03,3.75,12.042,
2015-09-04,3.958,12.958,
2015-09-05,4.25,18.583,
2015-09-06,4.708,18.583,
2015-09-07,4.292,15.792,
2015-09-08,4.87,5.208,
2015-09-09,3.292,6.292,
2015-09-10,4.0,10.0,
2015-09-11,3.708,12.167,
2015-09-12,3.583,12.708,
2015-09-13,4.167,17.083,
2015-09-14,2.833,12.667,
2015-09-15,3.609,12.875,
2015-09-16,4.208,20.5,
2015-09-17,5.125,9.125,
2015-09-18,4.833,9.625,
2015-09-19,3.542,9.333,
2015-09-20,3.208,10.417,
2015-09-21,3.667,13.583,
2015-09-22,3.739,21.5,
2015-09-23,3.5,16.667,
2015-09-24,5.958,22.5,
2015-09-25,5.625,15.25,
2015-09-26,4.25,10.625,
2015-09-27,3.417,11.417,
2015-09-28,3.917,15.375,
2015-09-29,3.043,13.5,
2015-09-30,3.458,8.958,
2015-10-01,4.542,20.917,
2015-10-02,4.375,11.0,
2015-10-03,4.042,10.5,
2015-10-04,3.667,11.792,
2015-10-05,3.5,11.227,
2015-10-06,2.696,13.792,
2015-10-07,1.917,10.333,
2015-10-08,1.875,9.125,
2015-10-09,4.333,19.917,
2015-10-10,6.375,34.125,
2015-10-11,5.625,31.208,
2015-10-12,3.792,13.5,
2015-10-13,3.826,9.458,
2015-10-14,3.75,11.542,
2015-10-15,4.208,16.958,
2015-10-16,4.792,16.208,
2015-10-17,4.75,9.583,
2015-10-18,3.75,11.0,
2015-10-19,4.333,19.375,
2015-10-20,4.696,23.708,
2015-10-21,4.833,31.0,
2015-10-22,4.5,32.875,
2015-10-23,4.917,27.625,
2015-10-24,4.875,29.875,
2015-10-25,2.375,9.625,
2015-10-26,4.083,13.625,
2015-10-27,3.739,16.708,
2015-10-28,3.125,11.75,
2015-10-29,3.458,11.917,
2015-10-30,3.875,14.833,
2015-10-31,4.583,14.375,
2015-11-01,3.417,14.208,
2015-11-02,5.667,17.75,
2015-11-03,3.261,10.667,
2015-11-04,5.083,11.167,
2015-11-05,5.583,16.0,
2015-11-06,5.5,17.25,
2015-11-07,5.083,19.708,
2015-11-08,4.833,20.0,
2015-11-09,6.583,20.417,
2015-11-10,4.739,11.083,
2015-11-11,4.292,5.917,
2015-11-12,4.375,9.625,
2015-11-13,5.292,15.417,
2015-11-14,4.75,9.958,
2015-11-15,4.708,9.125,
2015-11-16,5.917,10.75,
2015-11-17,6.304,17.833,
2015-11-18,6.167,24.583,
2015-11-19,4.042,4.875,
2015-11-20,6.125,12.708,
2015-11-21,5.708,13.25,
2015-11-22,5.0,16.917,
2015-11-23,6.708,28.125,
2015-11-24,4.609,19.208,
2015-11-25,3.625,5.542,
2015-11-26,5.625,7.042,
2015-11-27,5.25,6.75,
2015-11-28,6.167,11.333,
2015-11-29,6.542,16.75,
2015-11-30,6.917,18.833,
2015-12-01,6.087,17.125,
2015-12-02,6.75,20.583,
2015-12-03,5.583,12.042,
2015-12-04,4.125,5.125,
2015-12-05,5.708,9.917,
2015-12-06,5.25,14.458,
2015-12-07,5.478,19.667,
2015-12-08,6.174,19.417,
2015-12-09,7.75,23.792,
2015-12-10,7.792,34.0,
2015-12-11,6.0,21.542,
2015-12-12,5.333,9.208,
2015-12-13,6.125,12.875,
2015-12-14,5.583,14.417,
2015-12-15,6.304,18.167,
2015-12-16,5.708,16.917,
2015-12-17,4.583,7.833,
2015-12-18,6.208,12.417,
2015-12-19,5.125,13.0,
2015-12-20,5.25,17.667,
2015-12-21,10.125,34.625,
2015-12-22,6.391,20.292,
2015-12-23,5.667,22.333,
2015-12-24,8.375,36.708,
2015-12-25,5.833,17.917,
2015-12-26,5.333,11.833,
2015-12-27,3.542,6.667,
2015-12-28,6.792,13.917,
2015-12-29,6.087,12.542,
2015-12-30,6.708,13.708,
2015-12-31,5.333,15.083,
2016-01-01,5.667,14.208,
2016-01-02,6.083,11.458,
2016-01-03,5.13,14.75,
2016-01-04,5.13,13.273,
2016-01-05,3.917,8.458,
2016-01-06,5.708,9.333,
2016-01-07,8.375,21.417,
2016-01-08,8.208,34.0,
2016-01-09,7.417,26.042,
2016-01-10,8.522,13.458,
2016-01-11,3.958,6.167,
2016-01-12,6.333,8.5,
2016-01-13,5.208,8.958,
2016-01-14,3.958,4.458,
2016-01-15,3.875,5.083,
2016-01-16,4.75,7.75,
2016-01-17,4.913,6.125,
2016-01-18,6.833,11.875,
2016-01-19,6.458,18.0,
2016-01-20,6.958,23.417,
2016-01-21,3.833,8.125,
2016-01-22,4.25,11.0,
2016-01-23,3.5,5.917,
2016-01-24,4.591,6.125,
2016-01-25,4.0,6.958,
2016-01-26,6.542,13.292,
2016-01-27,7.0,15.917,
2016-01-28,7.833,13.917,
2016-01-29,4.958,14.042,
2016-01-30,4.208,11.375,
2016-01-31,3.435,4.625,
2016-02-01,4.208,8.375,
2016-02-02,2.583,2.208,
2016-02-03,2.458,5.727,
2016-02-04,5.708,12.208,
2016-02-05,6.375,39.458,
2016-02-06,5.75,39.0,
2016-02-07,2.522,5.542,
2016-02-08,4.833,10.125,
2016-02-09,5.292,14.583,
2016-02-10,3.208,7.333,
2016-02-11,3.542,6.417,
2016-02-12,3.042,4.75,
2016-02-13,3.609,7.333,
2016-02-14,5.13,7.875,
2016-02-15,4.708,10.125,
2016-02-16,5.792,15.208,
2016-02-17,7.375,21.292,
2016-02-18,5.625,16.042,
2016-02-19,3.042,4.042,
2016-02-20,4.5,8.917,
2016-02-21,2.652,4.667,
2016-02-22,4.125,10.292,
2016-02-23,4.5,7.25,
2016-02-24,3.182,6.417,
2016-02-25,4.542,9.917,
2016-02-26,4.333,9.25,
2016-02-27,4.167,9.833,
2016-02-28,4.174,12.667,
2016-03-01,4.217,19.0,
2016-03-02,6.25,10.083,
2016-03-03,3.792,8.708,
2016-03-04,5.0,11.292,
2016-03-05,4.708,20.208,
2016-03-06,5.875,17.667,
2016-03-07,4.391,13.542,
2016-03-08,3.75,8.25,
2016-03-09,4.667,9.125,
2016-03-10,4.292,10.375,
2016-03-11,2.917,9.833,
2016-03-12,3.542,13.208,
2016-03-13,4.095,14.652,
2016-03-14,4.304,11.292,
2016-03-15,2.458,5.167,
2016-03-16,3.227,6.875,
2016-03-17,3.333,10.417,
2016-03-18,4.208,13.333,
2016-03-19,4.833,29.083,
2016-03-20,4.542,30.917,
2016-03-21,4.826,10.75,
2016-03-22,2.75,12.75,
2016-03-23,4.125,16.458,
2016-03-24,3.087,11.208,
2016-03-25,3.75,12.333,
2016-03-26,4.125,8.75,
2016-03-27,3.125,4.125,
2016-03-28,4.0,11.042,
2016-03-29,4.458,15.75,
2016-03-30,4.833,23.417,
2016-03-31,3.958,13.833,
2016-04-01,4.208,22.875,
2016-04-02,3.75,13.833,
2016-04-03,3.375,12.833,
2016-04-04,3.375,8.542,
2016-04-05,4.087,6.917,
2016-04-06,3.667,11.708,
2016-04-07,4.917,10.417,
2016-04-08,4.833,11.458,
2016-04-09,4.25,16.583,
2016-04-10,4.292,18.75,
2016-04-11,2.958,9.625,
2016-04-12,3.261,16.708,
2016-04-13,3.625,18.125,
2016-04-14,3.833,8.25,
2016-04-15,2.652,11.955,
2016-04-16,4.208,14.792,
2016-04-17,2.833,8.083,
2016-04-18,3.792,11.667,
2016-04-19,2.739,14.333,
2016-04-20,3.5,13.667,
2016-04-21,3.625,12.708,
2016-04-22,3.833,11.375,
2016-04-23,3.458,12.542,
2016-04-24,3.333,13.0,
2016-04-25,3.583,20.375,
2016-04-26,3.609,17.583,
2016-04-27,4.0,17.333,
2016-04-28,4.0,8.957,
2016-04-29,2.125,6.348,
2016-04-30,3.542,14.75,
2016-05-01,3.542,24.348,
2016-05-02,4.583,31.417,
2016-05-03,3.217,20.958,
2016-05-04,2.583,9.417,
2016-05-05,2.708,14.333,
2016-05-06,3.783,10.5,
2016-05-07,3.292,11.208,
2016-05-08,2.875,19.458,
2016-05-09,4.0,20.792,
2016-05-10,3.478,9.458,
2016-05-11,3.167,5.458,
2016-05-12,3.542,10.375,
2016-05-13,3.417,15.333,
2016-05-14,3.583,22.042,
2016-05-15,3.583,20.417,
2016-05-16,3.75,19.875,
2016-05-17,3.87,7.042,
2016-05-18,3.292,14.208,
2016-05-19,3.583,19.826,
2016-05-20,4.083,18.25,
2016-05-21,4.042,24.75,
2016-05-22,3.5,22.522,
2016-05-23,3.792,27.958,
2016-05-24,3.955,30.667,
2016-05-25,3.792,30.417,
2016-05-26,3.417,20.792,
2016-05-27,3.0,12.957,
2016-05-28,4.25,19.375,
2016-05-29,3.667,26.875,
2016-05-30,2.75,8.217,
2016-05-31,3.522,11.87,
2016-06-01,3.25,15.682,
2016-06-02,2.0,5.417,
2016-06-03,3.0,5.6,
2016-06-04,3.5,17.214,
2016-06-05,3.458,7.5,
2016-06-06,3.833,24.923,
2016-06-07,3.826,19.714,
2016-06-08,3.042,16.522,
2016-06-09,3.458,14.696,
2016-06-10,3.261,13.292,
2016-06-11,3.333,17.455,
2016-06-12,3.083,11.833,
2016-06-13,3.667,5.75,
2016-06-14,3.348,11.364,
2016-06-15,3.042,13.0,
2016-06-16,3.75,11.682,
2016-06-17,3.0,12.75,
2016-06-18,3.625,17.826,
2016-06-19,3.708,18.696,
2016-06-20,3.75,24.435,
2016-06-21,4.043,16.292,
2016-06-22,3.5,16.174,
2016-06-23,3.667,17.667,
2016-06-24,4.0,13.318,
2016-06-25,3.417,10.667,
2016-06-26,3.0,14.5,
2016-06-27,3.571,7.929,
2016-06-28,3.889,10.0,
2016-06-29,4.333,7.0,
2016-06-30,4.417,12.0,
2016-07-01,3.652,22.652,
2016-07-02,4.0,27.5,
2016-07-03,2.375,14.0,
2016-07-04,2.542,9.739,
2016-07-05,3.739,11.333,
2016-07-06,3.875,13.833,
2016-07-07,3.542,20.5,
2016-07-08,4.292,27.333,
2016-07-09,3.958,10.042,
2016-07-10,3.208,9.083,
2016-07-11,3.667,16.875,
2016-07-12,3.609,23.167,
2016-07-13,4.917,36.333,
2016-07-14,4.375,4.3,
2016-07-15,3.5,10.542,
2016-07-16,3.667,10.667,
2016-07-17,3.875,18.417,
2016-07-18,3.75,22.333,
2016-07-19,3.391,16.292,
2016-07-20,3.174,16.625,
2016-07-21,3.083,11.087,
2016-07-22,3.625,5.125,
2016-07-23,3.625,12.792,
2016-07-24,3.0,15.292,
2016-07-25,3.5,19.917,
2016-07-26,3.826,17.042,
2016-07-27,3.208,11.917,
2016-07-28,3.333,7.958,
2016-07-29,2.875,11.417,
2016-07-30,2.875,11.125,
2016-07-31,2.75,12.25,
2016-08-01,2.708,8.696,
2016-08-02,3.435,8.048,
2016-08-03,2.875,7.333,
2016-08-04,3.25,12.478,
2016-08-05,3.125,14.333,
2016-08-06,3.792,20.292,
2016-08-07,2.583,13.375,
2016-08-08,2.333,10.125,
2016-08-09,3.565,16.375,
2016-08-10,3.75,21.042,
2016-08-11,4.042,23.917,
2016-08-12,4.522,22.583,
2016-08-13,3.375,16.583,
2016-08-14,2.958,12.583,
2016-08-15,3.583,13.875,
2016-08-16,2.652,7.083,
2016-08-17,2.833,9.667,
2016-08-18,3.125,14.542,
2016-08-19,2.542,9.917,
2016-08-20,3.667,4.083,
2016-08-21,2.75,8.333,
2016-08-22,3.792,5.208,
2016-08-23,3.652,13.261,
2016-08-24,3.25,10.083,
2016-08-25,2.625,9.542,
2016-08-26,2.625,9.167,
2016-08-27,3.375,5.125,
2016-08-28,2.958,5.217,
2016-08-29,2.958,7.917,
2016-08-30,3.391,3.786,
2016-08-31,3.333,10.667,
2016-09-01,3.292,12.792,
2016-09-02,3.957,22.435,
2016-09-03,3.458,17.125,
2016-09-04,3.5,8.792,
2016-09-05,3.292,8.043,
2016-09-06,3.087,9.208,
2016-09-07,3.167,10.292,
2016-09-08,3.792,4.042,
2016-09-09,3.417,7.708,
2016-09-10,3.708,13.208,
2016-09-11,4.292,16.417,
2016-09-12,4.0,16.458,
2016-09-13,4.818,10.292,
2016-09-14,4.125,10.923,
2016-09-15,4.708,12.667,
2016-09-16,5.25,17.75,
2016-09-17,4.125,19.25,
2016-09-18,3.25,9.583,
2016-09-19,3.125,3.958,
2016-09-20,3.696,3.625,
2016-09-21,3.458,5.625,
2016-09-22,3.583,4.583,
2016-09-23,5.364,9.292,
2016-09-24,4.208,6.792,
2016-09-25,3.583,7.875,
2016-09-26,3.667,10.583,
2016-09-27,3.087,9.0,
2016-09-28,3.917,14.833,
2016-09-29,3.375,7.417,
2016-09-30,3.708,10.375,
2016-10-01,4.958,12.083,
2016-10-02,3.917,12.833,
2016-10-03,5.0,10.917,
2016-10-04,3.87,11.217,
2016-10-05,3.292,11.375,
2016-10-06,2.792,6.792,
2016-10-07,3.542,8.542,
2016-10-08,5.083,15.667,
2016-10-09,3.792,7.333,
2016-10-10,2.875,7.25,
2016-10-11,3.391,8.917,
2016-10-12,3.708,11.5,
2016-10-13,3.696,11.375,
2016-10-14,4.292,13.875,
2016-10-15,4.667,15.625,
2016-10-16,4.458,13.042,
2016-10-17,4.75,10.958,
2016-10-18,4.174,10.792,
2016-10-19,3.792,12.25,
2016-10-20,3.208,15.208,
2016-10-21,3.875,17.375,
2016-10-22,4.875,21.042,
2016-10-23,3.0,13.333,
2016-10-24,3.0,7.125,
2016-10-25,4.826,17.417,
2016-10-26,5.333,16.792,
2016-10-27,3.167,9.125,
2016-10-28,5.208,19.167,
2016-10-29,3.25,8.417,
2016-10-30,3.333,10.708,
2016-10-31,5.0,13.625,
2016-11-01,3.364,9.609,
2016-11-02,3.292,5.708,
2016-11-03,3.833,8.75,
2016-11-04,5.0,11.667,
2016-11-05,5.083,15.708,
2016-11-06,3.417,13.542,
2016-11-07,3.167,12.188,
2016-11-08,4.957,22.917,
2016-11-09,2.167,3.542,
2016-11-10,4.417,12.458,
2016-11-11,6.083,14.333,
2016-11-12,5.708,11.167,
2016-11-13,5.083,15.875,
2016-11-14,6.625,21.333,
2016-11-15,5.391,13.375,
2016-11-16,3.625,10.542,
2016-11-17,4.542,12.792,
2016-11-18,6.125,16.667,
2016-11-19,6.917,21.542,
2016-11-20,6.458,16.917,
2016-11-21,8.609,24.25,
2016-11-22,6.826,20.333,
2016-11-23,2.625,3.625,
2016-11-24,4.875,6.333,
2016-11-25,6.208,10.292,
2016-11-26,6.458,16.0,
2016-11-27,5.25,12.292,
2016-11-28,3.875,8.958,
2016-11-29,4.087,10.875,
2016-11-30,6.167,14.75,
2016-12-01,7.667,22.667,
2016-12-02,5.5,12.958,
2016-12-03,7.083,21.167,
2016-12-04,6.5,26.542,
2016-12-05,8.429,31.773,
2016-12-06,3.739,12.0,
2016-12-07,5.083,11.292,
2016-12-08,6.417,14.75,
2016-12-09,6.708,16.208,
2016-12-10,5.333,10.875,
2016-12-11,4.083,7.458,
2016-12-12,7.783,16.417,
2016-12-13,7.435,26.875,
2016-12-14,3.917,10.708,
2016-12-15,6.042,9.5,
2016-12-16,4.875,7.833,
2016-12-17,6.25,8.958,
2016-12-18,7.542,17.583,
2016-12-19,9.083,24.75,
2016-12-20,10.696,30.375,
2016-12-21,12.417,34.5,
2016-12-22,11.458,51.583,
2016-12-23,4.667,7.542,
2016-12-24,5.25,7.125,
2016-12-25,5.708,13.25,
2016-12-26,9.208,26.333,
2016-12-27,7.826,23.25,
2016-12-28,3.375,3.0,
2016-12-29,6.333,14.958,
2016-12-30,4.375,6.25,
2016-12-31,6.5,13.458,
2017-01-01,4.125,9.417,
2017-01-02,3.957,5.25,
2017-01-03,2.333,2.042,
2017-01-04,4.083,6.333,
2017-01-05,7.292,15.667,
2017-01-06,7.25,14.042,
2017-01-07,4.0,9.25,
2017-01-08,6.125,19.417,
2017-01-09,5.136,12.227,
2017-01-10,5.417,10.583,
2017-01-11,5.417,8.208,
2017-01-12,5.875,8.875,
2017-01-13,5.875,10.208,
2017-01-14,4.083,7.75,
2017-01-15,7.667,17.375,
2017-01-16,7.174,17.042,
2017-01-17,7.375,23.958,
2017-01-18,6.0,13.375,
2017-01-19,6.917,16.583,
2017-01-20,6.458,18.875,
2017-01-21,5.5,16.833,
2017-01-22,5.083,8.625,
2017-01-23,4.609,10.125,
2017-01-24,3.792,4.5,
2017-01-25,3.435,3.042,
2017-01-26,4.417,5.792,
2017-01-27,3.75,6.583,
2017-01-28,5.667,16.5,
2017-01-29,6.0,11.917,
2017-01-30,4.13,6.5,
2017-01-31,5.958,9.833,
2017-02-01,6.75,15.583,
2017-02-02,5.542,10.667,
2017-02-03,4.958,11.292,
2017-02-04,3.417,6.792,
2017-02-05,4.708,7.417,
2017-02-06,4.895,9.308,
2017-02-07,4.083,,
2017-02-08,4.833,20.25,
2017-02-09,6.333,17.792,
2017-02-10,6.042,20.958,
2017-02-11,3.292,13.458,
2017-02-12,3.625,7.083,
2017-02-13,5.522,8.5,
2017-02-14,5.292,11.417,
2017-02-15,3.609,14.417,
2017-02-16,4.292,14.083,
2017-02-17,3.958,10.167,
2017-02-18,2.583,6.292,
2017-02-19,4.458,12.917,
2017-02-20,5.087,15.75,
2017-02-21,4.0,13.375,
2017-02-22,3.583,12.667,
2017-02-23,4.667,12.333,
2017-02-24,4.917,16.75,
2017-02-25,4.25,18.208,
2017-02-26,5.292,21.625,
2017-02-27,4.348,17.167,
2017-02-28,5.042,18.125,
2017-03-01,3.583,7.167,
2017-03-02,2.565,6.773,
2017-03-03,4.5,12.167,
2017-03-04,4.167,20.625,
2017-03-05,5.208,20.833,
2017-03-06,2.261,3.917,
2017-03-07,3.083,11.833,
2017-03-08,5.045,9.875,
2017-03-09,4.25,3.625,
2017-03-10,3.208,4.833,
2017-03-11,3.208,9.25,
2017-03-12,3.833,12.833,
2017-03-13,4.913,17.875,
2017-03-14,4.542,21.5,
2017-03-15,4.522,24.0,
2017-03-16,3.545,12.958,
2017-03-17,3.042,6.875,
2017-03-18,3.25,8.542,
2017-03-19,4.375,14.125,
2017-03-20,3.609,5.625,
2017-03-21,3.333,5.292,
2017-03-22,4.583,5.583,
2017-03-23,3.292,3.583,
2017-03-24,3.833,7.167,
2017-03-25,4.0,13.292,
2017-03-26,4.708,20.5,
2017-03-27,5.0,27.125,
2017-03-28,4.696,28.458,
2017-03-29,4.375,28.125,
2017-03-30,3.042,14.917,
2017-03-31,3.458,15.583,
2017-04-01,4.125,7.458,
2017-04-02,3.417,12.417,
2017-04-03,3.417,12.583,
2017-04-04,3.696,19.333,
2017-04-05,3.833,21.292,
2017-04-06,3.583,14.727,
2017-04-07,3.625,7.5,
2017-04-08,3.625,6.833,
2017-04-09,3.042,4.542,
2017-04-10,3.667,13.958,
2017-04-11,4.783,10.667,
2017-04-12,3.542,9.208,
2017-04-13,3.125,11.0,
2017-04-14,4.25,17.75,
2017-04-15,4.708,17.708,
2017-04-16,3.75,15.875,
2017-04-17,3.625,14.25,
2017-04-18,3.455,7.5,
2017-04-19,2.792,9.292,
2017-04-20,3.417,11.417,
2017-04-21,4.417,17.958,
2017-04-22,3.958,17.917,
2017-04-23,2.708,9.25,
2017-04-24,3.0,11.833,
2017-04-25,2.739,11.0,
2017-04-26,3.083,12.042,
2017-04-27,2.833,6.583,
2017-04-28,3.625,11.375,
2017-04-29,3.417,13.292,
2017-04-30,4.125,16.167,
2017-05-01,4.25,17.333,
2017-05-02,3.348,11.375,
2017-05-03,3.625,13.0,
2017-05-04,2.958,8.75,
2017-05-05,3.167,9.292,
2017-05-06,3.458,14.125,
2017-05-07,2.75,10.833,
2017-05-08,3.391,19.958,
2017-05-09,4.174,21.75,
2017-05-10,4.125,10.875,
2017-05-11,3.167,14.792,
2017-05-12,4.292,23.083,
2017-05-13,4.625,17.375,
2017-05-14,3.833,9.083,
2017-05-15,3.792,15.625,
2017-05-16,3.478,16.333,
2017-05-17,3.708,16.792,
2017-05-18,3.5,13.182,
2017-05-19,3.75,19.167,
2017-05-20,3.792,24.125,
2017-05-21,3.833,25.417,
2017-05-22,3.5,23.125,
2017-05-23,3.174,16.708,
2017-05-24,2.957,10.917,
2017-05-25,3.75,10.208,
2017-05-26,4.333,9.5,
2017-05-27,2.917,9.792,
2017-05-28,3.0,11.75,
2017-05-29,3.25,13.556,
2017-05-30,3.565,,
2017-05-31,3.75,,
2017-06-01,2.958,5.875,
2017-06-02,2.292,4.375,
2017-06-03,2.5,5.417,
2017-06-04,2.292,6.167,
2017-06-05,2.727,8.522,
2017-06-06,2.87,11.5,
2017-06-07,2.917,8.75,
2017-06-08,3.5,9.875,
2017-06-09,3.542,12.125,
2017-06-10,3.25,14.708,
2017-06-11,3.292,14.5,
2017-06-12,2.375,8.167,
2017-06-13,2.348,7.042,
2017-06-14,2.542,9.25,
2017-06-15,3.042,16.917,
2017-06-16,2.917,16.083,
2017-06-17,2.833,11.125,
2017-06-18,3.083,13.667,
2017-06-19,3.261,16.292,
2017-06-20,3.609,23.792,
2017-06-21,4.0,14.708,
2017-06-22,3.792,10.792,
2017-06-23,3.708,15.708,
2017-06-24,3.792,17.458,
2017-06-25,3.542,12.917,
2017-06-26,3.304,8.417,
2017-06-27,3.87,15.5,
2017-06-28,4.708,21.083,
2017-06-29,4.292,21.208,
2017-06-30,4.333,16.375,
2017-07-01,4.458,11.167,
2017-07-02,3.583,12.167,
2017-07-03,4.0,17.708,
2017-07-04,3.174,17.042,
2017-07-05,3.304,11.957,
2017-07-06,3.167,12.542,
2017-07-07,3.708,18.083,
2017-07-08,4.292,24.792,
2017-07-09,4.125,27.917,
2017-07-10,3.083,18.292,
2017-07-11,2.391,13.824,
2017-07-12,2.333,10.143,
2017-07-13,2.375,12.75,
2017-07-14,2.583,5.0,
2017-07-15,2.625,12.208,
2017-07-16,2.917,19.0,
2017-07-17,2.542,15.292,
2017-07-18,3.0,16.25,
2017-07-19,3.25,13.458,
2017-07-20,3.167,14.333,
2017-07-21,2.667,10.417,
2017-07-22,2.25,12.208,
2017-07-23,3.125,10.917,
2017-07-24,2.833,12.667,
2017-07-25,3.043,15.25,
2017-07-26,3.435,9.083,
2017-07-27,3.125,9.583,
2017-07-28,3.708,14.375,
2017-07-29,4.208,15.125,
2017-07-30,3.333,7.5,
2017-07-31,3.167,13.625,
2017-08-01,3.826,15.083,
2017-08-02,3.458,6.917,
2017-08-03,3.042,7.333,
2017-08-04,3.292,11.522,
2017-08-05,2.833,10.167,
2017-08-06,2.583,8.25,
2017-08-07,2.792,10.292,
2017-08-08,3.522,12.958,
2017-08-09,3.667,11.708,
2017-08-10,3.583,17.792,
2017-08-11,3.542,10.292,
2017-08-12,4.583,7.75,
2017-08-13,3.75,9.042,
2017-08-14,3.208,9.958,
2017-08-15,3.522,11.292,
2017-08-16,4.591,5.958,
2017-08-17,3.5,6.583,
2017-08-18,3.542,12.333,
2017-08-19,3.5,11.0,
2017-08-20,3.25,8.667,
2017-08-21,3.167,17.083,
2017-08-22,3.292,21.083,
2017-08-23,2.958,12.917,
2017-08-24,3.917,16.375,
2017-08-25,3.833,13.375,
2017-08-26,3.458,10.5,
2017-08-27,3.042,13.25,
2017-08-28,3.75,16.625,
2017-08-29,3.542,18.583,
