date,CO_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean
2011-03-01,,19.083,22.125,3.042,2.875
2011-03-02,,19.042,26.875,7.833,2.542
2011-03-03,,4.542,4.792,0.25,2.75
2011-03-04,,11.5,13.292,1.792,2.5
2011-03-05,,24.727,37.136,12.409,2.174
2011-03-06,,27.667,42.5,14.833,3.167
2011-03-07,,8.0,9.583,1.583,3.958
2011-03-08,,6.833,9.333,2.5,3.708
2011-03-09,,13.583,17.875,4.292,2.667
2011-03-10,,5.5,7.042,1.542,2.25
2011-03-11,,6.125,8.042,1.917,3.25
2011-03-12,,6.304,7.304,1.0,2.696
2011-03-13,,5.875,6.458,0.583,2.042
2011-03-14,,17.375,21.708,4.333,3.375
2011-03-15,,12.375,14.042,1.667,3.708
2011-03-16,,19.542,24.0,4.458,3.292
2011-03-17,,24.083,34.833,10.75,2.625
2011-03-18,,15.625,21.042,5.417,2.292
2011-03-19,,5.696,7.348,1.652,2.727
2011-03-20,,7.958,10.333,2.375,2.708
2011-03-21,,6.417,7.5,1.083,2.958
2011-03-22,,22.208,28.208,6.0,4.75
2011-03-23,,21.292,25.375,4.083,2.708
2011-03-24,,10.042,11.542,1.5,2.75
2011-03-25,,4.542,5.458,0.917,3.042
2011-03-26,,5.609,6.0,0.391,2.5
2011-03-27,,18.917,24.208,5.292,4.125
2011-03-28,,15.083,19.208,4.125,4.458
2011-03-29,,18.333,22.667,4.333,3.75
2011-03-30,,21.292,27.458,6.167,4.333
2011-03-31,,11.875,13.083,1.208,2.583
2011-04-01,4.208,16.917,18.833,1.917,5.083
2011-04-02,4.667,13.167,14.542,1.375,4.5
2011-04-03,2.25,3.833,3.833,0.0,3.0
2011-04-04,2.864,12.773,16.955,4.182,3.091
2011-04-05,3.875,21.083,28.917,7.833,3.875
2011-04-06,3.833,16.667,18.875,2.208,4.375
2011-04-07,3.792,17.292,19.542,2.25,4.542
2011-04-08,5.125,29.292,34.5,5.208,3.333
2011-04-09,3.458,8.458,8.667,0.208,2.625
2011-04-10,3.792,7.292,7.333,0.042,4.708
2011-04-11,4.087,11.227,13.136,1.909,4.261
2011-04-12,3.542,11.167,12.667,1.5,3.458
2011-04-13,4.25,17.375,20.167,2.792,5.125
2011-04-14,4.917,19.917,22.875,2.958,7.208
2011-04-15,4.583,21.042,23.167,2.125,6.208
2011-04-16,3.792,9.625,11.333,1.708,3.583
2011-04-17,2.583,6.625,6.833,0.208,3.458
2011-04-18,3.391,10.261,11.739,1.478,3.435
2011-04-19,3.25,7.75,8.542,0.792,2.292
2011-04-20,2.583,6.25,6.917,0.667,1.583
2011-04-21,3.583,14.958,18.333,3.375,3.583
2011-04-22,5.417,25.708,30.5,4.792,2.917
2011-04-23,3.917,13.5,15.333,1.833,2.0
2011-04-24,3.792,9.875,10.958,1.083,2.417
2011-04-25,4.478,17.318,22.5,5.182,2.609
2011-04-26,4.75,20.25,23.542,3.292,4.0
2011-04-27,4.5,18.833,21.542,2.708,3.667
2011-04-28,3.542,8.792,9.583,0.792,2.375
2011-04-29,4.0,10.25,11.708,1.458,3.375
2011-04-30,5.083,16.833,18.625,1.792,4.417
2011-05-01,4.583,14.958,16.5,1.542,3.0
2011-05-02,3.696,7.478,8.348,0.87,3.75
2011-05-03,4.292,11.333,12.167,0.833,3.083
2011-05-04,3.542,7.042,7.625,0.583,4.083
2011-05-05,2.708,4.958,5.083,0.125,3.292
2011-05-06,3.583,9.583,10.708,1.125,3.833
2011-05-07,3.25,8.458,9.0,0.542,3.833
2011-05-08,3.5,6.75,7.083,0.333,5.125
2011-05-09,4.13,13.913,14.957,1.043,5.5
2011-05-10,3.783,16.609,22.696,6.087,4.435
2011-05-11,4.333,20.292,29.625,9.333,2.0
2011-05-12,3.833,20.5,25.792,5.292,2.292
2011-05-13,3.167,7.458,7.875,0.417,3.583
2011-05-14,3.417,7.917,8.125,0.208,4.708
2011-05-15,3.375,8.792,9.083,0.292,4.875
2011-05-16,3.783,15.087,16.174,1.087,5.391
2011-05-17,3.542,11.667,12.583,0.917,4.5
2011-05-18,3.417,9.375,10.042,0.667,4.292
2011-05-19,3.917,12.875,14.042,1.167,6.333
2011-05-20,3.583,14.708,16.25,1.542,5.5
2011-05-21,3.083,10.375,12.042,1.667,4.333
2011-05-22,2.042,3.542,3.542,0.0,2.833
2011-05-23,3.043,9.304,10.826,1.522,1.81
2011-05-24,2.625,9.417,10.25,0.833,2.125
2011-05-25,3.75,16.625,18.125,1.5,4.375
2011-05-26,3.25,11.583,12.625,1.042,4.458
2011-05-27,3.083,13.083,14.333,1.25,2.292
2011-05-28,4.125,14.458,15.917,1.458,1.917
2011-05-29,2.75,5.917,6.125,0.208,1.792
2011-05-30,2.0,3.522,3.522,0.0,1.565
2011-05-31,2.708,7.042,7.542,0.5,2.292
2011-06-01,3.292,14.667,17.875,3.208,2.375
2011-06-02,4.083,16.542,20.125,3.583,2.333
2011-06-03,3.958,12.708,14.5,1.792,4.417
2011-06-04,4.458,12.167,14.125,1.958,5.5
2011-06-05,4.042,11.833,12.667,0.833,5.333
2011-06-06,3.727,9.095,9.333,0.238,4.565
2011-06-07,3.917,13.667,14.708,1.042,4.75
2011-06-08,3.417,15.042,16.25,1.208,5.0
2011-06-09,3.375,14.958,16.625,1.667,4.75
2011-06-10,4.917,22.375,28.208,5.833,4.667
2011-06-11,3.375,6.25,6.292,0.042,2.667
2011-06-12,4.25,11.583,12.125,0.542,3.25
2011-06-13,3.435,12.0,13.545,1.545,3.273
2011-06-14,2.708,4.375,4.542,0.167,3.875
2011-06-15,2.417,5.625,6.125,0.5,3.75
2011-06-16,3.25,13.583,15.583,2.0,2.708
2011-06-17,3.583,13.292,14.625,1.333,3.0
2011-06-18,4.583,17.958,20.167,2.208,3.042
2011-06-19,3.833,10.75,12.208,1.458,2.875
2011-06-20,4.696,20.696,27.261,6.565,2.75
2011-06-21,4.0,19.667,24.875,5.208,3.609
2011-06-22,3.583,14.75,20.708,5.958,4.417
2011-06-23,2.333,6.583,10.792,4.208,3.583
2011-06-24,1.958,5.0,7.583,2.583,3.458
2011-06-25,2.0,5.792,7.75,1.958,3.458
2011-06-26,2.542,6.583,8.5,1.917,3.5
2011-06-27,2.609,7.174,11.696,4.522,3.5
2011-06-28,1.958,5.083,7.083,2.0,3.739
2011-06-29,2.375,8.958,11.583,2.625,4.826
2011-06-30,2.333,7.583,9.5,1.917,4.333
2011-07-01,3.375,15.583,24.292,8.708,3.833
2011-07-02,1.875,3.458,3.708,0.25,3.375
2011-07-03,3.708,9.375,10.958,1.583,4.458
2011-07-04,3.273,11.273,15.682,4.409,4.174
2011-07-05,3.125,7.583,8.583,1.0,3.958
2011-07-06,4.0,13.708,17.792,4.083,4.375
2011-07-07,3.417,16.083,28.375,12.292,2.25
2011-07-08,3.75,10.042,21.917,11.875,3.25
2011-07-09,2.75,6.708,13.417,6.708,3.5
2011-07-10,2.917,6.125,8.583,2.458,4.083
2011-07-11,2.435,9.0,15.13,6.13,3.591
2011-07-12,3.208,13.208,23.583,10.375,3.625
2011-07-13,2.75,12.0,21.667,9.667,4.167
2011-07-14,2.75,11.917,18.125,6.208,4.708
2011-07-15,2.917,14.042,17.167,3.125,5.25
2011-07-16,4.042,17.333,20.292,2.958,6.292
2011-07-17,2.292,7.125,9.167,2.042,4.042
2011-07-18,2.174,5.696,9.957,4.261,2.583
2011-07-19,1.708,4.833,7.833,3.0,2.273
2011-07-20,1.833,4.625,6.625,2.0,2.625
2011-07-21,1.542,2.458,2.833,0.375,2.667
2011-07-22,2.125,7.708,10.5,2.792,2.917
2011-07-23,2.167,4.792,5.708,0.917,3.542
2011-07-24,2.625,6.792,7.833,1.042,4.208
2011-07-25,3.609,15.087,18.565,3.478,4.043
2011-07-26,2.875,10.25,13.042,2.792,3.75
2011-07-27,2.875,11.792,18.375,6.583,3.708
2011-07-28,2.917,10.833,15.25,4.417,3.375
2011-07-29,2.417,7.583,10.375,2.792,3.333
2011-07-30,2.042,7.042,7.958,0.917,3.5
2011-07-31,2.542,6.208,6.833,0.625,3.542
2011-08-01,3.227,9.045,12.318,3.273,3.565
2011-08-02,3.167,9.458,12.625,3.167,3.208
2011-08-03,2.292,8.167,12.25,4.083,3.542
2011-08-04,1.708,7.583,11.292,3.708,3.958
2011-08-05,2.583,10.75,15.75,5.0,2.917
2011-08-06,2.5,6.917,10.583,3.667,3.042
2011-08-07,2.75,8.208,11.292,3.083,3.75
2011-08-08,3.043,12.957,17.957,5.0,4.043
2011-08-09,3.542,14.667,18.083,3.417,5.333
2011-08-10,3.333,11.5,14.0,2.5,5.542
2011-08-11,2.583,8.375,10.083,1.708,4.625
2011-08-12,2.292,6.0,7.208,1.208,3.833
2011-08-13,2.5,7.375,9.125,1.75,4.5
2011-08-14,2.458,5.75,7.167,1.417,5.333
2011-08-15,2.739,8.826,11.435,2.609,4.696
2011-08-16,3.292,9.667,12.167,2.5,4.875
2011-08-17,3.875,13.833,21.5,7.667,4.75
2011-08-18,3.167,10.542,15.833,5.292,4.583
2011-08-19,2.5,6.458,7.792,1.333,3.875
2011-08-20,3.208,9.5,12.083,2.583,3.708
2011-08-21,2.875,6.042,7.25,1.208,2.5
2011-08-22,2.696,5.913,6.913,1.0,2.913
2011-08-23,3.333,10.583,14.833,4.25,3.5
2011-08-24,2.958,9.833,16.083,6.25,3.167
2011-08-25,2.792,11.5,18.708,7.208,2.667
2011-08-26,2.792,11.375,16.042,4.667,2.875
2011-08-27,2.5,6.542,8.208,1.667,2.5
2011-08-28,2.542,6.083,7.333,1.25,3.958
2011-08-29,2.739,10.435,13.261,2.826,4.174
2011-08-30,3.0,11.583,13.708,2.125,4.417
2011-08-31,2.583,9.292,12.292,3.0,3.667
2011-09-01,2.583,8.208,14.458,6.25,2.5
2011-09-02,1.958,5.792,8.375,2.583,2.417
2011-09-03,1.625,3.125,3.625,0.5,2.208
2011-09-04,3.042,9.708,11.167,1.458,1.875
2011-09-05,2.727,9.182,15.182,6.0,2.435
2011-09-06,2.167,5.375,6.167,0.792,3.125
2011-09-07,3.958,16.708,19.833,3.125,4.583
2011-09-08,3.833,14.875,17.292,2.417,5.208
2011-09-09,3.75,13.667,18.792,5.125,4.125
2011-09-10,4.375,12.5,17.333,4.833,4.0
2011-09-11,2.0,5.708,8.292,2.583,3.0
2011-09-12,2.391,9.478,13.391,3.913,3.458
2011-09-13,2.958,13.792,18.333,4.542,3.87
2011-09-14,3.375,16.0,20.826,4.826,4.667
2011-09-15,2.625,10.417,16.125,5.708,3.667
2011-09-16,2.458,9.25,15.667,6.417,2.75
2011-09-17,3.042,10.667,14.917,4.25,2.25
2011-09-18,2.667,8.778,13.833,5.056,2.75
2011-09-19,2.348,4.65,6.4,1.75,2.792
2011-09-20,2.292,6.958,8.042,1.083,1.292
2011-09-21,1.75,3.792,4.083,0.292,1.375
2011-09-22,2.25,4.667,5.708,1.042,2.0
2011-09-23,2.083,5.542,6.583,1.042,2.625
2011-09-24,2.5,6.083,7.417,1.333,3.167
2011-09-25,2.833,8.75,10.25,1.5,2.875
2011-09-26,4.25,18.75,24.5,5.75,3.333
2011-09-27,2.708,7.5,9.583,2.083,3.875
2011-09-28,2.792,7.708,9.167,1.458,5.958
2011-09-29,3.792,14.708,17.917,3.208,7.875
2011-09-30,3.583,13.833,17.042,3.208,6.292
2011-10-01,2.125,3.458,3.958,0.5,3.917
2011-10-02,2.25,4.792,5.875,1.083,3.208
2011-10-03,2.318,5.864,6.955,1.091,2.913
2011-10-04,3.333,13.0,17.125,4.125,3.792
2011-10-05,3.208,16.333,19.458,3.125,3.125
2011-10-06,2.333,5.667,6.167,0.5,3.125
2011-10-07,3.5,7.5,8.583,1.083,4.083
2011-10-08,4.125,10.083,11.875,1.792,3.667
2011-10-09,4.0,10.333,11.25,0.917,3.958
2011-10-10,4.739,11.0,12.826,1.826,5.375
2011-10-11,4.565,11.792,15.583,3.792,4.217
2011-10-12,3.917,8.458,11.208,2.75,4.042
2011-10-13,5.042,19.875,24.875,5.0,4.042
2011-10-14,5.5,22.25,27.125,4.875,2.958
2011-10-15,5.542,20.833,30.292,9.458,3.208
2011-10-16,4.083,8.458,10.083,1.625,4.667
2011-10-17,3.682,9.609,12.043,2.435,3.826
2011-10-18,2.25,6.417,7.75,1.333,3.375
2011-10-19,2.667,8.042,10.292,2.25,3.0
2011-10-20,3.625,13.792,17.417,3.625,3.792
2011-10-21,3.375,14.458,17.625,3.167,4.0
2011-10-22,3.667,13.667,16.625,2.958,2.833
2011-10-23,2.375,4.625,5.292,0.667,3.083
2011-10-24,3.609,11.13,15.043,3.913,3.417
2011-10-25,3.292,8.167,10.333,2.167,3.304
2011-10-26,2.583,6.833,8.417,1.583,2.417
2011-10-27,3.583,13.917,20.625,6.708,2.625
2011-10-28,3.958,16.125,19.042,2.917,3.833
2011-10-29,3.625,11.208,13.708,2.5,3.609
2011-10-30,3.417,11.708,12.958,1.25,2.958
2011-10-31,2.913,8.261,10.696,2.435,2.478
2011-11-01,3.708,16.958,22.125,5.167,3.292
2011-11-02,4.0,17.5,21.167,3.667,3.75
2011-11-03,4.75,17.208,20.667,3.458,3.583
2011-11-04,4.125,14.083,18.625,4.542,3.708
2011-11-05,5.625,21.792,26.5,4.708,2.917
2011-11-06,3.375,8.583,10.875,2.292,2.708
2011-11-07,2.727,4.909,5.909,1.0,2.652
2011-11-08,3.0,7.583,10.5,2.917,2.25
2011-11-09,3.375,11.792,20.5,8.708,2.042
2011-11-10,3.667,14.833,23.917,9.083,2.458
2011-11-11,3.917,16.417,20.333,3.917,1.958
2011-11-12,3.708,11.292,16.5,5.208,2.375
2011-11-13,4.0,8.25,11.167,2.917,2.875
2011-11-14,5.0,10.304,15.0,4.696,3.217
2011-11-15,2.833,6.0,7.042,1.042,2.75
2011-11-16,3.417,10.167,14.458,4.292,2.583
2011-11-17,4.375,14.0,21.042,7.042,3.917
2011-11-18,5.5,24.208,35.5,11.292,3.542
2011-11-19,7.667,26.292,52.875,26.583,2.125
2011-11-20,3.458,6.0,11.417,5.417,2.458
2011-11-21,2.696,7.304,8.348,1.043,2.435
2011-11-22,4.167,16.292,27.375,11.083,2.583
2011-11-23,4.5,19.375,27.5,8.125,3.083
2011-11-24,3.25,10.417,12.417,2.0,3.208
2011-11-25,2.667,7.917,9.458,1.542,2.583
2011-11-26,4.0,15.833,21.833,6.0,2.875
2011-11-27,4.792,16.333,22.083,5.75,3.125
2011-11-28,8.043,23.739,53.174,29.435,3.348
2011-11-29,7.5,24.583,46.0,21.417,3.5
2011-11-30,5.25,13.917,32.125,18.208,2.75
2011-12-01,2.25,4.167,4.667,0.5,2.042
2011-12-02,3.958,16.958,25.0,8.042,2.292
2011-12-03,3.292,11.0,13.708,2.708,2.208
2011-12-04,2.25,3.333,3.583,0.25,2.0
2011-12-05,3.864,11.045,17.182,6.136,2.045
2011-12-06,4.208,15.208,26.75,11.542,2.292
2011-12-07,5.583,21.833,35.333,13.5,3.458
2011-12-08,5.208,22.083,34.542,12.458,3.25
2011-12-09,2.917,6.917,9.375,2.458,2.042
2011-12-10,4.208,14.792,21.125,6.333,2.833
2011-12-11,4.083,12.75,18.083,5.333,3.125
2011-12-12,6.13,20.348,31.957,11.609,3.609
2011-12-13,5.292,16.125,33.917,17.792,3.042
2011-12-14,4.458,16.0,23.167,7.167,2.583
2011-12-15,6.208,18.333,36.417,18.083,3.792
2011-12-16,3.125,8.708,11.417,2.708,3.583
2011-12-17,3.208,11.583,15.875,4.292,2.708
2011-12-18,2.917,8.417,9.125,0.708,3.083
2011-12-19,3.5,10.87,13.87,3.0,3.696
2011-12-20,3.292,10.458,13.875,3.417,2.833
2011-12-21,4.5,17.625,26.333,8.708,4.333
2011-12-22,5.0,14.833,26.875,12.042,4.833
2011-12-23,2.208,3.875,4.875,1.0,2.083
2011-12-24,4.292,17.708,30.667,12.958,3.5
2011-12-25,2.958,7.208,9.083,1.875,3.125
2011-12-26,2.609,6.261,8.0,1.739,2.417
2011-12-27,2.333,5.167,6.042,0.875,2.0
2011-12-28,4.625,22.75,39.5,16.75,3.083
2011-12-29,5.208,15.583,26.75,11.167,4.292
2011-12-30,2.833,5.542,6.75,1.208,2.667
2011-12-31,3.5,11.083,14.625,3.542,2.333
