date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,SPM_mean,THC_mean
2011-02-03,196.25,15.792,23.667,34.5,10.833,,0.0,6.125,12.333,212.042
2011-02-04,195.958,14.375,19.583,30.333,10.75,,0.0,6.292,12.333,210.333
2011-02-05,196.25,13.292,15.167,19.583,4.417,,0.0,5.042,18.833,209.542
2011-02-06,200.083,30.542,32.5,52.625,20.125,,7.0,3.542,46.75,230.625
2011-02-07,194.167,31.708,21.957,37.087,15.13,,72.0,3.042,47.042,225.875
2011-02-08,196.87,29.87,15.917,17.958,2.042,,1.0,4.042,10.417,226.739
2011-02-09,196.708,21.542,20.667,27.125,6.458,,0.0,5.667,4.708,218.25
2011-02-10,199.208,16.917,25.0,38.458,13.458,,0.0,6.333,13.0,216.125
2011-02-11,198.75,10.167,12.708,14.583,1.875,,0.0,3.75,14.875,208.917
2011-02-12,197.417,18.75,10.958,12.708,1.75,,0.0,4.667,6.583,216.167
2011-02-13,199.625,17.5,24.167,30.292,6.125,,0.0,5.208,21.292,217.125
2011-02-14,199.875,32.583,31.652,41.478,9.826,,11.0,4.043,42.565,232.458
2011-02-15,197.087,31.478,29.042,40.083,11.042,,0.0,5.833,36.292,228.565
2011-02-16,194.125,7.75,13.458,14.708,1.25,,2.0,4.125,17.625,201.875
2011-02-17,194.875,11.083,18.375,23.542,5.167,,7.0,4.417,22.792,205.958
2011-02-18,194.667,10.458,9.958,11.458,1.5,,1.0,4.333,9.333,205.125
2011-02-19,197.75,8.833,13.792,16.083,2.292,,0.0,5.792,10.833,206.583
2011-02-20,200.417,17.167,19.208,29.583,10.375,,0.0,6.167,11.792,217.583
2011-02-21,200.583,19.792,23.565,37.174,13.609,,0.0,5.522,14.435,220.375
2011-02-22,194.565,8.609,13.333,14.583,1.25,,0.0,5.708,26.833,203.174
2011-02-23,199.167,37.667,32.083,45.25,13.167,,31.0,4.792,44.458,236.833
2011-02-24,197.333,10.292,10.625,11.833,1.208,,0.0,6.25,19.167,207.625
2011-02-25,195.625,12.333,14.875,16.417,1.542,,10.0,3.458,21.875,207.958
2011-02-26,192.917,7.625,9.208,9.958,0.75,,0.0,2.958,8.375,200.542
2011-02-27,193.375,12.208,9.5,10.5,1.0,,0.0,4.375,6.667,205.583
2011-02-28,194.167,4.333,8.13,9.043,0.913,,0.0,3.304,9.13,198.5
2011-03-01,191.958,18.833,17.958,20.708,2.75,,0.0,2.75,27.708,210.792
2011-03-02,191.417,15.5,18.958,20.917,1.958,,24.0,3.0,17.458,206.917
2011-03-03,191.583,9.167,8.792,9.792,1.0,,1.0,3.792,16.167,200.75
2011-03-04,192.292,6.958,6.0,6.667,0.667,,0.0,2.75,17.667,199.25
2011-03-05,195.083,25.208,25.292,30.667,5.375,,34.0,3.208,21.958,220.292
2011-03-06,196.25,22.417,20.565,33.174,12.609,,6.0,2.708,42.375,218.667
2011-03-07,195.348,8.348,10.125,13.083,2.958,,0.0,3.5,23.792,203.696
2011-03-08,194.583,7.333,12.458,13.708,1.25,,3.0,4.333,21.542,201.917
2011-03-09,195.75,12.708,18.292,20.125,1.833,,36.0,4.833,20.75,208.458
2011-03-10,194.792,8.25,11.833,12.75,0.917,,22.0,3.5,5.5,203.042
2011-03-11,195.583,5.708,7.0,7.875,0.875,,0.0,3.083,12.375,201.292
2011-03-12,194.125,11.833,14.042,17.125,3.083,,0.0,5.25,8.042,205.958
2011-03-13,195.125,10.542,13.478,15.435,1.957,,0.0,4.292,4.792,205.667
2011-03-14,196.217,8.739,15.042,17.5,2.458,,0.0,5.696,11.609,204.957
2011-03-15,198.333,20.125,16.458,24.042,7.583,,0.0,4.333,19.625,218.458
2011-03-16,196.667,7.167,11.167,15.125,3.958,,0.0,2.792,15.75,203.833
2011-03-17,198.625,73.458,27.875,50.25,22.375,,19.0,4.417,32.208,272.083
2011-03-18,197.5,19.0,19.458,23.917,4.458,,1.0,3.542,46.083,216.5
2011-03-19,192.958,12.792,13.125,14.75,1.625,,1.0,3.333,14.0,205.75
2011-03-20,194.958,17.125,19.304,22.652,3.348,,0.0,8.125,17.125,212.083
2011-03-21,194.636,16.955,14.565,16.13,1.565,,0.0,5.542,6.565,211.591
2011-03-22,201.792,29.125,35.625,48.042,12.417,,0.0,11.417,29.708,230.917
2011-03-23,202.5,40.458,33.833,46.208,12.375,,23.0,4.208,55.5,242.958
2011-03-24,195.625,18.083,17.292,21.0,3.708,,8.0,2.75,17.542,213.708
2011-03-25,196.125,18.083,14.292,17.458,3.167,,0.0,6.458,9.792,214.208
2011-03-26,196.542,14.417,16.083,19.542,3.458,,0.0,6.333,9.0,210.958
2011-03-27,198.208,13.417,16.565,21.043,4.478,,0.0,7.478,12.783,211.625
2011-03-28,197.87,23.304,21.5,29.542,8.042,,0.0,9.125,25.542,221.174
2011-03-29,193.083,15.583,12.625,15.333,2.708,,0.0,8.583,13.125,208.667
2011-03-30,189.292,6.75,4.875,5.875,1.0,,0.0,3.333,14.667,196.042
2011-03-31,187.333,12.042,4.417,5.458,1.042,,13.0,3.125,14.292,199.375
2011-04-01,189.5,7.042,12.478,15.609,3.13,,0.0,6.625,17.625,196.542
2011-04-02,189.25,14.083,21.708,27.375,5.667,,0.0,11.083,35.167,203.333
2011-04-03,188.708,6.792,6.417,6.833,0.417,,0.0,4.917,17.458,195.5
2011-04-04,190.458,9.25,12.208,13.708,1.5,,0.0,4.542,14.167,199.708
2011-04-05,192.739,8.087,13.417,15.667,2.25,,0.0,5.25,10.739,200.826
2011-04-06,193.917,16.042,22.0,30.708,8.708,,0.0,7.583,23.5,209.958
2011-04-07,186.542,3.458,5.542,6.5,0.958,,0.0,3.958,16.458,190.0
2011-04-08,184.667,3.542,2.913,3.783,0.87,,0.0,3.167,16.75,188.208
2011-04-09,184.333,6.25,4.208,5.25,1.042,,1.0,2.542,18.208,190.583
2011-04-10,190.083,3.375,2.917,3.708,0.792,,0.0,3.583,13.125,193.458
2011-04-11,189.125,8.667,10.083,12.708,2.625,,2.0,5.375,27.167,197.792
2011-04-12,191.609,13.391,6.417,7.458,1.042,,1.0,4.043,12.522,205.0
2011-04-13,195.458,16.375,11.833,15.625,3.792,,0.0,7.625,25.083,211.833
2011-04-14,192.792,26.083,20.875,26.125,5.25,,0.0,10.167,35.0,218.875
2011-04-15,185.583,8.958,3.609,4.348,0.739,,0.0,5.083,31.125,194.542
2011-04-16,185.417,11.917,5.5,6.292,0.792,,0.0,4.875,20.625,197.333
2011-04-17,191.208,10.792,4.667,4.792,0.125,,0.0,5.083,17.208,202.0
2011-04-18,195.042,9.208,3.583,3.833,0.25,,0.0,3.25,13.458,204.25
2011-04-19,189.783,13.348,11.875,14.5,2.625,,31.0,4.042,13.333,203.13
2011-04-20,192.25,6.875,7.292,8.625,1.333,,0.0,3.583,9.458,199.125
2011-04-21,193.667,3.292,3.917,4.083,0.167,,0.0,2.458,12.833,196.958
2011-04-22,191.167,11.042,11.435,13.913,2.478,,0.0,4.917,25.875,202.208
2011-04-23,185.25,3.208,1.542,2.125,0.583,,31.0,2.208,12.542,188.458
2011-04-24,188.333,7.375,5.542,6.458,0.917,,1.0,4.25,14.792,195.708
2011-04-25,191.292,6.792,9.375,11.042,1.667,,0.0,4.833,18.0,198.083
2011-04-26,192.652,10.696,12.375,16.25,3.875,,0.0,5.043,22.0,203.348
2011-04-27,185.875,3.375,1.542,2.542,1.0,,0.0,3.792,42.583,189.25
2011-04-28,185.0,4.5,4.667,5.667,1.0,,6.0,4.5,23.542,189.5
2011-04-29,191.833,4.292,4.652,4.913,0.261,,0.0,3.625,13.958,196.125
2011-04-30,193.167,6.458,6.542,7.75,1.208,,0.0,3.833,20.125,199.625
2011-05-01,184.208,4.5,3.0,3.292,0.292,,3.0,3.25,20.25,188.708
2011-05-02,189.727,11.455,12.417,13.75,1.333,,1.0,6.125,73.333,201.182
2011-05-03,193.0,13.174,6.833,7.125,0.292,,1.0,3.583,49.542,206.174
2011-05-04,188.458,10.375,7.208,8.042,0.833,,0.0,5.75,21.5,198.833
2011-05-05,189.792,6.417,3.208,3.292,0.083,,0.0,4.083,22.75,196.208
2011-05-06,192.0,6.75,5.261,6.174,0.913,,0.0,3.542,22.625,198.75
2011-05-07,193.542,10.208,4.875,5.583,0.708,,3.0,2.625,19.333,203.75
2011-05-08,188.917,13.292,8.792,10.125,1.333,,0.0,5.125,35.25,202.208
2011-05-09,190.042,10.042,5.958,7.125,1.167,,0.0,5.5,24.833,200.083
2011-05-10,182.652,7.783,6.75,8.333,1.583,,10.0,5.13,39.609,190.435
2011-05-11,190.417,4.875,3.625,4.333,0.708,,59.0,2.583,12.542,195.292
2011-05-12,190.417,16.583,14.167,15.25,1.083,,29.0,2.875,16.083,207.0
2011-05-13,187.333,14.292,13.261,16.13,2.87,,0.0,4.792,27.083,201.625
2011-05-14,188.542,12.0,7.792,8.75,0.958,,0.0,6.167,58.083,200.542
2011-05-15,192.417,11.083,7.583,9.042,1.458,,0.0,6.875,23.708,203.5
2011-05-16,186.75,4.708,3.208,4.167,0.958,,0.0,5.875,32.125,191.458
2011-05-17,187.304,7.217,7.25,8.25,1.0,,5.0,4.739,27.348,194.522
2011-05-18,194.125,8.833,8.167,9.667,1.5,,0.0,4.792,26.478,202.958
2011-05-19,189.292,6.083,6.667,7.708,1.042,,0.0,6.042,8.042,195.375
2011-05-20,184.875,5.375,4.565,5.261,0.696,,0.0,5.958,21.913,190.25
2011-05-21,182.208,4.958,3.792,4.542,0.75,,0.0,5.208,21.667,187.167
2011-05-22,181.625,5.208,3.0,3.625,0.625,,6.0,4.625,13.208,186.833
2011-05-23,188.875,6.958,7.458,7.708,0.25,,2.0,4.917,11.333,195.833
2011-05-24,190.696,12.0,12.458,13.542,1.083,,29.0,4.043,13.957,202.696
2011-05-25,195.083,12.042,9.792,12.958,3.167,,0.0,3.958,12.583,207.125
2011-05-26,194.542,5.75,4.958,5.542,0.583,,0.0,2.542,14.458,200.292
2011-05-27,197.833,6.167,4.87,5.174,0.304,,1.0,2.083,15.625,204.0
2011-05-28,190.5,11.167,10.167,10.583,0.417,,33.0,2.5,10.833,201.667
2011-05-29,186.083,5.708,4.125,4.333,0.208,,59.0,1.958,5.792,191.792
2011-05-30,183.125,15.0,6.458,6.875,0.417,,18.0,2.833,4.5,198.125
2011-05-31,189.391,7.043,4.708,5.125,0.417,,0.0,3.458,14.708,196.435
2011-06-01,195.167,6.833,3.833,4.208,0.375,,0.0,3.042,26.833,202.0
2011-06-02,201.375,16.583,11.583,18.5,6.917,,26.0,2.667,26.909,217.958
2011-06-03,195.083,36.333,19.522,22.957,3.435,,0.0,6.042,29.409,231.417
2011-06-04,190.042,12.25,5.958,7.833,1.875,,0.0,4.708,24.542,202.292
2011-06-05,185.292,8.417,3.333,4.333,1.0,,0.0,4.833,26.708,193.708
2011-06-06,192.875,24.25,12.042,13.917,1.875,,0.0,10.125,25.5,217.125
2011-06-07,194.304,7.217,5.625,6.792,1.167,,0.0,5.174,29.87,201.522
2011-06-08,197.208,11.375,11.5,13.0,1.5,,2.0,3.417,15.208,208.583
2011-06-09,194.667,9.708,8.292,9.708,1.417,,0.0,4.5,16.375,204.375
2011-06-10,188.0,5.583,3.652,4.261,0.609,,0.0,2.75,14.583,193.583
2011-06-11,190.5,13.208,9.292,10.375,1.083,,65.0,3.042,27.292,203.708
2011-06-12,204.875,7.625,5.625,6.167,0.542,,0.0,3.042,24.167,212.5
2011-06-13,196.792,12.792,11.333,12.25,0.917,,70.0,3.583,20.708,209.583
2011-06-14,197.565,7.957,6.0,6.542,0.542,,0.0,3.435,20.435,205.522
2011-06-15,200.5,7.583,5.375,5.625,0.25,,0.0,2.917,10.458,208.083
2011-06-16,203.125,7.208,4.833,5.542,0.708,,7.0,2.417,12.958,210.333
2011-06-17,189.5,8.833,6.435,6.913,0.478,,21.0,2.542,12.5,198.333
2011-06-18,200.667,8.083,5.875,6.333,0.458,,8.0,2.333,14.417,208.75
2011-06-19,197.0,13.792,6.208,6.958,0.75,,0.0,4.208,18.125,210.792
2011-06-20,188.333,7.083,4.583,5.5,0.917,,0.0,2.75,10.208,195.417
2011-06-21,180.727,6.864,5.083,6.333,1.25,,1.0,4.043,9.174,187.591
2011-06-22,186.792,12.417,11.583,14.667,3.083,,0.0,7.667,26.375,199.208
2011-06-23,179.208,8.042,5.542,7.833,2.292,,0.0,5.167,24.292,187.25
2011-06-24,177.0,6.375,3.87,5.174,1.304,,0.0,4.292,23.958,183.375
2011-06-25,186.375,8.167,4.583,5.583,1.0,,0.0,5.0,14.958,194.542
2011-06-26,200.5,14.167,7.708,8.375,0.667,,0.0,4.208,21.5,214.667
2011-06-27,195.25,8.583,5.625,7.167,1.542,,0.0,2.958,24.208,203.833
2011-06-28,182.783,9.826,5.5,7.958,2.458,,0.0,5.333,21.333,192.609
2011-06-29,200.708,16.083,7.792,8.625,0.833,,0.0,6.0,25.125,216.792
2011-06-30,185.833,21.708,17.875,19.75,1.875,,2.0,9.417,31.292,207.542
2011-07-01,186.958,19.958,14.826,18.0,3.174,,4.0,9.25,45.75,206.917
2011-07-02,189.875,9.625,4.083,6.0,1.917,,0.0,3.875,12.792,199.5
2011-07-03,182.0,19.208,6.792,8.5,1.708,,0.0,7.583,26.083,201.208
2011-07-04,174.875,8.0,2.208,2.958,0.75,,0.0,4.292,28.917,182.875
2011-07-05,183.696,10.217,4.458,5.167,0.708,,0.0,4.826,22.043,193.913
2011-07-06,198.542,13.542,7.0,8.042,1.042,,0.0,5.417,27.917,212.083
2011-07-07,179.542,6.833,3.667,4.708,1.042,,0.0,4.125,12.333,186.375
2011-07-08,178.167,7.0,5.826,7.957,2.13,,0.0,4.333,18.458,185.167
2011-07-09,179.125,11.292,4.583,6.583,2.0,,0.0,4.708,14.25,190.417
2011-07-10,180.208,7.5,2.25,3.417,1.167,,0.0,3.833,11.25,187.708
2011-07-11,181.875,7.667,3.542,5.792,2.25,,0.0,7.167,12.833,189.542
2011-07-12,180.696,9.304,2.333,3.667,1.333,,0.0,4.583,8.25,190.0
2011-07-13,180.5,9.208,2.625,4.083,1.458,,0.0,8.792,9.417,189.708
2011-07-14,182.583,9.333,3.208,5.208,2.0,,0.0,3.792,10.167,191.917
2011-07-15,183.667,10.458,4.043,5.957,1.913,,0.0,4.083,9.417,194.125
2011-07-16,183.042,10.25,3.208,4.625,1.417,,0.0,6.125,17.083,193.292
2011-07-17,178.875,9.458,1.5,2.625,1.125,,0.0,4.958,15.292,188.333
2011-07-18,177.0,8.833,1.833,2.875,1.042,,0.0,3.542,25.583,185.833
2011-07-19,179.391,7.783,1.708,3.5,1.792,,16.0,2.0,19.75,187.174
2011-07-20,178.625,8.0,2.292,3.458,1.167,,6.0,2.957,20.087,186.625
2011-07-21,185.458,8.75,5.625,6.375,0.75,,2.0,4.5,14.333,194.208
2011-07-22,189.625,11.875,7.217,8.435,1.217,,0.0,5.833,15.375,201.5
2011-07-23,187.875,12.708,8.833,10.083,1.25,,0.0,5.708,14.083,200.583
2011-07-24,188.958,13.833,6.0,7.708,1.708,,0.0,4.625,11.125,202.792
2011-07-25,182.708,7.875,3.458,4.625,1.167,,0.0,4.708,18.042,190.583
2011-07-26,183.261,5.0,4.917,6.042,1.125,,0.0,3.667,17.208,188.261
2011-07-27,181.208,5.5,7.375,9.25,1.875,,0.0,4.625,12.792,186.708
2011-07-28,196.05,11.3,18.208,24.958,6.75,,7.0,7.542,39.833,207.35
2011-07-29,,,13.652,15.696,2.043,,3.0,6.792,36.583,
2011-07-30,,,8.208,9.5,1.292,,15.0,4.083,23.875,
2011-07-31,,,3.875,4.375,0.5,,0.0,3.833,23.917,
2011-08-01,191.923,5.846,3.708,4.458,0.75,,0.0,4.042,22.542,197.769
2011-08-02,193.522,9.087,3.458,4.333,0.875,,0.0,3.75,21.696,202.609
2011-08-03,192.917,14.417,6.208,9.167,2.958,,0.0,4.0,15.435,207.333
2011-08-04,184.458,9.917,3.5,5.958,2.458,,4.0,2.333,18.25,194.375
2011-08-05,183.667,10.625,5.565,8.174,2.609,,12.0,2.708,15.667,194.292
2011-08-06,177.083,8.583,3.917,5.375,1.458,,0.0,2.958,12.583,185.667
2011-08-07,184.042,20.75,9.917,12.125,2.208,,1.0,6.458,26.167,204.792
2011-08-08,186.583,23.958,15.542,17.542,2.0,,0.0,8.125,29.333,210.542
2011-08-09,180.522,18.913,12.917,15.75,2.833,,0.0,7.304,26.0,199.435
2011-08-10,177.292,7.625,5.167,5.875,0.708,,0.0,4.042,25.833,184.917
2011-08-11,179.125,15.667,8.583,9.417,0.833,,0.0,4.917,38.833,194.792
2011-08-12,187.583,18.917,11.043,11.696,0.652,,0.0,8.417,40.125,206.5
2011-08-13,191.333,20.417,9.208,10.125,0.917,,0.0,8.958,54.5,211.75
2011-08-14,182.875,9.0,3.75,4.375,0.625,,0.0,4.5,44.167,191.875
2011-08-15,177.292,7.083,2.875,3.583,0.708,,0.0,3.667,30.542,184.375
2011-08-16,186.304,13.652,9.792,10.958,1.167,,0.0,5.913,35.304,199.957
2011-08-17,186.625,10.042,7.875,9.417,1.542,,0.0,5.333,37.125,196.667
2011-08-18,177.875,5.5,4.458,5.333,0.875,,0.0,4.0,43.875,183.375
2011-08-19,184.542,6.792,8.435,9.087,0.652,,16.0,4.167,22.792,191.333
2011-08-20,195.125,9.833,10.292,10.958,0.667,,0.0,4.833,18.25,204.958
2011-08-21,193.75,10.708,7.042,7.292,0.25,,11.0,3.583,10.583,204.458
2011-08-22,195.25,14.125,10.208,12.0,1.792,,11.0,2.875,22.625,209.375
2011-08-23,191.435,9.913,6.542,9.875,3.333,,1.0,4.5,29.375,201.348
2011-08-24,177.75,7.417,3.708,6.167,2.458,,12.0,4.708,14.478,185.167
2011-08-25,176.75,7.25,2.958,4.792,1.833,,0.0,3.542,18.292,184.0
2011-08-26,180.167,14.875,12.652,16.913,4.261,,10.0,6.208,17.542,195.042
2011-08-27,185.5,7.708,9.042,9.958,0.917,,1.0,4.75,19.5,193.208
2011-08-28,188.625,9.583,5.542,6.0,0.458,,0.0,4.417,15.792,198.208
2011-08-29,184.708,8.917,8.375,9.5,1.125,,0.0,5.292,22.042,193.625
2011-08-30,185.591,9.318,8.167,9.208,1.042,,7.0,6.043,19.043,194.909
2011-08-31,184.375,19.833,10.083,14.542,4.458,,3.0,6.25,19.042,204.208
2011-09-01,180.458,8.792,2.667,3.708,1.042,,9.0,2.625,18.333,189.25
2011-09-02,180.125,7.292,1.174,2.13,0.957,,14.0,2.833,19.708,187.417
2011-09-03,176.917,7.292,0.667,1.375,0.708,,4.0,3.0,23.583,184.208
2011-09-04,179.167,6.875,0.75,1.375,0.625,,0.0,3.083,19.375,186.042
2011-09-05,192.333,10.125,3.5,4.458,0.958,,0.0,3.75,15.5,202.458
2011-09-06,188.913,17.913,8.125,9.708,1.583,,4.0,6.125,10.292,206.826
2011-09-07,192.391,26.217,13.739,15.261,1.522,,0.0,9.375,15.917,218.609
2011-09-08,192.083,17.125,8.917,10.208,1.292,,0.0,8.375,20.542,209.208
2011-09-09,185.792,14.083,6.391,10.696,4.304,,0.0,6.042,14.542,199.875
2011-09-10,182.083,11.958,3.583,4.917,1.333,,0.0,6.25,14.125,194.042
2011-09-11,190.5,13.583,3.0,5.25,2.25,,0.0,3.417,14.917,204.083
2011-09-12,187.083,16.042,4.958,9.75,4.792,,0.0,4.958,11.833,203.125
2011-09-13,181.957,9.609,4.0,5.917,1.917,,0.0,5.174,12.348,191.565
2011-09-14,182.333,13.208,8.458,11.208,2.75,,0.0,6.75,17.208,195.542
2011-09-15,183.783,19.348,5.292,10.583,5.292,,0.0,6.25,10.625,203.13
2011-09-16,182.208,7.417,2.826,5.13,2.304,,0.0,2.875,9.958,189.625
2011-09-17,178.875,5.5,2.375,3.458,1.083,,2.0,2.458,11.417,184.375
2011-09-18,180.625,6.0,2.208,3.292,1.083,,0.0,2.75,11.875,186.625
2011-09-19,185.583,14.417,8.542,11.708,3.167,,0.0,6.25,17.917,200.0
2011-09-20,189.957,16.174,11.667,13.292,1.625,,71.0,3.417,21.75,206.13
2011-09-21,184.792,15.25,5.625,6.833,1.208,,96.0,2.417,15.917,200.042
2011-09-22,184.708,14.042,6.875,7.958,1.083,,4.0,4.458,10.208,198.75
2011-09-23,193.583,18.25,10.783,12.609,1.826,,0.0,4.042,9.0,211.833
2011-09-24,199.083,17.0,8.458,11.0,2.542,,0.0,4.208,11.667,216.083
2011-09-25,196.583,12.0,3.875,3.958,0.083,,0.0,3.292,7.833,208.583
2011-09-26,196.875,19.583,15.667,16.667,1.0,,4.0,4.875,13.667,216.458
2011-09-27,190.87,15.217,13.417,15.0,1.583,,2.0,4.304,12.913,206.087
2011-09-28,190.0,13.75,10.5,11.125,0.625,,0.0,5.0,14.5,203.75
2011-09-29,190.208,12.792,9.75,11.042,1.292,,0.0,4.333,14.917,203.0
2011-09-30,184.292,9.833,6.957,7.739,0.783,,0.0,3.792,25.375,194.125
2011-10-01,191.042,11.375,7.792,8.875,1.083,,0.0,4.542,19.583,202.417
2011-10-02,189.625,8.75,5.333,5.625,0.292,,0.0,4.083,10.542,198.375
2011-10-03,193.458,12.208,12.25,13.875,1.625,,0.0,5.125,11.417,205.667
2011-10-04,195.696,9.739,9.542,11.292,1.75,,0.0,4.208,13.042,205.435
2011-10-05,199.5,33.042,23.875,32.375,8.5,,88.0,3.208,19.917,232.542
2011-10-06,193.167,21.125,12.208,13.708,1.5,,5.0,3.875,7.875,214.292
2011-10-07,192.625,25.167,12.0,13.435,1.435,,0.0,4.833,12.625,217.792
2011-10-08,197.5,17.375,14.458,17.625,3.167,,0.0,6.125,25.083,214.875
2011-10-09,200.708,8.333,6.792,7.125,0.333,,0.0,3.292,30.417,209.042
2011-10-10,199.417,26.5,13.667,15.5,1.833,,1.0,6.0,37.5,225.917
2011-10-11,201.478,18.478,12.625,19.083,6.458,,0.0,5.083,41.875,219.957
2011-10-12,194.583,13.75,12.0,13.917,1.917,,0.0,6.217,32.87,208.333
2011-10-13,197.75,17.75,18.542,23.292,4.75,,0.0,7.333,43.833,215.5
2011-10-14,197.667,18.292,15.435,22.87,7.435,,4.0,9.292,51.167,215.958
2011-10-15,180.5,4.25,1.75,2.375,0.625,,3.0,2.792,17.417,184.75
2011-10-16,180.833,4.708,2.833,3.375,0.542,,30.0,3.625,12.958,185.542
2011-10-17,191.667,13.583,16.542,22.417,5.875,,0.0,7.875,30.542,205.25
2011-10-18,196.364,9.909,14.208,15.333,1.125,,0.0,4.792,19.25,206.273
2011-10-19,197.792,9.0,12.917,13.625,0.708,,0.0,5.0,15.0,206.792
2011-10-20,196.625,10.5,11.5,12.292,0.792,,0.0,5.958,13.292,207.125
2011-10-21,194.25,10.0,12.652,13.783,1.13,,5.0,4.833,13.875,204.25
2011-10-22,193.625,19.917,13.75,21.125,7.375,,83.0,3.833,13.667,213.542
2011-10-23,187.208,5.083,3.25,4.042,0.792,,6.0,2.167,6.667,192.292
2011-10-24,198.0,13.292,14.208,17.417,3.208,,0.0,5.542,25.583,211.292
2011-10-25,193.087,19.304,12.333,15.917,3.583,,0.0,5.0,22.13,212.391
2011-10-26,193.75,20.875,11.0,12.75,1.75,,0.0,6.333,8.875,214.625
2011-10-27,200.333,18.083,15.958,23.375,7.417,,0.0,4.5,15.75,218.417
2011-10-28,199.75,19.667,18.522,23.565,5.043,,0.0,5.0,18.167,219.417
2011-10-29,197.375,22.25,16.792,20.792,4.0,,0.0,4.708,22.5,219.625
2011-10-30,194.5,17.625,10.417,11.292,0.875,,2.0,4.625,21.083,212.125
2011-10-31,197.417,27.333,18.833,22.25,3.417,,0.0,5.792,28.333,224.75
2011-11-01,198.304,14.348,13.042,16.917,3.875,,0.0,3.583,15.042,212.652
2011-11-02,204.125,21.708,16.667,27.167,10.5,,0.0,3.583,28.478,225.833
2011-11-03,207.958,61.875,29.875,40.917,11.042,,0.0,7.417,51.708,269.833
2011-11-04,204.625,28.458,17.435,27.087,9.652,,0.0,4.125,56.25,233.083
2011-11-05,201.583,29.208,18.375,25.542,7.167,,0.0,5.167,45.125,230.792
2011-11-06,197.667,28.292,14.375,17.542,3.167,,8.0,4.417,50.917,225.958
2011-11-07,194.625,10.042,8.583,10.792,2.208,,0.0,3.125,11.125,204.667
2011-11-08,193.348,12.609,9.0,10.5,1.5,,10.0,3.043,8.217,205.957
2011-11-09,198.0,26.125,14.833,19.0,4.167,,0.0,2.708,16.083,224.125
2011-11-10,197.292,13.25,11.792,13.042,1.25,,0.0,2.917,11.458,210.542
2011-11-11,197.875,30.625,23.783,26.217,2.435,,29.0,5.375,20.708,228.5
2011-11-12,196.167,18.375,11.0,12.75,1.75,,0.0,3.208,11.292,214.542
2011-11-13,201.583,21.417,14.458,17.792,3.333,,0.0,6.542,20.125,223.0
