date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-02-05,79.0,52.167,33.0,15.542,17.208,1.667,,0.0,1.75,16.833,7.3,3.754,-1.2
2011-02-06,94.0,84.542,72.0,37.667,58.667,21.0,,5.0,1.0,48.167,3.5,2.188,-0.2
2011-02-07,96.0,94.458,92.0,31.348,46.13,14.783,,34.0,0.478,41.652,7.3,5.329,3.0
2011-02-08,92.0,51.792,33.0,16.417,21.042,4.625,,0.0,0.5,7.083,6.9,4.933,1.2
2011-02-09,59.0,36.75,16.0,21.292,27.292,6.0,,0.0,0.583,7.75,7.1,2.6,-2.1
2011-02-10,81.0,53.917,24.0,30.583,50.625,20.042,,0.0,1.583,14.792,7.9,3.112,-1.5
2011-02-11,88.0,50.583,26.0,17.333,20.5,3.167,,0.0,0.833,13.917,7.1,3.375,-2.1
2011-02-12,62.0,38.667,25.0,13.417,14.583,1.167,,0.0,0.708,11.625,7.5,2.908,-2.1
2011-02-13,63.0,48.958,31.0,22.375,25.667,3.292,,0.0,1.583,21.25,7.5,3.679,-0.7
2011-02-14,94.0,79.542,50.0,34.583,49.0,14.417,,6.0,1.083,32.818,4.5,3.096,2.0
2011-02-15,93.0,70.583,40.0,30.292,48.667,18.375,,0.0,1.083,30.462,8.9,5.246,3.0
2011-02-16,90.0,62.0,43.0,16.875,18.25,1.375,,0.0,0.75,18.208,3.3,1.296,-0.4
2011-02-17,92.0,74.625,38.0,18.417,23.917,5.5,,4.0,0.833,25.833,6.5,1.825,-1.3
2011-02-18,91.0,50.542,20.0,9.417,10.625,1.208,,4.0,0.583,8.792,4.4,0.354,-3.3
2011-02-19,68.0,44.125,20.0,20.458,23.792,3.333,,0.0,0.833,16.208,5.4,0.946,-4.3
2011-02-20,70.0,45.708,15.0,32.167,45.042,12.875,,0.0,1.792,13.292,8.4,3.275,-3.1
2011-02-21,75.0,43.583,17.0,40.87,63.565,22.696,,0.0,3.304,28.609,10.6,5.829,-1.3
2011-02-22,70.0,57.25,49.0,14.542,15.417,0.875,,0.0,2.292,20.417,8.4,5.75,2.0
2011-02-23,96.0,88.0,55.0,32.792,54.25,21.458,,25.0,1.208,47.25,8.5,5.171,3.0
2011-02-24,61.0,43.625,23.0,13.042,13.667,0.625,,0.0,3.125,24.708,13.1,9.642,7.1
2011-02-25,95.0,87.708,71.0,13.667,15.042,1.375,,22.0,0.458,15.25,7.5,3.712,1.7
2011-02-26,73.0,51.917,35.0,6.333,6.75,0.417,,0.0,0.542,8.583,8.0,4.429,2.3
2011-02-27,42.0,30.625,21.0,8.458,9.5,1.042,,0.0,0.792,10.13,6.9,3.212,-0.5
2011-02-28,60.0,45.083,28.0,8.583,9.208,0.625,,0.0,0.833,9.208,4.8,2.075,-1.8
2011-03-01,93.0,81.083,61.0,23.375,26.792,3.417,,5.0,0.542,20.333,10.7,6.383,0.6
2011-03-02,95.0,88.0,75.0,18.5,20.208,1.708,,17.0,0.625,20.667,7.3,5.188,2.0
2011-03-03,95.0,69.958,47.0,7.75,8.458,0.708,,0.0,0.667,13.75,9.3,5.329,1.4
2011-03-04,84.0,66.0,59.0,5.375,5.583,0.208,,1.0,0.75,14.333,5.3,3.796,2.3
2011-03-05,96.0,94.708,89.0,27.667,38.542,10.875,,37.0,0.125,15.625,6.7,3.521,0.9
2011-03-06,96.0,91.167,77.0,26.739,47.826,21.087,,4.0,0.864,26.522,13.4,9.358,6.5
2011-03-07,95.0,72.917,53.0,13.25,15.292,2.042,,0.0,0.917,35.05,14.0,10.775,8.9
2011-03-08,83.0,71.5,57.0,9.708,10.583,0.875,,0.0,0.917,20.792,8.7,7.446,5.7
2011-03-09,95.0,93.5,85.0,18.042,21.667,3.625,,30.0,0.25,26.833,6.9,5.492,3.2
2011-03-10,95.0,88.542,75.0,11.375,12.833,1.458,,20.0,0.0,8.125,5.6,3.262,0.7
2011-03-11,93.0,74.375,49.0,12.75,13.833,1.083,,0.0,0.75,17.083,10.4,5.479,0.6
2011-03-12,89.0,45.167,15.0,11.833,13.75,1.917,,0.0,0.667,7.75,11.9,5.617,0.8
2011-03-13,70.0,38.875,16.0,11.708,12.833,1.125,,0.0,0.583,7.208,9.6,5.004,0.8
2011-03-14,76.0,53.25,27.0,19.417,21.333,1.917,,0.0,1.125,14.0,10.1,5.475,-0.1
2011-03-15,90.0,48.708,19.0,22.125,34.0,11.875,,0.0,1.125,23.042,12.5,5.792,0.6
2011-03-16,62.0,41.5,26.0,15.5,18.929,3.429,,0.0,0.786,18.929,9.7,4.257,-0.5
2011-03-21,46.0,25.786,17.0,13.083,14.167,1.083,,0.0,0.75,14.545,9.9,6.707,2.4
2011-03-22,70.0,46.542,28.0,55.421,103.211,47.789,,0.0,2.4,42.619,11.6,6.483,-0.7
2011-03-23,95.0,77.125,47.0,39.042,63.125,24.083,,16.0,1.042,51.625,9.2,6.492,4.7
2011-03-24,96.0,92.25,81.0,24.333,36.208,11.875,,5.0,0.25,18.625,6.6,4.712,3.0
2011-03-25,93.0,53.25,26.0,16.167,30.708,14.542,,0.0,0.542,12.708,12.4,6.096,0.0
2011-03-26,74.0,42.625,17.0,21.917,31.5,9.583,,0.0,0.409,14.875,11.1,5.458,-0.4
2011-03-27,74.0,47.833,15.0,25.125,34.0,8.875,,0.0,1.125,18.792,12.5,7.392,0.2
2011-03-28,83.0,50.625,23.0,29.333,41.958,12.625,,0.0,1.75,33.417,16.2,9.079,2.6
2011-03-29,65.0,39.958,14.0,13.292,18.417,5.125,,0.0,1.042,16.083,15.6,10.067,4.2
2011-03-30,66.0,56.958,41.0,16.042,20.958,4.917,,0.0,1.458,20.042,17.6,13.571,10.3
2011-03-31,91.0,65.292,40.0,7.583,11.875,4.292,,10.0,0.542,18.25,18.7,12.396,6.3
2011-04-01,73.0,51.542,21.0,20.75,23.917,3.167,,0.0,1.542,15.792,15.0,9.817,2.6
2011-04-02,80.0,52.542,29.0,25.208,29.0,3.792,,0.0,2.667,32.292,18.0,12.112,6.5
2011-04-03,77.0,48.125,30.0,9.083,9.333,0.25,,0.0,0.625,14.708,8.4,6.662,4.4
2011-04-04,75.0,45.625,18.0,12.292,13.208,0.917,,0.0,0.75,14.042,12.9,7.7,4.2
2011-04-05,66.0,40.167,15.0,20.13,21.783,1.652,,0.0,1.826,19.391,14.4,8.821,0.7
2011-04-06,81.0,49.958,15.0,30.458,40.083,9.625,,0.0,2.375,21.958,18.3,12.312,4.4
2011-04-07,79.0,59.583,42.0,23.542,27.583,4.042,,0.0,2.5,25.875,18.1,14.342,9.9
2011-04-08,76.0,62.417,44.0,12.625,13.417,0.792,,0.0,1.5,16.875,18.2,15.729,13.9
2011-04-09,90.0,83.958,66.0,13.0,14.292,1.292,,0.0,1.0,20.083,16.1,14.604,10.7
2011-04-10,88.0,63.125,34.0,7.083,7.292,0.208,,0.0,1.167,19.125,16.8,12.646,8.6
2011-04-11,90.0,67.667,31.0,20.958,27.208,6.25,,9.0,1.625,34.833,19.4,12.608,6.5
2011-04-12,87.0,38.333,12.0,7.667,8.25,0.583,,1.0,0.417,16.5,15.2,10.092,5.7
2011-04-13,72.0,51.0,29.0,27.667,32.25,4.583,,0.0,2.125,35.0,17.9,12.571,4.8
2011-04-14,79.0,51.833,15.0,26.667,30.5,3.833,,0.0,3.0,45.083,21.8,15.075,7.5
2011-04-15,87.0,63.625,40.0,18.667,20.583,1.917,,0.0,3.458,40.833,21.6,17.062,13.8
2011-04-16,90.0,62.042,34.0,14.625,16.375,1.75,,0.0,1.667,33.708,22.7,17.446,12.0
2011-04-17,70.0,44.208,22.0,7.292,7.5,0.208,,0.0,1.208,26.458,16.8,12.688,8.1
2011-04-18,77.0,61.167,42.0,7.75,8.0,0.25,,0.0,0.958,26.458,16.6,13.462,10.1
2011-04-19,96.0,79.5,52.0,12.435,14.565,2.13,,24.0,0.304,17.0,17.0,10.158,5.1
2011-04-20,89.0,63.083,41.0,10.833,12.375,1.542,,0.0,0.583,12.875,15.4,9.604,3.3
2011-04-21,81.0,72.0,57.0,11.333,12.5,1.167,,0.0,0.833,20.208,14.8,11.017,7.5
2011-04-22,89.0,71.917,55.0,20.0,22.625,2.625,,0.0,1.583,32.583,17.4,14.362,9.9
2011-04-23,95.0,89.708,77.0,12.167,13.083,0.917,,39.0,1.0,24.375,17.7,15.233,13.8
2011-04-24,93.0,59.042,29.0,6.542,6.875,0.333,,0.0,1.042,14.917,19.1,15.167,9.8
2011-04-25,94.0,59.625,26.0,17.583,19.208,1.625,,1.0,1.0,23.364,19.1,13.538,7.8
2011-04-26,84.0,55.5,32.0,24.667,29.75,5.083,,0.0,1.75,22.75,19.4,14.729,7.7
2011-04-27,94.0,73.583,56.0,10.125,10.958,0.833,,4.0,1.625,45.208,22.5,18.962,15.6
2011-04-28,95.0,63.125,33.0,13.333,14.75,1.417,,2.0,1.542,20.042,23.2,18.167,12.8
2011-04-29,82.0,56.875,41.0,8.333,8.75,0.417,,0.0,1.208,10.625,17.6,13.929,9.5
2011-04-30,94.0,68.458,47.0,14.667,15.75,1.083,,0.0,1.5,28.542,19.8,15.767,9.3
2011-05-01,95.0,75.875,54.0,9.917,10.167,0.25,,3.0,1.125,23.792,20.3,17.142,14.7
2011-05-02,95.0,52.125,22.0,15.312,16.312,1.0,,1.0,1.348,68.957,23.9,18.558,12.6
2011-05-03,96.0,73.625,55.0,9.636,10.773,1.136,,17.0,0.583,43.125,17.5,14.321,11.9
2011-05-04,96.0,69.417,43.0,8.417,8.833,0.417,,0.0,0.917,18.042,21.3,16.371,11.6
2011-05-05,87.0,68.167,55.0,4.458,4.625,0.167,,0.0,0.542,16.667,16.0,13.992,12.0
2011-05-06,88.0,74.292,55.0,8.0,8.625,0.625,,0.0,0.375,14.958,18.2,14.362,11.1
2011-05-07,93.0,87.042,79.0,14.583,16.875,2.292,,0.0,0.25,21.667,17.3,15.571,13.7
2011-05-08,96.0,62.792,28.0,17.833,20.208,2.375,,0.0,1.958,35.375,24.6,19.562,13.4
2011-05-09,80.0,53.083,27.0,22.917,26.167,3.25,,0.0,2.208,23.083,22.9,18.442,12.9
2011-05-10,90.0,73.208,48.0,25.792,30.542,4.75,,4.0,1.958,33.792,26.1,21.05,15.6
2011-05-11,96.0,92.042,86.0,10.875,11.208,0.333,,43.0,0.083,10.875,15.6,13.4,12.3
2011-05-12,97.0,95.792,92.0,12.75,14.0,1.25,,22.0,0.0,13.458,15.7,14.171,12.5
2011-05-13,98.0,83.667,65.0,19.875,25.708,5.833,,1.0,0.667,27.833,23.1,18.408,14.4
2011-05-14,86.0,57.042,31.0,17.167,18.833,1.667,,0.0,2.125,48.417,22.8,18.525,13.6
2011-05-15,68.0,36.708,12.0,11.458,12.417,0.958,,0.0,1.875,17.125,24.6,19.4,13.1
2011-05-16,78.0,60.708,30.0,15.833,16.792,0.958,,0.0,2.833,32.083,22.4,19.267,16.6
2011-05-17,91.0,74.708,59.0,22.286,24.0,1.714,,11.0,1.591,32.958,20.3,16.962,13.8
2011-05-18,94.0,69.042,36.0,23.375,28.542,5.167,,0.0,2.333,44.208,22.8,18.225,13.2
2011-05-19,88.0,63.167,32.0,25.625,30.458,4.833,,0.0,2.583,37.0,24.6,19.683,14.0
2011-05-20,80.0,66.208,46.0,20.75,23.542,2.792,,0.0,2.708,38.208,24.5,20.629,17.2
2011-05-21,88.0,72.583,50.0,15.625,18.083,2.458,,0.0,1.708,30.875,25.5,21.175,17.8
2011-05-22,94.0,81.667,58.0,6.917,8.625,1.708,,14.0,0.708,17.333,25.7,18.762,13.4
2011-05-23,94.0,78.833,58.0,6.708,8.083,1.375,,10.0,0.167,11.833,16.9,14.067,11.3
2011-05-24,97.0,86.5,64.0,12.409,14.364,1.955,,22.0,0.136,9.0,16.6,12.638,10.5
2011-05-25,95.0,63.958,30.0,20.833,28.833,8.0,,0.0,1.833,17.583,22.7,17.425,10.5
2011-05-26,90.0,74.75,57.0,9.292,10.75,1.458,,0.0,0.958,18.875,20.7,17.7,14.5
2011-05-27,94.0,79.0,57.0,14.125,15.917,1.792,,2.0,0.875,18.792,20.1,17.55,15.7
2011-05-28,97.0,95.417,93.0,8.0,9.458,1.458,,25.0,0.375,10.0,18.9,17.625,16.0
2011-05-29,98.0,97.0,96.0,3.208,4.458,1.25,,67.0,0.0,3.542,17.5,16.567,14.9
2011-05-30,97.0,80.417,63.0,3.792,5.292,1.5,,5.0,0.083,6.609,20.2,16.025,14.3
2011-05-31,71.0,62.083,53.0,1.875,3.208,1.333,,0.0,0.083,16.458,17.0,13.892,11.0
2011-06-01,75.0,63.542,51.0,8.042,9.958,1.917,,0.0,0.792,33.042,17.3,14.312,10.8
2011-06-02,96.0,90.125,76.0,22.542,32.125,9.583,,17.0,0.417,34.833,16.1,14.629,13.5
2011-06-03,98.0,76.792,55.0,24.625,29.542,4.917,,0.0,1.792,32.208,23.0,18.908,14.1
2011-06-04,94.0,75.75,54.0,16.542,19.583,3.042,,0.0,2.125,35.333,24.9,21.067,17.6
2011-06-05,92.0,77.583,59.0,13.542,15.708,2.167,,5.0,1.583,35.625,24.3,20.9,17.4
2011-06-06,96.0,66.875,35.0,13.917,15.833,1.917,,0.0,1.708,36.458,27.7,22.038,16.1
2011-06-07,86.0,72.208,59.0,18.818,21.455,2.636,,0.0,4.091,36.375,23.4,20.642,18.9
2011-06-08,93.0,82.958,67.0,11.917,13.458,1.542,,1.0,0.292,14.75,22.5,18.612,16.6
2011-06-09,94.0,70.542,48.0,14.875,17.042,2.167,,0.0,2.208,17.458,24.5,20.712,15.6
2011-06-10,89.0,80.25,64.0,18.833,21.667,2.833,,0.0,1.667,17.5,25.7,22.0,19.8
2011-06-11,97.0,87.375,73.0,15.625,17.792,2.167,,41.0,0.625,28.375,23.3,20.875,19.5
2011-06-12,90.0,74.708,50.0,12.75,14.042,1.292,,0.0,1.292,32.958,25.2,21.767,18.6
2011-06-13,97.0,85.917,75.0,17.292,19.458,2.167,,33.0,1.125,20.75,22.4,19.762,17.1
2011-06-14,93.0,77.5,65.0,17.125,18.792,1.667,,0.0,1.417,25.25,23.2,20.442,17.8
2011-06-15,78.0,63.417,52.0,12.792,14.417,1.625,,0.0,1.208,12.917,22.5,20.021,18.2
2011-06-16,94.0,78.875,66.0,17.958,20.542,2.583,,5.0,0.917,18.042,23.2,19.867,16.9
2011-06-17,97.0,93.167,86.0,6.792,8.208,1.417,,18.0,0.0,10.542,19.5,17.954,16.8
2011-06-18,96.0,86.292,72.0,16.375,18.542,2.167,,5.0,0.75,21.333,21.2,18.925,17.0
2011-06-19,96.0,82.458,64.0,10.042,11.417,1.375,,0.0,0.917,23.958,23.6,20.612,17.8
2011-06-20,91.0,83.292,63.0,21.0,25.458,4.458,,0.0,1.708,13.042,25.8,22.529,20.3
2011-06-21,90.0,80.0,62.0,22.609,30.565,7.957,,1.0,1.174,12.75,26.9,23.579,21.3
2011-06-22,95.0,72.833,51.0,31.292,42.292,11.0,,0.0,2.292,35.292,29.8,25.671,20.5
2011-06-23,85.0,74.958,63.0,23.417,34.708,11.292,,0.0,2.167,30.75,28.9,26.025,23.7
2011-06-24,80.0,69.208,53.0,12.958,18.417,5.458,,0.0,0.917,24.083,31.5,27.212,24.6
2011-06-25,86.0,78.958,68.0,8.167,11.083,2.917,,0.0,0.417,16.875,24.6,22.108,19.3
2011-06-26,94.0,90.417,86.0,5.542,6.917,1.375,,0.0,0.0,20.167,20.9,19.55,18.3
2011-06-27,95.0,91.958,87.0,15.667,21.375,5.708,,1.0,0.0,37.583,22.1,20.65,18.9
2011-06-28,96.0,76.333,54.0,21.857,31.714,9.857,,0.0,1.381,44.217,31.7,26.238,20.8
2011-06-29,89.0,63.833,44.0,13.417,15.292,1.875,,0.0,1.25,27.0,34.1,28.679,23.0
2011-06-30,85.0,70.125,45.0,28.208,35.333,7.125,,2.0,3.0,28.375,32.8,27.804,24.7
2011-07-01,89.0,69.542,35.0,24.542,30.458,5.917,,3.0,1.625,35.083,33.7,27.625,24.0
2011-07-02,92.0,79.958,67.0,9.208,11.208,2.0,,1.0,1.208,32.5,28.2,25.046,22.7
2011-07-03,91.0,74.792,57.0,8.542,10.292,1.75,,0.0,0.833,26.5,30.4,26.517,22.5
2011-07-04,90.0,74.375,60.0,11.458,14.875,3.417,,0.0,1.333,44.696,30.3,27.275,24.6
2011-07-05,85.0,70.458,53.0,13.364,15.591,2.227,,2.0,1.318,22.478,30.9,27.004,23.8
2011-07-06,84.0,64.083,41.0,11.833,13.333,1.5,,0.0,1.417,25.75,31.8,27.092,23.3
2011-07-07,89.0,77.667,65.0,13.583,17.458,3.875,,1.0,1.333,16.417,28.7,25.379,23.3
2011-07-08,84.0,74.458,64.0,16.75,29.958,13.208,,0.0,1.875,23.458,29.6,26.992,25.5
2011-07-09,87.0,74.625,55.0,14.667,28.958,14.292,,0.0,1.458,24.25,31.5,27.621,25.1
2011-07-10,88.0,68.958,46.0,10.75,18.833,8.083,,0.0,2.458,23.125,32.4,28.175,24.3
2011-07-11,89.0,69.958,42.0,11.333,20.167,8.833,,0.0,2.833,17.174,32.9,28.362,24.8
2011-07-12,90.0,72.833,54.0,9.292,16.708,7.417,,0.0,1.0,20.875,32.3,27.804,25.0
2011-07-13,87.0,70.167,52.0,10.667,17.75,7.083,,0.0,1.458,20.542,31.2,27.646,24.8
2011-07-14,84.0,67.583,45.0,11.833,19.25,7.417,,0.0,1.167,21.042,32.7,27.942,24.5
2011-07-15,83.0,67.0,49.0,16.292,23.125,6.833,,0.0,1.542,21.458,31.8,28.1,24.5
2011-07-16,89.0,69.583,42.0,12.458,17.792,5.333,,0.0,2.417,26.333,32.4,28.279,24.9
2011-07-17,87.0,69.083,49.0,7.875,11.333,3.458,,0.0,1.375,19.042,33.2,28.808,25.1
2011-07-18,88.0,73.75,49.0,7.958,13.083,5.125,,0.0,1.333,33.542,33.2,28.821,26.2
2011-07-19,92.0,86.167,81.0,9.25,17.542,8.292,,25.0,0.667,23.625,27.3,26.288,24.5
2011-07-20,94.0,84.083,68.0,8.609,11.522,2.913,,8.0,0.478,30.087,29.0,25.162,20.3
2011-07-21,90.0,73.542,59.0,4.542,5.875,1.333,,0.0,0.0,17.875,22.2,19.912,17.3
2011-07-22,83.0,66.792,53.0,6.0,7.542,1.542,,0.0,0.0,12.833,23.0,19.504,16.1
2011-07-23,82.0,71.208,59.0,7.25,9.042,1.792,,0.0,0.0,13.375,24.6,21.438,17.1
2011-07-24,86.0,70.167,54.0,10.667,12.75,2.083,,0.0,0.833,20.667,28.2,24.821,19.9
2011-07-25,87.0,73.25,55.0,14.875,18.292,3.417,,0.0,1.167,26.917,30.3,26.442,23.6
2011-07-26,87.0,76.958,60.0,19.591,23.318,3.727,,0.0,1.591,18.81,29.3,26.062,24.3
2011-07-27,85.0,75.167,61.0,25.958,39.625,13.667,,0.0,2.833,15.708,28.8,26.567,24.5
2011-07-28,95.0,85.0,71.0,25.833,30.042,4.208,,5.0,1.75,34.625,27.9,25.1,23.1
2011-07-29,96.0,87.208,67.0,26.125,31.583,5.458,,7.0,1.417,32.083,27.9,24.779,22.4
2011-07-30,97.0,85.333,65.0,12.083,13.667,1.583,,8.0,0.75,21.542,28.2,24.292,21.9
2011-07-31,93.0,84.375,71.0,3.542,4.542,1.0,,1.0,0.042,25.167,24.5,22.496,21.2
2011-08-01,90.0,77.375,59.0,6.833,8.0,1.167,,0.0,0.625,27.292,26.5,23.167,20.7
2011-08-02,91.0,74.958,63.0,8.364,9.682,1.318,,0.0,0.682,26.783,27.5,24.396,20.3
2011-08-03,95.0,84.75,62.0,10.833,13.25,2.417,,18.0,0.917,17.292,28.7,24.804,22.5
2011-08-04,96.0,80.458,56.0,6.25,8.292,2.042,,4.0,0.375,15.292,30.5,26.092,22.8
2011-08-05,96.0,78.875,62.0,10.833,15.042,4.208,,1.0,1.833,13.5,31.4,26.975,23.3
2011-08-06,91.0,76.375,60.0,16.708,23.833,7.125,,0.0,2.75,22.083,31.6,27.967,25.1
2011-08-07,87.0,72.0,48.0,12.375,14.083,1.708,,0.0,1.75,25.667,32.8,28.425,25.4
2011-08-08,87.0,69.708,50.0,18.708,21.5,2.792,,0.0,2.708,29.417,32.9,28.75,24.5
2011-08-09,88.0,72.125,54.0,20.87,25.217,4.348,,0.0,3.083,45.208,32.9,29.183,25.7
2011-08-10,89.0,73.875,57.0,19.5,23.364,3.864,,0.0,3.458,40.875,33.8,29.383,26.3
2011-08-11,86.0,70.25,55.0,22.913,28.13,5.217,,0.0,4.25,51.75,34.3,29.804,27.0
2011-08-12,82.0,64.042,39.0,14.526,15.737,1.211,,0.0,2.417,40.792,35.0,30.079,26.0
2011-08-13,88.0,71.25,48.0,8.571,9.81,1.238,,0.0,3.042,57.625,33.6,29.212,25.2
2011-08-14,88.0,72.333,56.0,9.067,10.533,1.467,,0.0,2.958,55.625,33.1,29.55,27.0
2011-08-15,84.0,68.792,46.0,11.667,13.714,2.048,,0.0,2.458,37.667,33.3,29.492,26.5
2011-08-16,87.0,71.167,51.0,14.0,15.462,1.462,,0.0,2.318,38.545,32.9,29.442,26.1
2011-08-17,84.0,70.542,54.0,15.048,17.0,1.952,,0.0,2.25,42.625,33.7,29.558,26.0
2011-08-18,85.0,68.667,49.0,15.579,18.895,3.316,,0.0,2.208,44.833,34.8,30.392,27.6
2011-08-19,96.0,86.958,65.0,9.739,11.391,1.652,,76.0,0.583,21.208,30.5,23.921,20.6
2011-08-20,95.0,84.083,69.0,10.25,11.792,1.542,,0.0,0.042,9.75,24.5,22.462,20.8
2011-08-21,96.0,94.708,91.0,5.625,6.25,0.625,,11.0,0.0,10.042,21.9,19.471,18.3
2011-08-22,98.0,96.542,94.0,10.083,12.042,1.958,,23.0,0.0,8.875,21.2,19.696,18.4
2011-08-23,98.0,83.25,63.0,12.625,16.667,4.042,,0.0,1.458,24.565,30.1,25.196,20.5
2011-08-24,94.0,77.583,54.0,9.208,16.75,7.542,,0.0,3.125,14.958,32.0,27.742,24.6
2011-08-25,89.0,83.583,71.0,11.167,21.917,10.75,,0.0,2.417,21.083,28.2,26.721,25.5
2011-08-26,97.0,82.75,52.0,11.25,15.875,4.625,,16.0,0.542,18.333,30.4,25.262,21.2
2011-08-27,97.0,86.25,71.0,4.818,5.864,1.045,,0.0,0.0,12.625,26.7,22.917,20.8
2011-08-28,92.0,74.875,56.0,4.545,5.318,0.773,,0.0,0.25,13.458,29.1,24.642,20.5
2011-08-29,91.0,76.917,55.0,3.87,4.652,0.783,,0.0,0.083,14.792,28.7,24.829,22.0
2011-08-30,94.0,70.792,44.0,4.5,5.591,1.091,,2.0,0.174,9.792,29.9,25.379,21.6
2011-08-31,97.0,85.833,71.0,8.333,10.958,2.625,,10.0,0.167,14.625,28.6,24.738,20.4
2011-09-01,97.0,84.0,65.0,4.25,6.833,2.583,,27.0,0.0,19.0,30.5,27.079,24.2
2011-09-02,97.0,80.958,63.0,6.136,9.864,3.727,,5.0,0.75,24.0,30.9,27.596,24.6
2011-09-03,87.0,76.75,68.0,6.476,10.524,4.048,,2.0,1.083,30.0,29.5,27.504,25.8
2011-09-04,84.0,75.125,62.0,4.913,6.739,1.826,,1.0,1.0,22.25,29.3,26.904,25.1
2011-09-05,87.0,77.625,57.0,10.409,12.909,2.5,,0.0,0.875,22.333,29.2,25.85,24.0
2011-09-06,95.0,75.417,53.0,13.429,16.0,2.571,,20.0,0.826,9.5,27.6,23.775,20.1
