date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-24,98.0,86.875,55.0,17.913,36.609,18.696,5.1,0.921,-2.3
2011-01-25,98.0,79.75,31.0,26.042,73.583,47.542,8.8,1.904,-3.1
2011-01-26,98.0,73.083,37.0,20.042,39.708,19.667,6.5,0.404,-4.3
2011-01-27,97.0,75.083,40.0,22.375,73.042,50.667,7.8,0.008,-7.3
2011-01-28,94.0,65.667,32.0,18.583,40.125,21.542,6.0,0.108,-4.7
2011-01-29,82.0,47.042,29.0,5.042,5.917,0.875,5.9,1.375,-3.1
2011-01-30,81.0,46.708,28.0,15.583,30.208,14.625,6.1,1.012,-4.8
2011-01-31,89.0,60.292,33.0,29.652,85.652,56.0,8.8,0.962,-6.7
2011-02-01,89.0,55.083,37.0,15.375,28.375,13.0,11.6,4.454,-5.3
2011-02-02,64.0,38.208,17.0,13.958,23.0,9.042,6.0,1.379,-2.6
2011-02-03,88.0,55.375,21.0,20.917,43.0,22.083,6.7,-0.35,-7.3
2011-02-04,95.0,62.25,25.0,29.083,69.292,40.208,11.6,1.267,-6.9
2011-02-05,95.0,64.042,35.0,11.333,14.625,3.292,8.8,3.788,-3.2
2011-02-06,98.0,97.25,93.0,26.625,43.292,16.667,4.4,3.033,-0.3
2011-02-07,98.0,97.667,95.0,20.957,34.478,13.522,16.7,8.725,4.2
2011-02-08,98.0,71.167,42.0,17.125,27.042,9.917,7.7,5.921,2.7
2011-02-09,88.0,52.083,22.0,19.833,33.917,14.083,8.5,2.571,-3.5
2011-02-10,96.0,68.583,36.0,25.25,51.042,25.792,9.2,3.167,-2.5
2011-02-11,98.0,70.5,34.0,11.792,22.125,10.333,8.6,3.029,-2.6
2011-02-12,90.0,53.167,29.0,11.083,13.75,2.667,8.9,3.067,-3.3
2011-02-13,88.0,72.583,50.0,20.0,42.667,22.667,9.4,3.492,-3.9
2011-02-14,98.0,95.292,80.0,19.217,25.913,6.696,6.3,4.933,3.8
2011-02-15,98.0,89.708,68.0,26.542,47.833,21.292,9.2,6.021,3.7
2011-02-16,98.0,82.0,60.0,10.917,13.625,2.708,3.2,1.517,0.4
2011-02-17,98.0,87.042,56.0,11.875,16.333,4.458,8.1,2.729,-0.2
2011-02-18,98.0,62.042,31.0,8.458,13.25,4.792,5.7,0.962,-3.1
2011-02-19,94.0,61.833,28.0,8.917,12.125,3.208,8.0,0.433,-6.3
2011-02-20,95.0,66.333,24.0,17.083,41.833,24.75,10.1,2.075,-4.5
2011-02-21,96.0,60.917,16.0,25.565,69.13,43.565,12.9,5.183,-3.5
2011-02-22,85.0,69.542,57.0,13.0,15.5,2.5,8.7,6.279,2.0
2011-02-23,98.0,96.833,81.0,14.375,17.875,3.5,8.8,5.838,4.1
2011-02-24,81.0,62.583,39.0,9.929,11.786,1.857,14.8,9.092,4.0
2011-02-25,98.0,95.708,84.0,9.875,12.292,2.417,8.3,5.596,4.2
2011-02-26,94.0,73.833,53.0,6.375,7.542,1.167,8.3,5.108,2.6
2011-02-27,59.0,44.708,29.0,8.833,13.0,4.167,8.3,4.046,0.7
2011-02-28,74.0,58.0,41.0,8.625,11.0,2.375,5.7,2.808,-1.2
2011-03-01,98.0,96.125,91.0,17.333,26.5,9.167,10.5,6.862,2.8
2011-03-02,98.0,96.5,85.0,14.739,17.348,2.609,9.5,6.562,3.9
2011-03-03,98.0,80.5,64.0,6.667,7.583,0.917,9.8,6.204,3.1
2011-03-04,96.0,77.792,68.0,7.042,7.542,0.5,6.0,4.938,3.0
2011-03-05,98.0,98.0,98.0,21.875,31.583,9.708,8.5,5.546,2.6
2011-03-06,98.0,97.583,95.0,19.333,28.417,9.083,14.7,10.45,8.3
2011-03-07,98.0,79.875,57.0,10.167,12.542,2.375,13.5,11.175,9.8
2011-03-08,98.0,87.875,69.0,7.875,9.042,1.167,9.7,8.188,6.6
2011-03-09,98.0,98.0,98.0,7.773,8.864,1.091,8.5,7.329,5.9
2011-03-10,98.0,96.5,90.0,5.667,6.292,0.625,5.5,4.679,3.6
2011-03-11,98.0,87.5,70.0,6.208,7.5,1.292,9.9,6.0,2.6
2011-03-12,98.0,59.917,31.0,12.625,18.0,5.375,11.3,5.742,-0.8
2011-03-13,86.0,49.0,21.0,14.958,20.25,5.292,10.9,5.529,1.3
2011-03-14,96.0,71.625,35.0,12.292,17.333,5.042,10.9,5.067,0.6
2011-03-15,98.0,61.833,24.0,19.708,42.833,23.125,13.7,5.271,-1.7
2011-03-16,96.0,68.708,36.0,18.0,34.522,16.522,10.5,3.975,-4.3
2011-03-17,98.0,93.208,72.0,25.042,40.833,15.792,12.0,8.383,7.3
2011-03-18,98.0,98.0,98.0,18.25,24.5,6.25,11.5,8.596,5.6
2011-03-19,98.0,67.958,33.0,13.792,17.667,3.875,11.8,8.5,6.3
2011-03-20,98.0,80.208,58.0,11.958,16.458,4.5,11.2,6.383,1.8
2011-03-21,98.0,56.042,28.0,15.0,22.0,7.0,11.6,5.775,-0.5
2011-03-22,97.0,72.583,40.0,34.167,71.5,37.333,14.6,6.7,-2.9
2011-03-23,98.0,94.042,75.0,25.217,64.696,39.478,11.2,8.058,3.4
2011-03-24,98.0,98.0,98.0,15.0,20.917,5.917,8.3,6.633,3.3
2011-03-25,99.0,65.875,33.0,11.708,18.542,6.833,13.5,7.167,-0.2
2011-03-26,97.0,65.833,29.0,14.875,26.708,11.833,12.6,4.679,-2.2
2011-03-27,98.0,62.375,21.0,20.458,53.417,32.958,14.1,6.825,-2.9
2011-03-28,98.0,60.917,27.0,22.292,42.375,20.083,17.5,9.196,0.2
2011-03-29,95.0,54.792,11.0,15.75,24.125,8.375,16.5,8.779,-0.9
2011-03-30,78.0,62.083,44.0,9.304,10.87,1.565,18.6,14.592,9.2
2011-03-31,97.0,70.833,52.0,5.833,7.458,1.625,19.7,14.054,7.5
2011-04-01,88.0,56.833,27.0,15.792,27.875,12.083,16.1,8.433,-1.2
2011-04-02,89.0,61.542,37.0,16.917,21.708,4.792,18.5,11.346,2.9
2011-04-03,80.0,60.375,40.0,8.708,9.417,0.708,7.0,5.854,3.3
2011-04-04,81.0,53.083,29.0,10.833,12.708,1.875,12.2,6.688,2.6
2011-04-05,81.0,47.333,21.0,15.174,25.217,10.043,15.0,6.258,-2.4
2011-04-06,91.0,54.25,15.0,20.875,35.458,14.583,19.4,9.933,-0.8
2011-04-07,82.0,57.542,30.0,11.083,13.542,2.458,20.2,14.138,7.3
2011-04-08,75.0,55.708,44.0,4.333,5.083,0.75,17.8,16.133,13.9
2011-04-09,91.0,80.333,72.0,6.417,8.0,1.583,17.2,15.483,10.6
2011-04-10,86.0,63.542,31.0,3.958,4.292,0.333,16.5,11.975,8.7
2011-04-11,91.0,70.167,38.0,13.125,17.375,4.25,19.3,11.812,5.0
2011-04-12,90.0,53.125,17.0,10.304,16.087,5.783,14.7,8.908,4.2
2011-04-13,88.0,53.0,22.0,16.167,22.708,6.542,19.5,11.642,2.4
2011-04-14,88.0,53.208,14.0,23.125,32.875,9.75,23.5,14.075,3.2
2011-04-15,80.0,62.25,38.0,8.917,10.708,1.792,21.8,16.829,10.0
2011-04-16,81.0,59.458,35.0,7.083,8.458,1.375,23.8,17.842,10.5
2011-04-17,80.0,55.083,31.0,4.167,4.583,0.417,16.5,11.212,6.6
2011-04-18,86.0,62.75,41.0,4.958,5.375,0.417,16.9,13.154,8.7
2011-04-19,93.0,74.917,33.0,9.13,11.0,1.87,17.6,11.579,4.2
2011-04-20,89.0,66.583,43.0,10.417,19.083,8.667,14.7,8.804,1.3
2011-04-21,87.0,73.792,59.0,10.25,12.417,2.167,14.2,10.779,8.0
2011-04-22,88.0,69.875,45.0,13.833,18.458,4.625,19.4,14.662,10.5
2011-04-23,90.0,84.833,70.0,3.875,5.833,1.958,18.3,15.762,13.4
2011-04-24,89.0,65.542,46.0,4.833,5.417,0.583,18.5,14.975,9.0
2011-04-25,92.0,64.958,30.0,14.875,22.417,7.542,19.0,12.271,5.4
2011-04-26,90.0,59.208,29.0,13.565,28.391,14.826,20.5,14.6,4.1
2011-04-27,89.0,63.917,45.0,4.083,5.292,1.208,23.5,19.721,16.0
2011-04-28,91.0,64.042,34.0,10.667,12.417,1.75,23.0,18.025,11.9
2011-04-29,87.0,67.208,48.0,9.125,10.75,1.625,16.8,12.55,7.5
2011-04-30,92.0,64.875,35.0,8.458,12.417,3.958,21.4,15.567,5.9
2011-05-01,92.0,70.458,54.0,4.875,5.167,0.292,20.2,17.892,15.8
2011-05-02,93.0,56.458,25.0,9.25,11.5,2.25,23.6,17.317,11.0
2011-05-03,93.0,79.542,58.0,5.0,5.391,0.391,17.0,14.221,11.2
2011-05-04,93.0,71.875,49.0,2.792,3.042,0.25,21.6,15.412,11.6
2011-05-05,91.0,68.708,51.0,3.667,3.792,0.125,16.8,13.867,12.0
2011-05-06,91.0,75.375,62.0,9.292,11.0,1.708,17.8,14.512,11.6
2011-05-07,93.0,87.667,73.0,6.833,9.333,2.5,18.4,15.467,12.9
2011-05-08,94.0,67.667,41.0,12.625,15.167,2.542,26.5,19.329,12.7
2011-05-09,82.0,65.375,43.0,9.208,11.833,2.625,22.3,16.7,8.6
2011-05-10,92.0,73.042,50.0,14.304,17.522,3.217,27.4,21.462,15.5
2011-05-11,93.0,91.0,88.0,6.375,7.708,1.333,15.0,13.421,12.6
2011-05-12,94.0,92.667,90.0,10.083,11.375,1.292,16.9,14.896,12.9
2011-05-13,94.0,85.417,75.0,11.125,14.75,3.625,21.7,18.067,15.3
2011-05-14,92.0,58.75,28.0,10.542,12.958,2.417,23.6,17.733,11.2
2011-05-15,75.0,35.667,16.0,7.333,8.583,1.25,25.0,19.158,12.2
2011-05-16,79.0,56.625,27.0,5.625,7.375,1.75,23.3,19.117,15.1
2011-05-17,93.0,77.042,66.0,9.565,12.783,3.217,18.9,15.962,12.6
2011-05-18,94.0,71.625,40.0,11.417,21.542,10.125,21.9,16.683,10.7
2011-05-19,92.0,58.208,27.0,13.208,15.833,2.625,25.8,19.208,10.4
2011-05-20,76.0,60.292,45.0,14.208,17.042,2.833,26.2,21.025,16.9
2011-05-21,81.0,67.125,49.0,9.0,10.792,1.792,27.2,22.071,17.7
2011-05-22,92.0,79.5,57.0,4.667,5.417,0.75,27.0,18.912,13.7
2011-05-23,91.0,76.417,56.0,7.292,7.917,0.625,16.7,14.242,11.9
2011-05-24,93.0,86.917,63.0,9.565,16.913,7.348,15.8,11.975,9.0
2011-05-25,93.0,70.667,39.0,10.292,29.875,19.583,22.7,15.904,7.6
2011-05-26,93.0,79.042,55.0,7.375,10.042,2.667,20.6,16.858,12.4
2011-05-27,93.0,78.667,63.0,7.417,10.833,3.417,20.2,17.567,14.7
2011-05-28,94.0,92.375,90.0,6.208,6.667,0.458,19.6,17.971,16.6
2011-05-29,94.0,92.958,92.0,6.958,7.333,0.375,17.4,17.038,16.1
2011-05-30,93.0,82.417,66.0,4.292,4.958,0.667,17.6,15.717,14.2
2011-05-31,80.0,68.75,55.0,3.957,4.391,0.435,15.2,12.488,10.4
2011-06-01,80.0,68.042,56.0,4.25,5.208,0.958,16.0,13.438,9.8
2011-06-02,93.0,88.083,82.0,12.25,20.667,8.417,17.8,15.283,13.0
2011-06-03,94.0,81.75,56.0,11.042,15.458,4.417,23.7,18.517,14.9
2011-06-04,93.0,71.292,42.0,9.0,14.542,5.542,26.5,20.888,14.5
2011-06-05,83.0,71.25,59.0,7.25,7.958,0.708,25.9,21.712,18.3
2011-06-06,92.0,65.75,35.0,10.375,12.542,2.167,28.4,21.429,15.6
2011-06-07,91.0,75.25,56.0,8.783,12.826,4.043,23.6,19.792,16.2
2011-06-08,92.0,85.375,71.0,11.917,14.167,2.25,21.1,18.112,15.3
2011-06-09,94.0,77.5,51.0,10.292,19.125,8.833,24.5,19.308,13.7
2011-06-10,91.0,76.167,57.0,7.609,10.435,2.826,26.1,21.904,17.6
2011-06-11,93.0,88.75,76.0,8.583,11.833,3.25,21.9,20.208,18.4
2011-06-12,92.0,76.875,46.0,5.083,5.833,0.75,25.6,21.188,17.7
2011-06-13,93.0,87.208,74.0,7.333,9.417,2.083,22.1,18.892,16.6
2011-06-14,93.0,81.625,64.0,7.652,10.522,2.87,22.8,19.175,16.4
2011-06-15,91.0,70.542,54.0,7.042,10.167,3.125,21.8,18.854,16.7
2011-06-16,93.0,81.667,66.0,5.75,8.167,2.417,22.6,19.383,16.1
2011-06-17,93.0,90.417,84.0,6.417,6.792,0.375,20.8,18.358,17.3
2011-06-18,93.0,86.625,70.0,7.042,9.708,2.667,21.3,18.683,15.8
2011-06-19,94.0,86.292,68.0,4.25,4.708,0.458,23.4,19.921,17.6
2011-06-20,93.0,80.667,67.0,10.667,13.958,3.292,26.2,22.579,18.1
2011-06-21,90.0,75.5,57.0,14.565,20.739,6.174,27.9,24.217,21.4
2011-06-22,93.0,69.292,37.0,20.875,33.542,12.667,32.2,26.429,19.6
2011-06-23,82.0,72.083,59.0,14.917,21.042,6.125,30.2,26.342,24.1
2011-06-24,81.0,70.292,56.0,9.391,14.565,5.174,30.2,26.796,24.2
2011-06-25,86.0,78.708,68.0,10.75,13.375,2.625,25.6,22.167,19.1
2011-06-26,93.0,90.583,87.0,5.833,6.292,0.458,21.1,19.562,18.5
2011-06-27,94.0,89.75,81.0,9.083,16.75,7.667,25.1,22.188,18.8
2011-06-28,88.0,72.417,55.0,9.652,15.391,5.739,31.5,27.271,23.3
2011-06-29,91.0,70.0,49.0,9.833,14.75,4.917,28.2,25.44,23.8
2011-06-30,91.0,74.25,41.0,14.125,21.958,7.833,34.2,27.112,22.7
2011-07-01,93.0,78.667,53.0,13.542,19.75,6.208,32.6,26.492,23.2
2011-07-02,93.0,83.958,65.0,5.917,7.292,1.375,28.0,24.512,22.2
2011-07-03,92.0,77.833,62.0,3.333,4.25,0.917,30.2,26.179,22.9
2011-07-04,84.0,72.333,59.0,4.5,6.0,1.5,31.0,27.633,24.9
2011-07-05,85.0,67.333,50.0,12.0,14.261,2.261,32.4,27.367,23.3
2011-07-06,91.0,68.083,43.0,6.083,7.125,1.042,30.9,26.17,21.9
2011-07-07,87.0,73.125,62.0,7.833,10.167,2.333,,,
2011-07-08,79.0,70.875,64.0,9.25,14.25,5.0,29.8,28.064,26.0
2011-07-09,86.0,68.208,54.0,12.042,21.292,9.25,33.6,28.588,24.9
2011-07-10,85.0,63.208,38.0,8.708,12.375,3.667,34.7,29.004,24.2
2011-07-11,90.0,68.583,44.0,10.083,16.625,6.542,34.1,28.625,23.3
2011-07-12,86.0,68.125,47.0,7.522,13.652,6.13,33.3,28.133,24.0
2011-07-13,88.0,66.083,44.0,7.833,13.958,6.125,32.9,27.596,23.1
2011-07-14,87.0,63.292,38.0,9.333,16.042,6.708,33.8,27.938,22.1
2011-07-15,89.0,63.333,34.0,12.083,18.25,6.167,34.6,28.588,22.4
2011-07-16,88.0,68.625,43.0,7.958,13.333,5.375,33.3,28.071,23.7
2011-07-17,90.0,67.958,40.0,3.417,5.5,2.083,35.1,28.95,23.7
2011-07-18,86.0,69.0,48.0,4.0,5.917,1.917,33.5,29.183,26.2
2011-07-19,92.0,88.292,77.0,3.217,7.261,4.043,27.8,25.771,24.8
2011-07-20,91.0,84.625,73.0,4.292,7.583,3.292,28.6,24.775,19.8
2011-07-21,92.0,82.292,65.0,2.625,3.083,0.458,20.9,18.608,16.2
2011-07-22,89.0,70.708,50.0,4.792,5.75,0.958,23.9,19.175,15.2
2011-07-23,85.0,78.208,72.0,3.708,3.875,0.167,22.4,20.142,17.1
2011-07-24,91.0,78.292,63.0,4.667,6.292,1.625,26.9,23.267,18.2
2011-07-25,90.0,73.333,56.0,5.792,8.167,2.375,29.7,25.804,22.1
2011-07-26,85.0,75.125,58.0,8.565,11.522,2.957,28.5,25.667,23.7
2011-07-27,83.0,74.292,64.0,14.583,20.875,6.292,28.9,26.1,24.4
2011-07-28,93.0,86.958,69.0,11.083,14.875,3.792,28.1,24.162,22.6
2011-07-29,93.0,86.583,75.0,21.458,30.458,9.0,26.9,24.612,22.4
2011-07-30,93.0,87.667,69.0,9.875,13.167,3.292,27.2,23.9,22.0
2011-07-31,93.0,86.625,75.0,4.708,5.333,0.625,24.6,22.033,20.7
2011-08-01,92.0,79.667,63.0,5.75,6.75,1.0,26.5,22.488,19.8
2011-08-02,93.0,77.292,59.0,6.043,8.391,2.348,28.0,23.604,19.6
2011-08-03,92.0,83.833,69.0,7.75,12.208,4.458,28.0,24.383,21.1
2011-08-04,94.0,81.375,60.0,5.333,8.458,3.125,29.7,25.592,22.3
2011-08-05,93.0,84.708,60.0,4.5,7.625,3.125,30.6,25.696,23.0
2011-08-06,92.0,76.875,58.0,10.833,17.208,6.375,32.3,27.454,23.2
2011-08-07,91.0,79.625,56.0,6.083,7.625,1.542,32.4,27.425,23.7
2011-08-08,90.0,75.375,57.0,11.792,17.083,5.292,32.0,27.779,23.0
2011-08-09,92.0,74.0,53.0,15.478,20.87,5.391,33.6,28.45,23.9
2011-08-10,88.0,70.917,53.0,12.25,15.375,3.125,34.5,29.35,25.5
2011-08-11,87.0,71.583,45.0,13.083,16.0,2.917,35.6,29.396,24.8
2011-08-12,89.0,73.792,50.0,10.333,14.75,4.417,33.2,28.054,24.2
2011-08-13,91.0,75.417,55.0,6.542,7.625,1.083,32.9,27.971,23.4
2011-08-14,92.0,72.625,52.0,5.375,5.917,0.542,34.1,29.025,25.1
2011-08-15,86.0,70.042,52.0,6.833,8.125,1.292,32.9,28.583,25.1
2011-08-16,90.0,72.833,52.0,8.652,10.348,1.696,33.6,28.438,23.8
2011-08-17,91.0,70.25,47.0,10.5,14.0,3.5,34.3,28.892,23.9
2011-08-18,84.0,67.292,48.0,12.292,15.292,3.0,34.0,29.596,26.3
2011-08-19,93.0,86.083,70.0,9.435,11.13,1.696,29.0,23.475,20.6
2011-08-20,93.0,84.583,67.0,9.75,11.417,1.667,25.5,22.367,20.7
2011-08-21,94.0,92.458,90.0,3.75,3.75,0.0,21.8,20.162,19.2
2011-08-22,94.0,92.458,88.0,8.792,10.0,1.208,21.9,20.767,19.4
2011-08-23,94.0,79.375,54.0,7.783,11.696,3.913,31.4,25.621,21.0
2011-08-24,93.0,85.958,71.0,5.833,13.625,7.792,29.2,25.662,22.3
2011-08-25,91.0,80.417,69.0,4.875,11.333,6.458,29.2,26.725,24.8
2011-08-26,93.0,82.292,55.0,10.75,16.208,5.458,32.2,25.496,21.7
2011-08-27,93.0,85.833,73.0,8.792,10.167,1.375,26.6,22.883,21.2
2011-08-28,93.0,79.208,57.0,7.417,8.208,0.792,29.3,24.025,20.3
2011-08-29,93.0,82.542,65.0,7.708,8.75,1.042,27.6,24.071,21.9
2011-08-30,93.0,76.5,50.0,6.783,7.913,1.13,28.6,24.779,22.2
2011-08-31,94.0,85.375,61.0,7.5,12.0,4.5,30.1,25.229,21.5
2011-09-01,92.0,83.417,67.0,1.833,2.708,0.875,30.3,27.046,24.7
2011-09-02,92.0,81.708,68.0,1.083,2.042,0.958,30.2,27.283,25.2
2011-09-03,89.0,79.917,67.0,1.5,3.375,1.875,29.1,26.871,24.8
2011-09-04,86.0,78.542,63.0,1.042,1.375,0.333,29.0,26.083,23.7
2011-09-05,92.0,80.458,61.0,4.083,5.917,1.833,28.3,24.992,22.1
2011-09-06,92.0,79.25,59.0,8.13,11.913,3.783,27.0,23.346,20.8
2011-09-07,91.0,74.292,46.0,10.5,13.25,2.75,29.2,22.617,17.2
2011-09-08,93.0,69.292,32.0,9.958,12.667,2.708,31.3,23.833,17.0
2011-09-09,90.0,74.583,56.0,10.542,17.167,6.625,32.1,26.571,21.5
2011-09-10,91.0,74.292,51.0,8.625,14.0,5.375,32.9,26.896,22.1
2011-09-11,93.0,82.667,56.0,3.75,5.542,1.792,30.2,25.542,22.8
2011-09-12,94.0,77.375,52.0,5.125,14.583,9.458,31.1,25.971,21.7
2011-09-13,93.0,78.5,50.0,8.87,15.435,6.565,31.9,25.75,21.8
2011-09-14,94.0,75.167,46.0,9.833,16.417,6.583,32.9,26.283,21.2
2011-09-15,93.0,76.542,49.0,4.5,10.042,5.542,31.4,25.812,20.5
2011-09-16,93.0,77.25,54.0,4.917,11.292,6.375,30.9,26.117,21.9
2011-09-17,91.0,75.375,54.0,3.167,7.417,4.25,31.7,26.996,23.9
2011-09-18,91.0,73.125,44.0,3.25,4.917,1.667,32.1,26.904,22.7
2011-09-19,93.0,80.667,63.0,6.583,11.0,4.417,29.5,23.446,19.3
2011-09-20,94.0,92.083,86.0,10.348,12.217,1.87,20.8,19.562,18.1
2011-09-21,94.0,86.75,69.0,4.375,6.833,2.458,26.0,23.146,18.8
2011-09-22,92.0,75.542,57.0,9.875,12.917,3.042,27.6,22.138,17.4
2011-09-23,93.0,79.375,57.0,8.667,12.75,4.083,23.4,18.99,16.0
2011-09-24,92.0,71.417,41.0,7.792,15.458,7.667,23.3,19.815,13.2
2011-09-25,91.0,74.542,50.0,9.958,11.5,1.542,22.2,18.894,15.0
2011-09-26,93.0,88.583,75.0,12.958,16.375,3.417,18.5,16.196,14.4
2011-09-27,93.0,82.25,61.0,12.304,18.696,6.391,21.7,17.421,13.3
2011-09-28,92.0,77.833,62.0,7.5,8.792,1.292,21.6,17.504,13.4
2011-09-29,92.0,78.0,56.0,9.75,14.75,5.0,23.7,18.962,15.6
2011-09-30,91.0,77.167,59.0,14.667,18.208,3.542,26.8,22.158,16.8
2011-10-01,87.0,70.875,56.0,9.875,11.417,1.542,21.3,19.0,16.1
2011-10-02,77.0,67.583,53.0,5.833,6.333,0.5,19.3,16.258,15.0
2011-10-03,84.0,60.833,32.0,11.0,16.458,5.458,22.2,16.927,13.0
2011-10-04,83.0,61.375,42.0,10.913,15.174,4.261,,,
2011-10-05,94.0,90.875,80.0,11.208,15.792,4.583,,,
2011-10-06,95.0,86.375,63.0,10.75,15.042,4.292,18.2,17.243,16.7
2011-10-07,93.0,61.542,31.0,17.958,31.0,13.042,23.7,19.237,15.5
2011-10-08,91.0,69.167,38.0,11.208,20.833,9.625,21.6,18.936,15.6
2011-10-09,91.0,78.083,59.0,5.0,5.333,0.333,21.7,17.521,14.6
2011-10-10,92.0,79.708,56.0,10.125,11.875,1.75,23.9,18.308,13.2
2011-10-11,93.0,78.292,53.0,11.478,24.913,13.435,24.6,17.667,12.1
2011-10-12,92.0,77.292,51.0,8.958,12.083,3.125,22.4,17.674,13.6
2011-10-13,92.0,78.792,52.0,13.792,30.75,16.958,22.9,18.371,13.0
2011-10-14,94.0,76.833,49.0,15.042,41.5,26.458,24.1,19.679,13.4
2011-10-15,92.0,83.583,72.0,3.708,6.042,2.333,24.4,22.488,20.5
2011-10-16,91.0,66.708,34.0,6.542,7.208,0.667,28.2,22.875,19.9
2011-10-17,92.0,70.0,41.0,16.958,28.208,11.25,24.4,19.217,14.1
2011-10-18,89.0,76.208,58.0,16.043,20.565,4.522,19.3,16.161,12.4
2011-10-19,90.0,75.208,64.0,10.333,12.5,2.167,,,
2011-10-20,89.0,80.333,67.0,7.5,8.75,1.25,18.6,16.847,14.7
2011-10-21,94.0,84.25,73.0,6.875,7.875,1.0,19.5,16.712,13.8
2011-10-22,94.0,85.708,67.0,8.167,11.583,3.417,25.7,20.533,16.2
2011-10-23,94.0,86.792,75.0,2.958,3.792,0.833,23.8,20.425,17.1
2011-10-24,94.0,87.292,73.0,11.292,13.708,2.417,22.1,18.254,15.9
2011-10-25,95.0,76.208,50.0,13.391,17.609,4.217,25.5,19.738,15.9
2011-10-26,90.0,64.708,38.0,11.875,19.042,7.167,19.2,16.065,13.4
2011-10-27,92.0,72.125,40.0,16.25,52.833,36.583,17.3,16.583,15.2
2011-10-28,92.0,76.083,48.0,19.292,37.0,17.708,19.3,17.212,13.2
2011-10-29,93.0,79.292,57.0,14.292,21.458,7.167,20.2,15.469,11.5
2011-10-30,92.0,83.542,66.0,6.375,6.875,0.5,17.2,14.321,10.8
2011-10-31,93.0,79.917,52.0,16.625,30.25,13.625,21.7,15.783,11.4
2011-11-01,94.0,74.917,41.0,15.565,38.652,23.087,20.2,15.488,10.0
2011-11-02,93.0,80.667,53.0,15.792,40.458,24.667,16.4,13.4,11.8
2011-11-03,94.0,83.625,61.0,20.625,47.792,27.167,20.8,14.967,10.8
2011-11-04,94.0,84.292,67.0,19.542,42.5,22.958,20.2,15.238,9.7
2011-11-05,95.0,86.125,71.0,15.875,37.958,22.083,21.7,16.729,10.6
2011-11-06,95.0,93.542,89.0,10.042,12.417,2.375,18.8,16.792,15.3
2011-11-07,93.0,83.25,57.0,11.542,16.042,4.5,21.2,15.988,13.5
2011-11-08,93.0,82.333,58.0,13.043,28.348,15.304,16.3,12.819,9.0
2011-11-09,93.0,79.833,52.0,13.375,40.958,27.583,,,
2011-11-10,92.0,76.542,54.0,17.958,33.0,15.042,,,
2011-11-11,95.0,90.417,82.0,14.0,17.042,3.042,12.1,11.171,10.2
2011-11-12,95.0,85.875,63.0,9.375,17.5,8.125,19.3,13.817,9.3
2011-11-13,95.0,83.958,57.0,9.083,14.417,5.333,21.0,13.762,8.8
2011-11-14,95.0,80.167,60.0,14.583,25.708,11.125,18.1,13.771,9.7
2011-11-15,93.0,78.125,49.0,14.913,24.261,9.348,14.7,11.405,8.5
2011-11-16,84.0,59.083,31.0,14.0,22.833,8.833,,,
2011-11-17,88.0,64.417,27.0,17.958,35.083,17.125,17.1,15.512,13.0
2011-11-18,95.0,89.167,77.0,20.125,35.917,15.792,8.9,8.257,7.8
