date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-19,187.0,3.166,94.186,89.845,77.069,6.957,9.885,15.603,5.714,,0.534,7.739,6.522,5.298,193.957
2011-01-20,182.913,2.12,92.961,76.066,59.165,3.652,5.182,8.259,3.087,,0.378,10.416,8.053,5.883,186.565
2011-01-21,189.609,3.146,94.616,82.823,63.652,5.609,9.461,15.08,5.668,,0.36,10.336,6.748,3.763,195.217
2011-01-22,191.435,2.729,94.473,86.503,66.464,5.043,5.035,6.792,1.79,,0.454,8.272,5.644,2.394,196.478
2011-01-23,195.522,2.803,93.552,74.346,55.705,5.13,5.637,9.149,3.525,,1.004,5.99,3.503,1.418,200.652
2011-01-24,188.217,1.958,82.272,64.319,54.114,4.174,1.712,1.954,0.25,,1.017,2.704,1.593,0.113,192.391
2011-01-25,188.957,2.812,85.298,68.079,52.103,5.043,2.423,2.737,0.334,,2.277,2.325,0.789,-0.815,194.0
2011-01-26,186.783,2.542,89.598,70.377,54.889,4.696,3.758,4.678,0.947,,2.636,3.82,1.6,-0.772,191.478
2011-01-27,189.696,4.312,86.957,69.318,43.268,5.174,6.935,9.257,2.364,,3.832,7.281,3.854,1.456,194.87
2011-01-28,188.435,3.5,87.707,69.12,51.852,4.826,5.212,6.427,1.229,,2.517,7.439,4.571,1.867,193.261
2011-01-29,191.304,2.875,94.546,87.594,73.051,5.826,3.787,4.934,1.113,,0.892,5.008,2.386,0.662,197.13
2011-01-30,194.174,3.118,96.06,78.25,52.458,5.652,4.916,7.174,2.129,,1.815,5.358,2.178,0.193,199.826
2011-01-31,192.8,3.074,74.315,56.24,42.876,4.4,5.489,7.12,1.699,,3.499,6.478,3.488,-0.091,197.2
2011-02-01,189.348,3.169,90.661,63.534,46.988,3.261,3.073,3.339,0.249,,3.896,5.887,3.043,0.33,192.609
2011-02-02,196.565,2.5,93.059,75.843,56.169,19.783,2.507,2.944,0.452,,2.225,0.903,-1.378,-3.199,216.348
2011-02-03,,2.521,90.981,78.416,58.356,,3.796,4.894,1.106,,1.209,3.476,0.774,-2.035,
2011-02-04,188.13,3.646,82.152,64.068,52.96,3.522,5.104,5.604,0.512,,4.81,5.847,3.493,1.23,191.652
2011-02-05,197.391,5.438,85.794,71.931,53.129,6.087,7.871,9.749,1.916,,3.192,8.22,3.939,0.546,203.478
2011-02-06,200.217,6.854,95.339,88.043,76.183,9.435,13.173,20.994,7.805,,1.523,7.41,3.958,0.026,209.652
2011-02-07,196.261,4.146,96.06,78.116,54.03,5.348,6.524,7.911,1.428,,2.663,8.496,5.385,2.097,201.609
2011-02-08,186.0,2.25,86.707,69.711,57.095,3.375,2.717,3.112,0.339,,1.424,1.742,0.086,-1.799,189.375
2011-02-09,185.667,2.304,80.591,62.682,53.466,2.333,2.603,2.996,0.354,,1.479,2.748,1.382,0.299,188.0
2011-02-10,186.435,2.666,85.463,66.904,50.236,3.043,4.833,6.355,1.485,,1.377,5.907,2.917,0.233,189.478
2011-02-11,186.261,2.842,85.683,68.496,49.926,3.435,4.203,5.039,0.819,,0.749,6.176,2.9,0.04,189.696
2011-02-12,186.565,3.73,83.602,66.045,43.918,5.391,5.564,7.622,2.106,,1.266,7.821,3.125,-0.471,191.957
2011-02-13,194.609,4.666,94.943,90.483,78.631,6.565,11.575,16.12,4.574,,1.035,4.318,3.067,1.418,201.174
2011-02-14,194.478,5.438,95.626,93.033,82.156,11.0,11.463,17.912,6.422,,0.784,8.239,5.081,3.258,205.478
2011-02-15,190.435,3.666,95.663,87.477,72.956,4.739,7.387,10.925,3.555,,0.884,6.916,4.41,1.199,195.174
2011-02-16,188.826,2.458,86.595,67.316,48.749,3.478,4.303,6.027,1.78,,1.245,6.361,3.509,1.041,192.304
2011-02-17,187.652,2.362,83.659,63.966,46.362,3.435,3.256,3.859,0.584,,2.381,4.702,2.073,-0.726,191.087
2011-02-18,189.087,2.587,94.108,85.192,67.716,2.826,4.171,5.491,1.319,,0.901,1.569,-0.244,-1.547,191.913
2011-02-19,187.652,2.565,94.906,87.312,75.702,2.87,3.57,4.479,0.901,,0.774,2.444,0.332,-1.524,190.522
2011-02-20,188.0,3.416,88.63,72.535,51.043,4.391,7.237,9.574,2.439,,0.843,7.832,2.923,-0.533,192.391
2011-02-21,190.696,4.312,93.2,76.597,50.944,6.565,9.814,14.203,4.398,,2.28,9.516,5.146,1.578,197.261
2011-02-22,188.826,4.208,96.633,84.385,58.788,6.217,9.286,13.259,3.957,,1.237,11.033,5.716,0.13,195.043
2011-02-23,193.957,3.479,96.06,79.289,60.901,5.522,4.89,5.831,0.824,,2.146,12.614,9.01,6.562,199.478
2011-02-24,187.652,3.604,80.316,64.237,49.162,3.391,5.993,8.193,2.246,,2.411,9.726,6.857,3.611,191.043
2011-02-25,192.87,3.058,94.123,84.859,68.012,4.087,5.119,6.072,1.008,,0.751,8.63,6.146,4.39,196.957
2011-02-26,186.391,2.521,88.725,69.527,52.201,2.348,3.213,4.421,1.26,,0.487,5.33,3.501,0.689,188.739
2011-02-27,187.739,3.688,94.029,83.417,65.84,3.957,6.828,10.378,3.608,,0.42,4.783,1.736,-0.59,191.696
2011-02-28,188.174,3.416,91.351,73.033,48.628,4.0,7.323,10.321,2.905,,0.606,6.356,2.337,-1.661,192.174
2011-03-01,186.0,3.312,91.523,80.223,60.777,5.35,8.317,12.116,3.843,,0.874,12.385,7.126,1.591,191.35
2011-03-02,185.696,2.688,92.926,85.777,73.955,3.348,6.54,8.394,1.878,,0.591,8.847,8.058,7.06,189.043
2011-03-03,185.957,3.167,84.294,69.944,50.731,3.435,5.188,6.763,1.545,,0.905,11.546,8.008,5.723,189.391
2011-03-04,190.522,2.774,92.669,79.019,62.09,5.0,4.717,5.968,1.294,,0.441,7.237,5.873,4.397,195.522
2011-03-05,197.391,3.959,93.539,91.034,85.182,6.522,9.115,12.026,2.89,,0.534,10.777,8.674,6.07,203.913
2011-03-06,191.696,3.75,93.689,83.285,69.282,5.739,6.041,7.449,1.38,,0.731,14.253,10.723,8.933,197.435
2011-03-07,193.174,8.125,85.077,67.592,52.685,8.522,10.109,12.862,2.714,,3.226,11.648,8.793,5.5,201.696
2011-03-08,191.522,7.25,90.103,70.574,45.676,7.217,10.095,13.872,3.82,,1.327,11.864,7.581,3.318,198.739
2011-03-09,189.609,5.438,83.971,70.45,60.463,4.783,8.281,10.216,1.889,,1.437,10.398,8.335,6.218,194.391
2011-03-10,187.348,3.424,89.677,79.367,54.291,3.957,5.536,7.21,1.571,,0.249,8.143,5.474,0.386,191.304
2011-03-11,189.0,3.146,90.28,67.671,41.708,4.478,3.342,4.285,0.815,,1.181,7.243,3.003,-0.311,193.478
2011-03-12,187.174,2.547,86.079,72.881,56.43,3.957,3.252,3.892,0.626,,2.434,4.877,2.515,0.858,191.13
2011-03-13,185.783,3.25,84.386,68.513,49.721,4.478,5.308,6.83,1.519,,0.687,7.005,3.53,0.503,190.261
2011-03-14,187.957,3.583,85.318,65.062,46.191,4.348,5.724,8.1,2.324,,2.293,11.477,6.144,-0.709,192.304
2011-03-15,187.13,4.188,79.922,63.72,46.951,5.609,8.017,10.175,2.249,,3.014,10.295,7.518,1.98,192.739
2011-03-16,192.783,3.666,89.593,67.359,45.857,6.174,9.247,12.683,3.49,,1.581,13.439,7.541,0.943,198.957
2011-03-17,189.043,3.583,94.272,83.455,70.32,4.783,3.977,4.598,0.573,,0.513,16.149,12.76,9.62,193.826
2011-03-18,192.826,3.458,94.082,88.673,80.665,4.783,4.757,5.456,0.687,,0.557,11.905,10.796,8.766,197.609
2011-03-19,188.826,2.958,82.981,65.371,47.795,4.087,4.981,7.108,2.122,,1.263,8.066,5.555,0.764,192.913
2011-03-20,187.652,2.652,85.98,69.337,48.965,4.696,4.387,5.507,1.128,,0.642,9.788,4.585,-0.151,192.348
2011-03-21,186.348,3.083,88.331,66.812,39.009,4.435,4.814,5.818,1.007,,1.26,11.276,6.019,1.198,190.783
2011-03-22,187.739,3.75,90.738,76.328,56.339,5.957,8.414,10.363,1.979,,1.676,12.618,7.401,1.363,193.696
2011-03-23,189.0,3.166,93.337,89.947,78.755,5.391,8.556,10.766,2.291,,0.823,10.538,8.972,7.18,194.391
2011-03-24,192.435,3.229,90.718,69.531,46.77,5.13,3.18,3.507,0.324,,1.216,10.331,8.29,5.994,197.565
2011-03-25,188.261,2.271,78.766,53.733,41.336,4.174,2.637,2.865,0.211,,0.977,9.242,6.326,2.853,192.435
2011-03-26,188.13,2.875,89.572,71.782,51.603,4.391,4.091,4.863,0.731,,1.522,8.146,4.621,1.66,192.522
2011-03-27,188.565,4.438,82.224,63.243,43.043,5.696,7.302,9.206,1.898,,2.819,14.199,8.433,1.225,194.261
2011-03-28,186.261,3.205,85.569,64.485,44.215,4.609,5.258,5.843,0.514,,3.117,14.709,11.032,4.496,190.87
2011-03-29,188.261,3.377,89.433,56.153,28.986,4.783,6.0,7.362,1.349,,1.38,18.565,10.781,1.991,193.043
2011-03-30,189.0,2.622,69.095,55.229,47.607,3.304,3.527,3.99,0.373,,3.789,20.262,16.652,13.58,192.304
2011-03-31,188.522,2.5,91.284,69.216,44.417,4.783,2.93,3.347,0.404,,0.749,14.769,8.992,4.28,193.304
2011-04-01,192.632,4.062,88.012,61.708,37.611,6.632,8.269,9.647,1.423,,0.841,18.307,10.419,2.594,199.263
2011-04-02,186.739,4.771,85.066,72.18,60.39,4.609,7.353,10.054,2.734,,0.51,12.774,9.264,6.653,191.348
2011-04-03,185.87,2.0,75.49,57.852,45.845,3.261,2.784,3.985,1.228,,0.376,10.739,7.954,4.747,189.13
2011-04-04,186.87,2.0,82.341,62.868,45.976,3.391,4.541,6.431,1.89,,0.458,11.332,7.048,2.302,190.261
2011-04-05,186.217,2.167,90.848,69.425,44.057,4.652,7.517,10.252,2.795,,0.467,14.141,7.915,0.442,190.87
2011-04-06,187.609,2.542,93.632,68.069,37.407,6.13,7.682,9.812,2.107,,1.511,19.114,11.108,2.578,193.739
2011-04-07,189.652,1.875,81.229,63.291,49.237,5.391,4.337,5.169,0.877,,0.619,20.587,16.283,9.809,195.043
2011-04-08,187.522,3.387,97.713,91.395,67.197,4.739,5.96,7.525,1.584,,0.181,17.051,13.313,11.106,192.261
2011-04-09,187.435,2.854,97.257,80.568,60.237,5.174,3.441,3.861,0.436,,0.413,16.296,12.32,7.153,192.609
2011-04-10,191.043,3.292,87.763,61.865,39.366,5.391,4.616,5.079,0.466,,1.681,18.645,11.953,4.997,196.435
2011-04-11,186.348,3.89,97.08,81.597,56.447,4.957,7.351,8.989,1.638,,1.114,13.028,8.796,3.732,191.304
2011-04-12,186.478,2.875,97.24,78.327,48.494,4.609,4.192,5.162,0.975,,0.642,14.912,8.086,2.272,191.087
2011-04-13,185.87,3.062,76.661,61.392,45.015,4.0,4.519,4.869,0.323,,2.119,16.894,12.663,7.09,189.87
2011-04-14,190.739,3.833,82.119,64.132,48.401,5.435,7.81,8.922,1.134,,2.779,18.692,13.291,7.687,196.174
2011-04-15,189.739,4.18,90.06,78.111,65.885,6.304,7.258,9.454,2.181,,1.295,18.707,15.696,12.486,196.043
2011-04-16,186.087,3.104,90.926,71.223,57.327,4.826,3.715,4.657,0.958,,0.64,17.067,11.707,5.535,190.913
2011-04-17,186.609,2.5,92.128,72.42,51.5,4.087,3.127,4.054,0.965,,0.488,14.371,8.886,2.498,190.696
2011-04-18,191.957,2.958,94.232,83.169,66.149,6.13,4.849,6.64,1.699,,0.929,14.994,10.478,6.709,198.087
2011-04-19,187.13,2.146,96.323,87.286,74.962,3.391,1.675,2.207,0.372,,0.125,10.878,8.322,6.17,190.522
2011-04-20,184.087,2.479,94.033,74.075,59.375,3.609,2.987,3.978,0.946,,0.36,13.479,9.837,5.845,187.696
2011-04-21,187.478,3.062,95.833,72.227,48.436,5.652,5.108,6.775,1.664,,0.965,17.863,12.126,4.482,193.13
2011-04-22,188.364,3.75,85.605,75.343,62.785,6.045,7.442,9.685,2.29,,1.396,17.499,14.499,9.972,194.409
2011-04-23,188.348,2.938,96.993,78.672,57.911,5.087,3.482,3.986,0.49,,0.448,16.399,12.291,8.397,193.435
2011-04-24,186.826,2.958,84.071,65.533,46.973,4.696,3.435,3.764,0.334,,1.13,15.648,12.484,9.251,191.522
2011-04-25,185.174,2.946,78.652,61.647,46.014,4.13,3.743,4.15,0.405,,1.221,16.172,13.448,9.898,189.304
2011-04-26,189.783,4.042,89.279,71.724,52.711,8.0,10.358,12.65,2.264,,1.568,20.218,15.012,10.027,197.783
2011-04-27,189.696,2.696,96.843,77.149,57.542,4.913,3.883,4.465,0.536,,1.562,24.049,17.025,11.724,194.609
2011-04-28,185.417,2.583,95.086,84.762,65.759,4.5,3.189,3.633,0.345,,0.222,14.144,11.316,7.497,189.917
2011-04-29,,3.0,94.24,71.318,43.674,,4.723,5.567,0.836,,0.782,17.591,12.945,7.044,
2011-04-30,,2.604,90.92,64.31,48.872,,3.091,3.603,0.471,,2.043,24.306,19.665,12.242,
2011-05-01,,2.458,92.666,72.106,53.788,,1.75,1.947,0.182,,0.683,21.645,18.774,14.845,
2011-05-02,188.0,3.583,91.448,75.347,55.203,10.5,4.671,5.492,0.777,,0.772,18.796,14.932,10.757,198.5
2011-05-03,190.174,3.604,93.322,79.649,59.015,8.478,4.56,5.289,0.687,,0.65,19.714,14.319,10.236,198.652
2011-05-04,185.609,3.042,92.529,76.711,57.12,5.87,3.532,4.394,0.844,,0.59,19.227,14.228,9.415,191.478
2011-05-05,183.304,2.348,91.701,76.757,56.92,4.261,2.603,3.402,0.751,,0.214,18.117,13.9,10.481,187.565
2011-05-06,187.13,3.208,95.573,68.475,44.872,6.478,5.096,6.552,1.404,,0.798,24.799,18.073,9.726,193.609
2011-05-07,184.696,2.333,92.765,72.626,55.141,5.652,3.549,4.011,0.442,,1.117,26.139,20.62,16.886,190.348
2011-05-08,185.739,2.792,97.336,82.288,59.308,6.304,3.55,3.949,0.379,,0.792,21.312,18.326,14.089,192.043
2011-05-09,188.652,3.292,90.328,73.679,53.027,6.87,5.406,6.343,0.983,,1.097,27.704,20.633,13.238,195.522
2011-05-10,183.261,1.875,98.19,92.147,74.203,5.478,3.24,4.235,0.984,,0.213,25.405,21.317,18.379,188.739
2011-05-11,189.435,3.5,97.905,97.135,94.673,6.435,7.121,9.072,1.929,,0.073,18.814,16.726,15.225,195.87
2011-05-12,193.435,2.875,97.277,93.185,84.033,7.087,5.651,7.771,2.067,,0.532,21.176,17.208,14.87,200.522
2011-05-13,184.217,2.292,91.786,59.799,46.785,5.565,2.692,2.909,0.225,,1.059,19.774,17.823,15.518,189.783
2011-05-14,184.87,3.25,68.025,55.192,44.935,5.391,3.547,3.792,0.145,,1.714,21.348,18.345,13.927,190.261
2011-05-15,185.696,3.304,77.17,56.078,37.821,6.087,4.803,5.246,0.433,,1.136,22.826,17.879,11.933,191.783
2011-05-16,187.217,3.111,90.638,66.253,40.659,6.174,5.128,5.677,0.49,,2.412,23.404,18.23,13.345,193.391
2011-05-17,190.125,3.0,92.944,78.663,60.34,7.5,4.503,5.057,0.502,,0.908,21.095,16.711,11.791,197.625
2011-05-18,,3.188,84.15,65.485,43.096,,5.683,6.596,0.833,,1.17,23.377,17.061,9.512,
2011-05-19,,3.375,89.968,70.513,45.054,,5.541,6.262,0.667,,1.735,26.042,19.2,12.39,
2011-05-20,,2.729,92.436,72.404,51.049,,5.093,5.937,0.892,,1.365,27.8,21.901,14.562,
2011-05-21,,2.144,96.807,83.666,66.176,,4.092,5.069,0.933,,1.082,27.434,22.621,20.154,
2011-05-22,,2.166,97.319,86.914,69.104,,3.01,3.952,0.896,,0.199,20.518,17.223,14.871,
2011-05-23,,2.521,95.297,85.657,72.534,,5.047,6.816,1.805,,0.248,16.783,15.201,13.616,
2011-05-24,,2.584,92.346,73.955,53.587,,4.623,6.004,1.403,,0.383,21.724,17.376,13.659,
2011-05-25,183.0,2.804,93.363,76.321,54.744,3.5,5.764,7.593,1.861,,0.869,24.392,18.918,14.056,186.5
2011-05-26,184.522,2.938,95.432,84.937,57.288,4.609,7.404,9.28,1.883,,0.789,22.167,18.272,16.377,189.13
2011-05-27,185.957,2.958,94.89,84.097,62.238,4.348,6.508,8.605,2.086,,0.419,23.085,19.056,16.225,190.304
2011-05-28,187.217,3.104,97.235,95.304,91.866,4.217,5.781,8.098,2.253,,0.138,18.977,17.953,17.406,191.435
2011-05-29,184.522,2.229,97.072,95.058,89.858,2.696,2.173,2.96,0.82,,0.258,17.786,16.749,15.078,187.217
2011-05-30,183.174,2.0,96.59,92.787,87.884,2.043,1.821,2.311,0.434,,0.118,15.402,14.747,14.211,185.217
2011-05-31,184.739,2.542,97.429,87.912,72.827,2.652,4.69,6.646,1.908,,0.269,19.302,16.214,14.064,187.391
2011-06-01,188.609,3.375,97.155,87.128,60.809,4.783,6.819,9.543,2.773,,0.697,24.581,18.591,15.88,193.391
2011-06-02,190.609,2.729,97.345,86.955,67.972,4.174,4.411,5.729,1.258,,0.307,23.379,19.179,16.355,194.783
2011-06-03,188.826,3.125,94.708,83.377,68.286,4.348,4.668,6.209,1.491,,0.443,23.882,20.076,17.127,193.174
2011-06-04,189.609,2.428,95.117,76.347,60.301,4.087,3.249,3.886,0.588,,0.943,25.187,21.616,17.819,193.696
2011-06-05,197.261,2.479,94.42,79.868,62.121,5.261,3.473,3.994,0.487,,1.213,24.467,20.149,16.43,202.522
2011-06-06,197.478,3.185,95.385,73.441,49.969,5.478,5.168,6.281,1.076,,0.982,26.39,20.659,14.559,202.957
2011-06-07,200.217,2.958,87.172,70.864,52.658,6.13,5.85,7.129,1.214,,1.037,26.751,22.237,18.318,206.348
2011-06-08,196.478,2.438,94.065,78.434,66.086,5.957,3.908,4.517,0.525,,0.648,25.035,22.01,18.922,202.435
2011-06-09,198.174,3.062,95.692,80.942,61.186,5.565,3.842,4.695,0.854,,0.938,26.873,22.147,18.126,203.739
2011-06-10,192.652,3.458,97.923,90.731,79.202,5.652,6.456,8.211,1.687,,0.48,23.65,21.603,19.477,198.304
2011-06-11,192.087,2.584,97.949,86.37,67.33,3.913,4.311,5.487,1.095,,0.236,24.312,20.83,18.787,196.0
2011-06-12,205.87,2.73,96.785,93.741,87.498,5.957,4.051,5.48,1.385,,0.132,20.999,19.336,17.712,211.826
2011-06-13,188.522,2.188,97.997,87.489,69.035,3.87,2.469,3.158,0.673,,0.159,24.278,20.16,16.619,192.391
2011-06-14,185.522,2.522,93.71,79.509,60.633,3.435,3.805,4.831,1.024,,0.229,24.101,20.569,17.993,188.957
2011-06-15,197.087,2.854,95.519,81.112,62.803,5.043,5.335,7.532,2.202,,0.62,24.405,20.644,16.806,202.13
2011-06-16,193.435,3.0,93.417,79.724,64.793,5.0,6.647,8.863,2.251,,0.552,23.574,20.851,18.062,198.435
2011-06-17,199.87,2.708,96.593,78.574,61.203,4.609,4.861,6.714,1.95,,0.581,25.909,21.456,16.813,204.478
2011-06-18,193.957,2.604,96.405,88.966,77.278,3.87,4.477,6.19,1.713,,0.128,23.043,20.675,19.317,197.826
2011-06-19,189.913,2.416,95.03,84.233,67.518,4.261,3.513,4.457,0.952,,0.306,25.574,22.131,19.804,194.174
2011-06-20,198.696,3.042,96.268,86.409,67.428,6.261,5.527,7.787,2.172,,0.409,27.331,23.042,20.274,204.957
2011-06-21,184.652,1.688,96.078,81.52,65.083,3.696,3.024,3.532,0.518,,0.405,27.294,24.036,21.3,188.348
2011-06-22,206.348,2.246,93.206,83.648,71.317,5.913,4.601,6.105,1.507,,0.698,28.772,25.786,22.782,212.261
2011-06-23,182.957,1.416,88.893,75.18,61.327,3.87,2.484,3.341,0.851,,0.508,31.711,28.067,25.072,186.826
2011-06-24,181.043,1.087,95.504,76.411,63.779,3.304,2.098,2.841,0.749,,0.457,31.03,28.049,25.113,184.348
2011-06-25,193.087,1.584,96.793,86.863,72.619,3.478,3.295,4.681,1.503,,0.307,29.233,25.307,22.959,196.565
2011-06-26,183.87,2.271,97.219,82.16,65.193,5.13,2.925,4.917,1.991,,0.122,29.597,26.314,23.002,189.0
2011-06-27,186.261,2.584,97.169,85.806,68.459,4.522,4.045,5.021,0.976,,0.288,28.46,24.699,20.905,190.783
2011-06-28,182.565,1.48,94.982,83.649,65.238,3.913,3.077,4.02,1.006,,0.37,30.009,26.302,23.609,186.478
2011-06-29,192.857,1.252,95.406,76.719,59.895,4.0,2.407,3.421,1.083,,1.049,31.442,27.524,23.038,196.857
2011-06-30,180.273,1.063,94.13,77.891,57.79,4.091,2.189,3.333,1.13,,1.654,30.802,27.063,23.343,184.364
2011-07-01,201.043,2.125,97.779,93.545,87.015,5.174,3.375,5.578,2.183,,0.317,25.265,24.037,23.225,206.217
2011-07-02,187.087,2.084,97.186,91.698,81.471,3.957,2.616,3.001,0.319,,0.242,26.294,24.409,23.275,191.043
2011-07-03,210.217,2.521,94.294,80.225,65.87,6.435,2.623,3.724,1.068,,0.244,30.976,27.324,23.436,216.652
2011-07-04,180.261,1.723,97.581,86.61,72.582,3.652,2.578,2.891,0.297,,0.538,28.693,25.721,23.625,183.913
2011-07-05,199.957,2.958,91.953,78.172,65.48,5.174,3.142,3.469,0.291,,1.339,27.603,24.427,20.974,205.13
2011-07-06,221.261,4.125,96.99,84.195,62.201,7.87,6.769,8.358,1.626,,0.584,28.806,23.845,19.332,229.13
2011-07-07,202.348,3.146,97.582,90.485,80.154,5.826,4.679,7.834,3.09,,0.212,26.89,24.613,23.066,208.174
2011-07-08,186.833,1.764,86.17,71.446,57.73,5.056,2.837,4.969,2.189,,0.898,33.514,29.303,25.625,191.889
2011-07-09,181.87,1.292,93.541,72.235,54.122,4.304,1.893,2.926,1.021,,0.213,34.427,28.906,22.837,186.174
2011-07-10,203.522,1.458,93.606,76.268,56.5,5.087,2.437,3.673,1.279,,0.389,32.073,27.356,23.044,208.609
2011-07-11,211.739,2.104,95.577,80.996,57.222,6.348,4.091,5.94,1.818,,1.224,33.256,27.086,23.405,218.087
2011-07-12,214.957,2.479,95.911,79.913,57.333,6.87,4.54,7.241,2.737,,0.993,32.333,27.008,23.249,221.826
2011-07-13,194.348,2.188,93.958,76.779,55.884,6.304,4.475,7.001,2.581,,0.692,33.876,27.87,22.574,200.652
2011-07-14,215.217,1.838,94.201,73.51,54.179,5.696,3.362,5.477,2.183,,1.138,32.34,27.954,23.946,220.913
2011-07-15,223.478,1.896,94.509,75.294,56.644,5.913,4.011,5.913,2.005,,1.225,32.438,27.658,22.658,229.391
2011-07-16,216.217,1.908,95.442,77.134,57.267,5.87,3.307,4.525,1.219,,0.701,32.289,27.915,23.117,222.087
2011-07-17,201.0,2.188,94.483,77.072,59.049,5.913,3.68,4.928,1.207,,0.846,32.746,28.484,23.936,206.913
2011-07-18,183.13,1.688,86.599,75.086,63.307,5.348,3.049,5.111,1.98,,0.345,30.835,28.565,26.076,188.478
2011-07-19,173.609,1.25,91.466,82.845,70.624,4.174,2.043,3.624,1.642,,0.154,28.167,26.431,25.149,177.783
2011-07-20,177.522,1.292,97.243,90.3,80.946,3.13,2.137,3.131,1.041,,1.156,26.307,24.539,22.404,180.652
2011-07-21,183.261,1.312,97.229,92.148,82.681,3.391,2.514,3.389,0.786,,1.579,24.044,22.61,21.693,186.652
2011-07-22,191.913,1.666,94.158,81.221,62.162,3.391,3.133,4.739,1.543,,0.811,26.822,23.229,20.777,195.304
2011-07-23,189.87,1.584,94.401,79.214,62.767,3.696,2.677,3.868,1.192,,0.415,27.477,23.416,20.056,193.565
2011-07-24,187.783,1.674,93.86,76.545,55.523,4.087,2.949,4.274,1.324,,0.539,29.256,24.598,19.936,191.87
2011-07-25,191.826,3.354,97.235,88.576,67.09,6.565,6.491,9.457,2.945,,0.48,29.872,24.94,22.562,198.391
2011-07-26,197.739,3.396,95.36,80.321,58.94,7.13,5.317,7.855,2.537,,0.543,32.09,26.904,22.558,204.87
2011-07-27,201.087,2.375,94.424,84.808,68.25,5.652,4.057,5.576,1.528,,0.763,30.373,26.476,24.49,206.739
2011-07-28,189.913,1.354,94.268,77.981,62.457,4.696,2.635,3.793,1.191,,1.321,31.171,27.323,23.831,194.609
2011-07-29,175.1,1.062,88.914,79.23,67.604,3.45,1.82,2.546,0.771,,0.639,30.196,27.281,24.281,178.55
2011-07-30,180.913,1.458,92.158,85.996,76.041,3.609,1.948,2.508,0.513,,0.558,29.345,26.568,24.188,184.522
2011-07-31,200.739,1.834,94.958,83.712,68.501,3.87,1.642,2.047,0.377,,0.13,28.857,25.713,23.24,204.609
2011-08-01,196.478,2.69,95.986,81.22,63.709,5.261,3.961,5.693,1.742,,0.909,30.921,26.628,22.788,201.739
2011-08-02,199.0,2.938,95.164,79.735,59.251,6.13,4.893,6.65,1.768,,1.237,32.246,27.618,24.162,205.13
2011-08-03,193.826,2.376,95.061,77.905,57.359,5.565,4.512,6.773,2.2,,0.523,32.75,27.921,23.948,199.391
2011-08-04,188.826,1.938,90.809,71.925,50.934,4.783,4.722,7.25,2.61,,1.009,33.851,28.27,23.477,193.609
