date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-04-20,180.519,2.93,8.617,8.752,14.948,6.196,2.748,0.683,7.33,9.9,5.775,1.7,189.135
2011-04-21,179.832,2.848,10.221,9.992,17.325,7.333,7.188,0.793,12.272,9.9,7.538,3.9,190.053
2011-04-22,179.454,4.329,14.91,13.509,22.732,9.222,7.125,0.734,15.013,8.8,7.821,6.2,194.365
2011-04-23,177.726,3.13,21.91,10.687,17.822,7.135,10.062,0.757,22.602,12.6,10.2,8.3,199.637
2011-04-24,180.261,2.562,9.491,5.988,8.538,2.55,8.244,0.813,11.828,15.6,11.775,8.2,189.752
2011-04-25,180.529,3.61,11.991,10.915,17.447,6.532,14.042,0.566,17.219,13.4,10.2,7.9,192.521
2011-04-26,179.975,4.231,19.288,15.248,23.314,8.065,15.188,0.715,20.569,15.8,11.975,7.7,199.263
2011-04-27,181.5,4.719,24.471,15.674,24.06,8.386,29.262,0.832,39.598,18.2,14.108,9.8,205.971
2011-04-28,179.812,3.042,13.998,7.422,11.377,3.955,11.758,0.389,18.484,19.3,13.629,7.8,193.81
2011-04-29,181.234,3.483,11.257,9.711,14.733,5.022,6.666,0.276,10.224,14.0,10.292,7.6,192.491
2011-04-30,180.186,3.831,13.846,11.492,16.748,5.256,15.542,0.963,21.63,18.3,13.508,9.2,194.032
2011-05-01,181.054,4.188,30.717,12.434,17.875,5.441,26.458,0.952,36.564,20.3,15.512,11.5,211.77
2011-05-02,181.299,2.477,8.862,4.354,6.485,2.131,9.208,0.2,17.288,15.4,13.296,10.8,190.161
2011-05-03,181.403,2.792,11.426,7.636,11.71,4.074,9.666,0.323,14.69,16.2,12.188,9.8,192.829
2011-05-04,178.62,2.86,12.328,6.086,8.927,2.842,12.938,0.294,21.107,15.3,12.108,10.0,190.947
2011-05-05,179.972,2.819,10.094,5.805,9.209,3.405,9.584,0.207,15.592,12.5,9.779,7.5,190.066
2011-05-06,179.136,2.516,11.273,7.037,12.924,5.887,7.666,0.208,12.176,11.4,9.992,8.5,190.408
2011-05-07,177.468,2.817,19.68,8.141,13.2,5.059,12.292,0.282,22.856,19.5,14.242,9.5,197.148
2011-05-08,179.84,3.169,15.009,5.958,8.706,2.747,16.354,0.564,22.554,21.0,16.471,12.8,194.849
2011-05-09,181.186,3.666,16.101,11.133,16.651,5.518,10.479,0.377,14.418,20.7,15.258,12.0,197.287
2011-05-10,180.756,4.398,17.756,11.175,16.936,5.761,11.33,0.269,16.607,23.7,16.446,11.5,198.512
2011-05-11,180.708,4.349,13.281,14.462,21.956,7.493,14.144,0.392,18.861,18.6,15.283,13.0,193.988
2011-05-12,177.999,3.67,11.587,12.345,20.52,8.176,9.003,0.169,13.528,14.5,12.379,10.7,189.586
2011-05-13,177.317,3.16,7.478,7.101,10.954,3.853,30.153,0.134,56.773,20.1,16.179,12.7,184.795
2011-05-14,178.782,2.682,6.57,6.118,9.012,2.894,23.815,0.31,42.698,20.8,17.162,13.4,185.352
2011-05-15,178.378,2.835,7.46,6.603,9.254,2.65,13.889,0.276,25.112,23.0,16.0,10.9,185.839
2011-05-16,176.401,3.611,11.495,10.764,16.472,5.708,16.853,0.462,26.972,20.8,15.591,9.6,187.896
2011-05-17,180.593,3.991,12.45,13.6,19.294,5.694,26.752,0.992,32.159,21.8,16.95,12.0,193.043
2011-05-18,181.012,3.573,10.951,13.055,20.914,7.859,10.7,0.475,14.277,22.6,16.475,11.1,191.963
2011-05-19,185.249,5.336,23.224,19.974,28.449,8.475,28.059,1.176,33.247,21.5,17.554,12.0,208.472
2011-05-20,182.839,5.513,27.416,21.75,28.226,6.477,32.924,1.664,38.905,24.3,20.633,17.0,210.255
2011-05-21,179.929,4.379,21.935,16.752,22.87,6.119,33.649,1.001,40.283,26.0,21.25,17.4,201.864
2011-05-22,179.672,4.06,13.496,10.435,14.532,4.097,15.284,0.437,21.317,18.9,13.992,10.6,193.168
2011-05-23,178.724,3.607,9.704,12.186,19.805,7.619,8.441,0.468,12.663,18.3,14.408,10.3,188.428
2011-05-24,178.365,3.126,10.045,10.289,17.517,7.228,10.59,0.292,15.945,16.1,13.546,11.6,188.409
2011-05-25,178.466,3.346,12.771,10.797,17.515,6.718,14.358,0.489,18.559,20.4,15.029,9.4,191.237
2011-05-26,177.026,2.776,8.11,8.65,14.925,6.275,10.958,0.45,15.307,16.6,13.833,9.5,185.136
2011-05-27,176.147,2.976,10.417,8.678,14.051,5.373,13.368,0.386,20.188,19.3,16.462,13.4,186.565
2011-05-28,175.298,3.248,11.496,11.078,17.229,6.15,11.831,0.295,19.024,16.7,15.612,15.1,186.794
2011-05-29,176.369,3.802,11.903,8.161,13.323,5.162,4.201,0.131,11.222,17.6,15.742,13.6,188.271
2011-05-30,174.61,3.018,8.922,6.986,11.308,4.321,1.971,0.133,6.751,13.5,12.058,9.9,183.532
2011-05-31,177.866,2.733,6.745,6.609,13.102,6.493,18.193,0.381,23.603,13.1,10.292,8.3,184.611
2011-06-01,176.775,2.639,8.705,8.449,15.616,7.167,26.467,0.469,32.488,11.8,10.325,8.3,185.48
2011-06-02,178.517,4.592,13.59,13.474,24.505,11.031,24.046,0.354,34.359,17.0,13.158,9.9,192.107
2011-06-03,179.454,4.284,14.827,13.263,22.748,9.485,15.971,0.406,24.242,21.4,17.746,13.6,194.281
2011-06-04,180.532,4.521,14.356,11.874,18.025,6.151,24.473,0.72,31.516,22.0,18.292,13.8,194.888
2011-06-05,181.841,4.724,13.383,9.959,13.343,3.384,45.433,0.987,55.876,22.8,19.825,17.2,195.224
2011-06-06,183.161,4.322,14.334,10.829,16.534,5.705,32.166,0.534,33.219,25.9,21.179,16.1,197.495
2011-06-07,181.722,4.15,12.24,11.838,18.025,6.187,30.155,1.84,36.255,24.8,20.162,15.4,193.962
2011-06-08,178.059,3.233,11.921,9.653,15.654,6.002,25.491,1.175,30.547,22.9,19.112,15.9,189.98
2011-06-09,176.037,2.691,9.068,7.628,12.762,5.134,12.926,0.332,17.316,21.8,18.3,15.0,185.105
2011-06-10,179.06,3.686,11.951,10.946,17.506,6.56,18.46,0.674,29.074,24.1,20.154,16.7,191.01
2011-06-11,179.793,4.276,11.909,9.418,13.896,4.479,19.834,0.26,32.031,25.8,20.662,17.9,191.702
2011-06-12,180.12,3.768,10.018,8.107,11.31,3.203,20.53,0.551,25.169,24.4,20.588,16.6,190.137
2011-06-13,179.559,3.526,9.312,8.825,13.999,5.175,21.293,0.551,27.328,23.0,19.333,17.1,188.871
2011-06-14,178.711,3.588,8.881,8.732,14.271,5.538,10.251,0.203,15.274,22.0,18.65,14.9,187.592
2011-06-15,179.004,3.17,8.805,8.641,15.292,6.652,5.743,0.232,9.519,22.2,17.767,14.3,187.808
2011-06-16,180.46,3.44,9.09,8.91,15.587,6.677,9.716,0.416,14.948,20.2,17.558,13.3,189.55
2011-06-17,175.506,2.471,9.975,7.196,12.444,5.248,9.085,0.232,14.985,20.1,17.95,17.0,185.48
2011-06-18,178.128,3.656,12.173,11.077,17.166,6.089,11.636,0.294,18.89,20.9,18.646,16.6,190.301
2011-06-19,183.816,3.679,11.639,8.125,12.357,4.232,14.117,0.318,19.736,26.0,20.938,16.0,195.455
2011-06-20,183.458,3.923,12.706,11.271,16.785,5.513,19.671,0.851,27.021,25.6,21.492,17.2,196.165
2011-06-21,189.775,4.835,17.683,13.802,20.378,6.575,27.086,0.675,39.699,26.4,21.921,18.7,207.459
2011-06-22,182.984,3.994,17.788,12.16,17.621,5.461,22.526,0.445,28.534,31.1,26.658,20.3,200.772
2011-06-23,174.967,3.683,12.432,10.842,17.648,6.806,9.131,0.316,18.205,25.9,23.55,21.8,187.4
2011-06-24,175.472,3.551,11.415,7.552,14.941,7.389,7.794,0.3,13.126,29.7,24.996,20.6,186.886
2011-06-25,179.433,3.08,7.576,7.074,12.575,5.501,5.942,0.333,12.034,19.2,17.921,17.3,187.01
2011-06-26,175.397,2.789,6.034,5.676,9.458,3.782,4.001,0.234,9.85,17.4,17.083,16.6,181.431
2011-06-27,176.97,3.654,11.47,12.26,21.153,8.893,4.585,0.174,10.27,18.8,18.033,16.8,188.439
2011-06-28,186.167,4.726,16.999,13.516,26.052,12.536,11.386,0.256,20.593,26.3,22.292,18.6,203.166
2011-06-29,182.099,4.681,16.871,12.401,18.644,6.243,21.087,0.453,32.051,29.3,25.117,21.3,198.97
2011-06-30,178.822,3.284,18.813,8.836,17.844,9.008,14.953,0.262,20.351,31.9,27.254,21.9,197.635
2011-07-01,171.554,2.942,9.944,7.923,13.724,5.801,9.864,0.317,14.056,27.0,23.538,20.1,181.498
2011-07-02,171.131,3.114,9.092,7.283,12.916,5.632,16.489,0.285,23.964,24.7,22.388,21.1,180.223
2011-07-03,170.244,2.602,8.439,5.417,9.081,3.663,12.507,0.374,18.386,26.2,23.804,21.5,178.683
2011-07-04,176.922,3.618,12.81,10.262,16.42,6.159,16.233,0.332,25.906,28.3,23.912,21.5,189.733
2011-07-05,182.948,5.293,14.879,12.553,19.993,7.44,11.485,0.371,17.245,27.2,23.821,21.5,197.826
2011-07-06,185.955,3.983,13.206,10.223,18.089,7.866,15.697,0.526,19.561,28.8,24.183,20.7,199.161
2011-07-07,183.111,3.969,11.639,10.922,18.195,7.273,22.252,0.566,30.931,24.9,22.617,19.7,194.749
2011-07-08,185.601,5.069,17.643,13.477,24.122,10.646,23.003,0.544,34.36,31.0,26.433,22.4,203.244
2011-07-09,179.583,3.803,18.807,10.302,18.81,8.508,18.674,0.809,26.553,31.4,28.062,24.6,198.39
2011-07-10,178.956,4.059,14.987,7.75,13.055,5.305,19.024,0.671,27.3,33.1,28.454,25.2,193.941
2011-07-11,182.724,3.46,18.409,9.515,17.493,7.978,19.604,0.62,27.538,29.6,25.646,23.9,201.133
2011-07-12,179.554,3.904,19.04,11.181,21.13,9.949,21.557,0.885,35.226,29.2,26.075,23.1,198.594
2011-07-13,181.161,3.671,19.058,11.377,20.811,9.435,19.291,0.631,30.679,30.2,27.0,23.8,200.219
2011-07-14,179.511,3.637,19.143,11.825,19.052,7.227,20.171,0.655,31.645,30.8,27.483,23.1,198.653
2011-07-15,177.537,4.022,18.837,10.943,19.072,8.129,20.431,0.597,26.119,32.4,28.125,24.4,196.374
2011-07-16,177.331,3.476,14.287,9.949,16.724,6.776,25.836,0.713,36.133,28.9,26.188,23.6,191.618
2011-07-17,182.371,3.739,19.103,8.639,13.268,4.628,27.158,0.86,38.126,31.5,28.058,23.6,201.474
2011-07-18,177.248,2.927,13.596,7.078,11.808,4.73,22.709,0.625,30.982,29.3,26.425,23.8,190.844
2011-07-19,169.798,1.905,10.295,6.079,13.415,7.336,14.24,0.311,23.858,26.8,24.438,22.9,180.093
2011-07-20,172.791,2.868,8.915,5.196,12.813,7.617,4.698,0.189,13.238,23.7,19.917,15.7,181.706
2011-07-21,176.124,2.681,7.77,5.305,13.413,8.107,11.267,0.17,16.857,20.0,17.062,14.9,183.894
2011-07-22,178.946,2.763,11.291,7.947,17.521,9.574,8.669,0.198,14.254,19.3,17.542,15.0,190.238
2011-07-23,178.261,3.627,13.606,8.543,17.121,8.578,6.337,0.15,11.055,21.7,18.871,15.0,191.867
2011-07-24,176.007,2.397,9.386,4.996,9.674,4.678,6.861,0.329,12.827,26.1,22.108,20.0,185.393
2011-07-25,175.373,3.667,16.831,12.141,21.476,9.335,15.358,0.647,26.527,27.0,23.004,19.9,192.204
2011-07-26,178.934,3.968,16.289,13.858,23.579,9.72,20.843,0.646,33.465,28.6,24.083,21.8,195.223
2011-07-27,181.602,4.606,17.946,13.884,22.987,9.103,22.166,0.329,35.202,28.1,24.104,21.2,199.548
2011-07-28,178.141,3.826,13.307,11.443,17.471,6.028,16.091,0.374,26.152,26.3,22.779,20.9,191.449
2011-07-29,177.506,3.895,14.132,10.655,17.225,6.57,15.214,0.198,24.895,26.6,23.908,22.0,191.638
2011-07-30,176.353,4.088,10.745,8.114,14.724,6.61,12.634,0.115,17.132,24.4,21.512,20.1,187.098
2011-07-31,178.578,3.675,9.746,4.764,9.052,4.288,13.787,0.192,18.826,21.7,19.988,17.8,188.325
2011-08-01,176.365,3.216,9.657,7.219,13.882,6.663,13.533,0.123,17.824,20.5,18.917,17.5,186.022
2011-08-02,176.898,3.645,10.441,9.074,15.965,6.891,16.173,0.283,23.594,21.1,19.612,17.7,187.339
2011-08-03,173.567,2.935,9.499,7.497,14.382,6.885,13.343,0.32,20.865,24.0,22.129,20.6,183.066
2011-08-04,169.791,2.207,9.612,5.771,13.503,7.732,9.577,0.1,15.247,25.6,23.15,21.9,179.403
2011-08-05,168.556,2.533,10.007,5.666,13.725,8.059,12.101,0.181,20.044,25.7,23.712,21.9,178.563
2011-08-06,174.696,3.335,13.37,9.386,15.319,5.933,16.296,0.352,27.597,29.0,25.817,23.2,188.066
2011-08-07,178.365,3.38,13.057,7.97,12.367,4.398,20.486,0.542,35.331,30.6,25.925,23.3,191.423
2011-08-08,173.63,3.434,11.749,8.767,14.045,5.278,26.68,0.281,39.678,29.7,25.229,23.1,185.349
2011-08-09,174.194,3.677,14.353,9.637,15.641,6.004,21.083,0.183,33.034,30.3,26.212,23.1,188.547
2011-08-10,179.396,4.471,19.807,11.095,18.208,7.113,25.645,0.521,35.651,32.3,28.933,23.8,199.203
2011-08-11,175.857,2.787,11.121,7.132,11.397,4.265,17.534,0.182,22.88,32.0,29.733,26.7,186.978
2011-08-12,181.341,4.538,15.378,10.05,15.498,5.448,33.388,0.235,40.38,31.3,28.067,24.1,196.719
2011-08-13,178.265,4.315,13.004,7.218,10.955,3.737,33.988,0.501,43.831,30.7,26.842,22.6,191.269
2011-08-14,177.162,3.531,11.621,5.575,8.689,3.114,30.248,0.618,45.39,30.5,26.933,23.6,188.783
2011-08-15,176.424,3.401,12.453,5.842,9.132,3.289,26.08,0.317,39.001,32.4,27.725,24.9,188.877
2011-08-16,182.326,4.052,14.949,7.225,11.522,4.297,23.795,0.238,32.038,32.8,28.662,25.4,197.275
2011-08-17,184.143,4.794,18.058,10.784,16.619,5.835,30.456,0.458,41.329,33.3,28.967,23.9,202.202
2011-08-18,184.877,4.529,16.649,11.604,18.728,7.124,26.353,0.339,39.452,29.5,26.883,23.9,201.526
2011-08-19,181.071,3.816,9.439,8.671,14.713,6.042,7.544,0.267,11.226,24.0,22.308,20.9,190.509
2011-08-20,182.454,2.881,9.982,8.375,13.926,5.552,7.982,0.245,12.062,23.5,21.758,20.0,192.437
