date,CH4_mean,CO2_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-02-12,194.153,4124.61,3.476,86.263,55.535,33.375,6.616,7.983,10.716,2.733,9.667,0.0,0.978,11.31,8.138,2.804,-2.117,200.769
2011-02-13,194.763,4184.633,4.183,88.274,71.922,54.378,9.575,18.069,29.673,11.604,13.583,0.0,1.301,17.131,8.069,3.654,-2.491,204.338
2011-02-14,191.457,4176.189,3.669,99.312,92.243,83.311,11.753,18.153,25.279,7.125,28.083,12.0,1.766,25.483,7.243,5.391,3.326,203.21
2011-02-15,193.255,4146.207,5.29,99.056,76.858,50.086,16.262,19.505,36.328,16.823,49.875,0.0,1.43,35.71,9.62,5.706,2.758,209.517
2011-02-16,190.066,4064.373,3.629,96.474,63.716,46.132,7.171,12.943,16.726,3.783,19.042,5.0,1.264,16.151,4.454,2.317,-0.006,197.236
2011-02-17,189.476,4051.828,3.307,98.857,81.373,54.289,7.61,12.278,18.148,5.871,23.042,6.0,1.346,18.176,6.722,2.152,-0.756,197.086
2011-02-18,190.176,4026.085,3.292,92.971,56.299,33.023,4.977,7.491,10.372,2.881,7.292,4.0,0.947,11.596,5.079,0.788,-2.892,195.153
2011-02-19,194.442,4162.722,4.581,83.218,55.653,31.506,8.505,12.102,16.688,4.586,10.25,0.0,1.102,12.925,7.115,0.883,-5.728,202.947
2011-02-20,196.129,4251.799,4.979,91.187,61.704,34.353,11.54,19.12,29.876,10.757,17.25,0.0,2.045,16.749,9.975,3.364,-3.484,207.669
2011-02-21,194.298,4234.18,5.0,90.994,64.374,35.442,13.523,20.139,31.715,11.576,23.583,0.0,2.086,21.007,13.058,6.052,-1.697,207.821
2011-02-22,191.919,4178.787,4.091,79.467,68.158,56.161,9.684,13.164,16.311,3.147,23.083,0.0,3.277,25.66,9.472,6.36,3.553,201.603
2011-02-23,191.002,4144.398,5.125,99.448,93.759,61.7,14.817,18.903,26.884,7.981,29.125,22.0,1.091,27.434,10.067,6.837,4.562,205.819
2011-02-24,191.281,4178.236,5.423,87.176,61.73,39.199,9.239,13.004,17.613,4.609,26.542,0.0,3.149,27.916,13.489,8.838,3.529,200.52
2011-02-25,189.12,4075.413,3.951,99.14,90.386,71.957,8.327,8.559,10.234,1.675,11.125,14.0,0.978,14.201,7.2,4.995,3.495,197.447
2011-02-26,190.454,4048.149,3.799,82.469,63.682,49.745,7.993,7.129,8.839,1.71,6.5,0.0,0.767,10.704,8.048,4.744,1.767,198.447
2011-02-27,191.349,4057.574,3.475,72.757,49.214,31.832,6.949,8.256,11.289,3.033,8.083,0.0,0.689,11.607,8.536,3.412,-0.67,198.299
2011-02-28,193.212,4116.791,3.615,75.769,61.488,44.472,8.449,11.453,14.668,3.216,8.292,0.0,1.176,11.814,6.099,2.215,-2.29,201.661
2011-03-01,191.455,4146.068,3.609,98.336,85.425,67.46,11.813,16.017,22.047,6.03,12.083,1.5,1.551,16.676,12.201,7.451,2.671,203.268
2011-03-02,190.942,4143.671,3.634,99.041,88.611,61.545,9.746,14.09,18.267,4.177,13.167,13.0,1.696,16.436,8.825,6.206,3.616,200.688
2011-03-03,191.382,4121.247,3.918,96.014,71.577,53.357,6.824,7.454,8.897,1.443,12.292,0.0,1.484,14.791,9.991,5.84,2.469,198.205
2011-03-04,192.058,4155.094,3.113,96.383,69.094,58.225,7.432,5.546,6.164,0.618,14.292,2.0,1.275,15.682,6.762,4.475,2.054,199.491
2011-03-05,190.623,4131.151,3.594,99.396,98.379,94.256,9.661,13.688,17.143,3.456,9.625,26.5,0.713,13.664,11.173,6.636,2.421,200.283
2011-03-06,189.14,4145.425,3.926,98.685,92.98,79.582,12.655,14.195,20.159,5.963,2.979,1.5,0.957,18.031,13.44,10.237,7.065,201.796
2011-03-07,191.211,4178.344,3.916,98.739,67.8,44.039,10.188,10.307,12.993,2.686,10.047,0.0,1.438,20.841,15.17,11.644,8.81,201.399
2011-03-08,191.257,4150.471,3.164,91.216,78.047,60.799,8.057,10.221,11.467,1.246,9.071,0.5,1.862,17.902,10.34,8.708,7.165,199.314
2011-03-09,192.703,4136.414,3.414,99.018,96.637,90.026,8.777,11.645,14.841,3.196,13.313,21.5,1.246,16.354,8.605,6.998,5.304,201.48
2011-03-10,191.881,4134.572,3.54,98.836,90.933,78.048,5.855,6.912,8.547,1.635,25.118,28.0,0.802,7.446,6.804,4.624,2.576,197.736
2011-03-11,191.623,4085.075,3.01,95.986,80.601,59.485,6.478,7.032,8.866,1.834,28.048,0.0,1.029,10.539,8.86,5.351,1.819,198.101
2011-03-12,191.761,4053.525,2.777,92.113,59.549,33.113,6.003,8.755,12.164,3.409,26.438,0.0,0.689,8.247,11.146,5.266,0.183,197.764
2011-03-13,192.358,4102.074,2.75,86.965,60.143,33.675,6.71,9.266,11.664,2.399,26.986,0.0,0.91,9.391,10.541,5.289,0.185,199.068
2011-03-14,193.846,4190.832,3.203,91.284,67.489,47.35,9.577,13.746,18.153,4.408,28.598,0.0,1.599,11.923,9.548,4.949,0.55,203.423
2011-03-15,194.577,4155.346,3.447,97.875,60.786,30.125,10.437,13.835,22.729,8.893,22.877,0.0,1.131,16.593,12.668,5.689,-0.358,205.013
2011-03-16,194.488,4183.77,3.916,86.082,65.157,46.872,11.307,15.871,22.941,7.069,16.274,0.0,1.52,19.492,9.458,4.858,-0.941,205.795
2011-03-17,197.017,4215.139,4.835,99.277,94.74,82.004,16.177,21.848,29.457,7.609,20.141,15.5,0.835,28.126,10.421,7.969,5.048,213.194
2011-03-18,193.145,4217.411,4.334,99.144,94.172,79.906,13.41,13.578,16.972,3.394,13.273,3.0,0.863,25.75,10.815,8.741,6.749,206.555
2011-03-19,190.388,4042.26,3.04,97.968,54.372,29.811,8.822,8.067,10.097,2.031,5.69,0.0,0.835,12.404,11.08,7.864,4.646,199.21
2011-03-20,191.073,4077.67,3.621,93.963,65.142,43.514,8.951,10.503,13.105,2.602,12.468,1.0,1.268,16.173,12.329,7.219,2.809,200.023
2011-03-21,191.025,4071.754,3.266,76.459,47.172,30.513,5.88,8.503,10.945,2.441,7.295,0.0,0.683,11.124,11.366,6.343,1.619,196.905
2011-03-22,197.455,4302.704,5.81,91.04,66.432,41.19,18.521,27.54,47.955,20.414,24.724,0.0,1.556,30.143,13.799,6.728,-0.656,215.976
2011-03-23,195.892,4212.356,5.485,99.164,88.208,61.206,16.748,18.703,31.169,12.466,29.262,17.5,1.386,37.282,11.633,8.032,4.437,212.64
2011-03-24,189.235,4148.493,5.051,98.632,90.258,69.134,9.239,11.986,15.888,3.902,6.574,8.0,0.571,10.552,10.069,6.868,3.695,198.474
2011-03-25,192.492,4117.649,4.189,94.609,60.817,31.402,8.143,8.571,11.183,2.613,6.181,0.0,0.86,9.389,13.724,7.332,1.953,200.635
2011-03-26,195.31,4210.874,4.522,89.699,58.245,33.755,9.598,15.9,23.817,7.917,10.317,0.0,0.82,12.012,11.522,5.383,-0.441,204.908
2011-03-27,196.918,4203.24,4.528,89.906,60.956,32.409,11.891,17.845,25.045,7.2,13.091,0.0,1.307,15.972,14.069,7.276,-0.418,208.809
2011-03-28,194.86,4232.313,4.455,97.311,65.856,34.272,11.801,15.339,21.761,6.422,20.006,0.0,1.684,23.954,17.622,9.331,2.098,206.661
2011-03-29,195.009,4200.294,4.611,85.367,61.572,34.822,9.538,14.224,19.773,5.549,16.192,0.0,1.54,18.505,15.768,9.286,1.898,204.547
2011-03-30,194.214,4227.27,4.389,91.572,71.172,47.311,14.465,17.895,27.188,9.293,16.964,0.0,1.443,23.779,19.619,12.869,6.17,208.679
2011-03-31,186.042,4037.73,3.34,98.99,77.098,59.814,6.504,5.762,6.4,0.637,9.472,13.0,0.79,21.667,19.031,13.551,6.634,192.546
2011-04-01,190.663,4111.951,3.953,92.135,63.517,31.665,9.467,13.805,20.035,6.231,14.833,0.0,2.088,16.651,14.583,8.685,1.36,200.129
2011-04-02,190.485,4102.294,4.039,97.573,63.987,33.237,14.139,12.834,16.838,4.004,26.917,0.0,2.288,26.618,17.204,10.458,4.384,204.625
2011-04-03,189.196,4004.551,2.974,77.775,54.214,41.171,9.881,6.428,7.558,1.13,11.125,0.0,1.443,13.742,8.93,6.624,4.032,199.077
2011-04-04,187.891,4022.442,2.766,81.632,51.192,27.301,9.558,8.034,10.434,2.4,11.417,0.0,1.418,13.569,11.74,6.747,2.559,197.45
2011-04-05,191.665,4152.285,3.896,84.79,53.969,29.011,10.598,13.871,19.712,5.841,11.458,0.0,1.878,14.502,14.826,7.451,-0.347,202.263
2011-04-06,192.825,4218.919,4.335,90.966,58.344,20.885,13.6,17.906,25.614,7.709,22.375,0.0,2.69,21.754,18.98,11.207,2.192,206.425
2011-04-07,191.049,4216.246,3.95,95.688,67.232,36.471,13.743,17.239,22.252,5.013,21.708,0.0,3.023,25.746,19.782,13.229,6.037,204.793
2011-04-08,186.659,4001.209,2.747,89.599,66.128,41.997,9.694,9.599,11.752,2.152,14.958,0.0,2.207,23.041,19.991,16.029,11.328,196.354
2011-04-09,187.251,4015.24,3.458,98.873,93.639,79.167,12.643,9.01,10.452,1.442,11.292,9.5,1.561,17.551,14.75,12.212,9.76,199.894
2011-04-10,187.855,4004.83,3.603,93.883,66.434,44.884,10.795,6.099,6.932,0.833,14.458,1.0,1.863,18.346,14.432,11.459,8.88,198.65
2011-04-11,188.052,4036.845,4.163,97.995,74.573,48.65,11.557,10.993,16.321,5.328,22.625,2.0,2.234,23.744,17.805,11.572,6.174,199.609
2011-04-12,188.807,3937.853,2.982,77.189,42.83,16.089,7.21,7.221,9.216,1.995,12.917,0.5,1.69,15.809,14.156,9.206,4.817,196.017
2011-04-13,191.267,4074.507,4.248,86.152,51.044,16.409,11.669,16.682,21.299,4.617,19.417,0.0,3.3,22.876,21.261,12.585,3.695,202.936
2011-04-14,190.433,4121.115,4.716,88.285,58.926,29.621,12.434,16.344,20.336,3.992,27.25,0.0,3.382,29.588,21.473,14.416,6.209,202.867
2011-04-15,189.278,4082.444,3.948,96.591,66.97,37.113,12.863,15.019,19.219,4.2,29.125,0.0,3.914,34.071,23.277,16.754,9.05,202.14
2011-04-16,185.16,3989.539,3.179,95.288,62.275,33.403,10.38,7.073,8.583,1.511,16.542,0.0,2.488,20.103,25.382,17.35,9.71,195.54
2011-04-17,188.133,4003.709,2.885,84.323,56.592,36.556,8.267,5.346,6.052,0.706,12.75,0.0,2.027,15.474,15.48,11.019,6.122,196.399
2011-04-18,187.703,4001.541,2.552,92.684,75.455,58.469,12.058,7.104,8.125,1.021,15.083,0.0,2.028,17.44,15.177,12.067,8.702,199.761
2011-04-19,186.304,3926.36,2.667,99.128,88.662,65.042,9.477,5.856,7.172,1.316,5.917,21.5,1.104,12.553,12.828,8.93,4.157,195.781
2011-04-20,189.561,4026.173,3.078,92.916,70.587,47.547,8.243,7.973,11.751,3.778,6.083,0.0,1.155,8.087,12.742,7.905,2.821,197.805
2011-04-21,190.732,4107.603,3.23,93.699,76.394,61.686,9.707,8.551,10.574,2.023,10.583,0.0,1.364,14.283,12.542,9.995,6.973,200.439
2011-04-22,189.401,4067.798,3.464,98.989,84.166,51.264,13.273,12.298,15.611,3.313,17.25,1.0,1.656,23.94,18.193,13.686,10.464,202.675
2011-04-23,186.076,3934.43,2.604,99.012,90.919,72.204,11.215,5.7,6.543,0.843,9.625,19.0,1.135,18.259,17.58,15.47,12.071,197.291
2011-04-24,185.124,3967.885,3.046,98.386,73.769,41.129,9.069,4.658,5.288,0.63,9.292,14.5,1.47,11.394,17.482,13.234,8.798,194.193
2011-04-25,190.207,4064.434,4.08,96.151,69.809,33.755,12.393,12.428,16.557,4.129,15.708,2.5,1.453,16.048,18.411,11.887,6.744,202.6
2011-04-26,190.717,4078.28,4.099,95.32,71.372,45.657,14.293,14.118,19.714,5.596,20.25,0.0,1.884,19.581,19.033,13.464,6.188,205.01
2011-04-27,187.471,4033.056,3.775,96.551,77.272,51.481,13.566,9.797,13.515,3.718,35.375,0.0,2.025,40.86,24.43,18.361,11.81,201.037
2011-04-28,184.603,3952.544,3.442,98.699,75.964,48.883,11.267,7.902,9.49,1.587,13.667,8.0,1.737,18.705,22.376,17.031,10.765,195.869
2011-04-29,188.378,4026.519,3.399,95.363,69.767,50.691,10.274,6.119,6.743,0.624,9.167,1.5,1.595,14.613,16.4,12.56,9.494,198.651
2011-04-30,192.425,4105.964,3.715,96.196,71.05,47.424,13.848,11.138,13.749,2.611,15.875,0.0,2.183,22.864,20.759,15.502,8.006,206.273
2011-05-01,188.846,4100.978,3.448,98.63,79.885,51.803,13.52,7.88,9.328,1.448,17.583,2.0,1.698,25.402,21.92,17.38,14.184,202.366
2011-05-02,188.296,4102.427,3.741,96.021,59.713,29.806,13.191,9.049,11.698,2.649,44.125,0.0,1.512,61.838,23.489,17.464,11.972,201.487
2011-05-03,189.263,4080.634,3.482,98.352,78.71,55.165,13.627,6.689,7.581,0.891,18.25,34.0,1.229,31.301,16.994,13.637,9.898,202.89
2011-05-04,187.594,4045.161,3.082,98.107,74.378,52.204,12.479,6.135,6.769,0.634,14.292,1.0,1.722,20.19,19.682,15.505,11.779,200.098
2011-05-05,188.166,4053.339,2.409,88.871,75.035,60.911,12.7,3.702,3.897,0.195,10.333,0.0,1.095,18.305,14.754,12.778,10.88,200.865
2011-05-06,189.203,4090.441,3.097,95.234,82.74,70.014,11.347,7.695,8.735,1.04,9.125,0.0,1.213,16.775,15.925,13.262,10.374,200.549
2011-05-07,189.883,4101.552,3.713,98.517,92.094,73.738,14.404,10.364,13.136,2.772,12.208,0.0,1.076,22.128,17.737,15.667,13.411,204.287
2011-05-08,188.979,4075.026,4.014,98.578,65.654,37.956,15.025,7.879,9.413,1.534,16.167,0.0,2.085,24.231,26.223,19.015,12.872,204.004
2011-05-09,191.273,4146.433,4.208,93.9,70.065,44.439,14.036,12.702,15.738,3.036,14.125,0.0,2.227,19.201,22.708,17.163,10.794,205.309
2011-05-10,190.667,4155.192,4.606,96.682,81.331,55.504,20.35,16.815,22.996,6.18,8.5,3.0,2.07,40.329,26.323,19.605,14.941,211.017
2011-05-11,187.707,4045.017,4.163,98.904,95.189,85.848,12.296,10.36,12.434,2.075,0.0,34.0,1.198,18.45,15.433,13.963,12.748,200.002
2011-05-12,186.795,4023.702,3.453,98.839,95.98,87.178,14.144,10.06,12.833,2.772,0.0,30.5,0.985,13.483,17.071,15.003,12.818,200.939
2011-05-13,184.917,4053.512,4.091,98.23,83.675,64.25,18.217,10.299,14.343,4.045,0.0,4.0,1.45,23.654,22.14,18.354,14.69,203.133
2011-05-14,189.718,4154.681,4.149,95.736,66.296,39.234,15.952,10.403,13.63,3.226,0.0,0.0,1.982,50.087,23.576,17.752,12.435,205.67
2011-05-15,190.692,4201.229,3.423,79.568,52.715,28.799,12.38,6.846,7.75,0.903,0.0,0.0,3.032,20.83,24.912,18.8,11.6,203.073
2011-05-16,191.904,4245.949,3.523,93.546,73.804,45.1,15.725,11.27,13.748,2.479,11.542,0.0,2.527,29.406,23.151,18.401,13.319,207.629
2011-05-17,190.724,4225.916,4.082,97.948,86.174,67.408,17.578,13.259,16.569,3.31,21.0,0.0,1.857,28.862,19.685,16.574,13.964,208.302
2011-05-18,192.055,4255.377,4.212,97.834,71.93,45.07,17.508,11.062,14.482,3.421,22.417,0.0,1.795,29.57,21.559,17.306,12.785,209.564
2011-05-19,194.118,4280.694,4.405,98.231,68.131,36.882,18.463,13.883,16.787,2.903,29.167,0.0,2.336,33.981,26.001,19.318,12.288,212.581
2011-05-20,190.681,4166.189,4.697,95.071,69.238,42.359,19.215,15.481,19.866,4.385,33.708,0.0,2.593,39.461,27.747,21.241,14.019,209.895
2011-05-21,187.691,4088.827,4.018,97.487,77.016,50.808,18.272,12.076,14.743,2.667,26.667,0.0,2.103,36.55,27.915,21.825,15.701,205.962
2011-05-22,184.298,3971.945,2.604,98.882,90.183,65.009,13.572,5.824,6.824,1.0,14.583,15.5,0.853,23.976,25.815,17.679,13.123,197.87
2011-05-23,186.246,4005.451,2.852,98.356,79.474,58.576,14.859,7.356,8.616,1.26,7.917,11.5,0.566,13.205,16.653,14.392,12.161,201.104
2011-05-24,187.001,4059.048,3.297,98.851,87.717,64.503,14.892,9.359,11.948,2.589,7.542,17.5,0.424,13.009,16.767,13.259,10.806,201.893
2011-05-25,192.417,4119.234,3.837,98.363,73.958,44.493,17.3,13.709,20.291,6.583,14.625,0.0,1.254,19.324,22.876,17.086,10.564,209.717
2011-05-26,187.241,4067.583,3.122,97.426,84.521,67.593,14.99,7.819,8.88,1.061,15.667,0.0,1.003,21.693,19.263,16.544,14.141,202.231
2011-05-27,187.82,4058.513,3.639,96.683,80.357,57.074,15.448,10.037,12.463,2.425,15.208,0.0,0.946,20.016,20.723,18.141,15.814,203.267
2011-05-28,184.963,3969.313,3.199,98.836,96.283,90.128,16.097,6.64,7.449,0.809,8.292,24.0,0.432,15.423,19.277,17.802,16.417,201.059
2011-05-29,184.253,3967.896,2.659,98.164,96.861,93.817,14.976,4.223,4.909,0.686,2.0,74.5,0.291,10.015,18.083,17.122,15.965,199.229
2011-05-30,181.92,3848.473,3.149,96.496,78.773,62.508,11.049,3.678,4.601,0.923,2.833,1.0,0.531,8.063,19.47,16.55,14.164,192.969
2011-05-31,185.684,3917.873,2.985,79.471,69.816,58.365,10.334,3.547,4.474,0.927,12.417,0.0,0.594,19.819,15.976,13.139,10.939,196.018
2011-06-01,186.945,3959.423,3.081,89.351,72.673,59.872,11.595,6.559,8.251,1.692,21.083,0.0,1.039,30.63,15.206,13.028,10.365,198.539
2011-06-02,191.043,4025.062,4.01,98.36,93.405,85.178,16.365,12.539,17.694,5.155,20.333,15.5,0.544,31.9,16.798,14.871,12.59,207.408
2011-06-03,191.279,4114.593,4.392,98.44,82.43,56.585,17.507,12.613,16.157,3.545,12.833,0.0,1.137,25.703,23.746,18.837,14.838,208.786
2011-06-04,193.887,4206.511,4.625,98.566,78.814,52.422,18.93,11.232,14.382,3.15,,0.0,1.618,36.048,25.955,20.866,16.0,212.817
2011-06-05,189.768,4142.363,4.37,97.851,83.545,57.357,16.883,8.171,9.608,1.437,,0.0,1.474,44.934,25.656,20.684,16.842,206.651
2011-06-06,188.257,4038.095,3.89,97.804,74.637,45.35,15.28,9.208,10.895,1.687,,0.0,1.38,35.425,26.74,21.371,16.284,203.536
2011-06-07,193.837,4189.816,4.188,96.88,80.575,61.933,18.189,12.367,14.252,1.885,,0.0,3.171,40.318,24.085,20.444,16.999,212.026
2011-06-08,190.118,4156.001,3.657,98.707,88.536,73.707,18.784,12.339,15.029,2.69,,4.5,1.035,22.116,21.187,18.175,15.758,208.902
2011-06-09,190.631,4062.111,3.571,98.552,81.588,59.305,17.16,9.809,12.47,2.661,,0.0,1.275,20.412,24.073,19.869,15.07,207.791
2011-06-10,192.58,4096.439,3.791,97.77,85.638,68.825,19.795,12.783,15.841,3.058,13.542,0.0,1.66,26.815,25.07,21.798,18.303,212.376
2011-06-11,190.233,4040.043,3.969,98.574,91.664,74.656,17.242,8.973,10.537,1.564,20.458,62.5,0.966,30.556,23.324,20.968,19.521,207.475
2011-06-12,195.573,4170.931,4.499,96.993,77.544,51.181,18.862,8.417,9.638,1.22,24.167,0.0,1.62,34.072,25.973,22.161,19.113,214.436
2011-06-13,188.973,4052.195,3.745,98.444,88.201,67.98,17.38,9.133,10.736,1.603,19.458,51.5,1.057,26.041,23.591,20.001,17.619,206.352
2011-06-14,188.491,3979.241,3.53,98.209,82.497,60.381,17.536,8.824,9.89,1.066,12.375,0.0,0.965,18.469,22.994,20.02,17.803,206.027
2011-06-15,190.245,4006.561,3.336,94.26,75.06,60.325,14.922,8.628,10.371,1.743,6.708,0.0,1.151,12.59,20.851,18.724,15.994,205.168
2011-06-16,192.52,4096.765,3.365,98.247,86.292,69.424,16.89,9.141,11.678,2.537,12.375,7.0,0.88,16.969,22.73,19.315,15.417,209.41
2011-06-17,185.412,3918.475,2.71,98.663,94.865,88.051,14.483,6.248,6.898,0.65,8.542,24.5,0.372,14.73,19.42,18.143,17.238,199.895
2011-06-18,189.093,3954.844,3.423,98.332,91.252,78.938,16.338,8.414,9.896,1.482,11.042,4.0,0.625,20.151,20.426,18.625,17.349,205.432
2011-06-19,194.358,4119.958,3.751,98.149,87.067,67.401,17.097,6.938,8.474,1.537,14.75,0.0,0.889,21.493,23.382,20.377,17.496,211.455
2011-06-20,195.02,4157.978,3.708,97.576,84.801,64.215,19.197,12.65,16.038,3.387,14.292,0.0,1.49,24.777,26.76,22.902,19.073,214.217
