date,HUM_max,HUM_mean,HUM_min,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-03-27,87.0,58.542,30.0,10.125,15.0,14.3,7.9,-0.1
2011-03-28,96.0,63.042,35.0,17.083,22.417,17.4,9.65,2.6
2011-03-29,67.0,49.5,29.0,11.304,18.174,16.8,11.038,3.8
2011-03-30,72.0,60.292,49.0,10.042,17.583,19.1,14.258,7.7
2011-03-31,98.0,73.667,48.0,7.042,16.375,18.3,13.354,7.5
2011-04-01,88.0,61.042,38.0,14.333,16.125,15.8,10.183,1.8
2011-04-02,99.0,58.292,36.0,20.583,22.333,19.5,12.512,5.1
2011-04-03,82.0,56.75,42.0,11.125,12.542,9.0,7.283,5.8
2011-04-04,71.0,43.125,29.0,6.083,9.292,13.7,8.625,3.6
2011-04-05,74.0,47.333,28.0,12.708,13.458,16.7,9.033,0.6
2011-04-06,89.0,60.667,31.0,15.833,15.667,19.9,12.129,2.7
2011-04-07,95.0,61.826,34.0,15.19,16.864,20.5,14.254,7.2
2011-04-08,68.0,56.667,45.0,9.292,12.583,20.6,17.112,14.9
2011-04-09,99.0,87.75,62.0,10.0,15.25,18.0,15.692,13.2
2011-04-10,94.0,66.542,44.0,10.167,13.042,17.8,14.208,10.8
2011-04-11,98.0,75.25,43.0,19.417,23.375,19.8,13.712,8.5
2011-04-12,65.0,39.75,23.0,14.292,16.542,16.3,10.933,7.0
2011-04-13,70.0,48.667,32.0,17.333,21.375,22.3,13.717,5.1
2011-04-14,73.0,51.208,28.0,21.5,25.826,23.6,16.25,9.2
2011-04-15,93.0,66.083,49.0,21.167,26.792,22.3,16.938,10.1
2011-04-16,97.0,64.292,36.0,14.958,21.0,25.9,17.912,10.8
2011-04-17,81.0,53.292,38.0,11.083,14.125,18.5,13.275,8.4
2011-04-18,99.0,70.417,56.0,12.208,16.333,16.8,14.442,11.7
2011-04-19,99.0,92.208,74.0,5.682,8.292,14.2,10.125,6.2
2011-04-20,99.0,69.583,47.0,6.542,7.833,16.4,10.812,3.9
2011-04-21,99.0,79.917,55.0,11.261,13.522,17.4,12.404,8.6
2011-04-22,96.0,78.292,54.0,15.667,16.708,18.3,14.838,11.0
2011-04-23,99.0,97.917,93.0,5.0,13.333,17.1,15.604,13.8
2011-04-24,91.0,57.875,34.0,7.042,14.75,20.6,16.046,11.6
2011-04-25,96.0,56.625,22.0,11.208,14.542,20.0,14.25,8.2
2011-04-26,81.0,56.292,38.0,13.625,17.917,21.4,14.604,6.8
2011-04-27,99.0,73.708,51.0,28.042,39.042,23.8,19.292,12.1
2011-04-28,98.0,58.542,34.0,11.565,19.609,24.7,19.112,12.0
2011-04-29,77.0,53.083,43.0,10.125,12.75,19.6,14.767,9.0
2011-04-30,88.0,61.917,37.0,16.75,21.667,23.3,17.0,10.2
2011-05-01,99.0,76.125,51.0,12.958,17.5,20.1,17.546,14.6
2011-05-02,99.0,53.333,29.0,42.0,67.833,24.4,18.404,12.0
2011-05-03,99.0,70.458,46.0,34.0,58.375,18.0,15.417,12.9
2011-05-04,98.0,71.042,44.0,16.792,25.125,21.8,16.788,12.5
2011-05-05,82.0,70.667,58.0,13.958,19.5,16.5,14.862,13.2
2011-05-06,84.0,69.565,48.0,17.913,25.0,20.4,16.242,12.5
2011-05-07,99.0,95.708,84.0,21.458,28.708,16.8,15.329,13.6
2011-05-08,99.0,60.208,34.0,18.417,29.125,27.6,20.404,12.4
2011-05-09,88.0,63.875,35.0,20.917,27.75,23.3,18.367,12.2
2011-05-10,98.0,75.667,52.0,18.833,27.0,27.7,22.188,17.3
2011-05-11,99.0,97.583,93.0,9.583,12.042,18.2,15.075,14.1
2011-05-12,99.0,96.917,86.0,5.333,9.435,16.2,15.292,13.9
2011-05-13,98.0,82.375,56.0,12.0,21.042,25.9,20.021,15.6
2011-05-14,93.0,52.25,31.0,24.458,41.917,25.0,20.0,13.2
2011-05-15,63.0,38.542,22.0,13.667,18.417,25.3,19.679,12.4
2011-05-16,78.0,59.125,37.0,17.478,27.75,22.7,18.8,13.1
2011-05-17,99.0,82.708,56.0,20.174,29.167,21.4,16.883,14.1
2011-05-18,99.0,71.292,39.0,26.292,32.917,24.6,18.375,13.3
2011-05-19,94.0,61.417,34.0,24.522,30.391,26.0,19.958,12.0
2011-05-20,96.0,68.25,45.0,30.042,38.5,27.6,21.467,14.7
2011-05-21,97.0,72.208,51.0,26.542,33.5,27.5,22.696,16.9
2011-05-22,98.0,84.083,54.0,10.792,15.125,28.7,20.729,15.3
2011-05-23,99.0,84.0,66.0,7.042,10.958,17.7,15.096,12.5
2011-05-24,99.0,87.083,57.0,6.125,9.792,18.5,13.95,11.7
2011-05-25,99.0,68.625,32.0,10.0,15.167,23.1,17.588,10.7
2011-05-26,97.0,77.333,52.0,12.696,19.652,22.7,18.896,15.6
2011-05-27,98.0,85.833,60.0,10.75,16.75,20.3,18.025,16.4
2011-05-28,98.0,97.25,96.0,4.583,9.0,19.4,17.933,16.3
2011-05-29,98.0,98.0,98.0,1.792,5.833,19.2,18.088,16.3
2011-05-30,98.0,75.125,54.0,0.125,6.458,22.2,17.696,15.9
2011-05-31,68.0,60.375,53.0,9.875,14.125,19.8,15.896,12.5
2011-06-01,91.0,66.75,55.0,23.708,31.333,17.7,14.817,12.2
2011-06-02,99.0,96.333,91.0,20.182,23.136,16.8,15.246,14.0
2011-06-03,99.0,79.25,53.0,14.87,16.826,25.5,19.546,13.6
2011-06-04,98.0,74.208,50.0,26.792,29.458,26.5,21.804,15.5
2011-06-05,98.0,78.375,57.0,33.958,40.667,26.4,21.683,17.6
2011-06-06,98.0,70.458,33.0,26.792,28.917,28.4,22.288,16.3
2011-06-07,97.0,77.0,54.0,25.917,30.542,24.0,20.846,18.1
2011-06-08,98.0,85.542,64.0,10.913,16.833,23.3,19.496,17.3
2011-06-09,98.0,80.522,57.0,16.292,21.435,25.9,21.171,16.9
2011-06-10,97.0,82.5,65.0,17.667,25.25,26.3,22.633,19.0
2011-06-11,98.0,91.042,71.0,20.333,30.083,25.1,21.85,20.5
2011-06-12,97.0,82.5,51.0,27.833,32.833,26.4,22.679,20.4
2011-06-13,98.0,89.0,76.0,19.875,27.864,23.6,21.004,18.0
2011-06-14,98.0,85.667,64.0,18.522,24.958,24.9,21.696,19.4
2011-06-15,96.0,64.458,46.0,9.875,13.833,24.5,21.408,19.0
2011-06-16,98.0,85.167,70.0,13.0,18.958,23.7,20.2,17.2
2011-06-17,98.0,97.5,96.0,4.696,9.478,20.3,18.75,17.0
2011-06-18,98.0,91.458,74.0,11.042,17.375,21.9,19.925,18.6
2011-06-19,98.0,87.0,68.0,15.667,18.708,24.8,21.458,19.2
2011-06-20,97.0,86.583,69.0,10.625,16.833,26.1,23.325,20.7
2011-06-21,98.0,78.792,58.0,6.917,11.625,29.5,25.1,21.6
2011-06-22,98.0,68.542,40.0,20.625,28.417,34.1,27.904,20.4
2011-06-23,93.0,74.792,58.0,18.583,25.864,32.2,28.021,24.8
2011-06-24,81.0,68.417,56.0,16.083,21.75,32.6,29.121,25.9
2011-06-25,92.0,77.625,63.0,15.833,22.083,30.4,26.058,21.4
2011-06-26,98.0,93.5,83.0,23.333,32.0,23.3,21.683,20.4
2011-06-27,98.0,96.875,94.0,15.333,22.208,23.3,21.875,21.3
2011-06-28,98.0,76.167,45.0,21.167,29.542,34.7,27.667,21.6
2011-06-29,93.0,68.583,48.0,21.292,28.375,35.8,29.658,25.1
2011-06-30,98.0,78.042,48.0,15.583,21.75,34.1,27.754,24.0
2011-07-01,97.0,76.739,45.0,19.136,28.364,33.9,27.646,23.8
2011-07-02,94.0,79.458,59.0,25.583,32.792,30.2,27.071,24.6
2011-07-03,95.0,76.458,61.0,18.75,22.917,31.7,27.896,23.7
2011-07-04,98.0,73.375,55.0,25.0,33.458,33.9,29.262,24.8
2011-07-05,98.0,73.917,52.0,12.75,18.125,33.6,28.225,23.7
2011-07-06,88.0,67.542,45.0,20.0,25.75,33.4,28.271,24.3
2011-07-07,98.0,79.917,67.0,7.783,15.826,29.0,26.483,23.5
2011-07-08,89.0,76.542,60.0,11.333,18.125,32.5,28.6,25.6
2011-07-09,94.0,75.583,58.0,13.125,19.5,33.6,29.575,26.6
2011-07-10,93.0,75.125,52.0,10.333,14.875,33.9,29.192,25.2
2011-07-11,98.0,77.292,53.0,8.833,15.167,33.6,28.9,25.2
2011-07-12,97.0,76.25,54.0,8.958,14.667,32.6,28.55,24.9
2011-07-13,88.0,73.958,58.0,9.167,15.5,32.6,28.767,25.7
2011-07-14,91.0,68.625,50.0,10.87,15.435,33.8,29.283,25.2
2011-07-15,96.0,73.042,50.0,12.708,18.583,35.3,29.317,24.3
2011-07-16,98.0,74.042,51.0,14.958,22.625,33.8,28.746,25.2
2011-07-17,97.0,73.375,52.0,12.625,19.417,34.8,29.242,24.0
2011-07-18,97.0,81.708,64.0,11.958,21.75,32.9,29.112,26.5
2011-07-19,98.0,94.053,88.0,9.125,26.333,27.6,26.732,25.7
2011-07-20,98.0,92.5,82.0,9.917,28.875,28.1,25.096,19.8
2011-07-21,97.0,78.917,56.0,6.708,16.348,22.6,19.375,17.7
2011-07-22,74.0,59.458,48.0,9.583,14.625,25.2,21.233,17.3
2011-07-23,79.0,65.667,52.0,7.708,13.833,30.1,23.817,18.3
2011-07-24,91.0,74.833,58.0,9.625,16.292,28.8,25.658,22.1
2011-07-25,90.0,71.458,53.0,14.833,22.542,31.1,27.446,24.0
2011-07-26,88.0,75.167,62.0,11.125,17.708,29.4,26.642,23.9
2011-07-27,90.0,73.458,52.0,11.458,17.833,32.0,27.646,24.3
2011-07-28,98.0,86.208,66.0,18.739,28.826,29.4,26.25,24.0
2011-07-29,98.0,85.5,61.0,19.708,29.125,29.8,26.271,24.2
2011-07-30,96.0,84.917,59.0,10.708,18.417,29.3,25.458,23.6
2011-07-31,96.0,92.5,83.0,10.833,18.667,23.5,22.538,21.9
2011-08-01,94.0,73.833,56.0,17.125,26.333,27.9,24.338,21.5
2011-08-02,91.0,77.667,57.0,20.167,29.25,28.7,25.212,21.9
2011-08-03,96.0,86.292,59.0,20.826,31.042,30.2,25.588,23.3
2011-08-04,96.0,82.083,62.0,9.5,19.375,30.3,26.442,23.6
2011-08-05,96.0,81.435,57.0,6.25,12.636,31.7,27.475,24.5
2011-08-06,95.0,77.375,52.0,9.875,18.292,34.3,28.692,25.3
2011-08-07,96.0,81.25,49.0,16.542,26.292,34.7,28.075,25.1
2011-08-08,97.0,77.583,55.0,15.667,25.083,33.7,28.471,23.9
2011-08-09,92.0,73.625,53.0,17.75,26.375,35.4,29.808,25.2
2011-08-10,95.0,72.25,51.0,23.458,34.542,35.0,30.738,26.3
2011-08-11,93.0,73.708,48.0,24.5,36.25,37.5,30.792,27.6
2011-08-12,88.0,69.917,48.0,26.348,38.13,36.0,30.738,27.2
2011-08-13,93.0,75.167,49.0,32.417,42.875,35.6,29.854,27.2
2011-08-14,95.0,71.958,53.0,30.958,42.167,34.7,30.279,26.7
2011-08-15,91.0,67.583,51.0,20.667,29.25,35.5,30.6,26.0
2011-08-16,84.0,70.333,53.0,24.167,32.75,34.8,30.812,27.0
2011-08-17,86.0,68.125,53.0,22.958,30.0,35.5,31.179,27.3
2011-08-18,85.0,66.333,49.0,26.667,38.478,37.4,32.167,27.9
2011-08-19,98.0,89.625,65.0,10.542,16.708,31.9,25.317,21.5
2011-08-20,96.0,82.542,66.0,6.417,11.917,24.9,23.0,21.6
2011-08-21,98.0,95.667,92.0,3.0,9.125,21.2,20.238,19.4
2011-08-22,98.0,92.042,83.0,4.833,10.208,22.8,21.317,19.7
2011-08-23,97.0,85.708,61.0,15.792,23.75,31.1,25.608,21.8
2011-08-24,97.0,82.208,62.0,10.083,18.292,31.4,26.842,22.6
2011-08-25,97.0,89.25,71.0,4.348,10.826,28.5,25.633,24.3
2011-08-26,98.0,86.667,56.0,7.75,13.909,31.7,25.483,22.3
2011-08-27,97.0,88.25,77.0,9.208,18.083,25.8,23.879,22.2
2011-08-28,94.0,71.292,51.0,11.875,17.292,30.3,26.104,21.6
2011-08-29,93.0,71.417,49.0,11.333,17.042,30.9,26.708,23.0
2011-08-30,96.0,70.333,42.0,9.625,12.792,32.2,26.462,22.7
2011-08-31,96.0,77.833,56.0,8.667,16.708,31.3,26.542,21.6
2011-09-01,97.0,83.75,62.0,9.125,20.958,31.4,28.162,25.9
2011-09-02,96.0,79.696,58.0,11.917,23.435,31.8,28.471,25.4
2011-09-03,93.0,79.708,70.0,14.5,30.917,30.2,28.083,25.8
2011-09-04,97.0,79.667,63.0,9.75,22.833,29.1,26.754,22.9
2011-09-05,97.0,91.375,77.0,6.75,14.958,27.8,25.096,22.8
2011-09-06,88.0,72.625,50.0,6.0,14.375,28.7,24.662,22.4
2011-09-07,90.0,68.292,46.0,12.667,20.75,29.7,24.588,21.0
2011-09-08,94.0,71.083,44.0,16.174,26.043,30.8,25.167,20.4
2011-09-09,91.0,71.792,55.0,17.625,23.75,32.4,27.654,22.8
2011-09-10,95.0,77.333,52.0,14.083,22.417,32.7,28.121,24.4
2011-09-11,96.0,77.75,51.0,7.75,13.833,32.6,28.004,25.4
2011-09-12,95.0,74.083,48.0,7.083,13.542,32.3,27.6,22.9
2011-09-13,94.0,75.542,50.0,10.583,16.667,32.7,27.712,23.6
2011-09-14,96.0,75.833,50.0,13.792,20.958,33.6,27.862,23.9
2011-09-15,97.0,77.042,48.0,8.818,15.696,32.7,27.567,23.1
2011-09-16,98.0,79.792,54.0,7.75,14.167,31.7,27.421,23.9
2011-09-17,98.0,84.792,66.0,7.917,16.417,30.0,27.038,24.8
2011-09-18,91.0,74.75,54.0,7.833,13.167,31.8,27.704,24.4
2011-09-19,98.0,78.917,49.0,14.833,23.208,32.9,26.067,19.5
2011-09-20,98.0,97.417,96.0,2.458,7.417,19.8,19.238,18.5
2011-09-21,98.0,91.208,70.0,3.043,12.304,25.6,21.162,17.4
2011-09-22,97.0,79.792,46.0,5.957,11.739,29.3,22.721,18.2
2011-09-23,97.0,73.833,44.0,5.25,9.458,23.6,19.617,17.3
2011-09-24,95.0,64.667,37.0,9.25,13.917,25.8,19.929,14.9
2011-09-25,81.0,65.708,47.0,9.917,14.75,24.0,20.175,17.3
2011-09-26,95.0,84.417,77.0,12.583,17.625,18.9,17.642,16.8
2011-09-27,87.0,71.125,47.0,10.208,15.083,24.8,19.358,16.6
2011-09-28,86.0,66.208,41.0,14.0,18.458,24.9,19.404,15.0
2011-09-29,95.0,69.917,46.0,15.875,21.417,26.9,20.579,14.6
2011-09-30,94.0,72.792,55.0,23.13,30.435,27.9,23.029,17.3
2011-10-01,66.0,53.167,40.0,8.417,13.125,25.5,22.296,18.8
2011-10-02,71.0,62.667,52.0,11.208,17.0,20.6,18.208,16.9
2011-10-03,61.0,49.0,39.0,4.25,8.042,22.2,17.929,15.3
2011-10-04,67.0,53.5,39.0,8.292,11.958,22.8,18.158,13.2
2011-10-05,98.0,91.792,72.0,8.625,12.542,17.4,15.246,14.1
2011-10-06,98.0,82.13,54.0,4.364,9.364,25.6,20.354,15.9
2011-10-07,96.0,54.083,28.0,13.25,16.917,25.6,20.154,15.7
2011-10-08,83.0,61.208,36.0,19.792,26.333,22.9,18.188,14.2
2011-10-09,97.0,72.542,55.0,24.375,30.458,23.6,18.996,15.5
2011-10-10,97.0,79.833,50.0,28.833,33.5,25.1,20.0,16.5
2011-10-11,96.0,71.708,39.0,30.542,38.875,24.8,19.721,15.0
2011-10-12,89.0,71.75,45.0,33.125,37.1,24.1,19.717,16.5
2011-10-13,87.0,71.458,59.0,33.25,51.333,22.7,18.867,15.0
2011-10-14,98.0,80.458,57.0,33.25,44.375,24.5,19.7,14.6
2011-10-15,97.0,86.0,70.0,11.292,24.25,25.9,22.908,19.7
2011-10-16,98.0,66.875,32.0,10.5,16.375,29.8,24.054,19.3
2011-10-17,96.0,71.708,46.0,18.875,31.583,24.2,20.171,15.9
2011-10-18,75.0,60.25,51.0,10.375,18.375,21.5,18.804,15.9
2011-10-19,83.0,72.917,67.0,11.0,20.0,16.4,15.221,14.3
2011-10-20,91.0,72.208,63.0,15.913,24.348,19.6,16.871,13.9
2011-10-21,98.0,81.542,67.0,15.333,22.833,20.6,17.504,15.8
2011-10-22,98.0,94.125,86.0,3.917,11.25,21.6,19.046,15.9
2011-10-23,95.0,84.792,67.0,6.792,14.417,25.4,22.046,20.4
2011-10-24,95.0,82.0,64.0,12.542,22.667,22.8,20.529,19.1
2011-10-25,96.0,68.208,44.0,16.708,26.792,27.6,21.321,17.0
2011-10-26,60.0,47.875,39.0,6.083,9.708,20.2,15.633,11.0
2011-10-27,88.0,63.25,39.0,10.273,18.522,18.7,12.908,7.4
2011-10-28,92.0,71.458,46.0,18.727,22.5,20.5,13.975,8.4
2011-10-29,96.0,72.083,43.0,19.083,24.5,21.5,15.225,9.4
2011-10-30,87.0,73.625,56.0,22.458,29.167,19.5,16.279,13.9
2011-10-31,98.0,69.125,46.0,15.542,20.792,22.7,17.671,13.6
2011-11-01,96.0,68.042,32.0,11.792,16.458,21.9,15.65,10.8
2011-11-02,98.0,77.375,50.0,19.792,25.875,21.9,15.517,9.4
2011-11-03,98.0,80.833,57.0,33.542,43.875,20.3,16.608,13.4
2011-11-04,99.0,79.304,50.0,24.522,31.87,22.7,16.825,12.0
2011-11-05,98.0,84.625,67.0,43.208,49.042,23.1,17.888,12.9
2011-11-06,98.0,92.708,84.0,52.042,54.625,19.1,17.575,16.7
2011-11-07,93.0,74.458,49.0,10.042,14.333,23.2,18.717,15.3
2011-11-08,93.0,68.0,49.0,6.583,12.208,18.7,15.438,13.4
2011-11-09,87.0,68.5,48.0,9.708,14.792,15.5,12.7,9.6
2011-11-10,85.0,70.875,60.0,14.708,19.625,15.5,13.046,10.4
2011-11-11,99.0,91.208,68.0,11.917,15.217,13.0,11.929,10.7
2011-11-12,98.0,80.333,55.0,6.167,11.375,21.3,16.204,11.8
2011-11-13,98.0,76.375,44.0,16.542,21.083,23.0,17.429,13.3
2011-11-14,98.0,74.292,48.0,21.125,26.208,20.7,16.262,12.8
2011-11-15,98.0,71.5,48.0,13.458,17.833,16.4,12.675,9.3
2011-11-16,81.0,57.417,38.0,6.0,9.667,15.6,11.125,7.6
2011-11-17,93.0,58.042,30.0,9.348,15.087,19.1,12.358,5.9
2011-11-18,90.0,71.75,62.0,17.583,21.125,13.5,11.75,10.4
2011-11-19,99.0,95.292,87.0,11.087,17.5,20.9,15.896,11.3
2011-11-20,98.0,72.667,48.0,4.292,9.292,22.8,17.004,11.8
2011-11-21,64.0,50.833,38.0,2.083,7.208,16.4,11.55,7.2
2011-11-22,94.0,63.375,35.0,6.826,10.792,14.5,9.179,3.6
2011-11-23,94.0,73.083,46.0,19.333,20.625,17.0,11.229,5.9
2011-11-24,98.0,60.417,33.0,12.792,17.917,19.2,11.812,7.7
2011-11-25,92.0,57.375,34.0,4.391,9.261,15.7,9.146,3.0
2011-11-26,93.0,64.208,40.0,12.333,15.583,14.3,8.396,2.8
2011-11-27,98.0,74.25,50.0,23.792,25.375,15.0,9.183,4.5
2011-11-28,98.0,75.833,48.0,22.75,27.958,14.4,10.146,6.3
2011-11-29,95.0,70.792,46.0,26.542,30.542,16.8,12.367,9.3
2011-11-30,99.0,79.833,50.0,26.5,32.167,19.6,13.488,7.6
2011-12-01,99.0,90.333,73.0,5.0,7.708,10.6,7.225,4.8
2011-12-02,98.0,85.636,67.0,6.261,9.182,7.1,5.288,3.5
2011-12-03,99.0,95.542,83.0,2.875,8.125,18.6,11.367,6.8
2011-12-04,96.0,51.792,32.0,3.833,7.75,16.5,12.479,6.6
2011-12-05,96.0,63.167,40.0,5.042,10.458,15.3,9.004,4.2
2011-12-06,97.0,70.208,51.0,13.625,17.708,8.6,6.867,6.0
2011-12-07,96.0,75.667,50.0,27.958,28.917,14.0,8.529,4.5
2011-12-08,99.0,89.083,77.0,28.75,26.273,8.1,7.062,5.6
2011-12-09,99.0,91.583,61.0,8.708,11.042,7.6,4.167,0.9
2011-12-10,97.0,72.542,41.0,8.208,12.458,11.7,4.904,-1.1
2011-12-11,99.0,68.875,30.0,11.25,15.25,14.3,6.279,-0.2
2011-12-12,99.0,77.5,45.0,13.0,18.208,15.6,6.921,0.5
2011-12-13,99.0,66.375,41.0,8.583,13.542,12.9,7.733,3.2
2011-12-14,99.0,74.125,63.0,19.375,20.833,9.2,7.012,4.7
2011-12-15,99.0,68.125,40.0,15.0,17.783,16.8,8.975,2.7
2011-12-16,87.0,58.208,41.0,6.875,11.25,12.6,8.246,2.9
2011-12-17,80.0,57.5,31.0,5.542,8.833,10.3,3.971,-0.7
2011-12-18,94.0,64.458,35.0,10.625,13.0,12.1,4.867,-1.3
2011-12-19,94.0,72.167,54.0,14.375,17.875,9.6,4.546,1.1
2011-12-20,92.0,59.875,41.0,5.583,9.667,10.5,5.304,1.2
2011-12-21,78.0,67.542,53.0,19.583,21.458,9.6,4.562,1.7
