date,CO_mean,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-26,3.75,78.0,46.292,29.0,16.043,20.174,4.13,,1.042,6.792,47.0,11.792,-22.0
2011-01-27,4.696,69.0,51.417,30.0,22.333,33.292,10.958,,1.391,15.875,64.0,5.375,-50.0
2011-01-28,3.583,72.0,46.292,25.0,13.75,19.458,5.708,,1.292,10.917,49.0,5.125,-31.0
2011-01-29,2.417,56.0,42.292,25.0,6.458,7.042,0.583,,0.792,6.75,50.0,5.667,-22.0
2011-01-30,3.875,58.0,40.417,21.0,17.292,24.833,7.542,,0.958,7.083,54.0,8.208,-31.0
2011-01-31,3.333,60.0,41.375,17.0,17.625,23.083,5.458,,1.417,10.792,87.0,18.583,-35.0
2011-02-01,3.583,64.0,48.042,32.0,17.583,24.542,6.958,,1.417,11.375,84.0,12.708,-42.0
2011-02-02,3.0,49.0,34.583,15.0,10.65,12.65,2.0,,1.136,7.0,41.0,5.75,-19.0
2011-02-03,4.136,50.0,33.417,14.0,20.167,25.875,5.708,,1.478,10.125,61.0,10.833,-44.0
2011-02-04,3.375,51.0,36.167,17.0,15.667,20.458,4.792,,1.542,13.542,106.0,32.167,-35.0
2011-02-05,3.792,64.0,46.875,30.0,11.5,13.208,1.708,,1.792,17.708,84.0,43.042,1.0
2011-02-06,5.913,77.0,66.708,49.0,30.083,47.292,17.208,,1.75,46.792,61.0,30.25,-15.0
2011-02-07,6.364,89.0,80.042,59.0,25.25,44.875,19.625,,1.083,30.75,108.0,69.542,39.0
2011-02-08,2.667,61.0,35.5,22.0,7.5,8.708,1.208,,0.792,4.083,87.0,52.875,-1.0
2011-02-09,2.917,55.0,36.417,21.0,13.696,16.652,2.957,,0.917,5.542,73.0,27.083,-11.0
2011-02-10,3.739,64.0,40.333,19.0,21.042,26.25,5.208,,1.217,10.792,91.0,40.333,-10.0
2011-02-11,2.792,66.0,39.125,21.0,9.667,11.625,1.958,,0.708,9.625,77.0,34.75,-4.0
2011-02-12,2.833,53.0,38.875,24.0,7.792,8.75,0.958,,0.75,8.375,77.0,25.625,-19.0
2011-02-13,3.391,60.0,39.292,26.0,18.364,22.318,3.955,,1.318,18.182,72.0,37.208,-12.0
2011-02-14,4.875,89.0,71.708,50.0,27.667,42.042,14.375,,1.167,35.583,61.0,32.333,2.0
2011-02-15,4.333,88.0,58.25,34.0,13.417,28.833,15.417,,1.375,18.208,119.0,54.875,26.0
2011-02-16,2.958,75.0,48.708,32.0,15.043,17.609,2.565,,0.542,12.917,47.0,24.25,4.0
2011-02-17,3.522,85.0,55.917,20.0,15.5,26.458,10.958,,0.87,15.417,85.0,25.708,-22.0
2011-02-18,2.75,76.0,41.667,16.0,7.083,8.042,0.958,,0.583,7.958,47.0,9.875,-20.0
2011-02-19,3.478,57.0,35.75,14.0,11.375,12.208,0.833,,1.0,11.083,71.0,14.75,-48.0
2011-02-20,4.333,53.0,36.125,16.0,23.042,28.917,5.875,,1.375,13.625,101.0,38.875,-22.0
2011-02-21,3.435,59.0,35.25,12.0,20.5,24.667,4.167,,1.083,16.167,134.0,65.625,-13.0
2011-02-22,3.913,60.0,49.542,34.0,18.304,20.043,1.739,,2.217,24.783,114.0,70.542,30.0
2011-02-23,4.75,89.0,74.417,44.0,21.826,30.913,9.087,,1.125,32.083,123.0,72.208,42.0
2011-02-24,4.043,68.0,42.792,25.0,10.583,11.125,0.542,,2.87,27.292,153.0,100.958,67.0
2011-02-25,3.542,89.0,75.375,52.0,10.583,11.75,1.167,,0.292,13.5,77.0,51.792,26.0
2011-02-26,2.792,81.0,51.958,32.0,7.083,7.958,0.875,,0.125,10.167,88.0,41.625,15.0
2011-02-27,2.417,44.0,33.458,21.0,5.125,6.083,0.958,,0.042,8.792,69.0,28.25,-3.0
2011-02-28,3.25,57.0,40.833,25.0,15.792,17.958,2.167,,0.75,12.917,61.0,21.625,-26.0
2011-03-01,5.75,91.0,72.792,48.0,25.609,43.739,18.13,,0.708,21.042,114.0,61.583,8.0
2011-03-02,3.955,91.0,86.667,78.0,21.609,34.304,12.696,,0.545,21.435,61.0,49.417,45.0
2011-03-03,3.292,91.0,63.167,37.0,11.125,12.083,0.958,,0.917,16.208,128.0,76.833,37.0
2011-03-04,2.792,86.0,59.917,49.0,5.0,5.333,0.333,,0.625,15.667,67.0,47.167,21.0
2011-03-05,4.083,91.0,88.625,83.0,18.083,23.833,5.75,,0.125,12.167,71.0,39.125,8.0
2011-03-06,4.375,92.0,80.458,58.0,18.833,37.875,19.042,,1.0,20.667,167.0,104.667,48.0
2011-03-07,4.25,92.0,56.917,31.0,14.875,17.083,2.208,,1.083,31.958,153.0,122.75,88.0
2011-03-08,3.958,68.0,58.5,49.0,16.652,18.0,1.348,,1.208,22.167,114.0,91.583,74.0
2011-03-09,3.696,89.0,85.625,70.0,16.958,19.167,2.208,,0.435,17.708,86.0,64.458,42.0
2011-03-10,3.208,90.0,82.333,65.0,10.958,12.0,1.042,,0.0,4.708,80.0,52.292,37.0
2011-03-11,2.958,87.0,71.958,52.0,7.375,7.958,0.583,,0.125,7.875,92.0,53.833,29.0
2011-03-12,2.917,65.0,46.792,27.0,9.75,11.5,1.75,,0.458,4.5,105.0,48.917,15.0
2011-03-13,2.625,65.0,39.833,22.0,9.625,10.833,1.208,,0.042,5.208,102.0,48.5,7.0
2011-03-14,3.208,72.0,46.0,29.0,16.25,17.958,1.708,,0.875,12.0,104.0,54.375,1.0
2011-03-15,3.043,75.0,44.542,22.0,12.182,16.318,4.136,,0.739,15.478,111.0,54.75,3.0
2011-03-16,3.217,64.0,40.792,23.0,17.083,19.375,2.292,,1.043,19.818,109.0,61.792,13.0
2011-03-17,4.792,84.0,66.083,54.0,29.375,37.708,8.333,,1.125,44.25,103.0,62.417,38.0
2011-03-18,4.792,91.0,83.917,72.0,18.458,27.708,9.25,,0.417,33.292,109.0,79.375,44.0
2011-03-19,2.125,82.0,35.208,18.0,5.583,6.625,1.042,,0.0,6.708,105.0,73.458,41.0
2011-03-20,2.25,47.0,30.75,14.0,7.375,8.125,0.75,,0.375,12.125,134.0,74.333,11.0
2011-03-21,2.167,42.0,30.75,18.0,5.833,6.625,0.792,,0.125,11.542,113.0,64.542,23.0
2011-03-22,4.0,58.0,40.25,25.0,30.13,39.043,8.913,,1.333,28.208,132.0,73.25,-8.0
2011-03-23,4.174,91.0,66.75,48.0,22.667,24.792,2.125,,1.217,39.667,114.0,88.583,62.0
2011-03-24,3.0,88.0,60.375,25.0,11.583,12.5,0.917,,0.208,7.625,155.0,87.208,59.0
2011-03-25,2.625,71.0,40.083,15.0,7.833,8.5,0.667,,0.375,7.083,131.0,74.5,22.0
2011-03-26,2.696,57.0,34.875,18.0,11.591,12.5,0.909,,0.5,10.364,112.0,63.292,12.0
2011-03-27,3.083,68.0,40.333,17.0,16.417,17.458,1.042,,0.958,14.917,149.0,83.083,14.0
2011-03-28,3.417,63.0,44.75,24.0,15.542,17.958,2.417,,1.375,22.458,176.0,91.667,34.0
2011-03-29,2.917,59.0,37.583,13.0,13.739,14.957,1.217,,0.875,16.458,185.0,110.583,51.0
2011-03-30,4.565,66.0,48.375,33.0,33.25,44.333,11.083,,1.609,30.125,203.0,129.917,71.0
2011-03-31,2.958,78.0,55.667,41.0,15.167,21.583,6.417,,0.5,18.417,195.0,112.375,56.0
2011-04-01,3.25,68.0,47.0,20.0,18.348,20.391,2.043,,0.917,16.375,170.0,97.417,21.0
2011-04-02,3.458,72.0,42.042,21.0,15.083,17.458,2.375,,1.083,20.208,200.0,116.042,44.0
2011-04-03,2.5,65.0,35.958,24.0,5.792,5.958,0.167,,0.042,7.708,110.0,73.917,52.0
2011-04-04,2.083,47.0,28.042,9.0,4.583,4.833,0.25,,0.0,8.167,137.0,79.417,33.0
2011-04-05,3.167,54.0,29.625,12.0,22.583,25.208,2.625,,1.261,17.333,180.0,95.375,7.0
2011-04-06,2.875,55.0,30.375,7.0,17.542,18.917,1.375,,1.208,14.708,216.0,133.208,54.0
2011-04-07,3.542,59.0,41.75,21.0,23.667,25.792,2.125,,0.958,26.125,211.0,140.458,83.0
2011-04-08,3.174,70.0,47.958,30.0,21.739,24.304,2.565,,1.083,19.542,228.0,155.458,84.0
2011-04-09,3.333,91.0,80.25,70.0,19.583,24.375,4.792,,0.583,29.0,153.0,132.792,123.0
2011-04-10,3.208,88.0,59.958,37.0,6.333,6.583,0.25,,0.583,13.25,186.0,137.917,99.0
2011-04-11,3.565,82.0,56.0,35.0,11.455,12.5,1.045,,0.864,24.545,204.0,125.875,81.0
2011-04-12,2.792,59.0,28.292,13.0,7.292,8.208,0.917,,0.478,16.833,154.0,99.5,57.0
2011-04-13,3.625,49.0,31.667,13.0,21.083,23.0,1.917,,1.125,17.458,224.0,134.208,36.0
2011-04-14,3.625,60.0,32.667,15.0,19.458,20.583,1.125,,1.958,29.417,242.0,162.833,78.0
2011-04-15,3.875,59.0,41.583,22.0,23.783,29.217,5.435,,2.25,31.583,257.0,186.25,109.0
2011-04-16,2.667,82.0,45.0,26.0,8.333,9.417,1.083,,1.125,25.25,257.0,171.833,101.0
2011-04-17,2.417,59.0,35.708,15.0,3.292,3.458,0.167,,0.75,12.625,201.0,133.958,77.0
2011-04-18,2.667,82.0,57.583,43.0,9.958,10.833,0.875,,1.292,9.125,179.0,138.375,106.0
2011-04-19,2.75,91.0,85.125,79.0,9.875,10.5,0.625,,0.0,13.333,110.0,85.208,52.0
2011-04-20,2.875,91.0,64.375,29.0,10.708,13.417,2.708,,0.417,13.625,175.0,100.083,39.0
2011-04-21,2.783,88.0,67.0,54.0,9.565,10.652,1.087,,0.696,7.923,146.0,110.583,78.0
2011-04-22,3.833,86.0,68.917,50.0,20.609,22.652,2.043,,1.208,49.6,184.0,147.167,105.0
2011-04-23,2.292,88.0,74.583,61.0,8.542,8.958,0.417,,1.0,12.75,197.0,166.875,129.0
2011-04-24,2.5,71.0,44.042,21.0,5.042,5.083,0.042,,0.667,9.083,201.0,148.208,96.0
2011-04-25,3.087,84.0,51.5,20.0,15.318,18.636,3.318,,0.773,18.045,182.0,124.25,71.0
2011-04-26,3.125,75.0,49.292,24.0,16.5,18.125,1.625,,0.826,18.583,198.0,126.125,63.0
2011-04-27,2.792,81.0,58.125,29.0,11.167,12.5,1.333,,1.083,36.583,272.0,179.917,91.0
2011-04-28,2.565,88.0,48.458,17.0,6.292,6.833,0.542,,0.833,16.0,271.0,186.042,116.0
2011-04-29,2.583,78.0,45.042,26.0,6.391,6.739,0.348,,0.708,13.0,202.0,146.125,104.0
2011-04-30,3.875,80.0,53.792,35.0,15.042,16.083,1.042,,1.542,26.458,210.0,154.167,85.0
2011-05-01,3.167,86.0,63.75,37.0,11.958,12.708,0.75,,1.0,24.667,242.0,173.25,140.0
2011-05-02,2.875,88.0,32.0,19.0,7.5,8.125,0.625,,0.75,87.458,242.0,191.292,137.0
2011-05-03,3.042,83.0,58.208,34.0,8.667,9.042,0.375,,0.348,58.333,187.0,146.875,107.0
2011-05-04,2.875,88.0,54.0,14.0,7.875,8.542,0.667,,0.625,32.417,251.0,179.708,122.0
2011-05-05,2.261,66.0,54.458,47.0,7.5,7.833,0.333,,0.208,22.167,159.0,143.292,125.0
2011-05-06,2.5,78.0,65.208,49.0,8.043,8.348,0.304,,0.542,21.375,184.0,150.625,120.0
2011-05-07,3.208,92.0,82.958,70.0,14.0,14.792,0.792,,0.667,43.958,176.0,154.292,138.0
2011-05-08,3.083,90.0,47.583,12.0,7.375,7.792,0.417,,0.75,28.708,294.0,205.417,132.0
2011-05-09,3.5,75.0,44.708,25.0,14.75,15.583,0.833,,1.333,25.292,255.0,193.75,131.0
2011-05-10,3.208,87.0,69.083,42.0,19.25,21.083,1.833,,0.783,28.042,285.0,203.292,162.0
2011-05-11,3.478,94.0,88.75,75.0,13.783,14.609,0.826,,0.087,23.696,167.0,142.875,135.0
2011-05-12,3.696,94.0,87.417,73.0,11.125,12.458,1.333,,0.042,19.958,176.0,152.958,132.0
2011-05-13,3.417,93.0,66.083,36.0,13.0,16.087,3.087,,0.917,26.5,264.0,197.333,144.0
2011-05-14,3.167,74.0,39.667,15.0,10.167,11.083,0.917,,1.125,42.583,264.0,191.5,114.0
2011-05-15,2.625,57.0,31.292,13.0,7.583,7.792,0.208,,1.125,19.0,271.0,198.625,119.0
2011-05-16,3.087,65.0,47.333,32.0,16.609,17.783,1.174,,1.261,28.783,249.0,187.083,131.0
2011-05-17,3.417,83.0,60.292,42.0,18.375,20.0,1.625,,1.043,39.833,225.0,179.917,154.0
2011-05-18,3.5,73.0,50.333,30.0,13.833,14.625,0.792,,0.792,32.458,255.0,194.875,131.0
2011-05-19,3.609,79.0,52.292,25.0,19.917,21.208,1.292,,1.125,40.5,281.0,209.292,135.0
2011-05-20,3.5,76.0,52.708,28.0,19.696,20.826,1.13,,1.458,43.833,297.0,227.0,156.0
2011-05-21,3.5,86.0,60.333,29.0,16.417,18.5,2.083,,1.833,51.375,317.0,235.708,169.0
2011-05-22,2.542,90.0,79.75,51.0,6.667,7.125,0.458,,0.667,35.875,262.0,188.958,150.0
2011-05-23,2.458,90.0,78.042,58.0,8.583,9.25,0.667,,0.125,16.083,185.0,154.167,129.0
2011-05-24,2.417,93.0,74.958,48.0,10.042,10.667,0.625,,0.522,15.75,198.0,148.208,113.0
2011-05-25,3.217,86.0,56.375,28.0,13.826,16.043,2.217,,1.091,18.87,268.0,191.625,118.0
2011-05-26,3.217,92.0,75.375,59.0,19.458,21.333,1.875,,1.458,39.542,201.0,169.333,150.0
2011-05-27,3.0,93.0,79.458,64.0,17.696,19.217,1.522,,1.25,31.125,198.0,176.083,161.0
2011-05-28,3.292,93.0,89.417,80.0,11.333,12.5,1.167,,0.667,27.0,195.0,174.208,155.0
2011-05-29,2.375,94.0,93.042,91.0,5.208,5.625,0.417,,0.542,7.792,189.0,177.375,164.0
2011-05-30,1.917,94.0,74.167,54.0,6.583,7.333,0.75,,0.625,3.167,217.0,179.292,159.0
2011-05-31,2.0,68.0,58.042,46.0,4.917,5.208,0.292,,0.217,12.5,209.0,160.583,123.0
2011-06-01,2.565,86.0,63.458,51.0,8.826,9.739,0.913,,0.565,36.455,171.0,143.625,119.0
2011-06-02,3.565,93.0,87.125,83.0,18.0,20.583,2.583,,0.208,61.875,148.0,139.0,128.0
2011-06-03,3.75,93.0,67.458,45.0,16.87,21.696,4.826,,0.917,27.042,260.0,200.25,132.0
2011-06-04,3.708,89.0,64.0,26.0,13.75,16.042,2.292,,0.917,39.0,290.0,223.917,164.0
2011-06-05,3.417,91.0,74.0,54.0,10.042,10.792,0.75,,1.042,55.75,259.0,216.083,176.0
2011-06-06,2.833,93.0,55.917,24.0,8.792,9.25,0.458,,0.667,35.25,306.0,236.042,169.0
2011-06-07,3.208,76.0,61.583,49.0,14.667,15.667,1.0,,2.957,37.083,256.0,215.208,175.0
2011-06-08,2.5,84.0,66.708,52.0,14.667,16.792,2.125,,0.792,21.0,249.0,204.583,163.0
2011-06-09,3.217,85.0,64.875,43.0,11.833,12.208,0.375,,0.958,25.333,267.0,223.083,182.0
2011-06-10,4.083,87.0,72.292,56.0,16.174,17.652,1.478,,0.792,52.542,259.0,229.0,195.0
2011-06-11,3.917,95.0,76.167,55.0,13.125,13.625,0.5,,0.667,46.0,269.0,230.917,206.0
2011-06-12,4.083,88.0,65.792,44.0,9.458,9.708,0.25,,1.167,37.25,265.0,232.0,204.0
2011-06-13,4.458,94.0,76.75,59.0,17.083,17.75,0.667,,1.0,37.208,255.0,224.292,186.0
2011-06-14,3.75,87.0,70.417,46.0,14.083,14.917,0.833,,0.565,31.208,257.0,222.0,197.0
2011-06-15,2.696,73.0,56.417,47.0,14.435,15.261,0.826,,0.87,13.522,239.0,208.167,177.0
2011-06-16,3.261,90.0,72.125,56.0,17.583,20.792,3.208,,0.917,25.208,249.0,203.708,167.0
2011-06-17,2.5,94.0,84.792,70.0,9.783,10.13,0.348,,0.0,16.042,221.0,191.375,169.0
2011-06-18,3.292,93.0,84.25,74.0,14.083,15.0,0.917,,0.583,28.083,210.0,195.208,185.0
2011-06-19,3.5,93.0,74.333,53.0,7.125,7.375,0.25,,0.208,31.583,262.0,220.333,184.0
2011-06-20,4.0,89.0,72.792,48.0,15.292,16.958,1.667,,0.833,37.125,302.0,245.0,196.0
2011-06-21,3.167,92.0,74.25,49.0,14.167,16.667,2.5,,0.304,33.0,324.0,254.792,224.0
2011-06-22,3.042,84.0,56.042,31.0,14.333,15.0,0.667,,0.958,27.042,350.0,287.875,210.0
2011-06-23,3.182,84.0,64.458,42.0,15.261,17.478,2.217,,0.583,35.174,345.0,287.583,240.0
2011-06-24,2.583,80.0,51.875,23.0,13.304,17.609,4.304,,0.435,25.917,394.0,315.458,246.0
2011-06-25,2.833,82.0,69.833,60.0,9.208,10.75,1.542,,0.375,20.875,278.0,247.333,200.0
2011-06-26,2.875,94.0,89.417,80.0,4.417,4.417,0.0,,0.0,21.75,221.0,204.042,191.0
2011-06-27,3.0,94.0,83.375,73.0,10.958,12.208,1.25,,0.0,28.333,240.0,222.667,203.0
2011-06-28,3.792,92.0,68.708,47.0,16.083,21.042,4.958,,1.167,39.708,343.0,279.0,215.0
2011-06-29,2.875,92.0,68.167,45.0,14.083,15.667,1.583,,1.208,36.708,357.0,293.708,251.0
2011-06-30,3.13,90.0,73.667,47.0,13.792,16.25,2.458,,0.75,37.417,331.0,274.833,245.0
2011-07-01,2.696,90.0,68.625,38.0,10.381,13.048,2.667,,0.714,34.957,342.0,278.417,235.0
2011-07-02,2.542,86.0,71.667,49.0,7.833,8.75,0.917,,1.375,40.042,316.0,271.708,245.0
2011-07-03,2.667,85.0,69.792,56.0,6.833,7.458,0.625,,1.417,31.25,311.0,277.333,239.0
2011-07-04,3.167,90.0,68.167,44.0,13.0,15.333,2.333,,1.625,45.5,355.0,290.833,248.0
2011-07-05,2.25,87.0,64.208,38.0,10.25,12.333,2.083,,1.083,14.0,351.0,281.375,239.0
2011-07-06,2.958,73.0,54.542,40.0,9.625,11.0,1.375,,1.625,24.792,335.0,278.667,229.0
2011-07-07,3.391,83.0,69.333,58.0,11.125,12.125,1.0,,1.792,41.917,293.0,262.083,228.0
2011-07-08,3.042,92.0,73.792,54.0,16.261,17.696,1.435,,0.783,38.167,329.0,282.083,240.0
2011-07-09,3.083,83.0,66.125,47.0,13.208,14.292,1.083,,0.958,40.0,348.0,300.625,261.0
2011-07-10,1.875,81.0,61.625,40.0,6.208,6.625,0.417,,0.083,18.958,363.0,295.708,254.0
2011-07-11,1.958,82.0,61.042,38.0,10.167,11.917,1.75,,0.708,20.5,363.0,299.917,246.0
2011-07-12,2.0,84.0,64.208,42.0,10.792,17.917,7.125,,1.458,18.75,357.0,298.917,260.0
2011-07-13,2.217,88.0,64.042,36.0,12.222,31.0,18.778,,1.957,20.391,366.0,296.75,248.0
2011-07-14,2.217,85.0,58.875,38.0,14.043,21.957,7.913,,1.875,22.583,376.0,305.333,251.0
2011-07-15,2.333,87.0,59.083,29.0,15.417,23.125,7.708,,1.957,25.292,375.0,309.208,251.0
2011-07-16,2.417,80.0,58.583,28.0,11.708,13.708,2.0,,2.667,33.375,372.0,304.5,257.0
2011-07-17,1.792,85.0,61.917,34.0,8.292,11.042,2.75,,1.917,28.667,377.0,303.792,249.0
2011-07-18,1.708,85.0,65.417,40.0,9.25,13.167,3.917,,1.458,24.125,367.0,303.958,263.0
2011-07-19,1.708,97.0,92.833,78.0,7.917,11.208,3.292,,0.75,11.5,280.0,245.417,230.0
2011-07-20,1.542,97.0,83.333,72.0,5.0,8.042,3.042,,0.375,17.125,294.0,249.5,208.0
2011-07-21,1.773,73.0,60.333,46.0,4.0,5.045,1.045,,0.261,9.739,242.0,216.917,191.0
2011-07-22,2.0,73.0,56.542,44.0,6.625,8.583,1.958,,0.0,10.5,257.0,215.792,182.0
2011-07-23,1.833,74.0,62.542,50.0,4.667,5.833,1.167,,0.0,9.083,299.0,239.375,182.0
2011-07-24,2.083,80.0,66.417,50.0,6.125,7.458,1.333,,0.583,17.042,307.0,262.25,219.0
2011-07-25,2.25,88.0,67.208,45.0,10.75,12.958,2.208,,0.5,26.958,329.0,274.958,231.0
2011-07-26,2.458,85.0,68.542,50.0,14.5,16.583,2.083,,0.792,23.167,315.0,273.25,236.0
2011-07-27,2.875,87.0,72.583,53.0,16.0,18.667,2.667,,0.917,34.917,320.0,272.125,242.0
2011-07-28,2.609,95.0,84.5,61.0,9.261,10.304,1.043,,0.375,24.167,299.0,252.708,228.0
2011-07-29,2.826,95.0,87.333,70.0,12.13,16.174,4.043,,0.0,24.043,296.0,249.417,228.0
2011-07-30,2.25,96.0,83.917,58.0,7.542,8.833,1.292,,0.0,16.458,279.0,243.25,220.0
2011-07-31,2.5,95.0,87.333,75.0,4.542,5.583,1.042,,0.0,19.458,239.0,222.417,212.0
2011-08-01,2.875,95.0,81.167,62.0,8.625,10.875,2.25,,0.143,24.792,261.0,229.375,205.0
2011-08-02,3.208,89.0,77.542,61.0,10.833,12.292,1.458,,0.25,44.875,270.0,239.208,212.0
2011-08-03,3.136,90.0,75.958,58.0,11.636,14.045,2.409,,1.136,27.957,306.0,258.667,229.0
2011-08-04,2.174,91.0,77.833,57.0,10.391,13.913,3.522,,0.792,17.833,302.0,262.167,237.0
2011-08-05,2.208,94.0,78.458,56.0,8.833,12.333,3.5,,0.174,15.542,313.0,270.583,238.0
2011-08-06,2.458,91.0,73.167,53.0,10.417,15.417,5.0,,0.5,24.708,335.0,285.208,253.0
2011-08-07,2.208,90.0,72.875,48.0,7.083,7.958,0.875,,0.042,20.083,351.0,280.792,240.0
2011-08-08,2.625,89.0,69.042,45.0,11.042,12.542,1.5,,0.0,22.417,354.0,286.417,236.0
2011-08-09,2.792,84.0,63.625,38.0,12.125,14.0,1.875,,0.333,28.167,366.0,305.5,246.0
2011-08-10,3.417,87.0,64.375,39.0,18.917,23.958,5.042,,1.25,39.667,381.0,316.333,263.0
2011-08-11,3.0,80.0,62.208,35.0,10.391,11.522,1.13,,0.542,33.0,380.0,312.0,273.0
2011-08-12,3.25,78.0,55.958,33.0,9.75,10.542,0.792,,1.0,37.417,369.0,313.542,266.0
2011-08-13,3.625,75.0,58.875,44.0,8.667,9.208,0.542,,0.958,46.0,344.0,306.0,271.0
2011-08-14,3.333,83.0,65.583,47.0,5.917,6.208,0.292,,0.458,41.0,354.0,302.0,255.0
2011-08-15,3.0,84.0,65.292,44.0,6.917,7.583,0.667,,0.042,25.375,360.0,297.292,247.0
2011-08-16,2.875,80.0,62.25,41.0,6.458,7.25,0.792,,0.25,25.875,360.0,306.958,260.0
2011-08-17,3.458,79.0,62.417,45.0,11.5,12.667,1.167,,0.917,36.958,362.0,308.917,262.0
2011-08-18,3.5,83.0,61.417,40.0,13.5,15.318,1.818,,1.174,45.739,384.0,320.458,274.0
2011-08-19,2.958,94.0,85.75,72.0,10.792,11.833,1.042,,0.043,14.5,286.0,242.417,212.0
2011-08-20,2.917,94.0,81.417,62.0,9.5,10.458,0.958,,0.0,12.875,255.0,225.25,203.0
2011-08-21,2.542,94.0,89.833,81.0,4.792,5.0,0.208,,0.0,8.5,210.0,201.292,191.0
2011-08-22,2.875,96.0,88.5,78.0,10.083,11.542,1.458,,0.0,9.458,233.0,212.208,191.0
2011-08-23,4.083,95.0,88.167,76.0,14.958,17.583,2.625,,0.0,24.792,253.0,231.417,212.0
2011-08-24,3.478,94.0,75.0,53.0,10.429,15.381,4.952,,0.217,27.261,327.0,270.417,225.0
2011-08-25,2.739,96.0,90.167,83.0,11.913,25.87,13.957,,0.0,13.708,264.0,251.5,243.0
2011-08-26,3.083,95.0,86.625,60.0,9.667,23.792,14.125,,0.0,15.458,309.0,247.083,227.0
2011-08-27,2.208,93.0,82.833,73.0,9.0,11.667,2.667,,0.0,17.667,263.0,240.167,224.0
2011-08-28,2.042,91.0,68.625,53.0,5.208,5.542,0.333,,0.0,15.333,302.0,254.083,212.0
2011-08-29,2.125,89.0,69.208,44.0,9.333,11.125,1.792,,0.292,16.625,317.0,258.125,218.0
2011-08-30,2.125,88.0,62.792,40.0,10.083,11.667,1.583,,0.0,16.542,317.0,262.458,215.0
2011-08-31,2.0,93.0,79.167,59.0,9.708,11.458,1.75,,0.0,16.5,292.0,252.417,215.0
2011-09-01,2.0,96.0,91.667,81.0,8.609,12.174,3.565,,0.0,12.792,280.0,255.375,245.0
2011-09-02,1.833,96.0,80.958,58.0,6.75,9.833,3.083,,0.0,19.208,318.0,275.917,245.0
2011-09-03,1.5,89.0,77.042,65.0,4.25,5.542,1.292,,0.125,20.042,307.0,275.083,250.0
