date,CH4_mean,CO_mean,NMHC_mean,PM25_mean,THC_mean
2014-01-08,196.048,7.045,11.476,19.818,207.524
2014-01-09,197.25,7.708,17.042,16.292,214.292
2014-01-10,195.125,6.667,10.083,16.875,205.208
2014-01-11,196.375,7.042,11.5,16.167,207.875
2014-01-12,194.25,4.583,7.292,6.875,201.542
2014-01-13,198.174,6.625,17.609,13.542,215.783
2014-01-14,204.833,9.167,33.083,19.958,237.917
2014-01-15,194.682,6.091,15.636,11.875,210.318
2014-01-16,200.042,7.167,23.042,27.833,223.083
2014-01-17,200.042,7.833,13.125,23.042,213.167
2014-01-18,198.167,5.25,15.292,11.208,213.458
2014-01-19,201.042,7.667,15.667,23.75,216.708
2014-01-20,201.348,8.667,19.739,26.375,221.087
2014-01-21,202.5,8.955,25.727,29.958,228.227
2014-01-22,200.25,7.875,28.083,19.333,228.333
2014-01-23,193.75,7.0,14.5,11.5,208.25
2014-01-24,201.208,6.833,21.833,15.625,223.042
2014-01-25,208.292,9.083,25.0,26.042,233.292
2014-01-26,200.875,8.167,24.083,26.708,224.958
2014-01-27,197.0,7.25,18.783,15.125,215.783
2014-01-28,195.792,5.609,10.083,10.25,205.875
2014-01-29,199.042,6.875,16.75,13.167,215.792
2014-01-30,198.762,7.636,20.905,15.0,219.667
2014-01-31,194.75,5.708,8.125,12.583,202.875
2014-02-01,196.0,5.083,8.292,10.125,204.292
2014-02-02,197.292,6.792,12.208,13.875,209.5
2014-02-03,194.348,6.75,15.13,13.625,209.478
2014-02-04,197.542,6.917,20.625,17.125,218.167
2014-02-05,195.864,6.636,16.318,21.727,212.182
2014-02-06,193.417,5.917,11.417,9.708,204.833
2014-02-07,200.25,6.25,18.417,19.792,218.667
2014-02-08,200.667,6.625,18.083,22.167,218.75
2014-02-09,195.25,4.042,7.542,8.167,202.792
2014-02-10,196.905,5.364,9.762,19.042,206.667
2014-02-11,197.75,6.833,17.75,27.625,215.5
2014-02-12,201.708,8.5,24.375,33.375,226.083
2014-02-13,194.083,7.125,11.208,11.792,205.292
2014-02-14,196.875,5.792,12.75,15.917,209.625
2014-02-15,198.958,7.708,14.583,26.292,213.542
2014-02-16,199.292,7.417,24.625,15.167,223.917
2014-02-17,198.261,7.826,22.217,18.833,220.478
2014-02-18,196.5,5.833,13.208,11.583,209.708
2014-02-19,193.955,5.636,9.182,6.875,203.136
2014-02-20,195.417,5.458,10.917,11.261,206.333
2014-02-21,199.208,6.75,19.125,14.542,218.333
2014-02-22,200.208,6.208,20.833,13.458,221.042
2014-02-23,200.625,6.375,21.5,25.25,222.125
2014-02-24,201.304,8.0,26.696,38.417,228.0
2014-02-25,201.333,7.458,24.5,32.833,225.833
2014-02-26,198.391,7.727,20.261,20.958,218.652
2014-02-27,196.0,6.083,9.667,18.458,205.667
2014-02-28,197.083,5.958,9.667,20.542,206.75
2014-03-01,196.0,4.833,8.708,8.167,204.708
2014-03-02,198.833,7.25,15.375,22.417,214.208
2014-03-03,200.043,7.958,24.217,25.125,224.261
2014-03-04,194.667,5.667,11.667,17.5,206.333
2014-03-05,196.045,5.818,10.636,16.125,206.682
2014-03-06,197.542,6.208,15.625,22.417,213.167
2014-03-07,196.875,6.708,16.208,16.125,213.083
2014-03-08,193.458,4.833,8.833,11.083,202.292
2014-03-09,195.917,6.667,17.042,13.792,212.958
2014-03-10,195.957,4.458,18.304,13.091,214.261
2014-03-11,197.958,4.333,11.083,12.727,209.042
2014-03-12,198.455,6.476,12.045,25.167,210.5
2014-03-13,200.542,6.708,21.5,18.292,222.042
2014-03-14,198.708,6.333,12.542,23.833,211.25
2014-03-15,200.333,6.833,15.083,21.0,215.417
2014-03-16,203.708,7.917,27.708,25.042,231.417
2014-03-17,209.826,9.042,39.522,27.042,249.348
2014-03-18,204.667,9.208,32.208,25.5,236.875
2014-03-19,194.682,6.273,16.909,11.792,211.591
2014-03-20,192.583,5.708,10.917,18.667,203.5
2014-03-21,200.5,6.083,18.167,26.875,218.667
2014-03-22,199.5,6.667,16.583,33.208,216.083
2014-03-23,195.458,5.25,10.625,18.917,206.083
2014-03-24,195.217,5.333,10.826,12.125,206.043
2014-03-25,196.875,5.708,11.917,14.083,208.792
2014-03-26,200.25,6.739,19.125,19.958,219.375
2014-03-27,202.85,6.727,26.15,25.458,229.0
2014-03-28,198.833,6.917,24.5,22.25,223.333
2014-03-29,204.0,7.792,25.833,21.458,229.833
2014-03-30,204.042,8.125,28.208,35.75,232.25
2014-03-31,199.913,8.5,24.087,34.458,224.0
2014-04-01,196.348,5.5,27.261,20.208,223.609
2014-04-02,193.25,4.917,24.208,16.833,217.458
2014-04-03,193.2,4.364,21.6,13.818,214.8
2014-04-04,192.417,4.417,6.417,11.125,198.833
2014-04-05,195.292,4.458,7.167,14.792,202.458
2014-04-06,195.208,4.625,3.208,11.25,198.417
2014-04-07,201.208,5.792,12.542,17.583,213.75
2014-04-08,202.826,8.25,40.217,29.625,243.043
2014-04-09,200.333,6.75,28.5,38.083,228.833
2014-04-10,200.333,7.273,29.429,39.958,229.762
2014-04-11,193.875,5.208,22.375,20.375,216.25
2014-04-12,200.5,6.0,25.333,22.542,225.833
2014-04-13,197.25,4.75,20.208,18.375,217.458
2014-04-14,194.333,5.375,19.0,20.917,213.333
2014-04-15,197.304,5.5,26.261,20.583,223.565
2014-04-16,203.167,8.708,37.375,33.542,240.542
2014-04-17,202.955,7.682,36.773,43.625,239.727
2014-04-18,193.542,7.083,22.292,38.542,215.833
2014-04-19,191.792,4.25,16.0,18.375,207.792
2014-04-20,194.083,4.333,18.5,9.583,212.583
2014-04-21,192.792,5.833,23.292,9.583,216.083
2014-04-22,192.783,6.083,18.304,23.375,211.087
2014-04-23,195.917,5.375,22.25,22.208,218.167
2014-04-24,196.591,5.227,23.591,21.292,220.182
2014-04-25,197.542,5.375,27.042,19.154,224.583
2014-04-26,196.917,5.958,25.292,21.708,222.208
2014-04-27,195.667,4.958,18.542,15.792,214.208
2014-04-28,195.917,5.625,26.208,19.667,222.125
2014-04-29,191.13,3.833,20.304,9.958,211.435
2014-04-30,191.417,5.167,19.917,13.75,211.333
2014-05-01,194.591,3.727,23.409,15.375,218.0
2014-05-02,195.0,4.667,25.5,19.25,220.5
2014-05-03,198.375,6.792,26.625,27.292,225.0
2014-05-04,194.458,4.458,20.542,16.042,215.0
2014-05-05,196.0,4.292,20.875,20.458,216.875
2014-05-06,193.652,3.708,16.652,16.75,210.304
2014-05-07,197.083,5.583,20.542,23.167,217.625
2014-05-08,199.682,5.318,22.5,21.083,222.182
2014-05-09,194.083,5.625,21.667,21.292,215.75
2014-05-10,192.583,4.542,16.208,16.375,208.792
2014-05-11,193.583,4.25,15.042,16.583,208.625
2014-05-12,195.913,4.5,22.87,17.958,218.783
2014-05-13,196.261,3.917,23.0,18.042,219.261
2014-05-14,202.583,8.708,32.542,30.375,235.125
2014-05-15,193.227,5.727,24.545,21.429,217.773
2014-05-16,196.5,5.875,23.917,24.875,220.417
2014-05-17,194.708,5.333,19.083,17.208,213.792
2014-05-18,198.292,5.833,20.0,10.542,218.292
2014-05-19,196.667,5.667,23.167,22.5,219.833
2014-05-20,194.087,6.417,25.391,30.417,219.478
2014-05-21,188.167,4.667,16.0,12.583,204.167
2014-05-22,191.391,5.909,21.957,22.583,213.348
2014-05-23,190.958,5.292,16.917,12.75,207.875
2014-05-24,193.75,4.833,18.5,13.375,212.25
2014-05-25,192.833,3.667,13.25,12.667,206.083
2014-05-26,194.083,3.875,21.583,11.583,215.667
2014-05-27,195.87,6.083,24.478,22.833,220.348
2014-05-28,198.708,6.625,29.5,29.583,228.208
2014-05-29,195.957,5.227,22.957,30.25,218.913
2014-05-30,197.708,5.667,24.042,46.667,221.75
2014-05-31,196.083,4.167,17.167,49.958,213.25
2014-06-01,198.625,6.667,19.75,49.208,218.375
2014-06-02,197.167,5.083,22.542,34.958,219.708
2014-06-03,191.783,5.083,20.565,23.25,212.348
2014-06-04,190.875,5.083,22.375,26.583,213.25
2014-06-05,188.227,3.5,16.773,11.409,205.0
2014-06-06,191.417,4.625,20.875,12.792,212.292
2014-06-07,196.0,6.542,23.792,17.333,219.792
2014-06-08,190.25,3.958,15.125,8.875,205.375
2014-06-09,190.333,4.167,19.208,17.042,209.542
2014-06-10,191.043,4.292,20.087,17.792,211.13
2014-06-11,190.125,5.667,23.375,16.583,213.5
2014-06-12,189.636,5.19,24.091,10.125,213.727
2014-06-13,189.583,4.542,19.583,11.083,209.167
2014-06-14,193.667,3.833,18.833,23.792,212.5
2014-06-15,194.417,4.792,16.75,33.625,211.167
2014-06-16,197.042,4.792,24.458,37.625,221.5
2014-06-17,198.522,6.125,29.304,36.417,227.826
2014-06-18,195.125,6.875,25.833,23.625,220.958
2014-06-19,193.571,4.81,24.19,21.458,217.762
2014-06-20,192.167,4.739,19.625,18.792,211.792
2014-06-21,192.0,4.667,19.542,17.792,211.542
2014-06-22,191.708,4.5,17.875,13.792,209.583
2014-06-23,190.042,5.125,18.958,14.208,209.0
2014-06-24,192.13,4.875,22.087,14.417,214.217
2014-06-25,192.864,4.5,20.591,21.167,213.455
2014-06-26,193.25,5.091,21.083,31.208,214.333
2014-06-27,193.125,4.958,29.625,19.333,222.75
2014-06-28,187.875,4.833,20.667,6.5,208.542
2014-06-29,192.5,4.708,19.208,17.625,211.708
2014-06-30,196.75,5.125,23.083,30.792,219.833
2014-07-01,196.304,5.5,23.783,26.417,220.087
2014-07-02,195.583,4.917,20.417,27.167,216.0
2014-07-03,194.417,5.217,21.833,20.75,216.25
2014-07-04,195.364,5.091,25.091,15.409,220.455
2014-07-05,195.125,3.75,16.083,11.292,211.208
2014-07-06,195.958,4.958,18.917,13.667,214.875
2014-07-07,196.0,4.625,24.417,14.375,220.417
2014-07-08,189.348,4.125,23.522,15.792,212.87
2014-07-09,185.667,3.917,26.958,11.917,212.625
2014-07-10,191.0,7.091,36.0,13.375,227.0
2014-07-11,194.458,5.292,26.125,22.458,220.583
2014-07-12,200.917,5.875,22.333,33.833,223.25
2014-07-13,196.375,6.333,22.542,23.0,218.917
2014-07-14,191.125,3.708,25.167,16.5,216.292
2014-07-15,200.478,5.875,23.565,23.042,224.043
2014-07-16,187.458,3.542,17.5,22.875,204.958
2014-07-17,181.609,2.5,22.043,27.625,203.652
2014-07-18,184.0,3.083,22.333,27.0,206.333
2014-07-19,185.75,4.292,24.292,27.0,210.042
2014-07-20,191.625,5.833,27.667,19.542,219.292
2014-07-21,187.042,4.667,21.458,22.375,208.5
2014-07-22,184.696,3.292,20.174,28.667,204.87
2014-07-23,185.958,2.625,20.333,22.333,206.292
2014-07-24,184.136,2.5,20.682,19.125,204.818
2014-07-25,185.958,3.958,22.958,20.333,208.917
2014-07-26,187.958,3.292,18.583,29.625,206.542
2014-07-27,187.083,4.208,15.583,23.917,202.667
2014-07-28,190.542,6.208,16.5,12.125,207.042
2014-07-29,192.478,5.25,20.261,19.958,212.739
2014-07-30,189.091,4.909,27.045,17.375,216.136
2014-07-31,186.708,3.957,21.917,11.25,208.625
2014-08-01,188.0,4.333,24.25,13.833,212.25
2014-08-02,189.542,5.25,29.917,12.083,219.458
2014-08-03,188.833,4.875,25.083,7.375,213.917
2014-08-04,188.125,3.167,28.542,6.958,216.667
2014-08-05,183.913,1.667,17.652,5.5,201.565
2014-08-06,182.958,2.652,15.083,6.5,198.042
2014-08-07,183.174,2.409,15.13,6.583,198.304
2014-08-08,186.167,4.708,22.375,11.542,208.542
2014-08-09,182.75,2.833,15.042,6.0,197.792
2014-08-10,182.208,2.375,16.458,7.75,198.667
2014-08-11,186.75,2.792,16.417,9.833,203.167
2014-08-12,193.783,6.417,26.739,23.583,220.522
2014-08-13,194.708,5.542,22.583,23.75,217.292
2014-08-14,189.182,4.5,19.636,15.042,208.818
2014-08-15,183.208,3.375,15.708,10.25,198.917
2014-08-16,185.542,3.125,15.542,10.708,201.083
2014-08-17,194.667,5.25,18.583,10.333,213.25
2014-08-18,186.833,2.583,15.708,6.792,202.542
2014-08-19,182.478,3.458,14.87,6.125,197.348
2014-08-20,183.042,2.708,15.75,6.375,198.792
2014-08-21,183.952,3.818,16.714,6.45,200.667
2014-08-22,182.708,2.875,16.708,6.792,199.417
2014-08-23,182.0,2.542,16.083,5.833,198.083
2014-08-24,187.208,3.917,20.375,8.083,207.583
2014-08-25,189.75,5.083,25.333,19.25,215.083
2014-08-26,190.783,5.0,21.696,16.167,212.478
2014-08-27,190.208,5.458,18.917,11.083,209.125
2014-08-28,191.217,6.0,18.13,12.417,209.348
2014-08-29,194.833,5.708,21.375,13.5,216.208
2014-08-30,192.708,5.917,17.75,12.708,210.458
2014-08-31,191.292,4.25,14.542,9.958,205.833
2014-09-01,193.625,6.5,22.375,12.75,216.0
2014-09-02,195.714,7.417,27.619,16.958,223.333
2014-09-03,194.667,6.615,22.833,15.636,217.5
2014-09-04,194.875,6.375,27.042,13.0,221.917
2014-09-05,192.792,5.5,25.833,15.333,218.625
2014-09-06,191.708,4.958,21.083,24.458,212.792
2014-09-07,193.625,4.917,16.792,13.0,210.417
2014-09-08,192.167,6.333,18.958,16.0,211.125
2014-09-09,194.87,5.542,18.522,17.958,213.391
2014-09-10,196.542,5.304,17.208,17.083,213.75
2014-09-11,194.19,5.864,17.857,17.292,212.048
2014-09-12,194.542,5.458,16.25,11.25,210.792
2014-09-13,193.708,5.042,13.292,7.0,207.0
2014-09-14,193.583,4.583,11.917,6.042,205.5
2014-09-15,195.833,4.708,15.625,10.75,211.458
2014-09-16,193.87,6.375,20.478,19.167,214.348
2014-09-17,192.167,5.542,17.208,14.958,209.375
2014-09-18,192.864,5.136,16.364,13.417,209.227
2014-09-19,195.458,6.958,24.833,15.875,220.292
2014-09-20,194.708,6.208,18.875,13.0,213.583
2014-09-21,195.792,4.917,15.917,11.333,211.708
2014-09-22,192.625,5.292,16.083,14.042,208.708
2014-09-23,195.217,4.333,15.696,15.042,210.913
2014-09-24,197.417,5.917,25.667,19.417,223.083
2014-09-25,189.955,5.455,18.909,10.875,208.864
2014-09-26,190.667,5.667,16.375,13.042,207.042
2014-09-27,193.208,6.208,17.5,12.125,210.708
2014-09-28,192.708,4.333,14.458,12.0,207.167
2014-09-29,193.958,5.917,17.292,27.417,211.25
2014-09-30,194.522,6.417,12.565,27.792,207.087
2014-10-01,192.542,5.75,12.375,17.292,204.917
2014-10-02,194.739,5.273,18.391,20.792,213.13
2014-10-03,195.625,5.667,19.708,17.833,215.333
2014-10-04,192.5,4.792,13.167,13.958,205.667
2014-10-05,191.75,3.208,11.5,7.083,203.25
2014-10-06,188.174,4.136,11.0,7.25,199.174
2014-10-07,192.0,4.833,18.958,12.542,210.958
2014-10-08,193.75,5.417,18.25,15.042,212.0
2014-10-09,193.625,5.333,19.25,12.958,212.875
2014-10-10,193.333,5.042,15.75,15.409,209.083
2014-10-11,192.708,5.0,13.458,21.167,206.167
2014-10-12,192.042,4.25,13.708,18.167,205.75
2014-10-13,188.875,3.435,10.792,5.167,199.667
2014-10-14,190.458,5.0,11.792,10.0,202.25
2014-10-15,192.417,5.25,15.75,12.458,208.167
2014-10-16,195.864,5.591,20.773,17.875,216.636
2014-10-17,195.375,6.208,16.917,20.667,212.292
2014-10-18,196.708,5.75,20.75,16.208,217.458
2014-10-19,196.5,4.917,16.042,14.167,212.542
2014-10-20,195.542,6.708,24.083,18.333,219.625
2014-10-21,196.583,5.083,23.417,13.792,220.0
2014-10-22,193.458,4.958,19.083,10.792,212.542
2014-10-23,191.3,5.091,14.9,12.375,206.2
2014-10-24,198.385,6.292,40.692,18.833,239.077
2014-10-25,198.292,8.542,37.125,23.292,235.417
2014-10-26,196.542,5.458,30.917,18.417,227.458
2014-10-27,192.875,5.833,20.25,19.917,213.125
2014-10-28,195.087,5.958,21.696,17.625,216.783
2014-10-29,197.739,6.636,27.348,20.833,225.087
2014-10-30,197.208,6.792,26.75,19.292,223.958
2014-10-31,196.375,6.958,26.333,22.917,222.708
2014-11-01,193.708,6.0,23.625,10.458,217.333
2014-11-02,199.458,6.542,22.25,12.167,221.708
2014-11-03,192.042,5.0,12.75,11.667,204.792
2014-11-04,194.783,5.833,21.652,15.333,216.435
2014-11-05,195.545,6.273,23.727,14.25,219.273
2014-11-06,191.5,5.875,19.125,13.375,210.625
2014-11-07,193.25,5.435,15.792,24.25,209.042
2014-11-08,198.083,7.167,24.5,20.708,222.583
2014-11-09,198.292,6.375,21.25,18.917,219.542
2014-11-10,191.792,4.833,16.083,14.375,207.875
2014-11-11,198.739,7.208,27.435,19.875,226.174
2014-11-12,198.542,6.739,20.292,27.333,218.833
2014-11-13,193.292,4.208,12.833,10.208,206.125
2014-11-14,196.273,5.0,15.364,15.455,211.636
2014-11-15,197.042,6.333,17.5,16.458,214.542
2014-11-16,201.833,6.375,22.083,15.875,223.917
2014-11-17,201.875,7.625,25.625,24.042,227.5
2014-11-18,197.478,7.208,18.696,18.75,216.174
2014-11-19,198.625,7.13,24.208,21.25,222.833
2014-11-20,201.792,8.5,32.292,19.417,234.083
2014-11-21,204.652,9.091,41.043,19.917,245.696
2014-11-22,202.292,8.875,33.5,24.5,235.792
2014-11-23,201.083,7.083,24.708,21.083,225.792
2014-11-24,202.5,6.708,26.75,21.417,229.25
2014-11-25,195.174,6.375,21.348,16.208,216.522
2014-11-26,195.0,7.522,21.125,15.792,216.125
2014-11-27,196.208,6.5,20.542,14.25,216.75
2014-11-28,199.0,7.682,33.391,18.75,232.391
2014-11-29,197.0,7.083,26.208,15.333,223.208
2014-11-30,197.292,6.333,19.708,10.958,217.0
2014-12-01,195.625,6.458,18.292,13.75,213.917
2014-12-02,194.182,4.045,10.273,8.542,204.455
2014-12-03,195.833,3.792,8.667,11.391,204.5
2014-12-04,199.167,7.917,20.75,15.0,219.917
2014-12-05,197.458,5.625,9.583,10.583,207.042
2014-12-06,196.958,4.375,8.167,9.292,205.125
2014-12-07,200.0,5.458,13.417,10.792,213.417
2014-12-08,206.917,8.625,29.292,19.75,236.208
2014-12-09,197.739,6.826,18.435,16.125,216.174
2014-12-10,199.864,6.545,24.818,18.792,224.682
2014-12-11,199.0,8.667,24.583,20.917,223.583
2014-12-12,196.375,6.292,14.667,20.292,211.042
2014-12-13,195.625,5.625,9.292,12.917,204.917
2014-12-14,195.792,3.792,6.583,9.333,202.375
2014-12-15,200.792,8.542,22.708,19.0,223.5
2014-12-16,200.13,7.208,22.478,17.083,222.609
2014-12-17,194.75,3.391,5.833,8.917,200.583
2014-12-18,195.864,5.545,9.227,10.417,205.091
2014-12-19,204.524,9.524,30.524,19.583,235.048
2014-12-20,199.917,7.0,19.417,14.917,219.333
2014-12-21,207.125,6.5,14.958,16.625,222.083
2014-12-22,198.083,5.333,8.125,10.792,206.208
2014-12-23,199.696,6.958,18.609,19.25,218.304
2014-12-24,203.625,8.375,28.917,27.125,232.542
2014-12-25,196.333,7.913,15.375,18.875,211.708
2014-12-26,198.0,7.455,18.571,12.0,216.571
2014-12-27,199.458,7.25,18.833,11.5,218.292
2014-12-28,201.958,6.0,17.542,13.625,219.5
2014-12-29,201.458,7.375,17.083,19.0,218.542
2014-12-30,206.304,9.5,14.696,36.917,221.0
2014-12-31,203.0,7.217,12.87,27.478,215.87
2015-02-04,201.385,5.923,23.538,23.5,224.923
2015-02-05,204.542,8.875,29.0,25.125,233.542
2015-02-06,200.208,7.208,19.458,18.75,219.667
2015-02-07,197.609,4.217,8.087,4.583,205.696
2015-02-08,201.792,6.167,15.542,12.125,217.333
2015-02-09,197.042,7.875,10.125,19.292,207.167
2015-02-10,198.375,5.917,12.292,11.542,210.667
2015-02-11,205.708,6.875,23.917,15.083,229.625
2015-02-12,202.083,7.083,23.417,17.042,225.5
2015-02-13,197.375,6.375,21.417,15.25,218.792
2015-02-14,195.304,5.826,12.043,11.583,207.348
2015-02-15,199.375,5.792,11.458,7.75,210.833
2015-02-16,200.458,5.667,9.458,9.917,209.917
2015-02-17,201.333,5.875,11.792,12.5,213.125
2015-02-18,208.667,7.417,25.542,16.125,234.208
2015-02-19,208.667,7.333,34.042,18.917,242.708
2015-02-20,202.292,6.458,19.708,14.0,222.0
2015-02-21,195.217,4.826,10.348,11.167,205.565
2015-02-22,200.542,7.792,19.875,16.0,220.417
2015-02-23,201.917,8.125,28.833,18.917,230.75
2015-02-24,195.958,4.917,10.833,13.0,206.792
2015-02-25,197.208,5.435,13.417,9.542,210.625
2015-02-26,201.333,7.042,19.75,22.333,221.083
2015-02-27,203.417,8.583,19.625,34.375,223.042
2015-02-28,205.391,7.217,19.0,38.0,224.391
2015-03-01,198.458,6.583,13.25,10.444,211.708
2015-03-02,204.042,7.375,20.25,,224.292
2015-03-03,215.217,8.542,34.0,,249.217
2015-03-04,205.625,8.125,29.0,30.958,234.625
2015-03-05,204.333,7.875,26.708,27.125,231.042
2015-03-06,200.043,5.522,19.217,19.042,219.261
2015-03-07,195.542,5.958,21.125,16.75,216.667
2015-03-08,199.458,6.583,32.375,22.833,231.833
2015-03-09,196.208,4.958,14.375,11.25,210.583
2015-03-10,198.417,4.75,11.417,11.583,209.833
2015-03-11,198.208,5.083,13.583,11.208,211.792
2015-03-12,199.75,4.917,12.833,9.292,212.583
2015-03-13,199.609,5.174,11.609,9.292,211.217
2015-03-14,195.917,6.208,13.125,12.583,209.042
2015-03-15,196.5,5.833,10.364,20.625,206.864
2015-03-16,204.167,7.125,27.333,15.917,231.5
2015-03-17,203.75,6.958,37.375,20.958,241.125
2015-03-18,202.958,7.5,37.208,19.75,240.167
2015-03-19,192.375,5.25,17.333,16.25,209.708
2015-03-20,195.739,4.783,8.609,17.042,204.348
2015-03-21,195.25,3.375,7.125,5.375,202.375
2015-03-22,200.833,6.0,18.0,11.667,218.833
2015-03-23,199.375,5.625,21.125,17.167,220.5
2015-03-24,195.958,4.333,9.833,8.958,205.792
2015-03-25,197.0,4.958,8.75,8.083,205.75
2015-03-26,197.833,4.458,12.75,9.042,210.583
2015-03-27,198.043,4.565,11.696,12.417,209.739
2015-03-28,199.042,6.25,19.208,18.125,218.25
2015-03-29,199.542,7.833,19.958,26.625,219.5
2015-03-30,206.792,7.833,28.75,33.917,235.542
2015-03-31,199.417,6.958,22.0,34.042,221.417
2015-04-01,194.125,5.125,11.417,20.25,205.542
2015-04-02,195.045,5.909,12.5,16.136,207.545
2015-04-03,193.708,5.583,17.083,12.833,210.792
2015-04-04,193.208,5.333,14.125,8.75,207.333
2015-04-05,194.042,4.75,13.333,5.917,207.375
2015-04-06,193.75,6.083,16.792,9.083,210.542
2015-04-07,193.391,4.042,10.0,9.583,203.391
2015-04-08,195.455,4.571,9.364,12.458,204.818
2015-04-09,196.875,5.458,15.375,16.833,212.25
2015-04-10,196.667,5.792,16.167,15.125,212.833
2015-04-11,196.375,5.542,13.542,16.0,209.917
2015-04-12,194.75,4.208,9.708,13.0,204.458
2015-04-13,192.792,4.333,11.083,7.458,203.875
2015-04-14,195.348,7.208,24.565,12.958,219.913
2015-04-15,198.458,6.652,13.375,15.417,211.833
2015-04-16,202.375,7.458,17.333,36.083,219.708
2015-04-17,200.727,5.913,18.727,24.542,219.455
2015-04-18,196.542,6.0,13.708,20.208,210.25
2015-04-19,196.826,6.5,15.391,23.792,212.217
2015-04-20,194.75,5.75,22.125,18.542,216.875
2015-04-21,191.208,4.583,10.792,9.208,202.0
2015-04-22,196.167,4.875,19.25,16.042,215.417
2015-04-23,196.864,4.783,27.182,21.333,224.045
2015-04-24,201.125,6.375,24.667,24.625,225.792
2015-04-25,195.875,5.833,13.375,25.75,209.25
2015-04-26,198.455,5.565,13.091,24.167,211.545
2015-04-27,203.667,6.417,16.75,36.833,220.417
2015-04-28,201.708,5.208,14.792,30.125,216.5
2015-04-29,195.917,4.0,23.875,18.25,219.792
2015-04-30,193.417,4.125,14.875,10.958,208.292
2015-05-01,194.0,5.333,16.083,14.875,210.083
2015-05-02,193.792,4.792,17.708,17.583,211.5
2015-05-03,191.217,3.957,11.043,9.208,202.261
2015-05-04,192.25,4.458,12.208,10.5,204.458
2015-05-05,194.292,4.625,10.667,15.042,204.958
2015-05-06,194.708,4.5,10.792,16.125,205.5
2015-05-07,194.182,4.417,10.909,14.083,205.091
2015-05-08,195.583,5.583,16.583,19.958,212.167
2015-05-09,199.833,6.458,23.75,23.375,223.583
2015-05-10,195.565,4.0,7.652,16.792,203.217
2015-05-11,196.375,4.875,9.042,13.875,205.417
2015-05-12,197.125,6.125,16.042,16.167,213.167
2015-05-13,196.375,4.875,8.667,23.208,205.042
2015-05-14,201.087,6.542,20.348,29.304,221.435
2015-05-15,195.292,5.292,15.5,23.792,210.792
2015-05-16,194.833,5.625,11.167,24.0,206.0
2015-05-17,201.087,4.826,12.0,19.75,213.087
2015-05-18,198.875,6.667,19.542,22.917,218.417
2015-05-19,196.0,5.667,21.542,15.792,217.542
2015-05-20,197.042,5.625,17.708,20.917,214.75
2015-05-21,195.042,4.917,13.833,11.792,208.875
2015-05-22,198.375,5.083,20.083,15.542,218.458
2015-05-23,197.667,5.5,15.958,17.292,213.625
2015-05-24,195.391,4.391,10.609,12.625,206.0
2015-05-25,196.958,5.792,17.708,23.958,214.667
2015-05-26,195.0,5.167,16.375,20.875,211.375
2015-05-27,199.417,6.125,26.625,28.292,226.042
2015-05-28,197.625,5.667,19.458,29.75,217.083
2015-05-29,191.417,4.917,12.917,20.208,204.333
2015-05-30,193.375,4.625,13.875,26.208,207.25
2015-05-31,192.174,3.913,8.913,21.708,201.087
2015-06-01,195.417,4.667,14.958,19.591,210.375
2015-06-02,194.125,4.917,14.625,20.125,208.75
2015-06-03,195.208,4.75,16.417,14.5,211.625
2015-06-04,193.5,4.583,11.875,12.333,205.375
2015-06-05,195.958,5.375,17.083,11.667,213.042
2015-06-06,192.167,4.458,9.375,6.583,201.542
2015-06-07,193.478,3.957,7.609,8.833,201.087
2015-06-08,192.917,4.458,10.042,10.333,202.958
2015-06-09,195.792,5.083,21.583,11.75,217.375
2015-06-10,194.792,5.0,17.583,15.5,212.375
2015-06-11,198.583,6.75,20.167,21.333,218.75
2015-06-12,197.625,6.208,17.458,21.167,215.083
2015-06-13,202.25,7.125,12.333,36.667,214.583
2015-06-14,194.348,5.435,9.609,14.833,203.957
2015-06-15,196.208,3.75,13.542,17.5,209.75
2015-06-16,201.958,6.833,26.917,30.792,228.875
2015-06-17,196.625,5.167,16.292,27.792,212.917
2015-06-18,191.909,4.75,12.909,11.458,204.818
2015-06-19,191.333,5.0,15.792,10.0,207.125
2015-06-20,193.833,4.417,14.583,15.042,208.417
2015-06-21,194.174,4.217,13.739,11.75,207.913
2015-06-22,196.45,5.15,18.3,16.333,214.75
2015-06-23,198.292,5.625,18.792,24.958,217.083
2015-06-24,197.625,5.792,19.5,26.042,217.125
2015-06-25,194.875,4.458,19.25,19.625,214.125
2015-06-26,194.458,6.25,20.625,9.958,215.083
2015-06-27,195.917,5.083,14.042,8.333,209.958
2015-06-28,190.913,3.87,7.696,5.417,198.609
2015-06-29,192.042,3.875,11.167,8.292,203.208
2015-06-30,194.583,5.792,15.375,13.792,209.958
2015-07-01,193.667,4.083,17.167,9.917,210.833
2015-07-02,197.917,5.042,15.667,17.875,213.583
2015-07-03,201.167,6.292,25.292,21.381,226.458
2015-07-04,198.667,5.625,17.208,16.5,215.875
2015-07-05,201.957,5.478,16.652,20.25,218.609
2015-07-06,200.833,7.083,23.292,19.0,224.125
2015-07-07,203.083,7.292,28.333,14.792,231.417
2015-07-08,199.792,7.125,26.417,16.042,226.208
2015-07-09,196.583,5.542,30.542,17.458,227.125
2015-07-10,195.625,5.042,21.25,14.125,216.875
2015-07-11,191.833,5.458,17.75,11.167,209.583
2015-07-12,191.391,4.304,15.043,8.25,206.435
