date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,THC_mean
2011-03-28,193.958,19.708,17.417,20.833,3.417,,213.667
2011-03-29,194.25,18.667,18.167,22.667,4.5,,212.917
2011-03-30,192.917,21.5,22.083,29.625,7.542,,214.417
2011-03-31,188.75,15.417,11.167,11.5,0.333,,204.167
2011-04-01,188.417,23.25,20.217,21.696,1.478,,211.667
2011-04-02,188.125,21.5,15.667,17.125,1.458,,209.625
2011-04-03,187.625,17.083,4.75,4.75,0.0,,204.708
2011-04-04,189.696,20.913,13.375,16.5,3.125,,210.609
2011-04-05,190.5,21.208,15.958,17.875,1.917,,211.708
2011-04-06,189.958,23.625,17.5,19.125,1.625,,213.583
2011-04-07,189.25,27.958,21.833,27.208,5.375,,217.208
2011-04-08,187.375,22.583,21.542,22.583,1.042,,209.958
2011-04-09,186.583,20.875,10.708,11.042,0.333,,207.458
2011-04-10,189.625,21.0,13.5,13.75,0.25,,210.625
2011-04-11,191.348,20.696,17.208,20.042,2.833,,212.043
2011-04-12,191.167,21.458,22.042,25.25,3.208,,212.625
2011-04-13,192.417,24.625,23.917,29.0,5.083,,217.042
2011-04-14,190.0,20.542,19.333,21.75,2.417,,210.542
2011-04-15,189.083,24.417,20.042,20.75,0.708,,213.5
2011-04-16,189.875,21.375,12.125,14.917,2.792,,211.25
2011-04-17,190.167,18.708,10.0,10.125,0.125,,208.875
2011-04-18,189.478,22.391,16.25,17.25,1.0,,211.87
2011-04-19,190.385,19.308,15.231,16.385,1.154,,209.692
2011-04-20,189.333,20.75,10.667,10.75,0.083,,210.083
2011-04-21,190.792,22.292,19.667,22.167,2.5,,213.083
2011-04-22,193.708,39.083,35.5,41.75,6.25,,232.792
2011-04-23,190.917,28.75,21.042,23.875,2.833,,219.667
2011-04-24,191.583,21.75,12.0,12.542,0.542,,213.333
2011-04-25,191.522,24.913,21.125,26.125,5.0,,216.435
2011-04-26,189.375,21.875,17.417,20.417,3.0,,211.25
2011-04-27,185.458,16.75,13.167,13.875,0.708,,202.208
2011-04-28,187.875,18.917,13.417,14.208,0.792,,206.792
2011-04-29,189.208,19.042,13.0,13.833,0.833,,208.25
2011-04-30,189.667,22.125,16.5,18.208,1.708,,211.792
2011-05-01,188.375,24.875,15.208,17.083,1.875,,213.25
2011-05-02,190.143,23.524,13.864,15.0,1.136,,213.667
2011-05-03,193.0,25.25,20.75,21.458,0.708,,218.25
2011-05-04,191.333,19.417,12.458,13.708,1.25,,210.75
2011-05-05,189.083,17.292,9.083,9.083,0.0,,206.375
2011-05-06,189.083,20.708,14.042,15.0,0.958,,209.792
2011-05-07,185.208,16.417,6.5,6.833,0.333,,201.625
2011-05-08,185.958,17.375,8.167,8.792,0.625,,203.333
2011-05-09,185.043,20.391,12.708,13.75,1.042,,205.435
2011-05-10,178.0,19.042,14.958,19.708,4.75,,197.042
2011-05-11,178.833,24.792,19.875,27.542,7.667,,203.625
2011-05-12,182.667,28.792,19.667,22.917,3.25,,211.458
2011-05-13,183.25,19.208,12.458,13.875,1.417,,202.458
2011-05-14,185.833,18.0,13.75,14.167,0.417,,203.833
2011-05-15,186.667,17.958,8.458,8.917,0.458,,204.625
2011-05-16,187.043,20.174,17.375,18.583,1.208,,207.217
2011-05-17,187.458,20.833,16.292,17.208,0.917,,208.292
2011-05-18,189.708,23.375,21.792,22.917,1.125,,213.083
2011-05-19,187.417,21.0,17.542,19.167,1.625,,208.417
2011-05-20,184.333,16.792,12.458,13.75,1.292,,201.125
2011-05-21,181.125,18.875,10.958,13.25,2.292,,200.0
2011-05-22,181.917,16.0,5.833,6.5,0.667,,197.917
2011-05-23,186.217,19.13,9.417,10.708,1.292,,205.348
2011-05-24,186.375,20.667,13.917,15.083,1.167,,207.042
2011-05-25,188.208,23.417,21.417,24.667,3.25,,211.625
2011-05-26,187.125,22.292,13.0,14.042,1.042,,209.417
2011-05-27,186.125,20.208,9.708,10.292,0.583,,206.333
2011-05-28,186.917,25.083,15.333,16.917,1.583,,212.0
2011-05-29,184.083,18.667,5.833,6.5,0.667,,202.75
2011-05-30,184.565,15.391,4.375,5.167,0.792,,199.957
2011-05-31,186.417,18.292,11.958,13.125,1.167,,204.708
2011-06-01,187.417,24.583,15.522,17.043,1.522,,212.0
2011-06-02,188.083,23.083,15.708,17.958,2.25,,211.167
2011-06-03,188.208,22.667,16.0,18.542,2.542,,210.875
2011-06-04,187.0,19.583,12.417,14.667,2.25,,206.583
2011-06-05,185.375,18.208,12.5,13.167,0.667,,203.583
2011-06-06,187.913,22.391,18.917,20.458,1.542,,210.304
2011-06-07,187.542,25.542,18.083,21.0,2.917,,213.083
2011-06-08,184.0,19.375,15.125,15.875,0.75,,203.375
2011-06-09,183.417,19.708,12.833,14.125,1.292,,203.125
2011-06-10,185.083,21.667,18.292,19.625,1.333,,206.75
2011-06-11,183.25,19.083,10.083,11.208,1.125,,202.333
2011-06-12,189.708,24.708,15.333,16.292,0.958,,214.417
2011-06-13,188.174,20.348,14.875,16.083,1.208,,208.522
2011-06-14,187.458,19.542,10.208,11.5,1.292,,207.0
2011-06-15,188.75,20.333,15.542,17.375,1.833,,209.083
2011-06-16,190.5,25.708,16.5,18.667,2.167,,216.208
2011-06-17,189.042,23.833,20.958,22.792,1.833,,212.875
2011-06-18,190.792,28.75,23.583,26.167,2.583,,219.542
2011-06-19,192.542,28.417,13.75,15.708,1.958,,220.958
2011-06-20,187.261,31.783,21.792,26.417,4.625,,219.043
2011-06-21,182.125,22.667,15.375,18.917,3.542,,204.792
2011-06-22,189.167,26.208,14.583,21.625,7.042,,215.375
2011-06-23,185.667,20.542,7.792,13.292,5.5,,206.208
2011-06-24,182.042,18.708,7.458,13.167,5.708,,200.75
2011-06-25,181.042,17.542,5.875,10.25,4.375,,198.583
2011-06-26,182.208,18.625,5.75,8.625,2.875,,200.833
2011-06-27,177.478,16.391,6.708,10.542,3.833,,193.87
2011-06-28,176.333,17.417,8.833,15.0,6.167,,193.75
2011-06-29,179.833,21.042,18.042,26.125,8.083,,200.875
2011-06-30,182.25,22.333,17.792,23.542,5.75,,204.583
2011-07-01,180.583,22.625,19.913,29.391,9.478,,203.208
2011-07-02,181.125,20.917,16.25,19.75,3.5,,202.042
2011-07-03,181.375,19.125,9.917,11.333,1.417,,200.5
2011-07-04,176.957,17.609,12.125,15.625,3.5,,194.565
2011-07-05,187.375,20.833,16.375,18.667,2.292,,208.208
2011-07-06,186.708,20.042,14.75,16.583,1.833,,206.75
2011-07-07,175.583,19.458,13.625,21.208,7.583,,195.042
2011-07-08,174.292,18.375,9.208,14.542,5.333,,192.667
2011-07-09,175.25,16.542,6.292,10.417,4.125,,191.792
2011-07-10,177.708,17.917,6.5,10.0,3.5,,195.625
2011-07-11,178.174,20.043,9.333,15.375,6.042,,198.217
2011-07-12,180.458,25.333,13.833,30.083,16.25,,205.792
2011-07-13,178.792,21.0,10.667,21.083,10.417,,199.792
2011-07-14,176.458,17.5,10.583,16.833,6.25,,193.958
2011-07-15,179.542,20.833,15.292,21.125,5.833,,200.375
2011-07-16,181.458,21.667,18.417,22.667,4.25,,203.125
2011-07-17,177.708,18.125,8.0,9.833,1.833,,195.833
2011-07-18,173.957,17.217,6.208,8.917,2.708,,191.174
2011-07-19,172.875,18.708,6.375,9.125,2.75,,191.583
2011-07-20,172.875,20.625,5.917,8.0,2.083,,193.5
2011-07-21,178.292,21.292,7.875,10.5,2.625,,199.583
2011-07-22,180.917,22.167,17.542,22.292,4.75,,203.083
2011-07-23,180.917,17.333,9.958,11.625,1.667,,198.25
2011-07-24,181.292,16.417,7.375,8.125,0.75,,197.708
2011-07-25,185.957,20.609,13.25,15.083,1.833,,206.565
2011-07-26,184.0,20.792,13.917,17.958,4.042,,204.792
2011-07-27,178.208,18.5,9.958,14.542,4.583,,196.708
2011-07-28,179.833,19.667,12.875,18.375,5.5,,199.5
2011-07-29,183.25,23.917,15.542,19.708,4.167,,207.167
2011-07-30,181.833,21.458,12.875,16.75,3.875,,203.292
2011-07-31,185.708,18.5,7.833,8.375,0.542,,204.208
2011-08-01,187.087,23.435,9.13,9.913,0.783,,210.522
2011-08-02,187.0,21.958,11.208,12.5,1.292,,208.958
2011-08-03,181.5,19.458,11.333,13.458,2.125,,200.958
2011-08-04,181.458,20.417,8.625,11.458,2.833,,201.875
2011-08-05,181.833,23.958,13.042,17.208,4.167,,205.792
2011-08-06,181.292,22.792,10.125,18.542,8.417,,204.083
2011-08-07,179.458,18.292,7.833,12.792,4.958,,197.75
2011-08-08,179.043,18.87,13.75,19.583,5.833,,197.913
2011-08-09,183.708,22.583,22.542,27.75,5.208,,206.292
2011-08-10,180.292,19.708,16.958,20.292,3.333,,200.0
2011-08-11,180.583,19.625,14.417,18.542,4.125,,200.208
2011-08-12,182.917,19.542,10.917,12.875,1.958,,202.458
2011-08-13,181.667,18.833,9.625,11.042,1.417,,200.5
2011-08-14,179.208,16.625,6.792,7.792,1.0,,195.833
2011-08-15,180.522,16.391,9.083,10.208,1.125,,196.913
2011-08-16,182.583,17.625,12.208,14.125,1.917,,200.208
2011-08-17,178.333,17.167,12.583,15.333,2.75,,195.5
2011-08-18,177.292,17.083,12.458,15.542,3.083,,194.375
2011-08-19,186.375,16.875,10.625,12.167,1.542,,203.25
2011-08-20,188.208,20.375,12.333,13.417,1.083,,208.583
2011-08-21,189.208,22.625,11.333,13.083,1.75,,211.833
2011-08-22,191.261,21.304,16.208,18.917,2.708,,212.565
2011-08-23,184.708,21.833,15.25,21.542,6.292,,206.542
2011-08-24,182.708,23.125,12.833,20.708,7.875,,205.833
2011-08-25,183.792,22.583,13.25,22.0,8.75,,206.375
2011-08-26,182.917,22.583,12.625,20.25,7.625,,205.5
2011-08-27,182.917,22.333,10.958,13.417,2.458,,205.25
2011-08-28,184.958,20.292,9.0,10.625,1.625,,205.25
2011-08-29,182.739,22.391,11.667,15.458,3.792,,205.13
2011-08-30,182.958,20.125,11.333,12.667,1.333,,203.083
2011-08-31,178.292,19.208,9.917,12.5,2.583,,197.5
2011-09-01,176.5,20.318,7.478,11.304,3.826,,196.818
2011-09-02,178.792,20.833,5.083,6.917,1.833,,199.625
2011-09-03,179.875,19.75,5.583,6.292,0.708,,199.625
2011-09-04,183.292,24.667,11.5,12.917,1.417,,207.958
2011-09-05,184.739,25.522,16.083,20.875,4.792,,210.261
2011-09-06,187.958,19.417,12.125,14.333,2.208,,207.375
2011-09-07,191.917,23.917,20.542,23.792,3.25,,215.833
2011-09-08,190.958,23.167,16.333,18.75,2.417,,214.125
2011-09-09,187.042,23.542,16.958,21.917,4.958,,210.583
2011-09-10,182.958,22.625,10.625,15.0,4.375,,205.583
2011-09-11,182.083,22.417,8.958,11.708,2.75,,204.5
2011-09-12,182.609,21.435,12.542,16.917,4.375,,204.043
2011-09-13,184.292,24.542,19.125,25.542,6.417,,208.833
2011-09-14,184.583,23.875,17.348,22.174,4.826,,208.458
2011-09-15,182.542,24.25,13.625,18.25,4.625,,206.792
2011-09-16,179.667,24.292,7.917,11.25,3.333,,203.958
2011-09-17,177.875,27.833,11.833,17.833,6.0,,205.708
2011-09-18,179.875,24.708,7.583,13.333,5.75,,204.583
2011-09-19,182.174,17.957,5.708,7.25,1.542,,200.13
2011-09-20,183.208,19.458,8.5,10.042,1.542,,202.667
2011-09-21,180.625,18.208,6.708,7.833,1.125,,198.833
2011-09-22,185.333,17.125,10.167,11.958,1.792,,202.458
2011-09-23,187.375,19.833,9.0,10.5,1.5,,207.208
2011-09-24,187.833,19.375,8.5,10.333,1.833,,207.208
2011-09-25,188.625,19.75,7.417,8.208,0.792,,208.375
2011-09-26,188.913,25.826,16.417,18.167,1.75,,214.739
2011-09-27,186.417,21.042,10.5,12.458,1.958,,207.458
2011-09-28,187.667,22.417,14.714,16.524,1.81,,210.083
2011-09-29,185.792,19.917,11.917,13.708,1.792,,205.708
2011-09-30,183.583,18.125,9.708,10.5,0.792,,201.708
2011-10-01,186.667,17.542,4.833,5.167,0.333,,204.208
2011-10-02,187.5,17.958,6.375,6.917,0.542,,205.458
2011-10-03,187.261,19.087,8.565,9.609,1.043,,206.348
2011-10-04,189.25,24.708,18.0,21.375,3.375,,213.958
2011-10-05,187.917,26.583,21.917,30.0,8.083,,214.5
2011-10-06,185.708,21.5,13.583,15.5,1.917,,207.208
2011-10-07,189.208,29.083,14.958,17.25,2.292,,218.292
2011-10-08,189.917,22.208,10.667,11.792,1.125,,212.125
2011-10-09,191.958,22.667,10.292,10.625,0.333,,214.625
2011-10-10,189.923,26.692,14.714,15.5,0.786,,216.615
2011-10-11,189.0,25.958,19.875,23.25,3.375,,214.958
2011-10-12,190.208,24.708,16.667,18.625,1.958,,214.917
2011-10-13,191.375,35.333,28.458,33.708,5.25,,226.708
2011-10-14,189.833,32.25,22.75,28.292,5.542,,222.083
2011-10-15,185.083,27.333,19.417,22.625,3.208,,212.417
2011-10-16,189.333,22.042,12.667,13.0,0.333,,211.375
2011-10-17,188.87,20.217,15.333,17.0,1.667,,209.087
2011-10-18,187.5,17.625,9.958,11.125,1.167,,205.125
2011-10-19,188.375,19.167,11.5,13.542,2.042,,207.542
2011-10-20,192.875,25.25,14.25,16.125,1.875,,218.125
2011-10-21,194.708,23.542,10.75,11.208,0.458,,218.25
2011-10-22,191.292,26.375,14.375,16.583,2.208,,217.667
2011-10-23,189.292,20.167,8.458,9.125,0.667,,209.458
2011-10-24,185.348,23.522,16.583,19.792,3.208,,208.87
2011-10-25,187.167,21.583,13.667,19.833,6.167,,208.75
2011-10-26,188.708,19.708,14.708,18.25,3.542,,208.417
2011-10-27,188.167,20.5,13.75,17.958,4.208,,208.667
2011-10-28,188.833,25.708,20.208,21.792,1.583,,214.542
2011-10-29,187.292,22.792,15.958,17.708,1.75,,210.083
2011-10-30,186.958,21.875,10.917,11.375,0.458,,208.833
2011-10-31,186.565,19.0,10.917,13.667,2.75,,205.565
2011-11-01,187.458,23.958,17.391,20.739,3.348,,211.417
2011-11-02,188.417,27.292,22.75,28.167,5.417,,215.708
2011-11-03,189.792,30.0,21.833,25.208,3.375,,219.792
2011-11-04,187.25,28.0,19.375,24.167,4.792,,215.25
2011-11-05,189.25,32.333,24.458,29.042,4.583,,221.583
2011-11-06,191.125,29.833,19.417,25.0,5.583,,220.958
2011-11-07,187.652,17.348,7.25,8.0,0.75,,205.0
2011-11-08,189.917,18.875,12.375,15.958,3.583,,208.792
2011-11-09,189.917,20.75,15.833,21.792,5.958,,210.667
2011-11-10,190.083,20.833,15.458,19.792,4.333,,210.917
2011-11-11,190.318,27.773,18.125,22.042,3.917,,218.091
2011-11-12,192.083,27.0,18.125,23.208,5.083,,219.083
2011-11-13,193.417,26.292,13.542,16.667,3.125,,219.708
2011-11-14,194.957,23.783,17.667,19.667,2.0,,218.739
2011-11-15,192.208,20.5,16.0,19.375,3.375,,212.708
2011-11-16,192.625,21.375,15.333,19.125,3.792,,214.0
2011-11-17,194.542,25.25,16.125,22.542,6.417,,219.792
2011-11-18,195.5,34.542,30.083,40.417,10.333,,230.042
2011-11-19,194.625,36.875,24.292,37.542,13.25,,231.5
2011-11-20,192.083,21.625,8.083,10.667,2.583,,213.708
2011-11-21,190.261,20.565,13.917,16.0,2.083,,210.826
2011-11-22,191.5,24.875,21.0,27.0,6.0,,216.375
2011-11-23,195.125,37.292,24.667,37.458,12.792,,232.417
2011-11-24,191.958,19.417,9.708,11.208,1.5,,211.375
2011-11-25,191.625,19.958,13.5,15.542,2.042,,211.583
2011-11-26,193.75,27.625,20.0,27.083,7.083,,221.375
2011-11-27,195.708,31.833,20.083,25.625,5.542,,227.542
2011-11-28,197.261,54.348,27.375,70.208,42.833,,251.609
2011-11-29,194.875,47.917,31.208,61.458,30.25,,242.792
2011-11-30,189.792,27.75,16.583,29.792,13.208,,217.542
2011-12-01,188.5,19.167,6.304,7.13,0.826,,207.667
2011-12-02,189.292,24.708,13.0,14.792,1.792,,214.0
2011-12-03,187.75,19.625,10.875,12.542,1.667,,207.375
2011-12-04,189.583,20.375,9.542,11.0,1.458,,209.958
2011-12-05,192.435,24.304,15.458,19.5,4.042,,216.739
2011-12-06,195.208,29.708,24.167,33.875,9.708,,224.917
2011-12-07,194.833,35.042,25.917,45.708,19.792,,229.875
2011-12-08,195.292,32.75,25.833,35.542,9.708,,228.042
2011-12-09,192.583,22.375,10.208,11.625,1.417,,214.958
2011-12-10,194.917,26.375,16.0,21.917,5.917,,221.292
2011-12-11,194.542,23.083,14.333,18.0,3.667,,217.625
2011-12-12,193.0,29.826,22.917,35.5,12.583,,222.826
2011-12-13,191.542,25.708,17.458,24.208,6.75,,217.25
2011-12-14,193.833,32.292,28.25,45.375,17.125,,226.125
2011-12-15,192.75,30.042,22.208,39.167,16.958,,222.792
2011-12-16,189.833,17.875,11.25,14.125,2.875,,207.708
2011-12-17,190.75,19.292,12.792,15.583,2.792,,210.042
2011-12-18,191.375,19.25,8.875,9.833,0.958,,210.625
2011-12-19,190.13,21.913,15.25,19.708,4.458,,212.043
2011-12-20,189.75,24.25,20.042,23.75,3.708,,214.0
2011-12-21,192.917,26.417,23.375,33.875,10.5,,219.333
2011-12-22,193.458,29.292,20.375,31.5,11.125,,222.75
2011-12-23,189.458,17.5,10.75,12.208,1.458,,206.958
2011-12-24,192.375,21.542,14.042,17.75,3.708,,213.917
2011-12-25,192.167,19.292,6.958,8.083,1.125,,211.458
2011-12-26,193.652,20.87,14.167,17.833,3.667,,214.522
2011-12-27,191.542,23.125,15.375,20.667,5.292,,214.667
2011-12-28,194.0,28.312,27.565,42.696,15.13,,222.312
2011-12-29,,,17.708,28.958,11.25,,
2011-12-30,,,6.75,7.708,0.958,,
2011-12-31,,,11.913,13.739,1.826,,
2012-01-01,197.75,46.083,3.75,5.458,1.708,,243.833
2012-01-02,201.125,49.25,3.583,6.833,3.25,,250.375
2012-01-03,195.75,41.417,2.25,3.25,1.0,,237.167
2012-01-04,194.542,51.5,2.417,3.417,1.0,,246.042
2012-01-05,197.333,50.042,4.625,7.25,2.625,,247.375
2012-01-06,197.917,48.125,3.5,5.417,1.917,,246.042
2012-01-07,197.435,52.87,5.458,11.958,6.5,,250.304
2012-01-08,196.458,64.958,5.083,13.458,8.375,,261.417
2012-01-09,192.417,74.0,3.958,8.458,4.5,,266.417
2012-01-10,192.25,80.583,3.792,6.667,2.875,,272.833
2012-01-11,193.5,82.0,4.125,9.708,5.583,,275.5
2012-01-12,196.0,73.417,4.583,11.958,7.375,,269.417
2012-01-13,197.458,74.208,4.167,11.417,7.25,,271.667
2012-01-14,192.565,68.435,2.375,4.125,1.75,,261.0
2012-01-15,194.542,70.625,2.917,4.667,1.75,,265.167
2012-01-16,195.458,63.375,4.958,10.542,5.583,,258.833
2012-01-17,196.958,73.417,4.125,8.958,4.833,,270.375
2012-01-18,194.0,57.583,3.0,4.917,1.917,,251.583
2012-01-19,196.417,60.625,4.542,9.167,4.625,,257.042
2012-01-20,196.833,59.417,2.583,3.667,1.083,,256.25
2012-01-21,196.957,79.522,4.917,9.875,4.958,,276.478
2012-01-22,196.125,80.708,4.625,14.667,10.042,,276.833
2012-01-23,192.042,70.125,3.333,5.583,2.25,,262.167
2012-01-24,192.542,66.833,4.625,10.167,5.542,,259.375
2012-01-25,193.958,51.708,3.208,4.25,1.042,,245.667
2012-01-26,192.208,45.833,2.583,3.583,1.0,,238.042
2012-01-27,196.0,55.542,2.875,4.042,1.167,,251.542
2012-01-28,195.391,71.696,3.222,5.222,2.0,,267.087
2012-01-29,196.708,69.667,22.556,23.222,0.667,,266.375
2012-01-30,197.917,67.083,14.958,17.25,2.292,,265.0
2012-01-31,199.625,52.333,25.5,35.583,10.083,,251.958
2012-02-01,201.0,43.125,30.5,43.417,12.917,,244.125
2012-02-02,195.958,31.5,18.25,26.833,8.583,,227.458
2012-02-03,194.833,21.25,5.208,5.208,0.0,,216.083
2012-02-04,201.739,42.043,22.208,36.75,14.542,,243.783
2012-02-05,195.292,21.583,5.292,5.542,0.25,,216.875
2012-02-06,194.292,23.0,12.542,14.375,1.833,,217.292
2012-02-07,196.333,25.875,13.667,22.542,8.875,,222.208
2012-02-08,195.875,20.875,5.792,6.167,0.375,,216.75
2012-02-09,196.583,21.375,10.5,11.125,0.625,,217.958
2012-02-10,197.375,23.375,9.208,10.833,1.625,,220.75
2012-02-11,198.174,23.304,8.5,8.833,0.333,,221.478
2012-02-12,197.958,28.583,18.208,21.458,3.25,,226.542
2012-02-13,195.792,22.5,12.167,13.208,1.042,,218.292
2012-02-14,197.125,30.292,21.125,26.375,5.25,,227.417
2012-02-15,193.25,23.75,15.625,18.042,2.417,,217.0
2012-02-16,195.875,19.458,4.5,4.625,0.125,,215.333
2012-02-17,198.417,23.958,12.208,12.958,0.75,,222.375
2012-02-18,195.0,35.217,19.875,29.708,9.833,,230.217
2012-02-19,193.833,20.667,9.542,10.167,0.625,,214.5
2012-02-20,194.5,23.625,16.833,20.125,3.292,,218.125
2012-02-21,195.083,23.625,17.917,21.167,3.25,,218.708
2012-02-22,195.625,25.625,20.875,24.75,3.875,,221.25
2012-02-23,193.542,20.417,9.583,10.167,0.583,,213.958
2012-02-24,192.583,17.542,4.333,4.417,0.083,,210.125
2012-02-25,192.043,19.522,8.792,10.0,1.208,,211.565
2012-02-26,194.25,26.042,16.542,18.708,2.167,,220.292
2012-02-27,195.25,28.5,22.0,29.75,7.75,,223.75
2012-02-28,193.667,32.375,24.5,31.5,7.0,,226.042
2012-03-01,194.292,33.583,23.667,38.208,14.542,,227.875
2012-03-02,193.0,20.25,4.083,4.083,0.0,,213.25
2012-03-03,191.5,19.375,5.958,5.958,0.0,,210.875
2012-03-04,195.0,23.435,15.75,19.75,4.0,,218.435
2012-03-05,197.542,26.667,22.125,26.125,4.0,,224.208
2012-03-06,199.875,33.583,29.083,39.458,10.375,,233.458
2012-03-07,194.167,39.583,14.417,18.125,3.708,,233.75
2012-03-08,192.583,64.333,4.875,8.458,3.583,,256.917
2012-03-09,194.458,71.458,3.75,4.875,1.125,,265.917
2012-03-10,196.5,69.792,2.5,3.417,0.917,,266.292
2012-03-11,196.222,62.333,1.833,2.625,0.792,,258.556
2012-03-12,193.8,49.0,9.875,11.25,1.375,,242.8
2012-03-13,190.958,28.5,20.0,23.208,3.208,,219.458
2012-03-14,191.292,18.167,6.208,6.625,0.417,,209.458
