date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,THC_mean
2011-03-17,187.696,20.13,21.783,24.957,3.174,207.826
2011-03-18,189.833,21.958,24.125,28.458,4.333,211.792
2011-03-19,186.958,12.917,11.667,12.708,1.042,199.875
2011-03-20,190.909,20.182,14.083,18.125,4.042,211.091
2011-03-21,190.667,22.0,16.375,18.625,2.25,212.667
2011-03-22,191.364,22.864,20.182,25.818,5.636,214.227
2011-03-23,191.542,23.792,20.125,22.375,2.25,215.333
2011-03-24,193.043,16.957,6.043,6.478,0.435,210.0
2011-03-25,195.833,17.708,6.458,6.708,0.25,213.542
2011-03-26,195.167,18.208,10.208,10.833,0.625,213.375
2011-03-27,194.958,25.417,18.583,22.208,3.625,220.375
2011-03-28,192.167,20.458,12.583,13.125,0.542,212.625
2011-03-29,192.208,22.917,17.417,19.542,2.125,215.125
2011-03-30,189.667,21.375,17.292,22.792,5.5,211.042
2011-03-31,191.565,18.087,8.304,8.913,0.609,209.652
2011-04-01,182.917,13.0,27.667,32.083,4.417,195.917
2011-04-02,184.957,10.957,19.348,21.174,1.826,195.913
2011-04-03,185.417,4.625,5.75,6.042,0.292,190.042
2011-04-04,186.917,5.0,8.917,9.542,0.625,191.917
2011-04-05,187.542,9.0,14.917,16.208,1.292,196.542
2011-04-06,185.5,11.167,20.0,24.083,4.083,196.667
2011-04-07,184.591,12.227,16.522,19.304,2.783,196.818
2011-04-08,186.583,19.708,22.625,24.542,1.917,206.292
2011-04-09,189.304,21.174,19.739,22.435,2.696,210.478
2011-04-10,190.375,17.875,13.667,14.167,0.5,208.25
2011-04-11,190.833,18.042,16.667,18.542,1.875,208.875
2011-04-12,191.042,17.25,14.875,16.083,1.208,208.292
2011-04-13,190.625,16.833,15.667,17.0,1.333,207.458
2011-04-14,190.458,19.625,19.75,20.667,0.917,210.083
2011-04-15,191.5,28.25,34.208,39.167,4.958,219.75
2011-04-16,191.87,25.652,20.13,34.522,14.391,217.522
2011-04-17,190.25,16.417,10.417,11.083,0.667,206.667
2011-04-18,190.125,20.125,22.375,27.25,4.875,210.25
2011-04-19,191.333,12.583,6.042,6.5,0.458,203.917
2011-04-20,189.565,14.174,10.609,11.435,0.826,203.739
2011-04-21,189.5,20.0,20.958,25.542,4.583,209.5
2011-04-22,188.958,26.333,30.708,35.958,5.25,215.292
2011-04-23,189.261,19.217,16.826,19.652,2.826,208.478
2011-04-24,190.917,13.917,6.917,6.917,0.0,204.833
2011-04-25,190.667,14.375,9.5,9.792,0.292,205.042
2011-04-26,189.208,20.167,23.542,25.75,2.208,209.375
2011-04-27,187.75,18.5,17.708,20.083,2.375,206.25
2011-04-28,191.125,14.417,8.208,8.583,0.375,205.542
2011-04-29,191.583,17.833,14.375,15.125,0.75,209.417
2011-04-30,190.826,21.13,19.478,21.957,2.478,211.957
2011-05-01,187.875,16.375,13.375,14.292,0.917,204.25
2011-05-02,190.667,20.667,17.833,20.542,2.708,211.333
2011-05-03,191.375,21.458,20.917,25.042,4.125,212.833
2011-05-04,190.333,20.417,16.292,18.583,2.292,210.75
2011-05-05,189.958,18.417,16.25,17.125,0.875,208.375
2011-05-06,187.0,18.318,17.478,20.13,2.652,205.318
2011-05-07,186.0,14.957,14.087,15.391,1.304,200.957
2011-05-08,185.0,18.708,14.5,15.667,1.167,203.708
2011-05-09,188.542,27.208,23.833,28.208,4.375,215.75
2011-05-10,181.042,25.667,20.5,28.917,8.417,206.708
2011-05-11,178.083,32.625,14.292,22.292,8.0,210.708
2011-05-12,182.75,27.917,26.417,41.208,14.792,210.667
2011-05-13,191.917,13.5,7.75,8.042,0.292,205.417
2011-05-14,189.217,13.609,7.87,8.13,0.261,202.826
2011-05-15,189.125,17.625,11.375,11.917,0.542,206.75
2011-05-16,188.208,20.25,17.667,19.042,1.375,208.458
2011-05-17,187.542,16.833,14.792,15.583,0.792,204.375
2011-05-18,188.292,18.083,17.75,19.0,1.25,206.375
2011-05-19,188.091,18.091,18.174,19.348,1.174,206.182
2011-05-20,186.375,20.167,17.375,19.292,1.917,206.542
2011-05-21,183.652,20.913,20.609,24.87,4.261,204.565
2011-05-22,182.917,17.25,12.375,14.542,2.167,200.167
2011-05-23,189.917,15.042,6.667,6.917,0.25,204.958
2011-05-24,191.652,17.13,8.125,8.875,0.75,208.783
2011-05-25,194.333,20.708,16.5,19.792,3.292,215.042
2011-05-26,193.583,19.625,18.292,21.375,3.083,213.208
2011-05-27,192.958,16.375,13.75,14.667,0.917,209.333
2011-05-28,189.043,22.217,16.696,18.87,2.174,211.261
2011-05-29,188.167,22.167,12.667,14.958,2.292,210.333
2011-05-30,188.333,14.625,8.375,9.208,0.833,202.958
2011-05-31,188.958,18.208,14.208,17.917,3.708,207.167
2011-06-01,187.583,20.333,21.417,24.875,3.458,207.917
2011-06-02,186.625,22.25,21.042,26.125,5.083,208.875
2011-06-03,189.3,25.4,21.727,28.636,6.909,214.7
2011-06-04,,,17.435,19.696,2.261,
2011-06-05,,,13.333,14.458,1.125,
2011-06-06,179.909,11.727,17.125,21.125,4.0,191.636
2011-06-07,182.625,13.5,20.333,21.625,1.292,196.125
2011-06-08,181.667,11.75,13.375,14.0,0.625,193.417
2011-06-09,180.125,11.167,12.583,14.917,2.333,191.292
2011-06-10,180.667,15.292,21.958,26.083,4.125,195.958
2011-06-11,179.913,12.261,15.696,17.13,1.435,192.174
2011-06-12,179.375,11.708,13.792,16.083,2.292,191.083
2011-06-13,179.333,11.875,13.542,16.042,2.5,191.208
2011-06-14,182.083,11.125,14.583,15.375,0.792,193.208
2011-06-15,184.696,16.174,24.261,27.957,3.696,200.87
2011-06-16,182.667,10.833,12.0,12.458,0.458,193.5
2011-06-17,181.792,13.0,11.739,12.609,0.87,194.792
2011-06-18,183.609,17.348,18.913,23.739,4.826,200.957
2011-06-19,182.208,11.292,12.042,12.625,0.583,193.5
2011-06-20,181.0,17.292,19.958,23.208,3.25,198.292
2011-06-21,177.208,14.833,17.75,24.25,6.5,192.042
2011-06-22,175.125,13.792,13.708,19.042,5.333,188.917
2011-06-23,173.917,15.042,15.375,22.417,7.042,188.958
2011-06-24,172.208,12.708,12.75,19.583,6.833,184.917
2011-06-25,172.261,8.739,8.043,11.565,3.522,181.0
2011-06-26,173.25,10.458,8.083,11.542,3.458,183.708
2011-06-27,172.917,9.5,7.542,9.875,2.333,182.417
2011-06-28,173.708,10.917,10.458,14.833,4.375,184.625
2011-06-29,174.773,10.5,9.435,12.391,2.957,185.273
2011-06-30,174.833,10.458,11.0,14.375,3.375,185.292
2011-07-01,176.458,10.208,9.667,11.708,2.042,186.667
2011-07-02,182.087,13.13,13.304,15.391,2.087,195.217
2011-07-03,180.208,11.917,10.417,12.458,2.042,192.125
2011-07-04,176.542,11.25,9.833,11.708,1.875,187.792
2011-07-05,185.125,11.958,13.083,14.25,1.167,197.083
2011-07-06,189.708,21.417,23.583,26.625,3.042,211.125
2011-07-07,174.667,11.75,10.0,14.5,4.5,186.417
2011-07-08,177.917,16.333,14.292,26.5,12.208,194.25
2011-07-09,177.609,21.261,13.565,19.478,5.913,198.87
2011-07-10,175.833,11.375,9.208,11.042,1.833,187.208
2011-07-11,177.125,12.208,12.083,14.625,2.542,189.333
2011-07-12,179.708,15.292,14.792,19.458,4.667,195.0
2011-07-13,179.261,13.696,16.391,22.565,6.174,192.957
2011-07-14,174.917,8.958,8.167,9.458,1.292,183.875
2011-07-15,175.292,10.583,10.083,12.5,2.417,185.875
2011-07-16,176.435,12.696,10.304,12.0,1.696,189.13
2011-07-17,179.75,14.083,11.667,13.208,1.542,193.833
2011-07-18,175.458,8.708,6.5,7.875,1.375,184.167
2011-07-19,174.5,6.167,4.417,5.042,0.625,180.667
2011-07-20,177.375,10.292,10.125,12.958,2.833,187.667
2011-07-21,179.708,10.167,11.75,14.292,2.542,189.875
2011-07-22,183.167,9.25,11.667,16.167,4.5,192.417
2011-07-23,180.652,9.043,9.87,11.783,1.913,189.696
2011-07-24,183.875,8.625,9.375,10.208,0.833,192.5
2011-07-25,183.292,9.708,12.375,14.375,2.0,193.0
2011-07-26,181.75,10.708,14.458,16.833,2.375,192.458
2011-07-27,181.417,12.5,15.75,21.042,5.292,193.917
2011-07-28,175.0,8.708,7.542,10.458,2.917,183.708
2011-07-29,175.818,11.818,13.478,17.0,3.522,187.636
2011-07-30,175.0,14.957,15.043,19.696,4.652,189.957
2011-07-31,177.792,12.75,12.625,13.667,1.042,190.542
2011-08-01,177.792,11.625,10.583,12.708,2.125,189.417
2011-08-02,178.042,11.625,11.083,12.375,1.292,189.667
2011-08-03,173.5,10.708,9.958,12.625,2.667,184.208
2011-08-04,174.667,13.125,12.458,17.5,5.042,187.792
2011-08-05,174.458,12.333,11.417,14.458,3.042,186.792
2011-08-06,172.609,13.522,13.435,21.522,8.087,186.13
2011-08-07,173.75,11.5,9.75,14.333,4.583,185.25
2011-08-08,173.458,11.5,9.667,12.083,2.417,184.958
2011-08-09,172.917,13.0,12.708,15.792,3.083,185.917
2011-08-10,173.739,11.826,11.348,14.826,3.478,185.565
2011-08-11,175.458,13.292,12.75,15.708,2.958,188.75
2011-08-12,175.375,11.875,10.583,12.75,2.167,187.25
2011-08-13,176.217,15.043,10.565,12.391,1.826,191.261
2011-08-14,174.792,11.792,7.708,8.833,1.125,186.583
2011-08-15,177.042,11.0,7.958,9.542,1.583,188.042
2011-08-16,177.5,9.417,5.917,6.458,0.542,186.917
2011-08-17,175.25,11.375,9.583,11.917,2.333,186.625
2011-08-18,179.333,12.542,12.458,15.167,2.708,191.875
2011-08-19,187.375,10.667,10.083,11.0,0.917,198.042
2011-08-20,186.783,10.478,13.435,14.783,1.348,197.261
2011-08-21,180.958,8.375,9.208,9.75,0.542,189.333
2011-08-22,181.417,11.75,11.583,13.125,1.542,193.167
2011-08-23,179.5,11.042,9.583,11.375,1.792,190.542
2011-08-24,177.391,14.304,12.435,19.913,7.478,191.696
2011-08-25,174.875,17.625,16.917,22.083,5.167,192.5
2011-08-26,170.75,12.792,7.583,12.125,4.542,183.542
2011-08-27,174.304,13.652,6.913,8.957,2.043,187.957
2011-08-28,175.375,12.125,7.208,8.0,0.792,187.5
2011-08-29,177.0,13.292,10.75,12.625,1.875,190.292
2011-08-30,178.958,14.542,11.417,12.875,1.458,193.5
2011-08-31,180.167,13.75,10.792,11.417,0.625,193.917
2011-09-01,174.375,13.875,9.875,13.417,3.542,188.25
2011-09-02,173.792,8.75,5.25,6.125,0.875,182.542
2011-09-03,175.174,10.261,7.435,8.696,1.261,185.435
2011-09-04,178.042,10.208,5.25,5.792,0.542,188.25
2011-09-05,181.333,9.708,7.667,8.208,0.542,191.042
2011-09-06,187.417,9.042,7.417,8.167,0.75,196.458
2011-09-07,186.182,10.636,9.409,9.864,0.455,196.818
2011-09-08,182.958,11.75,11.167,12.208,1.042,194.708
2011-09-09,180.167,15.458,16.375,19.042,2.667,195.625
2011-09-10,178.783,15.957,15.391,19.391,4.0,194.739
2011-09-11,175.417,14.667,12.625,18.208,5.583,190.083
2011-09-12,176.042,13.583,9.958,13.75,3.792,189.625
2011-09-13,175.875,12.292,10.958,12.875,1.917,188.167
2011-09-14,176.208,13.5,10.625,12.208,1.583,189.708
2011-09-15,176.125,14.333,11.375,13.167,1.792,190.458
2011-09-16,176.083,16.708,12.667,19.417,6.75,192.792
2011-09-17,174.609,15.696,12.696,18.304,5.609,190.304
2011-09-18,174.167,13.0,9.333,14.917,5.583,187.167
2011-09-19,180.792,10.75,7.792,10.75,2.958,191.542
2011-09-20,183.583,8.917,8.833,9.875,1.042,192.5
2011-09-21,183.958,8.458,8.5,9.333,0.833,192.417
2011-09-22,182.818,8.227,6.174,6.913,0.739,191.045
2011-09-23,181.333,11.625,8.375,9.708,1.333,192.958
2011-09-24,184.391,11.087,7.478,7.826,0.348,195.478
2011-09-25,184.167,12.333,8.5,9.0,0.5,196.5
2011-09-26,181.375,13.292,10.792,12.417,1.625,194.667
2011-09-27,180.833,12.125,9.875,11.75,1.875,192.958
2011-09-28,181.375,14.5,14.542,16.417,1.875,195.875
2011-09-29,180.667,14.125,13.5,15.375,1.875,194.792
2011-09-30,178.417,13.375,14.167,16.083,1.917,191.792
2011-10-01,183.348,10.565,6.565,7.0,0.435,193.913
2011-10-02,184.708,10.875,8.375,9.208,0.833,195.583
2011-10-03,184.375,10.25,7.75,8.417,0.667,194.625
2011-10-04,185.208,11.042,9.792,11.125,1.333,196.25
2011-10-05,186.87,17.609,19.217,22.913,3.696,204.478
2011-10-06,183.333,12.583,12.25,13.542,1.292,195.917
2011-10-07,186.917,14.667,13.417,14.958,1.542,201.583
2011-10-08,184.565,12.435,9.391,10.217,0.826,197.0
2011-10-09,183.167,14.25,8.5,9.0,0.5,197.417
2011-10-10,181.25,13.25,10.625,11.542,0.917,194.5
2011-10-11,181.625,14.917,15.542,18.125,2.583,196.542
2011-10-12,183.0,17.542,15.333,20.167,4.833,200.542
2011-10-13,180.833,15.958,16.25,18.208,1.958,196.792
2011-10-14,179.375,21.583,18.708,28.458,9.75,200.958
2011-10-15,186.13,15.478,10.304,12.043,1.739,201.609
2011-10-16,193.375,11.167,7.333,7.583,0.25,204.542
2011-10-17,193.917,11.958,9.625,10.0,0.375,205.875
2011-10-18,192.958,11.125,8.417,9.083,0.667,204.083
2011-10-19,194.042,14.125,15.042,18.5,3.458,208.167
2011-10-20,189.273,16.909,17.478,22.609,5.13,206.182
2011-10-21,182.75,18.458,17.958,23.292,5.333,201.208
2011-10-22,181.957,13.435,11.087,13.565,2.478,195.391
2011-10-23,181.25,11.5,6.917,7.542,0.625,192.75
2011-10-24,181.292,15.125,11.625,14.333,2.708,196.417
2011-10-25,185.042,11.083,9.125,10.417,1.292,196.125
2011-10-26,188.625,10.125,7.0,7.417,0.417,198.75
2011-10-27,189.417,12.25,9.708,11.917,2.208,201.667
2011-10-28,189.417,19.625,19.458,26.625,7.167,209.042
2011-10-29,184.522,17.696,14.348,16.957,2.609,202.217
2011-10-30,183.167,14.25,10.917,11.792,0.875,197.417
2011-10-31,182.417,13.625,10.458,11.875,1.417,196.042
2011-11-01,183.583,14.042,12.792,15.292,2.5,197.625
2011-11-02,183.0,16.458,17.708,21.417,3.708,199.458
2011-11-03,183.375,20.375,17.667,23.708,6.042,203.75
2011-11-04,183.957,18.87,15.227,19.773,4.545,202.826
2011-11-05,185.522,22.0,17.478,21.478,4.0,207.522
2011-11-06,180.583,15.667,11.75,14.125,2.375,196.25
2011-11-07,185.25,14.417,11.208,14.0,2.792,199.667
2011-11-08,188.542,14.417,11.583,13.792,2.208,202.958
2011-11-09,189.083,13.417,13.125,14.0,0.875,202.5
2011-11-10,189.833,13.958,13.417,15.542,2.125,203.792
2011-11-11,189.208,17.75,15.958,24.0,8.042,206.958
2011-11-12,185.565,19.783,17.522,30.565,13.043,205.348
2011-11-13,185.25,16.25,13.833,16.208,2.375,201.5
2011-11-14,187.583,16.625,13.583,14.458,0.875,204.208
2011-11-15,187.042,12.875,11.917,14.583,2.667,199.917
2011-11-16,187.0,13.636,13.783,16.739,2.957,200.636
2011-11-17,188.167,17.667,19.833,23.25,3.417,205.833
2011-11-18,187.167,21.833,24.708,33.083,8.375,209.0
2011-11-19,186.261,22.783,20.348,34.0,13.652,209.043
2011-11-20,188.708,11.5,6.625,7.042,0.417,200.208
2011-11-21,191.0,13.167,11.958,12.917,0.958,204.167
2011-11-22,190.625,14.5,12.708,14.5,1.792,205.125
2011-11-23,190.708,15.583,15.458,19.917,4.458,206.292
2011-11-24,190.833,12.5,10.125,11.875,1.75,203.333
2011-11-25,193.375,17.292,15.5,19.333,3.833,210.667
2011-11-26,186.783,16.174,13.174,16.739,3.565,202.957
2011-11-27,187.5,22.625,17.25,25.833,8.583,210.125
2011-11-28,186.75,28.083,18.333,47.625,29.292,214.833
2011-11-29,184.875,31.5,20.625,54.708,34.083,216.375
2011-11-30,186.13,31.609,25.227,55.227,30.0,217.739
2011-12-01,189.292,13.667,9.375,10.083,0.708,202.958
2011-12-02,190.042,14.25,13.792,16.458,2.667,204.292
2011-12-03,185.739,13.957,11.217,16.0,4.783,199.696
2011-12-04,186.417,13.208,9.0,10.625,1.625,199.625
2011-12-05,187.375,19.083,13.917,24.333,10.417,206.458
2011-12-06,186.917,19.833,20.583,32.792,12.208,206.75
2011-12-07,186.167,21.5,20.042,32.917,12.875,207.667
2011-12-08,187.625,18.417,17.583,20.958,3.375,206.042
2011-12-09,189.458,12.333,8.583,10.042,1.458,201.792
2011-12-10,187.696,12.826,11.0,12.435,1.435,200.522
2011-12-11,186.208,13.042,8.333,9.167,0.833,199.25
2011-12-12,182.833,12.875,10.042,11.708,1.667,195.708
2011-12-13,184.917,22.5,19.625,36.417,16.792,207.417
2011-12-14,185.591,24.5,24.818,44.091,19.273,210.091
2011-12-15,188.042,14.0,12.917,16.083,3.167,202.042
2011-12-16,191.0,11.292,8.458,9.25,0.792,202.292
2011-12-17,188.652,15.609,12.087,13.739,1.652,204.261
2011-12-18,187.542,13.583,9.542,10.292,0.75,201.125
2011-12-19,186.417,16.333,15.458,19.125,3.667,202.75
2011-12-20,186.917,17.875,15.125,20.458,5.333,204.792
2011-12-21,186.875,19.333,19.292,25.333,6.042,206.208
2011-12-22,186.875,13.458,11.542,13.208,1.667,200.333
2011-12-23,186.708,11.292,7.583,8.292,0.708,198.0
2011-12-24,188.87,13.391,12.13,13.913,1.783,202.261
2011-12-25,191.417,11.0,4.583,4.917,0.333,202.417
2011-12-26,190.042,12.167,9.083,10.333,1.25,202.208
2011-12-27,187.739,14.609,16.474,24.0,7.526,202.348
2011-12-28,187.0,17.292,14.5,17.917,3.417,204.292
2011-12-29,187.375,19.167,15.417,19.667,4.25,206.542
2011-12-30,186.75,13.583,7.875,8.542,0.667,200.333
2011-12-31,188.13,16.348,9.609,11.043,1.435,204.478
2012-01-01,192.833,19.167,6.417,7.167,0.75,212.0
2012-01-02,192.25,17.167,4.875,5.167,0.292,209.417
2012-01-03,190.792,14.583,5.042,5.417,0.375,205.375
2012-01-04,191.333,18.583,6.625,7.625,1.0,209.917
2012-01-05,191.609,25.565,13.696,16.565,2.87,217.174
2012-01-06,190.958,20.25,8.167,8.917,0.75,211.208
2012-01-07,190.417,22.208,14.458,17.667,3.208,212.625
2012-01-08,192.0,29.792,20.542,28.208,7.667,221.792
2012-01-09,191.545,25.0,18.364,26.5,8.136,216.545
2012-01-10,190.583,17.5,9.708,11.0,1.292,208.083
2012-01-11,190.958,21.333,12.542,16.167,3.625,212.292
2012-01-12,191.826,30.478,24.478,34.652,10.174,222.304
2012-01-13,191.708,25.958,17.333,20.5,3.167,217.667
2012-01-14,190.5,18.208,10.833,11.833,1.0,208.708
2012-01-15,192.125,18.083,7.042,7.833,0.792,210.208
2012-01-16,191.875,23.667,20.083,25.792,5.708,215.542
2012-01-17,192.917,21.542,10.792,12.167,1.375,214.458
2012-01-18,191.167,18.917,9.792,11.208,1.417,210.083
2012-01-19,191.174,19.087,11.0,12.087,1.087,210.261
2012-01-20,192.708,21.292,12.583,14.042,1.458,214.0
2012-01-21,193.292,25.167,19.667,25.708,6.042,218.458
2012-01-22,192.583,29.292,22.708,38.583,15.875,221.875
2012-01-23,189.958,22.042,14.417,17.083,2.667,212.0
2012-01-24,190.652,21.435,12.591,17.273,4.682,212.087
2012-01-25,191.417,15.417,6.25,6.875,0.625,206.833
2012-01-26,192.174,14.826,6.739,7.304,0.565,207.0
2012-01-27,192.875,17.292,7.167,7.917,0.75,210.167
2012-01-28,193.0,19.5,12.125,14.125,2.0,212.5
2012-01-29,193.792,23.667,19.292,22.5,3.208,217.458
2012-01-30,194.583,26.125,19.5,25.458,5.958,220.708
2012-01-31,195.458,31.708,23.292,35.625,12.333,227.167
2012-02-01,196.417,39.0,31.667,61.542,29.875,235.417
2012-02-02,194.478,33.522,19.739,40.522,20.783,228.0
2012-02-03,193.0,22.458,11.917,13.292,1.375,215.458
2012-02-04,194.792,25.917,19.542,23.292,3.75,220.708
2012-02-05,193.708,19.5,8.25,8.875,0.625,213.208
2012-02-06,193.455,23.091,15.818,21.182,5.364,216.545
2012-02-07,192.458,14.667,6.75,7.417,0.667,207.125
2012-02-08,194.333,15.375,6.792,7.333,0.542,209.708
2012-02-09,193.87,18.217,8.565,9.478,0.913,212.087
2012-02-10,193.125,19.625,10.25,11.417,1.167,212.75
2012-02-11,193.958,18.292,9.042,9.75,0.708,212.25
2012-02-12,194.042,22.75,17.792,23.458,5.667,216.792
2012-02-13,192.958,16.042,7.375,7.917,0.542,209.0
2012-02-14,192.625,23.5,21.25,28.208,6.958,216.125
2012-02-15,191.5,20.625,16.708,19.833,3.125,212.125
2012-02-16,193.696,17.565,8.261,9.174,0.913,211.261
2012-02-17,193.083,18.458,8.5,9.458,0.958,211.542
2012-02-18,194.458,26.0,20.083,29.667,9.583,220.458
2012-02-19,192.375,18.583,9.875,10.958,1.083,210.958
2012-02-20,194.364,26.182,16.045,23.364,7.318,220.545
2012-02-21,198.4,26.2,14.417,16.792,2.375,224.6
2012-02-22,196.792,19.583,14.333,16.292,1.958,216.375
2012-02-23,193.652,17.261,10.043,10.913,0.87,210.913
2012-02-24,192.833,16.5,7.417,8.125,0.708,209.333
2012-02-25,193.792,22.042,15.792,17.917,2.125,215.833
2012-02-26,194.292,26.292,21.458,28.0,6.542,220.583
2012-02-27,192.583,26.0,18.875,26.25,7.375,218.583
2012-02-28,190.667,26.75,21.792,28.5,6.708,217.417
2012-03-01,192.75,29.25,25.333,35.25,9.917,222.0
2012-03-02,193.348,16.783,4.783,5.217,0.435,210.13
2012-03-03,194.583,20.917,7.417,7.958,0.542,215.5
2012-03-04,194.708,24.167,15.25,19.583,4.333,218.875
2012-03-05,196.083,30.625,20.833,25.75,4.917,226.708
2012-03-06,193.0,26.619,23.0,26.682,3.682,219.619
2012-03-07,194.167,27.917,27.167,34.0,6.833,222.083
2012-03-08,191.042,19.292,12.875,14.167,1.292,210.333
2012-03-09,194.348,25.783,21.087,22.522,1.435,220.13
2012-03-10,190.042,18.458,6.792,7.0,0.208,208.5
2012-03-11,193.958,19.583,10.75,11.792,1.042,213.542
2012-03-12,193.542,27.375,21.292,28.625,7.333,220.917
2012-03-13,192.542,26.083,24.292,32.042,7.75,218.625
2012-03-14,192.167,15.292,5.75,6.292,0.542,207.458
2012-03-15,193.625,22.5,18.0,24.8,6.8,216.125
2012-03-16,192.435,25.957,,,,218.391
2012-03-17,193.333,24.167,21.545,23.273,1.727,217.5
2012-03-18,186.875,22.417,15.083,18.667,3.583,209.292
2012-03-19,189.917,21.5,15.0,17.13,2.13,211.417
2012-03-20,194.864,28.545,27.458,35.917,8.458,223.409
2012-03-21,195.833,18.5,9.0,9.958,0.958,214.333
2012-03-22,196.333,24.333,19.625,25.167,5.542,220.667
2012-03-23,192.696,22.565,14.696,17.739,3.043,215.261
2012-03-24,194.583,21.042,10.708,12.0,1.292,215.625
2012-03-25,194.292,17.917,9.25,10.0,0.75,212.208
