date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-02-05,190.565,6.875,87.0,63.292,41.0,9.739,34.913,70.304,35.391,,0,76.0,42.5,-16.0,200.304
2011-02-06,190.25,7.0,100.0,94.583,80.0,15.042,34.25,73.042,38.792,,11,90.0,66.542,38.0,205.292
2011-02-07,187.125,6.0,100.0,90.25,73.0,9.958,44.208,96.417,52.208,,23,99.0,76.958,45.0,197.083
2011-02-08,186.25,3.792,84.0,57.875,34.0,6.333,35.125,60.875,25.75,,0,51.0,21.708,-17.0,192.583
2011-02-09,187.417,4.826,87.0,60.292,38.0,6.208,37.375,77.125,39.75,,0,54.0,9.292,-38.0,193.625
2011-02-10,187.0,4.542,81.0,64.125,48.0,7.292,38.5,83.125,44.625,,0,59.0,23.5,-14.0,194.292
2011-02-11,187.0,5.042,95.0,70.042,45.0,7.25,31.083,67.667,36.583,,0,63.0,26.917,-15.0,194.25
2011-02-12,187.565,5.125,97.0,75.208,47.0,6.609,26.087,45.348,19.261,,0,67.0,19.333,-14.0,194.174
2011-02-13,188.375,5.292,100.0,90.542,62.0,9.667,38.917,80.167,41.25,,14,47.0,30.958,-2.0,198.042
2011-02-14,188.458,5.833,100.0,100.0,100.0,13.167,40.208,94.042,53.833,,11,67.0,52.083,31.0,201.625
2011-02-15,188.375,5.583,100.0,91.667,80.0,10.458,41.833,124.5,82.667,,0,68.0,36.25,4.0,198.833
2011-02-16,186.333,4.739,90.0,71.667,49.0,8.458,41.375,96.542,55.167,,0,74.0,25.958,-5.0,194.792
2011-02-17,185.833,4.0,89.0,64.083,40.0,6.5,30.5,54.875,24.375,,0,67.0,25.833,-4.0,192.333
2011-02-18,188.0,4.25,97.0,78.583,56.0,6.792,26.875,48.333,21.458,,1,37.0,1.083,-32.0,194.792
2011-02-19,189.217,5.583,99.0,79.042,45.0,9.348,29.435,67.174,37.739,,0,67.0,1.875,-49.0,198.565
2011-02-20,189.167,6.667,99.0,73.875,42.0,12.792,45.417,139.083,93.667,,0,85.0,16.417,-33.0,201.958
2011-02-21,188.625,7.333,92.0,74.25,56.0,15.958,48.208,132.958,84.75,,0,78.0,36.458,-18.0,204.583
2011-02-22,187.292,5.333,100.0,83.125,47.0,10.875,41.0,72.583,31.583,,12,106.0,71.125,21.0,198.167
2011-02-23,186.542,5.13,100.0,93.083,67.0,10.875,30.875,49.167,18.292,,15,127.0,99.083,71.0,197.417
2011-02-24,186.75,5.125,84.0,65.125,42.0,7.75,37.375,68.417,31.042,,0,114.0,74.792,40.0,194.5
2011-02-25,187.542,5.667,100.0,92.708,78.0,10.167,40.667,78.917,38.25,,3,79.0,58.417,40.0,197.708
2011-02-26,188.217,4.167,100.0,77.292,52.0,6.13,20.739,33.652,12.913,,0,50.0,30.833,-9.0,194.348
2011-02-27,189.708,4.375,95.0,75.667,50.0,7.708,33.875,70.708,36.833,,0,49.0,10.875,-25.0,197.417
2011-02-28,190.0,4.75,98.0,69.667,39.0,9.208,27.333,60.167,32.833,,0,76.0,25.5,-36.0,199.208
2011-03-01,190.25,7.043,100.0,86.792,62.0,19.958,45.667,128.042,82.375,,0,140.0,79.208,14.0,210.208
2011-03-02,189.458,5.875,100.0,96.292,79.0,18.917,43.125,103.875,60.75,,6,106.0,90.667,75.0,208.375
2011-03-03,187.958,4.833,86.0,68.667,49.0,7.25,35.458,56.5,21.042,,0,105.0,76.792,37.0,195.208
2011-03-04,187.913,4.417,100.0,88.583,50.0,7.739,24.043,36.609,12.565,,12,92.0,66.958,24.0,195.652
2011-03-05,188.625,5.167,100.0,100.0,100.0,13.167,26.708,45.583,18.875,,34,123.0,105.458,91.0,201.792
2011-03-06,191.958,8.417,100.0,90.792,75.0,22.167,44.292,116.0,71.708,,14,164.0,126.958,106.0,214.125
2011-03-07,189.5,6.292,92.0,74.125,54.0,10.417,31.667,61.25,29.583,,0,121.0,95.25,59.0,199.917
2011-03-08,189.0,6.565,88.0,68.208,50.0,9.348,43.75,99.25,55.5,,0,135.0,87.667,46.0,198.348
2011-03-09,187.542,6.333,100.0,93.875,68.0,8.667,52.75,101.708,48.958,,16,78.0,63.125,54.0,196.208
2011-03-10,186.833,4.667,97.0,75.708,57.0,7.083,33.542,55.958,22.417,,0,92.0,67.708,40.0,193.917
2011-03-11,188.261,4.5,97.0,71.75,42.0,7.435,24.217,38.957,14.739,,0,88.0,38.917,-4.0,195.696
2011-03-12,189.167,4.333,90.0,77.208,59.0,7.625,32.458,55.667,23.208,,1,54.0,20.208,-8.0,196.792
2011-03-13,188.875,3.917,90.0,70.833,47.0,7.292,36.042,65.708,29.667,,0,66.0,28.125,-2.0,196.167
2011-03-14,189.375,5.0,99.0,61.625,22.0,9.792,43.042,97.708,54.667,,0,108.0,42.833,-23.0,199.167
2011-03-15,188.875,5.217,93.0,68.125,33.0,10.042,43.625,115.5,71.875,,0,94.0,44.458,2.0,198.917
2011-03-16,190.125,5.75,92.0,60.292,24.0,14.792,42.375,88.833,46.458,,0,114.0,54.542,-13.0,204.917
2011-03-17,189.25,6.792,100.0,98.75,86.0,21.875,37.583,79.667,42.083,,16,142.0,105.292,70.0,211.125
2011-03-18,191.174,8.042,100.0,99.042,91.0,16.783,34.913,80.391,45.478,,6,135.0,106.167,66.0,207.957
2011-03-19,187.917,3.917,100.0,75.042,52.0,7.375,29.042,56.708,27.667,,1,77.0,54.292,10.0,195.292
2011-03-20,189.0,4.333,98.0,68.208,39.0,8.458,32.625,58.208,25.583,,0,114.0,54.417,-13.0,197.458
2011-03-21,188.5,4.583,90.0,63.375,29.0,8.875,42.042,89.792,47.75,,0,116.0,59.708,14.0,197.375
2011-03-22,189.75,5.435,96.0,65.958,39.0,12.417,43.167,99.958,56.792,,0,144.0,82.875,5.0,202.167
2011-03-23,186.583,4.625,100.0,97.208,74.0,10.958,36.292,59.333,23.042,,37,122.0,91.167,67.0,197.542
2011-03-24,188.125,6.0,100.0,83.833,62.0,9.875,33.625,52.542,18.917,,5,122.0,93.333,47.0,198.0
2011-03-25,189.957,4.458,97.0,66.958,36.0,7.087,21.261,29.391,8.13,,1,100.0,57.583,29.0,197.043
2011-03-26,190.667,4.417,100.0,83.375,51.0,8.625,31.875,53.75,21.875,,1,73.0,38.25,10.0,199.292
2011-03-27,192.5,6.0,100.0,70.458,40.0,12.042,52.833,131.833,79.0,,0,133.0,67.083,-1.0,204.542
2011-03-28,189.25,5.583,98.0,66.625,35.0,10.083,48.375,98.542,50.167,,0,151.0,94.083,29.0,199.333
2011-03-29,190.167,5.217,100.0,56.125,13.0,11.75,46.625,104.333,57.708,,0,172.0,92.583,15.0,201.917
2011-03-30,187.375,4.167,84.0,65.5,52.0,9.708,34.167,67.833,33.667,,0,172.0,132.042,67.0,197.083
2011-03-31,185.0,4.583,100.0,93.083,70.0,7.458,25.958,43.083,17.125,,54,162.0,94.917,15.0,192.458
2011-04-01,188.958,6.708,88.0,54.833,18.0,16.833,58.667,130.042,71.375,,0,191.0,106.792,17.0,205.792
2011-04-02,188.0,5.333,98.0,67.458,33.0,12.958,39.417,88.75,49.333,,0,188.0,106.625,50.0,200.958
2011-04-03,188.565,3.625,69.0,52.083,36.0,10.957,21.609,28.87,7.261,,0,96.0,62.042,39.0,199.522
2011-04-04,188.833,3.625,73.0,48.25,25.0,10.208,30.833,53.333,22.5,,0,128.0,73.167,18.0,199.042
2011-04-05,188.875,4.167,65.0,43.208,27.0,11.458,43.292,88.083,44.792,,0,172.0,95.208,27.0,200.333
2011-04-06,188.917,5.542,90.0,52.417,18.0,17.25,51.708,120.833,69.125,,0,195.0,107.833,18.0,206.167
2011-04-07,187.375,4.087,86.0,65.875,51.0,15.333,31.083,65.75,34.667,,0,189.0,146.583,86.0,202.708
2011-04-08,186.042,3.292,100.0,85.417,67.0,13.458,18.333,21.917,3.583,,24,173.0,150.417,139.0,199.5
2011-04-09,186.958,4.292,100.0,81.917,57.0,14.042,21.5,30.333,8.833,,16,182.0,144.417,114.0,201.0
2011-04-10,188.609,6.208,98.0,58.458,31.0,14.957,36.913,57.435,20.522,,0,191.0,130.875,61.0,203.565
2011-04-11,189.0,5.542,92.0,64.958,28.0,14.708,42.083,78.333,36.25,,1,185.0,101.833,59.0,203.708
2011-04-12,188.625,4.958,94.0,56.917,26.0,14.0,39.708,75.917,36.208,,0,156.0,95.375,35.0,202.625
2011-04-13,188.714,5.174,86.0,52.833,18.0,16.524,49.591,106.636,57.045,,0,195.0,117.083,36.0,205.238
2011-04-14,187.762,6.143,94.0,56.458,18.0,18.667,58.952,127.667,68.714,,0,229.0,138.208,58.0,206.429
2011-04-15,184.958,5.083,100.0,81.625,55.0,19.083,49.167,93.417,44.25,,1,185.0,145.958,105.0,204.042
2011-04-16,186.667,4.708,100.0,74.25,50.0,15.75,22.542,52.208,29.667,,0,173.0,126.458,65.0,202.417
2011-04-17,185.913,3.708,85.0,56.083,24.0,12.435,21.522,31.696,10.174,,0,190.0,110.0,28.0,198.348
2011-04-18,185.083,4.042,100.0,84.75,52.0,15.167,32.417,57.542,25.125,,15,198.0,126.167,75.0,200.25
2011-04-19,186.875,4.25,100.0,86.417,51.0,12.458,36.875,63.083,26.208,,7,137.0,94.667,70.0,199.333
2011-04-20,187.5,3.667,100.0,83.042,57.0,12.5,26.708,45.792,19.083,,3,124.0,83.292,40.0,200.0
2011-04-21,188.5,4.826,100.0,65.958,23.0,16.417,39.875,93.917,54.042,,0,201.0,111.417,30.0,204.917
2011-04-22,191.125,5.667,100.0,92.208,62.0,26.125,45.708,80.958,35.25,,11,150.0,122.208,88.0,217.25
2011-04-23,188.458,5.583,100.0,99.792,96.0,20.833,37.667,60.5,22.833,,44,151.0,118.042,69.0,209.292
2011-04-24,188.739,6.458,100.0,79.5,45.0,16.478,34.087,70.913,36.826,,1,159.0,100.167,44.0,205.217
2011-04-25,188.292,6.125,100.0,74.167,44.0,17.792,44.583,113.75,69.167,,2,165.0,112.792,54.0,206.083
2011-04-26,186.708,4.5,99.0,76.542,50.0,15.833,28.542,61.708,33.167,,0,203.0,152.625,77.0,202.542
2011-04-27,181.75,3.708,100.0,88.708,76.0,12.208,22.542,27.833,5.292,,12,210.0,180.833,122.0,193.958
2011-04-28,184.875,5.174,100.0,90.333,55.0,13.958,38.917,69.75,30.833,,3,172.0,119.25,77.0,198.833
2011-04-29,186.75,5.583,100.0,73.0,41.0,15.417,28.417,52.0,23.583,,1,178.0,121.167,55.0,202.167
2011-04-30,186.625,5.0,100.0,66.917,36.0,13.75,20.833,36.375,15.542,,0,216.0,165.083,85.0,200.375
2011-05-01,186.696,5.042,100.0,92.375,71.0,16.348,17.348,30.565,13.217,,12,186.0,161.167,136.0,203.043
2011-05-02,188.208,6.0,98.0,63.375,38.0,16.458,30.708,64.458,33.75,,0,222.0,162.75,102.0,204.667
2011-05-03,190.0,5.792,91.0,66.5,34.0,17.083,24.375,34.958,10.583,,0,207.0,151.917,102.0,207.083
2011-05-04,189.833,6.125,99.0,63.792,36.0,17.25,23.75,36.042,12.292,,0,227.0,160.542,92.0,207.083
2011-05-05,187.75,4.5,89.0,62.333,34.0,14.917,18.833,23.917,5.083,,0,224.0,157.667,101.0,202.667
2011-05-06,187.375,4.75,98.0,72.917,46.0,16.625,28.292,44.917,16.625,,0,225.0,169.875,96.0,204.0
2011-05-07,183.417,3.417,100.0,70.417,50.0,12.792,20.042,24.667,4.625,,0,254.0,204.333,173.0,196.208
2011-05-08,185.391,4.583,100.0,70.958,47.0,14.565,23.609,29.957,6.348,,0,271.0,209.167,153.0,199.957
2011-05-09,186.75,4.792,93.0,61.333,32.0,16.25,35.917,58.875,22.958,,0,285.0,209.167,123.0,203.0
2011-05-10,178.875,4.0,100.0,97.667,84.0,15.75,26.125,74.167,48.042,,12,260.0,221.75,198.0,194.625
2011-05-11,179.045,4.217,100.0,99.917,98.0,15.682,31.81,86.381,54.571,,65,228.0,206.375,186.0,194.727
2011-05-12,182.125,3.75,100.0,96.583,84.0,14.667,27.417,46.083,18.667,,21,218.0,200.75,191.0,196.792
2011-05-13,184.167,4.667,96.0,65.208,35.0,10.625,34.417,49.208,14.792,,0,224.0,192.417,148.0,194.792
2011-05-14,186.792,5.458,75.0,52.292,33.0,11.292,35.667,54.083,18.417,,0,232.0,181.375,119.0,198.083
2011-05-15,185.826,4.792,85.0,49.792,24.0,8.826,22.217,43.826,21.609,,0,242.0,181.917,88.0,194.652
2011-05-16,184.292,4.667,87.0,61.833,32.0,9.625,39.75,61.292,21.542,,0,243.0,194.833,138.0,193.917
2011-05-17,184.458,4.625,98.0,76.875,36.0,9.708,38.167,65.708,27.542,,0,246.0,175.417,121.0,194.167
2011-05-18,186.667,5.435,100.0,64.042,32.0,13.0,43.583,87.042,43.458,,0,242.0,175.5,105.0,199.667
2011-05-19,184.542,4.792,93.0,65.375,35.0,11.042,46.167,86.417,40.25,,0,257.0,186.542,111.0,195.583
2011-05-20,182.208,4.083,99.0,72.125,32.0,11.167,34.458,68.333,33.875,,0,274.0,202.042,136.0,193.375
2011-05-21,178.958,3.583,100.0,82.458,64.0,10.0,18.167,39.917,21.75,,0,272.0,219.25,154.0,188.958
2011-05-22,181.043,3.458,100.0,82.875,60.0,8.696,13.696,18.13,4.435,,12,228.0,195.208,152.0,189.739
2011-05-23,184.292,4.208,100.0,94.208,81.0,7.667,40.458,73.125,32.667,,55,162.0,143.5,132.0,191.958
2011-05-24,185.333,4.25,100.0,86.125,57.0,10.458,34.458,68.417,33.958,,27,220.0,166.958,132.0,195.792
2011-05-25,186.958,4.542,100.0,74.917,45.0,14.792,27.542,53.25,25.708,,0,266.0,197.542,131.0,201.75
2011-05-26,185.833,3.826,100.0,79.083,52.0,12.0,23.542,44.75,21.208,,5,223.0,187.958,157.0,197.833
2011-05-27,184.75,3.333,100.0,85.125,69.0,9.042,21.833,26.042,4.208,,10,190.0,171.792,163.0,193.792
2011-05-28,185.708,4.5,100.0,99.667,97.0,12.792,27.542,44.667,17.125,,18,201.0,186.125,165.0,198.5
2011-05-29,181.261,4.292,100.0,98.792,89.0,9.652,20.826,36.522,15.696,,193,195.0,180.917,156.0,190.913
2011-05-30,181.458,3.083,100.0,87.292,77.0,6.667,23.542,31.417,7.875,,23,195.0,170.25,155.0,188.125
2011-05-31,183.125,3.625,97.0,78.917,61.0,8.0,28.792,48.833,20.042,,0,216.0,177.458,136.0,191.125
2011-06-01,184.208,3.417,100.0,95.667,82.0,12.583,29.0,55.375,26.375,,9,190.0,170.208,161.0,196.792
2011-06-02,184.0,4.13,100.0,92.0,72.0,12.125,24.25,41.708,17.458,,0,228.0,187.417,161.0,196.125
2011-06-03,184.583,5.333,100.0,84.625,58.0,14.917,26.833,62.083,35.25,,0,253.0,200.833,146.0,199.5
2011-06-04,183.208,5.625,100.0,79.25,53.0,13.25,29.5,62.333,32.833,,0,272.0,219.75,163.0,196.458
2011-06-05,182.652,5.125,100.0,88.0,73.0,11.565,21.783,35.696,13.913,,0,241.0,207.625,172.0,194.217
2011-06-06,186.083,5.5,100.0,73.917,46.0,12.375,31.708,58.875,27.167,,0,262.0,210.958,148.0,198.458
2011-06-07,186.75,5.083,95.0,74.792,54.0,15.333,29.917,52.625,22.708,,0,252.0,210.958,171.0,202.083
2011-06-08,182.292,3.792,100.0,83.5,60.0,10.667,33.417,46.792,13.375,,3,266.0,214.333,170.0,192.958
2011-06-09,182.136,4.409,100.0,87.25,64.0,12.364,30.833,59.333,28.5,,0,263.0,224.667,192.0,194.5
2011-06-10,182.5,4.292,100.0,93.625,78.0,12.708,33.0,65.458,32.458,,19,245.0,222.75,201.0,195.208
2011-06-11,181.625,5.208,100.0,94.583,79.0,13.5,29.583,52.917,23.333,,34,239.0,213.0,186.0,195.125
2011-06-12,185.913,5.958,100.0,96.333,85.0,13.739,25.696,41.87,16.174,,16,232.0,199.792,173.0,199.652
2011-06-13,183.792,4.5,100.0,88.083,67.0,11.792,28.375,42.208,13.833,,1,247.0,212.042,184.0,195.583
2011-06-14,183.833,4.125,100.0,75.792,48.0,10.125,25.625,54.083,28.458,,0,263.0,218.167,181.0,193.958
2011-06-15,183.833,4.0,95.0,70.625,45.0,10.667,29.292,66.458,37.167,,0,262.0,207.292,156.0,194.5
2011-06-16,185.875,4.217,100.0,97.625,93.0,12.042,35.5,66.917,31.417,,27,203.0,186.125,174.0,197.917
2011-06-17,184.167,4.25,100.0,91.333,72.0,11.292,28.25,40.667,12.417,,6,256.0,214.708,180.0,195.458
2011-06-18,186.792,6.042,100.0,99.667,96.0,17.958,24.583,53.833,29.25,,3,231.0,209.833,196.0,204.75
2011-06-19,188.783,5.917,100.0,95.0,82.0,16.522,22.652,39.913,17.261,,2,248.0,219.417,201.0,205.304
2011-06-20,183.417,4.625,100.0,99.5,94.0,16.917,29.0,48.875,19.875,,12,236.0,217.208,203.0,200.333
2011-06-21,178.75,3.917,100.0,89.0,67.0,11.958,29.5,59.417,29.917,,5,289.0,245.542,211.0,190.708
2011-06-22,178.625,3.792,100.0,88.167,70.0,12.417,21.042,57.625,36.583,,0,307.0,258.208,208.0,191.042
2011-06-23,174.208,2.087,97.0,85.125,69.0,7.167,7.292,15.625,8.333,,0,306.0,276.167,257.0,181.375
2011-06-24,174.292,2.083,94.0,82.333,62.0,6.958,7.708,14.417,6.708,,0,317.0,283.792,262.0,181.25
2011-06-25,174.875,2.792,98.0,78.208,53.0,8.708,9.75,25.167,15.417,,0,346.0,291.958,255.0,183.583
2011-06-26,174.826,2.875,100.0,87.333,71.0,8.522,9.174,23.391,14.217,,12,306.0,271.292,246.0,183.348
2011-06-27,172.667,2.208,96.0,85.333,74.0,6.792,7.292,15.458,8.167,,0,292.0,275.792,265.0,179.458
2011-06-28,173.167,2.583,96.0,79.375,59.0,7.833,11.583,28.25,16.667,,0,328.0,286.625,247.0,181.0
2011-06-29,177.417,3.75,100.0,80.0,56.0,11.75,21.833,55.25,33.417,,0,343.0,286.458,229.0,189.167
2011-06-30,180.458,3.783,100.0,82.042,58.0,11.458,24.375,46.375,22.0,,0,332.0,281.292,240.0,191.917
2011-07-01,180.708,3.75,100.0,96.625,86.0,10.792,20.833,54.833,34.0,,5,268.0,247.208,236.0,191.5
2011-07-02,179.792,3.375,100.0,87.0,67.0,9.75,15.583,24.708,9.125,,0,302.0,265.458,237.0,189.542
2011-07-03,182.522,4.5,100.0,89.25,74.0,11.739,16.304,34.348,18.043,,0,302.0,265.583,232.0,194.261
2011-07-04,174.625,2.958,100.0,87.542,75.0,7.208,16.375,24.958,8.583,,11,294.0,270.792,233.0,181.833
2011-07-05,185.333,4.5,100.0,83.167,62.0,10.333,33.5,50.583,17.083,,0,309.0,265.542,232.0,195.667
2011-07-06,184.458,3.708,100.0,85.083,51.0,8.833,23.167,42.5,19.333,,9,308.0,255.333,211.0,193.292
2011-07-07,173.25,3.609,100.0,99.833,96.0,9.292,21.875,64.667,42.792,,43,268.0,241.542,230.0,182.542
2011-07-08,171.792,2.708,98.0,83.917,70.0,7.792,10.167,30.083,19.917,,0,315.0,286.542,264.0,179.583
2011-07-09,173.917,3.167,100.0,79.5,55.0,8.5,11.708,45.25,33.542,,0,329.0,285.208,246.0,182.417
2011-07-10,174.391,2.958,100.0,75.667,53.0,8.826,10.652,29.174,18.522,,0,344.0,287.5,235.0,183.217
2011-07-11,174.917,2.667,98.0,77.875,58.0,8.25,14.042,39.875,25.833,,0,331.0,283.333,234.0,183.167
2011-07-12,177.458,3.417,100.0,94.792,76.0,11.458,15.667,62.708,47.042,,3,291.0,255.25,229.0,188.917
2011-07-13,175.875,3.125,100.0,81.708,62.0,10.875,14.375,58.542,44.167,,0,320.0,269.833,223.0,186.75
2011-07-14,175.304,3.0,100.0,77.261,40.0,8.522,18.333,53.458,35.125,,0,328.0,271.0,226.0,183.826
2011-07-15,177.5,3.708,100.0,76.167,44.0,9.875,22.458,53.042,30.583,,0,335.0,277.583,218.0,187.375
2011-07-16,178.833,4.458,100.0,78.958,56.0,12.583,25.167,46.875,21.708,,0,339.0,282.792,219.0,191.417
2011-07-17,175.87,3.208,100.0,75.792,56.0,8.826,11.217,23.13,11.913,,0,340.0,290.458,226.0,184.696
2011-07-18,171.417,2.458,100.0,96.458,79.0,6.042,9.917,24.167,14.25,,32,282.0,265.292,253.0,177.458
2011-07-19,170.167,1.625,100.0,91.125,78.0,4.5,6.583,12.125,5.542,,34,276.0,259.917,239.0,174.667
2011-07-20,171.0,2.375,89.0,82.0,73.0,5.625,15.25,30.292,15.042,,0,311.0,281.5,262.0,176.625
2011-07-21,176.583,2.609,90.0,84.917,78.0,6.833,16.125,27.667,11.542,,0,276.0,257.542,237.0,183.417
2011-07-22,177.542,2.75,100.0,91.583,80.0,9.167,18.458,29.417,10.958,,0,267.0,241.583,217.0,186.708
2011-07-23,178.875,3.292,100.0,79.167,51.0,9.917,16.375,27.958,11.583,,0,315.0,261.375,221.0,188.792
2011-07-24,180.739,3.917,100.0,82.625,62.0,9.826,17.478,28.957,11.478,,0,307.0,251.875,198.0,190.565
2011-07-25,179.292,3.417,100.0,84.875,66.0,11.083,21.583,39.417,17.833,,2,297.0,261.125,231.0,190.375
2011-07-26,178.083,2.75,100.0,82.917,64.0,9.708,15.667,35.917,20.25,,0,310.0,265.875,221.0,187.792
2011-07-27,173.417,2.458,97.0,83.75,69.0,7.875,12.417,26.125,13.708,,0,302.0,272.0,251.0,181.292
2011-07-28,175.333,3.13,100.0,87.375,62.0,10.417,18.167,40.958,22.792,,2,323.0,270.792,233.0,185.75
2011-07-29,177.375,3.833,100.0,86.542,57.0,12.583,18.958,47.458,28.5,,0,327.0,274.542,232.0,189.958
2011-07-30,175.792,3.458,100.0,88.25,69.0,10.833,17.583,38.125,20.542,,2,310.0,269.375,240.0,186.625
2011-07-31,180.87,3.833,100.0,82.292,57.0,9.565,17.696,29.522,11.826,,0,317.0,270.708,226.0,190.435
2011-08-01,181.417,3.375,100.0,79.792,61.0,9.167,19.0,28.583,9.583,,0,314.0,271.75,235.0,190.583
2011-08-02,181.167,3.125,97.0,78.708,62.0,8.958,20.5,31.125,10.625,,0,315.0,273.292,234.0,190.125
2011-08-03,176.417,2.917,98.0,77.083,52.0,9.958,19.625,39.042,19.417,,0,334.0,282.5,244.0,186.375
2011-08-04,175.583,2.522,99.0,72.208,53.0,9.208,11.583,29.792,18.208,,0,329.0,284.167,225.0,184.792
2011-08-05,175.348,3.25,100.0,92.458,78.0,11.522,16.958,32.125,15.167,,25,286.0,264.5,248.0,186.87
2011-08-06,174.583,3.833,100.0,84.875,58.0,13.792,11.917,34.5,22.583,,0,328.0,276.083,239.0,188.375
2011-08-07,173.435,3.875,100.0,82.292,57.0,12.565,12.043,33.391,21.348,,0,341.0,283.0,229.0,186.0
2011-08-08,175.125,3.708,100.0,79.542,50.0,11.708,19.75,44.458,24.708,,0,342.0,287.25,235.0,186.833
2011-08-09,177.917,4.958,100.0,83.167,62.0,14.708,27.917,52.25,24.333,,0,348.0,292.125,236.0,192.625
