date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean
2011-02-07,7.087,39.292,118.125,78.833,18.13,1.625
2011-02-08,3.333,18.435,39.435,21.0,11.417,0.917
2011-02-09,4.958,31.292,79.75,48.458,13.667,1.417
2011-02-10,4.957,32.667,68.25,35.583,14.167,1.583
2011-02-11,4.625,26.958,46.375,19.417,11.667,1.375
2011-02-12,4.125,17.083,27.333,10.25,12.833,0.958
2011-02-13,4.25,24.708,40.208,15.5,15.542,1.0
2011-02-14,7.708,42.292,119.167,76.875,19.083,1.208
2011-02-15,6.174,31.261,83.826,52.565,17.208,1.125
2011-02-16,4.583,32.375,74.75,42.375,12.167,1.875
2011-02-17,4.087,26.917,59.833,32.917,11.917,1.5
2011-02-18,3.583,15.875,29.5,13.625,6.333,0.542
2011-02-19,4.75,22.833,39.0,16.167,11.833,1.0
2011-02-20,6.391,43.208,95.417,52.208,14.75,2.13
2011-02-21,9.042,51.125,137.292,86.167,31.833,4.167
2011-02-22,4.667,27.348,39.261,11.913,22.583,1.708
2011-02-23,5.25,25.042,68.917,43.875,14.75,1.333
2011-02-24,3.739,14.292,22.125,7.833,28.167,1.542
2011-02-25,6.375,34.708,69.125,34.417,26.417,1.167
2011-02-26,3.708,10.833,16.375,5.542,9.5,0.167
2011-02-27,3.167,17.25,34.042,16.792,11.542,0.13
2011-02-28,3.625,23.375,43.25,19.875,11.391,0.792
2011-03-01,6.458,48.917,110.833,61.917,18.958,2.75
2011-03-02,5.261,30.708,82.542,51.833,14.792,1.917
2011-03-03,3.292,12.583,17.542,4.958,18.083,0.75
2011-03-04,3.458,10.667,14.292,3.625,13.958,0.208
2011-03-05,5.174,27.667,69.583,41.917,7.708,0.739
2011-03-06,9.375,48.458,159.583,111.125,18.333,3.958
2011-03-07,5.875,22.478,42.087,19.609,29.917,1.625
2011-03-08,5.833,24.792,50.042,25.25,28.125,2.333
2011-03-09,5.333,23.364,41.5,18.136,20.417,0.955
2011-03-10,3.25,9.708,14.375,4.667,12.75,0.083
2011-03-11,4.083,17.5,25.917,8.417,15.625,1.667
2011-03-12,3.391,17.042,30.458,13.417,12.556,0.522
2011-03-13,4.292,31.292,71.958,40.667,11.222,0.875
2011-03-14,5.292,42.913,85.261,42.348,15.292,2.458
2011-03-15,4.708,28.167,50.125,21.958,19.583,1.667
2011-03-16,4.783,37.458,59.75,22.292,14.0,1.583
2011-03-17,6.75,35.625,63.625,28.0,14.083,0.792
2011-03-18,10.333,38.292,88.583,50.292,23.0,2.625
2011-03-19,2.696,10.292,15.542,5.25,5.75,0.0
2011-03-20,4.417,28.667,48.5,19.833,12.667,1.917
2011-03-21,2.909,30.304,53.652,23.348,14.042,1.458
2011-03-22,6.231,48.042,101.583,53.542,23.25,5.125
2011-03-23,3.826,25.0,39.167,14.167,10.25,0.833
2011-03-24,6.208,29.542,50.125,20.583,17.708,2.042
2011-03-25,3.958,13.708,20.125,6.417,15.375,1.0
2011-03-26,4.652,35.833,69.333,33.5,13.458,0.913
2011-03-27,5.75,48.958,103.0,54.042,21.292,3.042
2011-03-28,5.208,37.261,76.304,39.043,28.292,2.875
2011-03-29,5.125,41.083,78.042,36.958,20.042,2.708
2011-03-30,5.435,52.333,99.792,47.458,17.125,4.042
2011-03-31,4.0,31.625,55.625,24.0,9.167,1.542
2011-04-01,5.652,54.0,91.333,37.333,31.429,3.25
2011-04-02,5.292,39.875,63.917,24.042,30.958,3.458
2011-04-03,2.167,6.417,10.458,4.042,7.292,0.0
2011-04-04,2.609,15.208,25.75,10.542,8.167,0.13
2011-04-05,3.792,33.208,65.208,32.0,16.167,2.375
2011-04-06,5.0,50.739,91.435,40.696,18.375,3.042
2011-04-07,5.333,50.75,93.625,42.875,15.667,3.292
2011-04-08,5.261,54.917,112.75,57.833,13.826,2.583
2011-04-09,4.167,24.458,41.375,16.917,11.667,0.917
2011-04-10,6.208,34.458,46.0,11.542,30.333,3.417
2011-04-11,5.417,36.583,68.792,32.208,26.333,3.87
2011-04-12,5.167,44.0,83.75,39.75,23.542,2.5
2011-04-13,5.522,52.783,98.826,46.043,27.208,4.5
2011-04-14,5.708,57.542,103.333,45.792,35.708,7.333
2011-04-15,5.652,53.792,101.917,48.125,24.833,5.667
2011-04-16,4.625,24.917,56.917,32.0,26.458,2.167
2011-04-17,4.167,23.417,35.542,12.125,10.458,1.542
2011-04-18,4.217,33.375,66.625,33.25,19.958,2.174
2011-04-19,4.708,38.083,79.708,41.625,7.083,1.25
2011-04-20,3.0,22.043,43.043,21.0,2.933,0.375
2011-04-21,5.083,47.208,92.792,45.583,,3.292
2011-04-22,5.783,46.667,82.875,36.208,,1.625
2011-04-23,4.75,30.458,58.958,28.5,,0.542
2011-04-24,5.25,26.25,36.917,10.667,,1.667
2011-04-25,5.708,46.5,85.208,38.708,,2.087
2011-04-26,5.217,44.042,76.667,32.625,36.286,3.125
2011-04-27,5.625,57.087,124.609,67.522,24.583,4.292
2011-04-28,4.542,40.792,84.125,43.333,18.75,2.458
2011-04-29,5.217,37.375,57.625,20.25,16.375,3.375
2011-04-30,5.583,38.083,60.042,21.958,21.417,2.917
2011-05-01,5.333,30.292,45.0,14.708,18.667,1.208
2011-05-02,5.375,40.292,77.833,37.542,63.042,1.913
2011-05-03,5.958,32.917,49.75,16.833,73.792,3.75
2011-05-04,5.792,29.913,44.739,14.826,51.875,3.292
2011-05-05,4.167,22.375,29.417,7.042,18.667,1.083
2011-05-06,4.217,32.25,50.542,18.292,24.739,1.542
2011-05-07,3.667,26.208,37.917,11.708,11.333,1.333
2011-05-08,4.458,26.083,36.667,10.583,21.708,2.75
2011-05-09,4.435,35.833,63.542,27.708,35.125,2.435
2011-05-10,4.333,30.5,92.125,61.625,25.583,3.417
2011-05-11,4.75,29.0,99.783,70.783,9.375,1.833
2011-05-12,3.708,26.25,47.75,21.5,4.833,0.333
2011-05-13,4.957,38.417,74.125,35.708,24.625,2.542
2011-05-14,5.042,35.75,54.792,19.042,24.0,3.458
2011-05-15,4.75,30.542,42.5,11.958,22.208,2.792
2011-05-16,5.542,51.75,88.792,37.042,28.417,4.522
2011-05-17,5.542,53.792,98.542,44.75,33.708,5.292
2011-05-18,5.913,57.13,96.391,39.261,29.667,3.875
2011-05-19,5.042,43.958,71.542,27.583,29.458,3.5
2011-05-20,4.957,48.958,99.792,50.833,22.792,3.583
2011-05-21,4.25,28.0,60.375,32.375,12.0,2.792
2011-05-22,2.875,11.375,18.042,6.667,4.542,0.958
2011-05-23,2.261,13.417,22.25,8.833,5.417,0.0
2011-05-24,4.042,31.792,55.417,23.625,5.958,1.458
2011-05-25,4.875,50.174,88.696,38.522,14.833,3.5
2011-05-26,2.708,20.25,26.208,5.958,16.043,1.375
2011-05-27,2.261,13.667,15.708,2.042,6.708,0.042
2011-05-28,3.333,17.917,23.792,5.875,3.125,0.0
2011-05-29,2.0,4.5,5.0,0.5,1.083,0.0
2011-05-30,1.783,6.958,10.375,3.417,1.625,0.0
2011-05-31,3.583,28.75,49.167,20.417,5.292,0.833
2011-06-01,3.042,22.522,34.696,12.174,7.417,0.375
2011-06-02,4.375,32.375,64.625,32.25,14.75,1.25
2011-06-03,5.913,45.25,87.0,41.75,31.417,3.25
2011-06-04,5.083,36.958,68.292,31.333,32.417,3.833
2011-06-05,5.25,33.542,51.833,18.292,21.708,3.75
2011-06-06,5.957,49.0,89.708,40.708,31.083,2.87
2011-06-07,5.25,42.292,72.208,29.917,27.875,2.458
2011-06-08,4.208,43.696,71.957,28.261,14.958,2.875
2011-06-09,5.125,48.875,105.25,56.375,16.478,3.25
2011-06-10,5.957,45.583,108.458,62.875,26.75,3.75
2011-06-11,5.125,32.0,61.417,29.417,12.708,1.625
2011-06-12,5.5,27.5,35.208,7.708,24.917,1.625
2011-06-13,6.217,54.375,120.875,66.5,20.333,4.217
2011-06-14,3.875,27.958,53.25,25.292,18.042,1.083
2011-06-15,3.417,28.783,47.391,18.609,10.875,1.0
2011-06-16,3.292,21.833,33.167,11.333,15.833,0.833
2011-06-17,5.522,47.458,89.625,42.167,10.958,2.417
2011-06-18,6.208,41.208,70.292,29.083,18.125,2.292
2011-06-19,6.625,30.625,51.125,20.5,15.583,1.792
2011-06-20,4.957,31.043,68.826,37.783,10.167,0.864
2011-06-21,4.625,35.208,102.333,67.125,14.083,3.583
2011-06-22,4.667,31.0,100.043,69.043,25.292,4.917
2011-06-23,3.083,14.875,46.25,31.375,16.25,2.083
2011-06-24,3.043,14.208,43.958,29.75,16.167,2.375
2011-06-25,3.125,12.542,37.0,24.458,13.833,1.792
2011-06-26,3.792,12.125,31.833,19.708,9.542,1.5
2011-06-27,4.13,21.375,87.875,66.5,14.417,2.565
2011-06-28,3.208,17.75,60.0,42.25,13.304,2.583
2011-06-29,4.833,34.957,96.957,62.0,23.292,5.625
2011-06-30,5.667,41.042,105.875,64.833,30.75,7.708
2011-07-01,5.87,37.208,134.708,97.5,27.25,7.292
2011-07-02,5.75,34.042,74.042,40.0,21.417,5.75
2011-07-03,4.917,23.833,37.5,13.667,33.667,4.458
2011-07-04,3.913,26.167,57.542,31.375,28.125,3.348
2011-07-05,6.375,48.833,93.0,44.167,28.208,4.25
2011-07-06,5.083,34.435,70.348,35.913,25.167,2.625
2011-07-07,4.625,26.7,91.45,64.75,17.542,2.542
2011-07-08,3.565,18.25,57.542,39.292,12.227,2.042
2011-07-09,4.0,17.042,49.542,32.5,8.0,2.333
2011-07-10,4.208,14.542,38.5,23.958,6.25,2.292
2011-07-11,3.522,23.083,68.417,45.333,9.583,1.87
2011-07-12,5.125,25.042,110.208,85.167,11.292,3.042
2011-07-13,3.458,22.435,75.913,53.478,9.0,1.917
2011-07-14,4.042,27.042,100.917,73.875,9.75,3.083
2011-07-15,4.391,35.625,91.333,55.708,13.083,3.708
2011-07-16,4.75,36.708,71.167,34.458,16.458,4.333
2011-07-17,2.667,15.417,21.292,5.875,11.917,1.583
2011-07-18,1.083,6.625,10.417,3.792,7.292,0.0
2011-07-19,1.087,6.292,9.083,2.792,3.292,0.0
2011-07-20,1.375,5.522,8.739,3.217,5.042,0.0
2011-07-21,3.25,24.958,60.042,35.083,8.417,1.125
2011-07-22,4.826,39.208,96.875,57.667,14.125,3.375
2011-07-23,4.958,41.333,77.292,35.958,24.833,4.625
2011-07-24,3.667,19.167,28.0,8.833,20.167,2.0
2011-07-25,4.417,37.667,96.292,58.625,18.708,2.565
2011-07-26,3.917,31.375,69.583,38.208,11.667,2.292
2011-07-27,3.478,23.913,85.391,61.478,11.818,3.042
2011-07-28,3.792,31.0,96.208,65.208,17.708,3.333
2011-07-29,4.957,39.458,81.375,41.917,23.167,3.25
2011-07-30,4.5,29.583,63.292,33.708,21.083,3.083
2011-07-31,3.667,20.167,26.417,6.25,20.75,1.292
2011-08-01,2.565,17.042,26.458,9.417,25.042,0.652
2011-08-02,2.875,20.833,34.583,13.75,17.125,0.625
2011-08-03,3.458,28.0,64.826,36.826,12.542,1.708
2011-08-04,2.083,17.5,33.667,16.167,9.792,0.833
2011-08-05,2.609,19.458,40.917,21.458,7.25,0.5
2011-08-06,3.958,18.708,57.25,38.542,7.833,1.0
2011-08-07,3.458,13.958,35.25,21.292,6.667,1.708
2011-08-08,4.478,30.75,99.875,69.125,10.909,3.348
2011-08-09,5.0,50.208,101.75,51.542,23.75,5.75
2011-08-10,4.417,43.913,95.348,51.435,27.667,4.591
2011-08-11,3.792,35.167,86.417,51.25,19.875,3.583
2011-08-12,3.652,27.958,50.375,22.417,20.792,1.708
2011-08-13,4.125,22.958,32.833,9.875,20.75,2.5
2011-08-14,3.333,15.0,24.5,9.5,24.958,3.875
2011-08-15,4.174,24.75,44.958,20.208,19.917,3.957
2011-08-16,4.25,31.792,61.125,29.333,22.917,4.25
2011-08-17,4.167,32.435,79.522,47.087,23.625,3.875
2011-08-18,3.708,29.917,74.375,44.458,27.583,3.583
2011-08-19,3.826,25.708,53.583,27.875,12.375,1.458
2011-08-20,3.625,25.125,37.75,12.625,10.167,0.75
2011-08-21,4.0,18.375,27.5,9.125,11.708,0.458
2011-08-22,5.0,46.625,90.5,43.875,12.667,2.957
2011-08-23,4.458,33.917,84.458,50.542,18.333,2.708
2011-08-24,3.792,29.087,84.13,55.043,14.042,2.042
2011-08-25,3.625,24.208,71.625,47.417,8.292,1.583
2011-08-26,3.565,25.208,72.458,47.25,10.0,2.0
2011-08-27,2.958,18.833,28.833,10.0,10.958,0.25
2011-08-28,3.875,22.917,32.917,10.0,20.708,2.167
2011-08-29,2.957,25.0,41.833,16.833,19.125,1.304
2011-08-30,2.958,24.375,34.583,10.208,14.292,0.75
2011-08-31,3.667,13.739,21.174,7.435,9.0,0.542
2011-09-01,2.167,7.708,14.0,6.292,9.167,0.0
2011-09-02,1.043,4.5,6.25,1.75,9.833,0.0
2011-09-03,1.667,6.833,8.042,1.208,7.708,0.0
2011-09-04,3.083,18.208,30.917,12.708,4.375,0.333
2011-09-05,3.913,27.167,66.083,38.917,5.542,0.565
2011-09-06,2.667,23.583,43.0,19.417,6.25,0.417
2011-09-07,4.375,43.087,81.13,38.043,12.875,2.583
2011-09-08,4.375,42.625,72.708,30.083,18.042,2.375
2011-09-09,3.696,26.792,62.458,35.667,18.0,1.375
2011-09-10,3.833,19.583,45.208,25.625,13.5,1.292
2011-09-11,3.333,14.958,30.042,15.083,10.0,1.167
2011-09-12,3.13,27.75,70.208,42.458,8.5,1.609
2011-09-13,4.333,38.958,87.833,48.875,13.958,2.458
2011-09-14,4.5,48.348,95.435,47.087,16.333,3.625
2011-09-15,2.833,26.708,48.0,21.292,11.667,1.583
2011-09-16,1.783,13.25,30.208,16.958,5.542,0.0
2011-09-17,3.583,19.875,56.042,36.167,6.917,0.708
2011-09-18,3.583,14.25,34.5,20.25,7.542,1.5
2011-09-19,3.292,13.083,39.625,26.542,6.583,1.826
2011-09-20,2.043,11.375,27.292,15.917,1.333,0.0
2011-09-21,2.083,11.913,24.783,12.87,1.292,0.125
2011-09-22,3.208,28.083,69.958,41.875,4.125,0.625
2011-09-23,2.696,19.458,33.792,14.333,6.583,0.167
2011-09-24,2.458,16.708,27.583,10.875,7.333,0.25
2011-09-25,2.458,13.417,15.833,2.417,11.833,0.625
2011-09-26,2.81,20.083,28.083,8.0,10.542,0.87
2011-09-27,2.458,20.708,34.292,13.583,12.591,0.583
2011-09-28,3.75,40.652,77.957,37.304,15.708,1.375
2011-09-29,4.542,48.167,84.042,35.875,18.417,2.042
2011-09-30,4.043,40.417,84.292,43.875,14.917,1.875
2011-10-01,2.042,10.375,16.417,6.042,7.125,0.0
2011-10-02,2.667,13.542,23.625,10.083,6.083,0.667
2011-10-03,1.652,13.5,23.333,9.833,4.333,0.087
2011-10-04,2.708,25.75,41.417,15.667,7.75,0.542
2011-10-05,2.5,16.304,24.87,8.565,7.333,0.458
2011-10-06,3.917,36.208,76.292,40.083,8.167,1.167
2011-10-07,3.739,22.792,36.875,14.083,27.773,1.333
2011-10-08,4.917,35.5,52.417,16.917,28.667,1.375
2011-10-09,5.5,27.458,32.292,4.833,34.625,2.208
2011-10-10,5.917,32.208,42.542,10.333,38.042,3.391
2011-10-11,6.125,46.375,87.5,41.125,45.125,2.917
2011-10-12,6.087,51.87,95.565,43.696,45.333,2.083
2011-10-13,5.708,46.042,75.375,29.333,40.958,2.0
2011-10-14,4.261,27.5,39.167,11.667,31.125,0.667
2011-10-15,5.583,35.875,83.375,47.5,8.417,2.583
2011-10-16,5.167,22.917,32.0,9.083,22.125,2.583
2011-10-17,4.522,35.5,65.792,30.292,23.125,2.043
2011-10-18,2.042,17.875,32.75,14.875,8.125,0.292
2011-10-19,2.083,15.13,26.174,11.043,10.875,0.583
2011-10-20,2.917,20.708,30.875,10.167,11.542,1.375
2011-10-21,2.174,14.667,19.625,4.958,7.833,0.417
2011-10-22,4.708,30.458,57.042,26.583,6.167,0.917
2011-10-23,3.958,20.042,32.25,12.208,6.0,1.083
2011-10-24,4.0,36.0,80.583,44.583,7.875,1.609
2011-10-25,3.875,24.792,56.0,31.208,11.542,1.875
2011-10-26,2.375,14.391,28.739,14.348,7.75,0.0
2011-10-27,2.708,22.917,39.208,16.292,11.583,0.125
2011-10-28,3.217,24.375,34.667,10.292,16.318,1.0
2011-10-29,4.75,35.667,53.875,18.208,17.208,1.25
2011-10-30,2.833,12.75,14.375,1.625,16.125,0.667
2011-10-31,3.522,24.5,54.417,29.917,6.125,0.217
2011-11-01,3.667,34.875,58.417,23.542,11.25,0.625
2011-11-02,3.5,27.391,40.522,13.13,13.292,1.0
2011-11-03,5.333,34.333,54.25,19.917,19.75,2.833
2011-11-04,5.783,43.292,84.583,41.292,21.208,1.083
2011-11-05,4.5,25.75,33.542,7.792,24.917,0.75
2011-11-06,5.542,27.375,51.292,23.917,17.417,2.292
2011-11-07,2.583,13.208,23.958,10.75,3.583,0.0
2011-11-08,2.958,16.333,31.667,15.333,8.167,0.0
2011-11-09,2.522,22.87,43.783,20.913,6.792,0.167
2011-11-10,2.375,20.208,30.333,10.125,7.75,0.292
2011-11-11,3.652,20.708,34.708,14.0,6.545,0.083
2011-11-12,6.25,35.167,72.0,36.833,9.333,1.125
2011-11-13,6.0,25.125,40.625,15.5,19.708,2.042
2011-11-14,5.913,38.042,70.333,32.292,38.833,2.783
2011-11-15,3.833,28.042,61.125,33.083,16.292,0.875
2011-11-16,3.583,26.739,55.478,28.739,7.917,0.458
2011-11-17,4.458,26.125,51.125,25.0,19.5,1.75
2011-11-18,4.739,35.917,57.75,21.833,19.583,1.125
2011-11-19,5.833,30.208,59.0,28.792,13.708,0.625
2011-11-20,4.167,15.875,27.875,12.0,10.125,0.542
2011-11-21,3.087,26.333,55.875,29.542,5.417,0.13
2011-11-22,4.917,41.292,95.667,54.375,9.542,1.292
2011-11-23,5.208,33.261,54.348,21.087,16.25,1.458
2011-11-24,3.375,22.25,46.542,24.292,10.333,1.167
2011-11-25,2.957,20.5,40.625,20.125,5.125,0.375
2011-11-26,5.75,37.792,76.75,38.958,9.167,1.042
2011-11-27,6.833,33.708,60.875,27.167,16.583,2.167
2011-11-28,7.542,35.708,84.958,49.25,24.0,1.261
2011-11-29,8.435,44.143,134.095,89.952,28.636,3.25
2011-11-30,6.833,42.957,115.696,72.739,26.542,2.667
2011-12-01,1.958,6.042,10.375,4.333,0.625,0.0
2011-12-02,2.609,16.083,27.125,11.042,4.417,0.083
2011-12-03,3.875,18.75,41.0,22.25,4.917,0.75
2011-12-04,3.292,14.292,23.917,9.625,3.125,0.042
2011-12-05,3.909,23.391,50.87,27.478,7.75,0.619
2011-12-06,4.958,34.208,73.333,39.125,11.75,0.875
2011-12-07,6.75,38.522,104.261,65.739,16.708,1.458
2011-12-08,6.958,36.375,85.667,49.292,19.5,1.042
2011-12-09,2.783,13.083,22.75,9.667,4.381,0.167
2011-12-10,4.5,25.542,48.75,23.208,9.75,0.75
2011-12-11,5.042,23.0,37.625,14.625,12.75,0.375
2011-12-12,6.682,33.417,78.25,44.833,21.5,1.217
2011-12-13,6.667,29.0,66.458,37.458,16.042,0.375
2011-12-14,8.125,40.652,99.478,58.826,14.792,1.708
2011-12-15,8.667,35.958,93.917,57.958,28.125,2.333
2011-12-16,5.13,21.875,55.458,33.583,7.708,0.833
2011-12-17,5.708,25.583,55.083,29.5,6.875,0.542
2011-12-18,4.958,14.625,23.167,8.542,9.958,1.083
2011-12-19,5.174,33.167,92.917,59.75,12.125,0.913
2011-12-20,4.375,38.958,96.542,57.583,7.917,1.417
2011-12-21,5.792,38.087,89.348,51.261,21.792,3.75
2011-12-22,5.792,32.25,76.083,43.833,31.667,4.083
2011-12-23,2.913,13.458,23.208,9.75,2.167,0.083
2011-12-24,4.875,27.667,58.167,30.5,9.375,1.625
2011-12-25,2.875,13.125,23.708,10.583,5.792,0.667
2011-12-26,3.652,20.417,48.5,28.083,4.583,0.435
2011-12-27,4.375,27.375,56.917,29.542,5.375,0.25
2011-12-28,6.667,43.783,110.696,66.913,12.696,1.458
2011-12-29,6.458,30.667,75.292,44.625,22.333,2.833
2011-12-30,2.913,9.75,15.542,5.792,5.708,0.25
2011-12-31,5.458,27.25,44.083,16.833,8.583,0.667
2012-01-01,5.792,21.833,30.667,8.833,15.333,1.583
2012-01-02,5.0,18.083,26.292,8.208,22.25,1.875
2012-01-03,3.375,14.0,21.458,7.458,8.458,0.833
2012-01-04,2.87,12.208,17.583,5.375,3.417,0.0
2012-01-05,5.833,33.875,55.875,22.0,10.167,1.375
2012-01-06,6.25,27.87,47.435,19.565,16.042,1.25
2012-01-07,7.042,41.917,96.792,54.875,21.417,2.0
2012-01-08,7.042,40.0,102.5,62.5,23.667,2.25
2012-01-09,5.043,31.583,67.25,35.667,15.762,1.091
2012-01-10,4.0,27.167,54.5,27.333,8.333,0.625
2012-01-11,4.609,31.167,62.958,31.792,9.917,0.417
2012-01-12,6.833,41.125,82.333,41.208,19.0,2.0
2012-01-13,6.958,28.217,46.087,17.87,30.708,1.792
2012-01-14,3.083,7.542,10.833,3.292,7.333,0.304
2012-01-15,4.174,20.708,40.125,19.417,12.917,1.125
2012-01-16,6.042,46.25,108.083,61.833,17.625,2.375
2012-01-17,4.667,22.333,43.5,21.167,20.083,1.5
2012-01-18,3.609,23.0,52.042,29.042,6.0,0.375
2012-01-19,5.875,32.333,66.375,34.042,17.625,2.292
2012-01-20,4.25,13.783,19.13,5.348,25.708,1.958
2012-01-21,5.333,32.958,50.25,17.292,23.25,0.957
2012-01-22,5.125,23.417,60.75,37.333,10.25,0.417
2012-01-23,3.435,22.556,43.556,21.0,4.917,0.0
2012-01-24,5.619,43.1,83.4,40.3,13.5,3.111
2012-01-25,4.348,22.875,40.917,18.042,17.667,1.125
2012-01-26,3.542,16.458,28.708,12.25,6.458,0.417
2012-01-27,4.833,19.217,28.826,9.609,12.125,1.208
2012-01-28,4.174,29.542,71.583,42.042,10.217,0.696
2012-01-29,6.708,45.042,91.708,46.667,20.833,2.542
2012-01-30,5.875,34.667,75.542,40.875,32.25,2.292
2012-01-31,7.167,48.208,109.125,60.917,28.792,3.125
2012-02-01,7.739,47.333,96.083,48.75,27.0,1.417
2012-02-02,6.333,34.208,71.875,37.667,19.333,1.292
2012-02-03,3.458,8.217,10.826,2.609,16.083,0.042
2012-02-04,6.043,34.542,74.417,39.875,19.792,0.739
2012-02-05,3.125,10.25,16.708,6.458,12.958,0.708
2012-02-06,4.625,28.917,70.833,41.917,6.708,0.667
2012-02-07,5.333,35.083,77.0,41.917,15.542,1.167
2012-02-08,3.217,14.25,29.833,15.583,7.083,0.375
2012-02-09,3.625,18.167,28.167,10.0,11.125,0.125
2012-02-10,5.042,24.696,34.174,9.478,20.292,1.917
2012-02-11,4.25,16.333,24.625,8.292,22.042,2.043
2012-02-12,4.375,28.417,45.542,17.125,19.917,0.917
2012-02-13,5.391,30.833,64.292,33.458,18.571,1.391
2012-02-14,5.875,44.083,91.125,47.042,16.833,1.458
2012-02-15,4.565,31.375,64.708,33.333,13.333,0.958
2012-02-16,3.125,9.542,14.958,5.417,9.25,0.25
2012-02-17,4.458,21.391,34.435,13.043,10.292,0.5
2012-02-18,5.375,30.083,69.042,38.958,9.167,0.217
2012-02-19,3.227,14.083,24.458,10.375,11.792,0.333
2012-02-20,3.958,24.125,51.458,27.333,10.125,0.458
2012-02-21,4.5,28.792,55.792,27.0,18.042,1.417
2012-02-22,6.087,41.042,76.333,35.292,29.208,2.75
2012-02-23,4.917,24.0,40.958,16.958,22.25,1.875
2012-02-24,3.042,9.348,13.522,4.174,10.625,0.583
2012-02-25,2.957,15.542,27.25,11.708,9.167,0.13
2012-02-26,4.875,33.042,59.583,26.542,21.75,1.5
2012-02-27,6.25,40.542,109.458,68.917,30.435,2.458
2012-02-28,5.708,45.708,82.5,36.792,23.292,1.458
2012-03-01,5.778,42.222,69.889,27.667,16.75,1.111
2012-03-02,,,,,21.75,
2012-03-03,,,,,12.292,
2012-03-04,5.667,39.556,73.0,33.444,16.042,3.0
2012-03-05,7.0,46.917,93.5,46.583,42.542,3.625
2012-03-06,7.417,54.542,105.833,51.292,40.25,4.542
2012-03-07,5.583,45.958,79.458,33.5,27.167,3.917
2012-03-08,5.913,54.958,105.125,50.167,33.75,5.583
2012-03-09,6.708,50.292,75.542,25.25,54.875,7.625
2012-03-10,4.042,18.652,23.913,5.261,32.0,2.833
2012-03-11,2.435,12.0,18.375,6.375,9.25,0.435
2012-03-12,4.667,45.917,84.833,38.917,6.111,2.5
2012-03-13,5.5,45.625,94.833,49.208,9.5,2.417
2012-03-14,2.542,7.208,10.958,3.75,10.5,0.208
2012-03-15,5.391,47.25,99.208,51.958,14.458,2.167
2012-03-16,6.792,43.417,80.333,36.917,25.167,4.083
2012-03-17,6.208,30.783,44.522,13.739,41.833,3.708
2012-03-18,5.042,52.167,108.792,56.625,33.208,2.652
2012-03-19,6.7,46.792,90.625,43.833,27.87,5.042
2012-03-20,6.042,37.792,57.583,19.792,34.25,2.167
2012-03-21,2.833,14.458,26.0,11.542,6.5,0.375
2012-03-22,4.913,43.792,88.042,44.25,14.958,3.042
2012-03-23,3.625,16.042,23.833,7.792,19.25,1.417
2012-03-24,4.708,26.739,38.783,12.043,21.818,2.333
2012-03-25,3.208,11.208,17.5,6.292,17.833,0.739
2012-03-26,3.333,20.042,30.875,10.833,14.292,0.583
