date,PM25_mean,RAIN_sum,SO2_mean,SPM_mean
2011-04-04,,,0.958,17.125
2011-04-05,,,1.043,13.917
2011-04-06,,,1.292,19.333
2011-04-07,,,1.625,31.5
2011-04-08,,,1.375,22.167
2011-04-09,,,1.0,18.667
2011-04-10,,,1.125,22.708
2011-04-11,,,1.375,30.292
2011-04-12,,,1.0,25.5
2011-04-13,,,1.375,26.292
2011-04-14,,,1.818,31.682
2011-04-15,,,1.917,29.75
2011-04-16,,,1.125,44.375
2011-04-17,,,1.042,17.0
2011-04-18,,,1.25,26.542
2011-04-19,,,0.0,20.792
2011-04-20,,,0.0,14.417
2011-04-21,,,0.417,21.958
2011-04-22,,,0.458,49.417
2011-04-23,,,0.167,33.542
2011-04-24,,,0.0,13.292
2011-04-25,,,0.292,16.083
2011-04-26,,,0.826,21.542
2011-04-27,,,1.292,34.708
2011-04-28,,,0.435,17.25
2011-04-29,,,0.792,14.208
2011-04-30,,,1.125,21.708
2011-05-01,,,1.167,30.083
2011-05-02,,,0.5,114.75
2011-05-03,,,0.87,72.708
2011-05-04,,,0.792,36.0
2011-05-05,,,1.0,24.25
2011-05-06,,,0.833,31.625
2011-05-07,,,0.708,41.458
2011-05-08,,,1.417,26.917
2011-05-09,,,1.333,25.708
2011-05-10,,,0.913,22.083
2011-05-11,,,0.042,20.417
2011-05-12,,,0.0,26.958
2011-05-13,,,0.348,48.125
2011-05-14,,,0.667,34.417
2011-05-15,,,1.125,18.042
2011-05-16,,,1.375,27.0
2011-05-17,,,1.043,32.208
2011-05-18,,,0.917,31.375
2011-05-19,,,1.167,37.0
2011-05-20,,,1.625,40.0
2011-05-21,,,1.542,45.542
2011-05-22,,,0.5,29.625
2011-05-23,,,0.042,16.167
2011-05-24,,,0.522,14.167
2011-05-25,,,1.125,21.417
2011-05-26,,,0.958,34.708
2011-05-27,,,0.609,32.875
2011-05-28,,,0.125,22.083
2011-05-29,,,0.0,10.292
2011-05-30,,,0.292,6.167
2011-05-31,,,0.87,14.792
2011-06-01,,,0.833,42.792
2011-06-02,,,0.75,41.375
2011-06-03,,,1.0,20.75
2011-06-04,,,1.375,30.792
2011-06-05,,,1.333,44.0
2011-06-06,,,0.875,25.875
2011-06-07,,,2.217,31.625
2011-06-08,,,1.375,21.083
2011-06-09,,,1.0,31.75
2011-06-10,,,0.739,50.375
2011-06-11,,,0.667,39.125
2011-06-12,,,0.708,21.25
2011-06-13,,,0.583,25.75
2011-06-14,,,0.696,19.292
2011-06-15,,,0.875,16.0
2011-06-16,,,1.292,28.5
2011-06-17,,,0.0,14.727
2011-06-18,,,0.167,40.083
2011-06-19,,,0.625,31.708
2011-06-20,,,0.625,38.667
2011-06-21,,,0.696,34.792
2011-06-22,,,0.917,22.875
2011-06-23,,,0.708,16.375
2011-06-24,,,0.955,17.625
2011-06-25,,,1.0,22.5
2011-06-26,,,0.0,30.0
2011-06-27,,,0.333,37.417
2011-06-28,,,1.043,40.333
2011-06-29,,,0.833,31.375
2011-06-30,,,0.667,35.833
2011-07-01,,,0.708,26.208
2011-07-02,,,1.083,43.542
2011-07-03,,,0.917,36.083
2011-07-04,,,1.417,46.417
2011-07-05,,,0.696,15.083
2011-07-06,,,1.208,19.5
2011-07-07,,,1.167,47.792
2011-07-08,,,1.043,37.958
2011-07-09,,,0.792,32.042
2011-07-10,,,0.542,19.208
2011-07-11,,,0.833,20.667
2011-07-12,,,1.0,25.917
2011-07-13,,,1.083,33.375
2011-07-14,,,1.0,30.625
2011-07-15,,,1.083,33.917
2011-07-16,,,2.167,34.708
2011-07-17,,,1.792,38.25
2011-07-18,,,1.0,33.958
2011-07-19,,,0.609,22.042
2011-07-20,,,0.0,22.125
2011-07-21,,,0.083,11.375
2011-07-22,,,0.609,15.625
2011-07-23,,,0.875,11.667
2011-07-24,,,0.5,19.5
2011-07-25,,,0.833,32.333
2011-07-26,,,0.696,25.292
2011-07-27,,,0.625,26.542
2011-07-28,,,0.208,28.875
2011-07-29,,,0.208,25.792
2011-07-30,,,0.333,12.833
2011-07-31,,,0.0,14.333
2011-08-01,,,0.167,27.792
2011-08-02,,,0.696,51.25
2011-08-03,,,0.833,54.792
2011-08-04,,,0.917,22.708
2011-08-05,,,0.913,23.333
2011-08-06,,,1.0,25.0
2011-08-07,,,1.333,20.708
2011-08-08,,,0.667,21.625
2011-08-09,,,0.913,35.5
2011-08-10,,,1.0,36.875
2011-08-11,,,0.833,25.625
2011-08-12,,,1.0,27.542
2011-08-13,,,1.083,43.917
2011-08-14,,,0.708,33.5
2011-08-15,,,1.125,28.667
2011-08-16,,,0.478,28.583
2011-08-17,,,0.75,35.792
2011-08-18,,,1.0,37.75
2011-08-19,,,0.455,19.409
2011-08-20,,,0.292,9.583
2011-08-21,,,0.0,12.75
2011-08-22,,,0.167,15.292
2011-08-23,,,0.739,31.583
2011-08-24,,,1.042,36.167
2011-08-25,,,0.625,16.667
2011-08-26,,,0.917,19.208
2011-08-27,,,1.0,22.208
2011-08-28,,,1.0,15.792
2011-08-29,,,0.958,18.042
2011-08-30,,,0.913,18.625
2011-08-31,,,0.708,23.042
2011-09-01,,,0.0,12.917
2011-09-02,,,0.13,20.292
2011-09-03,,,0.333,27.667
2011-09-04,,,0.25,21.0
2011-09-05,,,0.417,17.292
2011-09-06,,,0.261,8.417
2011-09-07,,,0.708,13.917
2011-09-08,,,1.042,26.458
2011-09-09,,,0.917,40.292
2011-09-10,,,1.0,40.125
2011-09-11,,,1.333,31.542
2011-09-12,,,1.0,22.083
2011-09-13,,,0.826,22.833
2011-09-14,,,0.708,32.042
2011-09-15,,,2.542,31.125
2011-09-16,,,0.87,22.875
2011-09-17,,,0.25,20.542
2011-09-18,,,0.625,20.833
2011-09-19,,,0.458,24.25
2011-09-20,,,0.0,8.042
2011-09-21,,,0.0,8.0
2011-09-22,,,0.292,7.542
2011-09-23,,,0.0,7.833
2011-09-24,,,0.375,11.458
2011-09-25,,,1.125,15.125
2011-09-26,,,0.542,22.833
2011-09-27,,,1.043,17.25
2011-09-28,,,1.208,23.167
2011-09-29,,,1.208,25.0
2011-09-30,,,1.043,25.542
2011-10-01,,,0.958,7.0
2011-10-02,,,1.0,12.542
2011-10-03,,,0.792,9.542
2011-10-04,,,1.13,15.5
2011-10-05,,,1.167,31.042
2011-10-06,,,0.917,9.208
2011-10-07,,,1.042,17.042
2011-10-08,,,1.0,23.333
2011-10-09,,,1.292,34.75
2011-10-10,,,1.083,31.667
2011-10-11,,,1.609,39.708
2011-10-12,,,1.0,33.167
2011-10-13,,,1.167,40.0
2011-10-14,,,1.136,55.0
2011-10-15,,,0.833,45.25
2011-10-16,,,0.5,20.458
2011-10-17,,,0.667,21.792
2011-10-18,,,1.0,13.875
2011-10-19,,,1.0,23.25
2011-10-20,,,1.083,19.083
2011-10-21,,,0.958,17.909
2011-10-22,,,0.667,14.833
2011-10-23,,,1.0,21.375
2011-10-24,,,1.0,19.792
2011-10-25,,,0.652,22.25
2011-10-26,,,0.542,11.583
2011-10-27,,,0.5,21.75
2011-10-28,,,0.435,28.083
2011-10-29,,,0.708,31.792
2011-10-30,,,0.708,35.667
2011-10-31,,,0.625,10.542
2011-11-01,,,0.826,17.167
2011-11-02,,,1.208,25.708
2011-11-03,,,1.042,36.375
2011-11-04,,,0.833,27.625
2011-11-05,,,0.667,44.0
2011-11-06,,,0.375,33.208
2011-11-07,,,0.667,11.25
2011-11-08,,,0.696,12.042
2011-11-09,,,0.583,13.417
2011-11-10,,,0.708,20.75
2011-11-11,,,0.174,27.667
2011-11-12,,,0.667,14.792
2011-11-13,,,0.667,18.125
2011-11-14,,,0.833,25.375
2011-11-15,,,0.957,15.833
2011-11-16,,,0.75,12.958
2011-11-17,,,1.042,13.292
2011-11-18,,,1.333,23.458
2011-11-19,,,1.0,29.667
2011-11-20,,,0.75,9.333
2011-11-21,,,0.625,11.458
2011-11-22,,,0.739,13.458
2011-11-23,,,1.167,24.833
2011-11-24,,,0.875,22.292
2011-11-25,,,1.304,11.333
2011-11-26,,,1.0,16.542
2011-11-27,,,1.0,25.625
2011-11-28,,,1.708,38.25
2011-11-29,,,1.565,32.042
2011-11-30,,,1.542,33.333
2011-12-01,,,0.917,14.792
2011-12-02,,,1.0,17.667
2011-12-03,,,0.792,14.167
2011-12-04,,,0.958,9.667
2011-12-05,,,1.0,10.833
2011-12-06,,,1.0,23.5
2011-12-07,,,1.083,27.792
2011-12-08,,,1.0,39.375
2011-12-09,,,1.0,14.75
2011-12-10,,,1.083,14.125
2011-12-11,,,1.042,14.583
2011-12-12,,,1.208,18.042
2011-12-13,,,1.087,14.958
2011-12-14,,,1.333,24.75
2011-12-15,,,1.458,19.125
2011-12-16,,,1.208,13.75
2011-12-17,,,1.125,11.542
2011-12-18,,,1.167,11.208
2011-12-19,,,1.208,18.083
2011-12-20,,,1.087,13.083
2011-12-21,,,1.25,15.75
2011-12-22,,,1.174,37.783
2011-12-23,,,1.042,11.083
2011-12-24,,,1.042,13.333
2011-12-25,,,1.125,11.625
2011-12-26,,,1.083,7.917
2011-12-27,,,1.043,12.75
2011-12-28,,,1.167,9.833
2011-12-29,,,1.542,20.667
2011-12-30,,,1.292,13.042
2011-12-31,,,1.167,14.667
2012-01-01,,,1.042,
2012-01-02,,,1.75,
2012-01-03,,,1.125,
2012-01-04,,,1.227,
2012-01-05,,,1.833,
2012-01-06,,,1.208,
2012-01-07,,,1.417,
2012-01-08,,,2.0,
2012-01-09,,,2.042,
2012-01-10,,,1.167,
2012-01-11,,,1.217,
2012-01-12,,,1.917,
2012-01-13,,,2.042,
2012-01-14,,,1.208,
2012-01-15,,,1.625,
2012-01-16,,,1.542,
2012-01-17,,,1.5,
2012-01-18,,,1.136,
2012-01-19,,,1.083,
2012-01-20,,,1.167,
2012-01-21,,,1.208,
2012-01-22,,,1.125,
2012-01-23,,,1.0,
2012-01-24,,,1.042,
2012-01-25,,,1.174,
2012-01-26,,,1.167,
2012-01-27,,,1.833,
2012-01-28,,,1.292,
2012-01-29,,,1.458,
2012-01-30,,,1.917,
2012-01-31,,,1.75,
2012-02-01,,,2.273,
2012-02-02,,,1.917,
2012-02-03,,,1.0,
2012-02-04,,,1.875,
2012-02-05,,,1.625,
2012-02-06,,,1.333,
2012-02-07,,,1.0,
2012-02-08,,,1.043,
2012-02-09,,,1.583,
2012-02-10,,,1.083,
2012-02-11,,,2.208,
2012-02-12,,,1.917,
2012-02-13,,,1.417,
2012-02-14,,,1.458,
2012-02-15,,,1.444,
2012-02-16,,,1.0,
2012-02-17,,,0.875,
2012-02-18,,,1.375,
2012-02-19,,,0.75,
2012-02-20,,,1.0,
2012-02-21,,,1.083,
2012-02-22,,,1.391,
2012-02-23,,,1.125,
2012-02-24,,,1.0,
2012-02-25,,,1.042,
2012-02-26,,,1.375,
2012-02-27,,,1.958,
2012-02-28,,,1.417,
2012-03-01,,,1.238,
2012-03-02,,,1.375,
2012-03-03,,,1.083,
2012-03-04,,,1.083,
2012-03-05,,,1.25,
2012-03-06,,,1.792,
2012-03-07,,,2.875,
2012-03-08,,,2.609,
2012-03-09,,,1.667,
2012-03-10,,,1.208,
2012-03-11,,,1.0,
2012-03-12,,,1.083,
2012-03-13,,,1.75,
2012-03-14,,,1.0,
2012-03-15,,,1.045,
2012-03-16,,,1.292,
2012-03-17,,,1.958,
2012-03-18,,,1.375,
2012-03-19,,,0.875,
2012-03-20,,,0.958,
2012-03-21,,,0.792,
2012-03-22,,,1.13,
2012-03-23,,,1.167,
2012-03-24,,,0.917,
2012-03-25,,,0.875,
2012-03-26,,,0.917,
2012-03-27,,,1.375,
2012-03-28,,,0.958,
2012-03-29,,,0.864,
2012-03-30,,,0.333,
2012-03-31,,,0.167,
2012-04-01,,,0.792,
2012-04-02,,,1.542,
2012-04-03,,,1.542,
2012-04-04,,,1.0,
2012-04-05,,,1.167,
2012-04-06,,,0.783,
2012-04-07,,,0.833,
2012-04-08,,,1.125,
2012-04-09,,,1.292,
2012-04-10,,,1.542,
2012-04-11,,,1.0,
2012-04-12,,,0.875,
2012-04-13,,,0.864,
2012-04-14,,,0.0,
2012-04-15,,,0.208,
2012-04-16,,,0.625,
2012-04-17,,,0.667,
2012-04-18,,,1.542,
2012-04-19,,,0.417,
2012-04-20,,,0.565,
2012-04-21,,,0.875,
2012-04-22,,,0.667,
2012-04-23,,,0.375,
2012-04-24,,,0.708,
2012-04-25,,,1.75,
2012-04-26,,,1.042,
2012-04-27,,,0.682,
2012-04-28,,,0.958,
2012-04-29,,,1.542,
2012-04-30,,,1.25,
2012-05-01,,,1.0,
2012-05-02,,,0.75,
2012-05-03,,,0.75,
2012-05-04,,,0.87,
2012-05-05,,,0.917,
2012-05-06,,,1.125,
2012-05-07,,,1.583,
2012-05-08,,,1.625,
2012-05-09,,,1.667,
2012-05-10,,,1.125,
2012-05-11,,,0.636,
2012-05-12,,,0.167,
2012-05-13,,,0.792,
2012-05-14,,,1.667,
2012-05-15,,,0.833,
2012-05-16,,,1.625,
2012-05-17,,,2.25,
2012-05-18,,,1.043,
2012-05-19,,,1.167,
2012-05-20,,,1.417,
2012-05-21,,,1.333,
2012-05-22,,,0.833,
2012-05-23,,,0.958,
2012-05-24,,,1.625,
2012-05-25,,,0.727,
2012-05-26,,,0.625,
2012-05-27,,,0.917,
2012-05-28,,,0.958,
2012-05-29,,,0.583,
2012-05-30,,,0.792,
2012-05-31,,,1.25,
2012-06-01,,,0.522,
2012-06-02,,,0.875,
2012-06-03,,,1.25,
2012-06-04,,,0.917,
2012-06-05,,,1.375,
2012-06-06,,,0.75,
2012-06-07,,,1.333,
2012-06-08,,,1.227,
2012-06-09,,,0.292,
2012-06-10,,,0.625,
2012-06-11,,,1.167,
2012-06-12,,,0.792,
2012-06-13,,,0.708,
2012-06-14,,,1.0,
2012-06-15,,,1.478,
2012-06-16,,,0.917,
2012-06-17,,,0.542,
2012-06-18,,,1.625,
2012-06-19,,,0.875,
2012-06-20,,,0.75,
2012-06-21,,,1.25,
2012-06-22,,,0.409,
2012-06-23,,,0.625,
2012-06-24,,,1.083,
2012-06-25,,,0.792,
2012-06-26,,,1.042,
2012-06-27,,,1.125,
2012-06-28,,,1.833,
2012-06-29,,,1.0,
2012-06-30,,,1.042,
2012-07-01,,,1.0,
2012-07-02,,,0.917,
2012-07-03,,,1.042,
2012-07-04,,,0.792,
2012-07-05,,,1.0,
2012-07-06,,,0.864,
2012-07-07,,,0.375,
2012-07-08,,,0.125,
2012-07-09,,,1.083,
2012-07-10,,,1.5,
2012-07-11,,,3.917,
2012-07-12,,,0.625,
2012-07-13,,,0.522,
2012-07-14,,,0.583,
2012-07-15,,,0.667,
2012-07-16,,,1.0,
2012-07-17,,,0.875,
2012-07-18,,,0.958,
2012-07-19,,,0.917,
2012-07-20,,,1.318,
2012-07-21,,,1.0,
2012-07-22,,,0.958,
2012-07-23,,,1.0,
2012-07-24,,,1.167,
2012-07-25,,,1.0,
2012-07-26,,,1.125,
2012-07-27,,,0.913,
2012-07-28,,,0.792,
2012-07-29,,,0.458,
2012-07-30,,,0.875,
2012-07-31,,,1.167,
2012-08-01,,,0.958,
2012-08-02,,,0.875,
2012-08-03,,,1.857,
2012-08-04,,,1.667,
2012-08-05,,,1.083,
2012-08-06,,,0.292,
2012-08-07,,,0.292,
2012-08-08,,,0.708,
2012-08-09,,,1.0,
2012-08-10,,,1.087,
2012-08-11,,,0.708,
2012-08-12,,,0.542,
2012-08-13,,,1.208,
2012-08-14,,,0.667,
2012-08-15,,,1.042,
2012-08-16,,,0.75,
2012-08-17,,,0.5,
2012-08-18,,,0.792,
2012-08-19,,,1.042,
2012-08-20,,,1.042,
2012-08-21,,,1.167,
2012-08-22,,,1.0,
2012-08-23,,,1.083,
2012-08-24,,,1.261,
2012-08-25,,,1.167,
2012-08-26,,,0.917,
2012-08-27,,,0.917,
2012-08-28,,,0.958,
2012-08-29,,,1.125,
2012-08-30,,,1.0,
2012-08-31,,,1.591,
2012-09-01,,,1.292,
2012-09-02,,,0.333,
2012-09-03,,,1.042,
2012-09-04,,,1.125,
2012-09-05,,,0.75,
2012-09-06,,,0.75,
2012-09-07,,,0.783,
2012-09-08,,,0.958,
2012-09-09,,,1.333,
2012-09-10,,,2.042,
2012-09-11,,,1.75,
2012-09-12,,,1.125,
2012-09-13,,,1.087,
2012-09-14,,,1.087,
2012-09-15,,,1.292,
2012-09-16,,,1.042,
2012-09-17,,,1.042,
2012-09-18,,,1.292,
2012-09-19,,,0.833,
2012-09-20,,,0.708,
2012-09-21,,,0.87,
2012-09-22,,,1.0,
2012-09-23,,,0.0,
2012-09-24,,,0.583,
2012-09-25,,,0.583,
2012-09-26,,,0.875,
2012-09-27,,,1.0,
2012-09-28,,,0.5,
2012-09-29,,,0.917,
2012-09-30,,,0.792,
2012-10-01,,,0.417,
2012-10-02,,,0.625,
2012-10-03,,,0.5,
2012-10-04,,,0.542,
2012-10-05,,,1.043,
2012-10-06,,,1.208,
2012-10-07,,,0.75,
2012-10-08,,,0.708,
2012-10-09,,,1.0,
2012-10-10,,,1.0,
2012-10-11,,,1.0,
2012-10-12,,,0.273,
2012-10-13,,,0.833,
2012-10-14,,,1.042,
2012-10-15,,,0.75,
2012-10-16,,,0.708,
2012-10-17,,,0.625,
2012-10-18,,,0.667,
2012-10-19,,,0.739,
2012-10-20,,,0.792,
2012-10-21,,,1.0,
2012-10-22,,,1.333,
2012-10-23,,,0.917,
2012-10-24,,,0.875,
2012-10-25,,,0.917,
2012-10-26,,,0.857,
2012-10-27,,,1.0,
2012-10-28,,,0.542,
2012-10-29,,,0.708,
2012-10-30,,,0.917,
2012-10-31,,,0.75,
2012-11-01,,,0.833,
2012-11-02,,,1.0,
2012-11-03,,,1.0,
2012-11-04,,,1.083,
2012-11-05,,,1.583,
2012-11-06,,,1.0,
2012-11-07,,,1.0,
2012-11-08,,,1.0,
2012-11-09,,,0.909,
2012-11-10,,,0.875,
2012-11-11,,,0.625,
2012-11-12,,,0.5,
2012-11-13,,,0.913,
2012-11-14,,,1.167,
2012-11-15,,,1.0,
2012-11-16,,,1.0,
2012-11-17,,,1.0,
2012-11-18,,,1.083,
2012-11-19,,,1.458,
2012-11-20,,,1.125,
2012-11-21,,,1.0,
2012-11-22,,,1.304,
2012-11-23,,,1.087,
2012-11-24,,,0.75,
2012-11-25,,,0.833,
2012-11-26,,,1.0,
2012-11-27,,,0.917,
2012-11-28,,,1.083,
2012-11-29,,,1.125,
2012-11-30,,,1.0,
2012-12-01,,,1.25,
2012-12-02,,,1.042,
2012-12-03,,,1.0,
2012-12-04,,,1.0,
2012-12-05,,,1.208,
2012-12-06,,,1.208,
2012-12-07,,,1.318,
2012-12-08,,,1.458,
2012-12-09,,,1.625,
2012-12-10,,,1.125,
2012-12-11,,,1.542,
2012-12-12,,,1.333,
2012-12-13,,,1.167,
2012-12-14,,,1.522,
2012-12-15,,,1.375,
2012-12-16,,,0.792,
2012-12-17,,,1.5,
2012-12-18,,,1.125,
2012-12-19,,,1.208,
2012-12-20,,,1.261,
2012-12-21,,,1.174,
2012-12-22,,,1.333,
2012-12-23,,,1.167,
2012-12-24,,,1.333,
2012-12-25,,,1.25,
2012-12-26,,,1.375,
2012-12-27,,,2.0,
2012-12-28,,,1.696,
2012-12-29,,,0.792,
2012-12-30,,,0.5,
2012-12-31,,,1.042,
2013-01-01,13.292,,1.5,14.917
2013-01-02,6.583,,1.042,12.708
2013-01-03,12.25,,1.087,14.625
2013-01-04,7.083,,1.208,10.958
2013-01-05,5.083,,1.0,8.792
2013-01-06,5.542,,1.208,9.167
2013-01-07,10.917,,1.167,13.083
2013-01-08,17.083,,1.542,21.375
2013-01-09,4.625,,1.043,11.417
2013-01-10,4.333,,1.13,7.542
2013-01-11,8.125,,1.042,9.75
2013-01-12,12.542,,1.083,15.0
2013-01-13,5.917,,1.042,10.708
2013-01-14,6.375,,0.958,9.292
2013-01-15,15.208,,1.083,15.833
2013-01-16,6.542,,1.042,10.958
2013-01-17,8.957,,1.13,12.375
2013-01-18,14.583,,1.875,16.958
2013-01-19,6.167,,1.042,12.333
2013-01-20,11.25,,1.333,14.167
2013-01-21,13.375,,1.917,15.917
2013-01-22,15.75,,2.042,19.917
2013-01-23,8.375,,1.333,13.75
2013-01-24,15.292,,1.409,19.792
2013-01-25,23.5,,1.667,31.125
2013-01-26,11.375,,1.292,18.708
2013-01-27,8.417,,1.125,14.417
2013-01-28,12.875,,1.708,15.042
2013-01-29,8.208,,1.083,12.417
2013-01-30,23.042,,1.583,31.5
2013-01-31,7.375,,1.13,12.5
2013-02-01,17.958,,1.375,23.875
2013-02-02,25.833,,1.708,38.25
2013-02-03,26.583,,1.542,37.458
2013-02-04,4.75,,1.042,9.667
2013-02-05,4.5,,1.0,6.625
2013-02-06,6.042,,1.0,9.625
2013-02-07,8.435,,1.045,9.792
2013-02-08,10.875,,1.0,13.917
2013-02-09,4.75,,1.083,10.417
2013-02-10,10.042,,1.208,13.875
2013-02-11,6.292,,1.042,9.0
2013-02-12,9.667,,1.0,14.708
2013-02-13,4.333,,1.083,9.75
2013-02-14,9.708,,1.0,16.409
2013-02-15,3.545,,1.0,6.318
2013-02-16,10.875,,1.375,16.5
2013-02-17,19.542,,2.042,23.042
2013-02-18,10.75,,1.0,12.833
2013-02-19,9.167,,1.125,11.417
2013-02-20,19.75,,1.333,25.167
2013-02-21,11.667,,1.182,15.458
2013-02-22,8.417,,1.083,12.417
2013-02-23,8.5,,1.042,13.583
2013-02-24,15.25,,1.167,21.917
2013-02-25,22.917,,1.708,29.792
2013-02-26,42.833,,1.792,51.417
2013-02-27,48.083,,1.833,64.792
2013-02-28,24.083,,1.13,33.833
2013-03-01,34.0,,1.0,58.333
2013-03-02,15.5,,1.0,27.208
2013-03-03,6.958,,1.0,13.542
2013-03-04,15.792,,1.625,20.917
2013-03-05,18.5,,1.125,33.5
2013-03-06,6.917,,1.0,11.667
2013-03-07,11.773,,1.182,15.417
2013-03-08,8.958,,1.0,13.333
2013-03-09,14.542,,1.0,19.625
2013-03-10,6.708,,1.042,12.542
2013-03-11,6.5,,1.125,10.0
2013-03-12,37.042,,3.125,43.625
2013-03-13,43.5,,2.292,58.75
2013-03-14,2.042,,1.0,15.542
2013-03-15,7.875,,1.0,15.0
2013-03-16,15.875,,1.625,26.667
2013-03-17,31.542,,2.042,37.542
2013-03-18,24.875,,1.5,38.458
2013-03-19,15.125,,1.042,19.083
2013-03-20,14.583,,1.0,22.958
2013-03-21,2.083,,1.0,10.458
2013-03-22,7.167,,1.0,12.25
2013-03-23,11.875,,1.042,16.75
2013-03-24,18.75,,1.625,23.292
2013-03-25,21.875,,1.708,33.458
2013-03-26,25.458,,1.542,36.333
2013-03-27,24.042,,1.0,38.375
2013-03-28,24.542,,1.522,26.458
2013-03-29,28.083,,1.583,36.5
2013-03-30,18.667,,1.0,33.417
2013-03-31,8.417,,1.0,15.458
2013-04-01,,,0.875,22.667
2013-04-02,,,0.625,27.25
2013-04-03,,,0.167,7.958
2013-04-04,,,0.917,19.833
2013-04-05,,,1.391,33.0
2013-04-06,,,1.208,34.542
2013-04-07,,,0.125,8.083
2013-04-08,,,0.75,13.333
2013-04-09,,,1.458,24.667
2013-04-10,,,0.917,15.083
2013-04-11,,,0.958,14.542
2013-04-12,,,0.909,14.25
2013-04-13,,,0.917,12.417
2013-04-14,,,1.0,22.25
2013-04-15,,,1.167,19.458
2013-04-16,,,1.292,23.875
2013-04-17,,,1.5,38.792
2013-04-18,,,1.417,37.25
2013-04-19,,,0.043,23.333
2013-04-20,,,0.875,23.958
2013-04-21,,,0.625,12.25
2013-04-22,,,0.5,15.458
2013-04-23,,,1.292,23.25
2013-04-24,,,1.125,40.25
2013-04-25,,,1.045,19.542
2013-04-26,,,1.609,23.792
2013-04-27,,,1.0,13.875
2013-04-28,,,1.583,13.417
2013-04-29,,,1.583,17.917
2013-04-30,,,1.5,26.292
2013-05-01,,,0.958,13.083
2013-05-02,,,0.909,9.273
2013-05-03,,,0.739,9.833
2013-05-04,,,0.917,13.083
2013-05-05,,,0.958,21.5
2013-05-06,,,0.958,25.333
2013-05-07,,,0.625,11.833
2013-05-08,,,0.958,9.875
2013-05-09,,,1.292,19.375
2013-05-10,,,2.409,34.217
2013-05-11,,,1.458,53.417
2013-05-12,,,0.833,16.417
2013-05-13,,,1.0,48.667
2013-05-14,,,1.875,34.75
2013-05-15,,,1.625,41.083
2013-05-16,,,1.125,27.609
2013-05-17,,,1.167,14.667
2013-05-18,,,1.542,26.333
