date,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-02-27,5.391,6.043,0.652,8.5,6.9,2.467,-0.4
2011-02-28,16.333,17.917,1.583,13.875,5.9,2.267,-2.4
2011-03-01,24.958,31.875,6.917,25.458,13.0,7.079,1.5
2011-03-02,27.917,40.25,12.333,27.333,6.5,4.912,3.7
2011-03-03,16.167,19.458,3.292,23.5,12.7,7.496,4.1
2011-03-04,9.125,9.583,0.458,19.625,7.3,4.612,1.8
2011-03-05,24.167,31.167,7.0,20.208,7.5,3.804,0.5
2011-03-06,23.5,42.667,19.167,24.125,16.7,10.642,4.4
2011-03-07,14.5,15.25,0.75,21.292,15.3,11.879,7.5
2011-03-08,20.25,21.917,1.667,28.75,10.7,9.454,7.9
2011-03-09,20.292,22.458,2.167,23.083,8.5,6.575,3.9
2011-03-10,13.75,14.75,1.0,6.917,7.1,5.283,3.4
2011-03-11,9.667,10.25,0.583,10.833,8.1,5.383,2.8
2011-03-12,8.625,9.75,1.125,6.208,9.8,4.129,0.3
2011-03-13,8.042,8.833,0.792,6.167,8.9,4.304,0.0
2011-03-14,16.5,17.75,1.25,13.833,10.2,5.2,-0.3
2011-03-15,17.381,21.286,3.905,15.652,10.5,5.096,0.3
2011-03-16,23.25,25.25,2.0,19.833,10.3,5.775,0.0
2011-03-17,31.875,40.0,8.125,38.458,11.2,6.738,3.6
2011-03-18,23.875,37.458,13.583,44.667,10.2,8.35,4.6
2011-03-19,5.0,5.458,0.458,4.769,9.7,6.462,3.0
2011-03-20,7.083,7.542,0.458,,13.7,7.012,0.4
2011-03-21,5.375,5.75,0.375,11.5,11.0,6.2,1.6
2011-03-22,23.458,29.042,5.583,25.583,14.6,7.104,-0.8
2011-03-23,21.208,22.583,1.375,37.458,10.8,8.512,6.0
2011-03-24,15.042,16.708,1.667,22.958,15.0,8.888,5.6
2011-03-25,8.542,9.292,0.75,7.792,15.0,7.288,1.1
2011-03-26,10.13,11.261,1.13,10.292,10.3,5.562,0.6
2011-03-27,18.0,19.417,1.417,15.458,14.8,7.975,-0.1
2011-03-28,15.042,17.25,2.208,19.208,15.3,8.204,2.2
2011-03-29,15.042,16.417,1.375,14.833,18.4,11.35,4.3
2011-03-30,37.0,47.167,10.167,28.417,19.3,12.621,6.7
2011-03-31,18.792,25.417,6.625,17.625,18.5,10.233,4.4
2011-04-01,18.833,21.083,2.25,18.75,17.2,9.688,1.8
2011-04-02,13.833,15.25,1.417,29.25,20.3,10.929,4.6
2011-04-03,7.5,8.083,0.583,12.583,12.6,7.692,4.6
2011-04-04,5.87,6.652,0.783,9.565,12.8,7.262,2.6
2011-04-05,19.167,21.417,2.25,13.5,18.0,9.675,0.4
2011-04-06,18.0,19.333,1.333,15.083,21.1,12.896,3.4
2011-04-07,28.182,30.909,2.727,28.364,20.5,12.859,7.4
2011-04-08,24.542,27.833,3.292,24.167,22.3,15.612,7.8
2011-04-09,21.25,26.542,5.292,19.458,16.4,14.138,12.2
2011-04-10,10.083,10.708,0.625,18.333,18.1,13.538,7.4
2011-04-11,12.542,13.542,1.0,43.125,19.2,12.525,6.9
2011-04-12,9.957,10.609,0.652,18.609,14.6,9.917,5.5
2011-04-13,18.708,20.125,1.417,22.333,23.2,13.196,2.4
2011-04-14,18.833,20.083,1.25,27.542,24.2,15.925,6.9
2011-04-15,23.5,27.667,4.167,31.458,25.8,18.454,10.5
2011-04-16,10.125,11.083,0.958,25.458,24.9,16.262,9.5
2011-04-17,4.792,5.0,0.208,13.042,20.4,13.596,7.5
2011-04-18,11.25,12.0,0.75,20.708,16.8,13.958,11.8
2011-04-19,11.583,12.417,0.833,11.75,12.4,9.221,6.0
2011-04-20,15.0,18.958,3.958,15.25,16.9,10.083,4.2
2011-04-21,13.0,14.333,1.333,19.792,14.3,11.15,7.3
2011-04-22,20.333,22.208,1.875,43.625,17.3,14.358,10.6
2011-04-23,11.667,12.542,0.875,17.583,20.6,16.617,12.5
2011-04-24,5.208,5.333,0.125,12.292,20.0,15.154,9.9
2011-04-25,12.375,13.75,1.375,14.958,18.8,12.196,6.8
2011-04-26,15.591,17.182,1.591,20.091,17.8,11.186,5.9
2011-04-27,11.913,13.348,1.435,32.042,28.3,17.908,8.2
2011-04-28,4.75,5.333,0.583,14.5,25.8,18.258,11.3
2011-04-29,6.458,7.042,0.583,12.875,19.9,14.138,8.7
2011-04-30,13.708,14.958,1.25,23.25,20.1,14.762,7.6
2011-05-01,11.292,12.375,1.083,26.417,23.3,17.317,13.5
2011-05-02,4.333,4.708,0.375,84.958,23.3,18.892,13.9
2011-05-03,9.542,10.167,0.625,63.083,18.9,14.538,9.6
2011-05-04,7.125,7.833,0.708,37.875,25.7,18.183,11.4
2011-05-05,6.583,7.083,0.5,18.833,16.8,14.321,12.0
2011-05-06,9.75,10.458,0.708,26.5,18.4,14.958,12.1
2011-05-07,14.042,15.167,1.125,44.292,18.3,15.983,13.9
2011-05-08,7.458,8.125,0.667,25.625,29.4,20.567,13.1
2011-05-09,14.0,14.81,0.81,21.458,25.4,19.479,12.8
2011-05-10,17.875,19.667,1.792,22.167,28.5,20.5,16.2
2011-05-11,14.583,15.208,0.625,21.542,18.2,14.6,13.6
2011-05-12,14.833,15.75,0.917,48.042,18.2,15.612,13.5
2011-05-13,14.917,17.875,2.958,58.083,28.3,19.679,14.3
2011-05-14,9.583,10.625,1.042,39.958,26.8,18.358,10.8
2011-05-15,7.583,7.917,0.333,17.5,26.9,20.092,12.3
2011-05-16,16.792,18.125,1.333,25.435,24.3,18.617,12.7
2011-05-17,18.875,20.667,1.792,28.583,23.1,17.992,15.1
2011-05-18,13.417,14.208,0.792,28.667,25.1,19.354,13.0
2011-05-19,21.458,22.333,0.875,36.708,27.9,21.296,14.0
2011-05-20,22.0,23.375,1.375,37.292,29.8,22.996,15.1
2011-05-21,20.625,22.167,1.542,45.292,31.8,24.096,16.8
2011-05-22,11.792,12.75,0.958,29.833,26.8,19.221,14.8
2011-05-23,12.826,13.696,0.87,18.75,18.4,15.517,13.8
2011-05-24,14.208,15.167,0.958,12.75,20.4,15.346,11.8
2011-05-25,20.333,23.167,2.833,22.167,26.4,19.404,12.2
2011-05-26,23.958,26.333,2.375,37.458,19.1,16.375,14.5
2011-05-27,18.583,19.917,1.333,31.292,19.5,17.733,15.5
2011-05-28,13.0,14.167,1.167,30.708,20.9,18.129,15.4
2011-05-29,8.125,8.958,0.833,8.5,19.0,17.875,16.6
2011-05-30,7.667,8.542,0.875,4.042,24.5,18.938,16.0
2011-05-31,8.917,9.875,0.958,11.875,20.4,16.483,12.1
2011-06-01,14.625,16.375,1.75,41.125,15.8,13.762,11.8
2011-06-02,21.625,24.417,2.792,60.583,15.4,14.383,12.9
2011-06-03,20.917,24.375,3.458,25.625,26.3,20.45,13.9
2011-06-04,17.583,19.417,1.833,39.125,28.7,22.471,15.5
2011-06-05,11.417,12.083,0.667,47.917,25.7,21.612,17.4
2011-06-06,9.0,9.727,0.727,29.458,30.8,24.054,16.6
2011-06-07,16.25,17.583,1.333,32.292,25.3,21.529,18.0
2011-06-08,14.083,15.125,1.042,20.417,25.1,21.021,17.3
2011-06-09,15.542,16.333,0.792,30.083,26.6,22.242,18.5
2011-06-10,19.417,20.667,1.25,55.625,25.6,22.825,19.6
2011-06-11,15.833,16.833,1.0,40.208,27.9,23.858,20.6
2011-06-12,10.833,11.292,0.458,23.375,26.3,22.975,19.5
2011-06-13,13.125,13.875,0.75,27.125,26.3,22.712,19.3
2011-06-14,13.875,14.875,1.0,24.435,24.9,21.829,18.9
2011-06-15,14.167,15.583,1.417,15.75,23.8,20.421,17.2
2011-06-16,18.958,21.833,2.875,24.875,23.9,20.488,16.7
2011-06-17,12.042,12.833,0.792,14.875,23.2,19.892,17.5
2011-06-18,17.5,18.75,1.25,29.875,21.5,19.462,18.1
2011-06-19,11.958,12.5,0.542,27.917,26.5,22.412,18.7
2011-06-20,17.042,17.875,0.833,41.25,29.1,24.912,20.3
2011-06-21,17.667,20.083,2.417,35.5,32.4,25.912,22.5
2011-06-22,14.348,15.696,1.348,24.0,35.7,28.933,21.2
2011-06-23,15.042,18.75,3.708,21.917,34.7,29.262,24.1
2011-06-24,10.917,15.875,4.958,17.083,38.8,31.479,24.8
2011-06-25,10.167,12.0,1.833,19.333,28.3,25.333,20.6
2011-06-26,7.042,7.292,0.25,23.583,22.7,21.079,19.0
2011-06-27,14.625,16.0,1.375,28.833,24.9,22.746,20.5
2011-06-28,17.458,23.208,5.75,36.208,34.1,28.312,21.6
2011-06-29,15.917,17.917,2.0,31.75,37.3,30.412,26.3
2011-06-30,12.792,14.667,1.875,33.583,33.7,28.3,24.5
2011-07-01,11.583,13.208,1.625,31.083,33.5,28.129,23.9
2011-07-02,10.0,10.792,0.792,40.083,32.6,27.825,25.1
2011-07-03,8.042,8.667,0.625,30.125,31.6,28.129,24.7
2011-07-04,13.773,15.136,1.364,42.217,35.1,29.258,25.2
2011-07-05,10.292,11.375,1.083,13.583,35.7,28.692,23.6
2011-07-06,9.75,10.5,0.75,20.125,33.0,27.783,23.0
2011-07-07,14.292,15.375,1.083,46.042,29.5,26.962,23.8
2011-07-08,14.708,16.583,1.875,33.542,33.9,28.725,24.1
2011-07-09,10.0,11.042,1.042,32.458,35.6,29.775,24.7
2011-07-10,7.583,8.333,0.75,20.667,36.3,28.479,24.3
2011-07-11,11.208,13.458,2.25,23.0,35.5,29.483,24.0
2011-07-12,12.5,14.292,1.792,24.333,34.8,29.65,25.6
2011-07-13,13.875,18.75,4.875,23.083,35.5,30.008,25.4
2011-07-14,15.958,21.792,5.833,24.5,36.2,30.846,25.5
2011-07-15,16.583,23.292,6.708,29.958,37.0,31.542,26.5
2011-07-16,13.583,14.75,1.167,33.0,37.2,31.0,26.8
2011-07-17,10.5,11.583,1.083,32.458,37.3,30.896,25.4
2011-07-18,12.042,14.167,2.125,26.083,36.2,30.796,26.5
2011-07-19,9.318,12.864,3.545,16.136,28.5,25.279,23.5
2011-07-20,9.208,11.167,1.958,17.083,29.0,25.425,21.2
2011-07-21,6.5,7.042,0.542,13.042,23.9,22.4,19.5
2011-07-22,10.125,11.125,1.0,13.792,25.6,21.525,18.4
2011-07-23,9.583,10.5,0.917,12.875,29.5,24.396,18.9
2011-07-24,7.833,8.583,0.75,18.083,30.3,26.596,23.0
2011-07-25,11.542,12.708,1.167,27.542,32.8,27.388,22.9
2011-07-26,12.958,13.875,0.917,22.208,31.8,27.129,23.0
2011-07-27,14.417,16.042,1.625,25.417,32.4,27.054,23.5
2011-07-28,11.333,11.958,0.625,18.417,30.6,25.75,23.2
2011-07-29,13.208,16.125,2.917,21.75,30.4,25.646,22.9
2011-07-30,9.125,9.667,0.542,16.583,27.8,24.192,21.8
2011-07-31,8.042,8.708,0.667,19.583,24.3,22.679,21.4
2011-08-01,12.042,13.5,1.458,28.25,25.4,23.038,20.9
2011-08-02,14.913,16.304,1.391,39.792,26.2,23.708,21.1
2011-08-03,14.625,15.958,1.333,44.792,30.3,26.117,22.9
2011-08-04,11.375,13.583,2.208,19.167,31.4,27.092,23.8
2011-08-05,10.625,14.083,3.458,18.333,31.4,27.333,24.0
2011-08-06,13.458,17.417,3.958,24.042,33.5,28.246,25.6
2011-08-07,9.125,10.625,1.5,18.542,34.4,27.725,24.5
2011-08-08,10.87,12.783,1.913,18.391,34.5,28.112,23.1
2011-08-09,15.042,17.125,2.083,45.917,36.0,30.192,24.4
2011-08-10,14.292,15.583,1.292,46.292,37.2,32.029,27.3
2011-08-11,11.333,12.5,1.167,33.792,37.5,31.875,27.2
2011-08-12,9.583,10.083,0.5,40.458,37.0,31.596,26.4
2011-08-13,7.958,8.375,0.417,49.5,34.2,30.358,26.7
2011-08-14,7.957,8.304,0.348,45.13,35.3,29.346,24.6
2011-08-15,8.913,9.87,0.957,30.5,34.9,28.971,24.1
2011-08-16,7.542,8.5,0.958,27.917,35.7,29.721,25.2
2011-08-17,9.792,10.625,0.833,37.0,35.1,30.454,25.2
2011-08-18,14.125,15.167,1.042,48.708,37.3,32.017,27.9
2011-08-19,10.792,11.75,0.958,15.667,29.0,24.658,21.0
2011-08-20,10.208,11.042,0.833,13.458,24.4,22.238,20.5
2011-08-21,6.958,7.292,0.333,12.417,21.0,20.112,19.3
2011-08-22,12.708,13.792,1.083,13.75,24.3,21.804,19.3
2011-08-23,15.458,16.667,1.208,36.167,27.3,24.154,21.5
2011-08-24,14.333,20.042,5.708,31.913,31.3,26.829,23.5
2011-08-25,15.042,25.875,10.833,13.5,27.0,25.512,24.5
2011-08-26,13.125,25.833,12.708,18.958,30.0,24.892,23.3
2011-08-27,12.167,18.375,6.208,22.375,26.4,24.179,22.4
2011-08-28,7.875,8.292,0.417,17.833,30.2,25.808,21.9
2011-08-29,12.375,13.833,1.458,20.083,30.9,26.125,22.3
2011-08-30,13.261,15.87,2.609,21.708,31.2,26.338,22.1
2011-08-31,13.583,15.708,2.125,20.917,29.9,26.079,22.3
2011-09-01,11.167,16.5,5.333,11.75,27.3,24.608,23.2
2011-09-02,6.333,8.619,2.286,22.75,30.9,27.154,24.5
2011-09-03,5.125,6.25,1.125,25.083,30.2,27.288,24.7
2011-09-04,4.875,5.708,0.833,22.542,28.0,25.875,22.1
2011-09-05,9.833,11.458,1.625,17.5,27.5,24.217,22.2
2011-09-06,6.958,7.583,0.625,7.5,29.8,24.925,20.7
2011-09-07,13.125,14.458,1.333,15.875,30.1,24.208,18.1
2011-09-08,16.0,17.333,1.333,28.458,30.6,25.212,19.9
2011-09-09,15.0,16.0,1.0,43.333,30.7,26.471,21.4
2011-09-10,,,,40.25,33.2,28.642,23.6
2011-09-11,,,,30.292,31.3,27.696,25.0
2011-09-12,,,,21.696,32.7,27.996,24.4
2011-09-13,,,,20.458,33.0,28.462,24.3
2011-09-14,,,,33.625,33.4,28.738,24.2
2011-09-15,,,,26.125,32.8,28.404,25.0
2011-09-16,,,,20.292,32.0,27.854,24.9
2011-09-17,,,,14.875,31.6,27.633,24.7
2011-09-18,,,,18.792,33.5,28.488,25.2
2011-09-19,,,,24.833,31.8,25.75,19.5
2011-09-20,,,,10.625,20.2,19.033,18.4
2011-09-21,,,,7.458,23.7,20.296,17.9
2011-09-22,,,,8.667,28.5,22.262,18.0
2011-09-23,,,,9.542,22.4,18.554,14.8
2011-09-24,,,,11.292,24.2,19.317,12.9
2011-09-25,,,,15.375,22.6,19.792,16.6
2011-09-26,,,,24.917,19.0,17.283,14.9
2011-09-27,,,,16.0,25.3,19.45,15.1
2011-09-28,,,,19.333,24.8,19.154,14.1
2011-09-29,,,,21.375,25.6,20.121,14.1
2011-09-30,,,,27.125,25.4,21.929,16.7
2011-10-01,,,,9.333,25.4,21.117,17.2
2011-10-02,,,,12.083,18.8,17.05,15.6
2011-10-03,,,,5.292,21.7,16.779,12.8
2011-10-04,,,,12.875,22.2,16.517,10.3
2011-10-05,,,,32.75,15.7,14.654,13.8
2011-10-06,,,,7.042,26.6,19.925,14.7
2011-10-07,,,,14.375,23.9,18.492,14.3
2011-10-08,,,,24.458,23.9,17.967,12.3
2011-10-09,,,,34.75,23.0,17.996,12.5
2011-10-10,,,,35.542,25.4,19.992,15.6
2011-10-11,,,,38.542,26.6,20.146,15.2
2011-10-12,,,,32.583,25.6,19.729,15.5
2011-10-13,,,,38.958,20.2,17.225,13.5
2011-10-14,,,,62.583,22.0,18.296,12.7
2011-10-15,,,,47.375,21.7,20.05,18.5
2011-10-16,,,,25.875,27.4,22.538,18.8
2011-10-17,10.0,10.1,0.1,19.042,24.1,19.896,15.8
2011-10-18,10.375,10.792,0.417,14.208,23.1,18.642,16.0
2011-10-19,19.833,28.833,9.0,21.5,17.0,14.504,11.5
2011-10-20,17.708,21.583,3.875,19.333,19.4,15.858,12.2
2011-10-21,15.458,25.292,9.833,18.833,20.7,16.817,12.9
2011-10-22,19.958,25.083,5.125,17.333,18.8,17.083,15.1
2011-10-23,16.875,21.792,4.917,26.708,23.8,20.562,17.8
2011-10-24,20.0,23.478,3.478,15.25,20.2,18.7,17.4
2011-10-25,14.292,17.583,3.292,23.083,23.1,19.067,15.2
2011-10-26,5.542,6.208,0.667,5.208,19.3,14.396,9.5
2011-10-27,18.625,21.583,2.958,20.625,17.8,12.708,8.2
2011-10-28,21.917,25.625,3.708,25.708,18.3,12.721,7.8
2011-10-29,17.917,20.5,2.583,28.417,21.4,14.696,8.1
2011-10-30,20.625,25.292,4.667,37.333,16.8,14.567,11.1
2011-10-31,11.292,13.542,2.25,10.708,23.3,17.121,12.4
2011-11-01,19.5,21.875,2.375,15.5,21.7,15.562,10.3
2011-11-02,23.417,26.458,3.042,27.227,20.0,14.846,9.1
2011-11-03,27.625,40.583,12.958,41.792,19.8,15.467,12.4
2011-11-04,23.708,45.667,21.958,32.083,22.4,16.254,10.2
2011-11-05,25.708,34.625,8.917,51.875,19.7,16.392,12.2
2011-11-06,19.958,27.083,7.125,45.625,18.2,16.617,15.6
2011-11-07,12.0,15.875,3.875,8.042,22.6,17.838,14.8
2011-11-08,10.652,12.043,1.391,6.75,19.3,14.546,9.3
2011-11-09,19.667,25.042,5.375,15.458,16.5,12.133,6.9
2011-11-10,23.0,33.333,10.333,19.5,16.1,12.008,8.3
2011-11-11,24.417,34.458,10.042,24.542,11.9,11.075,10.5
2011-11-12,17.083,24.667,7.583,10.583,19.4,15.55,10.5
2011-11-13,17.792,23.0,5.208,25.25,19.2,15.867,11.7
2011-11-14,12.75,14.042,1.292,21.625,20.7,15.488,11.2
2011-11-15,9.5,10.417,0.917,7.417,17.6,12.679,8.9
2011-11-16,12.833,16.042,3.208,7.5,14.5,9.908,6.2
2011-11-17,15.542,21.875,6.333,11.0,17.6,12.004,6.0
2011-11-18,18.235,22.412,4.176,11.412,14.7,9.694,4.9
2011-11-21,14.353,16.882,2.529,4.412,14.9,10.406,4.8
2011-11-22,21.13,26.696,5.565,9.125,14.7,8.683,3.0
2011-11-23,26.958,34.75,7.792,26.458,13.9,9.096,2.9
2011-11-24,17.208,26.583,9.375,20.458,17.8,9.75,4.8
2011-11-25,13.375,16.25,2.875,5.208,14.9,8.342,3.0
2011-11-26,18.042,21.917,3.875,14.5,13.1,8.021,3.7
2011-11-27,23.292,39.167,15.875,29.75,12.1,6.879,2.1
2011-11-28,33.5,92.667,59.167,43.75,14.3,9.042,4.0
2011-11-29,37.667,102.667,65.0,49.833,16.4,10.5,6.0
2011-11-30,26.042,50.958,24.917,39.167,17.8,12.246,5.9
2011-12-01,15.5,18.292,2.792,10.375,9.1,7.142,5.6
2011-12-02,19.125,22.583,3.458,14.542,5.7,4.512,2.9
2011-12-03,22.833,46.208,23.375,17.458,14.7,9.312,5.2
2011-12-04,6.792,7.625,0.833,5.625,15.2,11.542,7.0
2011-12-05,9.625,11.5,1.875,5.833,13.8,8.821,5.7
2011-12-06,27.875,44.125,16.25,22.5,9.3,5.908,2.7
2011-12-07,30.909,72.409,41.5,34.826,11.5,6.383,1.4
2011-12-08,26.375,56.458,30.083,43.708,8.8,5.758,3.4
2011-12-09,14.167,16.375,2.208,8.458,10.5,5.292,2.2
2011-12-10,23.25,33.042,9.792,12.25,9.9,4.338,-0.2
2011-12-11,15.792,20.583,4.792,10.583,14.2,6.867,-0.2
2011-12-12,27.833,55.583,27.75,17.417,13.8,7.138,0.9
2011-12-13,14.917,17.75,2.833,6.917,12.7,8.054,5.0
2011-12-14,26.5,44.458,17.958,24.667,11.2,5.688,1.4
2011-12-15,20.208,33.292,13.083,18.042,17.3,7.683,1.3
2011-12-16,18.25,32.792,14.542,8.5,11.9,5.367,1.6
2011-12-17,13.5,15.625,2.125,5.042,8.2,3.517,-0.5
2011-12-18,13.708,16.25,2.542,7.167,10.5,4.017,-2.4
2011-12-19,28.696,62.478,33.783,19.708,8.6,2.875,-1.8
2011-12-20,10.292,12.542,2.25,4.958,9.1,4.85,1.4
2011-12-21,30.167,61.458,31.292,20.75,7.1,2.008,-1.6
2011-12-22,31.625,69.75,38.125,41.0,7.3,2.667,-1.9
2011-12-23,6.0,7.083,1.083,3.5,7.2,4.037,0.7
2011-12-24,18.833,27.917,9.083,12.917,8.5,3.033,-0.3
2011-12-25,10.167,11.667,1.5,5.417,7.9,3.242,0.4
2011-12-26,18.708,22.167,3.458,4.625,6.8,1.696,-1.9
2011-12-27,14.458,16.833,2.375,5.875,8.3,2.688,-1.1
2011-12-28,20.292,32.333,12.042,11.958,9.2,3.329,-0.2
2011-12-29,21.375,29.5,8.125,16.167,8.1,3.371,-2.4
2011-12-30,7.25,8.375,1.125,7.333,7.5,3.833,0.2
2011-12-31,11.125,12.833,1.708,10.625,10.3,3.846,-0.8
2012-01-01,8.958,9.958,1.0,10.333,10.7,3.996,-1.5
2012-01-02,9.542,11.833,2.292,14.75,14.3,5.658,-2.1
2012-01-03,4.25,4.708,0.458,6.667,6.2,2.838,-1.0
2012-01-04,4.875,5.625,0.75,4.208,5.3,0.888,-2.2
2012-01-05,14.042,17.667,3.625,12.583,5.1,0.85,-2.3
2012-01-06,8.083,8.875,0.792,6.917,9.9,3.1,-3.1
2012-01-07,20.125,26.75,6.625,14.458,9.1,3.521,-0.1
2012-01-08,33.208,57.375,24.167,29.0,10.6,3.475,-3.3
2012-01-09,26.833,36.333,9.5,23.542,9.8,5.15,1.4
2012-01-10,8.783,9.87,1.087,5.792,7.6,3.329,0.0
2012-01-11,14.083,16.875,2.792,8.833,7.9,2.533,-2.0
2012-01-12,29.583,38.917,9.333,20.875,7.4,1.642,-3.6
2012-01-13,21.042,24.5,3.458,22.292,14.3,6.762,-0.2
2012-01-14,16.042,18.042,2.0,27.792,6.3,3.296,0.3
2012-01-15,6.583,7.458,0.875,7.375,6.2,3.146,1.2
2012-01-16,23.375,34.167,10.792,17.125,7.6,2.65,-1.1
2012-01-17,13.125,14.667,1.542,11.167,8.1,2.829,-0.9
2012-01-18,8.75,9.917,1.167,7.042,5.2,1.475,-1.7
2012-01-19,8.583,9.792,1.208,8.167,9.7,4.258,-0.7
2012-01-20,6.667,7.417,0.75,7.25,8.7,4.208,1.0
2012-01-21,22.792,28.0,5.208,19.083,7.8,4.017,-0.5
2012-01-22,21.208,28.125,6.917,25.458,11.9,5.542,2.6
2012-01-23,16.958,19.542,2.583,10.625,8.4,5.425,2.9
2012-01-24,27.913,34.174,6.261,23.696,9.5,5.462,1.5
2012-01-25,17.125,36.542,19.417,16.333,8.4,3.229,-0.7
2012-01-26,7.833,9.167,1.333,7.042,5.3,1.225,-2.0
2012-01-27,8.375,9.25,0.875,7.083,7.2,2.612,-1.1
2012-01-28,7.542,8.625,1.083,5.958,8.6,3.917,0.6
2012-01-29,9.042,10.333,1.292,6.042,10.2,4.896,0.0
2012-01-30,7.833,8.833,1.0,10.5,11.0,5.625,1.9
2012-01-31,27.583,38.958,11.375,23.667,8.5,2.892,-2.6
2012-02-01,37.792,51.583,13.792,38.5,10.0,4.362,-2.8
2012-02-02,22.042,27.167,5.125,33.042,17.5,10.158,2.8
2012-02-03,6.5,6.958,0.458,5.375,11.3,6.983,4.1
2012-02-04,19.667,22.167,2.5,16.875,11.5,7.4,4.0
2012-02-05,7.458,8.167,0.708,8.167,11.8,6.967,3.4
2012-02-06,30.958,44.208,13.25,30.833,5.8,2.292,0.3
2012-02-07,22.739,28.391,5.652,24.458,8.3,4.592,0.9
2012-02-08,4.583,5.417,0.833,5.042,5.5,2.583,-0.5
2012-02-09,6.875,7.917,1.042,10.708,6.9,2.175,-1.5
2012-02-10,9.542,10.375,0.833,8.542,10.9,3.462,-3.4
