date,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2011-02-26,4.083,-46.0,-77.542,-115.0
2011-02-27,3.542,-51.0,-85.333,-155.0
2011-02-28,9.25,-26.0,-96.208,-167.0
2011-03-01,6.087,51.0,13.375,-20.0
2011-03-02,5.042,-3.0,-28.833,-75.0
2011-03-03,4.75,-29.0,-77.375,-138.0
2011-03-04,3.833,-39.0,-82.833,-127.0
2011-03-05,7.083,-19.0,-78.083,-156.0
2011-03-06,5.375,42.0,-0.75,-48.0
2011-03-07,3.0,5.0,-5.167,-20.0
2011-03-08,3.917,16.0,-8.625,-23.0
2011-03-09,4.167,7.0,-22.375,-55.0
2011-03-10,4.5,14.0,-41.167,-97.0
2011-03-11,3.875,7.0,-49.625,-107.0
2011-03-12,6.708,3.0,-47.167,-99.0
2011-03-13,5.167,-4.0,-38.125,-74.0
2011-03-14,4.708,16.0,-35.833,-107.0
2011-03-15,6.391,21.0,-13.583,-40.0
2011-03-16,4.583,20.0,-17.583,-74.0
2011-03-17,5.208,63.0,21.125,-21.0
2011-03-18,3.083,27.0,-10.0,-70.0
2011-03-19,2.708,-46.0,-69.292,-96.0
2011-03-20,2.542,-37.0,-56.625,-74.0
2011-03-21,3.708,-6.0,-31.75,-74.0
2011-03-22,4.417,30.0,-3.417,-50.0
2011-03-23,3.333,38.0,4.917,-27.0
2011-03-24,4.917,4.0,-17.75,-34.0
2011-03-25,3.458,1.0,-21.0,-48.0
2011-03-26,3.375,3.0,-27.625,-66.0
2011-03-27,3.208,16.0,-23.542,-69.0
2011-03-28,4.875,43.0,-26.958,-106.0
2011-03-29,4.826,96.0,27.0,-66.0
2011-03-30,3.417,136.0,87.375,50.0
2011-03-31,1.625,49.0,11.875,-34.0
2011-04-01,1.833,114.0,53.583,-9.0
2011-04-02,0.917,21.0,0.917,-15.0
2011-04-03,1.375,20.0,-1.792,-28.0
2011-04-04,2.208,36.0,-9.083,-66.0
2011-04-05,2.917,116.0,48.542,-26.0
2011-04-06,2.792,160.0,77.042,-11.0
2011-04-07,2.208,141.0,86.083,9.0
2011-04-08,1.208,80.0,61.542,17.0
2011-04-09,2.333,112.0,47.0,-16.0
2011-04-10,2.042,140.0,68.667,-14.0
2011-04-11,1.417,93.0,49.333,9.0
2011-04-12,1.375,79.0,41.292,0.0
2011-04-13,2.25,93.0,52.458,5.0
2011-04-14,1.783,125.0,71.208,26.0
2011-04-15,3.958,183.0,105.833,4.0
2011-04-16,1.417,143.0,97.125,19.0
2011-04-17,0.375,16.0,11.333,5.0
2011-04-18,1.792,66.0,36.125,16.0
2011-04-19,1.375,86.0,42.458,9.0
2011-04-20,1.25,106.0,41.75,0.0
2011-04-21,1.5,90.0,35.292,-2.0
2011-04-22,1.833,92.0,44.417,0.0
2011-04-23,1.042,101.0,66.333,38.0
2011-04-24,0.917,114.0,75.875,58.0
2011-04-25,1.25,99.0,74.292,53.0
2011-04-26,1.522,116.0,83.042,33.0
2011-04-27,1.381,166.0,101.083,52.0
2011-04-28,1.304,105.0,64.458,34.0
2011-04-29,0.917,108.0,72.833,25.0
2011-04-30,1.583,166.0,121.0,78.0
2011-05-01,1.167,105.0,85.167,55.0
2011-05-02,1.083,84.0,48.208,26.0
2011-05-03,1.042,84.0,53.625,26.0
2011-05-04,1.042,59.0,38.708,14.0
2011-05-05,1.125,103.0,65.0,30.0
2011-05-06,2.333,168.0,91.125,5.0
2011-05-07,1.208,179.0,125.292,73.0
2011-05-08,1.0,128.0,91.292,57.0
2011-05-09,1.0,140.0,91.0,49.0
2011-05-10,1.042,101.0,73.75,59.0
2011-05-11,1.75,144.0,94.083,42.0
2011-05-12,2.174,193.0,118.625,24.0
2011-05-13,1.167,132.0,99.375,77.0
2011-05-14,1.083,100.0,71.583,26.0
2011-05-15,1.083,113.0,63.75,18.0
2011-05-16,2.5,210.0,112.042,18.0
2011-05-17,1.25,152.0,112.667,79.0
2011-05-18,1.958,190.0,130.458,64.0
2011-05-19,2.208,204.0,141.417,75.0
2011-05-20,1.833,190.0,148.042,117.0
2011-05-21,1.417,156.0,135.875,113.0
2011-05-22,1.167,145.0,110.0,83.0
2011-05-23,1.167,116.0,75.708,40.0
2011-05-24,1.208,194.0,123.458,42.0
2011-05-25,1.375,186.0,137.75,99.0
2011-05-26,1.261,249.0,162.958,80.0
2011-05-27,1.792,241.0,166.792,94.0
2011-05-28,1.625,247.0,174.958,123.0
2011-05-29,0.917,201.0,146.708,107.0
2011-05-30,0.667,178.0,128.0,68.0
2011-05-31,1.333,202.0,118.625,44.0
2011-06-01,2.625,194.0,129.25,64.0
2011-06-02,1.75,204.0,134.167,64.0
2011-06-03,1.25,194.0,158.292,128.0
2011-06-04,1.042,185.0,153.167,118.0
2011-06-05,1.042,209.0,170.917,132.0
2011-06-06,1.042,236.0,171.25,117.0
2011-06-07,2.0,258.0,187.167,113.0
2011-06-08,2.875,293.0,208.375,142.0
2011-06-09,2.043,270.0,206.875,157.0
2011-06-10,1.417,247.0,197.417,169.0
2011-06-11,1.0,266.0,196.0,157.0
2011-06-12,1.0,219.0,171.917,145.0
2011-06-13,0.917,198.0,159.417,129.0
2011-06-14,0.958,173.0,142.625,122.0
2011-06-15,0.833,183.0,145.25,117.0
2011-06-16,1.167,235.0,172.0,124.0
2011-06-17,1.542,271.0,199.542,113.0
2011-06-18,1.167,214.0,179.583,163.0
2011-06-19,1.083,246.0,199.5,161.0
2011-06-20,1.75,232.0,195.875,166.0
2011-06-21,1.833,301.0,237.167,154.0
2011-06-22,1.25,268.0,219.083,172.0
2011-06-23,0.864,183.0,151.917,97.0
2011-06-24,0.667,152.0,115.5,92.0
2011-06-25,0.958,160.0,126.833,93.0
2011-06-26,3.333,241.0,163.333,77.0
2011-06-27,1.708,239.0,181.875,116.0
2011-06-28,1.167,253.0,211.083,168.0
2011-06-29,1.333,264.0,227.667,195.0
2011-06-30,1.5,244.0,211.667,184.0
2011-07-01,1.042,286.0,217.833,166.0
2011-07-02,1.333,291.0,223.667,171.0
2011-07-03,1.292,294.0,236.5,174.0
2011-07-04,0.833,231.0,217.333,209.0
2011-07-05,1.042,236.0,207.208,190.0
2011-07-06,0.917,263.0,220.333,177.0
2011-07-07,1.636,314.0,247.167,183.0
2011-07-08,1.375,246.0,227.75,211.0
2011-07-09,1.417,281.0,243.708,213.0
2011-07-10,0.708,260.0,232.875,215.0
2011-07-11,1.208,288.0,238.167,199.0
2011-07-12,1.208,287.0,241.208,199.0
2011-07-13,1.292,289.0,241.5,209.0
2011-07-14,0.667,215.0,191.125,155.0
2011-07-15,1.043,212.0,180.304,152.0
2011-07-16,1.304,225.0,195.609,169.0
2011-07-17,1.042,224.0,203.542,185.0
2011-07-18,1.042,285.0,227.833,192.0
2011-07-19,1.25,300.0,227.292,165.0
2011-07-20,1.0,238.0,178.583,135.0
2011-07-21,1.435,248.0,185.5,114.0
2011-07-22,2.375,263.0,203.25,152.0
2011-07-23,1.833,250.0,200.375,165.0
2011-07-24,1.083,297.0,226.792,154.0
2011-07-25,1.583,269.0,232.417,207.0
2011-07-26,1.417,284.0,236.042,199.0
2011-07-27,1.625,302.0,242.5,188.0
2011-07-28,1.333,309.0,256.917,213.0
2011-07-29,1.125,308.0,255.292,202.0
2011-07-30,1.0,269.0,216.292,184.0
2011-07-31,1.125,265.0,220.042,184.0
2011-08-01,1.125,276.0,222.5,184.0
2011-08-02,1.542,272.0,219.417,175.0
2011-08-03,1.708,296.0,235.958,173.0
2011-08-04,1.609,314.0,248.583,189.0
2011-08-05,1.125,310.0,253.625,209.0
2011-08-06,1.292,311.0,262.417,222.0
2011-08-07,1.042,314.0,265.833,226.0
2011-08-08,1.292,325.0,264.958,207.0
2011-08-09,1.25,320.0,260.875,212.0
2011-08-10,1.042,299.0,262.833,237.0
2011-08-11,0.958,311.0,268.167,237.0
2011-08-12,1.125,278.0,237.708,180.0
2011-08-13,1.125,309.0,236.917,157.0
2011-08-14,1.292,277.0,232.5,198.0
2011-08-15,0.458,281.0,233.375,203.0
2011-08-16,0.25,218.0,197.542,179.0
2011-08-17,1.0,258.0,213.625,180.0
2011-08-18,1.067,255.0,213.5,177.0
2011-08-19,0.636,269.0,223.875,179.0
2011-08-20,0.333,246.0,206.875,175.0
2011-08-21,0.583,259.0,212.583,172.0
2011-08-22,0.652,265.0,212.458,166.0
2011-08-23,0.417,220.0,192.875,173.0
2011-08-24,0.833,256.0,214.833,175.0
2011-08-25,1.091,231.0,201.211,188.0
2011-08-26,0.667,259.0,199.375,172.0
2011-08-27,0.833,268.0,214.083,159.0
2011-08-28,1.083,294.0,220.375,154.0
2011-08-29,2.667,297.0,230.958,164.0
2011-08-30,1.625,258.0,231.75,199.0
2011-08-31,1.5,267.0,234.417,200.0
2011-09-01,1.739,302.0,257.917,213.0
2011-09-02,0.792,230.0,208.25,193.0
2011-09-03,0.591,308.0,232.136,197.0
2011-09-04,1.333,272.0,228.25,193.0
2011-09-05,1.5,268.0,221.583,177.0
2011-09-06,1.083,250.0,199.0,159.0
2011-09-07,0.542,238.0,188.25,144.0
2011-09-08,1.042,272.0,227.333,194.0
2011-09-09,1.917,260.0,206.583,165.0
2011-09-10,1.125,225.0,185.708,142.0
2011-09-11,1.583,219.0,170.125,123.0
2011-09-12,1.292,194.0,175.833,160.0
2011-09-13,1.375,224.0,180.875,151.0
2011-09-14,1.125,247.0,190.542,150.0
2011-09-15,1.348,252.0,203.125,159.0
2011-09-16,1.083,280.0,229.667,198.0
2011-09-17,1.167,231.0,201.375,165.0
2011-09-18,1.042,162.0,150.042,126.0
2011-09-19,1.125,160.0,135.625,113.0
2011-09-20,1.208,189.0,136.25,97.0
2011-09-21,1.583,151.0,123.0,92.0
2011-09-22,1.125,143.0,124.458,105.0
2011-09-23,1.292,162.0,126.5,95.0
2011-09-24,1.75,186.0,139.083,106.0
2011-09-25,1.0,214.0,151.958,95.0
2011-09-26,1.375,220.0,157.375,91.0
2011-09-27,1.708,226.0,163.375,113.0
2011-09-28,2.042,242.0,155.833,81.0
2011-09-29,1.652,214.0,158.875,95.0
2011-09-30,1.583,182.0,153.625,122.0
2011-10-01,0.958,112.0,89.292,51.0
2011-10-02,0.875,106.0,60.0,32.0
2011-10-03,0.958,69.0,49.833,29.0
2011-10-04,1.875,162.0,91.583,19.0
2011-10-05,2.167,187.0,124.208,64.0
2011-10-06,2.167,126.0,104.208,73.0
2011-10-07,1.542,126.0,109.208,83.0
2011-10-08,1.833,178.0,116.375,69.0
2011-10-09,1.875,192.0,125.833,65.0
2011-10-10,1.458,181.0,134.125,94.0
2011-10-11,1.833,141.0,98.5,57.0
2011-10-12,1.958,160.0,85.458,33.0
2011-10-13,1.909,165.0,111.167,66.0
2011-10-14,3.875,193.0,109.667,30.0
2011-10-15,2.958,166.0,126.708,87.0
2011-10-16,1.958,187.0,156.333,129.0
2011-10-17,1.25,158.0,119.958,58.0
2011-10-18,1.5,86.0,65.792,47.0
2011-10-19,2.0,156.0,103.875,45.0
2011-10-20,3.542,170.0,82.292,9.0
2011-10-21,4.458,182.0,95.25,17.0
2011-10-22,3.167,176.0,114.542,56.0
2011-10-23,1.125,128.0,114.25,94.0
2011-10-24,2.417,139.0,109.958,69.0
2011-10-25,1.833,155.0,120.25,72.0
2011-10-26,1.167,77.0,65.25,55.0
2011-10-27,1.957,106.0,68.958,31.0
2011-10-28,3.167,142.0,79.792,16.0
2011-10-29,2.042,139.0,88.458,36.0
2011-10-30,3.125,139.0,81.083,26.0
2011-10-31,3.083,159.0,95.833,37.0
2011-11-01,2.792,134.0,74.75,44.0
2011-11-02,3.75,167.0,93.542,12.0
2011-11-03,1.875,129.0,89.833,43.0
2011-11-04,3.125,141.0,71.083,9.0
2011-11-05,2.958,97.0,75.542,49.0
2011-11-06,1.75,91.0,68.792,47.0
2011-11-07,2.833,93.0,67.708,46.0
2011-11-08,2.333,72.0,43.208,16.0
2011-11-09,2.478,75.0,33.125,-2.0
2011-11-10,2.3,109.0,62.958,23.0
2011-11-11,4.292,131.0,58.708,-8.0
2011-11-12,3.75,142.0,79.583,20.0
2011-11-13,2.917,128.0,76.5,51.0
2011-11-14,1.5,60.0,38.958,15.0
2011-11-15,1.917,14.0,0.708,-15.0
2011-11-16,2.917,19.0,1.0,-14.0
2011-11-17,2.958,19.0,-1.458,-22.0
2011-11-18,4.292,65.0,29.042,-19.0
2011-11-19,2.958,78.0,57.833,36.0
2011-11-20,1.375,87.0,48.292,-16.0
2011-11-21,2.042,-20.0,-41.792,-57.0
2011-11-22,3.167,-5.0,-22.708,-56.0
2011-11-23,2.667,26.0,-4.833,-27.0
2011-11-24,3.348,75.0,24.375,-2.0
2011-11-25,1.958,8.0,-7.667,-17.0
2011-11-26,3.0,21.0,3.5,-18.0
2011-11-27,3.875,45.0,25.833,15.0
2011-11-28,5.708,59.0,25.917,-4.0
2011-11-29,5.083,55.0,24.917,4.0
2011-11-30,3.625,5.0,-30.375,-58.0
2011-12-01,2.5,-31.0,-48.417,-66.0
2011-12-02,4.708,-27.0,-64.0,-96.0
2011-12-03,6.917,-31.0,-71.583,-116.0
2011-12-04,4.542,15.0,-0.625,-30.0
2011-12-05,3.333,5.0,-11.917,-34.0
2011-12-06,3.667,7.0,-16.667,-33.0
2011-12-07,3.375,7.0,-17.708,-36.0
2011-12-08,4.909,-31.0,-66.042,-142.0
2011-12-09,8.708,-68.0,-103.5,-152.0
2011-12-10,4.625,6.0,-22.417,-79.0
2011-12-11,3.167,-9.0,-25.208,-43.0
2011-12-12,4.208,-16.0,-34.833,-51.0
2011-12-13,3.458,-27.0,-41.792,-63.0
2011-12-14,3.75,9.0,-10.583,-38.0
2011-12-15,4.167,34.0,-13.167,-51.0
2011-12-16,2.583,-49.0,-65.25,-89.0
2011-12-17,3.667,-52.0,-79.458,-118.0
2011-12-18,2.875,-51.0,-61.083,-75.0
2011-12-19,5.833,-41.0,-69.667,-102.0
2011-12-20,6.917,-43.0,-81.458,-119.0
2011-12-21,6.625,-58.0,-99.0,-137.0
2011-12-22,11.087,-68.0,-117.75,-179.0
2011-12-23,6.625,11.0,-28.875,-70.0
2011-12-24,2.167,-27.0,-40.458,-65.0
2011-12-25,2.458,-16.0,-43.083,-78.0
2011-12-26,4.542,-3.0,-27.417,-52.0
2011-12-27,2.333,-33.0,-46.792,-56.0
2011-12-28,2.958,-5.0,-28.042,-51.0
2011-12-29,5.625,-9.0,-39.542,-71.0
2011-12-30,4.083,-17.0,-45.333,-54.0
2011-12-31,3.583,-5.0,-34.292,-89.0
2012-01-01,4.25,,,
2012-01-02,4.958,,,
2012-01-03,2.565,,,
2012-01-04,4.125,,,
2012-01-05,4.583,,,
2012-01-06,3.083,,,
2012-01-07,3.13,,,
2012-01-08,6.0,,,
2012-01-09,6.333,,,
2012-01-10,5.5,,,
2012-01-11,7.0,,,
2012-01-12,4.375,,,
2012-01-13,5.875,,,
2012-01-14,5.042,,,
2012-01-15,4.667,,,
2012-01-16,8.667,,,
2012-01-17,6.478,,,
2012-01-18,7.958,,,
2012-01-19,8.292,,,
2012-01-20,4.25,,,
2012-01-21,5.417,,,
2012-01-22,5.542,,,
2012-01-23,5.708,,,
2012-01-24,7.458,,,
2012-01-25,7.375,,,
2012-01-26,3.25,,,
2012-01-27,3.25,,,
2012-01-28,5.913,,,
2012-01-29,5.15,,,
2012-01-30,7.792,,,
2012-01-31,4.174,,,
2012-02-01,5.957,,,
2012-02-02,2.75,,,
2012-02-03,1.042,,,
2012-02-04,2.458,,,
2012-02-05,2.375,,,
2012-02-06,4.917,,,
2012-02-07,4.792,,,
2012-02-08,4.5,,,
2012-02-09,1.708,,,
2012-02-10,2.5,,,
2012-02-11,3.25,,,
2012-02-12,5.333,,,
2012-02-13,5.083,,,
2012-02-14,7.043,,,
2012-02-15,4.167,,,
2012-02-16,4.083,,,
2012-02-17,3.375,,,
2012-02-18,5.042,,,
2012-02-19,4.542,,,
2012-02-20,3.083,,,
2012-02-21,4.875,,,
2012-02-22,3.25,,,
2012-02-23,2.833,,,
2012-02-24,3.75,,,
2012-02-25,4.667,,,
2012-02-26,3.583,,,
2012-02-27,5.958,,,
2012-02-28,2.773,,,
2012-03-01,3.375,,,
2012-03-02,2.458,,,
2012-03-03,2.125,,,
2012-03-04,4.042,,,
2012-03-05,4.042,,,
2012-03-06,3.542,,,
2012-03-07,4.958,,,
2012-03-08,3.042,,,
2012-03-09,2.042,,,
2012-03-10,2.375,,,
2012-03-11,2.292,,,
2012-03-12,3.083,,,
2012-03-13,3.125,,,
2012-03-14,1.565,,,
2012-03-15,2.375,,,
2012-03-16,2.417,,,
2012-03-17,2.667,,,
2012-03-18,3.875,,,
2012-03-19,3.0,,,
2012-03-20,2.542,,,
2012-03-21,1.583,,,
2012-03-22,2.208,,,
2012-03-23,1.792,,,
2012-03-24,2.167,,,
2012-03-25,4.292,,,
2012-03-26,2.792,,,
2012-03-27,3.667,,,
2012-03-28,3.739,,,
2012-03-29,2.083,,,
2012-03-30,2.292,,,
2012-03-31,2.542,,,
2012-04-01,2.625,,,
2012-04-02,2.625,,,
2012-04-03,5.042,,,
2012-04-04,1.833,,,
2012-04-05,2.042,,,
2012-04-06,3.417,,,
2012-04-07,3.417,,,
2012-04-08,2.75,,,
2012-04-09,3.208,,,
2012-04-10,4.292,,,
2012-04-11,3.542,,,
2012-04-12,3.0,,,
2012-04-13,2.375,,,
2012-04-14,2.75,,,
2012-04-15,4.208,,,
2012-04-16,4.417,,,
2012-04-17,2.5,,,
2012-04-18,3.292,,,
2012-04-19,4.083,,,
2012-04-20,3.333,,,
2012-04-21,2.833,,,
2012-04-22,3.042,,,
2012-04-23,2.208,,,
2012-04-24,3.458,,,
2012-04-25,2.818,,,
2012-04-26,2.0,,,
2012-04-27,1.409,,,
2012-04-28,2.333,,,
2012-04-29,1.958,,,
2012-04-30,2.5,,,
2012-05-01,3.417,,,
2012-05-02,2.042,,,
2012-05-03,1.458,,,
2012-05-04,1.333,,,
2012-05-05,1.125,,,
2012-05-06,1.208,,,
2012-05-07,1.333,,,
2012-05-08,1.417,,,
2012-05-09,1.25,,,
2012-05-10,1.0,,,
2012-05-11,1.208,,,
2012-05-12,1.083,,,
2012-05-13,1.208,,,
2012-05-14,1.792,,,
2012-05-15,1.792,,,
2012-05-16,1.375,,,
2012-05-17,1.167,,,
2012-05-18,1.292,,,
2012-05-19,1.25,,,
2012-05-20,2.125,,,
2012-05-21,3.167,,,
2012-05-22,3.5,,,
2012-05-23,2.5,,,
2012-05-24,1.227,,,
2012-05-25,1.0,,,
2012-05-26,0.917,,,
2012-05-27,1.042,,,
2012-05-28,1.833,,,
2012-05-29,1.917,,,
2012-05-30,1.583,,,
2012-05-31,1.042,,,
2012-06-01,1.292,,,
2012-06-02,1.792,,,
2012-06-03,1.708,,,
2012-06-04,1.542,,,
2012-06-05,1.875,,,
2012-06-06,1.542,,,
2012-06-07,1.261,,,
2012-06-08,1.125,,,
2012-06-09,1.125,,,
2012-06-10,0.958,,,
2012-06-11,0.917,,,
2012-06-12,1.375,,,
2012-06-13,1.417,,,
2012-06-14,2.167,,,
2012-06-15,2.542,,,
2012-06-16,2.625,,,
2012-06-17,1.042,,,
2012-06-18,1.0,,,
2012-06-19,1.125,,,
2012-06-20,1.0,,,
2012-06-21,1.0,,,
2012-06-22,1.167,,,
2012-06-23,1.0,,,
2012-06-24,1.083,,,
2012-06-25,1.042,,,
2012-06-26,1.5,,,
2012-06-27,1.625,,,
2012-06-28,1.625,,,
2012-06-29,3.458,,,
2012-06-30,3.167,,,
2012-07-01,3.417,,,
2012-07-02,1.917,,,
2012-07-03,2.333,,,
2012-07-04,1.583,,,
2012-07-05,1.045,,,
2012-07-06,0.917,,,
2012-07-07,1.0,,,
2012-07-08,1.333,,,
2012-07-09,1.0,,,
2012-07-10,1.0,,,
2012-07-11,1.042,,,
2012-07-12,0.958,,,
2012-07-13,1.0,,,
2012-07-14,1.13,,,
2012-07-15,2.958,,,
2012-07-16,1.625,,,
2012-07-17,1.583,,,
2012-07-18,1.542,,,
2012-07-19,0.773,,,
2012-07-20,0.875,,,
2012-07-21,0.708,,,
2012-07-22,1.792,,,
2012-07-23,2.875,,,
2012-07-24,2.333,,,
2012-07-25,1.792,,,
2012-07-26,1.333,,,
2012-07-27,1.375,,,
2012-07-28,1.25,,,
2012-07-29,1.5,,,
2012-07-30,1.542,,,
2012-07-31,1.792,,,
2012-08-01,0.708,,,
2012-08-02,0.957,,,
2012-08-03,1.125,,,
2012-08-04,1.75,,,
2012-08-05,0.708,,,
2012-08-06,0.958,,,
2012-08-07,0.917,,,
2012-08-08,1.0,,,
2012-08-09,1.375,,,
2012-08-10,0.917,,,
2012-08-11,1.208,,,
2012-08-12,1.583,,,
2012-08-13,0.958,,,
2012-08-14,0.958,,,
2012-08-15,1.583,,,
2012-08-16,0.333,,,
2012-08-17,1.417,,,
2012-08-18,1.217,,,
2012-08-19,1.304,,,
2012-08-20,0.913,,,
2012-08-21,1.792,,,
2012-08-22,1.542,,,
2012-08-23,1.391,,,
2012-08-24,2.125,,,
2012-08-25,1.542,,,
2012-08-26,1.333,,,
2012-08-27,1.25,,,
2012-08-28,1.417,,,
2012-08-29,1.042,,,
2012-08-30,1.478,,,
2012-08-31,1.792,,,
2012-09-01,1.708,,,
2012-09-02,2.792,,,
2012-09-03,2.292,,,
2012-09-04,1.583,,,
2012-09-05,1.167,,,
2012-09-06,1.708,,,
2012-09-07,1.5,,,
2012-09-08,1.708,,,
2012-09-09,1.333,,,
2012-09-10,1.167,,,
2012-09-11,1.5,,,
2012-09-12,1.833,,,
2012-09-13,2.136,,,
2012-09-14,2.167,,,
2012-09-15,1.792,,,
2012-09-16,1.458,,,
2012-09-17,1.417,,,
2012-09-18,2.375,,,
2012-09-19,1.875,,,
2012-09-20,1.833,,,
2012-09-21,1.583,,,
2012-09-22,1.292,,,
2012-09-23,1.458,,,
2012-09-24,1.5,,,
2012-09-25,1.083,,,
2012-09-26,1.083,,,
2012-09-27,1.217,,,
2012-09-28,1.083,,,
2012-09-29,1.292,,,
2012-09-30,1.917,,,
2012-10-01,1.125,,,
2012-10-02,1.667,,,
2012-10-03,1.5,,,
2012-10-04,1.5,,,
2012-10-05,1.667,,,
2012-10-06,1.792,,,
2012-10-07,1.833,,,
2012-10-08,2.0,,,
2012-10-09,2.0,,,
2012-10-10,2.0,,,
2012-10-11,1.478,,,
2012-10-12,1.792,,,
2012-10-13,1.708,,,
2012-10-14,1.042,,,
2012-10-15,1.208,,,
2012-10-16,1.583,,,
2012-10-17,3.167,,,
2012-10-18,1.5,,,
2012-10-19,1.667,,,
2012-10-20,1.5,,,
2012-10-21,1.25,,,
2012-10-22,2.25,,,
2012-10-23,2.167,,,
2012-10-24,1.917,,,
2012-10-25,3.111,,,
2012-10-26,2.478,,,
2012-10-27,2.435,,,
2012-10-28,2.478,,,
2012-10-29,2.261,,,
2012-10-30,2.217,,,
2012-10-31,1.957,,,
2012-11-01,3.348,,,
2012-11-02,2.565,,,
2012-11-03,1.087,,,
2012-11-04,2.348,,,
2012-11-05,3.13,,,
2012-11-06,3.87,,,
2012-11-07,2.773,,,
2012-11-08,2.348,,,
2012-11-09,2.048,,,
2012-11-10,2.083,,,
2012-11-11,2.875,,,
2012-11-12,2.917,,,
2012-11-13,3.042,,,
2012-11-14,2.417,,,
2012-11-15,2.583,,,
2012-11-16,2.917,,,
2012-11-17,2.292,,,
2012-11-18,2.417,,,
2012-11-19,3.125,,,
2012-11-20,3.958,,,
2012-11-21,2.292,,,
2012-11-22,3.261,,,
2012-11-23,2.833,,,
2012-11-24,2.542,,,
2012-11-25,2.792,,,
2012-11-26,5.083,,,
2012-11-27,3.292,,,
2012-11-28,3.292,,,
2012-11-29,3.042,,,
2012-11-30,3.625,,,
2012-12-01,2.958,,,
2012-12-02,3.583,,,
2012-12-03,7.333,,,
2012-12-04,4.833,,,
2012-12-05,3.625,,,
2012-12-06,3.739,,,
2012-12-07,2.25,,,
2012-12-08,4.417,,,
2012-12-09,2.875,,,
2012-12-10,3.5,,,
2012-12-11,6.792,,,
2012-12-12,5.0,,,
2012-12-13,6.708,,,
2012-12-14,8.292,,,
2012-12-15,7.083,,,
2012-12-16,8.167,,,
2012-12-17,5.5,,,
2012-12-18,3.917,,,
2012-12-19,3.917,,,
2012-12-20,3.348,,,
2012-12-21,4.042,,,
2012-12-22,5.75,,,
2012-12-23,6.042,,,
2012-12-24,4.75,,,
2012-12-25,9.042,,,
2012-12-26,3.292,,,
2012-12-27,3.0,,,
2012-12-28,4.333,,,
2012-12-29,4.583,,,
2012-12-30,5.208,,,
2012-12-31,4.917,,,
2013-01-01,3.417,25.0,-10.292,-32.0
2013-01-02,2.87,-34.0,-44.375,-60.0
2013-01-03,2.917,-16.0,-40.333,-58.0
