date,CH4_mean,NMHC_mean,SPM_mean,THC_mean
2016-06-11,194.583,7.958,,202.542
2016-06-12,197.833,8.792,,206.625
2016-06-13,190.625,6.417,,197.042
2016-06-14,191.0,7.542,,198.542
2016-06-15,193.833,7.583,,201.417
2016-06-16,194.875,8.667,,203.542
2016-06-17,195.792,8.667,,204.458
2016-06-18,202.167,8.333,,210.5
2016-06-19,196.583,7.667,,204.25
2016-06-20,191.208,7.5,,198.708
2016-06-21,194.095,7.048,,201.143
2016-06-22,192.542,6.333,,198.875
2016-06-23,189.583,6.708,,196.292
2016-06-24,190.958,6.75,,197.708
2016-06-25,191.375,7.958,,199.333
2016-06-26,192.167,5.542,,197.708
2016-06-27,192.083,6.083,,198.167
2016-06-28,190.667,7.333,,198.0
2016-06-29,193.333,7.167,,200.5
2016-06-30,195.174,7.696,,202.87
2016-07-01,193.458,8.5,,201.958
2016-07-02,190.708,9.958,,200.667
2016-07-03,184.75,6.042,,190.792
2016-07-04,190.5,6.75,,197.25
2016-07-05,190.083,6.583,,196.667
2016-07-06,189.917,9.167,,199.083
2016-07-07,188.333,6.542,,194.875
2016-07-08,193.667,8.417,,202.083
2016-07-09,183.417,6.75,,190.167
2016-07-10,184.625,7.042,,191.667
2016-07-11,182.375,6.875,,189.25
2016-07-12,189.667,7.583,,197.25
2016-07-13,187.25,8.375,,195.625
2016-07-14,184.667,7.458,,192.125
2016-07-15,189.458,6.875,,196.333
2016-07-16,188.875,6.875,,195.75
2016-07-17,192.5,6.417,,198.917
2016-07-18,191.125,6.25,,197.375
2016-07-19,193.917,7.0,,200.917
2016-07-20,188.708,5.75,,194.458
2016-07-21,187.81,5.667,,193.476
2016-07-22,187.583,6.25,,193.833
2016-07-23,191.042,7.125,,198.167
2016-07-24,190.042,7.292,,197.333
2016-07-25,191.167,7.875,,199.042
2016-07-26,189.5,7.917,,197.417
2016-07-27,188.125,7.875,,196.0
2016-07-28,190.167,9.833,,200.0
2016-07-29,188.625,8.292,,196.917
2016-07-30,187.292,7.792,,195.083
2016-07-31,186.208,7.417,,193.625
2016-08-01,186.625,7.292,,193.917
2016-08-02,183.167,7.292,,190.458
2016-08-03,182.792,7.5,,190.292
2016-08-04,182.792,7.208,,190.0
2016-08-05,186.25,7.708,,193.958
2016-08-06,190.458,7.375,,197.833
2016-08-07,190.5,8.167,,198.667
2016-08-08,190.792,8.125,,198.917
2016-08-09,190.292,7.292,,197.583
2016-08-10,191.042,7.125,,198.167
2016-08-11,189.625,7.083,,196.708
2016-08-12,188.87,9.174,,198.043
2016-08-13,189.792,11.542,,201.333
2016-08-14,188.417,10.375,,198.792
2016-08-15,187.583,9.333,,196.917
2016-08-16,188.667,9.542,,198.208
2016-08-17,186.333,8.833,,195.167
2016-08-18,184.708,7.917,,192.625
2016-08-19,185.762,7.762,,193.524
2016-08-20,183.292,8.25,,191.542
2016-08-21,180.583,7.458,,188.042
2016-08-22,179.083,6.542,,185.625
2016-08-23,186.083,6.958,,193.042
2016-08-24,187.167,6.583,,193.75
2016-08-25,184.708,8.167,,192.875
2016-08-26,183.917,7.625,,191.542
2016-08-27,188.333,5.792,,194.125
2016-08-28,187.583,6.167,,193.75
2016-08-29,185.625,7.458,,193.083
2016-08-30,187.25,6.417,,193.667
2016-08-31,189.667,7.75,,197.417
2016-09-01,191.542,8.125,,199.667
2016-09-02,193.583,7.917,,201.5
2016-09-03,194.083,8.292,,202.375
2016-09-04,190.625,8.167,,198.792
2016-09-05,186.792,7.75,,194.542
2016-09-06,186.125,6.625,,192.75
2016-09-07,185.042,5.917,,190.958
2016-09-08,188.042,6.083,,194.125
2016-09-09,189.0,6.375,,195.375
2016-09-10,188.958,6.042,,195.0
2016-09-11,188.167,5.583,,193.75
2016-09-12,188.667,5.333,,194.0
2016-09-13,189.125,5.667,,194.792
2016-09-14,189.048,6.381,,195.429
2016-09-15,187.625,7.292,,194.917
2016-09-16,187.75,7.625,,195.375
2016-09-17,187.958,8.125,,196.083
2016-09-18,184.417,6.917,,191.333
2016-09-19,188.333,6.042,,194.375
2016-09-20,188.125,5.583,,193.708
2016-09-21,189.0,6.208,,195.208
2016-09-22,190.083,7.042,,197.125
2016-09-23,188.917,7.0,,195.917
2016-09-24,191.542,9.292,,200.833
2016-09-25,190.0,8.5,,198.5
2016-09-26,187.458,7.833,,195.292
2016-09-27,185.333,8.292,,193.625
2016-09-28,184.167,8.125,,192.292
2016-09-29,189.833,6.792,,196.625
2016-09-30,190.708,6.792,,197.5
2016-10-01,189.458,6.667,,196.125
2016-10-02,190.708,7.417,,198.125
2016-10-03,191.458,10.667,,202.125
2016-10-04,188.125,7.667,,195.792
2016-10-05,189.125,7.792,,196.917
2016-10-06,191.125,8.458,,199.583
2016-10-07,193.542,7.167,,200.708
2016-10-08,189.583,8.5,,198.083
2016-10-09,192.25,6.583,,198.833
2016-10-10,192.125,6.25,,198.375
2016-10-11,191.75,6.458,,198.208
2016-10-12,192.708,6.958,,199.667
2016-10-13,192.25,6.542,,198.792
2016-10-14,192.625,7.542,,200.167
2016-10-15,192.375,7.458,,199.833
2016-10-16,192.667,8.417,,201.083
2016-10-17,189.083,7.458,,196.542
2016-10-18,190.625,7.917,,198.542
2016-10-19,190.5,7.25,,197.75
2016-10-20,192.952,7.952,,200.905
2016-10-21,189.833,6.75,,196.583
2016-10-22,188.792,6.375,,195.167
2016-10-23,189.125,5.917,,195.042
2016-10-24,190.458,6.0,,196.458
2016-10-25,189.458,7.708,,197.167
2016-10-26,189.083,7.333,,196.417
2016-10-27,191.333,6.583,,197.917
2016-10-28,189.5,5.958,,195.458
2016-10-29,191.542,6.292,,197.833
2016-10-30,192.708,6.0,,198.708
2016-10-31,192.458,8.0,,200.458
2016-11-01,192.208,6.875,,199.083
2016-11-02,192.5,6.292,,198.792
2016-11-03,191.5,6.417,,197.917
2016-11-04,193.136,5.591,,198.727
2016-11-05,194.583,5.583,,200.167
2016-11-06,195.083,4.333,,199.417
2016-11-07,194.5,4.542,,199.042
2016-11-08,195.0,6.708,,201.708
2016-11-09,196.292,3.625,,199.917
2016-11-10,195.083,3.875,,198.958
2016-11-11,192.708,5.333,,198.042
2016-11-12,196.917,5.708,,202.625
2016-11-13,195.917,5.833,,201.75
2016-11-14,198.042,11.375,,209.417
2016-11-15,193.0,6.375,,199.375
2016-11-16,196.042,6.208,,202.25
2016-11-17,196.292,5.708,,202.0
2016-11-18,196.875,6.667,,203.542
2016-11-19,192.833,6.75,,199.583
2016-11-20,195.125,5.583,,200.708
2016-11-21,196.042,5.5,,201.542
2016-11-22,194.583,6.542,,201.125
2016-11-23,195.792,4.125,,199.917
2016-11-24,194.458,3.417,,197.875
2016-11-25,194.792,4.458,,199.25
2016-11-26,194.25,4.708,,198.958
2016-11-27,192.958,4.792,,197.75
2016-11-28,197.208,5.167,,202.375
2016-11-29,197.25,4.792,,202.042
2016-11-30,197.875,5.667,,203.542
2016-12-01,195.375,6.667,,202.042
2016-12-02,195.708,4.958,,200.667
2016-12-03,194.375,5.292,,199.667
2016-12-04,194.458,6.167,,200.625
2016-12-05,192.708,6.083,,198.792
2016-12-06,197.583,5.208,,202.792
2016-12-07,195.542,4.833,,200.375
2016-12-08,196.167,4.917,,201.083
2016-12-09,195.833,5.583,,201.417
2016-12-10,198.0,4.25,,202.25
2016-12-11,197.292,3.958,,201.25
2016-12-12,196.708,5.333,,202.042
2016-12-13,193.667,5.667,,199.333
2016-12-14,195.292,4.208,,199.5
2016-12-15,196.417,4.667,,201.083
2016-12-16,196.083,4.125,,200.208
2016-12-17,195.667,4.458,,200.125
2016-12-18,196.708,4.917,,201.625
2016-12-19,196.292,6.458,,202.75
2016-12-20,195.208,6.5,,201.708
2016-12-21,198.333,11.583,,209.917
2016-12-22,198.105,10.895,,209.0
2016-12-23,197.0,6.083,,203.083
2016-12-24,197.042,4.042,,201.083
2016-12-25,197.917,4.375,,202.292
2016-12-26,196.958,6.708,,203.667
2016-12-27,196.917,5.5,,202.417
2016-12-28,198.333,4.208,,202.542
2016-12-29,198.5,5.417,,203.917
2016-12-30,200.083,4.208,,204.292
2016-12-31,197.583,4.125,,201.708
