date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,,4.042,88.0,73.458,45.0,,8.167,15.625,7.458,9.0,2.838,-2.2,
2011-01-02,,3.5,93.0,86.75,52.0,,5.625,10.333,4.708,5.7,2.388,0.6,
2011-01-03,,4.13,88.0,66.042,47.0,,7.042,13.917,6.875,5.9,2.829,-0.4,
2011-01-04,,4.375,91.0,62.0,27.0,,8.292,14.792,6.5,6.8,2.125,-0.7,
2011-01-05,,3.478,92.0,84.708,70.0,,19.304,41.435,22.13,3.3,0.696,-2.1,
2011-01-06,,4.458,93.0,72.667,38.0,,28.0,87.792,59.792,7.6,2.521,-1.3,
2011-01-07,,3.333,92.0,82.333,60.0,,16.333,33.5,17.167,3.9,1.775,0.6,
2011-01-08,,3.875,93.0,80.833,58.0,,11.75,28.75,17.0,4.3,0.3,-2.4,
2011-01-09,,4.667,91.0,71.958,50.0,,19.625,48.083,28.458,7.4,2.471,-1.3,
2011-01-10,,5.696,92.0,78.167,48.0,,28.833,99.375,70.542,7.8,2.033,-2.4,
2011-01-11,,4.87,93.0,70.583,32.0,,22.261,56.391,34.13,8.6,2.55,-1.5,
2011-01-12,,4.167,89.0,77.958,58.0,,29.792,81.75,51.958,2.7,-0.467,-2.9,
2011-01-13,,4.708,89.0,64.0,38.0,,25.458,83.833,58.375,7.8,2.312,-3.6,
2011-01-14,,4.833,82.0,67.417,51.0,,16.25,34.125,17.875,5.6,3.396,1.6,
2011-01-15,,3.333,77.0,64.958,44.0,,9.333,17.167,7.833,6.9,3.842,1.2,
2011-01-16,,4.375,87.0,66.0,52.0,,28.125,72.958,44.833,3.3,1.9,-0.2,
2011-01-17,196.625,4.174,97.0,70.958,35.0,7.5,23.25,66.75,43.5,6.1,1.362,-3.6,204.125
2011-01-18,198.545,4.87,90.0,69.833,38.0,11.273,33.591,119.409,85.818,8.4,1.262,-3.7,209.818
2011-01-19,197.5,5.542,93.0,81.167,45.0,15.292,36.667,126.667,90.0,6.7,2.654,-1.3,212.792
2011-01-20,194.208,3.875,92.0,88.875,82.0,7.792,30.667,74.25,43.583,7.2,5.079,3.3,202.0
2011-01-21,195.708,4.417,92.0,89.208,82.0,9.542,24.875,56.625,31.75,6.4,5.35,4.7,205.25
2011-01-22,195.833,3.625,92.0,79.75,55.0,8.542,12.375,26.042,13.667,9.3,5.508,2.6,204.375
2011-01-23,195.792,4.25,88.0,73.333,47.0,9.25,22.083,51.542,29.458,8.3,4.912,1.6,205.042
2011-01-24,190.304,4.13,86.0,62.542,44.0,10.174,24.625,63.167,38.542,4.6,1.596,-1.1,200.478
2011-01-25,191.739,5.217,65.0,48.458,26.0,12.261,25.783,62.522,36.739,4.1,0.675,-2.0,204.0
2011-01-26,191.958,4.25,88.0,65.708,49.0,10.0,22.167,57.917,35.75,2.8,0.179,-1.8,201.958
2011-01-27,193.375,5.25,93.0,73.542,49.0,9.625,28.042,79.625,51.583,4.8,0.175,-3.7,203.0
2011-01-28,193.292,4.5,92.0,72.417,57.0,12.083,19.167,44.208,25.042,5.0,0.962,-2.8,205.375
2011-01-29,193.042,2.875,89.0,63.708,41.0,5.042,6.917,14.458,7.542,3.3,0.225,-3.9,198.083
2011-01-30,193.583,4.333,94.0,81.333,59.0,12.0,25.083,69.208,44.125,2.7,-0.029,-4.2,205.583
2011-01-31,190.565,4.174,92.0,64.208,34.0,2.304,24.667,67.042,42.375,5.4,1.029,-3.4,192.87
2011-02-01,190.667,4.25,86.0,63.5,44.0,3.833,26.167,68.625,42.458,6.2,0.738,-3.9,194.5
2011-02-02,191.409,3.522,91.0,68.292,48.0,4.409,17.818,39.955,22.136,0.5,-2.067,-4.2,195.818
2011-02-03,193.917,4.542,91.0,63.5,35.0,4.042,28.292,73.042,44.75,3.4,-1.629,-7.3,197.958
2011-02-04,192.583,4.833,88.0,57.333,29.0,3.5,21.625,48.208,26.583,6.8,1.433,-4.9,196.083
2011-02-05,192.708,5.208,81.0,57.125,31.0,3.625,15.625,27.792,12.167,8.0,3.908,-0.7,196.333
2011-02-06,191.75,5.583,95.0,91.708,82.0,6.75,32.625,82.208,49.583,8.0,4.404,2.3,198.5
2011-02-07,193.136,5.682,94.0,83.208,60.0,18.864,30.522,66.739,36.217,7.7,5.929,3.6,212.0
2011-02-08,191.667,3.875,65.0,53.333,42.0,13.667,20.333,44.0,23.667,4.7,1.662,-1.6,205.333
2011-02-09,194.083,4.958,71.0,49.458,32.0,12.292,25.792,61.042,35.25,4.3,0.133,-4.0,206.375
2011-02-10,193.625,4.5,75.0,56.208,29.0,12.5,28.417,70.917,42.5,6.1,1.417,-3.7,206.125
2011-02-11,193.542,4.042,91.0,71.542,48.0,11.792,16.542,33.875,17.333,4.5,1.333,-2.1,205.333
2011-02-12,194.417,3.542,90.0,68.292,51.0,9.958,9.583,18.25,8.667,4.6,1.033,-2.4,204.375
2011-02-13,195.25,5.8,95.0,81.25,52.0,15.875,33.667,86.917,53.25,5.1,1.496,-1.9,211.125
2011-02-14,190.391,5.75,95.0,92.875,90.0,18.391,32.208,93.458,61.25,5.6,3.275,1.1,208.783
2011-02-15,194.409,5.182,94.0,81.458,66.0,21.5,27.0,78.545,51.545,5.4,2.7,0.3,215.909
2011-02-16,195.542,4.042,70.0,51.917,30.0,19.75,26.5,54.542,28.042,6.6,2.617,-0.6,215.292
2011-02-17,195.583,4.292,75.0,57.333,42.0,16.208,22.958,49.458,26.5,4.9,1.662,-0.9,211.792
2011-02-18,199.083,3.167,92.0,88.042,78.0,9.417,14.583,29.125,14.542,-1.0,-2.408,-6.7,208.5
2011-02-19,202.583,4.292,92.0,79.917,58.0,12.208,17.333,37.458,20.125,2.4,-2.896,-9.1,214.792
2011-02-20,201.292,4.667,92.0,73.625,45.0,15.375,30.292,91.75,61.458,5.8,-0.025,-5.1,216.667
2011-02-21,189.261,5.478,91.0,71.833,43.0,23.0,34.417,105.083,70.667,7.9,2.121,-3.4,212.261
2011-02-22,187.174,5.348,93.0,75.667,34.0,22.913,28.043,85.217,57.174,10.4,5.804,0.2,210.087
2011-02-23,182.5,4.625,95.0,87.083,64.0,15.542,23.958,49.625,25.667,9.8,7.783,5.6,198.042
2011-02-24,185.417,4.25,78.0,57.833,39.0,12.333,21.5,37.375,15.875,9.4,6.292,4.2,197.75
2011-02-25,186.833,5.083,92.0,86.458,78.0,18.0,23.625,47.208,23.583,6.5,4.692,0.6,204.833
2011-02-26,186.833,2.833,93.0,73.375,52.0,10.792,7.833,12.083,4.25,3.0,1.45,-1.5,197.625
2011-02-27,189.125,3.542,89.0,61.167,43.0,12.5,23.042,51.875,28.833,3.5,-0.346,-4.0,201.625
2011-02-28,189.304,4.478,87.0,54.083,27.0,11.304,29.875,74.5,44.625,6.2,1.246,-5.5,200.609
2011-03-01,185.417,4.917,97.0,79.0,51.0,11.542,30.542,87.458,56.917,12.7,5.783,-0.9,196.958
2011-03-02,183.167,4.667,94.0,89.708,78.0,13.5,28.167,72.542,44.375,9.8,7.604,4.8,196.667
2011-03-03,184.625,3.375,86.0,59.0,31.0,4.792,9.833,16.208,6.375,10.8,6.267,0.2,189.417
2011-03-04,188.167,4.417,93.0,86.208,64.0,7.208,12.292,22.125,9.833,7.2,3.808,-1.8,195.375
2011-03-05,181.625,4.458,95.0,92.417,90.0,8.625,27.417,56.375,28.958,11.1,9.188,7.4,190.25
2011-03-06,192.652,6.261,94.0,79.167,54.0,16.261,31.375,70.833,39.458,17.5,12.292,8.6,208.913
2011-03-07,194.739,5.609,88.0,63.708,47.0,7.087,22.0,39.727,17.727,10.3,8.142,2.3,201.826
2011-03-08,197.542,6.167,94.0,63.833,34.0,8.708,24.625,62.0,37.375,11.7,6.45,0.6,206.25
2011-03-09,196.625,5.208,95.0,89.0,71.0,10.333,31.292,60.708,29.417,6.2,5.046,4.2,206.958
2011-03-10,195.042,3.292,95.0,66.417,44.0,6.25,11.667,20.875,9.208,9.3,5.846,3.9,201.292
2011-03-11,193.833,3.583,82.0,54.208,28.0,5.833,9.292,14.833,5.542,10.9,4.954,0.3,199.667
2011-03-12,198.083,4.417,92.0,67.417,48.0,9.5,18.208,33.958,15.75,5.9,1.738,-0.6,207.583
2011-03-13,190.174,3.913,94.0,74.875,46.0,10.87,27.292,55.042,27.75,4.8,0.896,-2.0,201.043
2011-03-14,192.818,4.391,90.0,61.25,22.0,11.636,32.909,86.045,53.136,9.6,3.104,-2.1,204.455
2011-03-15,198.708,4.375,92.0,63.542,30.0,10.5,27.5,66.208,38.708,8.3,2.546,-2.7,209.208
2011-03-16,197.917,4.208,88.0,63.75,23.0,10.75,28.667,67.833,39.167,11.5,5.25,-3.1,208.667
2011-03-17,190.75,4.292,94.0,91.833,87.0,12.75,23.083,40.875,17.792,12.2,9.754,8.2,203.5
2011-03-18,191.375,4.292,94.0,88.917,81.0,11.292,12.625,21.75,9.125,11.7,9.746,5.4,202.667
2011-03-19,194.75,3.125,86.0,62.0,37.0,6.5,16.542,33.542,17.0,7.1,4.008,-2.0,201.25
2011-03-20,187.739,3.348,90.0,60.708,26.0,7.783,16.667,42.5,25.833,11.0,3.971,-3.9,195.522
2011-03-21,187.522,3.348,92.0,60.0,26.0,6.261,21.667,42.429,20.762,8.4,3.488,-1.3,193.783
2011-03-22,186.542,4.375,84.0,60.5,28.0,10.458,30.667,68.375,37.708,15.0,6.812,-1.2,197.0
2011-03-23,183.167,4.0,94.0,89.458,80.0,11.208,27.5,60.958,33.458,9.0,7.558,6.1,194.375
2011-03-24,182.042,3.458,94.0,82.708,66.0,7.917,16.5,30.0,13.5,10.4,7.175,2.0,189.958
2011-03-25,187.875,3.208,90.0,66.5,34.0,5.75,7.708,12.625,4.917,9.4,4.138,0.8,193.625
2011-03-26,190.333,3.792,90.0,64.875,39.0,6.958,22.667,46.333,23.667,7.4,3.158,-1.2,197.292
2011-03-27,190.609,4.826,93.0,58.542,21.0,16.478,29.917,65.5,35.583,13.8,6.408,-1.3,207.087
2011-03-28,189.773,5.0,90.0,63.667,36.0,15.955,29.318,67.591,38.273,14.3,7.1,1.4,205.727
2011-03-29,192.167,4.792,94.0,52.417,13.0,17.833,33.042,75.958,42.917,17.8,8.113,-0.9,210.0
2011-03-30,190.25,4.458,87.0,61.5,28.0,16.958,31.875,67.792,35.917,18.2,10.575,1.5,207.208
2011-03-31,187.458,3.417,94.0,81.708,61.0,13.958,17.792,29.958,12.167,12.2,7.608,2.1,201.417
2011-04-01,187.708,3.917,97.0,53.333,16.0,8.167,31.25,68.5,37.25,18.4,8.762,-0.7,195.875
2011-04-02,187.167,3.625,88.0,66.917,35.0,8.042,19.5,32.583,13.083,17.7,8.788,4.0,195.208
2011-04-03,188.833,2.375,69.0,53.875,38.0,3.542,3.833,6.833,3.0,9.2,4.946,2.3,192.375
2011-04-04,189.125,2.708,97.0,60.5,33.0,4.5,17.625,36.708,19.083,11.3,4.917,-2.0,193.625
2011-04-05,187.478,3.739,97.0,64.333,24.0,3.174,26.458,65.625,39.167,15.1,5.95,-3.1,190.652
2011-04-06,186.267,4.478,97.0,60.125,10.0,8.182,34.318,77.636,43.318,20.7,9.954,0.6,192.267
2011-04-07,,4.208,96.0,65.042,31.0,11.958,33.333,66.542,33.208,22.7,12.712,5.3,
2011-04-08,188.143,4.042,97.0,87.583,61.0,14.636,31.75,71.167,39.417,16.9,12.267,7.0,206.286
2011-04-09,189.0,3.542,96.0,84.583,57.0,10.167,15.375,30.875,15.5,14.1,11.162,6.0,199.167
2011-04-10,191.458,4.083,97.0,56.667,18.0,5.542,10.625,17.792,7.167,18.4,10.592,1.8,197.0
2011-04-11,191.042,4.125,81.0,63.167,30.0,7.0,23.167,42.333,19.167,18.0,9.104,4.8,198.042
2011-04-12,186.043,3.652,93.0,49.583,20.0,4.522,21.333,42.708,21.375,13.8,7.604,-0.1,190.565
2011-04-13,186.81,4.522,87.0,50.458,12.0,10.952,33.696,70.957,37.261,21.1,10.971,2.0,197.762
2011-04-14,186.667,5.0,94.0,55.333,14.0,19.833,35.75,73.292,37.542,23.4,13.079,2.6,206.5
2011-04-15,184.208,4.75,96.0,76.042,37.0,20.417,37.583,72.667,35.083,21.9,13.788,7.8,204.625
2011-04-16,185.042,3.833,95.0,73.208,54.0,15.417,12.25,24.083,11.833,17.0,11.067,4.7,200.458
2011-04-17,185.333,2.667,92.0,62.708,27.0,11.083,7.542,12.292,4.75,16.9,9.938,0.8,196.417
2011-04-18,182.75,3.25,97.0,81.292,48.0,12.917,17.5,36.625,19.125,17.6,11.567,5.3,195.667
2011-04-19,189.043,4.261,97.0,85.917,37.0,7.826,28.333,58.208,29.875,15.0,8.3,5.1,196.87
2011-04-20,189.0,3.391,97.0,81.458,60.0,11.909,19.174,39.739,20.565,10.6,7.333,1.8,200.909
2011-04-21,189.125,4.25,97.0,62.0,29.0,11.958,30.25,75.042,44.792,19.7,10.492,1.5,201.083
2011-04-22,187.25,4.125,94.0,86.333,73.0,13.833,32.5,64.417,31.917,14.6,11.938,6.8,201.083
2011-04-23,182.167,3.25,97.0,94.833,89.0,8.542,15.292,26.5,11.208,16.5,12.15,4.7,190.708
2011-04-24,187.917,4.125,97.0,83.542,42.0,9.583,11.042,20.75,9.708,16.7,8.079,2.0,197.5
2011-04-25,187.542,4.625,97.0,86.292,52.0,11.167,28.417,65.917,37.5,13.1,8.304,3.9,198.708
2011-04-26,185.636,4.636,97.0,75.542,40.0,9.091,30.348,67.0,36.652,17.6,11.929,4.2,194.727
2011-04-27,181.5,3.542,97.0,83.0,55.0,7.042,24.0,43.167,19.167,22.4,16.654,11.8,188.542
2011-04-28,182.875,4.25,97.0,88.375,56.0,7.708,25.667,46.625,20.958,17.3,11.196,7.6,190.583
2011-04-29,186.333,4.167,97.0,73.042,37.0,7.292,15.5,32.833,17.333,17.0,10.483,4.2,193.625
2011-04-30,186.792,4.583,97.0,69.792,44.0,8.833,17.958,32.208,14.25,19.4,13.525,6.1,195.625
2011-05-01,180.958,3.125,96.0,87.792,72.0,5.417,8.333,13.375,5.042,16.9,15.075,13.6,186.375
2011-05-02,184.0,3.625,97.0,60.792,31.0,4.625,10.292,18.167,7.875,20.3,14.721,8.9,188.625
2011-05-03,189.348,5.217,97.0,69.458,33.0,9.957,13.625,25.375,11.75,18.0,12.717,6.3,199.304
2011-05-04,187.833,3.917,97.0,62.375,29.0,6.75,7.833,14.5,6.667,21.3,14.046,7.2,194.583
2011-05-05,187.174,3.0,97.0,65.5,28.0,5.174,8.304,14.522,6.217,21.6,13.754,7.1,192.348
2011-05-06,188.167,3.917,97.0,82.458,65.0,5.583,15.167,32.125,16.958,19.5,14.692,7.1,193.75
2011-05-07,182.875,2.875,96.0,74.167,50.0,5.542,12.5,21.125,8.625,23.1,18.317,14.5,188.417
2011-05-08,184.0,3.333,96.0,64.542,39.0,4.583,6.458,10.208,3.75,27.2,19.617,10.5,188.583
2011-05-09,188.167,4.75,97.0,60.583,22.0,9.083,32.083,54.75,22.667,29.7,19.25,8.8,197.25
2011-05-10,182.087,3.696,97.0,90.708,82.0,13.087,23.583,58.375,34.792,25.4,21.133,18.2,195.174
2011-05-11,183.565,3.391,97.0,96.667,96.0,9.696,27.435,56.217,28.783,18.7,17.438,16.2,193.261
2011-05-12,185.958,3.333,97.0,95.917,92.0,9.042,27.083,60.875,33.792,18.8,17.588,16.7,195.0
2011-05-13,186.583,3.417,97.0,72.333,33.0,6.667,19.25,37.583,18.333,20.6,16.229,10.9,193.25
2011-05-14,190.375,3.833,95.0,55.542,26.0,6.958,15.708,26.167,10.458,24.5,16.304,9.0,197.333
2011-05-15,192.167,3.625,93.0,53.042,13.0,8.167,13.0,20.25,7.25,27.0,17.388,8.1,200.333
2011-05-16,191.125,3.75,95.0,66.958,33.0,8.5,26.917,50.667,23.75,23.7,17.846,10.9,199.625
2011-05-17,188.87,4.217,97.0,84.792,45.0,10.435,30.833,65.042,34.208,22.1,15.488,10.1,199.304
2011-05-18,189.875,4.0,97.0,63.125,24.0,7.0,27.708,61.75,34.042,23.7,16.208,9.5,196.875
2011-05-19,190.318,3.955,96.0,60.958,20.0,8.0,32.818,60.091,27.273,27.9,19.129,10.9,198.318
2011-05-20,188.917,3.708,97.0,63.167,30.0,9.25,30.792,61.583,30.792,28.5,20.442,12.5,198.167
2011-05-21,185.375,3.333,97.0,73.458,47.0,8.875,18.708,37.25,18.542,29.1,22.042,13.3,194.25
2011-05-22,187.792,2.292,97.0,84.375,54.0,5.167,8.042,16.708,8.667,23.6,18.175,13.8,192.958
2011-05-23,186.792,3.0,97.0,95.25,89.0,4.708,23.5,47.875,24.375,15.4,13.979,12.9,191.5
2011-05-24,186.348,3.826,97.0,83.0,54.0,5.87,26.917,53.25,26.333,20.6,15.45,12.8,192.217
2011-05-25,188.696,3.565,96.0,65.833,35.0,5.304,26.043,48.043,22.0,26.3,19.512,13.5,194.0
2011-05-26,187.792,2.292,97.0,80.958,66.0,2.583,16.167,28.25,12.083,20.2,17.821,16.1,190.375
2011-05-27,187.792,2.5,97.0,91.458,79.0,2.417,18.417,32.542,14.125,16.4,15.446,14.3,190.208
2011-05-28,191.167,3.542,97.0,96.75,96.0,5.125,16.75,32.625,15.875,18.9,17.45,15.5,196.292
2011-05-29,188.125,2.792,97.0,96.625,96.0,4.375,8.292,15.042,6.75,21.8,19.029,16.4,192.5
2011-05-30,184.708,2.208,97.0,85.75,70.0,4.25,12.5,21.458,8.958,17.9,15.933,14.2,188.958
2011-05-31,185.913,2.913,96.0,75.333,49.0,3.174,19.125,36.792,17.667,22.0,16.908,12.9,189.087
2011-06-01,186.727,3.0,97.0,95.833,88.0,3.545,22.043,47.348,25.304,15.9,15.246,14.7,190.273
2011-06-02,190.458,4.167,97.0,92.667,76.0,6.208,26.458,69.75,43.292,21.1,16.867,14.6,196.667
2011-06-03,189.833,4.333,97.0,77.333,49.0,7.25,25.5,57.917,32.417,25.1,19.833,14.7,197.083
2011-06-04,190.792,4.833,97.0,70.958,34.0,7.625,20.042,37.75,17.708,29.3,21.679,15.8,198.417
2011-06-05,192.25,4.542,97.0,83.417,62.0,7.083,12.375,22.333,9.958,24.6,20.304,15.9,199.333
2011-06-06,196.083,4.042,97.0,66.833,32.0,5.917,22.208,50.167,27.958,27.0,20.504,14.9,202.0
2011-06-07,189.391,3.783,93.0,76.625,55.0,9.391,28.5,56.75,28.25,24.3,19.625,16.0,198.783
2011-06-08,183.957,2.913,97.0,76.0,50.0,6.913,24.391,44.826,20.435,25.4,21.054,16.9,190.87
2011-06-09,184.042,3.208,92.0,80.625,63.0,7.083,25.458,43.708,18.25,26.2,22.292,19.1,191.125
2011-06-10,189.167,4.292,97.0,85.25,64.0,11.958,28.667,62.417,33.75,25.9,22.429,19.8,201.125
2011-06-11,187.208,3.292,97.0,90.958,76.0,6.583,14.75,25.167,10.417,22.7,19.838,16.5,193.792
2011-06-12,197.542,4.25,97.0,89.583,66.0,9.125,11.25,20.25,9.0,23.0,19.175,15.8,206.667
2011-06-13,189.042,3.708,97.0,82.792,54.0,8.708,24.0,45.208,21.208,25.2,20.167,16.7,197.75
2011-06-14,191.609,3.25,97.0,73.167,46.0,4.696,18.125,40.125,22.0,25.1,20.071,15.2,196.304
2011-06-15,198.167,3.5,97.0,73.917,35.0,6.75,25.167,60.167,35.0,25.5,19.788,14.3,204.917
2011-06-16,195.818,3.304,97.0,94.167,82.0,3.182,24.227,51.864,27.636,20.8,18.138,16.5,199.0
2011-06-17,190.042,3.667,97.0,89.833,77.0,5.417,25.375,50.208,24.833,23.0,20.079,17.2,195.458
2011-06-18,190.583,3.208,97.0,95.083,90.0,4.0,17.292,32.583,15.292,21.5,20.171,18.9,194.583
2011-06-19,194.75,3.542,97.0,91.292,80.0,5.667,9.75,18.708,8.958,23.4,20.992,18.9,200.417
2011-06-20,188.5,3.125,97.0,95.292,89.0,4.25,22.375,52.583,30.208,23.0,21.029,19.4,192.75
2011-06-21,187.304,3.458,97.0,80.167,48.0,7.478,23.583,54.5,30.917,30.6,24.138,20.0,194.783
2011-06-22,195.043,3.913,97.0,79.652,56.0,10.826,22.87,63.348,40.478,30.6,25.45,20.0,205.87
2011-06-23,193.208,3.167,97.0,68.917,42.0,10.083,16.917,57.708,40.792,34.7,28.392,22.5,203.292
2011-06-24,187.958,2.833,94.0,65.292,40.0,9.125,17.0,50.292,33.292,35.5,28.983,22.7,197.083
2011-06-25,192.75,3.125,98.0,74.417,38.0,8.458,10.75,30.458,19.708,36.0,28.288,22.6,201.208
2011-06-26,189.5,2.25,97.0,78.042,58.0,6.625,5.167,14.167,9.0,30.5,26.938,23.9,196.125
2011-06-27,177.25,2.167,96.0,65.458,40.0,5.583,10.708,37.292,26.583,34.7,29.167,24.4,182.833
2011-06-28,188.304,2.708,94.0,63.875,34.0,8.565,17.167,51.958,34.792,36.4,29.646,23.4,196.87
2011-06-29,193.783,2.913,97.0,70.167,44.0,14.435,16.13,48.696,32.565,34.3,27.954,21.9,208.217
2011-06-30,191.542,3.25,96.0,72.708,47.0,12.208,20.667,56.292,35.625,33.5,27.938,21.9,203.75
2011-07-01,187.417,3.583,99.0,90.375,64.0,9.708,19.75,58.625,38.875,29.6,24.842,22.5,197.125
2011-07-02,187.667,3.083,98.0,79.375,56.0,9.208,10.5,30.417,19.917,30.4,26.054,22.1,196.875
2011-07-03,192.042,3.958,97.0,78.208,50.0,9.875,12.667,27.083,14.417,32.1,26.9,22.6,201.917
2011-07-04,183.125,3.458,98.0,75.25,44.0,8.875,19.0,51.583,32.583,34.3,27.879,22.4,192.0
2011-07-05,189.783,3.542,98.0,76.042,49.0,3.957,19.917,41.958,22.042,30.9,25.496,20.1,193.739
2011-07-06,198.174,3.957,97.0,75.75,44.0,3.043,24.478,54.739,30.261,32.0,25.146,19.3,201.217
2011-07-07,184.417,2.958,98.0,97.167,97.0,2.208,19.292,58.208,38.917,24.0,23.217,22.6,186.625
2011-07-08,185.208,3.167,98.0,77.208,42.0,4.75,14.792,45.5,30.708,36.2,28.221,22.7,189.958
2011-07-09,186.792,3.25,96.0,73.625,39.0,4.792,13.0,41.875,28.875,35.0,28.508,24.0,191.583
2011-07-10,187.292,2.917,98.0,74.083,44.0,4.458,10.458,25.458,15.0,34.8,28.792,23.1,191.75
2011-07-11,178.625,2.125,92.0,75.958,55.0,1.792,11.375,36.333,24.958,32.7,28.058,24.5,180.417
2011-07-12,180.696,2.625,98.0,81.833,56.0,8.696,16.625,53.667,37.042,32.0,26.983,24.0,189.391
2011-07-13,184.773,2.826,100.0,71.875,44.0,7.864,15.739,52.87,37.13,33.0,27.775,22.4,192.636
2011-07-14,185.708,3.0,97.0,71.167,42.0,8.708,17.958,50.667,32.708,34.4,27.854,22.0,194.417
2011-07-15,191.625,3.625,97.0,69.458,40.0,12.792,22.375,50.292,27.917,35.0,28.188,22.1,204.417
2011-07-16,184.625,3.0,97.0,71.125,44.0,9.333,17.458,36.375,18.917,35.5,28.567,22.3,193.958
2011-07-17,179.625,2.083,94.0,78.75,57.0,6.125,6.5,16.625,10.125,31.8,27.304,23.4,185.75
2011-07-18,174.708,1.292,99.0,93.917,82.0,4.333,4.333,16.917,12.583,27.7,26.1,24.6,179.042
2011-07-19,173.0,1.364,99.0,95.792,90.0,3.1,5.091,19.545,14.455,25.4,24.6,22.6,176.1
2011-07-20,,,99.0,92.167,79.0,,,,,28.7,25.712,24.0,
2011-07-21,,2.7,99.0,93.667,87.0,,16.778,32.889,16.111,25.5,23.942,22.4,
2011-07-22,,3.25,100.0,88.0,70.0,,19.083,46.708,27.625,26.2,22.992,20.1,
